year,migback,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,male,Upper Secondary Degree,0.17335,2036,8388,0.16525,0.18145
2007,No migration background,male,Other Degree,0.00758,60,8388,0.00572,0.00943
2007,No migration background,male,"Dropout, No School Degree",0.00553,35,8388,0.00395,0.00712
2007,No migration background,male,No School Degree Yet,0.02169,259,8388,0.01858,0.02481
2007,No migration background,female,Secondary School Degree,0.34577,3148,9136,0.33602,0.35552
2007,No migration background,female,Intermediate School Degree,0.28515,3251,9136,0.27589,0.29441
2007,No migration background,female,Technical School Degree,0.03863,413,9136,0.03468,0.04258
2007,No migration background,female,Upper Secondary Degree,0.15488,1955,9136,0.14746,0.16230
2007,No migration background,female,Other Degree,0.00706,76,9136,0.00534,0.00877
2007,No migration background,female,"Dropout, No School Degree",0.00516,46,9136,0.00369,0.00663
2007,No migration background,female,No School Degree Yet,0.01837,247,9136,0.01562,0.02112
2007,Direct migration background,male,Secondary School Degree,0.24268,249,949,0.21539,0.26997
2007,Direct migration background,male,Intermediate School Degree,0.07478,87,949,0.05804,0.09153
2007,Direct migration background,male,Technical School Degree,0.03411,34,949,0.02256,0.04567
2007,Direct migration background,male,Upper Secondary Degree,0.09448,104,949,0.07586,0.11310
2007,Direct migration background,male,Other Degree,0.43246,430,949,0.40093,0.46400
2007,Direct migration background,male,"Dropout, No School Degree",0.05211,45,949,0.03796,0.06626
2007,Direct migration background,female,Secondary School Degree,0.21606,263,1074,0.19144,0.24069
2007,Direct migration background,female,Intermediate School Degree,0.11069,133,1074,0.09191,0.12946
2007,Direct migration background,female,Upper Secondary Degree,0.07699,109,1074,0.06104,0.09294
2007,Direct migration background,female,Other Degree,0.42400,488,1074,0.39443,0.45357
2007,Direct migration background,female,"Dropout, No School Degree",0.07313,81,1074,0.05755,0.08871
2007,Indirect migration background,male,Secondary School Degree,0.15587,122,329,0.11661,0.19512
2007,Indirect migration background,male,Intermediate School Degree,0.11380,85,329,0.07943,0.14817
2007,Indirect migration background,male,Upper Secondary Degree,0.08381,78,329,0.05382,0.11379
2007,Indirect migration background,male,No School Degree Yet,0.05158,44,329,0.02764,0.07551
2007,Indirect migration background,female,Secondary School Degree,0.15249,113,365,0.11556,0.18943
2007,Indirect migration background,female,Intermediate School Degree,0.14915,116,365,0.11256,0.18575
2007,Indirect migration background,female,Upper Secondary Degree,0.08288,85,365,0.05456,0.11121
2007,Indirect migration background,female,No School Degree Yet,0.04337,51,365,0.02244,0.06429
2008,No migration background,male,Secondary School Degree,0.32933,2830,7870,0.31894,0.33971
2008,No migration background,male,Intermediate School Degree,0.24194,2292,7870,0.23248,0.25140
2008,No migration background,male,Technical School Degree,0.05466,515,7870,0.04964,0.05969
2008,No migration background,male,Upper Secondary Degree,0.17825,1920,7870,0.16979,0.18670
2008,No migration background,male,Other Degree,0.00717,53,7870,0.00531,0.00904
2008,No migration background,male,"Dropout, No School Degree",0.00547,34,7870,0.00384,0.00710
2008,No migration background,male,No School Degree Yet,0.01988,226,7870,0.01680,0.02297
2008,No migration background,female,Secondary School Degree,0.34062,2948,8596,0.33060,0.35064
2008,No migration background,female,Intermediate School Degree,0.28904,3078,8596,0.27946,0.29863
2008,No migration background,female,Technical School Degree,0.03974,403,8596,0.03561,0.04387
2008,No migration background,female,Upper Secondary Degree,0.15435,1839,8596,0.14671,0.16198
2008,No migration background,female,Other Degree,0.00683,68,8596,0.00509,0.00857
2008,No migration background,female,"Dropout, No School Degree",0.00442,38,8596,0.00302,0.00582
2008,No migration background,female,No School Degree Yet,0.01789,222,8596,0.01509,0.02070
2008,Direct migration background,male,Secondary School Degree,0.25645,230,850,0.22708,0.28583
2008,Direct migration background,male,Intermediate School Degree,0.08560,82,850,0.06678,0.10442
2008,Direct migration background,male,Technical School Degree,0.03957,33,850,0.02646,0.05268
2008,Direct migration background,male,Upper Secondary Degree,0.08908,87,850,0.06992,0.10825
2008,Direct migration background,male,Other Degree,0.41236,378,850,0.37925,0.44548
2008,Direct migration background,male,"Dropout, No School Degree",0.04812,40,850,0.03372,0.06251
2008,Direct migration background,female,Secondary School Degree,0.21649,236,965,0.19049,0.24249
2008,Direct migration background,female,Intermediate School Degree,0.11060,122,965,0.09080,0.13039
2008,Direct migration background,female,Upper Secondary Degree,0.08618,105,965,0.06847,0.10390
2008,Direct migration background,female,Other Degree,0.42340,433,965,0.39221,0.45459
2008,Direct migration background,female,"Dropout, No School Degree",0.07514,69,965,0.05850,0.09178
2008,Indirect migration background,male,Secondary School Degree,0.15738,117,324,0.11767,0.19710
2008,Indirect migration background,male,Intermediate School Degree,0.11257,82,324,0.07810,0.14704
2008,Indirect migration background,male,Upper Secondary Degree,0.08520,76,324,0.05476,0.11565
2008,Indirect migration background,male,No School Degree Yet,0.05939,49,324,0.03361,0.08517
2008,Indirect migration background,female,Secondary School Degree,0.16546,113,356,0.12680,0.20411
2008,Indirect migration background,female,Intermediate School Degree,0.14874,115,356,0.11173,0.18576
2008,Indirect migration background,female,Upper Secondary Degree,0.09437,79,356,0.06396,0.12478
2008,Indirect migration background,female,No School Degree Yet,0.06349,49,356,0.03812,0.08885
2009,No migration background,male,Secondary School Degree,0.32076,2621,7403,0.31013,0.33140
2009,No migration background,male,Intermediate School Degree,0.24300,2163,7403,0.23323,0.25277
2009,No migration background,male,Technical School Degree,0.05956,498,7403,0.05417,0.06495
2009,No migration background,male,Upper Secondary Degree,0.18177,1821,7403,0.17298,0.19055
2009,No migration background,male,Other Degree,0.00638,45,7403,0.00457,0.00820
2009,No migration background,male,"Dropout, No School Degree",0.00552,33,7403,0.00384,0.00721
2009,No migration background,male,No School Degree Yet,0.01957,222,7403,0.01641,0.02273
2009,No migration background,female,Secondary School Degree,0.32618,2707,8045,0.31594,0.33643
2009,No migration background,female,Intermediate School Degree,0.29234,2912,8045,0.28240,0.30228
2009,No migration background,female,Technical School Degree,0.04149,375,8045,0.03713,0.04585
2009,No migration background,female,Upper Secondary Degree,0.16208,1776,8045,0.15403,0.17014
2009,No migration background,female,Other Degree,0.00671,64,8045,0.00493,0.00849
2009,No migration background,female,"Dropout, No School Degree",0.00407,31,8045,0.00268,0.00546
2009,No migration background,female,No School Degree Yet,0.01686,180,8045,0.01404,0.01967
2009,Direct migration background,male,Secondary School Degree,0.26313,196,703,0.23055,0.29570
2009,Direct migration background,male,Intermediate School Degree,0.07739,69,703,0.05762,0.09716
2009,Direct migration background,male,Upper Secondary Degree,0.09220,77,703,0.07080,0.11360
2009,Direct migration background,male,Other Degree,0.40257,322,703,0.36629,0.43885
2009,Direct migration background,male,"Dropout, No School Degree",0.05606,39,703,0.03904,0.07307
2009,Direct migration background,female,Secondary School Degree,0.22122,214,845,0.19321,0.24922
2009,Direct migration background,female,Intermediate School Degree,0.11393,110,845,0.09250,0.13537
2009,Direct migration background,female,Upper Secondary Degree,0.08747,95,845,0.06841,0.10653
2009,Direct migration background,female,Other Degree,0.40690,365,845,0.37375,0.44004
2009,Direct migration background,female,"Dropout, No School Degree",0.07562,61,845,0.05779,0.09346
2009,Indirect migration background,male,Secondary School Degree,0.16325,107,288,0.12049,0.20601
2009,Indirect migration background,male,Intermediate School Degree,0.11005,70,288,0.07385,0.14626
2009,Indirect migration background,male,Upper Secondary Degree,0.10219,68,288,0.06714,0.13723
2009,Indirect migration background,male,No School Degree Yet,0.06526,43,288,0.03669,0.09384
2009,Indirect migration background,female,Secondary School Degree,0.15684,102,328,0.11743,0.19626
2009,Indirect migration background,female,Intermediate School Degree,0.16711,108,328,0.12667,0.20755
2009,Indirect migration background,female,Upper Secondary Degree,0.10932,76,328,0.07549,0.14314
2009,Indirect migration background,female,No School Degree Yet,0.05610,42,328,0.03116,0.08105
2010,No migration background,male,Secondary School Degree,0.31118,2929,9041,0.30164,0.32073
2010,No migration background,male,Intermediate School Degree,0.25413,2743,9041,0.24516,0.26311
2010,No migration background,male,Technical School Degree,0.06014,615,9041,0.05524,0.06504
2010,No migration background,male,Upper Secondary Degree,0.19120,2349,9041,0.18310,0.19931
2010,No migration background,male,Other Degree,0.00525,61,9041,0.00376,0.00674
2010,No migration background,male,"Dropout, No School Degree",0.00512,59,9041,0.00365,0.00659
2010,No migration background,male,No School Degree Yet,0.01953,285,9041,0.01667,0.02238
2010,No migration background,female,Secondary School Degree,0.32150,3055,10747,0.31267,0.33033
2010,No migration background,female,Intermediate School Degree,0.29419,4121,10747,0.28558,0.30281
2010,No migration background,female,Technical School Degree,0.04494,590,10747,0.04103,0.04886
2010,No migration background,female,Upper Secondary Degree,0.16606,2565,10747,0.15902,0.17310
2010,No migration background,female,Other Degree,0.00733,89,10747,0.00571,0.00894
2010,No migration background,female,"Dropout, No School Degree",0.00468,86,10747,0.00339,0.00597
2010,No migration background,female,No School Degree Yet,0.01551,241,10747,0.01318,0.01785
2010,Direct migration background,male,Secondary School Degree,0.22921,286,1290,0.20626,0.25215
2010,Direct migration background,male,Intermediate School Degree,0.07472,110,1290,0.06036,0.08907
2010,Direct migration background,male,Technical School Degree,0.03693,44,1290,0.02663,0.04723
2010,Direct migration background,male,Upper Secondary Degree,0.09396,121,1290,0.07803,0.10988
2010,Direct migration background,male,Other Degree,0.43515,646,1290,0.40809,0.46222
2010,Direct migration background,male,"Dropout, No School Degree",0.05136,83,1290,0.03931,0.06341
2010,Direct migration background,female,Secondary School Degree,0.20267,302,1600,0.18297,0.22237
2010,Direct migration background,female,Intermediate School Degree,0.10963,215,1600,0.09432,0.12495
2010,Direct migration background,female,Technical School Degree,0.02263,48,1600,0.01534,0.02992
2010,Direct migration background,female,Upper Secondary Degree,0.08199,155,1600,0.06855,0.09544
2010,Direct migration background,female,Other Degree,0.44129,763,1600,0.41696,0.46563
2010,Direct migration background,female,"Dropout, No School Degree",0.07029,117,1600,0.05776,0.08282
2010,Indirect migration background,male,Secondary School Degree,0.13277,150,461,0.10176,0.16378
2010,Indirect migration background,male,Intermediate School Degree,0.09801,112,461,0.07084,0.12519
2010,Indirect migration background,male,Technical School Degree,0.03923,37,461,0.02149,0.05697
2010,Indirect migration background,male,Upper Secondary Degree,0.07550,94,461,0.05136,0.09965
2010,Indirect migration background,male,No School Degree Yet,0.04960,68,461,0.02976,0.06945
2010,Indirect migration background,female,Secondary School Degree,0.12791,156,581,0.10073,0.15509
2010,Indirect migration background,female,Intermediate School Degree,0.12521,180,581,0.09827,0.15214
2010,Indirect migration background,female,Technical School Degree,0.02977,36,581,0.01594,0.04360
2010,Indirect migration background,female,Upper Secondary Degree,0.11632,131,581,0.09023,0.14241
2010,Indirect migration background,female,No School Degree Yet,0.05616,78,581,0.03742,0.07490
2011,No migration background,male,Secondary School Degree,0.30331,3548,10695,0.29459,0.31202
2011,No migration background,male,Intermediate School Degree,0.24912,3184,10695,0.24093,0.25732
2011,No migration background,male,Technical School Degree,0.05861,743,10695,0.05416,0.06306
2011,No migration background,male,Upper Secondary Degree,0.19261,2697,10695,0.18513,0.20008
2011,No migration background,male,Other Degree,0.00688,85,10695,0.00532,0.00845
2011,No migration background,male,"Dropout, No School Degree",0.00752,93,10695,0.00588,0.00916
2011,No migration background,male,No School Degree Yet,0.01989,345,10695,0.01725,0.02254
2011,No migration background,female,Secondary School Degree,0.30979,3746,12890,0.30180,0.31777
2011,No migration background,female,Intermediate School Degree,0.29015,4833,12890,0.28231,0.29798
2011,No migration background,female,Technical School Degree,0.04419,700,12890,0.04064,0.04774
2011,No migration background,female,Upper Secondary Degree,0.17608,3036,12890,0.16950,0.18265
2011,No migration background,female,Other Degree,0.00967,132,12890,0.00798,0.01136
2011,No migration background,female,"Dropout, No School Degree",0.00644,109,12890,0.00506,0.00782
2011,No migration background,female,No School Degree Yet,0.01565,334,12890,0.01351,0.01780
2011,Direct migration background,male,Secondary School Degree,0.19310,283,1389,0.17234,0.21387
2011,Direct migration background,male,Intermediate School Degree,0.07923,123,1389,0.06502,0.09344
2011,Direct migration background,male,Technical School Degree,0.03669,44,1389,0.02680,0.04658
2011,Direct migration background,male,Upper Secondary Degree,0.09193,128,1389,0.07673,0.10713
2011,Direct migration background,male,Other Degree,0.45802,726,1389,0.43180,0.48423
2011,Direct migration background,male,"Dropout, No School Degree",0.05189,85,1389,0.04022,0.06356
2011,Direct migration background,female,Secondary School Degree,0.15916,305,1804,0.14228,0.17605
2011,Direct migration background,female,Intermediate School Degree,0.10631,244,1804,0.09208,0.12054
2011,Direct migration background,female,Technical School Degree,0.02548,55,1804,0.01821,0.03275
2011,Direct migration background,female,Upper Secondary Degree,0.09058,170,1804,0.07734,0.10383
2011,Direct migration background,female,Other Degree,0.47163,906,1804,0.44859,0.49468
2011,Direct migration background,female,"Dropout, No School Degree",0.06926,124,1804,0.05754,0.08098
2011,Indirect migration background,male,Secondary School Degree,0.12725,148,521,0.09861,0.15590
2011,Indirect migration background,male,Intermediate School Degree,0.09801,124,521,0.07245,0.12356
2011,Indirect migration background,male,Technical School Degree,0.04372,43,521,0.02615,0.06130
2011,Indirect migration background,male,Upper Secondary Degree,0.09225,118,521,0.06738,0.11712
2011,Indirect migration background,male,No School Degree Yet,0.04524,88,521,0.02738,0.06310
2011,Indirect migration background,female,Secondary School Degree,0.12419,167,658,0.09897,0.14941
2011,Indirect migration background,female,Intermediate School Degree,0.12675,204,658,0.10131,0.15219
2011,Indirect migration background,female,Technical School Degree,0.03288,47,658,0.01925,0.04652
2011,Indirect migration background,female,Upper Secondary Degree,0.10114,153,658,0.07808,0.12420
2011,Indirect migration background,female,No School Degree Yet,0.05720,87,658,0.03945,0.07496
2012,No migration background,male,Secondary School Degree,0.30293,3479,10540,0.29415,0.31170
2012,No migration background,male,Intermediate School Degree,0.25122,3156,10540,0.24294,0.25950
2012,No migration background,male,Technical School Degree,0.05897,736,10540,0.05447,0.06346
2012,No migration background,male,Upper Secondary Degree,0.19231,2637,10540,0.18478,0.19983
2012,No migration background,male,Other Degree,0.00692,86,10540,0.00534,0.00850
2012,No migration background,male,"Dropout, No School Degree",0.00841,105,10540,0.00667,0.01015
2012,No migration background,male,No School Degree Yet,0.01694,341,10540,0.01448,0.01941
2012,No migration background,female,Secondary School Degree,0.30245,3617,12596,0.29442,0.31047
2012,No migration background,female,Intermediate School Degree,0.28915,4679,12596,0.28123,0.29707
2012,No migration background,female,Technical School Degree,0.04556,679,12596,0.04192,0.04920
2012,No migration background,female,Upper Secondary Degree,0.18189,3014,12596,0.17516,0.18863
2012,No migration background,female,Other Degree,0.01019,131,12596,0.00844,0.01195
2012,No migration background,female,"Dropout, No School Degree",0.00742,118,12596,0.00592,0.00892
2012,No migration background,female,No School Degree Yet,0.01670,358,12596,0.01446,0.01894
2012,Direct migration background,male,Secondary School Degree,0.18676,274,1355,0.16601,0.20752
2012,Direct migration background,male,Intermediate School Degree,0.07694,122,1355,0.06274,0.09113
2012,Direct migration background,male,Technical School Degree,0.03339,42,1355,0.02382,0.04295
2012,Direct migration background,male,Upper Secondary Degree,0.08629,126,1355,0.07133,0.10124
2012,Direct migration background,male,Other Degree,0.48289,718,1355,0.45627,0.50951
2012,Direct migration background,male,"Dropout, No School Degree",0.04758,73,1355,0.03624,0.05891
2012,Direct migration background,female,Secondary School Degree,0.16331,274,1734,0.14590,0.18071
2012,Direct migration background,female,Intermediate School Degree,0.10132,241,1734,0.08711,0.11552
2012,Direct migration background,female,Technical School Degree,0.02733,59,1734,0.01965,0.03501
2012,Direct migration background,female,Upper Secondary Degree,0.08476,165,1734,0.07164,0.09787
2012,Direct migration background,female,Other Degree,0.49174,890,1734,0.46820,0.51528
2012,Direct migration background,female,"Dropout, No School Degree",0.06020,105,1734,0.04900,0.07139
2012,Indirect migration background,male,Secondary School Degree,0.12007,145,514,0.09194,0.14819
2012,Indirect migration background,male,Intermediate School Degree,0.10634,128,514,0.07966,0.13302
2012,Indirect migration background,male,Technical School Degree,0.04488,43,514,0.02697,0.06280
2012,Indirect migration background,male,Upper Secondary Degree,0.09928,117,514,0.07340,0.12516
2012,Indirect migration background,male,No School Degree Yet,0.05446,81,514,0.03482,0.07409
2012,Indirect migration background,female,Secondary School Degree,0.11102,162,637,0.08660,0.13543
2012,Indirect migration background,female,Intermediate School Degree,0.12314,188,637,0.09760,0.14868
2012,Indirect migration background,female,Technical School Degree,0.03583,46,637,0.02139,0.05028
2012,Indirect migration background,female,Upper Secondary Degree,0.11228,148,637,0.08775,0.13682
2012,Indirect migration background,female,No School Degree Yet,0.05508,93,637,0.03735,0.07281
2013,No migration background,male,Secondary School Degree,0.29688,3184,9997,0.28792,0.30584
2013,No migration background,male,Intermediate School Degree,0.25160,2995,9997,0.24309,0.26011
2013,No migration background,male,Technical School Degree,0.06153,724,9997,0.05682,0.06624
2013,No migration background,male,Upper Secondary Degree,0.19699,2564,9997,0.18919,0.20478
2013,No migration background,male,Other Degree,0.00739,85,9997,0.00571,0.00907
2013,No migration background,male,"Dropout, No School Degree",0.00702,96,9997,0.00539,0.00866
2013,No migration background,male,No School Degree Yet,0.01877,349,9997,0.01611,0.02143
2013,No migration background,female,Secondary School Degree,0.29767,3311,11910,0.28946,0.30589
2013,No migration background,female,Intermediate School Degree,0.29556,4449,11910,0.28737,0.30376
2013,No migration background,female,Technical School Degree,0.04478,641,11910,0.04106,0.04849
2013,No migration background,female,Upper Secondary Degree,0.18368,2922,11910,0.17673,0.19063
2013,No migration background,female,Other Degree,0.01002,120,11910,0.00823,0.01181
2013,No migration background,female,"Dropout, No School Degree",0.00792,113,11910,0.00633,0.00951
2013,No migration background,female,No School Degree Yet,0.01654,354,11910,0.01425,0.01883
2013,Direct migration background,male,Secondary School Degree,0.14503,390,2865,0.13213,0.15793
2013,Direct migration background,male,Intermediate School Degree,0.06890,212,2865,0.05963,0.07818
2013,Direct migration background,male,Technical School Degree,0.04466,92,2865,0.03709,0.05222
2013,Direct migration background,male,Upper Secondary Degree,0.07499,186,2865,0.06535,0.08464
2013,Direct migration background,male,Other Degree,0.52926,1731,2865,0.51098,0.54754
2013,Direct migration background,male,"Dropout, No School Degree",0.06549,195,2865,0.05643,0.07455
2013,Direct migration background,male,No School Degree Yet,0.00724,59,2865,0.00414,0.01035
2013,Direct migration background,female,Secondary School Degree,0.12775,389,3513,0.11671,0.13879
2013,Direct migration background,female,Intermediate School Degree,0.09427,368,3513,0.08461,0.10394
2013,Direct migration background,female,Technical School Degree,0.03068,103,3513,0.02498,0.03638
2013,Direct migration background,female,Upper Secondary Degree,0.08203,231,3513,0.07296,0.09111
2013,Direct migration background,female,Other Degree,0.51269,2115,3513,0.49616,0.52922
2013,Direct migration background,female,"Dropout, No School Degree",0.07210,234,3513,0.06354,0.08065
2013,Direct migration background,female,No School Degree Yet,0.01061,73,3513,0.00722,0.01400
2013,Indirect migration background,male,Secondary School Degree,0.13644,266,955,0.11466,0.15822
2013,Indirect migration background,male,Intermediate School Degree,0.10684,225,955,0.08724,0.12644
2013,Indirect migration background,male,Technical School Degree,0.04006,63,955,0.02762,0.05251
2013,Indirect migration background,male,Upper Secondary Degree,0.11291,224,955,0.09283,0.13299
2013,Indirect migration background,male,Other Degree,0.01577,46,955,0.00786,0.02368
2013,Indirect migration background,male,No School Degree Yet,0.05523,131,955,0.04074,0.06973
2013,Indirect migration background,female,Secondary School Degree,0.11614,257,1026,0.09652,0.13575
2013,Indirect migration background,female,Intermediate School Degree,0.13003,297,1026,0.10944,0.15062
2013,Indirect migration background,female,Technical School Degree,0.03642,76,1026,0.02495,0.04789
2013,Indirect migration background,female,Upper Secondary Degree,0.10869,244,1026,0.08964,0.12775
2013,Indirect migration background,female,Other Degree,0.00836,33,1026,0.00279,0.01394
2013,Indirect migration background,female,No School Degree Yet,0.05511,119,1026,0.04114,0.06908
2014,No migration background,male,Secondary School Degree,0.29131,2890,9129,0.28199,0.30063
2014,No migration background,male,Intermediate School Degree,0.24865,2727,9129,0.23978,0.25751
2014,No migration background,male,Technical School Degree,0.06540,677,9129,0.06033,0.07048
2014,No migration background,male,Upper Secondary Degree,0.20147,2389,9129,0.19325,0.20970
2014,No migration background,male,Other Degree,0.00750,81,9129,0.00573,0.00927
2014,No migration background,male,"Dropout, No School Degree",0.00735,86,9129,0.00559,0.00910
2014,No migration background,male,No School Degree Yet,0.01615,279,9129,0.01357,0.01874
2014,No migration background,female,Secondary School Degree,0.28793,2997,10755,0.27937,0.29649
2014,No migration background,female,Intermediate School Degree,0.28820,3960,10755,0.27964,0.29676
2014,No migration background,female,Technical School Degree,0.04871,608,10755,0.04464,0.05278
2014,No migration background,female,Upper Secondary Degree,0.19190,2688,10755,0.18445,0.19934
2014,No migration background,female,Other Degree,0.00947,101,10755,0.00764,0.01130
2014,No migration background,female,"Dropout, No School Degree",0.00829,105,10755,0.00658,0.01001
2014,No migration background,female,No School Degree Yet,0.01529,296,10755,0.01297,0.01761
2014,Direct migration background,male,Secondary School Degree,0.13445,318,2334,0.12061,0.14829
2014,Direct migration background,male,Intermediate School Degree,0.06144,188,2334,0.05170,0.07118
2014,Direct migration background,male,Technical School Degree,0.04430,82,2334,0.03595,0.05265
2014,Direct migration background,male,Upper Secondary Degree,0.08021,171,2334,0.06919,0.09123
2014,Direct migration background,male,Other Degree,0.54060,1378,2334,0.52038,0.56083
2014,Direct migration background,male,"Dropout, No School Degree",0.05952,138,2334,0.04992,0.06912
2014,Direct migration background,male,No School Degree Yet,0.01469,59,2334,0.00981,0.01957
2014,Direct migration background,female,Secondary School Degree,0.12150,321,2806,0.10941,0.13359
2014,Direct migration background,female,Intermediate School Degree,0.08829,292,2806,0.07779,0.09879
2014,Direct migration background,female,Technical School Degree,0.02825,83,2806,0.02212,0.03438
2014,Direct migration background,female,Upper Secondary Degree,0.08828,198,2806,0.07779,0.09878
2014,Direct migration background,female,Other Degree,0.51572,1678,2806,0.49723,0.53421
2014,Direct migration background,female,"Dropout, No School Degree",0.07291,185,2806,0.06329,0.08253
2014,Direct migration background,female,No School Degree Yet,0.00743,49,2806,0.00425,0.01061
2014,Indirect migration background,male,Secondary School Degree,0.12968,211,777,0.10604,0.15332
2014,Indirect migration background,male,Intermediate School Degree,0.10846,189,777,0.08658,0.13034
2014,Indirect migration background,male,Technical School Degree,0.03737,52,777,0.02402,0.05071
2014,Indirect migration background,male,Upper Secondary Degree,0.12597,190,777,0.10262,0.14931
2014,Indirect migration background,male,Other Degree,0.01437,36,777,0.00599,0.02274
2014,Indirect migration background,male,No School Degree Yet,0.04868,99,777,0.03354,0.06382
2014,Indirect migration background,female,Secondary School Degree,0.11420,216,861,0.09294,0.13545
2014,Indirect migration background,female,Intermediate School Degree,0.13585,259,861,0.11295,0.15875
2014,Indirect migration background,female,Technical School Degree,0.03687,70,861,0.02427,0.04946
2014,Indirect migration background,female,Upper Secondary Degree,0.12287,206,861,0.10093,0.14482
2014,Indirect migration background,female,No School Degree Yet,0.05302,110,861,0.03804,0.06799
2015,No migration background,male,Secondary School Degree,0.27918,2679,8676,0.26974,0.28862
2015,No migration background,male,Intermediate School Degree,0.25277,2617,8676,0.24362,0.26191
2015,No migration background,male,Technical School Degree,0.06553,663,8676,0.06032,0.07074
2015,No migration background,male,Upper Secondary Degree,0.20679,2335,8676,0.19826,0.21531
2015,No migration background,male,Other Degree,0.00734,76,8676,0.00555,0.00914
2015,No migration background,male,"Dropout, No School Degree",0.00713,75,8676,0.00536,0.00890
2015,No migration background,male,No School Degree Yet,0.01428,231,8676,0.01178,0.01677
2015,No migration background,female,Secondary School Degree,0.28071,2780,10200,0.27199,0.28943
2015,No migration background,female,Intermediate School Degree,0.29110,3769,10200,0.28228,0.29992
2015,No migration background,female,Technical School Degree,0.04836,575,10200,0.04420,0.05252
2015,No migration background,female,Upper Secondary Degree,0.19713,2608,10200,0.18941,0.20485
2015,No migration background,female,Other Degree,0.00894,94,10200,0.00711,0.01077
2015,No migration background,female,"Dropout, No School Degree",0.00881,104,10200,0.00700,0.01063
2015,No migration background,female,No School Degree Yet,0.01444,270,10200,0.01213,0.01676
2015,Direct migration background,male,Secondary School Degree,0.13840,307,2700,0.12537,0.15143
2015,Direct migration background,male,Intermediate School Degree,0.06611,177,2700,0.05674,0.07548
2015,Direct migration background,male,Technical School Degree,0.03451,72,2700,0.02763,0.04140
2015,Direct migration background,male,Upper Secondary Degree,0.07828,163,2700,0.06814,0.08841
2015,Direct migration background,male,Other Degree,0.55134,1769,2700,0.53258,0.57011
2015,Direct migration background,male,"Dropout, No School Degree",0.05629,164,2700,0.04760,0.06499
2015,Direct migration background,male,No School Degree Yet,0.00817,48,2700,0.00478,0.01157
2015,Direct migration background,female,Secondary School Degree,0.10672,280,3211,0.09604,0.11740
2015,Direct migration background,female,Intermediate School Degree,0.09464,288,3211,0.08452,0.10477
2015,Direct migration background,female,Technical School Degree,0.03151,87,3211,0.02547,0.03756
2015,Direct migration background,female,Upper Secondary Degree,0.08211,195,3211,0.07261,0.09161
2015,Direct migration background,female,Other Degree,0.54359,2086,3211,0.52636,0.56082
2015,Direct migration background,female,"Dropout, No School Degree",0.06921,223,3211,0.06043,0.07799
2015,Direct migration background,female,No School Degree Yet,0.00574,52,3211,0.00313,0.00836
2015,Indirect migration background,male,Secondary School Degree,0.13124,203,719,0.10654,0.15594
2015,Indirect migration background,male,Intermediate School Degree,0.11522,181,719,0.09186,0.13857
2015,Indirect migration background,male,Technical School Degree,0.04751,55,719,0.03195,0.06307
2015,Indirect migration background,male,Upper Secondary Degree,0.11861,165,719,0.09496,0.14227
2015,Indirect migration background,male,Other Degree,0.01692,37,719,0.00749,0.02636
2015,Indirect migration background,male,No School Degree Yet,0.03171,78,719,0.01889,0.04453
2015,Indirect migration background,female,Secondary School Degree,0.10381,184,810,0.08279,0.12483
2015,Indirect migration background,female,Intermediate School Degree,0.12903,246,810,0.10593,0.15213
2015,Indirect migration background,female,Technical School Degree,0.03735,64,810,0.02428,0.05042
2015,Indirect migration background,female,Upper Secondary Degree,0.13450,216,810,0.11099,0.15801
2015,Indirect migration background,female,No School Degree Yet,0.04496,100,810,0.03068,0.05924
2016,No migration background,male,Secondary School Degree,0.27003,2465,8065,0.26034,0.27972
2016,No migration background,male,Intermediate School Degree,0.25242,2424,8065,0.24294,0.26190
2016,No migration background,male,Technical School Degree,0.06654,613,8065,0.06110,0.07198
2016,No migration background,male,Upper Secondary Degree,0.20872,2186,8065,0.19985,0.21759
2016,No migration background,male,Other Degree,0.00731,68,8065,0.00545,0.00917
2016,No migration background,male,"Dropout, No School Degree",0.00709,71,8065,0.00526,0.00892
2016,No migration background,male,No School Degree Yet,0.01502,238,8065,0.01237,0.01768
2016,No migration background,female,Secondary School Degree,0.27004,2548,9476,0.26110,0.27898
2016,No migration background,female,Intermediate School Degree,0.28919,3491,9476,0.28006,0.29832
2016,No migration background,female,Technical School Degree,0.05060,556,9476,0.04619,0.05501
2016,No migration background,female,Upper Secondary Degree,0.20191,2466,9476,0.19383,0.20999
2016,No migration background,female,Other Degree,0.00837,81,9476,0.00654,0.01021
2016,No migration background,female,"Dropout, No School Degree",0.00795,86,9476,0.00616,0.00974
2016,No migration background,female,No School Degree Yet,0.01444,248,9476,0.01204,0.01684
2016,Direct migration background,male,Secondary School Degree,0.13237,288,3891,0.12172,0.14302
2016,Direct migration background,male,Intermediate School Degree,0.06037,156,3891,0.05289,0.06786
2016,Direct migration background,male,Technical School Degree,0.02985,66,3891,0.02451,0.03520
2016,Direct migration background,male,Upper Secondary Degree,0.07392,156,3891,0.06570,0.08215
2016,Direct migration background,male,Other Degree,0.55913,2428,3891,0.54352,0.57473
2016,Direct migration background,male,"Dropout, No School Degree",0.05619,561,3891,0.04895,0.06343
2016,Direct migration background,male,No School Degree Yet,0.00817,121,3891,0.00534,0.01100
2016,Direct migration background,male,No School Attended,0.00203,115,3891,0.00061,0.00344
