year,regtyp,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Urban regions,female,Other Degree,0.06848,661,8510,0.06311,0.07385
2010,Urban regions,female,"Dropout, No School Degree",0.01406,157,8510,0.01156,0.01656
2010,Urban regions,female,No School Degree Yet,0.02020,240,8510,0.01721,0.02319
2010,Rural regions,male,Secondary School Degree,0.31051,1300,3793,0.29578,0.32524
2010,Rural regions,male,Intermediate School Degree,0.27756,1311,3793,0.26331,0.29182
2010,Rural regions,male,Technical School Degree,0.05176,202,3793,0.04471,0.05881
2010,Rural regions,male,Upper Secondary Degree,0.12175,642,3793,0.11135,0.13216
2010,Rural regions,male,Other Degree,0.03442,161,3793,0.02862,0.04022
2010,Rural regions,male,"Dropout, No School Degree",0.00952,53,3793,0.00643,0.01261
2010,Rural regions,male,No School Degree Yet,0.02093,124,3793,0.01637,0.02549
2010,Rural regions,female,Secondary School Degree,0.32177,1316,4464,0.30806,0.33547
2010,Rural regions,female,Intermediate School Degree,0.31326,1908,4464,0.29966,0.32687
2010,Rural regions,female,Technical School Degree,0.03110,191,4464,0.02601,0.03619
2010,Rural regions,female,Upper Secondary Degree,0.10721,687,4464,0.09814,0.11629
2010,Rural regions,female,Other Degree,0.04726,205,4464,0.04103,0.05348
2010,Rural regions,female,"Dropout, No School Degree",0.00969,53,4464,0.00681,0.01256
2010,Rural regions,female,No School Degree Yet,0.01362,104,4464,0.01022,0.01702
2011,Urban regions,male,Secondary School Degree,0.26605,2391,8060,0.25640,0.27570
2011,Urban regions,male,Intermediate School Degree,0.19045,1865,8060,0.18188,0.19902
2011,Urban regions,male,Technical School Degree,0.05756,574,8060,0.05247,0.06264
2011,Urban regions,male,Upper Secondary Degree,0.19678,2186,8060,0.18810,0.20546
2011,Urban regions,male,Other Degree,0.06390,621,8060,0.05856,0.06924
2011,Urban regions,male,"Dropout, No School Degree",0.01280,114,8060,0.01034,0.01525
2011,Urban regions,male,No School Degree Yet,0.02318,309,8060,0.01989,0.02646
2011,Urban regions,female,Secondary School Degree,0.26737,2603,9934,0.25867,0.27608
2011,Urban regions,female,Intermediate School Degree,0.22992,3008,9934,0.22164,0.23819
2011,Urban regions,female,Technical School Degree,0.04589,574,9934,0.04177,0.05000
2011,Urban regions,female,Upper Secondary Degree,0.18027,2500,9934,0.17271,0.18783
2011,Urban regions,female,Other Degree,0.07214,776,9934,0.06705,0.07723
2011,Urban regions,female,"Dropout, No School Degree",0.01572,171,9934,0.01327,0.01817
2011,Urban regions,female,No School Degree Yet,0.02042,302,9934,0.01764,0.02320
2011,Rural regions,male,Secondary School Degree,0.29984,1588,4589,0.28658,0.31309
2011,Rural regions,male,Intermediate School Degree,0.27653,1566,4589,0.26359,0.28948
2011,Rural regions,male,Technical School Degree,0.04981,256,4589,0.04352,0.05611
2011,Rural regions,male,Upper Secondary Degree,0.12554,757,4589,0.11596,0.13513
2011,Rural regions,male,Other Degree,0.03829,207,4589,0.03273,0.04384
2011,Rural regions,male,"Dropout, No School Degree",0.01251,73,4589,0.00929,0.01572
2011,Rural regions,male,No School Degree Yet,0.01584,142,4589,0.01223,0.01945
2011,Rural regions,female,Secondary School Degree,0.30182,1615,5464,0.28965,0.31400
2011,Rural regions,female,Intermediate School Degree,0.31204,2273,5464,0.29975,0.32432
2011,Rural regions,female,Technical School Degree,0.03113,228,5464,0.02652,0.03573
2011,Rural regions,female,Upper Secondary Degree,0.11877,859,5464,0.11019,0.12735
2011,Rural regions,female,Other Degree,0.05130,277,5464,0.04545,0.05715
2011,Rural regions,female,"Dropout, No School Degree",0.01017,71,5464,0.00751,0.01283
2011,Rural regions,female,No School Degree Yet,0.01363,141,5464,0.01055,0.01670
2012,Urban regions,male,Secondary School Degree,0.25792,2301,7838,0.24823,0.26760
2012,Urban regions,male,Intermediate School Degree,0.19367,1852,7838,0.18492,0.20242
2012,Urban regions,male,Technical School Degree,0.05839,570,7838,0.05320,0.06358
2012,Urban regions,male,Upper Secondary Degree,0.19572,2106,7838,0.18694,0.20450
2012,Urban regions,male,Other Degree,0.07133,598,7838,0.06563,0.07703
2012,Urban regions,male,"Dropout, No School Degree",0.01325,116,7838,0.01072,0.01578
2012,Urban regions,male,No School Degree Yet,0.01986,295,7838,0.01677,0.02295
2012,Urban regions,female,Secondary School Degree,0.25729,2463,9600,0.24855,0.26604
2012,Urban regions,female,Intermediate School Degree,0.22765,2885,9600,0.21927,0.23604
2012,Urban regions,female,Technical School Degree,0.04898,570,9600,0.04466,0.05330
2012,Urban regions,female,Upper Secondary Degree,0.18802,2457,9600,0.18021,0.19584
2012,Urban regions,female,Other Degree,0.07562,741,9600,0.07033,0.08091
2012,Urban regions,female,"Dropout, No School Degree",0.01591,161,9600,0.01341,0.01841
2012,Urban regions,female,No School Degree Yet,0.02014,323,9600,0.01733,0.02295
2012,Rural regions,male,Secondary School Degree,0.30844,1597,4613,0.29511,0.32177
2012,Rural regions,male,Intermediate School Degree,0.27166,1554,4613,0.25882,0.28449
2012,Rural regions,male,Technical School Degree,0.04755,251,4613,0.04141,0.05370
2012,Rural regions,male,Upper Secondary Degree,0.12432,774,4613,0.11479,0.13384
2012,Rural regions,male,Other Degree,0.04252,222,4613,0.03670,0.04834
2012,Rural regions,male,"Dropout, No School Degree",0.01216,73,4613,0.00900,0.01532
2012,Rural regions,male,No School Degree Yet,0.01655,142,4613,0.01287,0.02024
2012,Rural regions,female,Secondary School Degree,0.29983,1590,5414,0.28762,0.31204
2012,Rural regions,female,Intermediate School Degree,0.30730,2223,5414,0.29501,0.31960
2012,Rural regions,female,Technical School Degree,0.02920,214,5414,0.02471,0.03368
2012,Rural regions,female,Upper Secondary Degree,0.11595,870,5414,0.10742,0.12447
2012,Rural regions,female,Other Degree,0.06028,294,5414,0.05394,0.06662
2012,Rural regions,female,"Dropout, No School Degree",0.01010,73,5414,0.00744,0.01276
2012,Rural regions,female,No School Degree Yet,0.01563,150,5414,0.01232,0.01893
2013,Urban regions,male,Secondary School Degree,0.24412,2321,9049,0.23527,0.25298
2013,Urban regions,male,Intermediate School Degree,0.19166,1927,9049,0.18355,0.19977
2013,Urban regions,male,Technical School Degree,0.06298,637,9049,0.05797,0.06798
2013,Urban regions,male,Upper Secondary Degree,0.19930,2223,9049,0.19107,0.20753
2013,Urban regions,male,Other Degree,0.08150,1371,9049,0.07587,0.08714
2013,Urban regions,male,"Dropout, No School Degree",0.01572,212,9049,0.01316,0.01828
2013,Urban regions,male,No School Degree Yet,0.02087,358,9049,0.01792,0.02381
2013,Urban regions,female,Secondary School Degree,0.24898,2465,10878,0.24085,0.25711
2013,Urban regions,female,Intermediate School Degree,0.22698,2944,10878,0.21911,0.23486
2013,Urban regions,female,Technical School Degree,0.04928,607,10878,0.04521,0.05335
2013,Urban regions,female,Upper Secondary Degree,0.18708,2542,10878,0.17975,0.19441
2013,Urban regions,female,Other Degree,0.08006,1681,10878,0.07496,0.08516
2013,Urban regions,female,"Dropout, No School Degree",0.01826,275,10878,0.01574,0.02078
2013,Urban regions,female,No School Degree Yet,0.01940,364,10878,0.01681,0.02199
2013,Rural regions,male,Secondary School Degree,0.30685,1519,4788,0.29379,0.31991
2013,Rural regions,male,Intermediate School Degree,0.26901,1505,4788,0.25645,0.28157
2013,Rural regions,male,Technical School Degree,0.04676,242,4788,0.04078,0.05274
2013,Rural regions,male,Upper Secondary Degree,0.12544,751,4788,0.11606,0.13483
2013,Rural regions,male,Other Degree,0.04992,491,4788,0.04375,0.05609
2013,Rural regions,male,"Dropout, No School Degree",0.01196,99,4788,0.00888,0.01504
2013,Rural regions,male,No School Degree Yet,0.01980,181,4788,0.01585,0.02374
2013,Rural regions,female,Secondary School Degree,0.28992,1492,5599,0.27803,0.30180
2013,Rural regions,female,Intermediate School Degree,0.32147,2170,5599,0.30923,0.33370
2013,Rural regions,female,Technical School Degree,0.02768,213,5599,0.02339,0.03198
2013,Rural regions,female,Upper Secondary Degree,0.11835,855,5599,0.10989,0.12682
2013,Rural regions,female,Other Degree,0.05881,587,5599,0.05265,0.06498
2013,Rural regions,female,"Dropout, No School Degree",0.01178,100,5599,0.00896,0.01461
2013,Rural regions,female,No School Degree Yet,0.01753,182,5599,0.01409,0.02097
2014,Urban regions,male,Secondary School Degree,0.23795,2047,7945,0.22859,0.24732
2014,Urban regions,male,Intermediate School Degree,0.18664,1731,7945,0.17808,0.19521
2014,Urban regions,male,Technical School Degree,0.06580,581,7945,0.06035,0.07125
2014,Urban regions,male,Upper Secondary Degree,0.20488,2048,7945,0.19601,0.21376
2014,Urban regions,male,Other Degree,0.08379,1085,7945,0.07770,0.08988
2014,Urban regions,male,"Dropout, No School Degree",0.01471,162,7945,0.01206,0.01736
2014,Urban regions,male,No School Degree Yet,0.01974,291,7945,0.01668,0.02280
2014,Urban regions,female,Secondary School Degree,0.23790,2168,9478,0.22933,0.24648
2014,Urban regions,female,Intermediate School Degree,0.22202,2586,9478,0.21365,0.23038
2014,Urban regions,female,Technical School Degree,0.05224,564,9478,0.04776,0.05672
2014,Urban regions,female,Upper Secondary Degree,0.19727,2303,9478,0.18926,0.20529
2014,Urban regions,female,Other Degree,0.08000,1324,9478,0.07454,0.08546
2014,Urban regions,female,"Dropout, No School Degree",0.01884,224,9478,0.01611,0.02158
2014,Urban regions,female,No School Degree Yet,0.01680,309,9478,0.01421,0.01939
2014,Rural regions,male,Secondary School Degree,0.29706,1372,4312,0.28342,0.31070
2014,Rural regions,male,Intermediate School Degree,0.26676,1373,4312,0.25356,0.27997
2014,Rural regions,male,Technical School Degree,0.04883,230,4312,0.04239,0.05526
2014,Rural regions,male,Upper Secondary Degree,0.12777,702,4312,0.11781,0.13774
2014,Rural regions,male,Other Degree,0.05281,410,4312,0.04614,0.05949
2014,Rural regions,male,"Dropout, No School Degree",0.01286,79,4312,0.00950,0.01623
2014,Rural regions,male,No School Degree Yet,0.01730,146,4312,0.01341,0.02120
2014,Rural regions,female,Secondary School Degree,0.28758,1366,4984,0.27501,0.30014
2014,Rural regions,female,Intermediate School Degree,0.31473,1925,4984,0.30183,0.32762
2014,Rural regions,female,Technical School Degree,0.03000,197,4984,0.02526,0.03473
2014,Rural regions,female,Upper Secondary Degree,0.12206,789,4984,0.11297,0.13115
2014,Rural regions,female,Other Degree,0.05880,477,4984,0.05227,0.06533
2014,Rural regions,female,"Dropout, No School Degree",0.01150,84,4984,0.00854,0.01446
2014,Rural regions,female,No School Degree Yet,0.01808,146,4984,0.01438,0.02178
2015,Urban regions,male,Secondary School Degree,0.23053,1914,7880,0.22123,0.23983
2015,Urban regions,male,Intermediate School Degree,0.18912,1665,7880,0.18047,0.19776
2015,Urban regions,male,Technical School Degree,0.06540,557,7880,0.05994,0.07086
2015,Urban regions,male,Upper Secondary Degree,0.20944,1974,7880,0.20046,0.21843
2015,Urban regions,male,Other Degree,0.08911,1363,7880,0.08282,0.09540
2015,Urban regions,male,"Dropout, No School Degree",0.01491,176,7880,0.01223,0.01758
2015,Urban regions,male,No School Degree Yet,0.01425,231,7880,0.01164,0.01687
2015,Urban regions,female,Secondary School Degree,0.22773,1972,9346,0.21923,0.23623
2015,Urban regions,female,Intermediate School Degree,0.22210,2443,9346,0.21367,0.23052
2015,Urban regions,female,Technical School Degree,0.05249,535,9346,0.04797,0.05701
2015,Urban regions,female,Upper Secondary Degree,0.19918,2229,9346,0.19109,0.20728
2015,Urban regions,female,Other Degree,0.08849,1625,9346,0.08274,0.09425
2015,Urban regions,female,"Dropout, No School Degree",0.01865,246,9346,0.01591,0.02140
2015,Urban regions,female,No School Degree Yet,0.01639,296,9346,0.01382,0.01897
2015,Rural regions,male,Secondary School Degree,0.28383,1275,4229,0.27024,0.29742
2015,Rural regions,male,Intermediate School Degree,0.27335,1310,4229,0.25991,0.28678
2015,Rural regions,male,Technical School Degree,0.04838,233,4229,0.04192,0.05485
2015,Rural regions,male,Upper Secondary Degree,0.12533,689,4229,0.11535,0.13531
2015,Rural regions,male,Other Degree,0.05650,519,4229,0.04954,0.06346
2015,Rural regions,male,"Dropout, No School Degree",0.01157,77,4229,0.00835,0.01480
2015,Rural regions,male,No School Degree Yet,0.01671,126,4229,0.01284,0.02057
2015,Rural regions,female,Secondary School Degree,0.27860,1272,4912,0.26606,0.29114
2015,Rural regions,female,Intermediate School Degree,0.31785,1860,4912,0.30482,0.33087
2015,Rural regions,female,Technical School Degree,0.02973,191,4912,0.02498,0.03448
2015,Rural regions,female,Upper Secondary Degree,0.12934,790,4912,0.11996,0.13873
2015,Rural regions,female,Other Degree,0.06061,579,4912,0.05394,0.06728
2015,Rural regions,female,"Dropout, No School Degree",0.01219,94,4912,0.00912,0.01525
2015,Rural regions,female,No School Degree Yet,0.01421,126,4912,0.01090,0.01752
2016,Urban regions,male,Secondary School Degree,0.22696,1763,8247,0.21792,0.23600
2016,Urban regions,male,Intermediate School Degree,0.18667,1504,8247,0.17826,0.19508
2016,Urban regions,male,Technical School Degree,0.06543,516,8247,0.06009,0.07076
2016,Urban regions,male,Upper Secondary Degree,0.20820,1843,8247,0.19944,0.21697
2016,Urban regions,male,Other Degree,0.09184,1808,8247,0.08561,0.09807
2016,Urban regions,male,"Dropout, No School Degree",0.01487,428,8247,0.01225,0.01748
2016,Urban regions,male,No School Degree Yet,0.01502,300,8247,0.01239,0.01764
2016,Urban regions,male,No School Attended,0.00028,85,8247,-0.00008,0.00065
2016,Urban regions,female,Secondary School Degree,0.22039,1793,9297,0.21197,0.22882
2016,Urban regions,female,Intermediate School Degree,0.21655,2266,9297,0.20817,0.22492
2016,Urban regions,female,Technical School Degree,0.05276,505,9297,0.04822,0.05731
2016,Urban regions,female,Upper Secondary Degree,0.20141,2099,9297,0.19326,0.20956
2016,Urban regions,female,Other Degree,0.09310,1782,9297,0.08720,0.09901
2016,Urban regions,female,"Dropout, No School Degree",0.01802,415,9297,0.01531,0.02072
2016,Urban regions,female,No School Degree Yet,0.01806,329,9297,0.01536,0.02077
2016,Urban regions,female,No School Attended,0.00024,108,9297,-0.00008,0.00055
2016,Rural regions,male,Secondary School Degree,0.26715,1178,4350,0.25400,0.28030
2016,Rural regions,male,Intermediate School Degree,0.26933,1228,4350,0.25614,0.28251
2016,Rural regions,male,Technical School Degree,0.05005,221,4350,0.04357,0.05653
2016,Rural regions,male,Upper Secondary Degree,0.12911,656,4350,0.11915,0.13908
2016,Rural regions,male,Other Degree,0.06297,718,4350,0.05575,0.07019
2016,Rural regions,male,"Dropout, No School Degree",0.01239,217,4350,0.00910,0.01568
2016,Rural regions,male,No School Degree Yet,0.01644,132,4350,0.01266,0.02022
2016,Rural regions,female,Secondary School Degree,0.26477,1166,4857,0.25236,0.27718
2016,Rural regions,female,Intermediate School Degree,0.31738,1723,4857,0.30429,0.33047
2016,Rural regions,female,Technical School Degree,0.03164,187,4857,0.02672,0.03657
2016,Rural regions,female,Upper Secondary Degree,0.13666,766,4857,0.12700,0.14632
2016,Rural regions,female,Other Degree,0.06493,653,4857,0.05800,0.07186
2016,Rural regions,female,"Dropout, No School Degree",0.01117,165,4857,0.00821,0.01412
2016,Rural regions,female,No School Degree Yet,0.01179,136,4857,0.00875,0.01482
2016,Rural regions,female,No School Attended,0.00036,61,4857,-0.00017,0.00089
2017,Urban regions,male,Secondary School Degree,0.21739,1843,9242,0.20898,0.22580
2017,Urban regions,male,Intermediate School Degree,0.18559,1730,9242,0.17766,0.19352
2017,Urban regions,male,Technical School Degree,0.06596,618,9242,0.06090,0.07102
2017,Urban regions,male,Upper Secondary Degree,0.21046,2156,9242,0.20215,0.21877
2017,Urban regions,male,Other Degree,0.08924,1905,9242,0.08343,0.09505
2017,Urban regions,male,"Dropout, No School Degree",0.01774,534,9242,0.01505,0.02043
2017,Urban regions,male,No School Degree Yet,0.01955,349,9242,0.01673,0.02237
2017,Urban regions,male,No School Attended,0.00044,107,9242,0.00001,0.00087
2017,Urban regions,female,Secondary School Degree,0.21296,1845,10329,0.20506,0.22086
2017,Urban regions,female,Intermediate School Degree,0.22131,2574,10329,0.21331,0.22932
2017,Urban regions,female,Technical School Degree,0.05384,596,10329,0.04948,0.05819
2017,Urban regions,female,Upper Secondary Degree,0.19696,2391,10329,0.18929,0.20463
2017,Urban regions,female,Other Degree,0.09326,1878,10329,0.08765,0.09887
2017,Urban regions,female,"Dropout, No School Degree",0.02082,511,10329,0.01807,0.02358
2017,Urban regions,female,No School Degree Yet,0.01915,376,10329,0.01651,0.02179
2017,Urban regions,female,No School Attended,0.00046,158,10329,0.00005,0.00087
2017,Rural regions,male,Secondary School Degree,0.26095,1251,4976,0.24875,0.27316
2017,Rural regions,male,Intermediate School Degree,0.27685,1438,4976,0.26441,0.28928
2017,Rural regions,male,Technical School Degree,0.04925,252,4976,0.04324,0.05527
2017,Rural regions,male,Upper Secondary Degree,0.13220,774,4976,0.12278,0.14161
2017,Rural regions,male,Other Degree,0.05962,803,4976,0.05304,0.06620
2017,Rural regions,male,"Dropout, No School Degree",0.01496,267,4976,0.01159,0.01833
2017,Rural regions,male,No School Degree Yet,0.01255,141,4976,0.00945,0.01564
2017,Rural regions,male,No School Attended,0.00060,50,4976,-0.00008,0.00128
2017,Rural regions,female,Secondary School Degree,0.25640,1194,5449,0.24480,0.26799
2017,Rural regions,female,Intermediate School Degree,0.31867,1932,5449,0.30630,0.33104
2017,Rural regions,female,Technical School Degree,0.03272,225,5449,0.02800,0.03745
2017,Rural regions,female,Upper Secondary Degree,0.13791,895,5449,0.12875,0.14707
2017,Rural regions,female,Other Degree,0.06895,753,5449,0.06222,0.07568
2017,Rural regions,female,"Dropout, No School Degree",0.01228,211,5449,0.00935,0.01520
2017,Rural regions,female,No School Degree Yet,0.01178,159,5449,0.00891,0.01464
2017,Rural regions,female,No School Attended,0.00063,80,5449,-0.00004,0.00130
2018,Urban regions,male,Secondary School Degree,0.21322,1769,8874,0.20470,0.22174
2018,Urban regions,male,Intermediate School Degree,0.18081,1660,8874,0.17280,0.18882
2018,Urban regions,male,Technical School Degree,0.06854,608,8874,0.06328,0.07380
2018,Urban regions,male,Upper Secondary Degree,0.21743,2107,8874,0.20884,0.22601
2018,Urban regions,male,Other Degree,0.08881,1776,8874,0.08289,0.09472
2018,Urban regions,male,"Dropout, No School Degree",0.01732,547,8874,0.01461,0.02004
2018,Urban regions,male,No School Degree Yet,0.01598,311,8874,0.01337,0.01859
2018,Urban regions,male,No School Attended,0.00039,96,8874,-0.00002,0.00080
2018,Urban regions,female,Secondary School Degree,0.20530,1769,9841,0.19732,0.21328
2018,Urban regions,female,Intermediate School Degree,0.22318,2492,9841,0.21495,0.23141
2018,Urban regions,female,Technical School Degree,0.05538,587,9841,0.05086,0.05990
2018,Urban regions,female,Upper Secondary Degree,0.20035,2345,9841,0.19244,0.20826
2018,Urban regions,female,Other Degree,0.09592,1718,9841,0.09010,0.10174
2018,Urban regions,female,"Dropout, No School Degree",0.02183,512,9841,0.01894,0.02471
2018,Urban regions,female,No School Degree Yet,0.01643,288,9841,0.01392,0.01894
2018,Urban regions,female,No School Attended,0.00059,130,9841,0.00011,0.00107
2018,Rural regions,male,Secondary School Degree,0.25917,1177,4634,0.24656,0.27179
2018,Rural regions,male,Intermediate School Degree,0.27947,1384,4634,0.26655,0.29239
2018,Rural regions,male,Technical School Degree,0.05234,244,4634,0.04592,0.05875
2018,Rural regions,male,Upper Secondary Degree,0.13384,737,4634,0.12404,0.14365
2018,Rural regions,male,Other Degree,0.06072,690,4634,0.05384,0.06759
2018,Rural regions,male,"Dropout, No School Degree",0.01348,233,4634,0.01016,0.01681
2018,Rural regions,male,No School Degree Yet,0.01267,132,4634,0.00945,0.01589
2018,Rural regions,male,No School Attended,0.00049,37,4634,-0.00015,0.00113
2018,Rural regions,female,Secondary School Degree,0.24906,1131,5154,0.23725,0.26087
2018,Rural regions,female,Intermediate School Degree,0.31986,1869,5154,0.30713,0.33260
2018,Rural regions,female,Technical School Degree,0.03357,216,5154,0.02865,0.03849
2018,Rural regions,female,Upper Secondary Degree,0.14495,882,5154,0.13534,0.15457
2018,Rural regions,female,Other Degree,0.06829,681,5154,0.06140,0.07518
2018,Rural regions,female,"Dropout, No School Degree",0.01278,193,5154,0.00972,0.01585
2018,Rural regions,female,No School Degree Yet,0.01018,126,5154,0.00744,0.01292
2018,Rural regions,female,No School Attended,0.00040,56,5154,-0.00014,0.00095
2019,Urban regions,male,Secondary School Degree,0.20749,1688,8896,0.19907,0.21592
2019,Urban regions,male,Intermediate School Degree,0.18008,1716,8896,0.17209,0.18806
2019,Urban regions,male,Technical School Degree,0.06771,659,8896,0.06249,0.07293
2019,Urban regions,male,Upper Secondary Degree,0.21759,2394,8896,0.20901,0.22616
2019,Urban regions,male,Other Degree,0.09147,1550,8896,0.08548,0.09747
2019,Urban regions,male,"Dropout, No School Degree",0.01842,524,8896,0.01562,0.02121
2019,Urban regions,male,No School Degree Yet,0.01450,258,8896,0.01202,0.01698
2019,Urban regions,male,No School Attended,0.00061,107,8896,0.00010,0.00112
2019,Urban regions,female,Secondary School Degree,0.19606,1574,9328,0.18800,0.20412
2019,Urban regions,female,Intermediate School Degree,0.22358,2424,9328,0.21512,0.23203
2019,Urban regions,female,Technical School Degree,0.05502,586,9328,0.05039,0.05964
2019,Urban regions,female,Upper Secondary Degree,0.20451,2448,9328,0.19632,0.21269
2019,Urban regions,female,Other Degree,0.09640,1499,9328,0.09041,0.10239
2019,Urban regions,female,"Dropout, No School Degree",0.02164,415,9328,0.01869,0.02460
2019,Urban regions,female,No School Degree Yet,0.01467,237,9328,0.01223,0.01711
2019,Urban regions,female,No School Attended,0.00078,145,9328,0.00021,0.00134
2019,Rural regions,male,Secondary School Degree,0.25134,1092,4616,0.23883,0.26386
2019,Rural regions,male,Intermediate School Degree,0.28005,1458,4616,0.26710,0.29301
2019,Rural regions,male,Technical School Degree,0.04966,260,4616,0.04339,0.05592
2019,Rural regions,male,Upper Secondary Degree,0.14002,840,4616,0.13001,0.15004
2019,Rural regions,male,Other Degree,0.06265,607,4616,0.05566,0.06964
2019,Rural regions,male,"Dropout, No School Degree",0.01232,206,4616,0.00913,0.01550
2019,Rural regions,male,No School Degree Yet,0.01279,106,4616,0.00955,0.01603
2019,Rural regions,male,No School Attended,0.00059,47,4616,-0.00011,0.00129
2019,Rural regions,female,Secondary School Degree,0.23831,1023,4853,0.22632,0.25030
2019,Rural regions,female,Intermediate School Degree,0.32594,1819,4853,0.31275,0.33912
2019,Rural regions,female,Technical School Degree,0.03426,211,4853,0.02914,0.03938
2019,Rural regions,female,Upper Secondary Degree,0.14825,902,4853,0.13825,0.15825
2019,Rural regions,female,Other Degree,0.06302,563,4853,0.05618,0.06985
2019,Rural regions,female,"Dropout, No School Degree",0.01408,173,4853,0.01077,0.01740
2019,Rural regions,female,No School Degree Yet,0.01006,95,4853,0.00725,0.01287
2019,Rural regions,female,No School Attended,0.00055,67,4853,-0.00011,0.00121
2020,Urban regions,male,Secondary School Degree,0.20378,1538,9429,0.19565,0.21191
2020,Urban regions,male,Intermediate School Degree,0.17677,1623,9429,0.16907,0.18447
2020,Urban regions,male,Technical School Degree,0.06718,628,9429,0.06213,0.07223
2020,Urban regions,male,Upper Secondary Degree,0.23005,2309,9429,0.22155,0.23854
2020,Urban regions,male,Other Degree,0.08275,2275,9429,0.07719,0.08831
2020,Urban regions,male,"Dropout, No School Degree",0.01601,587,9429,0.01348,0.01855
2020,Urban regions,male,No School Degree Yet,0.01466,286,9429,0.01223,0.01708
2020,Urban regions,male,No School Attended,0.00105,183,9429,0.00040,0.00171
2020,Urban regions,female,Secondary School Degree,0.19373,1463,9615,0.18583,0.20163
2020,Urban regions,female,Intermediate School Degree,0.22648,2297,9615,0.21811,0.23484
2020,Urban regions,female,Technical School Degree,0.05663,592,9615,0.05201,0.06125
2020,Urban regions,female,Upper Secondary Degree,0.21496,2473,9615,0.20675,0.22317
2020,Urban regions,female,Other Degree,0.08644,1917,9615,0.08083,0.09206
2020,Urban regions,female,"Dropout, No School Degree",0.01871,422,9615,0.01600,0.02142
2020,Urban regions,female,No School Degree Yet,0.01448,283,9615,0.01209,0.01686
2020,Urban regions,female,No School Attended,0.00129,168,9615,0.00057,0.00201
2020,Rural regions,male,Secondary School Degree,0.23561,997,4527,0.22324,0.24797
2020,Rural regions,male,Intermediate School Degree,0.29032,1356,4527,0.27710,0.30355
2020,Rural regions,male,Technical School Degree,0.04911,242,4527,0.04281,0.05540
2020,Rural regions,male,Upper Secondary Degree,0.14153,787,4527,0.13137,0.15168
2020,Rural regions,male,Other Degree,0.05913,735,4527,0.05226,0.06600
2020,Rural regions,male,"Dropout, No School Degree",0.01142,211,4527,0.00832,0.01452
2020,Rural regions,male,No School Degree Yet,0.01970,136,4527,0.01565,0.02375
2020,Rural regions,male,No School Attended,0.00099,63,4527,0.00007,0.00190
2020,Rural regions,female,Secondary School Degree,0.23109,940,4724,0.21907,0.24311
2020,Rural regions,female,Intermediate School Degree,0.31555,1706,4724,0.30229,0.32880
2020,Rural regions,female,Technical School Degree,0.03754,196,4724,0.03212,0.04296
2020,Rural regions,female,Upper Secondary Degree,0.15743,891,4724,0.14704,0.16782
2020,Rural regions,female,Other Degree,0.05921,665,4724,0.05248,0.06594
2020,Rural regions,female,"Dropout, No School Degree",0.01300,155,4724,0.00977,0.01623
2020,Rural regions,female,No School Degree Yet,0.01329,109,4724,0.01002,0.01656
2020,Rural regions,female,No School Attended,0.00063,62,4724,-0.00008,0.00135
2021,Urban regions,male,Secondary School Degree,0.18558,936,6122,0.17584,0.19532
2021,Urban regions,male,Intermediate School Degree,0.16383,1096,6122,0.15456,0.17311
2021,Urban regions,male,Technical School Degree,0.07195,482,6122,0.06548,0.07843
2021,Urban regions,male,Upper Secondary Degree,0.24515,1785,6122,0.23437,0.25592
2021,Urban regions,male,Other Degree,0.07523,1203,6122,0.06862,0.08184
2021,Urban regions,male,"Dropout, No School Degree",0.01886,347,6122,0.01545,0.02227
2021,Urban regions,male,No School Degree Yet,0.01385,169,6122,0.01092,0.01678
2021,Urban regions,male,No School Attended,0.00162,104,6122,0.00062,0.00263
2021,Urban regions,female,Secondary School Degree,0.18371,938,6551,0.17433,0.19308
2021,Urban regions,female,Intermediate School Degree,0.20906,1552,6551,0.19921,0.21891
2021,Urban regions,female,Technical School Degree,0.06109,432,6551,0.05529,0.06689
2021,Urban regions,female,Upper Secondary Degree,0.23490,1948,6551,0.22463,0.24516
2021,Urban regions,female,Other Degree,0.08950,1127,6551,0.08258,0.09641
2021,Urban regions,female,"Dropout, No School Degree",0.01448,258,6551,0.01159,0.01737
2021,Urban regions,female,No School Degree Yet,0.01413,171,6551,0.01128,0.01699
2021,Urban regions,female,No School Attended,0.00129,125,6551,0.00042,0.00216
2021,Rural regions,male,Secondary School Degree,0.22828,642,2903,0.21301,0.24355
2021,Rural regions,male,Intermediate School Degree,0.27743,917,2903,0.26114,0.29372
2021,Rural regions,male,Technical School Degree,0.05441,174,2903,0.04616,0.06267
2021,Rural regions,male,Upper Secondary Degree,0.15849,617,2903,0.14520,0.17178
2021,Rural regions,male,Other Degree,0.05218,363,2903,0.04409,0.06027
2021,Rural regions,male,"Dropout, No School Degree",0.01218,101,2903,0.00819,0.01617
2021,Rural regions,male,No School Degree Yet,0.01344,89,2903,0.00925,0.01763
2021,Rural regions,female,Secondary School Degree,0.22041,612,3140,0.20591,0.23491
2021,Rural regions,female,Intermediate School Degree,0.30945,1169,3140,0.29328,0.32563
2021,Rural regions,female,Technical School Degree,0.04162,146,3140,0.03464,0.04861
2021,Rural regions,female,Upper Secondary Degree,0.17127,693,3140,0.15809,0.18445
2021,Rural regions,female,Other Degree,0.06031,368,3140,0.05198,0.06864
