year,pgisced97,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50394,514,983,0.47266,0.53521
2003,Post-secondary Non-tertiary Level,West,Other Degree,0.12546,128,983,0.10474,0.14618
2003,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.84932,121,121,0.78531,0.91333
2003,First Stage of Tertiary Education,West,Secondary School Degree,0.32555,375,1226,0.29931,0.35179
2003,First Stage of Tertiary Education,West,Intermediate School Degree,0.37163,468,1226,0.34457,0.39870
2003,First Stage of Tertiary Education,West,Technical School Degree,0.10906,152,1226,0.09161,0.12652
2003,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14031,174,1226,0.12086,0.15976
2003,First Stage of Tertiary Education,West,Other Degree,0.04238,57,1226,0.03109,0.05366
2003,First Stage of Tertiary Education,East,Secondary School Degree,0.29607,120,432,0.25297,0.33917
2003,First Stage of Tertiary Education,East,Intermediate School Degree,0.58351,280,432,0.53697,0.63005
2003,First Stage of Tertiary Education,East,Upper Secondary Degree,0.06787,32,432,0.04412,0.09161
2003,Second Stage of Tertiary Education,West,Secondary School Degree,0.02731,73,3053,0.02153,0.03310
2003,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07684,233,3053,0.06739,0.08629
2003,Second Stage of Tertiary Education,West,Technical School Degree,0.16044,414,3053,0.14742,0.17346
2003,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64553,2142,3053,0.62856,0.66250
2003,Second Stage of Tertiary Education,West,Other Degree,0.08707,191,3053,0.07707,0.09708
2003,Second Stage of Tertiary Education,East,Secondary School Degree,0.12430,120,1286,0.10626,0.14234
2003,Second Stage of Tertiary Education,East,Intermediate School Degree,0.33327,411,1286,0.30750,0.35905
2003,Second Stage of Tertiary Education,East,Technical School Degree,0.06224,63,1286,0.04903,0.07545
2003,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.47350,692,1286,0.44620,0.50080
2004,Pre-primary Level,West,No School Degree Yet,0.99702,474,474,0.99210,1.00193
2004,Primary Level,West,Other Degree,0.11724,32,235,0.07602,0.15846
2004,Primary Level,West,"Dropout, No School Degree",0.87478,203,235,0.83238,0.91719
2004,Lower Secondary Level,West,Secondary School Degree,0.70077,1414,2205,0.68166,0.71989
2004,Lower Secondary Level,West,Intermediate School Degree,0.16683,447,2205,0.15126,0.18239
2004,Lower Secondary Level,West,Other Degree,0.13240,344,2205,0.11825,0.14655
2004,Lower Secondary Level,East,Secondary School Degree,0.61635,203,359,0.56598,0.66673
2004,Lower Secondary Level,East,Intermediate School Degree,0.36019,156,359,0.31046,0.40992
2004,Upper Secondary Level,West,Secondary School Degree,0.56440,4197,7992,0.55353,0.57527
2004,Upper Secondary Level,West,Intermediate School Degree,0.31845,2785,7992,0.30823,0.32866
2004,Upper Secondary Level,West,Technical School Degree,0.00754,77,7992,0.00564,0.00944
2004,Upper Secondary Level,West,Upper Secondary Degree,0.04623,491,7992,0.04162,0.05083
2004,Upper Secondary Level,West,Other Degree,0.05228,407,7992,0.04740,0.05716
2004,Upper Secondary Level,West,"Dropout, No School Degree",0.00564,35,7992,0.00400,0.00729
2004,Upper Secondary Level,East,Secondary School Degree,0.40615,1030,2690,0.38759,0.42471
2004,Upper Secondary Level,East,Intermediate School Degree,0.52705,1486,2690,0.50818,0.54592
2004,Upper Secondary Level,East,Upper Secondary Degree,0.04814,174,2690,0.04005,0.05623
2004,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.04111,38,981,0.02867,0.05354
2004,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30107,303,981,0.27235,0.32979
2004,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50009,520,981,0.46879,0.53140
2004,Post-secondary Non-tertiary Level,West,Other Degree,0.13237,120,981,0.11116,0.15359
2004,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.81152,126,126,0.74296,0.88009
2004,First Stage of Tertiary Education,West,Secondary School Degree,0.32708,362,1197,0.30049,0.35367
2004,First Stage of Tertiary Education,West,Intermediate School Degree,0.37762,462,1197,0.35015,0.40510
2004,First Stage of Tertiary Education,West,Technical School Degree,0.10217,146,1197,0.08500,0.11933
2004,First Stage of Tertiary Education,West,Upper Secondary Degree,0.13571,173,1197,0.11630,0.15511
2004,First Stage of Tertiary Education,West,Other Degree,0.04577,54,1197,0.03393,0.05762
2004,First Stage of Tertiary Education,East,Secondary School Degree,0.29513,116,416,0.25125,0.33902
2004,First Stage of Tertiary Education,East,Intermediate School Degree,0.58626,265,416,0.53888,0.63365
2004,First Stage of Tertiary Education,East,Upper Secondary Degree,0.07171,35,416,0.04689,0.09653
2004,Second Stage of Tertiary Education,West,Secondary School Degree,0.02788,71,3008,0.02200,0.03377
2004,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07946,231,3008,0.06980,0.08913
2004,Second Stage of Tertiary Education,West,Technical School Degree,0.15731,413,3008,0.14430,0.17033
2004,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64476,2110,3008,0.62765,0.66186
2004,Second Stage of Tertiary Education,West,Other Degree,0.08629,183,3008,0.07625,0.09632
2004,Second Stage of Tertiary Education,East,Secondary School Degree,0.12524,118,1267,0.10700,0.14347
2004,Second Stage of Tertiary Education,East,Intermediate School Degree,0.33394,411,1267,0.30796,0.35992
2004,Second Stage of Tertiary Education,East,Technical School Degree,0.06036,62,1267,0.04724,0.07348
2004,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.47047,676,1267,0.44298,0.49797
2005,Pre-primary Level,West,No School Degree Yet,0.99845,503,503,0.99501,1.00189
2005,Primary Level,West,Other Degree,0.12635,32,224,0.08275,0.16996
2005,Primary Level,West,"Dropout, No School Degree",0.86858,192,224,0.82424,0.91293
2005,Lower Secondary Level,West,Secondary School Degree,0.67105,1297,2053,0.65072,0.69138
2005,Lower Secondary Level,West,Intermediate School Degree,0.19194,436,2053,0.17490,0.20898
2005,Lower Secondary Level,West,Other Degree,0.13701,320,2053,0.12213,0.15189
2005,Lower Secondary Level,East,Secondary School Degree,0.63760,191,327,0.58542,0.68978
2005,Lower Secondary Level,East,Intermediate School Degree,0.32017,136,327,0.26953,0.37082
2005,Upper Secondary Level,West,Secondary School Degree,0.55464,3963,7533,0.54342,0.56587
2005,Upper Secondary Level,West,Intermediate School Degree,0.32505,2664,7533,0.31448,0.33563
2005,Upper Secondary Level,West,Technical School Degree,0.00719,70,7533,0.00528,0.00910
2005,Upper Secondary Level,West,Upper Secondary Degree,0.04809,461,7533,0.04325,0.05292
2005,Upper Secondary Level,West,Other Degree,0.05016,375,7533,0.04523,0.05509
2005,Upper Secondary Level,East,Secondary School Degree,0.38395,966,2566,0.36513,0.40277
2005,Upper Secondary Level,East,Intermediate School Degree,0.53983,1432,2566,0.52055,0.55912
2005,Upper Secondary Level,East,Upper Secondary Degree,0.05074,168,2566,0.04225,0.05924
2005,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.04123,35,946,0.02856,0.05391
2005,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30258,300,946,0.27329,0.33187
2005,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.49235,493,946,0.46048,0.52423
2005,Post-secondary Non-tertiary Level,West,Other Degree,0.14308,118,946,0.12076,0.16541
2005,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.77641,129,129,0.70423,0.84859
2005,First Stage of Tertiary Education,West,Secondary School Degree,0.31684,340,1131,0.28971,0.34396
2005,First Stage of Tertiary Education,West,Intermediate School Degree,0.37948,440,1131,0.35119,0.40778
2005,First Stage of Tertiary Education,West,Technical School Degree,0.10401,136,1131,0.08621,0.12181
2005,First Stage of Tertiary Education,West,Upper Secondary Degree,0.13759,163,1131,0.11750,0.15767
2005,First Stage of Tertiary Education,West,Other Degree,0.04965,52,1131,0.03698,0.06231
2005,First Stage of Tertiary Education,East,Secondary School Degree,0.26898,110,403,0.22563,0.31232
2005,First Stage of Tertiary Education,East,Intermediate School Degree,0.60538,258,403,0.55760,0.65316
2005,First Stage of Tertiary Education,East,Upper Secondary Degree,0.07504,35,403,0.04928,0.10079
2005,Second Stage of Tertiary Education,West,Secondary School Degree,0.02771,68,2901,0.02173,0.03368
2005,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07481,225,2901,0.06523,0.08438
2005,Second Stage of Tertiary Education,West,Technical School Degree,0.15053,395,2901,0.13751,0.16354
2005,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.65130,2034,2901,0.63395,0.66864
2005,Second Stage of Tertiary Education,West,Other Degree,0.09103,179,2901,0.08056,0.10150
2005,Second Stage of Tertiary Education,East,Secondary School Degree,0.11644,114,1242,0.09860,0.13429
2005,Second Stage of Tertiary Education,East,Intermediate School Degree,0.31790,394,1242,0.29199,0.34381
2005,Second Stage of Tertiary Education,East,Technical School Degree,0.06668,60,1242,0.05280,0.08056
2005,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.48585,674,1242,0.45804,0.51365
2006,Primary Level,West,Other Degree,0.13636,36,214,0.09028,0.18245
2006,Primary Level,West,"Dropout, No School Degree",0.85780,178,214,0.81089,0.90470
2006,Lower Secondary Level,West,Secondary School Degree,0.67757,1393,2148,0.65780,0.69734
2006,Lower Secondary Level,West,Intermediate School Degree,0.18563,442,2148,0.16918,0.20208
2006,Lower Secondary Level,West,Other Degree,0.13680,313,2148,0.12227,0.15134
2006,Lower Secondary Level,East,Secondary School Degree,0.59993,213,373,0.55015,0.64972
2006,Lower Secondary Level,East,Intermediate School Degree,0.34937,160,373,0.30092,0.39782
2006,Upper Secondary Level,West,Secondary School Degree,0.53965,4285,8191,0.52886,0.55045
2006,Upper Secondary Level,West,Intermediate School Degree,0.33134,2906,8191,0.32114,0.34153
2006,Upper Secondary Level,West,Technical School Degree,0.00913,84,8191,0.00707,0.01119
2006,Upper Secondary Level,West,Upper Secondary Degree,0.04939,486,8191,0.04470,0.05408
2006,Upper Secondary Level,West,Other Degree,0.05306,397,8191,0.04821,0.05792
2006,Upper Secondary Level,West,"Dropout, No School Degree",0.00562,33,8191,0.00400,0.00724
2006,Upper Secondary Level,East,Secondary School Degree,0.37513,1029,2728,0.35695,0.39330
2006,Upper Secondary Level,East,Intermediate School Degree,0.54069,1532,2728,0.52199,0.55940
2006,Upper Secondary Level,East,Upper Secondary Degree,0.04909,167,2728,0.04098,0.05720
2006,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.03547,34,1021,0.02412,0.04682
2006,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30120,328,1021,0.27304,0.32936
2006,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.49555,533,1021,0.46487,0.52623
2006,Post-secondary Non-tertiary Level,West,Other Degree,0.14476,126,1021,0.12317,0.16636
2006,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.78620,135,135,0.71678,0.85562
2006,First Stage of Tertiary Education,West,Secondary School Degree,0.31042,369,1213,0.28437,0.33647
2006,First Stage of Tertiary Education,West,Intermediate School Degree,0.37852,469,1213,0.35121,0.40582
2006,First Stage of Tertiary Education,West,Technical School Degree,0.10630,148,1213,0.08894,0.12365
2006,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14311,171,1213,0.12339,0.16282
2006,First Stage of Tertiary Education,West,Other Degree,0.05110,56,1213,0.03870,0.06349
2006,First Stage of Tertiary Education,East,Secondary School Degree,0.26955,111,407,0.22639,0.31272
2006,First Stage of Tertiary Education,East,Intermediate School Degree,0.58171,256,407,0.53373,0.62969
2006,First Stage of Tertiary Education,East,Upper Secondary Degree,0.09499,40,407,0.06647,0.12352
2006,Second Stage of Tertiary Education,West,Secondary School Degree,0.02566,79,3225,0.02020,0.03111
2006,Second Stage of Tertiary Education,West,Intermediate School Degree,0.08042,276,3225,0.07104,0.08981
2006,Second Stage of Tertiary Education,West,Technical School Degree,0.14587,440,3225,0.13369,0.15806
2006,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.65115,2231,3225,0.63469,0.66760
2006,Second Stage of Tertiary Education,West,Other Degree,0.08909,199,3225,0.07925,0.09892
2006,Second Stage of Tertiary Education,East,Secondary School Degree,0.10435,116,1317,0.08783,0.12087
2006,Second Stage of Tertiary Education,East,Intermediate School Degree,0.31948,416,1317,0.29429,0.34467
2006,Second Stage of Tertiary Education,East,Technical School Degree,0.05727,62,1317,0.04472,0.06983
2006,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.49802,723,1317,0.47100,0.52503
2007,Primary Level,West,"Dropout, No School Degree",0.87725,161,161,0.82640,0.92810
2007,Lower Secondary Level,West,Secondary School Degree,0.65385,1228,1918,0.63255,0.67514
2007,Lower Secondary Level,West,Intermediate School Degree,0.19862,412,1918,0.18076,0.21648
2007,Lower Secondary Level,West,Other Degree,0.14754,278,1918,0.13166,0.16341
2007,Lower Secondary Level,East,Secondary School Degree,0.60732,194,329,0.55447,0.66017
2007,Lower Secondary Level,East,Intermediate School Degree,0.34985,135,329,0.29824,0.40147
2007,Upper Secondary Level,West,Secondary School Degree,0.53086,3913,7581,0.51962,0.54209
2007,Upper Secondary Level,West,Intermediate School Degree,0.33635,2750,7581,0.32571,0.34698
2007,Upper Secondary Level,West,Technical School Degree,0.00967,75,7581,0.00746,0.01187
2007,Upper Secondary Level,West,Upper Secondary Degree,0.05485,495,7581,0.04972,0.05997
2007,Upper Secondary Level,West,Other Degree,0.05178,348,7581,0.04679,0.05677
2007,Upper Secondary Level,East,Secondary School Degree,0.37182,951,2547,0.35305,0.39060
2007,Upper Secondary Level,East,Intermediate School Degree,0.53995,1440,2547,0.52059,0.55931
2007,Upper Secondary Level,East,Upper Secondary Degree,0.05043,156,2547,0.04193,0.05894
2007,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.03459,31,981,0.02314,0.04603
2007,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30301,317,981,0.27424,0.33179
2007,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.49885,515,981,0.46754,0.53015
2007,Post-secondary Non-tertiary Level,West,Other Degree,0.13690,118,981,0.11538,0.15842
2007,Post-secondary Non-tertiary Level,East,Technical School Degree,0.19584,33,163,0.13473,0.25695
2007,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.77429,130,163,0.70991,0.83866
2007,First Stage of Tertiary Education,West,Secondary School Degree,0.31470,338,1121,0.28750,0.34190
2007,First Stage of Tertiary Education,West,Intermediate School Degree,0.37751,435,1121,0.34912,0.40590
2007,First Stage of Tertiary Education,West,Technical School Degree,0.10562,137,1121,0.08762,0.12362
2007,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14199,161,1121,0.12155,0.16244
2007,First Stage of Tertiary Education,West,Other Degree,0.05070,50,1121,0.03785,0.06354
2007,First Stage of Tertiary Education,East,Secondary School Degree,0.25203,101,387,0.20871,0.29534
2007,First Stage of Tertiary Education,East,Intermediate School Degree,0.59376,248,387,0.54477,0.64276
2007,First Stage of Tertiary Education,East,Upper Secondary Degree,0.10384,38,387,0.07341,0.13427
2007,Second Stage of Tertiary Education,West,Secondary School Degree,0.02749,80,3065,0.02170,0.03328
2007,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06966,241,3065,0.06065,0.07867
2007,Second Stage of Tertiary Education,West,Technical School Degree,0.14631,403,3065,0.13380,0.15882
2007,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.66112,2152,3065,0.64436,0.67788
2007,Second Stage of Tertiary Education,West,Other Degree,0.08578,189,3065,0.07586,0.09570
2007,Second Stage of Tertiary Education,East,Secondary School Degree,0.09949,108,1285,0.08312,0.11586
2007,Second Stage of Tertiary Education,East,Intermediate School Degree,0.30741,392,1285,0.28217,0.33265
2007,Second Stage of Tertiary Education,East,Technical School Degree,0.06295,65,1285,0.04967,0.07624
2007,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.51139,720,1285,0.48405,0.53873
2008,Primary Level,West,"Dropout, No School Degree",0.88232,138,138,0.82836,0.93628
2008,Lower Secondary Level,West,Secondary School Degree,0.65567,1131,1755,0.63344,0.67791
2008,Lower Secondary Level,West,Intermediate School Degree,0.19923,379,1755,0.18054,0.21793
2008,Lower Secondary Level,West,Other Degree,0.14509,245,1755,0.12861,0.16157
2008,Lower Secondary Level,East,Secondary School Degree,0.61384,178,304,0.55902,0.66866
2008,Lower Secondary Level,East,Intermediate School Degree,0.36947,126,304,0.31513,0.42382
2008,Upper Secondary Level,West,Secondary School Degree,0.52420,3657,7103,0.51258,0.53581
2008,Upper Secondary Level,West,Intermediate School Degree,0.34030,2619,7103,0.32928,0.35132
2008,Upper Secondary Level,West,Technical School Degree,0.01275,82,7103,0.01014,0.01536
2008,Upper Secondary Level,West,Upper Secondary Degree,0.05393,441,7103,0.04868,0.05919
2008,Upper Secondary Level,West,Other Degree,0.05069,304,7103,0.04558,0.05579
2008,Upper Secondary Level,East,Secondary School Degree,0.35869,900,2418,0.33957,0.37781
2008,Upper Secondary Level,East,Intermediate School Degree,0.55717,1384,2418,0.53737,0.57697
2008,Upper Secondary Level,East,Upper Secondary Degree,0.04586,134,2418,0.03752,0.05420
2008,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30265,298,880,0.27228,0.33302
2008,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50330,474,880,0.47024,0.53635
2008,Post-secondary Non-tertiary Level,West,Other Degree,0.13399,108,880,0.11147,0.15651
2008,Post-secondary Non-tertiary Level,East,Technical School Degree,0.24345,35,163,0.17736,0.30953
2008,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.73397,128,163,0.66593,0.80202
2008,First Stage of Tertiary Education,West,Secondary School Degree,0.32049,318,1032,0.29200,0.34897
2008,First Stage of Tertiary Education,West,Intermediate School Degree,0.38038,396,1032,0.35075,0.41002
2008,First Stage of Tertiary Education,West,Technical School Degree,0.10956,127,1032,0.09049,0.12863
2008,First Stage of Tertiary Education,West,Upper Secondary Degree,0.13398,146,1032,0.11318,0.15477
2008,First Stage of Tertiary Education,West,Other Degree,0.04546,45,1032,0.03275,0.05818
2008,First Stage of Tertiary Education,East,Secondary School Degree,0.25519,98,360,0.21009,0.30028
2008,First Stage of Tertiary Education,East,Intermediate School Degree,0.59198,227,360,0.54114,0.64282
2008,First Stage of Tertiary Education,East,Upper Secondary Degree,0.09901,35,360,0.06811,0.12990
2008,Second Stage of Tertiary Education,West,Secondary School Degree,0.02679,78,2924,0.02093,0.03264
2008,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07373,235,2924,0.06425,0.08320
2008,Second Stage of Tertiary Education,West,Technical School Degree,0.13874,386,2924,0.12620,0.15127
2008,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.67113,2060,2924,0.65410,0.68816
2008,Second Stage of Tertiary Education,West,Other Degree,0.08013,165,2924,0.07029,0.08998
2008,Second Stage of Tertiary Education,East,Secondary School Degree,0.09522,98,1224,0.07877,0.11167
2008,Second Stage of Tertiary Education,East,Intermediate School Degree,0.29791,374,1224,0.27227,0.32354
2008,Second Stage of Tertiary Education,East,Technical School Degree,0.07115,64,1224,0.05675,0.08556
2008,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.51551,688,1224,0.48750,0.54351
2009,Primary Level,West,"Dropout, No School Degree",0.87329,124,124,0.81450,0.93208
2009,Lower Secondary Level,West,Secondary School Degree,0.66072,1020,1564,0.63725,0.68419
2009,Lower Secondary Level,West,Intermediate School Degree,0.20541,347,1564,0.18538,0.22544
2009,Lower Secondary Level,West,Other Degree,0.13387,197,1564,0.11698,0.15075
2009,Lower Secondary Level,East,Secondary School Degree,0.61144,160,260,0.55207,0.67080
2009,Lower Secondary Level,East,Intermediate School Degree,0.36987,100,260,0.31108,0.42867
2009,Upper Secondary Level,West,Secondary School Degree,0.51633,3357,6546,0.50423,0.52844
2009,Upper Secondary Level,West,Intermediate School Degree,0.34488,2445,6546,0.33336,0.35640
2009,Upper Secondary Level,West,Technical School Degree,0.01489,78,6546,0.01196,0.01783
2009,Upper Secondary Level,West,Upper Secondary Degree,0.05648,408,6546,0.05088,0.06207
2009,Upper Secondary Level,West,Other Degree,0.04815,258,6546,0.04296,0.05333
2009,Upper Secondary Level,East,Secondary School Degree,0.34397,853,2312,0.32460,0.36334
2009,Upper Secondary Level,East,Intermediate School Degree,0.56336,1325,2312,0.54314,0.58358
2009,Upper Secondary Level,East,Upper Secondary Degree,0.05108,134,2312,0.04211,0.06006
2009,Post-secondary Non-tertiary Level,West,Technical School Degree,0.32363,283,805,0.29129,0.35597
2009,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50412,432,805,0.46956,0.53868
2009,Post-secondary Non-tertiary Level,West,Other Degree,0.11598,90,805,0.09384,0.13811
2009,Post-secondary Non-tertiary Level,East,Technical School Degree,0.25329,32,148,0.18299,0.32360
2009,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.69965,116,148,0.62554,0.77376
2009,First Stage of Tertiary Education,West,Secondary School Degree,0.31319,291,952,0.28371,0.34267
2009,First Stage of Tertiary Education,West,Intermediate School Degree,0.37983,370,952,0.34898,0.41068
2009,First Stage of Tertiary Education,West,Technical School Degree,0.11292,116,952,0.09280,0.13303
2009,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14149,139,952,0.11934,0.16365
2009,First Stage of Tertiary Education,West,Other Degree,0.04159,36,952,0.02890,0.05428
2009,First Stage of Tertiary Education,East,Secondary School Degree,0.24089,92,356,0.19641,0.28537
2009,First Stage of Tertiary Education,East,Intermediate School Degree,0.61723,230,356,0.56667,0.66780
2009,First Stage of Tertiary Education,East,Upper Secondary Degree,0.09197,34,356,0.06191,0.12203
2009,Second Stage of Tertiary Education,West,Secondary School Degree,0.02647,68,2798,0.02052,0.03242
2009,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07766,229,2798,0.06774,0.08757
2009,Second Stage of Tertiary Education,West,Technical School Degree,0.13884,368,2798,0.12603,0.15166
2009,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.66499,1976,2798,0.64750,0.68249
2009,Second Stage of Tertiary Education,West,Other Degree,0.08006,157,2798,0.07001,0.09012
2009,Second Stage of Tertiary Education,East,Secondary School Degree,0.09380,92,1188,0.07722,0.11039
2009,Second Stage of Tertiary Education,East,Intermediate School Degree,0.27945,359,1188,0.25392,0.30498
2009,Second Stage of Tertiary Education,East,Technical School Degree,0.07481,63,1188,0.05984,0.08977
2009,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.53091,674,1188,0.50252,0.55930
2010,Primary Level,West,Other Degree,0.13788,47,313,0.09962,0.17613
2010,Primary Level,West,"Dropout, No School Degree",0.85565,266,313,0.81666,0.89465
2010,Lower Secondary Level,West,Secondary School Degree,0.62574,1308,2174,0.60539,0.64608
2010,Lower Secondary Level,West,Intermediate School Degree,0.20468,505,2174,0.18772,0.22165
2010,Lower Secondary Level,West,Other Degree,0.16958,361,2174,0.15380,0.18536
2010,Lower Secondary Level,East,Secondary School Degree,0.56119,173,321,0.50682,0.61556
2010,Lower Secondary Level,East,Intermediate School Degree,0.41024,148,321,0.35634,0.46413
2010,Upper Secondary Level,West,Secondary School Degree,0.50096,3959,8718,0.49046,0.51146
2010,Upper Secondary Level,West,Intermediate School Degree,0.35018,3635,8718,0.34017,0.36020
2010,Upper Secondary Level,West,Technical School Degree,0.01319,99,8718,0.01079,0.01558
2010,Upper Secondary Level,West,Upper Secondary Degree,0.05980,485,8718,0.05483,0.06478
2010,Upper Secondary Level,West,Other Degree,0.05470,488,8718,0.04992,0.05947
2010,Upper Secondary Level,West,"Dropout, No School Degree",0.00619,52,8718,0.00455,0.00784
2010,Upper Secondary Level,East,Secondary School Degree,0.33193,879,2855,0.31465,0.34921
2010,Upper Secondary Level,East,Intermediate School Degree,0.56493,1780,2855,0.54674,0.58312
2010,Upper Secondary Level,East,Upper Secondary Degree,0.05482,154,2855,0.04647,0.06317
2010,Upper Secondary Level,East,Other Degree,0.01026,42,2855,0.00656,0.01396
2010,Post-secondary Non-tertiary Level,West,Technical School Degree,0.32859,489,1419,0.30414,0.35304
2010,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.49929,721,1419,0.47326,0.52531
2010,Post-secondary Non-tertiary Level,West,Other Degree,0.11243,209,1419,0.09599,0.12887
2010,Post-secondary Non-tertiary Level,East,Technical School Degree,0.21623,49,246,0.16468,0.26778
2010,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.75192,197,246,0.69784,0.80601
2010,First Stage of Tertiary Education,West,Secondary School Degree,0.28872,312,1187,0.26293,0.31451
2010,First Stage of Tertiary Education,West,Intermediate School Degree,0.37240,477,1187,0.34488,0.39991
2010,First Stage of Tertiary Education,West,Technical School Degree,0.13157,172,1187,0.11233,0.15081
2010,First Stage of Tertiary Education,West,Upper Secondary Degree,0.15068,186,1187,0.13032,0.17104
2010,First Stage of Tertiary Education,West,Other Degree,0.04809,40,1187,0.03592,0.06027
2010,First Stage of Tertiary Education,East,Secondary School Degree,0.21134,85,395,0.17102,0.25165
2010,First Stage of Tertiary Education,East,Intermediate School Degree,0.63471,267,395,0.58717,0.68226
2010,First Stage of Tertiary Education,East,Upper Secondary Degree,0.09922,43,395,0.06970,0.12874
2010,Second Stage of Tertiary Education,West,Secondary School Degree,0.02431,68,3933,0.01950,0.02912
2010,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07558,268,3933,0.06732,0.08384
2010,Second Stage of Tertiary Education,West,Technical School Degree,0.13627,458,3933,0.12555,0.14700
2010,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.65293,2797,3933,0.63805,0.66781
2010,Second Stage of Tertiary Education,West,Other Degree,0.09543,342,3933,0.08625,0.10462
2010,Second Stage of Tertiary Education,East,Secondary School Degree,0.09496,83,1363,0.07939,0.11053
2010,Second Stage of Tertiary Education,East,Intermediate School Degree,0.28872,377,1363,0.26466,0.31279
2010,Second Stage of Tertiary Education,East,Technical School Degree,0.07630,71,1363,0.06220,0.09040
2010,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.51741,832,1363,0.49087,0.54395
2011,Pre-primary Level,West,No School Degree Yet,0.99650,782,782,0.99236,1.00064
2011,Primary Level,West,Other Degree,0.14529,60,359,0.10879,0.18180
2011,Primary Level,West,"Dropout, No School Degree",0.85016,299,359,0.81319,0.88713
2011,Primary Level,East,"Dropout, No School Degree",0.69547,34,34,0.53845,0.85249
2011,Lower Secondary Level,West,Secondary School Degree,0.61751,1600,2640,0.59897,0.63605
2011,Lower Secondary Level,West,Intermediate School Degree,0.22104,645,2640,0.20521,0.23687
2011,Lower Secondary Level,West,Other Degree,0.16145,395,2640,0.14741,0.17549
2011,Lower Secondary Level,East,Secondary School Degree,0.59717,227,389,0.54836,0.64597
2011,Lower Secondary Level,East,Intermediate School Degree,0.35656,162,389,0.30890,0.40423
2011,Upper Secondary Level,West,Secondary School Degree,0.48785,4727,10377,0.47823,0.49747
2011,Upper Secondary Level,West,Intermediate School Degree,0.34922,4249,10377,0.34005,0.35839
2011,Upper Secondary Level,West,Technical School Degree,0.01304,134,10377,0.01086,0.01523
2011,Upper Secondary Level,West,Upper Secondary Degree,0.06504,596,10377,0.06029,0.06978
2011,Upper Secondary Level,West,Other Degree,0.06129,602,10377,0.05667,0.06590
2011,Upper Secondary Level,West,"Dropout, No School Degree",0.00713,69,10377,0.00551,0.00874
2011,Upper Secondary Level,East,Secondary School Degree,0.31563,1015,3309,0.29980,0.33147
2011,Upper Secondary Level,East,Intermediate School Degree,0.58188,2061,3309,0.56507,0.59869
2011,Upper Secondary Level,East,Upper Secondary Degree,0.05887,177,3309,0.05084,0.06689
2011,Upper Secondary Level,East,Other Degree,0.01514,56,3309,0.01098,0.01930
