year,sampreg,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,West,male,Upper Secondary Degree,0.23243,2347,11381,0.22467,0.24019
2017,West,male,Other Degree,0.11029,2377,11381,0.10453,0.11604
2017,West,male,"Dropout, No School Degree",0.02184,690,11381,0.01916,0.02453
2017,West,male,No School Degree Yet,0.02267,424,11381,0.01994,0.02541
2017,West,male,No School Attended,0.00058,128,11381,0.00014,0.00103
2017,West,female,Secondary School Degree,0.28597,2515,12537,0.27806,0.29388
2017,West,female,Intermediate School Degree,0.26974,3102,12537,0.26198,0.27751
2017,West,female,Technical School Degree,0.06235,718,12537,0.05811,0.06658
2017,West,female,Upper Secondary Degree,0.21854,2605,12537,0.21131,0.22578
2017,West,female,Other Degree,0.11731,2334,12537,0.11168,0.12294
2017,West,female,"Dropout, No School Degree",0.02418,627,12537,0.02149,0.02687
2017,West,female,No School Degree Yet,0.02135,441,12537,0.01882,0.02388
2017,West,female,No School Attended,0.00056,195,12537,0.00014,0.00097
2017,East,male,Secondary School Degree,0.20781,501,2808,0.19280,0.22283
2017,East,male,Intermediate School Degree,0.45426,1134,2808,0.43584,0.47268
2017,East,male,Technical School Degree,0.03907,82,2808,0.03190,0.04623
2017,East,male,Upper Secondary Degree,0.22000,583,2808,0.20468,0.23533
2017,East,male,Other Degree,0.04574,331,2808,0.03801,0.05347
2017,East,male,"Dropout, No School Degree",0.01645,111,2808,0.01174,0.02115
2017,East,male,No School Degree Yet,0.01593,66,2808,0.01129,0.02056
2017,East,female,Secondary School Degree,0.21874,524,3241,0.20451,0.23298
2017,East,female,Intermediate School Degree,0.47139,1404,3241,0.45420,0.48858
2017,East,female,Technical School Degree,0.03348,103,3241,0.02729,0.03968
2017,East,female,Upper Secondary Degree,0.20748,681,3241,0.19352,0.22145
2017,East,female,Other Degree,0.03999,297,3241,0.03324,0.04673
2017,East,female,"Dropout, No School Degree",0.01183,95,3241,0.00811,0.01555
2017,East,female,No School Degree Yet,0.01615,94,3241,0.01181,0.02049
2017,East,female,No School Attended,0.00094,43,3241,-0.00012,0.00199
2018,West,male,Secondary School Degree,0.30142,2462,10742,0.29274,0.31009
2018,West,male,Intermediate School Degree,0.22151,1923,10742,0.21365,0.22936
2018,West,male,Technical School Degree,0.08712,771,10742,0.08178,0.09245
2018,West,male,Upper Secondary Degree,0.23969,2273,10742,0.23161,0.24776
2018,West,male,Other Degree,0.11041,2155,10742,0.10448,0.11634
2018,West,male,"Dropout, No School Degree",0.02143,676,10742,0.01869,0.02417
2018,West,male,No School Degree Yet,0.01796,374,10742,0.01544,0.02047
2018,West,male,No School Attended,0.00048,108,10742,0.00006,0.00089
2018,West,female,Secondary School Degree,0.27797,2395,11845,0.26990,0.28604
2018,West,female,Intermediate School Degree,0.27135,2969,11845,0.26334,0.27935
2018,West,female,Technical School Degree,0.06367,702,11845,0.05927,0.06807
2018,West,female,Upper Secondary Degree,0.22471,2558,11845,0.21719,0.23223
2018,West,female,Other Degree,0.11923,2117,11845,0.11339,0.12507
2018,West,female,"Dropout, No School Degree",0.02550,620,11845,0.02266,0.02834
2018,West,female,No School Degree Yet,0.01697,333,11845,0.01464,0.01929
2018,West,female,No School Attended,0.00061,151,11845,0.00017,0.00106
2018,East,male,Secondary School Degree,0.19377,484,2741,0.17897,0.20857
2018,East,male,Intermediate School Degree,0.45622,1121,2741,0.43757,0.47487
2018,East,male,Technical School Degree,0.03977,81,2741,0.03245,0.04709
2018,East,male,Upper Secondary Degree,0.22730,571,2741,0.21160,0.24299
2018,East,male,Other Degree,0.04745,311,2741,0.03949,0.05541
2018,East,male,"Dropout, No School Degree",0.01339,104,2741,0.00909,0.01769
2018,East,male,No School Degree Yet,0.02137,69,2741,0.01595,0.02678
2018,East,female,Secondary School Degree,0.20481,505,3150,0.19071,0.21890
2018,East,female,Intermediate School Degree,0.47329,1392,3150,0.45585,0.49073
2018,East,female,Technical School Degree,0.03665,101,3150,0.03009,0.04321
2018,East,female,Upper Secondary Degree,0.20947,669,3150,0.19526,0.22369
2018,East,female,Other Degree,0.04296,282,3150,0.03587,0.05004
2018,East,female,"Dropout, No School Degree",0.01158,85,3150,0.00784,0.01531
2018,East,female,No School Degree Yet,0.02044,81,3150,0.01550,0.02538
2018,East,female,No School Attended,0.00081,35,3150,-0.00018,0.00181
2019,West,male,Secondary School Degree,0.29143,2389,10950,0.28292,0.29994
2019,West,male,Intermediate School Degree,0.22514,2089,10950,0.21731,0.23296
2019,West,male,Technical School Degree,0.08468,862,10950,0.07947,0.08990
2019,West,male,Upper Secondary Degree,0.24564,2626,10950,0.23758,0.25371
2019,West,male,Other Degree,0.11355,1902,10950,0.10761,0.11949
2019,West,male,"Dropout, No School Degree",0.02232,649,10950,0.01955,0.02509
2019,West,male,No School Degree Yet,0.01649,303,10950,0.01411,0.01888
2019,West,male,No School Attended,0.00074,130,10950,0.00023,0.00125
2019,West,female,Secondary School Degree,0.26555,2179,11358,0.25743,0.27368
2019,West,female,Intermediate School Degree,0.27455,2933,11358,0.26634,0.28276
2019,West,female,Technical School Degree,0.06485,717,11358,0.06032,0.06938
2019,West,female,Upper Secondary Degree,0.23494,2715,11358,0.22714,0.24274
2019,West,female,Other Degree,0.11700,1834,11358,0.11109,0.12291
2019,West,female,"Dropout, No School Degree",0.02594,521,11358,0.02302,0.02887
2019,West,female,No School Degree Yet,0.01628,278,11358,0.01396,0.01861
2019,West,female,No School Attended,0.00088,181,11358,0.00034,0.00143
2019,East,male,Secondary School Degree,0.19038,435,2792,0.17582,0.20495
2019,East,male,Intermediate School Degree,0.45447,1159,2792,0.43599,0.47294
2019,East,male,Technical School Degree,0.04176,79,2792,0.03434,0.04918
2019,East,male,Upper Secondary Degree,0.23408,709,2792,0.21837,0.24978
2019,East,male,Other Degree,0.04682,265,2792,0.03899,0.05466
2019,East,male,"Dropout, No School Degree",0.01123,83,2792,0.00732,0.01514
2019,East,male,No School Degree Yet,0.02055,62,2792,0.01528,0.02581
2019,East,female,Secondary School Degree,0.19653,440,3033,0.18239,0.21068
2019,East,female,Intermediate School Degree,0.48317,1372,3033,0.46539,0.50096
2019,East,female,Technical School Degree,0.03676,102,3033,0.03006,0.04345
2019,East,female,Upper Secondary Degree,0.21294,730,3033,0.19837,0.22751
2019,East,female,Other Degree,0.04374,234,3033,0.03646,0.05102
2019,East,female,"Dropout, No School Degree",0.01169,70,3033,0.00786,0.01551
2019,East,female,No School Degree Yet,0.01447,54,3033,0.01022,0.01872
2019,East,female,No School Attended,0.00070,31,3033,-0.00024,0.00164
2020,West,male,Secondary School Degree,0.28583,2133,11194,0.27746,0.29420
2020,West,male,Intermediate School Degree,0.22798,1924,11194,0.22020,0.23575
2020,West,male,Technical School Degree,0.08529,797,11194,0.08011,0.09046
2020,West,male,Upper Secondary Degree,0.25607,2443,11194,0.24798,0.26416
2020,West,male,Other Degree,0.10484,2649,11194,0.09917,0.11052
2020,West,male,"Dropout, No School Degree",0.02055,725,11194,0.01792,0.02318
2020,West,male,No School Degree Yet,0.01833,332,11194,0.01585,0.02082
2020,West,male,No School Attended,0.00112,191,11194,0.00050,0.00173
2020,West,female,Secondary School Degree,0.26604,2013,11411,0.25794,0.27415
2020,West,female,Intermediate School Degree,0.27602,2735,11411,0.26782,0.28423
2020,West,female,Technical School Degree,0.06652,692,11411,0.06195,0.07110
2020,West,female,Upper Secondary Degree,0.24331,2663,11411,0.23544,0.25118
2020,West,female,Other Degree,0.10652,2281,11411,0.10086,0.11218
2020,West,female,"Dropout, No School Degree",0.02281,513,11411,0.02007,0.02555
2020,West,female,No School Degree Yet,0.01741,329,11411,0.01501,0.01981
2020,West,female,No School Attended,0.00137,185,11411,0.00069,0.00205
2020,East,male,Secondary School Degree,0.18628,402,2762,0.17176,0.20080
2020,East,male,Intermediate School Degree,0.45495,1055,2762,0.43638,0.47353
2020,East,male,Technical School Degree,0.03758,73,2762,0.03049,0.04468
2020,East,male,Upper Secondary Degree,0.23734,653,2762,0.22147,0.25321
2020,East,male,Other Degree,0.04416,361,2762,0.03649,0.05182
2020,East,male,"Dropout, No School Degree",0.00725,73,2762,0.00409,0.01042
2020,East,male,No School Degree Yet,0.03030,90,2762,0.02391,0.03670
2020,East,male,No School Attended,0.00213,55,2762,0.00041,0.00385
2020,East,female,Secondary School Degree,0.18218,390,2928,0.16819,0.19616
2020,East,female,Intermediate School Degree,0.47406,1268,2928,0.45597,0.49215
2020,East,female,Technical School Degree,0.04099,96,2928,0.03381,0.04817
2020,East,female,Upper Secondary Degree,0.23063,701,2928,0.21537,0.24590
2020,East,female,Other Degree,0.04347,301,2928,0.03608,0.05086
2020,East,female,"Dropout, No School Degree",0.01097,64,2928,0.00719,0.01474
2020,East,female,No School Degree Yet,0.01657,63,2928,0.01194,0.02119
2020,East,female,No School Attended,0.00113,45,2928,-0.00009,0.00235
2021,West,male,Secondary School Degree,0.27083,1334,7231,0.26059,0.28108
2021,West,male,Intermediate School Degree,0.21962,1322,7231,0.21008,0.22916
2021,West,male,Technical School Degree,0.09402,604,7231,0.08729,0.10075
2021,West,male,Upper Secondary Degree,0.27927,1900,7231,0.26893,0.28961
2021,West,male,Other Degree,0.09523,1372,7231,0.08846,0.10199
2021,West,male,"Dropout, No School Degree",0.02314,401,7231,0.01968,0.02661
2021,West,male,No School Degree Yet,0.01632,195,7231,0.01340,0.01924
2021,West,male,No School Attended,0.00158,103,7231,0.00066,0.00249
2021,West,female,Secondary School Degree,0.25607,1302,7726,0.24634,0.26580
2021,West,female,Intermediate School Degree,0.26170,1843,7726,0.25190,0.27150
2021,West,female,Technical School Degree,0.07035,500,7726,0.06464,0.07605
2021,West,female,Upper Secondary Degree,0.26598,2105,7726,0.25613,0.27584
2021,West,female,Other Degree,0.11156,1339,7726,0.10454,0.11858
2021,West,female,"Dropout, No School Degree",0.01683,305,7726,0.01396,0.01969
2021,West,female,No School Degree Yet,0.01598,197,7726,0.01318,0.01878
2021,West,female,No School Attended,0.00154,135,7726,0.00066,0.00241
2021,East,male,Secondary School Degree,0.17701,244,1793,0.15933,0.19468
2021,East,male,Intermediate School Degree,0.43055,691,1793,0.40762,0.45347
2021,East,male,Technical School Degree,0.03991,52,1793,0.03085,0.04898
2021,East,male,Upper Secondary Degree,0.26847,502,1793,0.24795,0.28899
2021,East,male,Other Degree,0.04522,194,1793,0.03560,0.05484
2021,East,male,"Dropout, No School Degree",0.01268,47,1793,0.00750,0.01786
2021,East,male,No School Degree Yet,0.02329,63,1793,0.01631,0.03028
2021,East,female,Secondary School Degree,0.16440,248,1976,0.14806,0.18075
2021,East,female,Intermediate School Degree,0.46058,878,1976,0.43860,0.48256
2021,East,female,Technical School Degree,0.05503,78,1976,0.04497,0.06509
2021,East,female,Upper Secondary Degree,0.26132,537,1976,0.24195,0.28070
2021,East,female,Other Degree,0.03835,156,1976,0.02988,0.04682
2021,East,female,"Dropout, No School Degree",0.00523,40,1976,0.00205,0.00841
2021,East,female,No School Degree Yet,0.01419,39,1976,0.00898,0.01941
2022,West,male,Secondary School Degree,0.23811,1493,9304,0.22946,0.24677
2022,West,male,Intermediate School Degree,0.22024,1715,9304,0.21182,0.22866
2022,West,male,Technical School Degree,0.10326,825,9304,0.09708,0.10945
2022,West,male,Upper Secondary Degree,0.29870,2671,9304,0.28940,0.30800
2022,West,male,Other Degree,0.10003,1881,9304,0.09394,0.10613
2022,West,male,"Dropout, No School Degree",0.01965,349,9304,0.01683,0.02247
2022,West,male,No School Degree Yet,0.01695,261,9304,0.01433,0.01958
2022,West,male,No School Attended,0.00305,109,9304,0.00193,0.00417
2022,West,female,Secondary School Degree,0.22865,1376,9766,0.22032,0.23698
2022,West,female,Intermediate School Degree,0.27003,2259,9766,0.26123,0.27884
2022,West,female,Technical School Degree,0.07073,671,9766,0.06564,0.07581
2022,West,female,Upper Secondary Degree,0.28637,2900,9766,0.27741,0.29534
2022,West,female,Other Degree,0.10883,1886,9766,0.10266,0.11501
2022,West,female,"Dropout, No School Degree",0.01633,287,9766,0.01382,0.01885
2022,West,female,No School Degree Yet,0.01539,285,9766,0.01295,0.01784
2022,West,female,No School Attended,0.00366,102,9766,0.00246,0.00485
2022,East,male,Secondary School Degree,0.14452,257,2395,0.13044,0.15861
2022,East,male,Intermediate School Degree,0.42624,880,2395,0.40643,0.44605
2022,East,male,Technical School Degree,0.03973,102,2395,0.03191,0.04755
2022,East,male,Upper Secondary Degree,0.30991,724,2395,0.29139,0.32844
2022,East,male,Other Degree,0.05174,328,2395,0.04286,0.06061
2022,East,male,"Dropout, No School Degree",0.01598,54,2395,0.01096,0.02101
2022,East,male,No School Degree Yet,0.00890,50,2395,0.00513,0.01266
2022,East,female,Secondary School Degree,0.14921,252,2653,0.13565,0.16277
2022,East,female,Intermediate School Degree,0.45180,1103,2653,0.43286,0.47074
2022,East,female,Technical School Degree,0.05601,111,2653,0.04726,0.06476
2022,East,female,Upper Secondary Degree,0.27329,792,2653,0.25633,0.29025
2022,East,female,Other Degree,0.04970,284,2653,0.04142,0.05797
2022,East,female,"Dropout, No School Degree",0.00703,47,2653,0.00385,0.01021
2022,East,female,No School Degree Yet,0.01132,64,2653,0.00729,0.01534
