year,migback,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,No migration background,Upper Secondary Level,Other Degree,0.00353,31,10152,0.00238,0.00469
2001,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.32234,260,756,0.28900,0.35568
2001,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.64213,496,756,0.60794,0.67632
2001,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.33844,472,1459,0.31415,0.36273
2001,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.42809,684,1459,0.40269,0.45348
2001,No migration background,First Stage of Tertiary Education,Technical School Degree,0.10255,144,1459,0.08697,0.11812
2001,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.11911,159,1459,0.10249,0.13574
2001,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05451,174,3120,0.04654,0.06247
2001,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.16105,600,3120,0.14815,0.17395
2001,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.14209,383,3120,0.12984,0.15434
2001,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.63676,1963,3120,0.61988,0.65364
2001,Direct migration background,Primary Level,"Dropout, No School Degree",0.95780,198,198,0.92972,0.98587
2001,Direct migration background,Lower Secondary Level,Secondary School Degree,0.39950,289,772,0.36493,0.43408
2001,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10990,67,772,0.08782,0.13197
2001,Direct migration background,Lower Secondary Level,Other Degree,0.49060,416,772,0.45531,0.52589
2001,Direct migration background,Upper Secondary Level,Secondary School Degree,0.36925,423,1055,0.34011,0.39838
2001,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13170,131,1055,0.11129,0.15212
2001,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.05316,51,1055,0.03962,0.06671
2001,Direct migration background,Upper Secondary Level,Other Degree,0.42117,450,1055,0.39136,0.45098
2001,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.16082,36,179,0.10685,0.21479
2001,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.52536,143,179,0.45200,0.59872
2001,Direct migration background,First Stage of Tertiary Education,Secondary School Degree,0.22454,36,127,0.15168,0.29740
2001,Direct migration background,First Stage of Tertiary Education,Intermediate School Degree,0.24105,36,127,0.16636,0.31573
2001,Direct migration background,First Stage of Tertiary Education,Other Degree,0.27865,55,127,0.20037,0.35694
2001,Direct migration background,Second Stage of Tertiary Education,Technical School Degree,0.08753,32,322,0.05661,0.11844
2001,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.33840,117,322,0.28664,0.39017
2001,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.48054,173,322,0.42588,0.53520
2001,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.58099,143,229,0.51695,0.64504
2001,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.40083,86,229,0.33722,0.46445
2001,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.44748,133,296,0.39074,0.50422
2001,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.32984,105,296,0.27618,0.38349
2001,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.17830,58,296,0.13462,0.22198
2001,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.80377,41,41,0.68069,0.92684
2002,No migration background,Primary Level,Other Degree,0.31481,33,87,0.21665,0.41297
2002,No migration background,Primary Level,"Dropout, No School Degree",0.68519,54,87,0.58703,0.78335
2002,No migration background,Lower Secondary Level,Secondary School Degree,0.79737,1459,1968,0.77961,0.81514
2002,No migration background,Lower Secondary Level,Intermediate School Degree,0.19326,509,1968,0.17581,0.21071
2002,No migration background,Upper Secondary Level,Secondary School Degree,0.56601,5226,10211,0.55640,0.57562
2002,No migration background,Upper Secondary Level,Intermediate School Degree,0.37761,4303,10211,0.36821,0.38701
2002,No migration background,Upper Secondary Level,Technical School Degree,0.00622,68,10211,0.00470,0.00775
2002,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04447,582,10211,0.04047,0.04846
2002,No migration background,Upper Secondary Level,Other Degree,0.00347,32,10211,0.00233,0.00461
2002,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.33059,294,865,0.29922,0.36195
2002,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63355,571,865,0.60142,0.66568
2002,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.34513,472,1524,0.32126,0.36901
2002,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.43272,717,1524,0.40784,0.45760
2002,No migration background,First Stage of Tertiary Education,Technical School Degree,0.09552,153,1524,0.08076,0.11028
2002,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.11449,182,1524,0.09850,0.13048
2002,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05700,184,4082,0.04989,0.06412
2002,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.16306,655,4082,0.15172,0.17439
2002,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.14244,471,4082,0.13172,0.15316
2002,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.63419,2772,4082,0.61941,0.64897
2002,Direct migration background,Primary Level,"Dropout, No School Degree",0.95711,180,180,0.92742,0.98679
2002,Direct migration background,Lower Secondary Level,Secondary School Degree,0.39664,266,709,0.36061,0.43268
2002,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.11333,60,709,0.08998,0.13668
2002,Direct migration background,Lower Secondary Level,Other Degree,0.49003,383,709,0.45320,0.52685
2002,Direct migration background,Upper Secondary Level,Secondary School Degree,0.36866,384,989,0.33858,0.39874
2002,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13140,133,989,0.11034,0.15247
2002,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.04981,48,989,0.03624,0.06337
2002,Direct migration background,Upper Secondary Level,Other Degree,0.42723,424,989,0.39638,0.45808
2002,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.17203,37,169,0.11496,0.22910
2002,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.51210,132,169,0.43651,0.58768
2002,Direct migration background,First Stage of Tertiary Education,Secondary School Degree,0.20781,35,129,0.13752,0.27810
2002,Direct migration background,First Stage of Tertiary Education,Intermediate School Degree,0.23729,36,129,0.16359,0.31099
2002,Direct migration background,First Stage of Tertiary Education,Other Degree,0.33499,58,129,0.25322,0.41675
2002,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.32328,134,326,0.27243,0.37413
2002,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.50244,192,326,0.44808,0.55680
2002,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.58804,115,195,0.51878,0.65731
2002,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.39911,80,195,0.33020,0.46802
2002,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.42659,125,306,0.37109,0.48210
2002,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.36923,114,306,0.31507,0.42340
2002,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.14889,67,306,0.10894,0.18885
2002,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.73831,49,49,0.61396,0.86266
2003,No migration background,Primary Level,Other Degree,0.29475,34,92,0.20108,0.38843
2003,No migration background,Primary Level,"Dropout, No School Degree",0.70525,58,92,0.61157,0.79892
2003,No migration background,Lower Secondary Level,Secondary School Degree,0.79068,1377,1874,0.77226,0.80911
2003,No migration background,Lower Secondary Level,Intermediate School Degree,0.20027,497,1874,0.18215,0.21840
2003,No migration background,Upper Secondary Level,Secondary School Degree,0.55776,4948,9766,0.54791,0.56761
2003,No migration background,Upper Secondary Level,Intermediate School Degree,0.38488,4147,9766,0.37523,0.39454
2003,No migration background,Upper Secondary Level,Technical School Degree,0.00597,71,9766,0.00444,0.00750
2003,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04455,564,9766,0.04045,0.04864
2003,No migration background,Upper Secondary Level,Other Degree,0.00414,36,9766,0.00287,0.00541
2003,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.33342,291,864,0.30196,0.36487
2003,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63226,573,864,0.60009,0.66443
2003,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.33475,450,1487,0.31076,0.35875
2003,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.43732,704,1487,0.41210,0.46255
2003,No migration background,First Stage of Tertiary Education,Technical School Degree,0.09652,151,1487,0.08150,0.11153
2003,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.11987,182,1487,0.10336,0.13639
2003,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05487,179,3902,0.04772,0.06201
2003,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.15635,621,3902,0.14496,0.16775
2003,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.14233,440,3902,0.13137,0.15329
2003,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.64285,2662,3902,0.62781,0.65789
2003,Direct migration background,Primary Level,"Dropout, No School Degree",0.96541,162,162,0.93718,0.99364
2003,Direct migration background,Lower Secondary Level,Secondary School Degree,0.41238,250,659,0.37477,0.45000
2003,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10132,53,659,0.07826,0.12438
2003,Direct migration background,Lower Secondary Level,Other Degree,0.48630,356,659,0.44811,0.52449
2003,Direct migration background,Upper Secondary Level,Secondary School Degree,0.36061,368,937,0.32984,0.39137
2003,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13280,129,937,0.11106,0.15454
2003,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.04714,43,937,0.03356,0.06072
2003,Direct migration background,Upper Secondary Level,Other Degree,0.43273,397,937,0.40099,0.46447
2003,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.20336,37,158,0.14040,0.26632
2003,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.48651,121,158,0.40833,0.56470
2003,Direct migration background,First Stage of Tertiary Education,Secondary School Degree,0.20030,32,85,0.11471,0.28589
2003,Direct migration background,First Stage of Tertiary Education,Other Degree,0.33783,53,85,0.23668,0.43898
2003,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.31260,124,306,0.26058,0.36462
2003,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.50696,182,306,0.45085,0.56307
2003,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.58279,108,182,0.51095,0.65463
2003,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.40453,74,182,0.33303,0.47603
2003,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.44885,126,309,0.39331,0.50440
2003,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.35334,116,309,0.29996,0.40673
2003,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.14062,67,309,0.10179,0.17944
2003,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.78298,48,48,0.66513,0.90083
2004,No migration background,Primary Level,Other Degree,0.32457,35,87,0.22561,0.42353
2004,No migration background,Primary Level,"Dropout, No School Degree",0.67543,52,87,0.57647,0.77439
2004,No migration background,Lower Secondary Level,Secondary School Degree,0.78889,1271,1756,0.76980,0.80798
2004,No migration background,Lower Secondary Level,Intermediate School Degree,0.20162,485,1756,0.18285,0.22040
2004,No migration background,Upper Secondary Level,Secondary School Degree,0.55729,4746,9442,0.54727,0.56731
2004,No migration background,Upper Secondary Level,Intermediate School Degree,0.38538,4032,9442,0.37556,0.39520
2004,No migration background,Upper Secondary Level,Technical School Degree,0.00573,71,9442,0.00420,0.00725
2004,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04385,557,9442,0.03972,0.04798
2004,No migration background,Upper Secondary Level,Other Degree,0.00443,36,9442,0.00309,0.00577
2004,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.33921,292,871,0.30775,0.37067
2004,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63093,579,871,0.59886,0.66299
2004,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.33713,435,1442,0.31272,0.36153
2004,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.43981,680,1442,0.41418,0.46543
2004,No migration background,First Stage of Tertiary Education,Technical School Degree,0.09060,145,1442,0.07578,0.10542
2004,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.11773,182,1442,0.10109,0.13437
2004,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05516,176,3854,0.04795,0.06236
2004,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.15747,619,3854,0.14597,0.16897
2004,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.14027,440,3854,0.12930,0.15123
2004,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.64353,2619,3854,0.62840,0.65865
2004,Direct migration background,Primary Level,"Dropout, No School Degree",0.98206,152,152,0.96088,1.00323
2004,Direct migration background,Lower Secondary Level,Secondary School Degree,0.39295,235,617,0.35438,0.43152
2004,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.09694,47,617,0.07357,0.12030
2004,Direct migration background,Lower Secondary Level,Other Degree,0.51011,335,617,0.47063,0.54959
2004,Direct migration background,Upper Secondary Level,Secondary School Degree,0.36111,360,911,0.32990,0.39232
2004,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13330,126,911,0.11121,0.15538
2004,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.04163,39,911,0.02865,0.05460
2004,Direct migration background,Upper Secondary Level,Other Degree,0.43069,386,911,0.39852,0.46287
2004,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.17839,39,153,0.11753,0.23926
2004,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.51158,114,153,0.43211,0.59104
2004,Direct migration background,First Stage of Tertiary Education,Other Degree,0.33186,49,49,0.19865,0.46508
2004,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.30172,121,297,0.24943,0.35401
2004,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.52214,176,297,0.46524,0.57905
2004,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.60873,111,182,0.53763,0.67983
2004,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.37816,71,182,0.30751,0.44880
2004,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.42154,121,303,0.36584,0.47723
2004,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.35368,113,303,0.29976,0.40761
2004,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.16477,69,303,0.12293,0.20661
2004,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.76495,46,46,0.64105,0.88884
2005,No migration background,Primary Level,Other Degree,0.33497,36,86,0.23463,0.43531
2005,No migration background,Primary Level,"Dropout, No School Degree",0.66503,50,86,0.56469,0.76537
2005,No migration background,Lower Secondary Level,Secondary School Degree,0.77766,1179,1632,0.75748,0.79784
2005,No migration background,Lower Secondary Level,Intermediate School Degree,0.21235,453,1632,0.19250,0.23220
2005,No migration background,Upper Secondary Level,Secondary School Degree,0.54536,4468,8954,0.53505,0.55568
2005,No migration background,Upper Secondary Level,Intermediate School Degree,0.39541,3867,8954,0.38528,0.40553
2005,No migration background,Upper Secondary Level,Technical School Degree,0.00538,63,8954,0.00387,0.00690
2005,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04570,518,8954,0.04138,0.05003
2005,No migration background,Upper Secondary Level,Other Degree,0.00466,38,8954,0.00325,0.00607
2005,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.33523,291,853,0.30353,0.36692
2005,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63571,562,853,0.60340,0.66802
2005,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.32209,406,1371,0.29734,0.34683
2005,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.44737,652,1371,0.42104,0.47370
2005,No migration background,First Stage of Tertiary Education,Technical School Degree,0.09654,139,1371,0.08090,0.11218
2005,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12062,174,1371,0.10338,0.13787
2005,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05276,169,3733,0.04558,0.05993
2005,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.14996,596,3733,0.13850,0.16141
2005,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.13897,424,3733,0.12787,0.15007
2005,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.65502,2544,3733,0.63977,0.67027
2005,Direct migration background,Primary Level,"Dropout, No School Degree",0.99138,145,145,0.97627,1.00648
2005,Direct migration background,Lower Secondary Level,Secondary School Degree,0.36141,207,567,0.32183,0.40099
2005,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.12017,49,567,0.09338,0.14696
2005,Direct migration background,Lower Secondary Level,Other Degree,0.51842,311,567,0.47725,0.55958
2005,Direct migration background,Upper Secondary Level,Secondary School Degree,0.36267,330,841,0.33016,0.39518
2005,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13483,118,841,0.11173,0.15793
2005,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.04691,43,841,0.03261,0.06121
2005,Direct migration background,Upper Secondary Level,Other Degree,0.42238,350,841,0.38898,0.45579
2005,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.15107,35,148,0.09318,0.20896
2005,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.55523,113,148,0.47490,0.63557
2005,Direct migration background,First Stage of Tertiary Education,Other Degree,0.36132,47,47,0.22250,0.50015
2005,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.29033,111,282,0.23726,0.34341
2005,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.54769,171,282,0.48950,0.60589
2005,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.55252,102,172,0.47800,0.62705
2005,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.43234,70,172,0.35809,0.50659
2005,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.42044,131,310,0.36540,0.47547
2005,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.35775,111,310,0.30430,0.41120
2005,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.14990,68,310,0.11010,0.18971
2005,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.76284,53,53,0.64723,0.87845
2006,No migration background,Primary Level,Other Degree,0.36811,43,96,0.27113,0.46510
2006,No migration background,Primary Level,"Dropout, No School Degree",0.63189,53,96,0.53490,0.72887
2006,No migration background,Lower Secondary Level,Secondary School Degree,0.76874,1305,1789,0.74919,0.78828
2006,No migration background,Lower Secondary Level,Intermediate School Degree,0.21975,484,1789,0.20055,0.23894
2006,No migration background,Upper Secondary Level,Secondary School Degree,0.53302,4863,9725,0.52310,0.54293
2006,No migration background,Upper Secondary Level,Intermediate School Degree,0.40377,4192,9725,0.39402,0.41353
2006,No migration background,Upper Secondary Level,Technical School Degree,0.00642,73,9725,0.00483,0.00801
2006,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04627,541,9725,0.04209,0.05044
2006,No migration background,Upper Secondary Level,Other Degree,0.00626,56,9725,0.00469,0.00783
2006,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.33298,319,924,0.30258,0.36339
2006,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63705,605,924,0.60603,0.66808
2006,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.31875,436,1448,0.29474,0.34276
2006,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.44665,680,1448,0.42104,0.47227
2006,No migration background,First Stage of Tertiary Education,Technical School Degree,0.09619,147,1448,0.08100,0.11138
2006,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.13111,185,1448,0.11372,0.14850
2006,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.04756,183,4098,0.04105,0.05408
2006,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.15487,668,4098,0.14379,0.16595
2006,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.13349,468,4098,0.12307,0.14390
2006,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.65869,2779,4098,0.64417,0.67321
2006,Direct migration background,Primary Level,"Dropout, No School Degree",0.98023,129,129,0.95611,1.00435
2006,Direct migration background,Lower Secondary Level,Secondary School Degree,0.36863,195,545,0.32809,0.40917
2006,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.09971,46,545,0.07453,0.12489
2006,Direct migration background,Lower Secondary Level,Other Degree,0.53166,304,545,0.48972,0.57359
2006,Direct migration background,Upper Secondary Level,Secondary School Degree,0.34921,322,860,0.31733,0.38109
2006,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13772,126,860,0.11468,0.16077
2006,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.05003,47,860,0.03545,0.06461
2006,Direct migration background,Upper Secondary Level,Other Degree,0.42814,365,860,0.39505,0.46123
2006,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.13656,35,155,0.08233,0.19080
2006,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.57869,120,155,0.50071,0.65668
2006,Direct migration background,First Stage of Tertiary Education,Secondary School Degree,0.17915,31,83,0.09615,0.26215
2006,Direct migration background,First Stage of Tertiary Education,Other Degree,0.38742,52,83,0.28198,0.49286
2006,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.30116,118,307,0.24975,0.35256
2006,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.56714,189,307,0.51162,0.62266
2006,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.59620,106,178,0.52392,0.66849
2006,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.38794,72,178,0.31615,0.45972
2006,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.41439,129,314,0.35982,0.46897
2006,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.36110,120,314,0.30789,0.41431
2006,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.14416,65,314,0.10525,0.18307
2006,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.79681,57,57,0.69143,0.90220
2007,No migration background,Primary Level,Other Degree,0.35934,38,91,0.26021,0.45847
2007,No migration background,Primary Level,"Dropout, No School Degree",0.64066,53,91,0.54153,0.73979
2007,No migration background,Lower Secondary Level,Secondary School Degree,0.74964,1154,1600,0.72840,0.77087
2007,No migration background,Lower Secondary Level,Intermediate School Degree,0.24103,446,1600,0.22006,0.26199
2007,No migration background,Upper Secondary Level,Secondary School Degree,0.52556,4459,9073,0.51529,0.53584
2007,No migration background,Upper Secondary Level,Intermediate School Degree,0.40726,3954,9073,0.39715,0.41737
2007,No migration background,Upper Secondary Level,Technical School Degree,0.00766,70,9073,0.00587,0.00945
2007,No migration background,Upper Secondary Level,Upper Secondary Degree,0.05048,539,9073,0.04597,0.05499
2007,No migration background,Upper Secondary Level,Other Degree,0.00582,51,9073,0.00426,0.00739
2007,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.33796,313,895,0.30695,0.36897
2007,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63438,582,895,0.60281,0.66595
2007,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.31316,395,1355,0.28846,0.33787
2007,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.44997,643,1355,0.42347,0.47647
2007,No migration background,First Stage of Tertiary Education,Technical School Degree,0.09711,141,1355,0.08134,0.11288
2007,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.13161,176,1355,0.11360,0.14962
2007,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.04768,176,3918,0.04101,0.05436
2007,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.14196,613,3918,0.13103,0.15289
2007,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.13604,435,3918,0.12531,0.14678
2007,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.66836,2694,3918,0.65361,0.68310
2007,Direct migration background,Primary Level,"Dropout, No School Degree",0.98505,112,112,0.96247,1.00763
2007,Direct migration background,Lower Secondary Level,Secondary School Degree,0.35926,170,477,0.31615,0.40236
2007,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.08187,36,477,0.05724,0.10650
2007,Direct migration background,Lower Secondary Level,Other Degree,0.55888,271,477,0.51427,0.60348
2007,Direct migration background,Upper Secondary Level,Secondary School Degree,0.35059,284,765,0.31676,0.38443
2007,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.14112,119,765,0.11643,0.16581
2007,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.05361,51,765,0.03764,0.06958
2007,Direct migration background,Upper Secondary Level,Other Degree,0.42016,311,765,0.38516,0.45516
2007,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.12963,34,146,0.07496,0.18431
2007,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.56575,112,146,0.48507,0.64642
2007,Direct migration background,First Stage of Tertiary Education,Other Degree,0.37007,45,45,0.22741,0.51274
2007,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.31057,112,290,0.25722,0.36392
2007,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.55344,178,290,0.49613,0.61076
2007,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.58614,98,163,0.51029,0.66198
2007,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.39892,65,163,0.32352,0.47433
2007,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.40243,121,299,0.34675,0.45811
2007,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.38105,117,299,0.32591,0.43619
2007,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.15601,61,299,0.11481,0.19721
2007,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.81537,66,66,0.72104,0.90969
2008,No migration background,Primary Level,Other Degree,0.39367,33,75,0.28235,0.50498
2008,No migration background,Primary Level,"Dropout, No School Degree",0.60633,42,75,0.49502,0.71765
2008,No migration background,Lower Secondary Level,Secondary School Degree,0.74097,1050,1456,0.71845,0.76348
2008,No migration background,Lower Secondary Level,Intermediate School Degree,0.24987,406,1456,0.22762,0.27211
2008,No migration background,Upper Secondary Level,Secondary School Degree,0.51846,4185,8558,0.50788,0.52905
2008,No migration background,Upper Secondary Level,Intermediate School Degree,0.41435,3780,8558,0.40391,0.42479
2008,No migration background,Upper Secondary Level,Technical School Degree,0.00889,75,8558,0.00690,0.01088
2008,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04892,473,8558,0.04435,0.05349
2008,No migration background,Upper Secondary Level,Other Degree,0.00554,45,8558,0.00397,0.00712
2008,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.34714,300,847,0.31506,0.37922
2008,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63405,547,847,0.60159,0.66651
2008,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.32148,376,1248,0.29555,0.34740
2008,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.44975,587,1248,0.42213,0.47736
2008,No migration background,First Stage of Tertiary Education,Technical School Degree,0.09755,125,1248,0.08109,0.11402
2008,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12106,160,1248,0.10296,0.13917
2008,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.04634,167,3754,0.03961,0.05306
2008,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.14070,590,3754,0.12957,0.15182
