year,regtyp,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Rural regions,West,Technical School Degree,0.04534,323,5701,0.03994,0.05074
2015,Rural regions,West,Upper Secondary Degree,0.13322,878,5701,0.12440,0.14205
2015,Rural regions,West,Other Degree,0.07470,888,5701,0.06787,0.08152
2015,Rural regions,West,"Dropout, No School Degree",0.01227,132,5701,0.00941,0.01513
2015,Rural regions,West,No School Degree Yet,0.01810,179,5701,0.01464,0.02157
2015,Rural regions,East,Secondary School Degree,0.22694,784,3440,0.21294,0.24094
2015,Rural regions,East,Intermediate School Degree,0.41976,1632,3440,0.40326,0.43625
2015,Rural regions,East,Technical School Degree,0.02722,101,3440,0.02178,0.03265
2015,Rural regions,East,Upper Secondary Degree,0.11643,601,3440,0.10571,0.12715
2015,Rural regions,East,Other Degree,0.02859,210,3440,0.02302,0.03416
2015,Rural regions,East,"Dropout, No School Degree",0.01115,39,3440,0.00764,0.01466
2015,Rural regions,East,No School Degree Yet,0.01051,73,3440,0.00710,0.01392
2016,Urban regions,West,Secondary School Degree,0.23066,3252,15603,0.22405,0.23727
2016,Urban regions,West,Intermediate School Degree,0.18870,3089,15603,0.18256,0.19484
2016,Urban regions,West,Technical School Degree,0.06162,957,15603,0.05785,0.06539
2016,Urban regions,West,Upper Secondary Degree,0.20029,3428,15603,0.19401,0.20657
2016,Urban regions,West,Other Degree,0.09685,3348,15603,0.09221,0.10149
2016,Urban regions,West,"Dropout, No School Degree",0.01732,784,15603,0.01527,0.01937
2016,Urban regions,West,No School Degree Yet,0.01729,578,15603,0.01525,0.01934
2016,Urban regions,West,No School Attended,0.00023,167,15603,-0.00001,0.00047
2016,Urban regions,East,Secondary School Degree,0.15222,304,1915,0.13613,0.16832
2016,Urban regions,East,Intermediate School Degree,0.33300,681,1915,0.31188,0.35411
2016,Urban regions,East,Technical School Degree,0.03265,64,1915,0.02469,0.04061
2016,Urban regions,East,Upper Secondary Degree,0.24925,514,1915,0.22987,0.26863
2016,Urban regions,East,Other Degree,0.04822,242,1915,0.03862,0.05781
2016,Urban regions,East,"Dropout, No School Degree",0.00775,59,1915,0.00382,0.01168
2016,Urban regions,East,No School Degree Yet,0.00914,51,1915,0.00487,0.01340
2016,Rural regions,West,Secondary School Degree,0.30127,1639,5710,0.28937,0.31317
2016,Rural regions,West,Intermediate School Degree,0.22760,1405,5710,0.21672,0.23847
2016,Rural regions,West,Technical School Degree,0.04639,305,5710,0.04094,0.05185
2016,Rural regions,West,Upper Secondary Degree,0.13656,833,5710,0.12765,0.14546
2016,Rural regions,West,Other Degree,0.08097,1029,5710,0.07389,0.08805
2016,Rural regions,West,"Dropout, No School Degree",0.01232,269,5710,0.00946,0.01518
2016,Rural regions,West,No School Degree Yet,0.01610,182,5710,0.01283,0.01936
2016,Rural regions,West,No School Attended,0.00019,48,5710,-0.00017,0.00055
2016,Rural regions,East,Secondary School Degree,0.20122,705,3527,0.18798,0.21445
2016,Rural regions,East,Intermediate School Degree,0.41423,1546,3527,0.39797,0.43049
2016,Rural regions,East,Technical School Degree,0.03052,103,3527,0.02484,0.03619
2016,Rural regions,East,Upper Secondary Degree,0.12622,589,3527,0.11526,0.13718
2016,Rural regions,East,Other Degree,0.03278,342,3527,0.02690,0.03865
2016,Rural regions,East,"Dropout, No School Degree",0.01078,113,3527,0.00737,0.01418
2016,Rural regions,East,No School Degree Yet,0.01044,86,3527,0.00708,0.01379
2016,Rural regions,East,No School Attended,0.00052,43,3527,-0.00023,0.00127
2017,Urban regions,West,Secondary School Degree,0.22208,3388,17397,0.21591,0.22826
2017,Urban regions,West,Intermediate School Degree,0.19098,3530,17397,0.18514,0.19682
2017,Urban regions,West,Technical School Degree,0.06276,1143,17397,0.05916,0.06636
2017,Urban regions,West,Upper Secondary Degree,0.19895,3968,17397,0.19302,0.20488
2017,Urban regions,West,Other Degree,0.09589,3507,17397,0.09152,0.10027
2017,Urban regions,West,"Dropout, No School Degree",0.02011,966,17397,0.01802,0.02219
2017,Urban regions,West,No School Degree Yet,0.01945,662,17397,0.01740,0.02151
2017,Urban regions,West,No School Attended,0.00044,233,17397,0.00013,0.00075
2017,Urban regions,East,Secondary School Degree,0.14472,300,2174,0.12992,0.15951
2017,Urban regions,East,Intermediate School Degree,0.33248,774,2174,0.31267,0.35229
2017,Urban regions,East,Technical School Degree,0.02993,71,2174,0.02277,0.03710
2017,Urban regions,East,Upper Secondary Degree,0.25077,579,2174,0.23255,0.26900
2017,Urban regions,East,Other Degree,0.04445,276,2174,0.03578,0.05311
2017,Urban regions,East,"Dropout, No School Degree",0.01113,79,2174,0.00672,0.01554
2017,Urban regions,East,No School Degree Yet,0.01827,63,2174,0.01264,0.02390
2017,Urban regions,East,No School Attended,0.00063,32,2174,-0.00042,0.00169
2017,Rural regions,West,Secondary School Degree,0.29335,1720,6521,0.28230,0.30441
2017,Rural regions,West,Intermediate School Degree,0.23626,1606,6521,0.22595,0.24658
2017,Rural regions,West,Technical School Degree,0.04697,363,6521,0.04184,0.05211
2017,Rural regions,West,Upper Secondary Degree,0.13510,984,6521,0.12680,0.14340
2017,Rural regions,West,Other Degree,0.08259,1204,6521,0.07591,0.08927
2017,Rural regions,West,"Dropout, No School Degree",0.01452,351,6521,0.01161,0.01742
2017,Rural regions,West,No School Degree Yet,0.01309,203,6521,0.01033,0.01585
2017,Rural regions,West,No School Attended,0.00055,90,6521,-0.00002,0.00112
2017,Rural regions,East,Secondary School Degree,0.19444,725,3904,0.18203,0.20686
2017,Rural regions,East,Intermediate School Degree,0.41148,1764,3904,0.39604,0.42692
2017,Rural regions,East,Technical School Degree,0.02999,114,3904,0.02464,0.03534
2017,Rural regions,East,Upper Secondary Degree,0.13493,685,3904,0.12421,0.14565
2017,Rural regions,East,Other Degree,0.03032,352,3904,0.02494,0.03570
2017,Rural regions,East,"Dropout, No School Degree",0.01197,127,3904,0.00856,0.01538
2017,Rural regions,East,No School Degree Yet,0.01045,97,3904,0.00726,0.01364
2017,Rural regions,East,No School Attended,0.00073,40,3904,-0.00012,0.00158
2018,Urban regions,West,Secondary School Degree,0.21624,3232,16583,0.20998,0.22251
2018,Urban regions,West,Intermediate School Degree,0.18918,3383,16583,0.18322,0.19514
2018,Urban regions,West,Technical School Degree,0.06463,1118,16583,0.06089,0.06837
2018,Urban regions,West,Upper Secondary Degree,0.20457,3897,16583,0.19843,0.21071
2018,Urban regions,West,Other Degree,0.09699,3227,16583,0.09249,0.10150
2018,Urban regions,West,"Dropout, No School Degree",0.02038,985,16583,0.01823,0.02253
2018,Urban regions,West,No School Degree Yet,0.01579,543,16583,0.01390,0.01769
2018,Urban regions,West,No School Attended,0.00046,198,16583,0.00013,0.00078
2018,Urban regions,East,Secondary School Degree,0.13829,306,2104,0.12354,0.15305
2018,Urban regions,East,Intermediate School Degree,0.33300,769,2104,0.31286,0.35315
2018,Urban regions,East,Technical School Degree,0.03416,77,2104,0.02640,0.04193
2018,Urban regions,East,Upper Secondary Degree,0.25063,555,2104,0.23211,0.26915
2018,Urban regions,East,Other Degree,0.04622,267,2104,0.03725,0.05519
2018,Urban regions,East,"Dropout, No School Degree",0.01179,74,2104,0.00718,0.01640
2018,Urban regions,East,No School Degree Yet,0.02035,56,2104,0.01432,0.02639
2018,Rural regions,West,Secondary School Degree,0.29339,1625,6004,0.28187,0.30491
2018,Rural regions,West,Intermediate School Degree,0.23586,1509,6004,0.22512,0.24660
2018,Rural regions,West,Technical School Degree,0.04971,355,6004,0.04421,0.05520
2018,Rural regions,West,Upper Secondary Degree,0.13803,934,6004,0.12930,0.14675
2018,Rural regions,West,Other Degree,0.08183,1045,6004,0.07490,0.08876
2018,Rural regions,West,"Dropout, No School Degree",0.01507,311,6004,0.01199,0.01816
2018,Rural regions,West,No School Degree Yet,0.00911,164,6004,0.00670,0.01151
2018,Rural regions,West,No School Attended,0.00040,61,6004,-0.00010,0.00091
2018,Rural regions,East,Secondary School Degree,0.18166,683,3784,0.16938,0.19395
2018,Rural regions,East,Intermediate School Degree,0.41753,1744,3784,0.40181,0.43324
2018,Rural regions,East,Technical School Degree,0.03039,105,3784,0.02492,0.03586
2018,Rural regions,East,Upper Secondary Degree,0.14199,685,3784,0.13087,0.15312
2018,Rural regions,East,Other Degree,0.03262,326,3784,0.02696,0.03828
2018,Rural regions,East,"Dropout, No School Degree",0.00956,115,3784,0.00646,0.01266
2018,Rural regions,East,No School Degree Yet,0.01568,94,3784,0.01172,0.01964
2018,Rural regions,East,No School Attended,0.00053,32,3784,-0.00020,0.00126
2019,Urban regions,West,Secondary School Degree,0.20805,3001,16166,0.20179,0.21431
2019,Urban regions,West,Intermediate School Degree,0.18926,3384,16166,0.18322,0.19530
2019,Urban regions,West,Technical School Degree,0.06381,1175,16166,0.06004,0.06758
2019,Urban regions,West,Upper Secondary Degree,0.20739,4221,16166,0.20114,0.21364
2019,Urban regions,West,Other Degree,0.09850,2826,16166,0.09390,0.10309
2019,Urban regions,West,"Dropout, No School Degree",0.02114,875,16166,0.01892,0.02336
2019,Urban regions,West,No School Degree Yet,0.01493,455,16166,0.01306,0.01680
2019,Urban regions,West,No School Attended,0.00068,229,16166,0.00028,0.00108
2019,Urban regions,East,Secondary School Degree,0.13469,261,2035,0.11986,0.14953
2019,Urban regions,East,Intermediate School Degree,0.33704,756,2035,0.31650,0.35759
2019,Urban regions,East,Technical School Degree,0.03441,70,2035,0.02649,0.04234
2019,Urban regions,East,Upper Secondary Degree,0.24744,621,2035,0.22869,0.26620
2019,Urban regions,East,Other Degree,0.04661,223,2035,0.03745,0.05577
2019,Urban regions,East,"Dropout, No School Degree",0.00870,64,2035,0.00466,0.01274
2019,Urban regions,East,No School Degree Yet,0.01095,40,2035,0.00642,0.01547
2019,Rural regions,West,Secondary School Degree,0.28309,1508,5751,0.27145,0.29474
2019,Rural regions,West,Intermediate School Degree,0.24127,1528,5751,0.23021,0.25233
2019,Rural regions,West,Technical School Degree,0.04803,365,5751,0.04250,0.05356
2019,Rural regions,West,Upper Secondary Degree,0.14282,957,5751,0.13378,0.15187
2019,Rural regions,West,Other Degree,0.07934,896,5751,0.07235,0.08633
2019,Rural regions,West,"Dropout, No School Degree",0.01491,290,5751,0.01178,0.01805
2019,Rural regions,West,No School Degree Yet,0.00863,125,5751,0.00624,0.01102
2019,Rural regions,West,No School Attended,0.00063,82,5751,-0.00002,0.00127
2019,Rural regions,East,Secondary School Degree,0.17452,607,3718,0.16232,0.18672
2019,Rural regions,East,Intermediate School Degree,0.41563,1749,3718,0.39978,0.43147
2019,Rural regions,East,Technical School Degree,0.03078,106,3718,0.02523,0.03633
2019,Rural regions,East,Upper Secondary Degree,0.14639,785,3718,0.13502,0.15775
2019,Rural regions,East,Other Degree,0.03256,274,3718,0.02686,0.03827
2019,Rural regions,East,"Dropout, No School Degree",0.01005,89,3718,0.00685,0.01326
2019,Rural regions,East,No School Degree Yet,0.01651,76,3718,0.01242,0.02061
2019,Rural regions,East,No School Attended,0.00047,32,3718,-0.00023,0.00116
2020,Urban regions,West,Secondary School Degree,0.20560,2765,16942,0.19951,0.21168
2020,Urban regions,West,Intermediate School Degree,0.19032,3224,16942,0.18441,0.19623
2020,Urban regions,West,Technical School Degree,0.06424,1147,16942,0.06055,0.06794
2020,Urban regions,West,Upper Secondary Degree,0.21850,4168,16942,0.21228,0.22472
2020,Urban regions,West,Other Degree,0.08836,3872,16942,0.08409,0.09264
2020,Urban regions,West,"Dropout, No School Degree",0.01848,950,16942,0.01645,0.02051
2020,Urban regions,West,No School Degree Yet,0.01504,523,16942,0.01321,0.01687
2020,Urban regions,West,No School Attended,0.00107,293,16942,0.00058,0.00156
2020,Urban regions,East,Secondary School Degree,0.12685,236,2108,0.11264,0.14106
2020,Urban regions,East,Intermediate School Degree,0.32050,697,2108,0.30057,0.34042
2020,Urban regions,East,Technical School Degree,0.03665,73,2108,0.02863,0.04467
2020,Urban regions,East,Upper Secondary Degree,0.26217,619,2108,0.24339,0.28095
2020,Urban regions,East,Other Degree,0.04613,320,2108,0.03717,0.05508
2020,Urban regions,East,"Dropout, No School Degree",0.00619,59,2108,0.00284,0.00953
2020,Urban regions,East,No School Degree Yet,0.00964,46,2108,0.00547,0.01381
2020,Urban regions,East,No School Attended,0.00220,58,2108,0.00020,0.00420
2020,Rural regions,West,Secondary School Degree,0.26977,1381,5667,0.25821,0.28133
2020,Rural regions,West,Intermediate School Degree,0.24096,1435,5667,0.22983,0.25210
2020,Rural regions,West,Technical School Degree,0.05049,342,5667,0.04479,0.05620
2020,Rural regions,West,Upper Secondary Degree,0.14637,942,5667,0.13717,0.15558
2020,Rural regions,West,Other Degree,0.07455,1058,5667,0.06771,0.08138
2020,Rural regions,West,"Dropout, No School Degree",0.01430,288,5667,0.01121,0.01739
2020,Rural regions,West,No School Degree Yet,0.01226,138,5667,0.00940,0.01513
2020,Rural regions,West,No School Attended,0.00079,83,5667,0.00006,0.00152
2020,Rural regions,East,Secondary School Degree,0.16536,556,3584,0.15320,0.17753
2020,Rural regions,East,Intermediate School Degree,0.41719,1627,3584,0.40104,0.43334
2020,Rural regions,East,Technical School Degree,0.03004,96,3584,0.02445,0.03563
2020,Rural regions,East,Upper Secondary Degree,0.15482,736,3584,0.14298,0.16667
2020,Rural regions,East,Other Degree,0.03052,342,3584,0.02489,0.03615
2020,Rural regions,East,"Dropout, No School Degree",0.00830,78,3584,0.00533,0.01127
2020,Rural regions,East,No School Degree Yet,0.02438,107,3584,0.01933,0.02943
2020,Rural regions,East,No School Attended,0.00085,42,3584,-0.00010,0.00181
2021,Urban regions,West,Secondary School Degree,0.19281,1741,11204,0.18550,0.20011
2021,Urban regions,West,Intermediate School Degree,0.17835,2181,11204,0.17126,0.18544
2021,Urban regions,West,Technical School Degree,0.06852,856,11204,0.06385,0.07320
2021,Urban regions,West,Upper Secondary Degree,0.23336,3231,11204,0.22552,0.24119
2021,Urban regions,West,Other Degree,0.08649,2138,11204,0.08128,0.09169
2021,Urban regions,West,"Dropout, No School Degree",0.01717,557,11204,0.01476,0.01957
2021,Urban regions,West,No School Degree Yet,0.01389,299,11204,0.01172,0.01606
2021,Urban regions,West,No School Attended,0.00134,201,11204,0.00066,0.00202
2021,Urban regions,East,Secondary School Degree,0.09919,133,1447,0.08378,0.11459
2021,Urban regions,East,Intermediate School Degree,0.27377,468,1447,0.25078,0.29675
2021,Urban regions,East,Technical School Degree,0.04446,58,1447,0.03384,0.05509
2021,Urban regions,East,Upper Secondary Degree,0.30943,507,1447,0.28560,0.33325
2021,Urban regions,East,Other Degree,0.04062,192,1447,0.03045,0.05080
2021,Urban regions,East,"Dropout, No School Degree",0.01103,48,1447,0.00565,0.01641
2021,Urban regions,East,No School Degree Yet,0.01502,41,1447,0.00875,0.02129
2021,Rural regions,West,Secondary School Degree,0.25805,895,3756,0.24406,0.27205
2021,Rural regions,West,Intermediate School Degree,0.23152,984,3756,0.21802,0.24501
2021,Rural regions,West,Technical School Degree,0.05462,248,3756,0.04735,0.06188
2021,Rural regions,West,Upper Secondary Degree,0.16529,777,3756,0.15341,0.17717
2021,Rural regions,West,Other Degree,0.06990,573,3756,0.06174,0.07805
2021,Rural regions,West,"Dropout, No School Degree",0.01175,149,3756,0.00830,0.01519
2021,Rural regions,West,No School Degree Yet,0.00964,93,3756,0.00652,0.01277
2021,Rural regions,West,No School Attended,0.00091,37,3756,-0.00005,0.00188
2021,Rural regions,East,Secondary School Degree,0.16017,359,2324,0.14525,0.17508
2021,Rural regions,East,Intermediate School Degree,0.41104,1102,2324,0.39103,0.43105
2021,Rural regions,East,Technical School Degree,0.03556,72,2324,0.02803,0.04310
2021,Rural regions,East,Upper Secondary Degree,0.16394,533,2324,0.14889,0.17900
2021,Rural regions,East,Other Degree,0.03015,158,2324,0.02320,0.03710
2021,Rural regions,East,"Dropout, No School Degree",0.00508,39,2324,0.00219,0.00797
2021,Rural regions,East,No School Degree Yet,0.01519,61,2324,0.01021,0.02016
2022,Urban regions,West,Secondary School Degree,0.15032,1818,14478,0.14450,0.15614
2022,Urban regions,West,Intermediate School Degree,0.16288,2666,14478,0.15686,0.16889
2022,Urban regions,West,Technical School Degree,0.06604,1166,14478,0.06199,0.07008
2022,Urban regions,West,Upper Secondary Degree,0.22936,4511,14478,0.22251,0.23621
2022,Urban regions,West,Other Degree,0.08204,3200,14478,0.07757,0.08651
2022,Urban regions,West,"Dropout, No School Degree",0.01248,492,14478,0.01067,0.01429
2022,Urban regions,West,No School Degree Yet,0.01320,455,14478,0.01134,0.01506
2022,Urban regions,West,No School Attended,0.00276,170,14478,0.00191,0.00361
2022,Urban regions,East,Secondary School Degree,0.07880,140,1975,0.06691,0.09069
2022,Urban regions,East,Intermediate School Degree,0.25019,555,1975,0.23108,0.26930
2022,Urban regions,East,Technical School Degree,0.03727,80,1975,0.02891,0.04562
2022,Urban regions,East,Upper Secondary Degree,0.26741,699,1975,0.24789,0.28694
2022,Urban regions,East,Other Degree,0.04110,408,1975,0.03234,0.04986
2022,Urban regions,East,"Dropout, No School Degree",0.01072,49,1975,0.00618,0.01526
2022,Urban regions,East,No School Degree Yet,0.00557,44,1975,0.00229,0.00885
2022,Rural regions,West,Secondary School Degree,0.22387,1052,4608,0.21183,0.23590
2022,Rural regions,West,Intermediate School Degree,0.22278,1308,4608,0.21077,0.23480
2022,Rural regions,West,Technical School Degree,0.05286,332,4608,0.04640,0.05932
2022,Rural regions,West,Upper Secondary Degree,0.16101,1067,4608,0.15040,0.17163
2022,Rural regions,West,Other Degree,0.05722,571,4608,0.05052,0.06393
2022,Rural regions,West,"Dropout, No School Degree",0.01450,144,4608,0.01105,0.01795
2022,Rural regions,West,No School Degree Yet,0.00737,93,4608,0.00490,0.00984
2022,Rural regions,West,No School Attended,0.00147,41,4608,0.00037,0.00258
2022,Rural regions,East,Secondary School Degree,0.12298,369,3075,0.11137,0.13459
2022,Rural regions,East,Intermediate School Degree,0.35891,1429,3075,0.34195,0.37586
2022,Rural regions,East,Technical School Degree,0.03332,133,3075,0.02697,0.03966
2022,Rural regions,East,Upper Secondary Degree,0.17288,818,3075,0.15951,0.18624
2022,Rural regions,East,Other Degree,0.03361,204,3075,0.02724,0.03998
2022,Rural regions,East,"Dropout, No School Degree",0.00645,52,3075,0.00362,0.00928
2022,Rural regions,East,No School Degree Yet,0.00844,70,3075,0.00521,0.01168
