year,pgisced97,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Lower Secondary Level,Rural regions,Other Degree,0.05771,82,1156,0.04426,0.07116
2000,Upper Secondary Level,Urban regions,Secondary School Degree,0.55552,4259,7986,0.54462,0.56642
2000,Upper Secondary Level,Urban regions,Intermediate School Degree,0.32739,2717,7986,0.31710,0.33768
2000,Upper Secondary Level,Urban regions,Technical School Degree,0.00744,63,7986,0.00555,0.00932
2000,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05588,465,7986,0.05084,0.06091
2000,Upper Secondary Level,Urban regions,Other Degree,0.04822,439,7986,0.04352,0.05292
2000,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00545,43,7986,0.00383,0.00706
2000,Upper Secondary Level,Rural regions,Secondary School Degree,0.56154,2500,4769,0.54745,0.57562
2000,Upper Secondary Level,Rural regions,Intermediate School Degree,0.38281,2002,4769,0.36901,0.39661
2000,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02673,163,4769,0.02215,0.03131
2000,Upper Secondary Level,Rural regions,Other Degree,0.02170,104,4769,0.01756,0.02584
2000,Post-secondary Non-tertiary Level,Urban regions,Intermediate School Degree,0.04384,34,836,0.02995,0.05772
2000,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.26812,230,836,0.23807,0.29816
2000,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52748,444,836,0.49361,0.56134
2000,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.12598,128,836,0.10347,0.14849
2000,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.29030,65,212,0.22906,0.35155
2000,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.56337,147,212,0.49645,0.63030
2000,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.32030,368,1181,0.29367,0.34692
2000,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.37227,463,1181,0.34469,0.39985
2000,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.11130,132,1181,0.09335,0.12924
2000,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14544,154,1181,0.12533,0.16556
2000,First Stage of Tertiary Education,Urban regions,Other Degree,0.04502,64,1181,0.03319,0.05685
2000,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.34638,225,672,0.31038,0.38239
2000,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.47744,353,672,0.43965,0.51524
2000,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.07651,42,672,0.05640,0.09662
2000,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.06536,52,672,0.04666,0.08407
2000,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04049,104,2619,0.03294,0.04804
2000,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.11363,334,2619,0.10147,0.12578
2000,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.14086,339,2619,0.12754,0.15419
2000,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.63101,1663,2619,0.61253,0.64950
2000,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07380,179,2619,0.06379,0.08382
2000,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.09507,103,1193,0.07842,0.11173
2000,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.24548,339,1193,0.22105,0.26991
2000,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.13228,127,1193,0.11305,0.15151
2000,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.49627,591,1193,0.46789,0.52466
2000,Second Stage of Tertiary Education,Rural regions,Other Degree,0.03089,33,1193,0.02107,0.04072
2001,Primary Level,Urban regions,"Dropout, No School Degree",0.87463,214,214,0.83016,0.91910
2001,Primary Level,Rural regions,"Dropout, No School Degree",0.83573,51,51,0.73302,0.93843
2001,Lower Secondary Level,Urban regions,Secondary School Degree,0.67091,1291,2090,0.65076,0.69106
2001,Lower Secondary Level,Urban regions,Intermediate School Degree,0.18738,425,2090,0.17065,0.20412
2001,Lower Secondary Level,Urban regions,Other Degree,0.14171,374,2090,0.12675,0.15666
2001,Lower Secondary Level,Rural regions,Secondary School Degree,0.76902,705,992,0.74278,0.79526
2001,Lower Secondary Level,Rural regions,Intermediate School Degree,0.17842,224,992,0.15458,0.20226
2001,Lower Secondary Level,Rural regions,Other Degree,0.05256,63,992,0.03866,0.06645
2001,Upper Secondary Level,Urban regions,Secondary School Degree,0.54762,3772,7191,0.53611,0.55912
2001,Upper Secondary Level,Urban regions,Intermediate School Degree,0.33399,2524,7191,0.32308,0.34489
2001,Upper Secondary Level,Urban regions,Technical School Degree,0.00813,57,7191,0.00605,0.01021
2001,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05704,441,7191,0.05168,0.06240
2001,Upper Secondary Level,Urban regions,Other Degree,0.04900,397,7191,0.04401,0.05399
2001,Upper Secondary Level,Rural regions,Secondary School Degree,0.55590,2217,4308,0.54106,0.57074
2001,Upper Secondary Level,Rural regions,Intermediate School Degree,0.38643,1847,4308,0.37189,0.40097
2001,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02690,155,4308,0.02207,0.03173
2001,Upper Secondary Level,Rural regions,Other Degree,0.02194,89,4308,0.01757,0.02632
2001,Post-secondary Non-tertiary Level,Urban regions,Intermediate School Degree,0.04069,31,801,0.02700,0.05438
2001,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.26415,226,801,0.23359,0.29470
2001,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52240,415,801,0.48779,0.55702
2001,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.13463,129,801,0.11098,0.15829
2001,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.30658,66,204,0.24315,0.37001
2001,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.56260,138,204,0.49436,0.63084
2001,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.31151,320,1061,0.28363,0.33939
2001,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38355,429,1061,0.35428,0.41283
2001,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.11425,122,1061,0.09510,0.13340
2001,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14969,142,1061,0.12821,0.17117
2001,First Stage of Tertiary Education,Urban regions,Other Degree,0.03608,48,1061,0.02485,0.04731
2001,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.35611,202,590,0.31744,0.39478
2001,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.46674,305,590,0.42645,0.50703
2001,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.07449,38,590,0.05329,0.09570
2001,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.07178,45,590,0.05093,0.09262
2001,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03658,90,2439,0.02913,0.04403
2001,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.10911,302,2439,0.09674,0.12149
2001,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.13740,307,2439,0.12373,0.15106
2001,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.64210,1582,2439,0.62307,0.66113
2001,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07457,158,2439,0.06414,0.08500
2001,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.09289,98,1079,0.07557,0.11022
2001,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.24754,324,1079,0.22178,0.27331
2001,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.13119,118,1079,0.11103,0.15134
2001,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.49506,539,1079,0.46521,0.52491
2002,Primary Level,Urban regions,"Dropout, No School Degree",0.87486,195,195,0.82830,0.92142
2002,Primary Level,Rural regions,"Dropout, No School Degree",0.79690,47,47,0.68064,0.91316
2002,Lower Secondary Level,Urban regions,Secondary School Degree,0.66626,1175,1950,0.64533,0.68720
2002,Lower Secondary Level,Urban regions,Intermediate School Degree,0.18891,428,1950,0.17154,0.20629
2002,Lower Secondary Level,Urban regions,Other Degree,0.14482,347,1950,0.12920,0.16044
2002,Lower Secondary Level,Rural regions,Secondary School Degree,0.76622,665,941,0.73917,0.79328
2002,Lower Secondary Level,Rural regions,Intermediate School Degree,0.18133,221,941,0.15670,0.20596
2002,Lower Secondary Level,Rural regions,Other Degree,0.05245,55,941,0.03820,0.06670
2002,Upper Secondary Level,Urban regions,Secondary School Degree,0.54339,3635,7296,0.53196,0.55482
2002,Upper Secondary Level,Urban regions,Intermediate School Degree,0.33698,2708,7296,0.32613,0.34783
2002,Upper Secondary Level,Urban regions,Technical School Degree,0.00711,54,7296,0.00519,0.00904
2002,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05830,518,7296,0.05293,0.06368
2002,Upper Secondary Level,Urban regions,Other Degree,0.04989,381,7296,0.04489,0.05488
2002,Upper Secondary Level,Rural regions,Secondary School Degree,0.55119,2100,4201,0.53615,0.56623
2002,Upper Secondary Level,Rural regions,Intermediate School Degree,0.39323,1842,4201,0.37845,0.40800
2002,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02570,179,4201,0.02092,0.03049
2002,Upper Secondary Level,Rural regions,Other Degree,0.02121,80,4201,0.01685,0.02557
2002,Post-secondary Non-tertiary Level,Urban regions,Intermediate School Degree,0.04224,31,868,0.02885,0.05562
2002,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.26517,249,868,0.23578,0.29455
2002,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.51914,473,868,0.48589,0.55240
2002,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.13441,115,868,0.11170,0.15711
2002,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.32997,79,235,0.26972,0.39021
2002,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.53023,156,235,0.46628,0.59417
2002,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.32569,326,1108,0.29808,0.35329
2002,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38076,445,1108,0.35216,0.40937
2002,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.10409,129,1108,0.08610,0.12208
2002,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.13964,155,1108,0.11922,0.16006
2002,First Stage of Tertiary Education,Urban regions,Other Degree,0.04623,53,1108,0.03386,0.05860
2002,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.33849,194,608,0.30084,0.37613
2002,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.48055,323,608,0.44080,0.52030
2002,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.07588,41,608,0.05482,0.09695
2002,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.07197,50,608,0.05141,0.09253
2002,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03814,100,3233,0.03153,0.04474
2002,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.11105,351,3233,0.10022,0.12188
2002,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.13695,379,3233,0.12509,0.14880
2002,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.63959,2231,3233,0.62304,0.65614
2002,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07398,172,3233,0.06495,0.08300
2002,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.09746,98,1316,0.08143,0.11349
2002,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.24853,329,1316,0.22517,0.27189
2002,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.13163,131,1316,0.11336,0.14991
2002,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.48315,724,1316,0.45614,0.51016
2002,Second Stage of Tertiary Education,Rural regions,Other Degree,0.03923,34,1316,0.02874,0.04972
2003,Primary Level,Urban regions,"Dropout, No School Degree",0.88159,183,183,0.83465,0.92853
2003,Primary Level,Rural regions,"Dropout, No School Degree",0.79222,45,45,0.67234,0.91210
2003,Lower Secondary Level,Urban regions,Secondary School Degree,0.66944,1125,1849,0.64799,0.69089
2003,Lower Secondary Level,Urban regions,Intermediate School Degree,0.18986,407,1849,0.17198,0.20775
2003,Lower Secondary Level,Urban regions,Other Degree,0.14070,317,1849,0.12484,0.15655
2003,Lower Secondary Level,Rural regions,Secondary School Degree,0.75536,610,885,0.72702,0.78370
2003,Lower Secondary Level,Rural regions,Intermediate School Degree,0.19122,217,885,0.16530,0.21715
2003,Lower Secondary Level,Rural regions,Other Degree,0.05341,58,885,0.03859,0.06824
2003,Upper Secondary Level,Urban regions,Secondary School Degree,0.53505,3466,7023,0.52339,0.54672
2003,Upper Secondary Level,Urban regions,Intermediate School Degree,0.34178,2621,7023,0.33068,0.35287
2003,Upper Secondary Level,Urban regions,Technical School Degree,0.00776,63,7023,0.00571,0.00981
2003,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05821,514,7023,0.05274,0.06369
2003,Upper Secondary Level,Urban regions,Other Degree,0.05227,359,7023,0.04706,0.05748
2003,Upper Secondary Level,Rural regions,Secondary School Degree,0.54251,1976,3986,0.52704,0.55797
2003,Upper Secondary Level,Rural regions,Intermediate School Degree,0.40020,1771,3986,0.38499,0.41541
2003,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02562,160,3986,0.02071,0.03052
2003,Upper Secondary Level,Rural regions,Other Degree,0.02324,79,3986,0.01856,0.02792
2003,Post-secondary Non-tertiary Level,Urban regions,Intermediate School Degree,0.04319,31,858,0.02958,0.05680
2003,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.27509,244,858,0.24519,0.30499
2003,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52938,477,858,0.49597,0.56280
2003,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.12007,106,858,0.09831,0.14183
2003,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.33474,81,239,0.27478,0.39469
2003,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.54066,158,239,0.47735,0.60398
2003,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.31891,308,1064,0.29089,0.34693
2003,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38231,428,1064,0.35310,0.41153
2003,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.10692,127,1064,0.08835,0.12550
2003,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14643,155,1064,0.12518,0.16768
2003,First Stage of Tertiary Education,Urban regions,Other Degree,0.04264,46,1064,0.03050,0.05479
2003,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.32307,187,598,0.28556,0.36058
2003,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.48946,320,598,0.44936,0.52956
2003,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.07117,40,598,0.05055,0.09180
2003,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.08350,51,598,0.06131,0.10569
2003,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03709,98,3083,0.03041,0.04376
2003,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.10442,329,3083,0.09363,0.11522
2003,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.13598,354,3083,0.12388,0.14809
2003,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.64456,2137,3083,0.62766,0.66146
2003,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07766,165,3083,0.06821,0.08711
2003,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.09209,95,1261,0.07612,0.10805
2003,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.24338,315,1261,0.21969,0.26708
2003,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.13596,123,1261,0.11704,0.15489
2003,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.49127,697,1261,0.46366,0.51887
2003,Second Stage of Tertiary Education,Rural regions,Other Degree,0.03730,31,1261,0.02684,0.04776
2004,Primary Level,Urban regions,"Dropout, No School Degree",0.89071,172,172,0.84395,0.93748
2004,Primary Level,Rural regions,"Dropout, No School Degree",0.74989,40,40,0.61397,0.88581
2004,Lower Secondary Level,Urban regions,Secondary School Degree,0.67102,1057,1736,0.64891,0.69312
2004,Lower Secondary Level,Urban regions,Intermediate School Degree,0.18056,382,1736,0.16246,0.19866
2004,Lower Secondary Level,Urban regions,Other Degree,0.14842,297,1736,0.13169,0.16515
2004,Lower Secondary Level,Rural regions,Secondary School Degree,0.73378,560,838,0.70383,0.76372
2004,Lower Secondary Level,Rural regions,Intermediate School Degree,0.20657,221,838,0.17914,0.23400
2004,Lower Secondary Level,Rural regions,Other Degree,0.05965,57,838,0.04361,0.07570
2004,Upper Secondary Level,Urban regions,Secondary School Degree,0.53289,3318,6805,0.52103,0.54474
2004,Upper Secondary Level,Urban regions,Intermediate School Degree,0.34033,2533,6805,0.32907,0.35159
2004,Upper Secondary Level,Urban regions,Technical School Degree,0.00796,65,6805,0.00585,0.01007
2004,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05724,502,6805,0.05172,0.06276
2004,Upper Secondary Level,Urban regions,Other Degree,0.05519,355,6805,0.04977,0.06062
2004,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00624,32,6805,0.00437,0.00812
2004,Upper Secondary Level,Rural regions,Secondary School Degree,0.54115,1909,3882,0.52547,0.55683
2004,Upper Secondary Level,Rural regions,Intermediate School Degree,0.40172,1738,3882,0.38630,0.41714
2004,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02697,163,3882,0.02188,0.03207
2004,Upper Secondary Level,Rural regions,Other Degree,0.02151,72,3882,0.01694,0.02607
2004,Post-secondary Non-tertiary Level,Urban regions,Intermediate School Degree,0.04427,34,867,0.03057,0.05797
2004,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.27116,243,867,0.24155,0.30077
2004,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.53216,490,867,0.49893,0.56540
2004,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.12658,100,867,0.10443,0.14873
2004,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.36138,83,239,0.30035,0.42242
2004,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.51223,156,239,0.44872,0.57573
2004,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.31761,295,1034,0.28922,0.34600
2004,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.39208,421,1034,0.36231,0.42186
2004,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.09939,122,1034,0.08115,0.11764
2004,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14234,152,1034,0.12103,0.16364
2004,First Stage of Tertiary Education,Urban regions,Other Degree,0.04472,44,1034,0.03212,0.05733
2004,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.32878,183,582,0.29058,0.36698
2004,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.48409,306,582,0.44346,0.52473
2004,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.06533,37,582,0.04524,0.08543
2004,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.08312,56,582,0.06067,0.10556
2004,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03787,95,3032,0.03107,0.04467
2004,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.10864,328,3032,0.09756,0.11972
2004,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.13478,353,3032,0.12262,0.14693
2004,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.63996,2095,3032,0.62287,0.65705
2004,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07847,161,3032,0.06890,0.08805
2004,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.09246,94,1221,0.07620,0.10871
2004,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.23979,314,1221,0.21583,0.26374
2004,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.13063,122,1221,0.11172,0.14954
2004,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.50182,691,1221,0.47376,0.52988
2005,Primary Level,Urban regions,"Dropout, No School Degree",0.87827,164,164,0.82807,0.92846
2005,Primary Level,Rural regions,"Dropout, No School Degree",0.76245,37,37,0.62343,0.90147
2005,Lower Secondary Level,Urban regions,Secondary School Degree,0.64180,973,1631,0.61853,0.66508
2005,Lower Secondary Level,Urban regions,Intermediate School Degree,0.20533,381,1631,0.18572,0.22494
2005,Lower Secondary Level,Urban regions,Other Degree,0.15286,277,1631,0.13539,0.17033
2005,Lower Secondary Level,Rural regions,Secondary School Degree,0.72375,515,760,0.69194,0.75557
2005,Lower Secondary Level,Rural regions,Intermediate School Degree,0.20686,191,760,0.17804,0.23568
2005,Lower Secondary Level,Rural regions,Other Degree,0.06939,54,760,0.05131,0.08746
2005,Upper Secondary Level,Urban regions,Secondary School Degree,0.52259,3134,6416,0.51036,0.53481
2005,Upper Secondary Level,Urban regions,Intermediate School Degree,0.34791,2421,6416,0.33625,0.35956
2005,Upper Secondary Level,Urban regions,Technical School Degree,0.00782,61,6416,0.00566,0.00998
2005,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05960,471,6416,0.05380,0.06539
2005,Upper Secondary Level,Urban regions,Other Degree,0.05533,329,6416,0.04973,0.06092
2005,Upper Secondary Level,Rural regions,Secondary School Degree,0.52959,1795,3693,0.51349,0.54569
2005,Upper Secondary Level,Rural regions,Intermediate School Degree,0.41382,1675,3693,0.39793,0.42970
2005,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02896,158,3693,0.02355,0.03437
2005,Upper Secondary Level,Rural regions,Other Degree,0.01855,65,3693,0.01419,0.02290
2005,Post-secondary Non-tertiary Level,Urban regions,Intermediate School Degree,0.04406,31,843,0.03020,0.05792
2005,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.26858,242,843,0.23865,0.29852
2005,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52394,471,843,0.49020,0.55767
2005,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.14050,99,843,0.11703,0.16398
2005,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.37134,87,238,0.30983,0.43286
2005,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.51332,151,238,0.44968,0.57695
2005,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.31649,280,984,0.28741,0.34556
2005,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38815,401,984,0.35768,0.41861
2005,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.10079,114,984,0.08197,0.11961
2005,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14352,147,984,0.12160,0.16544
2005,First Stage of Tertiary Education,Urban regions,Other Degree,0.04816,42,984,0.03477,0.06154
2005,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.29131,170,554,0.25344,0.32918
2005,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.51076,297,554,0.46909,0.55242
2005,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.07293,36,554,0.05126,0.09460
2005,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.08799,51,554,0.06438,0.11160
2005,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03697,91,2943,0.03015,0.04378
2005,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.10247,314,2943,0.09152,0.11343
2005,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.13138,339,2943,0.11917,0.14358
2005,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.64726,2042,2943,0.62999,0.66453
2005,Second Stage of Tertiary Education,Urban regions,Other Degree,0.08166,157,2943,0.07176,0.09155
2005,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.08626,91,1178,0.07022,0.10230
2005,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.22874,305,1178,0.20474,0.25274
2005,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.12712,116,1178,0.10809,0.14615
2005,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.51637,666,1178,0.48782,0.54492
2006,Primary Level,Urban regions,"Dropout, No School Degree",0.87957,150,150,0.82731,0.93183
2006,Primary Level,Rural regions,"Dropout, No School Degree",0.69180,40,40,0.54688,0.83672
2006,Lower Secondary Level,Urban regions,Secondary School Degree,0.64817,1025,1663,0.62521,0.67113
2006,Lower Secondary Level,Urban regions,Intermediate School Degree,0.19792,374,1663,0.17876,0.21707
2006,Lower Secondary Level,Urban regions,Other Degree,0.15392,264,1663,0.13657,0.17126
2006,Lower Secondary Level,Rural regions,Secondary School Degree,0.70954,581,872,0.67939,0.73969
2006,Lower Secondary Level,Rural regions,Intermediate School Degree,0.22083,228,872,0.19328,0.24838
2006,Lower Secondary Level,Rural regions,Other Degree,0.06963,63,872,0.05272,0.08653
2006,Upper Secondary Level,Urban regions,Secondary School Degree,0.51117,3371,6909,0.49938,0.52296
2006,Upper Secondary Level,Urban regions,Intermediate School Degree,0.35208,2599,6909,0.34081,0.36334
2006,Upper Secondary Level,Urban regions,Technical School Degree,0.00976,73,6909,0.00744,0.01208
2006,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.06181,490,6909,0.05614,0.06749
2006,Upper Secondary Level,Urban regions,Other Degree,0.05811,345,6909,0.05259,0.06363
2006,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00636,31,6909,0.00449,0.00824
2006,Upper Secondary Level,Rural regions,Secondary School Degree,0.51329,1943,4027,0.49785,0.52873
2006,Upper Secondary Level,Rural regions,Intermediate School Degree,0.42497,1839,4027,0.40970,0.44025
2006,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02749,163,4027,0.02244,0.03254
2006,Upper Secondary Level,Rural regions,Other Degree,0.02308,82,4027,0.01844,0.02772
2006,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.26147,260,868,0.23222,0.29072
2006,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.53321,501,868,0.50000,0.56642
2006,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.14338,107,868,0.12005,0.16671
2006,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.37649,98,265,0.31804,0.43494
2006,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.49664,167,265,0.43633,0.55696
2006,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.29776,284,1020,0.26968,0.32583
2006,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38201,408,1020,0.35218,0.41185
2006,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.10715,126,1020,0.08815,0.12614
2006,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.15385,154,1020,0.13170,0.17601
2006,First Stage of Tertiary Education,Urban regions,Other Degree,0.05663,48,1020,0.04244,0.07082
2006,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.31480,196,607,0.27782,0.35178
2006,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.50214,317,607,0.46233,0.54195
2006,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.06895,37,607,0.04878,0.08912
2006,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.09580,57,607,0.07237,0.11923
2006,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03132,93,3228,0.02531,0.03733
2006,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.10582,361,3228,0.09521,0.11643
