year,pgisced97,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Lower Secondary Level,male,Secondary School Degree,0.60437,647,1155,0.57616,0.63258
2000,Lower Secondary Level,male,Intermediate School Degree,0.25818,310,1155,0.23293,0.28343
2000,Lower Secondary Level,male,Other Degree,0.13745,198,1155,0.11758,0.15731
2000,Lower Secondary Level,female,Secondary School Degree,0.75947,1691,2398,0.74236,0.77658
2000,Lower Secondary Level,female,Intermediate School Degree,0.14887,421,2398,0.13462,0.16312
2000,Lower Secondary Level,female,Other Degree,0.09166,286,2398,0.08011,0.10321
2000,Upper Secondary Level,male,Secondary School Degree,0.59535,3571,6232,0.58316,0.60753
2000,Upper Secondary Level,male,Intermediate School Degree,0.29935,1992,6232,0.28797,0.31072
2000,Upper Secondary Level,male,Upper Secondary Degree,0.04686,310,6232,0.04162,0.05211
2000,Upper Secondary Level,male,Other Degree,0.04832,327,6232,0.04299,0.05364
2000,Upper Secondary Level,male,"Dropout, No School Degree",0.00537,32,6232,0.00355,0.00718
2000,Upper Secondary Level,female,Secondary School Degree,0.52075,3188,6500,0.50861,0.53290
2000,Upper Secondary Level,female,Intermediate School Degree,0.39232,2727,6500,0.38045,0.40419
2000,Upper Secondary Level,female,Technical School Degree,0.00757,51,6500,0.00546,0.00968
2000,Upper Secondary Level,female,Upper Secondary Degree,0.04491,318,6500,0.03987,0.04994
2000,Upper Secondary Level,female,Other Degree,0.03015,216,6500,0.02599,0.03431
2000,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29190,138,468,0.25067,0.33314
2000,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.50630,252,468,0.46096,0.55165
2000,Post-secondary Non-tertiary Level,male,Other Degree,0.12604,78,468,0.09594,0.15614
2000,Post-secondary Non-tertiary Level,female,Technical School Degree,0.25532,157,575,0.21964,0.29099
2000,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.56094,339,575,0.52034,0.60153
2000,Post-secondary Non-tertiary Level,female,Other Degree,0.11696,79,575,0.09067,0.14325
2000,First Stage of Tertiary Education,male,Secondary School Degree,0.39623,417,1068,0.36688,0.42557
2000,First Stage of Tertiary Education,male,Intermediate School Degree,0.34871,397,1068,0.32012,0.37731
2000,First Stage of Tertiary Education,male,Technical School Degree,0.12260,122,1068,0.10292,0.14228
2000,First Stage of Tertiary Education,male,Upper Secondary Degree,0.08698,89,1068,0.07008,0.10389
2000,First Stage of Tertiary Education,male,Other Degree,0.03856,43,1068,0.02701,0.05012
2000,First Stage of Tertiary Education,female,Secondary School Degree,0.23854,176,804,0.20906,0.26801
2000,First Stage of Tertiary Education,female,Intermediate School Degree,0.48485,419,804,0.45028,0.51941
2000,First Stage of Tertiary Education,female,Technical School Degree,0.06935,52,804,0.05178,0.08692
2000,First Stage of Tertiary Education,female,Upper Secondary Degree,0.16220,117,804,0.13670,0.18769
2000,First Stage of Tertiary Education,female,Other Degree,0.03811,40,804,0.02487,0.05135
2000,Second Stage of Tertiary Education,male,Secondary School Degree,0.06456,138,2157,0.05418,0.07493
2000,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12855,306,2157,0.11442,0.14268
2000,Second Stage of Tertiary Education,male,Technical School Degree,0.16309,316,2157,0.14750,0.17869
2000,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.59427,1296,2157,0.57354,0.61499
2000,Second Stage of Tertiary Education,male,Other Degree,0.04927,101,2157,0.04014,0.05841
2000,Second Stage of Tertiary Education,female,Secondary School Degree,0.04246,69,1655,0.03274,0.05218
2000,Second Stage of Tertiary Education,female,Intermediate School Degree,0.17922,367,1655,0.16074,0.19770
2000,Second Stage of Tertiary Education,female,Technical School Degree,0.10394,150,1655,0.08923,0.11865
2000,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.59424,958,1655,0.57057,0.61790
2000,Second Stage of Tertiary Education,female,Other Degree,0.08014,111,1655,0.06705,0.09322
2001,Primary Level,male,"Dropout, No School Degree",0.86809,114,114,0.80570,0.93049
2001,Primary Level,female,"Dropout, No School Degree",0.86553,151,151,0.81093,0.92013
2001,Lower Secondary Level,male,Secondary School Degree,0.59955,554,999,0.56915,0.62995
2001,Lower Secondary Level,male,Intermediate School Degree,0.24997,267,999,0.22311,0.27683
2001,Lower Secondary Level,male,Other Degree,0.15048,178,999,0.12829,0.17266
2001,Lower Secondary Level,female,Secondary School Degree,0.74545,1442,2083,0.72674,0.76416
2001,Lower Secondary Level,female,Intermediate School Degree,0.15668,382,2083,0.14106,0.17229
2001,Lower Secondary Level,female,Other Degree,0.09788,259,2083,0.08511,0.11064
2001,Upper Secondary Level,male,Secondary School Degree,0.58890,3164,5615,0.57603,0.60177
2001,Upper Secondary Level,male,Intermediate School Degree,0.30804,1851,5615,0.29596,0.32012
2001,Upper Secondary Level,male,Technical School Degree,0.00547,31,5615,0.00354,0.00739
2001,Upper Secondary Level,male,Upper Secondary Degree,0.04676,285,5615,0.04124,0.05229
2001,Upper Secondary Level,male,Other Degree,0.04636,284,5615,0.04086,0.05186
2001,Upper Secondary Level,female,Secondary School Degree,0.51311,2825,5907,0.50036,0.52585
2001,Upper Secondary Level,female,Intermediate School Degree,0.39478,2520,5907,0.38231,0.40724
2001,Upper Secondary Level,female,Technical School Degree,0.00878,49,5907,0.00640,0.01116
2001,Upper Secondary Level,female,Upper Secondary Degree,0.04659,311,5907,0.04121,0.05197
2001,Upper Secondary Level,female,Other Degree,0.03321,202,5907,0.02864,0.03778
2001,Post-secondary Non-tertiary Level,male,Technical School Degree,0.27665,132,441,0.23485,0.31845
2001,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.51219,235,441,0.46549,0.55890
2001,Post-secondary Non-tertiary Level,male,Other Degree,0.12549,74,441,0.09453,0.15644
2001,Post-secondary Non-tertiary Level,female,Technical School Degree,0.26959,160,556,0.23267,0.30651
2001,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.54713,318,556,0.50571,0.58854
2001,Post-secondary Non-tertiary Level,female,Other Degree,0.12647,78,556,0.09882,0.15413
2001,First Stage of Tertiary Education,male,Secondary School Degree,0.39121,369,957,0.36027,0.42214
2001,First Stage of Tertiary Education,male,Intermediate School Degree,0.35727,363,957,0.32689,0.38764
2001,First Stage of Tertiary Education,male,Technical School Degree,0.11834,109,957,0.09787,0.13882
2001,First Stage of Tertiary Education,male,Upper Secondary Degree,0.09455,85,957,0.07600,0.11309
2001,First Stage of Tertiary Education,male,Other Degree,0.03113,31,957,0.02012,0.04213
2001,First Stage of Tertiary Education,female,Secondary School Degree,0.23502,153,709,0.20379,0.26626
2001,First Stage of Tertiary Education,female,Intermediate School Degree,0.48566,371,709,0.44885,0.52248
2001,First Stage of Tertiary Education,female,Technical School Degree,0.07730,51,709,0.05763,0.09697
2001,First Stage of Tertiary Education,female,Upper Secondary Degree,0.16566,102,709,0.13827,0.19304
2001,First Stage of Tertiary Education,female,Other Degree,0.03152,32,709,0.01865,0.04439
2001,Second Stage of Tertiary Education,male,Secondary School Degree,0.06292,130,1991,0.05225,0.07359
2001,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12314,276,1991,0.10870,0.13758
2001,Second Stage of Tertiary Education,male,Technical School Degree,0.16238,285,1991,0.14617,0.17858
2001,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.60357,1215,1991,0.58208,0.62506
2001,Second Stage of Tertiary Education,male,Other Degree,0.04770,85,1991,0.03833,0.05706
2001,Second Stage of Tertiary Education,female,Secondary School Degree,0.03608,58,1554,0.02680,0.04536
2001,Second Stage of Tertiary Education,female,Intermediate School Degree,0.17791,350,1554,0.15889,0.19693
2001,Second Stage of Tertiary Education,female,Technical School Degree,0.09896,140,1554,0.08410,0.11381
2001,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.60165,906,1554,0.57730,0.62600
2001,Second Stage of Tertiary Education,female,Other Degree,0.08540,100,1554,0.07150,0.09930
2002,Primary Level,male,"Dropout, No School Degree",0.86241,102,102,0.79523,0.92959
2002,Primary Level,female,"Dropout, No School Degree",0.85473,140,140,0.79615,0.91331
2002,Lower Secondary Level,male,Secondary School Degree,0.60252,515,946,0.57132,0.63372
2002,Lower Secondary Level,male,Intermediate School Degree,0.24829,269,946,0.22075,0.27584
2002,Lower Secondary Level,male,Other Degree,0.14918,162,946,0.12647,0.17190
2002,Lower Secondary Level,female,Secondary School Degree,0.73992,1325,1945,0.72042,0.75942
2002,Lower Secondary Level,female,Intermediate School Degree,0.15977,380,1945,0.14348,0.17605
2002,Lower Secondary Level,female,Other Degree,0.10031,240,1945,0.08696,0.11367
2002,Upper Secondary Level,male,Secondary School Degree,0.58379,2996,5535,0.57080,0.59678
2002,Upper Secondary Level,male,Intermediate School Degree,0.31098,1888,5535,0.29878,0.32317
2002,Upper Secondary Level,male,Technical School Degree,0.00513,38,5535,0.00325,0.00701
2002,Upper Secondary Level,male,Upper Secondary Degree,0.04931,351,5535,0.04360,0.05501
2002,Upper Secondary Level,male,Other Degree,0.04636,262,5535,0.04082,0.05190
2002,Upper Secondary Level,female,Secondary School Degree,0.50929,2739,5990,0.49663,0.52195
2002,Upper Secondary Level,female,Intermediate School Degree,0.40035,2662,5990,0.38794,0.41276
2002,Upper Secondary Level,female,Technical School Degree,0.00800,44,5990,0.00574,0.01025
2002,Upper Secondary Level,female,Upper Secondary Degree,0.04503,346,5990,0.03978,0.05028
2002,Upper Secondary Level,female,Other Degree,0.03394,199,5990,0.02936,0.03853
2002,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29085,145,460,0.24930,0.33240
2002,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.49728,249,460,0.45154,0.54302
2002,Post-secondary Non-tertiary Level,male,Other Degree,0.13114,66,460,0.10026,0.16202
2002,Post-secondary Non-tertiary Level,female,Technical School Degree,0.26996,183,637,0.23546,0.30446
2002,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.54096,380,637,0.50223,0.57968
2002,Post-secondary Non-tertiary Level,female,Other Degree,0.12639,74,637,0.10056,0.15221
2002,First Stage of Tertiary Education,male,Secondary School Degree,0.38645,371,1002,0.35628,0.41661
2002,First Stage of Tertiary Education,male,Intermediate School Degree,0.36885,386,1002,0.33896,0.39875
2002,First Stage of Tertiary Education,male,Technical School Degree,0.10480,116,1002,0.08582,0.12377
2002,First Stage of Tertiary Education,male,Upper Secondary Degree,0.09538,94,1002,0.07718,0.11358
2002,First Stage of Tertiary Education,male,Other Degree,0.03816,35,1002,0.02629,0.05003
2002,First Stage of Tertiary Education,female,Secondary School Degree,0.24780,149,730,0.21646,0.27914
2002,First Stage of Tertiary Education,female,Intermediate School Degree,0.47966,382,730,0.44339,0.51592
2002,First Stage of Tertiary Education,female,Technical School Degree,0.08000,54,730,0.06031,0.09969
2002,First Stage of Tertiary Education,female,Upper Secondary Degree,0.14868,111,730,0.12285,0.17451
2002,First Stage of Tertiary Education,female,Other Degree,0.03883,34,730,0.02481,0.05285
2002,Second Stage of Tertiary Education,male,Secondary School Degree,0.06854,140,2596,0.05882,0.07826
2002,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12338,321,2596,0.11073,0.13604
2002,Second Stage of Tertiary Education,male,Technical School Degree,0.16503,348,2596,0.15075,0.17931
2002,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.59312,1689,2596,0.57422,0.61202
2002,Second Stage of Tertiary Education,male,Other Degree,0.04978,98,2596,0.04141,0.05815
2002,Second Stage of Tertiary Education,female,Secondary School Degree,0.03384,58,1953,0.02582,0.04186
2002,Second Stage of Tertiary Education,female,Intermediate School Degree,0.18220,359,1953,0.16507,0.19932
2002,Second Stage of Tertiary Education,female,Technical School Degree,0.09435,162,1953,0.08138,0.10731
2002,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.60389,1266,1953,0.58219,0.62559
2002,Second Stage of Tertiary Education,female,Other Degree,0.08541,108,1953,0.07301,0.09781
2003,Primary Level,male,"Dropout, No School Degree",0.86635,93,93,0.79682,0.93589
2003,Primary Level,female,"Dropout, No School Degree",0.85918,135,135,0.80028,0.91807
2003,Lower Secondary Level,male,Secondary School Degree,0.61173,500,909,0.58003,0.64343
2003,Lower Secondary Level,male,Intermediate School Degree,0.25424,261,909,0.22592,0.28257
2003,Lower Secondary Level,male,Other Degree,0.13402,148,909,0.11187,0.15618
2003,Lower Secondary Level,female,Secondary School Degree,0.73599,1235,1825,0.71576,0.75622
2003,Lower Secondary Level,female,Intermediate School Degree,0.16079,363,1825,0.14393,0.17765
2003,Lower Secondary Level,female,Other Degree,0.10321,227,1825,0.08925,0.11718
2003,Upper Secondary Level,male,Secondary School Degree,0.57175,2843,5284,0.55841,0.58509
2003,Upper Secondary Level,male,Intermediate School Degree,0.31721,1817,5284,0.30466,0.32976
2003,Upper Secondary Level,male,Technical School Degree,0.00522,45,5284,0.00328,0.00716
2003,Upper Secondary Level,male,Upper Secondary Degree,0.05151,330,5284,0.04555,0.05747
2003,Upper Secondary Level,male,Other Degree,0.04941,249,5284,0.04357,0.05526
2003,Upper Secondary Level,female,Secondary School Degree,0.50429,2599,5752,0.49137,0.51722
2003,Upper Secondary Level,female,Intermediate School Degree,0.40509,2575,5752,0.39240,0.41778
2003,Upper Secondary Level,female,Technical School Degree,0.00851,45,5752,0.00614,0.01089
2003,Upper Secondary Level,female,Upper Secondary Degree,0.04279,344,5752,0.03756,0.04802
2003,Upper Secondary Level,female,Other Degree,0.03550,189,5752,0.03072,0.04028
2003,Post-secondary Non-tertiary Level,male,Technical School Degree,0.28410,141,449,0.24234,0.32586
2003,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.51236,247,449,0.46607,0.55864
2003,Post-secondary Non-tertiary Level,male,Other Degree,0.12682,61,449,0.09600,0.15763
2003,Post-secondary Non-tertiary Level,female,Technical School Degree,0.29085,184,639,0.25561,0.32609
2003,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.54686,388,639,0.50824,0.58549
2003,Post-secondary Non-tertiary Level,female,Other Degree,0.10645,67,639,0.08252,0.13038
2003,First Stage of Tertiary Education,male,Secondary School Degree,0.37542,351,971,0.34495,0.40589
2003,First Stage of Tertiary Education,male,Intermediate School Degree,0.37937,381,971,0.34883,0.40990
2003,First Stage of Tertiary Education,male,Technical School Degree,0.10504,114,971,0.08574,0.12433
2003,First Stage of Tertiary Education,male,Upper Secondary Degree,0.09922,94,971,0.08041,0.11804
2003,First Stage of Tertiary Education,male,Other Degree,0.03549,31,971,0.02385,0.04713
2003,First Stage of Tertiary Education,female,Secondary School Degree,0.24044,144,707,0.20892,0.27197
2003,First Stage of Tertiary Education,female,Intermediate School Degree,0.47509,367,707,0.43825,0.51193
2003,First Stage of Tertiary Education,female,Technical School Degree,0.08013,53,707,0.06010,0.10015
2003,First Stage of Tertiary Education,female,Upper Secondary Degree,0.16287,112,707,0.13563,0.19011
2003,First Stage of Tertiary Education,female,Other Degree,0.03631,31,707,0.02251,0.05010
2003,Second Stage of Tertiary Education,male,Secondary School Degree,0.06640,137,2454,0.05655,0.07625
2003,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12092,302,2454,0.10802,0.13382
2003,Second Stage of Tertiary Education,male,Technical School Degree,0.16669,321,2454,0.15194,0.18144
2003,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.59321,1603,2454,0.57377,0.61265
2003,Second Stage of Tertiary Education,male,Other Degree,0.05265,91,2454,0.04381,0.06148
2003,Second Stage of Tertiary Education,female,Secondary School Degree,0.03220,56,1890,0.02424,0.04016
2003,Second Stage of Tertiary Education,female,Intermediate School Degree,0.16981,342,1890,0.15288,0.18674
2003,Second Stage of Tertiary Education,female,Technical School Degree,0.09451,156,1890,0.08132,0.10770
2003,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.61720,1231,1890,0.59528,0.63912
2003,Second Stage of Tertiary Education,female,Other Degree,0.08598,105,1890,0.07334,0.09862
2004,Primary Level,male,"Dropout, No School Degree",0.84423,83,83,0.76574,0.92272
2004,Primary Level,female,"Dropout, No School Degree",0.86986,129,129,0.81157,0.92815
2004,Lower Secondary Level,male,Secondary School Degree,0.61990,462,836,0.58697,0.65282
2004,Lower Secondary Level,male,Intermediate School Degree,0.24504,240,836,0.21587,0.27422
2004,Lower Secondary Level,male,Other Degree,0.13506,134,836,0.11188,0.15824
2004,Lower Secondary Level,female,Secondary School Degree,0.72313,1155,1738,0.70209,0.74418
2004,Lower Secondary Level,female,Intermediate School Degree,0.16368,363,1738,0.14628,0.18108
2004,Lower Secondary Level,female,Other Degree,0.11318,220,1738,0.09828,0.12808
2004,Upper Secondary Level,male,Secondary School Degree,0.56846,2723,5106,0.55487,0.58205
2004,Upper Secondary Level,male,Intermediate School Degree,0.31831,1774,5106,0.30553,0.33109
2004,Upper Secondary Level,male,Technical School Degree,0.00640,43,5106,0.00421,0.00858
2004,Upper Secondary Level,male,Upper Secondary Degree,0.04999,321,5106,0.04401,0.05597
2004,Upper Secondary Level,male,Other Degree,0.05088,245,5106,0.04485,0.05691
2004,Upper Secondary Level,female,Secondary School Degree,0.50384,2504,5575,0.49071,0.51696
2004,Upper Secondary Level,female,Intermediate School Degree,0.40344,2497,5575,0.39056,0.41632
2004,Upper Secondary Level,female,Technical School Degree,0.00735,48,5575,0.00510,0.00959
2004,Upper Secondary Level,female,Upper Secondary Degree,0.04376,344,5575,0.03839,0.04913
2004,Upper Secondary Level,female,Other Degree,0.03654,182,5575,0.03161,0.04146
2004,Post-secondary Non-tertiary Level,male,Technical School Degree,0.27398,141,451,0.23277,0.31519
2004,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.52707,254,451,0.48094,0.57320
2004,Post-secondary Non-tertiary Level,male,Other Degree,0.12771,56,451,0.09687,0.15855
2004,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30227,185,641,0.26669,0.33785
2004,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.52883,392,641,0.49015,0.56750
2004,Post-secondary Non-tertiary Level,female,Other Degree,0.11478,64,641,0.09009,0.13948
2004,First Stage of Tertiary Education,male,Secondary School Degree,0.37989,338,900,0.34816,0.41161
2004,First Stage of Tertiary Education,male,Intermediate School Degree,0.37662,361,900,0.34494,0.40829
2004,First Stage of Tertiary Education,male,Technical School Degree,0.09677,107,900,0.07745,0.11610
2004,First Stage of Tertiary Education,male,Upper Secondary Degree,0.09881,94,900,0.07930,0.11832
2004,First Stage of Tertiary Education,female,Secondary School Degree,0.23605,140,672,0.20392,0.26818
2004,First Stage of Tertiary Education,female,Intermediate School Degree,0.48982,366,672,0.45200,0.52765
2004,First Stage of Tertiary Education,female,Technical School Degree,0.07537,52,672,0.05540,0.09534
2004,First Stage of Tertiary Education,female,Upper Secondary Degree,0.15732,114,672,0.12977,0.18487
2004,Second Stage of Tertiary Education,male,Secondary School Degree,0.06578,133,2412,0.05589,0.07568
2004,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12340,295,2412,0.11027,0.13653
2004,Second Stage of Tertiary Education,male,Technical School Degree,0.16153,318,2412,0.14684,0.17622
2004,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.59511,1576,2412,0.57551,0.61470
2004,Second Stage of Tertiary Education,male,Other Degree,0.05405,90,2412,0.04502,0.06308
2004,Second Stage of Tertiary Education,female,Secondary School Degree,0.03372,56,1870,0.02554,0.04190
2004,Second Stage of Tertiary Education,female,Intermediate School Degree,0.17038,347,1870,0.15334,0.18743
2004,Second Stage of Tertiary Education,female,Technical School Degree,0.09549,157,1870,0.08217,0.10882
2004,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.61511,1210,1870,0.59305,0.63717
2004,Second Stage of Tertiary Education,female,Other Degree,0.08498,100,1870,0.07234,0.09763
2005,Primary Level,male,"Dropout, No School Degree",0.80717,82,82,0.72126,0.89309
2005,Primary Level,female,"Dropout, No School Degree",0.89473,119,119,0.83935,0.95010
2005,Lower Secondary Level,male,Secondary School Degree,0.59784,428,774,0.56327,0.63241
2005,Lower Secondary Level,male,Intermediate School Degree,0.26173,221,774,0.23074,0.29272
2005,Lower Secondary Level,male,Other Degree,0.14043,125,774,0.11594,0.16493
2005,Lower Secondary Level,female,Secondary School Degree,0.70014,1060,1617,0.67780,0.72248
2005,Lower Secondary Level,female,Intermediate School Degree,0.17953,351,1617,0.16082,0.19824
2005,Lower Secondary Level,female,Other Degree,0.12033,206,1617,0.10447,0.13620
2005,Upper Secondary Level,male,Secondary School Degree,0.55667,2567,4828,0.54266,0.57069
2005,Upper Secondary Level,male,Intermediate School Degree,0.33036,1702,4828,0.31709,0.34363
2005,Upper Secondary Level,male,Technical School Degree,0.00588,38,4828,0.00372,0.00804
2005,Upper Secondary Level,male,Upper Secondary Degree,0.05046,295,4828,0.04428,0.05663
2005,Upper Secondary Level,male,Other Degree,0.04992,226,4828,0.04377,0.05606
2005,Upper Secondary Level,female,Secondary School Degree,0.49426,2362,5303,0.48080,0.50772
2005,Upper Secondary Level,female,Intermediate School Degree,0.40983,2394,5303,0.39659,0.42307
2005,Upper Secondary Level,female,Technical School Degree,0.00768,45,5303,0.00533,0.01003
2005,Upper Secondary Level,female,Upper Secondary Degree,0.04760,334,5303,0.04187,0.05334
2005,Upper Secondary Level,female,Other Degree,0.03553,168,5303,0.03054,0.04051
2005,Post-secondary Non-tertiary Level,male,Technical School Degree,0.27356,141,439,0.23181,0.31531
2005,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.52801,243,439,0.48126,0.57476
2005,Post-secondary Non-tertiary Level,male,Other Degree,0.14261,55,439,0.10986,0.17535
2005,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30364,188,631,0.26774,0.33955
2005,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.51680,379,631,0.47778,0.55582
2005,Post-secondary Non-tertiary Level,female,Other Degree,0.12205,64,631,0.09649,0.14761
2005,First Stage of Tertiary Education,male,Secondary School Degree,0.36484,320,862,0.33269,0.39700
2005,First Stage of Tertiary Education,male,Intermediate School Degree,0.38545,352,862,0.35294,0.41796
2005,First Stage of Tertiary Education,male,Technical School Degree,0.09811,101,862,0.07824,0.11797
2005,First Stage of Tertiary Education,male,Upper Secondary Degree,0.10336,89,862,0.08302,0.12369
2005,First Stage of Tertiary Education,female,Secondary School Degree,0.22420,130,634,0.19171,0.25669
2005,First Stage of Tertiary Education,female,Intermediate School Degree,0.49418,346,634,0.45523,0.53313
2005,First Stage of Tertiary Education,female,Technical School Degree,0.08156,49,634,0.06024,0.10288
2005,First Stage of Tertiary Education,female,Upper Secondary Degree,0.15654,109,634,0.12824,0.18485
2005,Second Stage of Tertiary Education,male,Secondary School Degree,0.06351,127,2300,0.05354,0.07348
2005,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12124,286,2300,0.10789,0.13458
2005,Second Stage of Tertiary Education,male,Technical School Degree,0.15638,300,2300,0.14154,0.17123
2005,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.60676,1505,2300,0.58679,0.62673
2005,Second Stage of Tertiary Education,male,Other Degree,0.05197,82,2300,0.04290,0.06104
2005,Second Stage of Tertiary Education,female,Secondary School Degree,0.03237,55,1850,0.02430,0.04043
2005,Second Stage of Tertiary Education,female,Intermediate School Degree,0.15451,333,1850,0.13804,0.17099
2005,Second Stage of Tertiary Education,female,Technical School Degree,0.09639,155,1850,0.08294,0.10984
2005,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.62060,1203,1850,0.59848,0.64272
2005,Second Stage of Tertiary Education,female,Other Degree,0.09585,104,1850,0.08243,0.10927
2006,Primary Level,male,"Dropout, No School Degree",0.77431,72,72,0.67707,0.87155
2006,Primary Level,female,"Dropout, No School Degree",0.88439,118,118,0.82644,0.94233
2006,Lower Secondary Level,male,Secondary School Degree,0.59794,444,800,0.56394,0.63194
2006,Lower Secondary Level,male,Intermediate School Degree,0.25348,232,800,0.22331,0.28364
2006,Lower Secondary Level,male,Other Degree,0.14858,124,800,0.12392,0.17325
2006,Lower Secondary Level,female,Secondary School Degree,0.70100,1162,1735,0.67945,0.72255
2006,Lower Secondary Level,female,Intermediate School Degree,0.18295,370,1735,0.16475,0.20114
2006,Lower Secondary Level,female,Other Degree,0.11605,203,1735,0.10098,0.13113
2006,Upper Secondary Level,male,Secondary School Degree,0.54798,2784,5182,0.53442,0.56153
2006,Upper Secondary Level,male,Intermediate School Degree,0.33601,1829,5182,0.32315,0.34887
2006,Upper Secondary Level,male,Technical School Degree,0.00717,41,5182,0.00487,0.00946
2006,Upper Secondary Level,male,Upper Secondary Degree,0.04848,290,5182,0.04263,0.05433
2006,Upper Secondary Level,male,Other Degree,0.05273,238,5182,0.04665,0.05882
2006,Upper Secondary Level,female,Secondary School Degree,0.47695,2530,5748,0.46403,0.48986
2006,Upper Secondary Level,female,Intermediate School Degree,0.41768,2609,5748,0.40493,0.43043
2006,Upper Secondary Level,female,Technical School Degree,0.00968,57,5748,0.00715,0.01221
2006,Upper Secondary Level,female,Upper Secondary Degree,0.05118,363,5748,0.04549,0.05688
2006,Upper Secondary Level,female,Other Degree,0.03928,189,5748,0.03426,0.04430
2006,Post-secondary Non-tertiary Level,male,Technical School Degree,0.28732,148,452,0.24556,0.32909
2006,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.52146,249,452,0.47535,0.56756
2006,Post-secondary Non-tertiary Level,male,Other Degree,0.12544,55,452,0.09487,0.15601
2006,Post-secondary Non-tertiary Level,female,Technical School Degree,0.28900,210,703,0.25546,0.32253
2006,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.52711,419,703,0.49018,0.56405
2006,Post-secondary Non-tertiary Level,female,Other Degree,0.13928,74,703,0.11367,0.16489
2006,First Stage of Tertiary Education,male,Secondary School Degree,0.36402,341,910,0.33274,0.39529
2006,First Stage of Tertiary Education,male,Intermediate School Degree,0.36887,357,910,0.33751,0.40024
2006,First Stage of Tertiary Education,male,Technical School Degree,0.10350,109,910,0.08370,0.12330
2006,First Stage of Tertiary Education,male,Upper Secondary Degree,0.12113,103,910,0.09992,0.14234
2006,First Stage of Tertiary Education,female,Secondary School Degree,0.21815,139,702,0.18758,0.24872
2006,First Stage of Tertiary Education,female,Intermediate School Degree,0.50074,368,702,0.46372,0.53775
2006,First Stage of Tertiary Education,female,Technical School Degree,0.08047,54,702,0.06034,0.10061
2006,First Stage of Tertiary Education,female,Upper Secondary Degree,0.15180,108,702,0.12524,0.17836
2006,First Stage of Tertiary Education,female,Other Degree,0.04707,33,702,0.03139,0.06275
2006,Second Stage of Tertiary Education,male,Secondary School Degree,0.05674,140,2537,0.04774,0.06575
2006,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12363,327,2537,0.11082,0.13645
2006,Second Stage of Tertiary Education,male,Technical School Degree,0.15059,335,2537,0.13667,0.16451
2006,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.61267,1644,2537,0.59371,0.63163
2006,Second Stage of Tertiary Education,male,Other Degree,0.05558,91,2537,0.04666,0.06450
2006,Second Stage of Tertiary Education,female,Secondary School Degree,0.02889,55,2014,0.02158,0.03621
2006,Second Stage of Tertiary Education,female,Intermediate School Degree,0.15756,365,2014,0.14165,0.17348
2006,Second Stage of Tertiary Education,female,Technical School Degree,0.09270,167,2014,0.08003,0.10537
2006,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.62646,1310,2014,0.60533,0.64759
2006,Second Stage of Tertiary Education,female,Other Degree,0.09356,117,2014,0.08084,0.10629
2007,Primary Level,male,"Dropout, No School Degree",0.78054,59,59,0.67402,0.88705
2007,Primary Level,female,"Dropout, No School Degree",0.87089,112,112,0.80851,0.93328
2007,Lower Secondary Level,male,Secondary School Degree,0.57356,394,716,0.53731,0.60981
