year,bula_h,quintil_oecd,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.42844,37,94,0.32786,0.52901
2010,Schleswig-Holstein,5th Quintile,Not concerned at all,0.53265,57,94,0.43125,0.63406
2010,Hamburg,5th Quintile,Somewhat concerned,0.35359,42,94,0.25643,0.45076
2010,Hamburg,5th Quintile,Not concerned at all,0.56322,52,94,0.46241,0.66402
2010,Lower Saxony,1st Quintile,Very concerned,0.31808,60,209,0.25479,0.38138
2010,Lower Saxony,1st Quintile,Somewhat concerned,0.39268,91,209,0.32631,0.45904
2010,Lower Saxony,1st Quintile,Not concerned at all,0.28924,58,209,0.22762,0.35086
2010,Lower Saxony,2nd Quintile,Very concerned,0.25975,62,241,0.20427,0.31523
2010,Lower Saxony,2nd Quintile,Somewhat concerned,0.46820,105,241,0.40507,0.53133
2010,Lower Saxony,2nd Quintile,Not concerned at all,0.27205,74,241,0.21575,0.32835
2010,Lower Saxony,3rd Quintile,Very concerned,0.27308,73,277,0.22052,0.32565
2010,Lower Saxony,3rd Quintile,Somewhat concerned,0.44536,122,277,0.38673,0.50400
2010,Lower Saxony,3rd Quintile,Not concerned at all,0.28155,82,277,0.22849,0.33461
2010,Lower Saxony,4th Quintile,Very concerned,0.17816,69,357,0.13841,0.21791
2010,Lower Saxony,4th Quintile,Somewhat concerned,0.42739,152,357,0.37600,0.47877
2010,Lower Saxony,4th Quintile,Not concerned at all,0.39446,136,357,0.34369,0.44523
2010,Lower Saxony,5th Quintile,Very concerned,0.14690,58,406,0.11242,0.18138
2010,Lower Saxony,5th Quintile,Somewhat concerned,0.41373,174,406,0.36577,0.46170
2010,Lower Saxony,5th Quintile,Not concerned at all,0.43937,174,406,0.39103,0.48770
2010,North Rhine-Westphalia,1st Quintile,Very concerned,0.31496,166,536,0.27560,0.35432
2010,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.40202,213,536,0.36047,0.44356
2010,North Rhine-Westphalia,1st Quintile,Not concerned at all,0.28302,157,536,0.24485,0.32119
2010,North Rhine-Westphalia,2nd Quintile,Very concerned,0.23231,138,547,0.19689,0.26773
2010,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.50031,260,547,0.45837,0.54225
2010,North Rhine-Westphalia,2nd Quintile,Not concerned at all,0.26738,149,547,0.23026,0.30451
2010,North Rhine-Westphalia,3rd Quintile,Very concerned,0.24727,138,563,0.21160,0.28294
2010,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.47449,265,563,0.43320,0.51577
2010,North Rhine-Westphalia,3rd Quintile,Not concerned at all,0.27824,160,563,0.24119,0.31529
2010,North Rhine-Westphalia,4th Quintile,Very concerned,0.22674,171,730,0.19634,0.25714
2010,North Rhine-Westphalia,4th Quintile,Somewhat concerned,0.39538,289,730,0.35989,0.43087
2010,North Rhine-Westphalia,4th Quintile,Not concerned at all,0.37788,270,730,0.34268,0.41308
2010,North Rhine-Westphalia,5th Quintile,Very concerned,0.20749,173,986,0.18216,0.23281
2010,North Rhine-Westphalia,5th Quintile,Somewhat concerned,0.34472,375,986,0.31504,0.37440
2010,North Rhine-Westphalia,5th Quintile,Not concerned at all,0.44779,438,986,0.41674,0.47885
2010,Hesse,1st Quintile,Very concerned,0.27460,33,148,0.20245,0.34676
2010,Hesse,1st Quintile,Somewhat concerned,0.34585,57,148,0.26896,0.42274
2010,Hesse,1st Quintile,Not concerned at all,0.37954,58,148,0.30110,0.45799
2010,Hesse,2nd Quintile,Very concerned,0.31269,38,132,0.23330,0.39208
2010,Hesse,2nd Quintile,Somewhat concerned,0.30847,44,132,0.22938,0.38756
2010,Hesse,2nd Quintile,Not concerned at all,0.37884,50,132,0.29577,0.46191
2010,Hesse,3rd Quintile,Very concerned,0.18367,36,180,0.12694,0.24039
2010,Hesse,3rd Quintile,Somewhat concerned,0.55472,95,180,0.48191,0.62753
2010,Hesse,3rd Quintile,Not concerned at all,0.26161,49,180,0.19722,0.32599
2010,Hesse,4th Quintile,Very concerned,0.24206,52,250,0.18886,0.29527
2010,Hesse,4th Quintile,Somewhat concerned,0.36465,101,250,0.30486,0.42443
2010,Hesse,4th Quintile,Not concerned at all,0.39329,97,250,0.33261,0.45396
2010,Hesse,5th Quintile,Very concerned,0.16153,59,398,0.12533,0.19773
2010,Hesse,5th Quintile,Somewhat concerned,0.36798,145,398,0.32054,0.41542
2010,Hesse,5th Quintile,Not concerned at all,0.47049,194,398,0.42139,0.51959
2010,"Rhineland-Palatinate, Saarland",1st Quintile,Very concerned,0.16930,35,145,0.10805,0.23055
2010,"Rhineland-Palatinate, Saarland",1st Quintile,Somewhat concerned,0.48538,60,145,0.40375,0.56701
2010,"Rhineland-Palatinate, Saarland",1st Quintile,Not concerned at all,0.34532,50,145,0.26766,0.42298
2010,"Rhineland-Palatinate, Saarland",2nd Quintile,Somewhat concerned,0.40409,84,151,0.32556,0.48262
2010,"Rhineland-Palatinate, Saarland",2nd Quintile,Not concerned at all,0.46215,67,151,0.38236,0.54194
2010,"Rhineland-Palatinate, Saarland",3rd Quintile,Very concerned,0.26212,42,195,0.20023,0.32400
2010,"Rhineland-Palatinate, Saarland",3rd Quintile,Somewhat concerned,0.45398,83,195,0.38391,0.52404
2010,"Rhineland-Palatinate, Saarland",3rd Quintile,Not concerned at all,0.28391,70,195,0.22046,0.34736
2010,"Rhineland-Palatinate, Saarland",4th Quintile,Very concerned,0.21381,49,207,0.15782,0.26980
2010,"Rhineland-Palatinate, Saarland",4th Quintile,Somewhat concerned,0.50377,93,207,0.43550,0.57205
2010,"Rhineland-Palatinate, Saarland",4th Quintile,Not concerned at all,0.28241,65,207,0.22094,0.34389
2010,"Rhineland-Palatinate, Saarland",5th Quintile,Somewhat concerned,0.46447,91,191,0.39355,0.53539
2010,"Rhineland-Palatinate, Saarland",5th Quintile,Not concerned at all,0.41823,100,191,0.34809,0.48837
2010,Baden-Wuerttemberg,1st Quintile,Very concerned,0.28606,58,239,0.22864,0.34347
2010,Baden-Wuerttemberg,1st Quintile,Somewhat concerned,0.37500,91,239,0.31349,0.43651
2010,Baden-Wuerttemberg,1st Quintile,Not concerned at all,0.33894,90,239,0.27880,0.39908
2010,Baden-Wuerttemberg,2nd Quintile,Very concerned,0.17600,51,236,0.12731,0.22469
2010,Baden-Wuerttemberg,2nd Quintile,Somewhat concerned,0.43458,99,236,0.37120,0.49796
2010,Baden-Wuerttemberg,2nd Quintile,Not concerned at all,0.38942,86,236,0.32708,0.45177
2010,Baden-Wuerttemberg,3rd Quintile,Very concerned,0.17659,65,398,0.13908,0.21410
2010,Baden-Wuerttemberg,3rd Quintile,Somewhat concerned,0.44724,185,398,0.39833,0.49615
2010,Baden-Wuerttemberg,3rd Quintile,Not concerned at all,0.37617,148,398,0.32851,0.42382
2010,Baden-Wuerttemberg,4th Quintile,Very concerned,0.17857,75,400,0.14099,0.21615
2010,Baden-Wuerttemberg,4th Quintile,Somewhat concerned,0.47216,172,400,0.42318,0.52115
2010,Baden-Wuerttemberg,4th Quintile,Not concerned at all,0.34927,153,400,0.30249,0.39605
2010,Baden-Wuerttemberg,5th Quintile,Very concerned,0.15818,96,668,0.13048,0.18587
2010,Baden-Wuerttemberg,5th Quintile,Somewhat concerned,0.40675,264,668,0.36947,0.44403
2010,Baden-Wuerttemberg,5th Quintile,Not concerned at all,0.43507,308,668,0.39745,0.47270
2010,Bavaria,1st Quintile,Very concerned,0.16604,55,276,0.12206,0.21003
2010,Bavaria,1st Quintile,Somewhat concerned,0.50598,134,276,0.44689,0.56507
2010,Bavaria,1st Quintile,Not concerned at all,0.32797,87,276,0.27248,0.38346
2010,Bavaria,2nd Quintile,Very concerned,0.23702,96,397,0.19514,0.27891
2010,Bavaria,2nd Quintile,Somewhat concerned,0.45853,182,397,0.40945,0.50760
2010,Bavaria,2nd Quintile,Not concerned at all,0.30445,119,397,0.25913,0.34978
2010,Bavaria,3rd Quintile,Very concerned,0.31058,113,451,0.26783,0.35334
2010,Bavaria,3rd Quintile,Somewhat concerned,0.41173,196,451,0.36626,0.45720
2010,Bavaria,3rd Quintile,Not concerned at all,0.27769,142,451,0.23631,0.31907
2010,Bavaria,4th Quintile,Very concerned,0.21752,126,520,0.18202,0.25301
2010,Bavaria,4th Quintile,Somewhat concerned,0.42142,217,520,0.37894,0.46390
2010,Bavaria,4th Quintile,Not concerned at all,0.36106,177,520,0.31974,0.40239
2010,Bavaria,5th Quintile,Very concerned,0.17540,104,755,0.14825,0.20254
2010,Bavaria,5th Quintile,Somewhat concerned,0.42163,297,755,0.38638,0.45687
2010,Bavaria,5th Quintile,Not concerned at all,0.40298,354,755,0.36796,0.43799
2010,Berlin,1st Quintile,Somewhat concerned,0.39560,50,81,0.28844,0.50275
2010,Berlin,1st Quintile,Not concerned at all,0.33601,31,81,0.23250,0.43951
2010,Berlin,2nd Quintile,Very concerned,0.30597,34,118,0.22247,0.38947
2010,Berlin,2nd Quintile,Somewhat concerned,0.32556,42,118,0.24066,0.41047
2010,Berlin,2nd Quintile,Not concerned at all,0.36847,42,118,0.28106,0.45588
2010,Berlin,3rd Quintile,Very concerned,0.22008,35,132,0.14913,0.29103
2010,Berlin,3rd Quintile,Somewhat concerned,0.40102,54,132,0.31709,0.48495
2010,Berlin,3rd Quintile,Not concerned at all,0.37890,43,132,0.29583,0.46198
2010,Berlin,4th Quintile,Somewhat concerned,0.33845,51,102,0.24617,0.43074
2010,Berlin,4th Quintile,Not concerned at all,0.39515,51,102,0.29981,0.49050
2010,Berlin,5th Quintile,Very concerned,0.15220,35,159,0.09619,0.20822
2010,Berlin,5th Quintile,Somewhat concerned,0.39643,59,159,0.32015,0.47270
2010,Berlin,5th Quintile,Not concerned at all,0.45137,65,159,0.37377,0.52896
2010,Brandenburg,1st Quintile,Very concerned,0.33086,45,126,0.24838,0.41335
2010,Brandenburg,1st Quintile,Somewhat concerned,0.39422,48,126,0.30855,0.47989
2010,Brandenburg,1st Quintile,Not concerned at all,0.27491,33,126,0.19664,0.35318
2010,Brandenburg,2nd Quintile,Very concerned,0.28356,62,196,0.22029,0.34682
2010,Brandenburg,2nd Quintile,Somewhat concerned,0.47725,87,196,0.40715,0.54736
2010,Brandenburg,2nd Quintile,Not concerned at all,0.23919,47,196,0.17932,0.29907
2010,Brandenburg,3rd Quintile,Very concerned,0.21758,32,147,0.15065,0.28451
2010,Brandenburg,3rd Quintile,Somewhat concerned,0.48905,72,147,0.40797,0.57014
2010,Brandenburg,3rd Quintile,Not concerned at all,0.29337,43,147,0.21951,0.36722
2010,Brandenburg,4th Quintile,Somewhat concerned,0.51744,69,103,0.42046,0.61441
2010,Brandenburg,4th Quintile,Not concerned at all,0.36561,34,103,0.27214,0.45907
2010,Brandenburg,5th Quintile,Somewhat concerned,0.40645,41,95,0.30716,0.50574
2010,Brandenburg,5th Quintile,Not concerned at all,0.41570,54,95,0.31607,0.51533
2010,Mecklenburg-Western Pomerania,1st Quintile,Somewhat concerned,0.41006,43,43,0.26131,0.55881
2010,Mecklenburg-Western Pomerania,2nd Quintile,Somewhat concerned,0.50377,42,42,0.35073,0.65682
2010,Mecklenburg-Western Pomerania,3rd Quintile,Somewhat concerned,0.44544,49,81,0.33652,0.55435
2010,Mecklenburg-Western Pomerania,3rd Quintile,Not concerned at all,0.27348,32,81,0.17580,0.37116
2010,Mecklenburg-Western Pomerania,5th Quintile,Somewhat concerned,0.55101,36,70,0.43364,0.66837
2010,Mecklenburg-Western Pomerania,5th Quintile,Not concerned at all,0.36502,34,70,0.25143,0.47862
2010,Saxony,1st Quintile,Very concerned,0.21077,53,231,0.15806,0.26348
2010,Saxony,1st Quintile,Somewhat concerned,0.45140,102,231,0.38709,0.51571
2010,Saxony,1st Quintile,Not concerned at all,0.33783,76,231,0.27671,0.39896
2010,Saxony,2nd Quintile,Very concerned,0.28477,86,336,0.23644,0.33310
2010,Saxony,2nd Quintile,Somewhat concerned,0.39586,132,336,0.34349,0.44823
2010,Saxony,2nd Quintile,Not concerned at all,0.31937,118,336,0.26944,0.36929
2010,Saxony,3rd Quintile,Very concerned,0.21628,56,286,0.16848,0.26407
2010,Saxony,3rd Quintile,Somewhat concerned,0.43245,122,286,0.37493,0.48996
2010,Saxony,3rd Quintile,Not concerned at all,0.35128,108,286,0.29586,0.40670
2010,Saxony,4th Quintile,Very concerned,0.29384,60,239,0.23597,0.35172
2010,Saxony,4th Quintile,Somewhat concerned,0.46133,104,239,0.39800,0.52466
2010,Saxony,4th Quintile,Not concerned at all,0.24482,75,239,0.19020,0.29945
2010,Saxony,5th Quintile,Somewhat concerned,0.31788,49,115,0.23240,0.40336
2010,Saxony,5th Quintile,Not concerned at all,0.47651,66,115,0.38482,0.56819
2010,Saxony-Anhalt,1st Quintile,Very concerned,0.34075,42,137,0.26110,0.42041
2010,Saxony-Anhalt,1st Quintile,Somewhat concerned,0.34727,63,137,0.26725,0.42729
2010,Saxony-Anhalt,1st Quintile,Not concerned at all,0.31197,32,137,0.23411,0.38984
2010,Saxony-Anhalt,2nd Quintile,Very concerned,0.33955,53,179,0.26998,0.40911
2010,Saxony-Anhalt,2nd Quintile,Somewhat concerned,0.41718,84,179,0.34474,0.48962
2010,Saxony-Anhalt,2nd Quintile,Not concerned at all,0.24327,42,179,0.18024,0.30630
2010,Saxony-Anhalt,3rd Quintile,Somewhat concerned,0.51792,74,116,0.42659,0.60925
2010,Saxony-Anhalt,3rd Quintile,Not concerned at all,0.32411,42,116,0.23856,0.40965
2010,Saxony-Anhalt,4th Quintile,Very concerned,0.18235,33,152,0.12076,0.24394
2010,Saxony-Anhalt,4th Quintile,Somewhat concerned,0.47581,72,152,0.39615,0.55547
2010,Saxony-Anhalt,4th Quintile,Not concerned at all,0.34185,47,152,0.26619,0.41750
2010,Saxony-Anhalt,5th Quintile,Somewhat concerned,0.21431,32,78,0.12265,0.30596
2010,Saxony-Anhalt,5th Quintile,Not concerned at all,0.30842,46,78,0.20526,0.41158
2010,Thuringa,1st Quintile,Very concerned,0.26307,51,176,0.19783,0.32830
2010,Thuringa,1st Quintile,Somewhat concerned,0.44757,77,176,0.37389,0.52124
2010,Thuringa,1st Quintile,Not concerned at all,0.28937,48,176,0.22218,0.35655
2010,Thuringa,2nd Quintile,Very concerned,0.28368,58,194,0.22008,0.34728
2010,Thuringa,2nd Quintile,Somewhat concerned,0.42083,83,194,0.35118,0.49048
2010,Thuringa,2nd Quintile,Not concerned at all,0.29549,53,194,0.23112,0.35987
2010,Thuringa,3rd Quintile,Very concerned,0.23538,42,130,0.16217,0.30859
2010,Thuringa,3rd Quintile,Somewhat concerned,0.58885,88,130,0.50394,0.67376
2010,Thuringa,4th Quintile,Very concerned,0.23073,32,130,0.15803,0.30343
2010,Thuringa,4th Quintile,Somewhat concerned,0.43121,59,130,0.34574,0.51667
2010,Thuringa,4th Quintile,Not concerned at all,0.33806,39,130,0.25643,0.41970
2010,Thuringa,5th Quintile,Somewhat concerned,0.52319,42,79,0.41235,0.63403
2010,Thuringa,5th Quintile,Not concerned at all,0.42828,37,79,0.31847,0.53810
2011,Schleswig-Holstein,2nd Quintile,Somewhat concerned,0.50431,32,32,0.32830,0.68032
2011,Schleswig-Holstein,3rd Quintile,Somewhat concerned,0.45927,36,36,0.29417,0.62437
2011,Schleswig-Holstein,4th Quintile,Somewhat concerned,0.42907,40,40,0.27373,0.58441
2011,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.48277,43,104,0.38626,0.57927
2011,Schleswig-Holstein,5th Quintile,Not concerned at all,0.43102,61,104,0.33539,0.52666
2011,Hamburg,5th Quintile,Somewhat concerned,0.27518,33,92,0.18342,0.36694
2011,Hamburg,5th Quintile,Not concerned at all,0.64901,59,92,0.55094,0.74707
2011,Lower Saxony,1st Quintile,Very concerned,0.22436,61,213,0.16820,0.28051
2011,Lower Saxony,1st Quintile,Somewhat concerned,0.45629,102,213,0.38924,0.52334
2011,Lower Saxony,1st Quintile,Not concerned at all,0.31935,50,213,0.25659,0.38211
2011,Lower Saxony,2nd Quintile,Very concerned,0.39842,72,200,0.33040,0.46644
2011,Lower Saxony,2nd Quintile,Somewhat concerned,0.37283,76,200,0.30564,0.44001
2011,Lower Saxony,2nd Quintile,Not concerned at all,0.22876,52,200,0.17040,0.28712
2011,Lower Saxony,3rd Quintile,Very concerned,0.20654,59,291,0.15994,0.25313
2011,Lower Saxony,3rd Quintile,Somewhat concerned,0.55817,156,291,0.50101,0.61533
2011,Lower Saxony,3rd Quintile,Not concerned at all,0.23529,76,291,0.18647,0.28412
2011,Lower Saxony,4th Quintile,Very concerned,0.22238,64,318,0.17660,0.26816
2011,Lower Saxony,4th Quintile,Somewhat concerned,0.53489,168,318,0.47998,0.58980
2011,Lower Saxony,4th Quintile,Not concerned at all,0.24273,86,318,0.19554,0.28993
2011,Lower Saxony,5th Quintile,Very concerned,0.15589,62,407,0.12060,0.19118
2011,Lower Saxony,5th Quintile,Somewhat concerned,0.43168,176,407,0.38350,0.47986
2011,Lower Saxony,5th Quintile,Not concerned at all,0.41243,169,407,0.36454,0.46031
2011,North Rhine-Westphalia,1st Quintile,Very concerned,0.27577,141,486,0.23600,0.31554
2011,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.44877,214,486,0.40450,0.49303
2011,North Rhine-Westphalia,1st Quintile,Not concerned at all,0.27546,131,486,0.23570,0.31522
2011,North Rhine-Westphalia,2nd Quintile,Very concerned,0.28760,139,471,0.24668,0.32852
2011,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.41518,202,471,0.37063,0.45973
2011,North Rhine-Westphalia,2nd Quintile,Not concerned at all,0.29722,130,471,0.25590,0.33854
2011,North Rhine-Westphalia,3rd Quintile,Very concerned,0.24893,137,558,0.21302,0.28484
2011,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.49481,271,558,0.45329,0.53634
2011,North Rhine-Westphalia,3rd Quintile,Not concerned at all,0.25626,150,558,0.22000,0.29251
2011,North Rhine-Westphalia,4th Quintile,Very concerned,0.26391,185,677,0.23069,0.29714
2011,North Rhine-Westphalia,4th Quintile,Somewhat concerned,0.39847,266,677,0.36157,0.43538
2011,North Rhine-Westphalia,4th Quintile,Not concerned at all,0.33761,226,677,0.30196,0.37326
2011,North Rhine-Westphalia,5th Quintile,Very concerned,0.21595,203,939,0.18962,0.24228
2011,North Rhine-Westphalia,5th Quintile,Somewhat concerned,0.38376,334,939,0.35264,0.41489
2011,North Rhine-Westphalia,5th Quintile,Not concerned at all,0.40029,402,939,0.36893,0.43164
2011,Hesse,1st Quintile,Somewhat concerned,0.41840,52,96,0.31921,0.51760
2011,Hesse,1st Quintile,Not concerned at all,0.40742,44,96,0.30861,0.50623
2011,Hesse,2nd Quintile,Very concerned,0.21543,38,155,0.15050,0.28037
2011,Hesse,2nd Quintile,Somewhat concerned,0.45951,65,155,0.38080,0.53822
2011,Hesse,2nd Quintile,Not concerned at all,0.32506,52,155,0.25108,0.39904
2011,Hesse,3rd Quintile,Very concerned,0.33515,62,198,0.26923,0.40107
2011,Hesse,3rd Quintile,Somewhat concerned,0.50366,97,198,0.43384,0.57348
2011,Hesse,3rd Quintile,Not concerned at all,0.16119,39,198,0.10984,0.21254
2011,Hesse,4th Quintile,Very concerned,0.18601,41,210,0.13326,0.23877
2011,Hesse,4th Quintile,Somewhat concerned,0.44299,102,210,0.37564,0.51033
2011,Hesse,4th Quintile,Not concerned at all,0.37100,67,210,0.30550,0.43649
2011,Hesse,5th Quintile,Very concerned,0.14551,55,367,0.10939,0.18164
2011,Hesse,5th Quintile,Somewhat concerned,0.43856,146,367,0.38773,0.48940
2011,Hesse,5th Quintile,Not concerned at all,0.41592,166,367,0.36543,0.46642
2011,"Rhineland-Palatinate, Saarland",1st Quintile,Somewhat concerned,0.43901,67,120,0.34985,0.52818
2011,"Rhineland-Palatinate, Saarland",1st Quintile,Not concerned at all,0.32887,53,120,0.24446,0.41328
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Very concerned,0.24364,48,164,0.17773,0.30954
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Somewhat concerned,0.46098,67,164,0.38446,0.53751
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Not concerned at all,0.29538,49,164,0.22534,0.36542
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,Very concerned,0.28862,41,180,0.22224,0.35500
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,Somewhat concerned,0.42225,80,180,0.34989,0.49461
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,Not concerned at all,0.28913,59,180,0.22272,0.35555
2011,"Rhineland-Palatinate, Saarland",4th Quintile,Very concerned,0.22628,48,202,0.16843,0.28413
2011,"Rhineland-Palatinate, Saarland",4th Quintile,Somewhat concerned,0.46812,87,202,0.39914,0.53710
2011,"Rhineland-Palatinate, Saarland",4th Quintile,Not concerned at all,0.30560,67,202,0.24192,0.36929
2011,"Rhineland-Palatinate, Saarland",5th Quintile,Very concerned,0.16140,40,213,0.11188,0.21093
2011,"Rhineland-Palatinate, Saarland",5th Quintile,Somewhat concerned,0.42673,95,213,0.36015,0.49331
2011,"Rhineland-Palatinate, Saarland",5th Quintile,Not concerned at all,0.41187,78,213,0.34561,0.47812
2011,Baden-Wuerttemberg,1st Quintile,Very concerned,0.21247,40,200,0.15564,0.26931
2011,Baden-Wuerttemberg,1st Quintile,Somewhat concerned,0.48651,89,200,0.41706,0.55595
2011,Baden-Wuerttemberg,1st Quintile,Not concerned at all,0.30102,71,200,0.23729,0.36475
2011,Baden-Wuerttemberg,2nd Quintile,Very concerned,0.25630,57,246,0.20163,0.31096
2011,Baden-Wuerttemberg,2nd Quintile,Somewhat concerned,0.34984,98,246,0.29012,0.40956
2011,Baden-Wuerttemberg,2nd Quintile,Not concerned at all,0.39386,91,246,0.33268,0.45505
2011,Baden-Wuerttemberg,3rd Quintile,Very concerned,0.19915,72,343,0.15683,0.24148
2011,Baden-Wuerttemberg,3rd Quintile,Somewhat concerned,0.45938,148,343,0.40656,0.51219
2011,Baden-Wuerttemberg,3rd Quintile,Not concerned at all,0.34147,123,343,0.29121,0.39173
2011,Baden-Wuerttemberg,4th Quintile,Very concerned,0.21298,102,457,0.17540,0.25056
2011,Baden-Wuerttemberg,4th Quintile,Somewhat concerned,0.43341,203,457,0.38793,0.47890
2011,Baden-Wuerttemberg,4th Quintile,Not concerned at all,0.35361,152,457,0.30973,0.39749
2011,Baden-Wuerttemberg,5th Quintile,Very concerned,0.19420,104,584,0.16208,0.22631
2011,Baden-Wuerttemberg,5th Quintile,Somewhat concerned,0.38013,234,584,0.34072,0.41953
2011,Baden-Wuerttemberg,5th Quintile,Not concerned at all,0.42568,246,584,0.38554,0.46581
2011,Bavaria,1st Quintile,Very concerned,0.28031,76,276,0.22723,0.33340
2011,Bavaria,1st Quintile,Somewhat concerned,0.42608,126,276,0.36763,0.48452
2011,Bavaria,1st Quintile,Not concerned at all,0.29361,74,276,0.23978,0.34744
2011,Bavaria,2nd Quintile,Very concerned,0.31053,76,309,0.25885,0.36220
2011,Bavaria,2nd Quintile,Somewhat concerned,0.46639,144,309,0.41068,0.52211
2011,Bavaria,2nd Quintile,Not concerned at all,0.22308,89,309,0.17659,0.26957
2011,Bavaria,3rd Quintile,Very concerned,0.31616,131,442,0.27276,0.35956
2011,Bavaria,3rd Quintile,Somewhat concerned,0.48070,208,442,0.43407,0.52733
2011,Bavaria,3rd Quintile,Not concerned at all,0.20314,103,442,0.16559,0.24069
2011,Bavaria,4th Quintile,Very concerned,0.29278,118,495,0.25265,0.33291
2011,Bavaria,4th Quintile,Somewhat concerned,0.41637,242,495,0.37290,0.45984
2011,Bavaria,4th Quintile,Not concerned at all,0.29085,135,495,0.25080,0.33090
2011,Bavaria,5th Quintile,Very concerned,0.18277,115,709,0.15430,0.21123
2011,Bavaria,5th Quintile,Somewhat concerned,0.39800,280,709,0.36195,0.43406
2011,Bavaria,5th Quintile,Not concerned at all,0.41923,314,709,0.38288,0.45558
2011,Berlin,1st Quintile,Very concerned,0.30437,31,103,0.21507,0.39367
2011,Berlin,1st Quintile,Somewhat concerned,0.34424,40,103,0.25203,0.43644
2011,Berlin,1st Quintile,Not concerned at all,0.35139,32,103,0.25874,0.44404
2011,Berlin,2nd Quintile,Very concerned,0.35735,38,83,0.25363,0.46108
2011,Berlin,2nd Quintile,Somewhat concerned,0.42907,45,83,0.32194,0.53619
2011,Berlin,3rd Quintile,Very concerned,0.21435,37,89,0.12860,0.30009
2011,Berlin,3rd Quintile,Somewhat concerned,0.49888,52,89,0.39441,0.60335
2011,Berlin,4th Quintile,Very concerned,0.24456,37,132,0.17095,0.31816
2011,Berlin,4th Quintile,Somewhat concerned,0.35282,47,132,0.27099,0.43464
2011,Berlin,4th Quintile,Not concerned at all,0.40263,48,132,0.31864,0.48661
2011,Berlin,5th Quintile,Very concerned,0.19381,33,148,0.12991,0.25771
2011,Berlin,5th Quintile,Somewhat concerned,0.45100,57,148,0.37056,0.53144
2011,Berlin,5th Quintile,Not concerned at all,0.35519,58,148,0.27783,0.43256
2011,Brandenburg,1st Quintile,Very concerned,0.36856,53,107,0.27672,0.46040
2011,Brandenburg,1st Quintile,Somewhat concerned,0.40186,54,107,0.30853,0.49520
2011,Brandenburg,2nd Quintile,Very concerned,0.32076,50,154,0.24679,0.39472
2011,Brandenburg,2nd Quintile,Somewhat concerned,0.44808,72,154,0.36928,0.52688
2011,Brandenburg,2nd Quintile,Not concerned at all,0.23116,32,154,0.16436,0.29796
2011,Brandenburg,3rd Quintile,Very concerned,0.33100,42,156,0.25692,0.40509
2011,Brandenburg,3rd Quintile,Somewhat concerned,0.39922,74,156,0.32212,0.47632
2011,Brandenburg,3rd Quintile,Not concerned at all,0.26977,40,156,0.19990,0.33965
2011,Brandenburg,4th Quintile,Very concerned,0.35172,31,110,0.26208,0.44137
2011,Brandenburg,4th Quintile,Somewhat concerned,0.36920,48,110,0.27860,0.45980
2011,Brandenburg,4th Quintile,Not concerned at all,0.27908,31,110,0.19487,0.36328
2011,Brandenburg,5th Quintile,Somewhat concerned,0.37682,39,84,0.27257,0.48107
2011,Brandenburg,5th Quintile,Not concerned at all,0.45847,45,84,0.35127,0.56566
2011,Mecklenburg-Western Pomerania,1st Quintile,Somewhat concerned,0.45592,56,56,0.32429,0.58755
2011,Mecklenburg-Western Pomerania,2nd Quintile,Very concerned,0.35325,34,76,0.24508,0.46143
2011,Mecklenburg-Western Pomerania,2nd Quintile,Somewhat concerned,0.48612,42,76,0.37300,0.59924
2011,Mecklenburg-Western Pomerania,3rd Quintile,Somewhat concerned,0.49328,39,39,0.33431,0.65224
2011,Mecklenburg-Western Pomerania,4th Quintile,Somewhat concerned,0.54696,47,47,0.40310,0.69081
2011,Saxony,1st Quintile,Very concerned,0.31493,76,246,0.25677,0.37310
2011,Saxony,1st Quintile,Somewhat concerned,0.36647,93,246,0.30614,0.42681
2011,Saxony,1st Quintile,Not concerned at all,0.31860,77,246,0.26025,0.37694
2011,Saxony,2nd Quintile,Very concerned,0.29182,71,315,0.24153,0.34210
2011,Saxony,2nd Quintile,Somewhat concerned,0.37455,139,315,0.32102,0.42809
2011,Saxony,2nd Quintile,Not concerned at all,0.33363,105,315,0.28148,0.38578
2011,Saxony,3rd Quintile,Very concerned,0.39833,87,294,0.34227,0.45438
2011,Saxony,3rd Quintile,Somewhat concerned,0.36809,120,294,0.31287,0.42331
2011,Saxony,3rd Quintile,Not concerned at all,0.23358,87,294,0.18514,0.28203
2011,Saxony,4th Quintile,Very concerned,0.37855,58,187,0.30885,0.44826
2011,Saxony,4th Quintile,Somewhat concerned,0.40708,85,187,0.33648,0.47769
