year,bula_h,pgisced97,plj0046,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.61127,300,18238,0.61048,0.61205
2011,Bavaria,Lower Secondary Level,Very concerned,0.31216,101,18238,0.31127,0.31304
2011,Bavaria,Lower Secondary Level,Somewhat concerned,0.49659,161,18238,0.49563,0.49755
2011,Bavaria,Lower Secondary Level,Not concerned at all,0.19125,66,18238,0.19050,0.19201
2011,Bavaria,Upper Secondary Level,Very concerned,0.30536,437,18238,0.30495,0.30577
2011,Bavaria,Upper Secondary Level,Somewhat concerned,0.43283,756,18238,0.43239,0.43327
2011,Bavaria,Upper Secondary Level,Not concerned at all,0.26181,465,18238,0.26142,0.26220
2011,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.56162,71,18238,0.56010,0.56315
2011,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.43838,72,18238,0.43685,0.43990
2011,Bavaria,First Stage of Tertiary Education,Very concerned,0.23393,52,18238,0.23291,0.23495
2011,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.44265,103,18238,0.44145,0.44384
2011,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.32343,70,18238,0.32230,0.32455
2011,Bavaria,Second Stage of Tertiary Education,Very concerned,0.10434,64,18238,0.10387,0.10480
2011,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.29639,217,18238,0.29569,0.29708
2011,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.59927,361,18238,0.59853,0.60002
2011,Berlin,Upper Secondary Level,Very concerned,0.34798,104,18238,0.34708,0.34889
2011,Berlin,Upper Secondary Level,Somewhat concerned,0.36297,121,18238,0.36206,0.36388
2011,Berlin,Upper Secondary Level,Not concerned at all,0.28905,85,18238,0.28819,0.28990
2011,Berlin,Second Stage of Tertiary Education,Very concerned,0.15514,62,18238,0.15437,0.15592
2011,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.41601,116,18238,0.41495,0.41706
2011,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.42885,118,18238,0.42779,0.42991
2011,Brandenburg,Upper Secondary Level,Very concerned,0.31841,129,18238,0.31746,0.31936
2011,Brandenburg,Upper Secondary Level,Somewhat concerned,0.43945,197,18238,0.43844,0.44046
2011,Brandenburg,Upper Secondary Level,Not concerned at all,0.24214,104,18238,0.24126,0.24301
2011,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.19559,55,18238,0.19443,0.19674
2011,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.38317,99,18238,0.38175,0.38458
2011,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.42125,90,18238,0.41981,0.42268
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.36488,85,18238,0.36371,0.36605
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.45470,122,18238,0.45349,0.45591
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.18042,46,18238,0.17949,0.18135
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.53386,67,18238,0.53194,0.53578
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.46614,55,18238,0.46422,0.46806
2011,Saxony,Upper Secondary Level,Very concerned,0.38180,257,18238,0.38112,0.38247
2011,Saxony,Upper Secondary Level,Somewhat concerned,0.36347,315,18238,0.36280,0.36414
2011,Saxony,Upper Secondary Level,Not concerned at all,0.25473,203,18238,0.25412,0.25534
2011,Saxony,First Stage of Tertiary Education,Very concerned,0.32182,36,18238,0.32016,0.32347
2011,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.45111,52,18238,0.44935,0.45287
2011,Saxony,First Stage of Tertiary Education,Not concerned at all,0.22707,31,18238,0.22559,0.22855
2011,Saxony,Second Stage of Tertiary Education,Very concerned,0.20134,51,18238,0.20042,0.20226
2011,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.35720,139,18238,0.35610,0.35830
2011,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.44146,159,18238,0.44032,0.44260
2011,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.34936,154,18238,0.34845,0.35026
2011,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.40839,201,18238,0.40746,0.40932
2011,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.24226,105,18238,0.24144,0.24307
2011,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,1.00000,32,18238,1.00000,1.00000
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.19285,40,18238,0.19155,0.19415
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.47312,109,18238,0.47147,0.47476
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.33403,70,18238,0.33248,0.33559
2011,Thuringa,Upper Secondary Level,Very concerned,0.33640,183,18238,0.33548,0.33732
2011,Thuringa,Upper Secondary Level,Somewhat concerned,0.45486,233,18238,0.45389,0.45582
2011,Thuringa,Upper Secondary Level,Not concerned at all,0.20874,110,18238,0.20795,0.20953
2011,Thuringa,First Stage of Tertiary Education,Somewhat concerned,1.00000,31,18238,1.00000,1.00000
2011,Thuringa,Second Stage of Tertiary Education,Very concerned,0.19035,32,18238,0.18883,0.19188
2011,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.42399,81,18238,0.42207,0.42590
2011,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.38566,72,18238,0.38377,0.38755
2012,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,1.00000,33,18123,1.00000,1.00000
2012,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.19377,74,18123,0.19306,0.19447
2012,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.44711,155,18123,0.44622,0.44799
2012,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.35913,128,18123,0.35827,0.35998
2012,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,1.00000,69,18123,1.00000,1.00000
2012,Hamburg,Upper Secondary Level,Somewhat concerned,0.61612,72,18123,0.61476,0.61748
2012,Hamburg,Upper Secondary Level,Not concerned at all,0.38388,51,18123,0.38252,0.38524
2012,Hamburg,Second Stage of Tertiary Education,Not concerned at all,1.00000,71,18123,1.00000,1.00000
2012,Lower Saxony,Lower Secondary Level,Very concerned,0.32309,65,18123,0.32205,0.32414
2012,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.43686,106,18123,0.43575,0.43797
2012,Lower Saxony,Lower Secondary Level,Not concerned at all,0.24005,60,18123,0.23910,0.24101
2012,Lower Saxony,Upper Secondary Level,Very concerned,0.22582,202,18123,0.22536,0.22627
2012,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.44323,467,18123,0.44269,0.44377
2012,Lower Saxony,Upper Secondary Level,Not concerned at all,0.33095,333,18123,0.33044,0.33146
2012,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.43793,44,18123,0.43613,0.43973
2012,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.56207,51,18123,0.56027,0.56387
2012,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.45237,41,18123,0.45046,0.45428
2012,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.54763,52,18123,0.54572,0.54954
2012,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.29760,99,18123,0.29667,0.29852
2012,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.70240,227,18123,0.70148,0.70333
2012,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,1.00000,51,18123,1.00000,1.00000
2012,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.29049,123,18123,0.28980,0.29118
2012,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.42851,210,18123,0.42776,0.42926
2012,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.28100,139,18123,0.28032,0.28168
2012,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.26888,527,18123,0.26854,0.26922
2012,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.43583,778,18123,0.43545,0.43622
2012,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.29529,570,18123,0.29494,0.29564
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.22372,61,18123,0.22295,0.22449
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.41581,123,18123,0.41490,0.41672
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.36047,133,18123,0.35959,0.36136
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.13101,32,18123,0.13027,0.13175
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.35600,95,18123,0.35494,0.35705
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.51299,129,18123,0.51189,0.51409
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.12051,108,18123,0.12012,0.12091
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.26582,231,18123,0.26529,0.26636
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.61367,536,18123,0.61308,0.61426
2012,Hesse,Lower Secondary Level,Somewhat concerned,0.62155,74,18123,0.62003,0.62307
2012,Hesse,Lower Secondary Level,Not concerned at all,0.37845,46,18123,0.37693,0.37997
2012,Hesse,Upper Secondary Level,Very concerned,0.20634,122,18123,0.20578,0.20690
2012,Hesse,Upper Secondary Level,Somewhat concerned,0.44608,297,18123,0.44539,0.44676
2012,Hesse,Upper Secondary Level,Not concerned at all,0.34759,192,18123,0.34693,0.34824
2012,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.40879,42,18123,0.40702,0.41056
2012,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.59121,53,18123,0.58944,0.59298
2012,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.33960,113,18123,0.33868,0.34052
2012,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.66040,239,18123,0.65948,0.66132
2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.57349,80,18123,0.57209,0.57490
2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.42651,64,18123,0.42510,0.42791
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.19659,114,18123,0.19603,0.19715
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.44433,276,18123,0.44363,0.44503
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.35908,216,18123,0.35841,0.35976
2012,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,1.00000,42,18123,1.00000,1.00000
2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.33594,31,18123,0.33388,0.33800
2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not concerned at all,0.66406,41,18123,0.66200,0.66612
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.28959,60,18123,0.28831,0.29086
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.71041,127,18123,0.70914,0.71169
2012,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.18156,58,18123,0.18084,0.18228
2012,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.48885,145,18123,0.48792,0.48978
2012,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.32959,109,18123,0.32871,0.33047
2012,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.19378,208,18123,0.19338,0.19418
2012,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.44909,505,18123,0.44858,0.44959
2012,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.35713,417,18123,0.35665,0.35762
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.34149,49,18123,0.34010,0.34288
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.65851,78,18123,0.65712,0.65990
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.46698,75,18123,0.46567,0.46828
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.53302,85,18123,0.53172,0.53433
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.28366,151,18123,0.28294,0.28439
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.71634,335,18123,0.71561,0.71706
2012,Bavaria,Lower Secondary Level,Very concerned,0.20235,75,18123,0.20163,0.20308
2012,Bavaria,Lower Secondary Level,Somewhat concerned,0.50497,166,18123,0.50406,0.50588
2012,Bavaria,Lower Secondary Level,Not concerned at all,0.29268,102,18123,0.29185,0.29350
2012,Bavaria,Upper Secondary Level,Very concerned,0.19557,331,18123,0.19522,0.19592
2012,Bavaria,Upper Secondary Level,Somewhat concerned,0.46578,739,18123,0.46534,0.46621
2012,Bavaria,Upper Secondary Level,Not concerned at all,0.33866,595,18123,0.33824,0.33908
2012,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.38721,59,18123,0.38578,0.38865
2012,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.61279,93,18123,0.61135,0.61422
2012,Bavaria,First Stage of Tertiary Education,Very concerned,0.20300,38,18123,0.20201,0.20398
2012,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.42189,107,18123,0.42068,0.42310
2012,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.37511,80,18123,0.37393,0.37630
2012,Bavaria,Second Stage of Tertiary Education,Very concerned,0.07368,37,18123,0.07329,0.07407
2012,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.27567,187,18123,0.27501,0.27633
2012,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.65065,433,18123,0.64994,0.65136
2012,Berlin,Upper Secondary Level,Very concerned,0.29776,81,18123,0.29691,0.29861
2012,Berlin,Upper Secondary Level,Somewhat concerned,0.40843,146,18123,0.40752,0.40934
2012,Berlin,Upper Secondary Level,Not concerned at all,0.29381,115,18123,0.29296,0.29465
2012,Berlin,Second Stage of Tertiary Education,Very concerned,0.12450,40,18123,0.12380,0.12520
2012,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.29618,92,18123,0.29521,0.29716
2012,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.57932,167,18123,0.57826,0.58037
2012,Brandenburg,Upper Secondary Level,Very concerned,0.20901,99,18123,0.20817,0.20985
2012,Brandenburg,Upper Secondary Level,Somewhat concerned,0.54795,219,18123,0.54692,0.54897
2012,Brandenburg,Upper Secondary Level,Not concerned at all,0.24304,109,18123,0.24216,0.24393
2012,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.15169,40,18123,0.15063,0.15274
2012,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.32700,77,18123,0.32562,0.32838
2012,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.52131,120,18123,0.51984,0.52278
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.26630,63,18123,0.26525,0.26735
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.46751,131,18123,0.46632,0.46870
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.26619,66,18123,0.26514,0.26725
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.56545,59,18123,0.56348,0.56743
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.43455,56,18123,0.43257,0.43652
2012,Saxony,Lower Secondary Level,Not concerned at all,1.00000,34,18123,1.00000,1.00000
2012,Saxony,Upper Secondary Level,Very concerned,0.26464,206,18123,0.26402,0.26526
2012,Saxony,Upper Secondary Level,Somewhat concerned,0.38767,303,18123,0.38698,0.38835
2012,Saxony,Upper Secondary Level,Not concerned at all,0.34769,277,18123,0.34702,0.34836
2012,Saxony,Post-secondary Non-tertiary Level,Not concerned at all,1.00000,35,18123,1.00000,1.00000
2012,Saxony,First Stage of Tertiary Education,Very concerned,0.25513,36,18123,0.25360,0.25667
2012,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.45240,54,18123,0.45065,0.45415
2012,Saxony,First Stage of Tertiary Education,Not concerned at all,0.29247,33,18123,0.29086,0.29407
2012,Saxony,Second Stage of Tertiary Education,Very concerned,0.15839,46,18123,0.15756,0.15921
2012,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.32043,131,18123,0.31937,0.32148
2012,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.52119,193,18123,0.52006,0.52231
2012,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.30843,119,18123,0.30752,0.30933
2012,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.45552,207,18123,0.45454,0.45650
2012,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.23606,99,18123,0.23522,0.23689
2012,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,1.00000,34,18123,1.00000,1.00000
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.53082,98,18123,0.52901,0.53263
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.46918,86,18123,0.46737,0.47099
2012,Thuringa,Upper Secondary Level,Very concerned,0.31278,153,18123,0.31188,0.31367
2012,Thuringa,Upper Secondary Level,Somewhat concerned,0.45905,249,18123,0.45809,0.46002
2012,Thuringa,Upper Secondary Level,Not concerned at all,0.22817,128,18123,0.22736,0.22898
2012,Thuringa,First Stage of Tertiary Education,Somewhat concerned,1.00000,31,18123,1.00000,1.00000
2012,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.52124,85,18123,0.51920,0.52328
2012,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.47876,74,18123,0.47672,0.48080
2013,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.19243,73,16665,0.19172,0.19313
2013,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.47488,145,16665,0.47398,0.47578
2013,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.33269,115,16665,0.33185,0.33354
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,1.00000,58,16665,1.00000,1.00000
2013,Hamburg,Upper Secondary Level,Somewhat concerned,0.67247,71,16665,0.67106,0.67387
2013,Hamburg,Upper Secondary Level,Not concerned at all,0.32753,36,16665,0.32613,0.32894
2013,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.28505,34,16665,0.28336,0.28673
2013,Hamburg,Second Stage of Tertiary Education,Not concerned at all,0.71495,54,16665,0.71327,0.71664
2013,Lower Saxony,Lower Secondary Level,Very concerned,0.33200,60,16665,0.33091,0.33308
2013,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.39892,82,16665,0.39780,0.40005
2013,Lower Saxony,Lower Secondary Level,Not concerned at all,0.26908,66,16665,0.26806,0.27010
2013,Lower Saxony,Upper Secondary Level,Very concerned,0.23394,209,16665,0.23346,0.23441
2013,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.46468,438,16665,0.46412,0.46524
2013,Lower Saxony,Upper Secondary Level,Not concerned at all,0.30138,285,16665,0.30087,0.30190
2013,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.44977,43,16665,0.44783,0.45171
2013,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.55023,39,16665,0.54829,0.55217
2013,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.58892,45,16665,0.58695,0.59089
2013,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.41108,41,16665,0.40911,0.41305
2013,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.36519,125,16665,0.36423,0.36616
2013,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.63481,208,16665,0.63384,0.63577
2013,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,1.00000,45,16665,1.00000,1.00000
2013,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.34703,139,16665,0.34623,0.34782
2013,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.39120,161,16665,0.39039,0.39201
2013,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.26177,111,16665,0.26104,0.26251
2013,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.33286,563,16665,0.33248,0.33324
2013,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.42200,698,16665,0.42160,0.42240
2013,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.24514,451,16665,0.24480,0.24549
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.24264,67,16665,0.24184,0.24345
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.36218,109,16665,0.36128,0.36309
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.39518,121,16665,0.39426,0.39610
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.23935,53,16665,0.23839,0.24032
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.41704,94,16665,0.41592,0.41816
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.34361,90,16665,0.34253,0.34468
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.12071,123,16665,0.12030,0.12112
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.36111,287,16665,0.36050,0.36171
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.51818,429,16665,0.51756,0.51881
2013,Hesse,Lower Secondary Level,Very concerned,0.22262,31,16665,0.22136,0.22387
2013,Hesse,Lower Secondary Level,Somewhat concerned,0.45451,63,16665,0.45301,0.45601
2013,Hesse,Lower Secondary Level,Not concerned at all,0.32287,42,16665,0.32146,0.32428
2013,Hesse,Upper Secondary Level,Very concerned,0.25966,148,16665,0.25904,0.26029
2013,Hesse,Upper Secondary Level,Somewhat concerned,0.48078,265,16665,0.48007,0.48149
2013,Hesse,Upper Secondary Level,Not concerned at all,0.25956,155,16665,0.25893,0.26018
2013,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.51114,42,16665,0.50927,0.51302
2013,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.48886,45,16665,0.48698,0.49073
2013,Hesse,First Stage of Tertiary Education,Somewhat concerned,1.00000,32,16665,1.00000,1.00000
2013,Hesse,Second Stage of Tertiary Education,Very concerned,0.09922,31,16665,0.09861,0.09982
2013,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.31632,110,16665,0.31538,0.31726
2013,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.58446,219,16665,0.58346,0.58546
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.52453,79,16665,0.52297,0.52609
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.47547,57,16665,0.47391,0.47703
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.21565,120,16665,0.21505,0.21625
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.45828,237,16665,0.45756,0.45901
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.32607,191,16665,0.32539,0.32675
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,1.00000,35,16665,1.00000,1.00000
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.35892,72,16665,0.35756,0.36027
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.64108,111,16665,0.63973,0.64244
2013,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.27772,65,16665,0.27681,0.27863
2013,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.44746,124,16665,0.44645,0.44847
2013,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.27482,72,16665,0.27391,0.27573
2013,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.21220,214,16665,0.21177,0.21263
2013,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.44183,444,16665,0.44130,0.44235
2013,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.34597,347,16665,0.34547,0.34648
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.39115,56,16665,0.38958,0.39271
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.60885,61,16665,0.60729,0.61042
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.16564,31,16665,0.16467,0.16661
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.38684,67,16665,0.38557,0.38811
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.44752,63,16665,0.44622,0.44881
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.08332,41,16665,0.08286,0.08378
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.31231,145,16665,0.31154,0.31308
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.60437,288,16665,0.60356,0.60518
2013,Bavaria,Lower Secondary Level,Very concerned,0.28625,59,16665,0.28534,0.28716
2013,Bavaria,Lower Secondary Level,Somewhat concerned,0.43437,136,16665,0.43338,0.43537
2013,Bavaria,Lower Secondary Level,Not concerned at all,0.27938,89,16665,0.27848,0.28028
2013,Bavaria,Upper Secondary Level,Very concerned,0.22170,358,16665,0.22132,0.22209
2013,Bavaria,Upper Secondary Level,Somewhat concerned,0.47268,696,16665,0.47222,0.47314
2013,Bavaria,Upper Secondary Level,Not concerned at all,0.30562,483,16665,0.30519,0.30604
2013,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.38757,55,16665,0.38598,0.38916
2013,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.61243,89,16665,0.61084,0.61402
2013,Bavaria,First Stage of Tertiary Education,Very concerned,0.14469,34,16665,0.14382,0.14556
2013,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.42426,99,16665,0.42304,0.42548
2013,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.43105,84,16665,0.42983,0.43227
2013,Bavaria,Second Stage of Tertiary Education,Very concerned,0.08607,40,16665,0.08564,0.08649
2013,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.27372,183,16665,0.27304,0.27439
2013,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.64021,396,16665,0.63948,0.64094
2013,Berlin,Upper Secondary Level,Very concerned,0.36849,101,16665,0.36759,0.36939
2013,Berlin,Upper Secondary Level,Somewhat concerned,0.39346,138,16665,0.39254,0.39437
2013,Berlin,Upper Secondary Level,Not concerned at all,0.23806,78,16665,0.23726,0.23885
2013,Berlin,Second Stage of Tertiary Education,Very concerned,0.16095,46,16665,0.16014,0.16176
2013,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.30736,100,16665,0.30634,0.30837
2013,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.53170,149,16665,0.53060,0.53280
2013,Brandenburg,Upper Secondary Level,Very concerned,0.26177,103,16665,0.26088,0.26265
2013,Brandenburg,Upper Secondary Level,Somewhat concerned,0.54120,191,16665,0.54019,0.54220
