"plj0046","year","migback","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","2020","kein Migrationshintergrund","weiblich","2445","0.261063285025814","0.252354103729692","0.269772466321935"
"Grosse Sorgen","2020","direkter Migrationshintergrund","maennlich","455","0.206224371485273","0.190729099047482","0.221719643923063"
"Grosse Sorgen","2020","direkter Migrationshintergrund","weiblich","584","0.223465408572744","0.20774976375559","0.239181053389897"
"Grosse Sorgen","2020","indirekter Migrationshintergrund","maennlich","171","0.259902858496876","0.229143840548284","0.290661876445469"
"Grosse Sorgen","2020","indirekter Migrationshintergrund","weiblich","161","0.188316345078927","0.162645116862656","0.213987573295197"
"Grosse Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Grosse Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Einige Sorgen","2020","kein Migrationshintergrund","maennlich","3262","0.374716079969504","0.364610156589861","0.384822003349147"
"Einige Sorgen","2020","kein Migrationshintergrund","weiblich","4070","0.434837130470842","0.425007189033628","0.444667071908057"
"Einige Sorgen","2020","direkter Migrationshintergrund","maennlich","1065","0.407801212454198","0.388980400518895","0.426622024389501"
"Einige Sorgen","2020","direkter Migrationshintergrund","weiblich","1221","0.50148104849973","0.482617875499574","0.520344221499887"
"Einige Sorgen","2020","indirekter Migrationshintergrund","maennlich","277","0.340246881254067","0.307018408817211","0.373475353690922"
"Einige Sorgen","2020","indirekter Migrationshintergrund","weiblich","372","0.437430502164623","0.404857944525003","0.470003059804243"
"Einige Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Einige Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Keine Sorgen","2020","kein Migrationshintergrund","maennlich","3301","0.347965572056779","0.338020919647838","0.357910224465721"
"Keine Sorgen","2020","kein Migrationshintergrund","weiblich","3255","0.304099584503344","0.294977748281259","0.313221420725429"
"Keine Sorgen","2020","direkter Migrationshintergrund","maennlich","1099","0.385974416060529","0.367329826185666","0.404619005935392"
"Keine Sorgen","2020","direkter Migrationshintergrund","weiblich","894","0.275053542927526","0.258207099173139","0.291899986681913"
"Keine Sorgen","2020","indirekter Migrationshintergrund","maennlich","333","0.399850260249057","0.36549438028861","0.434206140209503"
"Keine Sorgen","2020","indirekter Migrationshintergrund","weiblich","358","0.37425315275645","0.342477732156664","0.406028573356236"
"Keine Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Keine Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
