"ple0081_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2018","AkademikerIn","kein Migrationshintergrund","4266","0.857950169614302","0.848201344507917","0.867698994720687"
"Nein","2018","AkademikerIn","direkter Migrationshintergrund","950","0.828209729493313","0.806246177226095","0.85017328176053"
"Nein","2018","AkademikerIn","indirekter Migrationshintergrund","232","","",""
"Nein","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2019","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Realschule","kein Migrationshintergrund","","","",""
"Ja","2019","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2019","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2019","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2019","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Realschule","kein Migrationshintergrund","","","",""
"Nein","2019","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2019","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2019","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2020","(noch) kein Abschluss","kein Migrationshintergrund","95","0.299152662679306","0.251386661113148","0.346918664245464"
"Ja","2020","(noch) kein Abschluss","direkter Migrationshintergrund","463","0.3223600740095","0.298278551437578","0.346441596581422"
"Ja","2020","(noch) kein Abschluss","indirekter Migrationshintergrund","32","0.290549996135338","0.207207404724615","0.373892587546061"
"Ja","2020","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2020","Hauptschule","kein Migrationshintergrund","1255","","",""
"Ja","2020","Hauptschule","direkter Migrationshintergrund","708","0.322638897840364","0.302181465848315","0.343096329832413"
"Ja","2020","Hauptschule","indirekter Migrationshintergrund","159","","",""
"Ja","2020","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2020","Realschule","kein Migrationshintergrund","1510","","",""
"Ja","2020","Realschule","direkter Migrationshintergrund","87","0.334863136032844","0.280451930410409","0.38927434165528"
"Ja","2020","Realschule","indirekter Migrationshintergrund","97","0.262694854306506","0.218387287456224","0.307002421156788"
"Ja","2020","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2020","(Fach-)Abitur","kein Migrationshintergrund","509","0.197953022509529","0.182965006580922","0.212941038438136"
"Ja","2020","(Fach-)Abitur","direkter Migrationshintergrund","512","0.236698164234956","0.21725013247801","0.256146195991903"
"Ja","2020","(Fach-)Abitur","indirekter Migrationshintergrund","88","0.288881390982451","0.242761110336771","0.335001671628131"
"Ja","2020","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2020","AkademikerIn","kein Migrationshintergrund","675","0.125169746787141","0.116262575318947","0.134076918255335"
"Ja","2020","AkademikerIn","direkter Migrationshintergrund","396","0.159182473565837","0.143326243549069","0.175038703582604"
"Ja","2020","AkademikerIn","indirekter Migrationshintergrund","50","0.197925364868512","0.156361219350908","0.239489510386116"
"Ja","2020","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2020","(noch) kein Abschluss","kein Migrationshintergrund","258","","",""
"Nein","2020","(noch) kein Abschluss","direkter Migrationshintergrund","984","0.6776399259905","0.653558403418578","0.701721448562422"
"Nein","2020","(noch) kein Abschluss","indirekter Migrationshintergrund","82","0.709450003864662","0.626107412453939","0.792792595275385"
"Nein","2020","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2020","Hauptschule","kein Migrationshintergrund","2947","","",""
"Nein","2020","Hauptschule","direkter Migrationshintergrund","1298","","",""
"Nein","2020","Hauptschule","indirekter Migrationshintergrund","172","","",""
"Nein","2020","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2020","Realschule","kein Migrationshintergrund","4053","0.73252231908655","0.720890496582493","0.744154141590607"
"Nein","2020","Realschule","direkter Migrationshintergrund","202","","",""
"Nein","2020","Realschule","indirekter Migrationshintergrund","282","","",""
"Nein","2020","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2020","(Fach-)Abitur","kein Migrationshintergrund","2206","","",""
"Nein","2020","(Fach-)Abitur","direkter Migrationshintergrund","1323","","",""
"Nein","2020","(Fach-)Abitur","indirekter Migrationshintergrund","283","","",""
"Nein","2020","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2020","AkademikerIn","kein Migrationshintergrund","4627","0.874830253212859","0.865923081744665","0.883737424681053"
"Nein","2020","AkademikerIn","direkter Migrationshintergrund","1649","","",""
"Nein","2020","AkademikerIn","indirekter Migrationshintergrund","303","0.802074635131488","0.760510489613884","0.843638780649092"
"Nein","2020","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
