,Unnamed: 0,year,bula_h,hhtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1821,1821,2007,Baden-Wuerttemberg,Single parent,3 rooms,1.0,35,8448,0.74268,1.2453
1822,1822,2007,Baden-Wuerttemberg,Couple with children,3 rooms,0.21909,82,8448,0.17915,0.26887
1823,1823,2007,Baden-Wuerttemberg,Couple with children,4 rooms,0.3098,116,8448,0.26209,0.35003
1824,1824,2007,Baden-Wuerttemberg,Couple with children,5 rooms,0.22125,96,8448,0.19283,0.25929
1825,1825,2007,Baden-Wuerttemberg,Couple with children,6 rooms,0.15404,73,8448,0.11801,0.1884
1826,1826,2007,Baden-Wuerttemberg,Couple with children,7 rooms,0.09581,46,8448,0.06682,0.12821
1827,1827,2007,Bavaria,Single-person household,1 room,0.09162,40,8448,0.07323,0.11093
1828,1828,2007,Bavaria,Single-person household,2 rooms,0.36426,139,8448,0.33275,0.40055
1829,1829,2007,Bavaria,Single-person household,3 rooms,0.32585,133,8448,0.29143,0.35846
1830,1830,2007,Bavaria,Single-person household,4 rooms,0.13969,57,8448,0.12205,0.15846
1831,1831,2007,Bavaria,Single-person household,5 rooms,0.07858,32,8448,0.06418,0.09323
1832,1832,2007,Bavaria,Couple without children,2 rooms,0.16163,66,8448,0.13744,0.19049
1833,1833,2007,Bavaria,Couple without children,3 rooms,0.28946,138,8448,0.2597,0.32133
1834,1834,2007,Bavaria,Couple without children,4 rooms,0.25257,123,8448,0.21786,0.29051
1835,1835,2007,Bavaria,Couple without children,5 rooms,0.15948,95,8448,0.13909,0.18466
1836,1836,2007,Bavaria,Couple without children,6 rooms,0.07414,51,8448,0.0582,0.09007
1837,1837,2007,Bavaria,Couple without children,7 rooms,0.06271,33,8448,0.04588,0.08416
1838,1838,2007,Bavaria,Couple with children,3 rooms,0.20412,91,8448,0.17241,0.23862
1839,1839,2007,Bavaria,Couple with children,4 rooms,0.26573,119,8448,0.22838,0.30648
1840,1840,2007,Bavaria,Couple with children,5 rooms,0.25094,128,8448,0.2124,0.29034
1841,1841,2007,Bavaria,Couple with children,6 rooms,0.15703,96,8448,0.13163,0.19216
1842,1842,2007,Bavaria,Couple with children,7 rooms,0.12219,57,8448,0.09439,0.15258
1843,1843,2007,Berlin,Single-person household,2 rooms,0.6507,76,8448,0.57543,0.71972
1844,1844,2007,Berlin,Single-person household,3 rooms,0.3493,48,8448,0.30144,0.398
1845,1845,2007,Berlin,Couple without children,3 rooms,0.70408,66,8448,0.59073,0.82164
1846,1846,2007,Berlin,Couple without children,4 rooms,0.29592,32,8448,0.23148,0.36339
1847,1847,2007,Berlin,Couple with children,3 rooms,0.6143,41,8448,0.477,0.76897
1848,1848,2007,Berlin,Couple with children,4 rooms,0.3857,32,8448,0.29195,0.49512
1849,1849,2007,Brandenburg,Single-person household,2 rooms,0.63367,61,8448,0.55812,0.72878
1850,1850,2007,Brandenburg,Single-person household,3 rooms,0.36633,42,8448,0.30847,0.44062
1851,1851,2007,Brandenburg,Couple without children,2 rooms,0.23531,31,8448,0.18154,0.28782
1852,1852,2007,Brandenburg,Couple without children,3 rooms,0.48277,75,8448,0.42733,0.55667
1853,1853,2007,Brandenburg,Couple without children,4 rooms,0.28192,39,8448,0.20874,0.40713
1854,1854,2007,Brandenburg,Couple with children,3 rooms,0.46657,40,8448,0.36438,0.60374
1855,1855,2007,Brandenburg,Couple with children,4 rooms,0.53343,44,8448,0.41571,0.68474
1856,1856,2007,Mecklenburg-Western Pomerania,Single-person household,2 rooms,1.0,41,8448,0.80757,1.17005
1857,1857,2007,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,40,8448,0.75802,1.34014
1858,1858,2007,Saxony,Single-person household,2 rooms,0.61253,102,8448,0.5438,0.68941
1859,1859,2007,Saxony,Single-person household,3 rooms,0.38747,71,8448,0.33606,0.43849
1860,1860,2007,Saxony,Couple without children,2 rooms,0.28834,61,8448,0.22985,0.3574
1861,1861,2007,Saxony,Couple without children,3 rooms,0.50645,138,8448,0.45327,0.57951
1862,1862,2007,Saxony,Couple without children,4 rooms,0.20521,61,8448,0.17662,0.23537
1863,1863,2007,Saxony,Couple with children,3 rooms,0.40459,62,8448,0.33758,0.47861
1864,1864,2007,Saxony,Couple with children,4 rooms,0.37038,72,8448,0.30281,0.45842
1865,1865,2007,Saxony,Couple with children,5 rooms,0.22503,47,8448,0.15959,0.29794
1866,1866,2007,Saxony-Anhalt,Single-person household,2 rooms,1.0,59,8448,0.82877,1.16245
1867,1867,2007,Saxony-Anhalt,Couple without children,3 rooms,0.65799,71,8448,0.56803,0.73942
1868,1868,2007,Saxony-Anhalt,Couple without children,4 rooms,0.34201,41,8448,0.28308,0.40541
1869,1869,2007,Saxony-Anhalt,Couple with children,3 rooms,0.48046,33,8448,0.3522,0.63786
1870,1870,2007,Saxony-Anhalt,Couple with children,4 rooms,0.51954,47,8448,0.38218,0.65212
1871,1871,2007,Thuringa,Single-person household,2 rooms,0.60427,60,8448,0.54167,0.67835
1872,1872,2007,Thuringa,Single-person household,3 rooms,0.39573,40,8448,0.32109,0.47507
1873,1873,2007,Thuringa,Couple without children,3 rooms,0.65285,61,8448,0.51635,0.83011
1874,1874,2007,Thuringa,Couple without children,4 rooms,0.34715,34,8448,0.25324,0.47901
1875,1875,2007,Thuringa,Couple with children,4 rooms,1.0,52,8448,0.8052,1.25992
1876,1876,2008,Schleswig-Holstein,Single-person household,2 rooms,1.0,38,7957,0.86593,1.16041
1877,1877,2008,Schleswig-Holstein,Couple without children,3 rooms,0.47581,33,7957,0.36264,0.58534
1878,1878,2008,Schleswig-Holstein,Couple without children,4 rooms,0.52419,38,7957,0.40653,0.65943
1879,1879,2008,Schleswig-Holstein,Couple with children,5 rooms,1.0,31,7957,0.73356,1.21691
1880,1880,2008,Hamburg,Single-person household,2 rooms,1.0,39,7957,0.85018,1.17255
1881,1881,2008,Lower Saxony,Single-person household,2 rooms,0.37264,71,7957,0.32313,0.43271
1882,1882,2008,Lower Saxony,Single-person household,3 rooms,0.40467,76,7957,0.35718,0.45708
1883,1883,2008,Lower Saxony,Single-person household,4 rooms,0.22268,43,7957,0.1913,0.25504
1884,1884,2008,Lower Saxony,Couple without children,3 rooms,0.3709,85,7957,0.32809,0.42597
1885,1885,2008,Lower Saxony,Couple without children,4 rooms,0.32178,98,7957,0.28034,0.38003
1886,1886,2008,Lower Saxony,Couple without children,5 rooms,0.17295,51,7957,0.14744,0.2031
1887,1887,2008,Lower Saxony,Couple without children,6 rooms,0.13437,39,7957,0.09588,0.18024
1888,1888,2008,Lower Saxony,Couple with children,3 rooms,0.19913,45,7957,0.14496,0.2511
1889,1889,2008,Lower Saxony,Couple with children,4 rooms,0.28007,72,7957,0.22754,0.34426
1890,1890,2008,Lower Saxony,Couple with children,5 rooms,0.26961,65,7957,0.21899,0.31849
1891,1891,2008,Lower Saxony,Couple with children,6 rooms,0.15154,48,7957,0.12272,0.18617
1892,1892,2008,Lower Saxony,Couple with children,7 rooms,0.09965,36,7957,0.0621,0.13543
1893,1893,2008,North Rhine-Westphalia,Single-person household,1 room,0.06973,40,7957,0.05868,0.08268
1894,1894,2008,North Rhine-Westphalia,Single-person household,2 rooms,0.42266,207,7957,0.39104,0.45179
1895,1895,2008,North Rhine-Westphalia,Single-person household,3 rooms,0.32123,174,7957,0.29595,0.347
1896,1896,2008,North Rhine-Westphalia,Single-person household,4 rooms,0.10305,59,7957,0.08771,0.11777
1897,1897,2008,North Rhine-Westphalia,Single-person household,5 rooms,0.08334,43,7957,0.07007,0.09751
1898,1898,2008,North Rhine-Westphalia,Couple without children,2 rooms,0.14773,97,7957,0.11957,0.17411
1899,1899,2008,North Rhine-Westphalia,Couple without children,3 rooms,0.41731,268,7957,0.37815,0.45154
1900,1900,2008,North Rhine-Westphalia,Couple without children,4 rooms,0.20806,166,7957,0.18394,0.23477
1901,1901,2008,North Rhine-Westphalia,Couple without children,5 rooms,0.13453,110,7957,0.11728,0.15121
1902,1902,2008,North Rhine-Westphalia,Couple without children,6 rooms,0.09237,70,7957,0.0794,0.10759
1903,1903,2008,North Rhine-Westphalia,Single parent,3 rooms,0.67231,57,7957,0.56821,0.79844
1904,1904,2008,North Rhine-Westphalia,Single parent,4 rooms,0.32769,31,7957,0.23929,0.4179
1905,1905,2008,North Rhine-Westphalia,Couple with children,3 rooms,0.23976,135,7957,0.21141,0.26727
1906,1906,2008,North Rhine-Westphalia,Couple with children,4 rooms,0.29006,188,7957,0.2579,0.32881
1907,1907,2008,North Rhine-Westphalia,Couple with children,5 rooms,0.24212,172,7957,0.21293,0.27996
1908,1908,2008,North Rhine-Westphalia,Couple with children,6 rooms,0.16633,99,7957,0.13704,0.20087
1909,1909,2008,North Rhine-Westphalia,Couple with children,7 rooms,0.06172,50,7957,0.0455,0.07747
1910,1910,2008,Hesse,Single-person household,2 rooms,0.61716,71,7957,0.54655,0.67953
1911,1911,2008,Hesse,Single-person household,3 rooms,0.38284,46,7957,0.31875,0.44066
1912,1912,2008,Hesse,Couple without children,3 rooms,0.34691,72,7957,0.28422,0.41557
1913,1913,2008,Hesse,Couple without children,4 rooms,0.30509,66,7957,0.24212,0.36159
1914,1914,2008,Hesse,Couple without children,5 rooms,0.19811,49,7957,0.15218,0.24978
1915,1915,2008,Hesse,Couple without children,6 rooms,0.14989,32,7957,0.11042,0.20177
1916,1916,2008,Hesse,Couple with children,3 rooms,0.19061,39,7957,0.13559,0.25245
1917,1917,2008,Hesse,Couple with children,4 rooms,0.36623,64,7957,0.30027,0.43773
1918,1918,2008,Hesse,Couple with children,5 rooms,0.30326,55,7957,0.24297,0.36354
1919,1919,2008,Hesse,Couple with children,6 rooms,0.1399,34,7957,0.1072,0.1764
1920,1920,2008,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.50528,57,7957,0.4284,0.58973
1921,1921,2008,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.49472,56,7957,0.42484,0.57257
1922,1922,2008,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.25942,40,7957,0.21681,0.30557
1923,1923,2008,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.36382,42,7957,0.29807,0.4389
1924,1924,2008,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.37676,39,7957,0.28295,0.46852
1925,1925,2008,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.31981,42,7957,0.24246,0.40118
1926,1926,2008,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.344,47,7957,0.26695,0.44262
1927,1927,2008,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.33619,45,7957,0.26865,0.43934
1928,1928,2008,Baden-Wuerttemberg,Single-person household,2 rooms,0.42172,119,7957,0.36523,0.47347
1929,1929,2008,Baden-Wuerttemberg,Single-person household,3 rooms,0.37791,97,7957,0.3373,0.41914
1930,1930,2008,Baden-Wuerttemberg,Single-person household,4 rooms,0.20037,51,7957,0.16427,0.22929
1931,1931,2008,Baden-Wuerttemberg,Couple without children,2 rooms,0.07205,39,7957,0.05644,0.09306
1932,1932,2008,Baden-Wuerttemberg,Couple without children,3 rooms,0.3361,120,7957,0.28634,0.38432
1933,1933,2008,Baden-Wuerttemberg,Couple without children,4 rooms,0.27733,106,7957,0.24305,0.31553
1934,1934,2008,Baden-Wuerttemberg,Couple without children,5 rooms,0.16634,69,7957,0.1316,0.20219
1935,1935,2008,Baden-Wuerttemberg,Couple without children,6 rooms,0.07481,35,7957,0.05191,0.1022
1936,1936,2008,Baden-Wuerttemberg,Couple without children,7 rooms,0.07337,31,7957,0.05017,0.10003
1937,1937,2008,Baden-Wuerttemberg,Single parent,3 rooms,1.0,35,7957,0.80015,1.22421
1938,1938,2008,Baden-Wuerttemberg,Couple with children,3 rooms,0.19075,73,7957,0.14593,0.23561
1939,1939,2008,Baden-Wuerttemberg,Couple with children,4 rooms,0.28596,101,7957,0.23832,0.34737
1940,1940,2008,Baden-Wuerttemberg,Couple with children,5 rooms,0.2564,91,7957,0.19715,0.30518
1941,1941,2008,Baden-Wuerttemberg,Couple with children,6 rooms,0.16434,75,7957,0.12902,0.19837
1942,1942,2008,Baden-Wuerttemberg,Couple with children,7 rooms,0.10254,43,7957,0.06651,0.13341
1943,1943,2008,Bavaria,Single-person household,1 room,0.09044,37,7957,0.07122,0.10864
1944,1944,2008,Bavaria,Single-person household,2 rooms,0.36914,132,7957,0.33344,0.40515
1945,1945,2008,Bavaria,Single-person household,3 rooms,0.30345,120,7957,0.27502,0.33425
1946,1946,2008,Bavaria,Single-person household,4 rooms,0.14846,54,7957,0.12751,0.16652
1947,1947,2008,Bavaria,Single-person household,5 rooms,0.08852,34,7957,0.06747,0.10621
1948,1948,2008,Bavaria,Couple without children,2 rooms,0.15965,56,7957,0.13264,0.1889
1949,1949,2008,Bavaria,Couple without children,3 rooms,0.31732,139,7957,0.27971,0.36086
1950,1950,2008,Bavaria,Couple without children,4 rooms,0.26075,117,7957,0.22021,0.30003
1951,1951,2008,Bavaria,Couple without children,5 rooms,0.173,95,7957,0.14744,0.1983
1952,1952,2008,Bavaria,Couple without children,6 rooms,0.08928,47,7957,0.06982,0.11426
1953,1953,2008,Bavaria,Couple with children,3 rooms,0.1824,73,7957,0.1521,0.21287
1954,1954,2008,Bavaria,Couple with children,4 rooms,0.24682,114,7957,0.20643,0.2767
1955,1955,2008,Bavaria,Couple with children,5 rooms,0.28627,123,7957,0.25215,0.32858
1956,1956,2008,Bavaria,Couple with children,6 rooms,0.15921,89,7957,0.13623,0.19168
1957,1957,2008,Bavaria,Couple with children,7 rooms,0.1253,52,7957,0.09223,0.15576
1958,1958,2008,Berlin,Single-person household,1 room,0.21008,31,7957,0.16935,0.24819
1959,1959,2008,Berlin,Single-person household,2 rooms,0.55224,83,7957,0.49299,0.61477
1960,1960,2008,Berlin,Single-person household,3 rooms,0.23768,42,7957,0.20253,0.27799
1961,1961,2008,Berlin,Couple without children,3 rooms,1.0,66,7957,0.81157,1.19088
1962,1962,2008,Berlin,Couple with children,3 rooms,0.56743,35,7957,0.41431,0.70301
1963,1963,2008,Berlin,Couple with children,4 rooms,0.43257,31,7957,0.34016,0.54705
1964,1964,2008,Brandenburg,Single-person household,2 rooms,0.54728,56,7957,0.45307,0.63518
1965,1965,2008,Brandenburg,Single-person household,3 rooms,0.45272,50,7957,0.36649,0.52666
1966,1966,2008,Brandenburg,Couple without children,3 rooms,0.59215,73,7957,0.50613,0.67292
1967,1967,2008,Brandenburg,Couple without children,4 rooms,0.40785,36,7957,0.26763,0.55569
1968,1968,2008,Brandenburg,Couple with children,3 rooms,0.48663,36,7957,0.35546,0.64632
1969,1969,2008,Brandenburg,Couple with children,4 rooms,0.51337,37,7957,0.38803,0.64958
1970,1970,2008,Mecklenburg-Western Pomerania,Single-person household,2 rooms,1.0,43,7957,0.82645,1.17451
1971,1971,2008,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,39,7957,0.80603,1.26701
1972,1972,2008,Saxony,Single-person household,2 rooms,0.58693,94,7957,0.52073,0.64678
1973,1973,2008,Saxony,Single-person household,3 rooms,0.41307,75,7957,0.36338,0.46089
1974,1974,2008,Saxony,Couple without children,2 rooms,0.28264,61,7957,0.22338,0.35592
1975,1975,2008,Saxony,Couple without children,3 rooms,0.47239,133,7957,0.41315,0.53602
1976,1976,2008,Saxony,Couple without children,4 rooms,0.24498,61,7957,0.19435,0.2918
1977,1977,2008,Saxony,Couple with children,3 rooms,0.34182,58,7957,0.26549,0.42623
1978,1978,2008,Saxony,Couple with children,4 rooms,0.38914,65,7957,0.28011,0.4836
1979,1979,2008,Saxony,Couple with children,5 rooms,0.26905,55,7957,0.19563,0.37524
1980,1980,2008,Saxony-Anhalt,Single-person household,2 rooms,0.62607,51,7957,0.49243,0.7509
1981,1981,2008,Saxony-Anhalt,Single-person household,3 rooms,0.37393,32,7957,0.30288,0.44624
1982,1982,2008,Saxony-Anhalt,Couple without children,3 rooms,0.64433,71,7957,0.54923,0.74551
1983,1983,2008,Saxony-Anhalt,Couple without children,4 rooms,0.35567,42,7957,0.28711,0.41551
1984,1984,2008,Saxony-Anhalt,Couple with children,4 rooms,1.0,41,7957,0.71229,1.38589
1985,1985,2008,Thuringa,Single-person household,2 rooms,0.54539,52,7957,0.47986,0.61502
1986,1986,2008,Thuringa,Single-person household,3 rooms,0.45461,41,7957,0.36491,0.54472
1987,1987,2008,Thuringa,Couple without children,2 rooms,0.25289,31,7957,0.1892,0.31372
1988,1988,2008,Thuringa,Couple without children,3 rooms,0.38999,62,7957,0.30426,0.47456
1989,1989,2008,Thuringa,Couple without children,4 rooms,0.19405,34,7957,0.13619,0.27901
1990,1990,2008,Thuringa,Couple without children,5 rooms,0.16307,31,7957,0.13062,0.20865
1991,1991,2008,Thuringa,Couple with children,3 rooms,0.38565,32,7957,0.29349,0.48815
1992,1992,2008,Thuringa,Couple with children,4 rooms,0.61435,40,7957,0.44109,0.78676
1993,1993,2009,Schleswig-Holstein,Single-person household,2 rooms,1.0,35,7150,0.8236,1.19864
1994,1994,2009,Schleswig-Holstein,Couple without children,3 rooms,0.53678,37,7150,0.39558,0.68077
1995,1995,2009,Schleswig-Holstein,Couple without children,4 rooms,0.46322,34,7150,0.35048,0.59767
1996,1996,2009,Hamburg,Single-person household,2 rooms,1.0,38,7150,0.83195,1.2202
1997,1997,2009,Lower Saxony,Single-person household,2 rooms,0.32603,58,7150,0.27615,0.37819
1998,1998,2009,Lower Saxony,Single-person household,3 rooms,0.47308,79,7150,0.41374,0.53663
1999,1999,2009,Lower Saxony,Single-person household,4 rooms,0.20089,40,7150,0.17369,0.23132
2000,2000,2009,Lower Saxony,Couple without children,3 rooms,0.32821,76,7150,0.26941,0.38412
2001,2001,2009,Lower Saxony,Couple without children,4 rooms,0.34966,101,7150,0.2849,0.41917
2002,2002,2009,Lower Saxony,Couple without children,5 rooms,0.18072,53,7150,0.14833,0.21798
2003,2003,2009,Lower Saxony,Couple without children,6 rooms,0.1414,37,7150,0.10484,0.18317
2004,2004,2009,Lower Saxony,Couple with children,3 rooms,0.2271,44,7150,0.1743,0.2896
2005,2005,2009,Lower Saxony,Couple with children,4 rooms,0.27302,59,7150,0.21211,0.34685
2006,2006,2009,Lower Saxony,Couple with children,5 rooms,0.33005,73,7150,0.26701,0.41049
2007,2007,2009,Lower Saxony,Couple with children,6 rooms,0.16984,47,7150,0.13526,0.20496
2008,2008,2009,North Rhine-Westphalia,Single-person household,2 rooms,0.42442,199,7150,0.39327,0.45898
2009,2009,2009,North Rhine-Westphalia,Single-person household,3 rooms,0.36955,181,7150,0.33632,0.3948
2010,2010,2009,North Rhine-Westphalia,Single-person household,4 rooms,0.11229,56,7150,0.09323,0.1345
2011,2011,2009,North Rhine-Westphalia,Single-person household,5 rooms,0.09374,42,7150,0.07479,0.11108
2012,2012,2009,North Rhine-Westphalia,Couple without children,2 rooms,0.14011,82,7150,0.11271,0.17028
2013,2013,2009,North Rhine-Westphalia,Couple without children,3 rooms,0.41163,242,7150,0.37029,0.44492
2014,2014,2009,North Rhine-Westphalia,Couple without children,4 rooms,0.21577,156,7150,0.19379,0.24404
2015,2015,2009,North Rhine-Westphalia,Couple without children,5 rooms,0.13747,105,7150,0.1141,0.16888
2016,2016,2009,North Rhine-Westphalia,Couple without children,6 rooms,0.09502,61,7150,0.07918,0.11515
2017,2017,2009,North Rhine-Westphalia,Single parent,3 rooms,1.0,56,7150,0.83536,1.19743
2018,2018,2009,North Rhine-Westphalia,Couple with children,3 rooms,0.23372,126,7150,0.2026,0.26215
2019,2019,2009,North Rhine-Westphalia,Couple with children,4 rooms,0.30532,178,7150,0.26217,0.34881
2020,2020,2009,North Rhine-Westphalia,Couple with children,5 rooms,0.24642,152,7150,0.21197,0.28418
2021,2021,2009,North Rhine-Westphalia,Couple with children,6 rooms,0.15053,95,7150,0.12286,0.18181
2022,2022,2009,North Rhine-Westphalia,Couple with children,7 rooms,0.06403,46,7150,0.04241,0.08411
2023,2023,2009,Hesse,Single-person household,2 rooms,0.59532,69,7150,0.51925,0.67084
2024,2024,2009,Hesse,Single-person household,3 rooms,0.40468,46,7150,0.34366,0.4822
2025,2025,2009,Hesse,Couple without children,3 rooms,0.40585,70,7150,0.31964,0.49454
2026,2026,2009,Hesse,Couple without children,4 rooms,0.34582,63,7150,0.2628,0.43139
2027,2027,2009,Hesse,Couple without children,5 rooms,0.24833,46,7150,0.17875,0.31901
2028,2028,2009,Hesse,Couple with children,3 rooms,0.23592,36,7150,0.16972,0.30234
2029,2029,2009,Hesse,Couple with children,4 rooms,0.31555,49,7150,0.22704,0.37837
2030,2030,2009,Hesse,Couple with children,5 rooms,0.27933,48,7150,0.22162,0.34153
2031,2031,2009,Hesse,Couple with children,6 rooms,0.1692,32,7150,0.12337,0.2147
2032,2032,2009,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.51742,55,7150,0.4347,0.62729
2033,2033,2009,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.48258,52,7150,0.41132,0.56461
2034,2034,2009,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.27027,37,7150,0.20415,0.33578
2035,2035,2009,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.36131,42,7150,0.29285,0.4198
2036,2036,2009,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.36842,35,7150,0.26992,0.50018
2037,2037,2009,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.28947,34,7150,0.20802,0.37801
2038,2038,2009,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.36689,46,7150,0.26232,0.48372
2039,2039,2009,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.34364,44,7150,0.2704,0.42126
2040,2040,2009,Baden-Wuerttemberg,Single-person household,2 rooms,0.43,104,7150,0.3685,0.48936
2041,2041,2009,Baden-Wuerttemberg,Single-person household,3 rooms,0.37195,86,7150,0.32921,0.42394
2042,2042,2009,Baden-Wuerttemberg,Single-person household,4 rooms,0.19805,44,7150,0.15991,0.23417
2043,2043,2009,Baden-Wuerttemberg,Couple without children,2 rooms,0.06944,36,7150,0.04694,0.0969
2044,2044,2009,Baden-Wuerttemberg,Couple without children,3 rooms,0.32779,103,7150,0.26331,0.39176
2045,2045,2009,Baden-Wuerttemberg,Couple without children,4 rooms,0.25599,87,7150,0.2125,0.30682
2046,2046,2009,Baden-Wuerttemberg,Couple without children,5 rooms,0.19588,70,7150,0.15874,0.24117
2047,2047,2009,Baden-Wuerttemberg,Couple without children,6 rooms,0.07724,35,7150,0.05619,0.10123
2048,2048,2009,Baden-Wuerttemberg,Couple without children,7 rooms,0.07366,31,7150,0.04316,0.10985
2049,2049,2009,Baden-Wuerttemberg,Couple with children,3 rooms,0.21307,67,7150,0.16359,0.25815
2050,2050,2009,Baden-Wuerttemberg,Couple with children,4 rooms,0.25635,90,7150,0.21297,0.30673
2051,2051,2009,Baden-Wuerttemberg,Couple with children,5 rooms,0.26545,87,7150,0.2114,0.31932
2052,2052,2009,Baden-Wuerttemberg,Couple with children,6 rooms,0.15941,61,7150,0.12032,0.19849
2053,2053,2009,Baden-Wuerttemberg,Couple with children,7 rooms,0.10572,41,7150,0.07024,0.14672
2054,2054,2009,Bavaria,Single-person household,1 room,0.09915,33,7150,0.07585,0.1212
2055,2055,2009,Bavaria,Single-person household,2 rooms,0.40641,128,7150,0.36962,0.44526
2056,2056,2009,Bavaria,Single-person household,3 rooms,0.33851,114,7150,0.30486,0.37646
2057,2057,2009,Bavaria,Single-person household,4 rooms,0.15593,56,7150,0.13292,0.18362
2058,2058,2009,Bavaria,Couple without children,2 rooms,0.16646,60,7150,0.13678,0.20213
2059,2059,2009,Bavaria,Couple without children,3 rooms,0.29005,129,7150,0.24548,0.33751
2060,2060,2009,Bavaria,Couple without children,4 rooms,0.22861,104,7150,0.19047,0.26978
2061,2061,2009,Bavaria,Couple without children,5 rooms,0.16757,91,7150,0.14144,0.20368
2062,2062,2009,Bavaria,Couple without children,6 rooms,0.08541,51,7150,0.06599,0.10631
2063,2063,2009,Bavaria,Couple without children,7 rooms,0.0619,31,7150,0.04066,0.09398
2064,2064,2009,Bavaria,Couple with children,3 rooms,0.16723,72,7150,0.14155,0.19499
2065,2065,2009,Bavaria,Couple with children,4 rooms,0.31454,115,7150,0.27083,0.37471
2066,2066,2009,Bavaria,Couple with children,5 rooms,0.25482,107,7150,0.21538,0.30081
2067,2067,2009,Bavaria,Couple with children,6 rooms,0.14011,78,7150,0.11299,0.17748
2068,2068,2009,Bavaria,Couple with children,7 rooms,0.1233,54,7150,0.08492,0.16068
2069,2069,2009,Berlin,Single-person household,2 rooms,0.64833,77,7150,0.56847,0.73375
2070,2070,2009,Berlin,Single-person household,3 rooms,0.35167,48,7150,0.29628,0.40773
2071,2071,2009,Berlin,Couple without children,3 rooms,1.0,66,7150,0.82628,1.24635
2072,2072,2009,Berlin,Couple with children,3 rooms,1.0,31,7150,0.6307,1.35649
2073,2073,2009,Brandenburg,Single-person household,2 rooms,0.5983,58,7150,0.5,0.72016
2074,2074,2009,Brandenburg,Single-person household,3 rooms,0.4017,47,7150,0.33564,0.47794
2075,2075,2009,Brandenburg,Couple without children,3 rooms,0.5759,69,7150,0.49583,0.6543
2076,2076,2009,Brandenburg,Couple without children,4 rooms,0.4241,39,7150,0.27781,0.64211
2077,2077,2009,Brandenburg,Couple with children,4 rooms,0.55581,34,7150,0.39084,0.74735
2078,2078,2009,Brandenburg,Couple with children,5 rooms,0.44419,31,7150,0.29753,0.63846
2079,2079,2009,Mecklenburg-Western Pomerania,Single-person household,2 rooms,1.0,39,7150,0.82463,1.20464
2080,2080,2009,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,42,7150,0.79079,1.24827
2081,2081,2009,Saxony,Single-person household,2 rooms,0.51951,82,7150,0.44841,0.5983
2082,2082,2009,Saxony,Single-person household,3 rooms,0.48049,80,7150,0.41186,0.54877
2083,2083,2009,Saxony,Couple without children,2 rooms,0.30664,59,7150,0.25085,0.38477
2084,2084,2009,Saxony,Couple without children,3 rooms,0.45371,120,7150,0.39365,0.52529
2085,2085,2009,Saxony,Couple without children,4 rooms,0.23966,55,7150,0.17197,0.33006
2086,2086,2009,Saxony,Couple with children,3 rooms,0.37388,54,7150,0.27974,0.49372
2087,2087,2009,Saxony,Couple with children,4 rooms,0.35666,61,7150,0.26936,0.45747
2088,2088,2009,Saxony,Couple with children,5 rooms,0.26946,52,7150,0.17146,0.38999
2089,2089,2009,Saxony-Anhalt,Single-person household,2 rooms,0.57381,42,7150,0.45289,0.69948
2090,2090,2009,Saxony-Anhalt,Single-person household,3 rooms,0.42619,37,7150,0.35549,0.49375
2091,2091,2009,Saxony-Anhalt,Couple without children,3 rooms,0.62004,63,7150,0.53851,0.70807
2092,2092,2009,Saxony-Anhalt,Couple without children,4 rooms,0.37996,44,7150,0.30805,0.44533
2093,2093,2009,Saxony-Anhalt,Couple with children,4 rooms,1.0,31,7150,0.62738,1.49904
2094,2094,2009,Thuringa,Single-person household,2 rooms,0.64845,53,7150,0.53972,0.768
2095,2095,2009,Thuringa,Single-person household,3 rooms,0.35155,33,7150,0.28771,0.43542
2096,2096,2009,Thuringa,Couple without children,3 rooms,0.53106,57,7150,0.40362,0.70396
2097,2097,2009,Thuringa,Couple without children,4 rooms,0.46894,46,7150,0.33426,0.64351
2098,2098,2009,Thuringa,Couple with children,4 rooms,1.0,43,7150,0.6908,1.37436
2099,2099,2010,Schleswig-Holstein,Single-person household,2 rooms,1.0,33,10614,0.83168,1.17398
2100,2100,2010,Schleswig-Holstein,Couple without children,3 rooms,1.0,31,10614,0.75008,1.22154
