year,hhtyp,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Couple with children,Urban regions,6 rooms,0.12423,372,2708,0.11181,0.13666
2003,Couple with children,Urban regions,7 rooms,0.06207,223,2708,0.05298,0.07116
2003,Couple with children,Urban regions,8 rooms,0.03048,100,2708,0.02400,0.03696
2003,Couple with children,Urban regions,9 rooms,0.01023,38,2708,0.00644,0.01402
2003,Couple with children,Rural regions,3 rooms,0.18639,256,1319,0.16536,0.20741
2003,Couple with children,Rural regions,4 rooms,0.26253,355,1319,0.23877,0.28628
2003,Couple with children,Rural regions,5 rooms,0.24605,320,1319,0.22280,0.26931
2003,Couple with children,Rural regions,6 rooms,0.13814,214,1319,0.11951,0.15677
2003,Couple with children,Rural regions,7 rooms,0.07656,110,1319,0.06220,0.09091
2003,Couple with children,Rural regions,8 rooms,0.04391,64,1319,0.03285,0.05497
2004,Single-person household,Urban regions,1 room,0.10869,214,1974,0.09495,0.12242
2004,Single-person household,Urban regions,2 rooms,0.40491,792,1974,0.38325,0.42657
2004,Single-person household,Urban regions,3 rooms,0.29933,600,1974,0.27912,0.31954
2004,Single-person household,Urban regions,4 rooms,0.10611,216,1974,0.09252,0.11970
2004,Single-person household,Urban regions,5 rooms,0.05173,113,1974,0.04196,0.06150
2004,Single-person household,Urban regions,6 rooms,0.01840,39,1974,0.01247,0.02433
2004,Single-person household,Rural regions,1 room,0.08314,80,837,0.06443,0.10186
2004,Single-person household,Rural regions,2 rooms,0.37905,315,837,0.34616,0.41194
2004,Single-person household,Rural regions,3 rooms,0.31272,257,837,0.28129,0.34414
2004,Single-person household,Rural regions,4 rooms,0.09361,85,837,0.07387,0.11336
2004,Single-person household,Rural regions,5 rooms,0.07577,69,837,0.05783,0.09371
2004,Single-person household,Rural regions,6 rooms,0.03873,31,837,0.02565,0.05181
2004,Couple without children,Urban regions,2 rooms,0.14386,380,2528,0.13018,0.15754
2004,Couple without children,Urban regions,3 rooms,0.37307,880,2528,0.35421,0.39192
2004,Couple without children,Urban regions,4 rooms,0.22515,581,2528,0.20886,0.24143
2004,Couple without children,Urban regions,5 rooms,0.12805,357,2528,0.11502,0.14108
2004,Couple without children,Urban regions,6 rooms,0.07528,203,2528,0.06500,0.08557
2004,Couple without children,Urban regions,7 rooms,0.02659,89,2528,0.02032,0.03286
2004,Couple without children,Urban regions,8 rooms,0.01277,38,2528,0.00839,0.01715
2004,Couple without children,Rural regions,2 rooms,0.12690,166,1191,0.10799,0.14581
2004,Couple without children,Rural regions,3 rooms,0.34873,423,1191,0.32166,0.37581
2004,Couple without children,Rural regions,4 rooms,0.22030,282,1191,0.19675,0.24384
2004,Couple without children,Rural regions,5 rooms,0.16919,196,1191,0.14789,0.19049
2004,Couple without children,Rural regions,6 rooms,0.06932,91,1191,0.05489,0.08376
2004,Couple without children,Rural regions,7 rooms,0.02643,33,1191,0.01732,0.03554
2004,Single parent,Urban regions,2 rooms,0.14191,61,419,0.10846,0.17537
2004,Single parent,Urban regions,3 rooms,0.52020,218,419,0.47231,0.56810
2004,Single parent,Urban regions,4 rooms,0.19521,99,419,0.15721,0.23321
2004,Single parent,Urban regions,5 rooms,0.08719,41,419,0.06015,0.11424
2004,Single parent,Rural regions,3 rooms,0.37897,83,142,0.29889,0.45905
2004,Single parent,Rural regions,4 rooms,0.23110,59,142,0.16152,0.30068
2004,Couple with children,Urban regions,2 rooms,0.02391,53,2607,0.01804,0.02977
2004,Couple with children,Urban regions,3 rooms,0.26124,596,2607,0.24437,0.27811
2004,Couple with children,Urban regions,4 rooms,0.26055,676,2607,0.24370,0.27740
2004,Couple with children,Urban regions,5 rooms,0.20747,535,2607,0.19190,0.22304
2004,Couple with children,Urban regions,6 rooms,0.13336,385,2607,0.12031,0.14642
2004,Couple with children,Urban regions,7 rooms,0.06390,199,2607,0.05451,0.07329
2004,Couple with children,Urban regions,8 rooms,0.02799,91,2607,0.02166,0.03432
2004,Couple with children,Urban regions,9 rooms,0.01078,37,2607,0.00682,0.01475
2004,Couple with children,Urban regions,10 or more rooms,0.01080,35,2607,0.00683,0.01477
2004,Couple with children,Rural regions,3 rooms,0.17317,238,1281,0.15244,0.19390
2004,Couple with children,Rural regions,4 rooms,0.29050,365,1281,0.26563,0.31537
2004,Couple with children,Rural regions,5 rooms,0.24722,310,1281,0.22359,0.27086
2004,Couple with children,Rural regions,6 rooms,0.13239,205,1281,0.11382,0.15095
2004,Couple with children,Rural regions,7 rooms,0.07857,111,1281,0.06383,0.09331
2004,Couple with children,Rural regions,8 rooms,0.03114,52,1281,0.02162,0.04065
2005,Single-person household,Urban regions,1 room,0.10728,229,2004,0.09373,0.12084
2005,Single-person household,Urban regions,2 rooms,0.40088,798,2004,0.37942,0.42234
2005,Single-person household,Urban regions,3 rooms,0.29291,593,2004,0.27298,0.31284
2005,Single-person household,Urban regions,4 rooms,0.10538,223,2004,0.09193,0.11882
2005,Single-person household,Urban regions,5 rooms,0.05641,111,2004,0.04631,0.06652
2005,Single-person household,Urban regions,6 rooms,0.02449,50,2004,0.01772,0.03126
2005,Single-person household,Rural regions,1 room,0.06448,63,845,0.04791,0.08105
2005,Single-person household,Rural regions,2 rooms,0.40194,338,845,0.36886,0.43502
2005,Single-person household,Rural regions,3 rooms,0.30733,262,845,0.27620,0.33846
2005,Single-person household,Rural regions,4 rooms,0.09700,90,845,0.07703,0.11697
2005,Single-person household,Rural regions,5 rooms,0.07060,61,845,0.05331,0.08788
2005,Single-person household,Rural regions,6 rooms,0.04317,31,845,0.02946,0.05688
2005,Couple without children,Urban regions,2 rooms,0.14276,351,2444,0.12889,0.15663
2005,Couple without children,Urban regions,3 rooms,0.38396,874,2444,0.36467,0.40324
2005,Couple without children,Urban regions,4 rooms,0.21796,546,2444,0.20159,0.23433
2005,Couple without children,Urban regions,5 rooms,0.13269,365,2444,0.11924,0.14614
2005,Couple without children,Urban regions,6 rooms,0.06648,176,2444,0.05660,0.07636
2005,Couple without children,Urban regions,7 rooms,0.03027,95,2444,0.02347,0.03706
2005,Couple without children,Urban regions,8 rooms,0.01277,37,2444,0.00832,0.01722
2005,Couple without children,Rural regions,2 rooms,0.13153,156,1120,0.11173,0.15134
2005,Couple without children,Rural regions,3 rooms,0.33653,410,1120,0.30885,0.36422
2005,Couple without children,Rural regions,4 rooms,0.23872,288,1120,0.21375,0.26370
2005,Couple without children,Rural regions,5 rooms,0.17076,183,1120,0.14872,0.19281
2005,Couple without children,Rural regions,6 rooms,0.05887,83,1120,0.04508,0.07266
2005,Single parent,Urban regions,2 rooms,0.15061,63,412,0.11603,0.18519
2005,Single parent,Urban regions,3 rooms,0.49789,209,412,0.44955,0.54623
2005,Single parent,Urban regions,4 rooms,0.18411,93,412,0.14664,0.22158
2005,Single parent,Urban regions,5 rooms,0.09900,47,412,0.07013,0.12787
2005,Single parent,Rural regions,3 rooms,0.41557,96,154,0.33748,0.49366
2005,Single parent,Rural regions,4 rooms,0.23209,58,154,0.16520,0.29899
2005,Couple with children,Urban regions,2 rooms,0.02666,55,2411,0.02023,0.03309
2005,Couple with children,Urban regions,3 rooms,0.26251,553,2411,0.24495,0.28008
2005,Couple with children,Urban regions,4 rooms,0.27125,654,2411,0.25350,0.28900
2005,Couple with children,Urban regions,5 rooms,0.20513,512,2411,0.18901,0.22125
2005,Couple with children,Urban regions,6 rooms,0.12390,337,2411,0.11074,0.13705
2005,Couple with children,Urban regions,7 rooms,0.05655,169,2411,0.04733,0.06577
2005,Couple with children,Urban regions,8 rooms,0.03332,98,2411,0.02616,0.04049
2005,Couple with children,Urban regions,9 rooms,0.01147,33,2411,0.00722,0.01572
2005,Couple with children,Rural regions,3 rooms,0.15432,205,1199,0.13386,0.17478
2005,Couple with children,Rural regions,4 rooms,0.28592,329,1199,0.26034,0.31151
2005,Couple with children,Rural regions,5 rooms,0.25405,317,1199,0.22940,0.27870
2005,Couple with children,Rural regions,6 rooms,0.13132,194,1199,0.11220,0.15045
2005,Couple with children,Rural regions,7 rooms,0.07973,101,1199,0.06439,0.09507
2005,Couple with children,Rural regions,8 rooms,0.04760,53,1199,0.03554,0.05965
2006,Single-person household,Urban regions,1 room,0.09902,226,2239,0.08664,0.11139
2006,Single-person household,Urban regions,2 rooms,0.40599,886,2239,0.38565,0.42634
2006,Single-person household,Urban regions,3 rooms,0.29732,669,2239,0.27838,0.31625
2006,Single-person household,Urban regions,4 rooms,0.10332,248,2239,0.09071,0.11593
2006,Single-person household,Urban regions,5 rooms,0.05700,128,2239,0.04739,0.06660
2006,Single-person household,Urban regions,6 rooms,0.02189,51,2239,0.01583,0.02796
2006,Single-person household,Urban regions,7 rooms,0.00856,31,2239,0.00474,0.01238
2006,Single-person household,Rural regions,1 room,0.06949,78,1008,0.05379,0.08520
2006,Single-person household,Rural regions,2 rooms,0.38867,380,1008,0.35856,0.41878
2006,Single-person household,Rural regions,3 rooms,0.29777,304,1008,0.26953,0.32602
2006,Single-person household,Rural regions,4 rooms,0.11798,131,1008,0.09805,0.13790
2006,Single-person household,Rural regions,5 rooms,0.07711,84,1008,0.06064,0.09359
2006,Single-person household,Rural regions,6 rooms,0.03276,31,1008,0.02177,0.04375
2006,Couple without children,Urban regions,2 rooms,0.15796,408,2738,0.14429,0.17162
2006,Couple without children,Urban regions,3 rooms,0.36420,922,2738,0.34618,0.38223
2006,Couple without children,Urban regions,4 rooms,0.21294,620,2738,0.19760,0.22827
2006,Couple without children,Urban regions,5 rooms,0.12277,405,2738,0.11048,0.13507
2006,Couple without children,Urban regions,6 rooms,0.07823,223,2738,0.06817,0.08829
2006,Couple without children,Urban regions,7 rooms,0.03388,116,2738,0.02711,0.04066
2006,Couple without children,Urban regions,8 rooms,0.01220,44,2738,0.00809,0.01632
2006,Couple without children,Rural regions,2 rooms,0.12901,166,1317,0.11090,0.14712
2006,Couple without children,Rural regions,3 rooms,0.33404,443,1317,0.30856,0.35953
2006,Couple without children,Rural regions,4 rooms,0.24168,330,1317,0.21855,0.26481
2006,Couple without children,Rural regions,5 rooms,0.15545,219,1317,0.13587,0.17502
2006,Couple without children,Rural regions,6 rooms,0.06978,105,1317,0.05602,0.08355
2006,Couple without children,Rural regions,7 rooms,0.03360,54,1317,0.02386,0.04334
2006,Single parent,Urban regions,2 rooms,0.15319,63,452,0.11995,0.18643
2006,Single parent,Urban regions,3 rooms,0.50003,232,452,0.45388,0.54617
2006,Single parent,Urban regions,4 rooms,0.18692,106,452,0.15094,0.22290
2006,Single parent,Urban regions,5 rooms,0.09010,51,452,0.06368,0.11653
2006,Single parent,Rural regions,3 rooms,0.41688,108,216,0.35098,0.48279
2006,Single parent,Rural regions,4 rooms,0.22677,63,216,0.17080,0.28275
2006,Single parent,Rural regions,5 rooms,0.15355,45,216,0.10536,0.20175
2006,Couple with children,Urban regions,2 rooms,0.02129,51,2498,0.01563,0.02695
2006,Couple with children,Urban regions,3 rooms,0.26584,557,2498,0.24851,0.28317
2006,Couple with children,Urban regions,4 rooms,0.27964,662,2498,0.26203,0.29724
2006,Couple with children,Urban regions,5 rooms,0.21257,540,2498,0.19652,0.22862
2006,Couple with children,Urban regions,6 rooms,0.11308,348,2498,0.10066,0.12550
2006,Couple with children,Urban regions,7 rooms,0.05367,178,2498,0.04483,0.06251
2006,Couple with children,Urban regions,8 rooms,0.02908,89,2498,0.02249,0.03567
2006,Couple with children,Urban regions,9 rooms,0.01282,39,2498,0.00841,0.01724
2006,Couple with children,Urban regions,10 or more rooms,0.01098,34,2498,0.00689,0.01507
2006,Couple with children,Rural regions,3 rooms,0.17023,229,1261,0.14948,0.19098
2006,Couple with children,Rural regions,4 rooms,0.26556,347,1261,0.24117,0.28994
2006,Couple with children,Rural regions,5 rooms,0.25092,304,1261,0.22699,0.27486
2006,Couple with children,Rural regions,6 rooms,0.14340,206,1261,0.12405,0.16275
2006,Couple with children,Rural regions,7 rooms,0.07995,113,1261,0.06497,0.09493
2006,Couple with children,Rural regions,8 rooms,0.03696,62,1261,0.02654,0.04737
2007,Single-person household,Urban regions,1 room,0.10195,224,2083,0.08895,0.11494
2007,Single-person household,Urban regions,2 rooms,0.39886,805,2083,0.37782,0.41989
2007,Single-person household,Urban regions,3 rooms,0.29374,626,2083,0.27417,0.31330
2007,Single-person household,Urban regions,4 rooms,0.10540,232,2083,0.09221,0.11859
2007,Single-person household,Urban regions,5 rooms,0.06197,135,2083,0.05161,0.07233
2007,Single-person household,Urban regions,6 rooms,0.02474,61,2083,0.01807,0.03141
2007,Single-person household,Rural regions,1 room,0.06849,67,960,0.05250,0.08447
2007,Single-person household,Rural regions,2 rooms,0.39085,373,960,0.35997,0.42173
2007,Single-person household,Rural regions,3 rooms,0.29100,292,960,0.26225,0.31975
2007,Single-person household,Rural regions,4 rooms,0.12544,129,960,0.10448,0.14641
2007,Single-person household,Rural regions,5 rooms,0.06465,62,960,0.04909,0.08021
2007,Single-person household,Rural regions,6 rooms,0.03670,37,960,0.02480,0.04861
2007,Couple without children,Urban regions,2 rooms,0.13628,333,2533,0.12292,0.14965
2007,Couple without children,Urban regions,3 rooms,0.36858,873,2533,0.34979,0.38737
2007,Couple without children,Urban regions,4 rooms,0.22876,597,2533,0.21240,0.24512
2007,Couple without children,Urban regions,5 rooms,0.12050,361,2533,0.10782,0.13318
2007,Couple without children,Urban regions,6 rooms,0.07957,209,2533,0.06903,0.09011
2007,Couple without children,Urban regions,7 rooms,0.04031,123,2533,0.03264,0.04797
2007,Couple without children,Urban regions,8 rooms,0.00981,37,2533,0.00597,0.01365
2007,Couple without children,Rural regions,2 rooms,0.12636,154,1244,0.10789,0.14483
2007,Couple without children,Rural regions,3 rooms,0.31744,409,1244,0.29156,0.34331
2007,Couple without children,Rural regions,4 rooms,0.23434,302,1244,0.21079,0.25789
2007,Couple without children,Rural regions,5 rooms,0.16677,221,1244,0.14604,0.18749
2007,Couple without children,Rural regions,6 rooms,0.07907,110,1244,0.06406,0.09407
2007,Couple without children,Rural regions,7 rooms,0.03953,48,1244,0.02870,0.05037
2007,Single parent,Urban regions,2 rooms,0.13916,53,420,0.10602,0.17230
2007,Single parent,Urban regions,3 rooms,0.50812,221,420,0.46025,0.55599
2007,Single parent,Urban regions,4 rooms,0.19630,98,420,0.15827,0.23434
2007,Single parent,Urban regions,5 rooms,0.08499,48,420,0.05829,0.11169
2007,Single parent,Rural regions,3 rooms,0.35445,85,192,0.28662,0.42229
2007,Single parent,Rural regions,4 rooms,0.29449,70,192,0.22984,0.35913
2007,Single parent,Rural regions,5 rooms,0.13006,37,192,0.08235,0.17776
2007,Couple with children,Urban regions,2 rooms,0.01709,39,2315,0.01181,0.02237
2007,Couple with children,Urban regions,3 rooms,0.25392,507,2315,0.23618,0.27165
2007,Couple with children,Urban regions,4 rooms,0.27299,608,2315,0.25484,0.29114
2007,Couple with children,Urban regions,5 rooms,0.20539,501,2315,0.18893,0.22186
2007,Couple with children,Urban regions,6 rooms,0.14094,367,2315,0.12676,0.15512
2007,Couple with children,Urban regions,7 rooms,0.05618,176,2315,0.04680,0.06556
2007,Couple with children,Urban regions,8 rooms,0.03045,82,2315,0.02345,0.03745
2007,Couple with children,Urban regions,9 rooms,0.01250,35,2315,0.00798,0.01703
2007,Couple with children,Rural regions,3 rooms,0.16222,211,1167,0.14106,0.18338
2007,Couple with children,Rural regions,4 rooms,0.26212,319,1167,0.23688,0.28737
2007,Couple with children,Rural regions,5 rooms,0.23913,276,1167,0.21465,0.26362
2007,Couple with children,Rural regions,6 rooms,0.14199,185,1167,0.12196,0.16203
2007,Couple with children,Rural regions,7 rooms,0.10321,123,1167,0.08575,0.12068
2007,Couple with children,Rural regions,8 rooms,0.03845,53,1167,0.02741,0.04949
2008,Single-person household,Urban regions,1 room,0.09711,203,2010,0.08416,0.11005
2008,Single-person household,Urban regions,2 rooms,0.39969,784,2010,0.37827,0.42110
2008,Single-person household,Urban regions,3 rooms,0.28985,596,2010,0.27001,0.30969
2008,Single-person household,Urban regions,4 rooms,0.10825,234,2010,0.09466,0.12183
2008,Single-person household,Urban regions,5 rooms,0.06179,123,2010,0.05126,0.07232
2008,Single-person household,Urban regions,6 rooms,0.03067,70,2010,0.02313,0.03821
2008,Single-person household,Rural regions,1 room,0.06276,62,876,0.04669,0.07883
2008,Single-person household,Rural regions,2 rooms,0.36911,336,876,0.33713,0.40108
2008,Single-person household,Rural regions,3 rooms,0.30838,284,876,0.27778,0.33898
2008,Single-person household,Rural regions,4 rooms,0.12442,119,876,0.10255,0.14629
2008,Single-person household,Rural regions,5 rooms,0.07975,75,876,0.06180,0.09770
2008,Couple without children,Urban regions,2 rooms,0.13419,306,2422,0.12061,0.14777
2008,Couple without children,Urban regions,3 rooms,0.37010,853,2422,0.35087,0.38934
2008,Couple without children,Urban regions,4 rooms,0.22491,571,2422,0.20828,0.24154
2008,Couple without children,Urban regions,5 rooms,0.13143,355,2422,0.11797,0.14488
2008,Couple without children,Urban regions,6 rooms,0.07246,192,2422,0.06213,0.08278
2008,Couple without children,Urban regions,7 rooms,0.04020,110,2422,0.03237,0.04802
2008,Couple without children,Urban regions,8 rooms,0.00962,35,2422,0.00573,0.01351
2008,Couple without children,Rural regions,2 rooms,0.11623,139,1210,0.09816,0.13429
2008,Couple without children,Rural regions,3 rooms,0.30405,386,1210,0.27812,0.32998
2008,Couple without children,Rural regions,4 rooms,0.26409,311,1210,0.23924,0.28894
2008,Couple without children,Rural regions,5 rooms,0.16931,221,1210,0.14817,0.19044
2008,Couple without children,Rural regions,6 rooms,0.07871,111,1210,0.06353,0.09389
2008,Couple without children,Rural regions,7 rooms,0.03062,42,1210,0.02091,0.04033
2008,Single parent,Urban regions,2 rooms,0.13771,57,414,0.10448,0.17095
2008,Single parent,Urban regions,3 rooms,0.49020,197,414,0.44199,0.53841
2008,Single parent,Urban regions,4 rooms,0.18856,89,414,0.15083,0.22628
2008,Single parent,Urban regions,5 rooms,0.07496,39,414,0.04956,0.10036
2008,Single parent,Urban regions,6 rooms,0.07364,32,414,0.04845,0.09883
2008,Single parent,Rural regions,3 rooms,0.33990,87,192,0.27273,0.40708
2008,Single parent,Rural regions,4 rooms,0.28945,65,192,0.22513,0.35377
2008,Single parent,Rural regions,5 rooms,0.14826,40,192,0.09787,0.19866
2008,Couple with children,Urban regions,2 rooms,0.01613,32,2121,0.01076,0.02149
2008,Couple with children,Urban regions,3 rooms,0.23412,445,2121,0.21609,0.25214
2008,Couple with children,Urban regions,4 rooms,0.27127,565,2121,0.25235,0.29020
2008,Couple with children,Urban regions,5 rooms,0.22210,480,2121,0.20441,0.23980
2008,Couple with children,Urban regions,6 rooms,0.13799,330,2121,0.12331,0.15268
2008,Couple with children,Urban regions,7 rooms,0.06229,155,2121,0.05201,0.07258
2008,Couple with children,Urban regions,8 rooms,0.02971,75,2121,0.02248,0.03694
2008,Couple with children,Urban regions,9 rooms,0.01502,39,2121,0.00984,0.02020
2008,Couple with children,Rural regions,3 rooms,0.14828,185,1063,0.12691,0.16965
2008,Couple with children,Rural regions,4 rooms,0.25912,279,1063,0.23277,0.28547
2008,Couple with children,Rural regions,5 rooms,0.26112,277,1063,0.23470,0.28754
2008,Couple with children,Rural regions,6 rooms,0.14165,163,1063,0.12067,0.16262
2008,Couple with children,Rural regions,7 rooms,0.09570,104,1063,0.07800,0.11339
2008,Couple with children,Rural regions,8 rooms,0.04673,55,1063,0.03403,0.05942
2009,Single-person household,Urban regions,1 room,0.09097,175,1921,0.07811,0.10384
2009,Single-person household,Urban regions,2 rooms,0.38413,729,1921,0.36237,0.40588
2009,Single-person household,Urban regions,3 rooms,0.30091,597,1921,0.28039,0.32143
2009,Single-person household,Urban regions,4 rooms,0.11136,222,1921,0.09729,0.12543
2009,Single-person household,Urban regions,5 rooms,0.06991,135,1921,0.05850,0.08131
2009,Single-person household,Urban regions,6 rooms,0.02823,63,1921,0.02082,0.03564
2009,Single-person household,Rural regions,1 room,0.06025,53,832,0.04407,0.07643
2009,Single-person household,Rural regions,2 rooms,0.35533,314,832,0.32279,0.38787
2009,Single-person household,Rural regions,3 rooms,0.31054,272,832,0.27908,0.34200
2009,Single-person household,Rural regions,4 rooms,0.13310,120,832,0.11001,0.15620
2009,Single-person household,Rural regions,5 rooms,0.08233,73,832,0.06364,0.10102
2009,Couple without children,Urban regions,2 rooms,0.13551,284,2263,0.12141,0.14962
2009,Couple without children,Urban regions,3 rooms,0.35716,776,2263,0.33741,0.37690
2009,Couple without children,Urban regions,4 rooms,0.21233,524,2263,0.19548,0.22918
2009,Couple without children,Urban regions,5 rooms,0.13975,348,2263,0.12546,0.15404
2009,Couple without children,Urban regions,6 rooms,0.07609,187,2263,0.06516,0.08702
2009,Couple without children,Urban regions,7 rooms,0.04402,110,2263,0.03557,0.05248
2009,Couple without children,Urban regions,8 rooms,0.00923,34,2263,0.00529,0.01317
2009,Couple without children,Rural regions,2 rooms,0.10661,131,1182,0.08901,0.12421
2009,Couple without children,Rural regions,3 rooms,0.28874,370,1182,0.26289,0.31459
2009,Couple without children,Rural regions,4 rooms,0.27621,319,1182,0.25071,0.30171
2009,Couple without children,Rural regions,5 rooms,0.16766,212,1182,0.14636,0.18897
2009,Couple without children,Rural regions,6 rooms,0.08261,103,1182,0.06691,0.09832
2009,Couple without children,Rural regions,7 rooms,0.03815,47,1182,0.02722,0.04908
2009,Single parent,Urban regions,2 rooms,0.14800,54,353,0.11090,0.18510
2009,Single parent,Urban regions,3 rooms,0.47711,181,353,0.42493,0.52928
2009,Single parent,Urban regions,4 rooms,0.18500,82,353,0.14443,0.22556
2009,Single parent,Urban regions,5 rooms,0.08366,36,353,0.05473,0.11258
2009,Single parent,Rural regions,3 rooms,0.34166,81,182,0.27257,0.41075
2009,Single parent,Rural regions,4 rooms,0.27036,66,182,0.20565,0.33506
2009,Single parent,Rural regions,5 rooms,0.15423,35,182,0.10161,0.20684
2009,Couple with children,Urban regions,3 rooms,0.23883,413,1876,0.21953,0.25813
2009,Couple with children,Urban regions,4 rooms,0.26865,503,1876,0.24859,0.28872
2009,Couple with children,Urban regions,5 rooms,0.22117,440,1876,0.20239,0.23996
2009,Couple with children,Urban regions,6 rooms,0.13249,296,1876,0.11715,0.14784
2009,Couple with children,Urban regions,7 rooms,0.06311,150,1876,0.05211,0.07412
2009,Couple with children,Urban regions,8 rooms,0.03788,74,1876,0.02924,0.04652
2009,Couple with children,Rural regions,3 rooms,0.15250,167,991,0.13010,0.17489
2009,Couple with children,Rural regions,4 rooms,0.27052,269,991,0.24285,0.29820
2009,Couple with children,Rural regions,5 rooms,0.25779,257,991,0.23054,0.28504
2009,Couple with children,Rural regions,6 rooms,0.12890,160,991,0.10803,0.14978
2009,Couple with children,Rural regions,7 rooms,0.08366,92,991,0.06641,0.10091
2009,Couple with children,Rural regions,8 rooms,0.04852,46,991,0.03514,0.06191
2010,Single-person household,Urban regions,1 room,0.08032,147,1837,0.06789,0.09275
2010,Single-person household,Urban regions,2 rooms,0.36676,656,1837,0.34472,0.38881
2010,Single-person household,Urban regions,3 rooms,0.32028,589,1837,0.29893,0.34162
2010,Single-person household,Urban regions,4 rooms,0.11416,225,1837,0.09961,0.12871
2010,Single-person household,Urban regions,5 rooms,0.06321,120,1837,0.05208,0.07434
2010,Single-person household,Urban regions,6 rooms,0.03259,67,1837,0.02447,0.04071
2010,Single-person household,Urban regions,7 rooms,0.01471,33,1837,0.00920,0.02022
2010,Single-person household,Rural regions,1 room,0.05839,49,815,0.04228,0.07450
2010,Single-person household,Rural regions,2 rooms,0.35035,286,815,0.31757,0.38312
2010,Single-person household,Rural regions,3 rooms,0.31433,257,815,0.28244,0.34622
2010,Single-person household,Rural regions,4 rooms,0.13455,123,815,0.11111,0.15799
2010,Single-person household,Rural regions,5 rooms,0.07348,69,815,0.05555,0.09140
2010,Single-person household,Rural regions,6 rooms,0.03874,31,815,0.02548,0.05199
2010,Couple without children,Urban regions,2 rooms,0.11439,248,2167,0.10099,0.12780
2010,Couple without children,Urban regions,3 rooms,0.37337,759,2167,0.35300,0.39374
2010,Couple without children,Urban regions,4 rooms,0.22954,513,2167,0.21183,0.24725
2010,Couple without children,Urban regions,5 rooms,0.13747,336,2167,0.12297,0.15197
2010,Couple without children,Urban regions,6 rooms,0.07744,192,2167,0.06618,0.08870
2010,Couple without children,Urban regions,7 rooms,0.03351,86,2167,0.02593,0.04109
2010,Couple without children,Urban regions,8 rooms,0.01336,33,2167,0.00852,0.01820
2010,Couple without children,Rural regions,2 rooms,0.11158,117,1104,0.09300,0.13016
2010,Couple without children,Rural regions,3 rooms,0.29595,348,1104,0.26901,0.32289
2010,Couple without children,Rural regions,4 rooms,0.26102,309,1104,0.23510,0.28694
2010,Couple without children,Rural regions,5 rooms,0.16360,185,1104,0.14177,0.18543
2010,Couple without children,Rural regions,6 rooms,0.08738,102,1104,0.07071,0.10404
2010,Couple without children,Rural regions,7 rooms,0.03784,43,1104,0.02658,0.04910
2010,Single parent,Urban regions,2 rooms,0.13134,163,1163,0.11192,0.15076
2010,Single parent,Urban regions,3 rooms,0.50481,604,1163,0.47607,0.53356
2010,Single parent,Urban regions,4 rooms,0.18722,240,1163,0.16479,0.20965
2010,Single parent,Urban regions,5 rooms,0.09017,108,1163,0.07370,0.10664
2010,Single parent,Urban regions,6 rooms,0.05899,48,1163,0.04545,0.07254
2010,Single parent,Rural regions,2 rooms,0.06520,52,581,0.04511,0.08529
2010,Single parent,Rural regions,3 rooms,0.39078,265,581,0.35107,0.43049
2010,Single parent,Rural regions,4 rooms,0.27646,176,581,0.24006,0.31286
2010,Single parent,Rural regions,5 rooms,0.14802,88,581,0.11911,0.17692
2010,Couple with children,Urban regions,2 rooms,0.01597,107,3715,0.01194,0.02000
2010,Couple with children,Urban regions,3 rooms,0.23655,986,3715,0.22289,0.25022
2010,Couple with children,Urban regions,4 rooms,0.27804,1020,3715,0.26363,0.29245
2010,Couple with children,Urban regions,5 rooms,0.21353,702,3715,0.20035,0.22671
2010,Couple with children,Urban regions,6 rooms,0.14432,493,3715,0.13302,0.15562
2010,Couple with children,Urban regions,7 rooms,0.05660,217,3715,0.04917,0.06403
2010,Couple with children,Urban regions,8 rooms,0.02765,104,3715,0.02238,0.03292
2010,Couple with children,Urban regions,9 rooms,0.01971,51,3715,0.01524,0.02418
2010,Couple with children,Urban regions,10 or more rooms,0.00712,35,3715,0.00442,0.00982
2010,Couple with children,Rural regions,2 rooms,0.01383,35,1994,0.00870,0.01895
2010,Couple with children,Rural regions,3 rooms,0.14849,377,1994,0.13288,0.16410
2010,Couple with children,Rural regions,4 rooms,0.25432,513,1994,0.23520,0.27344
2010,Couple with children,Rural regions,5 rooms,0.27530,433,1994,0.25569,0.29491
2010,Couple with children,Rural regions,6 rooms,0.14110,290,1994,0.12582,0.15638
2010,Couple with children,Rural regions,7 rooms,0.09290,183,1994,0.08016,0.10565
2010,Couple with children,Rural regions,8 rooms,0.03541,89,1994,0.02730,0.04353
2010,Couple with children,Rural regions,9 rooms,0.02165,37,1994,0.01526,0.02803
2010,Couple with children,Rural regions,10 or more rooms,0.01682,37,1994,0.01118,0.02247
2011,Single-person household,Urban regions,1 room,0.08835,231,2364,0.07691,0.09979
2011,Single-person household,Urban regions,2 rooms,0.39146,901,2364,0.37178,0.41114
2011,Single-person household,Urban regions,3 rooms,0.30657,734,2364,0.28798,0.32517
2011,Single-person household,Urban regions,4 rooms,0.10414,266,2364,0.09182,0.11645
2011,Single-person household,Urban regions,5 rooms,0.06398,147,2364,0.05412,0.07385
2011,Single-person household,Urban regions,6 rooms,0.03230,85,2364,0.02517,0.03943
2011,Single-person household,Rural regions,1 room,0.08014,88,1094,0.06404,0.09624
2011,Single-person household,Rural regions,2 rooms,0.34292,384,1094,0.31477,0.37106
