"pgisced97","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"higher vocational","2002","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","2002","Hauptschulabschluss","maennlich","389","0.0833225770163953","0.0750784119071521","0.0915667421256384"
"higher vocational","2002","Hauptschulabschluss","weiblich","161","0.0336539482457093","0.0284739936292135","0.038833902862205"
"higher vocational","2002","Realschulabschluss","maennlich","388","0.150101084501729","0.136276100634819","0.16392606836864"
"higher vocational","2002","Realschulabschluss","weiblich","384","0.106254621508488","0.0959656663772377","0.116543576639738"
"higher vocational","2002","(Fach-)Abitur","maennlich","228","0.198199715591646","0.175249276999367","0.221150154183925"
"higher vocational","2002","(Fach-)Abitur","weiblich","190","0.148960968343829","0.129847302060142","0.168074634627516"
"higher vocational","2002","AkademikerInnen","maennlich","","","",""
"higher vocational","2002","AkademikerInnen","weiblich","","","",""
"higher education","2002","(noch) kein Abschluss","maennlich","","","",""
"higher education","2002","(noch) kein Abschluss","weiblich","","","",""
"higher education","2002","Hauptschulabschluss","maennlich","","","",""
"higher education","2002","Hauptschulabschluss","weiblich","","","",""
"higher education","2002","Realschulabschluss","maennlich","","","",""
"higher education","2002","Realschulabschluss","weiblich","","","",""
"higher education","2002","(Fach-)Abitur","maennlich","","","",""
"higher education","2002","(Fach-)Abitur","weiblich","","","",""
"higher education","2002","AkademikerInnen","maennlich","2609","1","1","1"
"higher education","2002","AkademikerInnen","weiblich","1965","1","1","1"
"in school","2003","(noch) kein Abschluss","maennlich","303","0.620250958887371","0.57400114680818","0.666500770966563"
"in school","2003","(noch) kein Abschluss","weiblich","316","0.54512263512431","0.500435432145847","0.589809838102773"
"in school","2003","Hauptschulabschluss","maennlich","","","",""
"in school","2003","Hauptschulabschluss","weiblich","","","",""
"in school","2003","Realschulabschluss","maennlich","","","",""
"in school","2003","Realschulabschluss","weiblich","","","",""
"in school","2003","(Fach-)Abitur","maennlich","","","",""
"in school","2003","(Fach-)Abitur","weiblich","","","",""
"in school","2003","AkademikerInnen","maennlich","","","",""
"in school","2003","AkademikerInnen","weiblich","","","",""
"inadequately","2003","(noch) kein Abschluss","maennlich","93","0.294415873783964","0.250981564540646","0.337850183027281"
"inadequately","2003","(noch) kein Abschluss","weiblich","140","0.376094345218139","0.332623632140946","0.419565058295332"
"inadequately","2003","Hauptschulabschluss","maennlich","","","",""
"inadequately","2003","Hauptschulabschluss","weiblich","","","",""
"inadequately","2003","Realschulabschluss","maennlich","","","",""
"inadequately","2003","Realschulabschluss","weiblich","","","",""
"inadequately","2003","(Fach-)Abitur","maennlich","","","",""
"inadequately","2003","(Fach-)Abitur","weiblich","","","",""
"inadequately","2003","AkademikerInnen","maennlich","","","",""
"inadequately","2003","AkademikerInnen","weiblich","","","",""
"general elemantary","2003","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","2003","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","2003","Hauptschulabschluss","maennlich","654","0.161321584881287","0.150070805945083","0.172572363817491"
"general elemantary","2003","Hauptschulabschluss","weiblich","1478","0.349939895211828","0.335864744701339","0.364015045722318"
"general elemantary","2003","Realschulabschluss","maennlich","266","0.102931102091241","0.0909693158057564","0.114892888376725"
"general elemantary","2003","Realschulabschluss","weiblich","369","0.110580832229563","0.0999179137299343","0.121243750729193"
"general elemantary","2003","(Fach-)Abitur","maennlich","","","",""
"general elemantary","2003","(Fach-)Abitur","weiblich","","","",""
"general elemantary","2003","AkademikerInnen","maennlich","","","",""
"general elemantary","2003","AkademikerInnen","weiblich","","","",""
"middle vocational","2003","(noch) kein Abschluss","maennlich","","","",""
"middle vocational","2003","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","2003","Hauptschulabschluss","maennlich","3067","0.751137835507193","0.737913377718185","0.764362293296201"
"middle vocational","2003","Hauptschulabschluss","weiblich","2758","0.612144902722415","0.597765480615155","0.626524324829674"
"middle vocational","2003","Realschulabschluss","maennlich","1830","0.741796722390985","0.724568790025797","0.759024654756172"
"middle vocational","2003","Realschulabschluss","weiblich","2586","0.784868463823227","0.770897273809713","0.798839653836741"
"middle vocational","2003","(Fach-)Abitur","maennlich","415","0.326491247576593","0.299077252588542","0.353905242564644"
"middle vocational","2003","(Fach-)Abitur","weiblich","452","0.293371783176621","0.268800357749947","0.317943208603295"
"middle vocational","2003","AkademikerInnen","maennlich","","","",""
"middle vocational","2003","AkademikerInnen","weiblich","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","2003","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","2003","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","2003","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","2003","Realschulabschluss","maennlich","","","",""
"vocational + Abi","2003","Realschulabschluss","weiblich","","","",""
"vocational + Abi","2003","(Fach-)Abitur","maennlich","486","0.470992550447608","0.441811370522346","0.500173730372871"
"vocational + Abi","2003","(Fach-)Abitur","weiblich","678","0.554218356903494","0.527394128597794","0.581042585209193"
"vocational + Abi","2003","AkademikerInnen","maennlich","","","",""
"vocational + Abi","2003","AkademikerInnen","weiblich","","","",""
"higher vocational","2003","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","2003","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","2003","Hauptschulabschluss","maennlich","368","0.0838439168569949","0.075366586013711","0.0923212477002788"
"higher vocational","2003","Hauptschulabschluss","weiblich","154","0.034258810513958","0.028891013560961","0.0396266074669549"
"higher vocational","2003","Realschulabschluss","maennlich","383","0.155272175517775","0.141015605661707","0.169528745373842"
"higher vocational","2003","Realschulabschluss","weiblich","368","0.10455070394721","0.0941475050753835","0.114953902819036"
"higher vocational","2003","(Fach-)Abitur","maennlich","223","0.202516201975799","0.179022267312295","0.226010136639303"
"higher vocational","2003","(Fach-)Abitur","weiblich","189","0.152409859919886","0.133013279419502","0.171806440420269"
"higher vocational","2003","AkademikerInnen","maennlich","","","",""
"higher vocational","2003","AkademikerInnen","weiblich","","","",""
"higher education","2003","(noch) kein Abschluss","maennlich","","","",""
"higher education","2003","(noch) kein Abschluss","weiblich","","","",""
"higher education","2003","Hauptschulabschluss","maennlich","","","",""
"higher education","2003","Hauptschulabschluss","weiblich","","","",""
"higher education","2003","Realschulabschluss","maennlich","","","",""
"higher education","2003","Realschulabschluss","weiblich","","","",""
"higher education","2003","(Fach-)Abitur","maennlich","","","",""
"higher education","2003","(Fach-)Abitur","weiblich","","","",""
"higher education","2003","AkademikerInnen","maennlich","2467","1","1","1"
"higher education","2003","AkademikerInnen","weiblich","1902","1","1","1"
"in school","2004","(noch) kein Abschluss","maennlich","310","0.631431459584704","0.585512990321233","0.677349928848175"
"in school","2004","(noch) kein Abschluss","weiblich","330","0.555069173546008","0.510886727171913","0.599251619920103"
"in school","2004","Hauptschulabschluss","maennlich","","","",""
"in school","2004","Hauptschulabschluss","weiblich","","","",""
"in school","2004","Realschulabschluss","maennlich","","","",""
"in school","2004","Realschulabschluss","weiblich","","","",""
"in school","2004","(Fach-)Abitur","maennlich","","","",""
"in school","2004","(Fach-)Abitur","weiblich","","","",""
"in school","2004","AkademikerInnen","maennlich","","","",""
"in school","2004","AkademikerInnen","weiblich","","","",""
"inadequately","2004","(noch) kein Abschluss","maennlich","83","0.271532216678676","0.229199024307697","0.313865409049655"
"inadequately","2004","(noch) kein Abschluss","weiblich","133","0.356679915484034","0.314092347575651","0.399267483392416"
"inadequately","2004","Hauptschulabschluss","maennlich","","","",""
"inadequately","2004","Hauptschulabschluss","weiblich","","","",""
"inadequately","2004","Realschulabschluss","maennlich","","","",""
"inadequately","2004","Realschulabschluss","weiblich","","","",""
"inadequately","2004","(Fach-)Abitur","maennlich","","","",""
"inadequately","2004","(Fach-)Abitur","weiblich","","","",""
"inadequately","2004","AkademikerInnen","maennlich","","","",""
"inadequately","2004","AkademikerInnen","weiblich","","","",""
"general elemantary","2004","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","2004","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","2004","Hauptschulabschluss","maennlich","600","0.161330868761141","0.14981452752858","0.172847209993702"
"general elemantary","2004","Hauptschulabschluss","weiblich","1390","0.353611827628962","0.339178735176654","0.368044920081271"
"general elemantary","2004","Realschulabschluss","maennlich","244","0.0961077874440026","0.0843061492520885","0.107909425635917"
"general elemantary","2004","Realschulabschluss","weiblich","368","0.115333983973905","0.104340307912733","0.126327660035076"
"general elemantary","2004","(Fach-)Abitur","maennlich","","","",""
"general elemantary","2004","(Fach-)Abitur","weiblich","","","",""
"general elemantary","2004","AkademikerInnen","maennlich","","","",""
"general elemantary","2004","AkademikerInnen","weiblich","","","",""
"middle vocational","2004","(noch) kein Abschluss","maennlich","","","",""
"middle vocational","2004","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","2004","Hauptschulabschluss","maennlich","2945","0.746298599915814","0.73267542901923","0.759921770812397"
"middle vocational","2004","Hauptschulabschluss","weiblich","2657","0.6094635310752","0.59473518565834","0.624191876492059"
"middle vocational","2004","Realschulabschluss","maennlich","1787","0.744636544658011","0.727176062573202","0.76209702674282"
"middle vocational","2004","Realschulabschluss","weiblich","2508","0.776446996738764","0.762107933561219","0.790786059916309"
"middle vocational","2004","(Fach-)Abitur","maennlich","399","0.312733650368663","0.285349184231831","0.340118116505494"
"middle vocational","2004","(Fach-)Abitur","weiblich","452","0.290259612490083","0.265783651777382","0.314735573202784"
"middle vocational","2004","AkademikerInnen","maennlich","","","",""
"middle vocational","2004","AkademikerInnen","weiblich","","","",""
"vocational + Abi","2004","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","2004","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","2004","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","2004","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","2004","Realschulabschluss","maennlich","","","",""
"vocational + Abi","2004","Realschulabschluss","weiblich","","","",""
"vocational + Abi","2004","(Fach-)Abitur","maennlich","487","0.492480235881072","0.462949428943691","0.522011042818454"
"vocational + Abi","2004","(Fach-)Abitur","weiblich","680","0.564217934555628","0.5374783409746","0.590957528136656"
"vocational + Abi","2004","AkademikerInnen","maennlich","","","",""
"vocational + Abi","2004","AkademikerInnen","weiblich","","","",""
"higher vocational","2004","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","2004","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","2004","Hauptschulabschluss","maennlich","354","0.0877507697435729","0.0788926268968928","0.0966089125902529"
"higher vocational","2004","Hauptschulabschluss","weiblich","148","0.0332938359770457","0.0278778383766431","0.0387098335774484"
"higher vocational","2004","Realschulabschluss","maennlich","365","0.159255667897986","0.144604099827132","0.173907235968841"
"higher vocational","2004","Realschulabschluss","weiblich","367","0.108219019287331","0.0975271038185312","0.118910934756131"
"higher vocational","2004","(Fach-)Abitur","maennlich","215","0.194786113750265","0.17139294487931","0.218179282621221"
"higher vocational","2004","(Fach-)Abitur","weiblich","189","0.145522452954289","0.126506766262539","0.164538139646039"
"higher vocational","2004","AkademikerInnen","maennlich","","","",""
"higher vocational","2004","AkademikerInnen","weiblich","","","",""
"higher education","2004","(noch) kein Abschluss","maennlich","","","",""
"higher education","2004","(noch) kein Abschluss","weiblich","","","",""
"higher education","2004","Hauptschulabschluss","maennlich","","","",""
"higher education","2004","Hauptschulabschluss","weiblich","","","",""
"higher education","2004","Realschulabschluss","maennlich","","","",""
"higher education","2004","Realschulabschluss","weiblich","","","",""
"higher education","2004","(Fach-)Abitur","maennlich","","","",""
"higher education","2004","(Fach-)Abitur","weiblich","","","",""
"higher education","2004","AkademikerInnen","maennlich","2427","1","1","1"
"higher education","2004","AkademikerInnen","weiblich","1884","1","1","1"
"in school","2005","(noch) kein Abschluss","maennlich","312","0.611804885295182","0.565308052780461","0.658301717809903"
"in school","2005","(noch) kein Abschluss","weiblich","340","0.601839946142013","0.558274058213909","0.645405834070117"
"in school","2005","Hauptschulabschluss","maennlich","","","",""
"in school","2005","Hauptschulabschluss","weiblich","","","",""
"in school","2005","Realschulabschluss","maennlich","","","",""
"in school","2005","Realschulabschluss","weiblich","","","",""
"in school","2005","(Fach-)Abitur","maennlich","","","",""
"in school","2005","(Fach-)Abitur","weiblich","","","",""
"in school","2005","AkademikerInnen","maennlich","","","",""
"in school","2005","AkademikerInnen","weiblich","","","",""
"inadequately","2005","(noch) kein Abschluss","maennlich","82","0.291295918252701","0.247945675661878","0.334646160843524"
"inadequately","2005","(noch) kein Abschluss","weiblich","123","0.31984376230032","0.278333975091127","0.361353549509513"
"inadequately","2005","Hauptschulabschluss","maennlich","","","",""
"inadequately","2005","Hauptschulabschluss","weiblich","","","",""
"inadequately","2005","Realschulabschluss","maennlich","","","",""
"inadequately","2005","Realschulabschluss","weiblich","","","",""
"inadequately","2005","(Fach-)Abitur","maennlich","","","",""
"inadequately","2005","(Fach-)Abitur","weiblich","","","",""
"inadequately","2005","AkademikerInnen","maennlich","","","",""
"inadequately","2005","AkademikerInnen","weiblich","","","",""
"general elemantary","2005","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","2005","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","2005","Hauptschulabschluss","maennlich","557","0.160864402864661","0.14900031571442","0.172728490014902"
"general elemantary","2005","Hauptschulabschluss","weiblich","1278","0.34453132216819","0.329702218054683","0.359360426281697"
"general elemantary","2005","Realschulabschluss","maennlich","226","0.103380699113605","0.090927356879858","0.115834041347352"
"general elemantary","2005","Realschulabschluss","weiblich","355","0.121028500859141","0.109552556689079","0.132504445029203"
"general elemantary","2005","(Fach-)Abitur","maennlich","","","",""
"general elemantary","2005","(Fach-)Abitur","weiblich","","","",""
"general elemantary","2005","AkademikerInnen","maennlich","","","",""
"general elemantary","2005","AkademikerInnen","weiblich","","","",""
"middle vocational","2005","(noch) kein Abschluss","maennlich","","","",""
"middle vocational","2005","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","2005","Hauptschulabschluss","maennlich","2771","0.747016157178592","0.732978337142283","0.761053977214901"
"middle vocational","2005","Hauptschulabschluss","weiblich","2508","0.619442027085328","0.604291235170095","0.634592819000562"
"middle vocational","2005","Realschulabschluss","maennlich","1715","0.73819220778255","0.720210200814566","0.756174214750533"
"middle vocational","2005","Realschulabschluss","weiblich","2402","0.774718147379165","0.760018999053112","0.789417295705219"
"middle vocational","2005","(Fach-)Abitur","maennlich","365","0.31011077863915","0.281958936185001","0.338262621093298"
"middle vocational","2005","(Fach-)Abitur","weiblich","434","0.295096537122977","0.270140154155199","0.320052920090756"
"middle vocational","2005","AkademikerInnen","maennlich","","","",""
"middle vocational","2005","AkademikerInnen","weiblich","","","",""
"vocational + Abi","2005","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","2005","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","2005","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","2005","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","2005","Realschulabschluss","maennlich","","","",""
"vocational + Abi","2005","Realschulabschluss","weiblich","","","",""
"vocational + Abi","2005","(Fach-)Abitur","maennlich","468","0.489407589725921","0.458982543948667","0.519832635503176"
"vocational + Abi","2005","(Fach-)Abitur","weiblich","669","0.563091723675298","0.535951122033401","0.590232325317196"
"vocational + Abi","2005","AkademikerInnen","maennlich","","","",""
"vocational + Abi","2005","AkademikerInnen","weiblich","","","",""
"higher vocational","2005","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","2005","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","2005","Hauptschulabschluss","maennlich","335","0.0854677537041756","0.076439808035111","0.0944956993732402"
"higher vocational","2005","Hauptschulabschluss","weiblich","139","0.03307344644148","0.0274931013429291","0.0386537915400309"
"higher vocational","2005","Realschulabschluss","maennlich","355","0.158427093103845","0.143491490531141","0.17336269567655"
"higher vocational","2005","Realschulabschluss","weiblich","346","0.104253351761694","0.0935012141924692","0.115005489330919"
"higher vocational","2005","(Fach-)Abitur","maennlich","204","0.200481631634929","0.176114173430369","0.224849089839489"
"higher vocational","2005","(Fach-)Abitur","weiblich","180","0.141811739201724","0.122722784857487","0.160900693545962"
"higher vocational","2005","AkademikerInnen","maennlich","","","",""
"higher vocational","2005","AkademikerInnen","weiblich","","","",""
"higher education","2005","(noch) kein Abschluss","maennlich","","","",""
"higher education","2005","(noch) kein Abschluss","weiblich","","","",""
"higher education","2005","Hauptschulabschluss","maennlich","","","",""
"higher education","2005","Hauptschulabschluss","weiblich","","","",""
"higher education","2005","Realschulabschluss","maennlich","","","",""
"higher education","2005","Realschulabschluss","weiblich","","","",""
"higher education","2005","(Fach-)Abitur","maennlich","","","",""
"higher education","2005","(Fach-)Abitur","weiblich","","","",""
"higher education","2005","AkademikerInnen","maennlich","2317","1","1","1"
"higher education","2005","AkademikerInnen","weiblich","1863","1","1","1"
"in school","2006","(noch) kein Abschluss","maennlich","324","0.619227750852333","0.573491349210383","0.664964152494283"
"in school","2006","(noch) kein Abschluss","weiblich","315","0.558823542085264","0.513547274820051","0.604099809350477"
"in school","2006","Hauptschulabschluss","maennlich","","","",""
"in school","2006","Hauptschulabschluss","weiblich","","","",""
"in school","2006","Realschulabschluss","maennlich","","","",""
"in school","2006","Realschulabschluss","weiblich","","","",""
"in school","2006","(Fach-)Abitur","maennlich","","","",""
"in school","2006","(Fach-)Abitur","weiblich","","","",""
"in school","2006","AkademikerInnen","maennlich","","","",""
"in school","2006","AkademikerInnen","weiblich","","","",""
"inadequately","2006","(noch) kein Abschluss","maennlich","73","0.276606790762174","0.234473752707825","0.318739828816523"
"inadequately","2006","(noch) kein Abschluss","weiblich","122","0.350557019252674","0.307048234754444","0.394065803750904"
"inadequately","2006","Hauptschulabschluss","maennlich","","","",""
"inadequately","2006","Hauptschulabschluss","weiblich","","","",""
"inadequately","2006","Realschulabschluss","maennlich","","","",""
"inadequately","2006","Realschulabschluss","weiblich","","","",""
"inadequately","2006","(Fach-)Abitur","maennlich","","","",""
"inadequately","2006","(Fach-)Abitur","weiblich","","","",""
"inadequately","2006","AkademikerInnen","maennlich","","","",""
"inadequately","2006","AkademikerInnen","weiblich","","","",""
"general elemantary","2006","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","2006","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","2006","Hauptschulabschluss","maennlich","571","0.161774840153153","0.150292499900873","0.173257180405434"
"general elemantary","2006","Hauptschulabschluss","weiblich","1376","0.349537208516397","0.335183163007704","0.363891254025089"
"general elemantary","2006","Realschulabschluss","maennlich","236","0.0999279844422247","0.0880258628067344","0.111830106077715"
"general elemantary","2006","Realschulabschluss","weiblich","375","0.120961050764602","0.10993865320707","0.131983448322134"
"general elemantary","2006","(Fach-)Abitur","maennlich","","","",""
"general elemantary","2006","(Fach-)Abitur","weiblich","","","",""
"general elemantary","2006","AkademikerInnen","maennlich","","","",""
"general elemantary","2006","AkademikerInnen","weiblich","","","",""
"middle vocational","2006","(noch) kein Abschluss","maennlich","33","0.0963154998195458","0.0685272847869525","0.124103714852139"
"middle vocational","2006","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","2006","Hauptschulabschluss","maennlich","3002","0.749070593999239","0.735551993634179","0.762589194364298"
"middle vocational","2006","Hauptschulabschluss","weiblich","2692","0.614724529135501","0.600074370270575","0.629374688000428"
"middle vocational","2006","Realschulabschluss","maennlich","1844","0.756786641245079","0.739760249079319","0.773813033410839"
"middle vocational","2006","Realschulabschluss","weiblich","2618","0.774804287856262","0.760684593274825","0.7889239824377"
"middle vocational","2006","(Fach-)Abitur","maennlich","361","0.306618608164673","0.279042606571609","0.334194609757737"
"middle vocational","2006","(Fach-)Abitur","weiblich","474","0.317084880057012","0.292700576023454","0.341469184090571"
"middle vocational","2006","AkademikerInnen","maennlich","","","",""
"middle vocational","2006","AkademikerInnen","weiblich","","","",""
"vocational + Abi","2006","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","2006","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","2006","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","2006","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","2006","Realschulabschluss","maennlich","","","",""
"vocational + Abi","2006","Realschulabschluss","weiblich","","","",""
"vocational + Abi","2006","(Fach-)Abitur","maennlich","484","0.48680284208208","0.456910177835172","0.516695506328988"
"vocational + Abi","2006","(Fach-)Abitur","weiblich","736","0.54721990670099","0.521136528416644","0.573303284985336"
"vocational + Abi","2006","AkademikerInnen","maennlich","","","",""
"vocational + Abi","2006","AkademikerInnen","weiblich","","","",""
"higher vocational","2006","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","2006","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","2006","Hauptschulabschluss","maennlich","352","0.0811372499355016","0.0726233206057454","0.0896511792652578"
"higher vocational","2006","Hauptschulabschluss","weiblich","149","0.0322548728640698","0.0269363069422142","0.0375734387859253"
"higher vocational","2006","Realschulabschluss","maennlich","359","0.143285374312696","0.129380687455002","0.157190061170391"
"higher vocational","2006","Realschulabschluss","weiblich","369","0.104234661379136","0.0939058001365796","0.114563522621692"
"higher vocational","2006","(Fach-)Abitur","maennlich","229","0.206578549753247","0.18236599971808","0.230791099788414"
"higher vocational","2006","(Fach-)Abitur","weiblich","189","0.135695213241998","0.117749738298679","0.153640688185316"
"higher vocational","2006","AkademikerInnen","maennlich","","","",""
"higher vocational","2006","AkademikerInnen","weiblich","","","",""
"higher education","2006","(noch) kein Abschluss","maennlich","","","",""
"higher education","2006","(noch) kein Abschluss","weiblich","","","",""
"higher education","2006","Hauptschulabschluss","maennlich","","","",""
"higher education","2006","Hauptschulabschluss","weiblich","","","",""
"higher education","2006","Realschulabschluss","maennlich","","","",""
"higher education","2006","Realschulabschluss","weiblich","","","",""
"higher education","2006","(Fach-)Abitur","maennlich","","","",""
"higher education","2006","(Fach-)Abitur","weiblich","","","",""
"higher education","2006","AkademikerInnen","maennlich","2556","1","1","1"
"higher education","2006","AkademikerInnen","weiblich","2034","1","1","1"
"in school","2007","(noch) kein Abschluss","maennlich","313","0.667807610261863","0.621476430503442","0.714138790020284"
"in school","2007","(noch) kein Abschluss","weiblich","316","0.605567683004794","0.560362054567918","0.65077331144167"
"in school","2007","Hauptschulabschluss","maennlich","","","",""
"in school","2007","Hauptschulabschluss","weiblich","","","",""
"in school","2007","Realschulabschluss","maennlich","","","",""
"in school","2007","Realschulabschluss","weiblich","","","",""
"in school","2007","(Fach-)Abitur","maennlich","","","",""
"in school","2007","(Fach-)Abitur","weiblich","","","",""
"in school","2007","AkademikerInnen","maennlich","","","",""
"in school","2007","AkademikerInnen","weiblich","","","",""
"inadequately","2007","(noch) kein Abschluss","maennlich","60","0.248794124783583","0.206268335219453","0.291319914347713"
"inadequately","2007","(noch) kein Abschluss","weiblich","116","0.325164786914012","0.281836098510001","0.368493475318023"
"inadequately","2007","Hauptschulabschluss","maennlich","","","",""
"inadequately","2007","Hauptschulabschluss","weiblich","","","",""
"inadequately","2007","Realschulabschluss","maennlich","","","",""
"inadequately","2007","Realschulabschluss","weiblich","","","",""
"inadequately","2007","(Fach-)Abitur","maennlich","","","",""
"inadequately","2007","(Fach-)Abitur","weiblich","","","",""
"inadequately","2007","AkademikerInnen","maennlich","","","",""
"inadequately","2007","AkademikerInnen","weiblich","","","",""
"general elemantary","2007","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","2007","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","2007","Hauptschulabschluss","maennlich","505","0.155848736890237","0.143990480520317","0.167706993260157"
"general elemantary","2007","Hauptschulabschluss","weiblich","1218","0.345342307890366","0.33027597221354","0.360408643567192"
"general elemantary","2007","Realschulabschluss","maennlich","215","0.0984961696959375","0.0863048644505063","0.110687474941369"
"general elemantary","2007","Realschulabschluss","weiblich","341","0.123545325999572","0.112063094470623","0.135027557528521"
"general elemantary","2007","(Fach-)Abitur","maennlich","","","",""
"general elemantary","2007","(Fach-)Abitur","weiblich","","","",""
"general elemantary","2007","AkademikerInnen","maennlich","","","",""
"general elemantary","2007","AkademikerInnen","weiblich","","","",""
"middle vocational","2007","(noch) kein Abschluss","maennlich","","","",""
"middle vocational","2007","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","2007","Hauptschulabschluss","maennlich","2735","0.750257189428293","0.736105423555496","0.764408955301089"
"middle vocational","2007","Hauptschulabschluss","weiblich","2459","0.619740874669758","0.604358602159116","0.6351231471804"
"middle vocational","2007","Realschulabschluss","maennlich","1733","0.754396714885248","0.73678613218775","0.772007297582745"
"middle vocational","2007","Realschulabschluss","weiblich","2479","0.775231386141994","0.760665667504362","0.789797104779625"
"middle vocational","2007","(Fach-)Abitur","maennlich","375","0.336794865235956","0.308330154040615","0.365259576431297"
"middle vocational","2007","(Fach-)Abitur","weiblich","443","0.312203575520945","0.287224218422382","0.337182932619509"
"middle vocational","2007","AkademikerInnen","maennlich","","","",""
"middle vocational","2007","AkademikerInnen","weiblich","","","",""
"vocational + Abi","2007","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","2007","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","2007","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","2007","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","2007","Realschulabschluss","maennlich","","","",""
"vocational + Abi","2007","Realschulabschluss","weiblich","","","",""
"vocational + Abi","2007","(Fach-)Abitur","maennlich","468","0.470699594502642","0.440637229990435","0.500761959014849"
"vocational + Abi","2007","(Fach-)Abitur","weiblich","707","0.556220464255701","0.529438681627958","0.583002246883444"
"vocational + Abi","2007","AkademikerInnen","maennlich","","","",""
"vocational + Abi","2007","AkademikerInnen","weiblich","","","",""
"higher vocational","2007","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","2007","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","2007","Hauptschulabschluss","maennlich","333","0.0867921964875706","0.0775880356036759","0.0959963573714653"
"higher vocational","2007","Hauptschulabschluss","weiblich","127","0.0304912984154069","0.0250432692603281","0.0359393275704857"
"higher vocational","2007","Realschulabschluss","maennlich","347","0.147107115418815","0.132615365479513","0.161598865358117"
"higher vocational","2007","Realschulabschluss","weiblich","335","0.101223287858435","0.0906984713120326","0.111748104404837"
"higher vocational","2007","(Fach-)Abitur","maennlich","216","0.192505540261402","0.168759483418752","0.216251597104053"
"higher vocational","2007","(Fach-)Abitur","weiblich","172","0.131575960223354","0.113354358239678","0.14979756220703"
"higher vocational","2007","AkademikerInnen","maennlich","","","",""
"higher vocational","2007","AkademikerInnen","weiblich","","","",""
"higher education","2007","(noch) kein Abschluss","maennlich","","","",""
"higher education","2007","(noch) kein Abschluss","weiblich","","","",""
"higher education","2007","Hauptschulabschluss","maennlich","","","",""
"higher education","2007","Hauptschulabschluss","weiblich","","","",""
"higher education","2007","Realschulabschluss","maennlich","","","",""
"higher education","2007","Realschulabschluss","weiblich","","","",""
"higher education","2007","(Fach-)Abitur","maennlich","","","",""
"higher education","2007","(Fach-)Abitur","weiblich","","","",""
"higher education","2007","AkademikerInnen","maennlich","2415","1","1","1"
"higher education","2007","AkademikerInnen","weiblich","1987","1","1","1"
"in school","2008","(noch) kein Abschluss","maennlich","280","0.667942726958621","0.619428410484749","0.716457043432493"
"in school","2008","(noch) kein Abschluss","weiblich","274","0.613795638161063","0.565224875276992","0.662366401045133"
"in school","2008","Hauptschulabschluss","maennlich","","","",""
"in school","2008","Hauptschulabschluss","weiblich","","","",""
"in school","2008","Realschulabschluss","maennlich","","","",""
"in school","2008","Realschulabschluss","weiblich","","","",""
"in school","2008","(Fach-)Abitur","maennlich","","","",""
