,Unnamed: 0,year,bula_h,regtyp,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
544,544,2019,Schleswig-Holstein,Urban regions,"No, never",0.76423,144,15637,0.62916,0.94197
545,545,2019,Schleswig-Holstein,Urban regions,"Yes, less frequently",0.23577,38,15637,0.10892,0.37855
546,546,2019,Schleswig-Holstein,Rural regions,"No, never",0.67241,226,15637,0.55998,0.78052
547,547,2019,Schleswig-Holstein,Rural regions,"Yes, every week",0.05208,32,15637,0.03381,0.07171
548,548,2019,Schleswig-Holstein,Rural regions,"Yes, every 2 weeks",0.15292,56,15637,0.1088,0.21319
549,549,2019,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.12258,43,15637,0.09076,0.16775
550,550,2019,Hamburg,Urban regions,"No, never",0.76647,197,15637,0.638,0.90537
551,551,2019,Hamburg,Urban regions,"Yes, less frequently",0.23353,69,15637,0.15453,0.31852
552,552,2019,Lower Saxony,Urban regions,"No, never",0.6309,406,15637,0.56561,0.70043
553,553,2019,Lower Saxony,Urban regions,"Yes, every week",0.05111,50,15637,0.03732,0.07333
554,554,2019,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.10417,63,15637,0.07092,0.13984
555,555,2019,Lower Saxony,Urban regions,"Yes, every 3-4 weeks",0.0686,39,15637,0.04173,0.09609
556,556,2019,Lower Saxony,Urban regions,"Yes, less frequently",0.14522,116,15637,0.11742,0.17292
557,557,2019,Lower Saxony,Rural regions,"No, never",0.61253,577,15637,0.54473,0.67175
558,558,2019,Lower Saxony,Rural regions,"Yes, every week",0.07251,76,15637,0.05422,0.09476
559,559,2019,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.11717,100,15637,0.09643,0.14407
560,560,2019,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.0581,53,15637,0.04104,0.07929
561,561,2019,Lower Saxony,Rural regions,"Yes, less frequently",0.13968,133,15637,0.1076,0.16664
562,562,2019,Bremen,Urban regions,"No, never",1.0,80,15637,0.77108,1.26353
563,563,2019,North Rhine-Westphalia,Urban regions,"No, never",0.62454,2019,15637,0.59331,0.66313
564,564,2019,North Rhine-Westphalia,Urban regions,"Yes, every week",0.07987,263,15637,0.06421,0.09366
565,565,2019,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.08956,313,15637,0.07864,0.10276
566,566,2019,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.05481,187,15637,0.04325,0.06635
567,567,2019,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.15123,547,15637,0.13298,0.1658
568,568,2019,North Rhine-Westphalia,Rural regions,"No, never",1.0,37,15637,0.68698,1.40694
569,569,2019,Hesse,Urban regions,"No, never",0.60701,537,15637,0.54416,0.67693
570,570,2019,Hesse,Urban regions,"Yes, every week",0.08706,74,15637,0.06153,0.11674
571,571,2019,Hesse,Urban regions,"Yes, every 2 weeks",0.0979,87,15637,0.0759,0.12442
572,572,2019,Hesse,Urban regions,"Yes, every 3-4 weeks",0.05586,68,15637,0.04224,0.07507
573,573,2019,Hesse,Urban regions,"Yes, less frequently",0.15218,142,15637,0.11889,0.18815
574,574,2019,Hesse,Rural regions,"No, never",0.78445,127,15637,0.61323,0.93298
575,575,2019,Hesse,Rural regions,"Yes, less frequently",0.21555,34,15637,0.11066,0.31849
576,576,2019,"Rhineland-Palatinate, Saarland",Urban regions,"No, never",0.708,454,15637,0.637,0.77724
577,577,2019,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every week",0.0235,32,15637,0.014,0.03486
578,578,2019,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 2 weeks",0.11175,75,15637,0.08001,0.13917
579,579,2019,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 3-4 weeks",0.02769,34,15637,0.01986,0.03745
580,580,2019,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, less frequently",0.12905,112,15637,0.09686,0.16849
581,581,2019,"Rhineland-Palatinate, Saarland",Rural regions,"No, never",0.81013,144,15637,0.6487,1.02312
582,582,2019,"Rhineland-Palatinate, Saarland",Rural regions,"Yes, less frequently",0.18987,36,15637,0.13191,0.24834
583,583,2019,Baden-Wuerttemberg,Urban regions,"No, never",0.65441,1074,15637,0.60278,0.70219
584,584,2019,Baden-Wuerttemberg,Urban regions,"Yes, every week",0.05204,100,15637,0.04018,0.06638
585,585,2019,Baden-Wuerttemberg,Urban regions,"Yes, every 2 weeks",0.0975,136,15637,0.07982,0.12023
586,586,2019,Baden-Wuerttemberg,Urban regions,"Yes, every 3-4 weeks",0.06211,124,15637,0.04604,0.07805
587,587,2019,Baden-Wuerttemberg,Urban regions,"Yes, less frequently",0.13393,252,15637,0.11083,0.15646
588,588,2019,Baden-Wuerttemberg,Rural regions,"No, never",0.79992,120,15637,0.63285,0.9923
589,589,2019,Baden-Wuerttemberg,Rural regions,"Yes, less frequently",0.20008,31,15637,0.11398,0.28845
590,590,2019,Bavaria,Urban regions,"No, never",0.62643,727,15637,0.55693,0.6874
591,591,2019,Bavaria,Urban regions,"Yes, every week",0.07473,79,15637,0.05437,0.09839
592,592,2019,Bavaria,Urban regions,"Yes, every 2 weeks",0.07997,103,15637,0.0648,0.09644
593,593,2019,Bavaria,Urban regions,"Yes, every 3-4 weeks",0.05502,79,15637,0.03835,0.07322
594,594,2019,Bavaria,Urban regions,"Yes, less frequently",0.16386,172,15637,0.13693,0.19937
595,595,2019,Bavaria,Rural regions,"No, never",0.65866,937,15637,0.60899,0.71146
596,596,2019,Bavaria,Rural regions,"Yes, every week",0.0654,99,15637,0.04965,0.08465
597,597,2019,Bavaria,Rural regions,"Yes, every 2 weeks",0.06764,120,15637,0.05247,0.08706
598,598,2019,Bavaria,Rural regions,"Yes, every 3-4 weeks",0.05526,76,15637,0.04035,0.07899
599,599,2019,Bavaria,Rural regions,"Yes, less frequently",0.15304,196,15637,0.12499,0.18599
600,600,2019,Berlin,Urban regions,"No, never",0.53794,315,15637,0.46519,0.62143
601,601,2019,Berlin,Urban regions,"Yes, every week",0.05985,48,15637,0.03994,0.08016
602,602,2019,Berlin,Urban regions,"Yes, every 2 weeks",0.1176,68,15637,0.08579,0.15564
603,603,2019,Berlin,Urban regions,"Yes, every 3-4 weeks",0.06873,50,15637,0.04897,0.09088
604,604,2019,Berlin,Urban regions,"Yes, less frequently",0.21588,146,15637,0.17442,0.26168
605,605,2019,Brandenburg,Urban regions,"No, never",1.0,41,15637,0.73104,1.35764
606,606,2019,Brandenburg,Rural regions,"No, never",0.60774,355,15637,0.52777,0.70332
607,607,2019,Brandenburg,Rural regions,"Yes, every week",0.04982,36,15637,0.03179,0.06548
608,608,2019,Brandenburg,Rural regions,"Yes, every 2 weeks",0.12188,66,15637,0.09237,0.15447
609,609,2019,Brandenburg,Rural regions,"Yes, every 3-4 weeks",0.06172,33,15637,0.0355,0.09479
610,610,2019,Brandenburg,Rural regions,"Yes, less frequently",0.15884,80,15637,0.12139,0.20763
611,611,2019,Mecklenburg-Western Pomerania,Urban regions,"No, never",1.0,34,15637,0.70826,1.29228
612,612,2019,Mecklenburg-Western Pomerania,Rural regions,"No, never",0.65989,159,15637,0.52228,0.79735
613,613,2019,Mecklenburg-Western Pomerania,Rural regions,"Yes, every 2 weeks",0.12431,38,15637,0.07985,0.17048
614,614,2019,Mecklenburg-Western Pomerania,Rural regions,"Yes, less frequently",0.21581,48,15637,0.10459,0.34309
615,615,2019,Saxony,Urban regions,"No, never",0.65542,332,15637,0.5555,0.75286
616,616,2019,Saxony,Urban regions,"Yes, every week",0.0488,33,15637,0.02791,0.07328
617,617,2019,Saxony,Urban regions,"Yes, every 2 weeks",0.12798,60,15637,0.08645,0.17872
618,618,2019,Saxony,Urban regions,"Yes, less frequently",0.1678,89,15637,0.11929,0.2242
619,619,2019,Saxony,Rural regions,"No, never",0.65192,306,15637,0.56259,0.728
620,620,2019,Saxony,Rural regions,"Yes, every week",0.06973,33,15637,0.04353,0.09885
621,621,2019,Saxony,Rural regions,"Yes, every 2 weeks",0.13304,56,15637,0.08435,0.20397
622,622,2019,Saxony,Rural regions,"Yes, less frequently",0.14531,69,15637,0.10252,0.1996
623,623,2019,Saxony-Anhalt,Urban regions,"No, never",1.0,65,15637,0.67061,1.49579
624,624,2019,Saxony-Anhalt,Rural regions,"No, never",0.63454,242,15637,0.53733,0.7402
625,625,2019,Saxony-Anhalt,Rural regions,"Yes, every week",0.09953,31,15637,0.04851,0.17123
626,626,2019,Saxony-Anhalt,Rural regions,"Yes, every 2 weeks",0.11316,47,15637,0.07311,0.16127
627,627,2019,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.15277,68,15637,0.10746,0.19039
628,628,2019,Thuringa,Urban regions,"No, never",1.0,112,15637,0.70676,1.39481
629,629,2019,Thuringa,Rural regions,"No, never",0.66378,240,15637,0.55604,0.76546
630,630,2019,Thuringa,Rural regions,"Yes, every 2 weeks",0.13243,35,15637,0.09327,0.17209
631,631,2019,Thuringa,Rural regions,"Yes, less frequently",0.20378,57,15637,0.13974,0.26279
632,632,2021,Schleswig-Holstein,Urban regions,"No, never",1.0,112,9644,0.73619,1.26083
633,633,2021,Schleswig-Holstein,Rural regions,"No, never",0.8572,173,9644,0.68381,1.062
634,634,2021,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.1428,32,9644,0.08288,0.21586
635,635,2021,Hamburg,Urban regions,"No, never",0.81486,165,9644,0.62351,1.0311
636,636,2021,Hamburg,Urban regions,"Yes, less frequently",0.18514,38,9644,0.11189,0.26237
637,637,2021,Lower Saxony,Urban regions,"No, never",0.74693,280,9644,0.61212,0.85672
638,638,2021,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.08986,50,9644,0.06662,0.11566
639,639,2021,Lower Saxony,Urban regions,"Yes, less frequently",0.16321,80,9644,0.12159,0.2082
640,640,2021,Lower Saxony,Rural regions,"No, never",0.6546,366,9644,0.54728,0.76743
641,641,2021,Lower Saxony,Rural regions,"Yes, every week",0.09696,47,9644,0.05542,0.16066
642,642,2021,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.07812,57,9644,0.05897,0.09749
643,643,2021,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.0648,31,9644,0.03766,0.0925
644,644,2021,Lower Saxony,Rural regions,"Yes, less frequently",0.10553,71,9644,0.07335,0.13971
645,645,2021,Bremen,Urban regions,"No, never",1.0,53,9644,0.77423,1.25068
646,646,2021,North Rhine-Westphalia,Urban regions,"No, never",0.62571,1398,9644,0.57709,0.67465
647,647,2021,North Rhine-Westphalia,Urban regions,"Yes, every week",0.0792,173,9644,0.06276,0.09957
648,648,2021,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.0987,247,9644,0.08191,0.11649
649,649,2021,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.05087,106,9644,0.03937,0.06318
650,650,2021,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.14551,327,9644,0.1254,0.16692
651,651,2021,North Rhine-Westphalia,Rural regions,"No, never",1.0,34,9644,0.66427,1.43057
652,652,2021,Hesse,Urban regions,"No, never",0.69437,369,9644,0.60273,0.79225
653,653,2021,Hesse,Urban regions,"Yes, every week",0.0541,58,9644,0.03669,0.0764
654,654,2021,Hesse,Urban regions,"Yes, every 2 weeks",0.08711,64,9644,0.06103,0.12206
655,655,2021,Hesse,Urban regions,"Yes, less frequently",0.16442,92,9644,0.12691,0.20274
656,656,2021,Hesse,Rural regions,"No, never",1.0,80,9644,0.73164,1.30863
657,657,2021,"Rhineland-Palatinate, Saarland",Urban regions,"No, never",0.59813,210,9644,0.48786,0.71283
658,658,2021,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every week",0.07064,35,9644,0.03855,0.1136
659,659,2021,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 2 weeks",0.09629,47,9644,0.06514,0.13635
660,660,2021,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, less frequently",0.23494,69,9644,0.17485,0.30628
661,661,2021,"Rhineland-Palatinate, Saarland",Rural regions,"No, never",1.0,67,9644,0.6559,1.40646
662,662,2021,Baden-Wuerttemberg,Urban regions,"No, never",0.66848,757,9644,0.60397,0.72917
663,663,2021,Baden-Wuerttemberg,Urban regions,"Yes, every week",0.04952,77,9644,0.03072,0.07979
664,664,2021,Baden-Wuerttemberg,Urban regions,"Yes, every 2 weeks",0.09286,88,9644,0.07203,0.11993
665,665,2021,Baden-Wuerttemberg,Urban regions,"Yes, every 3-4 weeks",0.06607,72,9644,0.04823,0.08801
666,666,2021,Baden-Wuerttemberg,Urban regions,"Yes, less frequently",0.12307,153,9644,0.10247,0.15002
667,667,2021,Baden-Wuerttemberg,Rural regions,"No, never",1.0,88,9644,0.72005,1.27291
668,668,2021,Bavaria,Urban regions,"No, never",0.65483,462,9644,0.5675,0.73035
669,669,2021,Bavaria,Urban regions,"Yes, every week",0.05539,54,9644,0.03788,0.07941
670,670,2021,Bavaria,Urban regions,"Yes, every 2 weeks",0.08406,65,9644,0.06043,0.11644
671,671,2021,Bavaria,Urban regions,"Yes, every 3-4 weeks",0.04614,38,9644,0.02833,0.06513
672,672,2021,Bavaria,Urban regions,"Yes, less frequently",0.15957,130,9644,0.12765,0.20366
673,673,2021,Bavaria,Rural regions,"No, never",0.65344,520,9644,0.57287,0.73229
674,674,2021,Bavaria,Rural regions,"Yes, every week",0.06885,67,9644,0.04935,0.09127
675,675,2021,Bavaria,Rural regions,"Yes, every 2 weeks",0.08037,91,9644,0.06316,0.10199
676,676,2021,Bavaria,Rural regions,"Yes, every 3-4 weeks",0.04265,53,9644,0.02802,0.05777
677,677,2021,Bavaria,Rural regions,"Yes, less frequently",0.15468,116,9644,0.11711,0.19239
678,678,2021,Berlin,Urban regions,"No, never",0.54964,271,9644,0.47146,0.65695
679,679,2021,Berlin,Urban regions,"Yes, every week",0.06165,35,9644,0.03084,0.09792
680,680,2021,Berlin,Urban regions,"Yes, every 2 weeks",0.11205,57,9644,0.07198,0.15624
681,681,2021,Berlin,Urban regions,"Yes, every 3-4 weeks",0.0684,41,9644,0.04983,0.08771
682,682,2021,Berlin,Urban regions,"Yes, less frequently",0.20825,100,9644,0.15409,0.27919
683,683,2021,Brandenburg,Rural regions,"No, never",0.68194,202,9644,0.58066,0.81835
684,684,2021,Brandenburg,Rural regions,"Yes, every 2 weeks",0.18035,35,9644,0.09913,0.26644
685,685,2021,Brandenburg,Rural regions,"Yes, less frequently",0.13771,46,9644,0.09236,0.18637
686,686,2021,Mecklenburg-Western Pomerania,Rural regions,"No, never",1.0,80,9644,0.76302,1.20886
687,687,2021,Saxony,Urban regions,"No, never",0.66428,221,9644,0.52535,0.82005
688,688,2021,Saxony,Urban regions,"Yes, every 2 weeks",0.14348,37,9644,0.09437,0.20052
689,689,2021,Saxony,Urban regions,"Yes, less frequently",0.19225,53,9644,0.12104,0.29521
690,690,2021,Saxony,Rural regions,"No, never",0.87207,183,9644,0.74314,1.04757
691,691,2021,Saxony,Rural regions,"Yes, every 2 weeks",0.12793,39,9644,0.09925,0.16134
692,692,2021,Saxony-Anhalt,Urban regions,"No, never",1.0,49,9644,0.47729,1.63739
693,693,2021,Saxony-Anhalt,Rural regions,"No, never",0.82198,129,9644,0.63341,1.04116
694,694,2021,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.17802,44,9644,0.09912,0.28957
695,695,2021,Thuringa,Urban regions,"No, never",1.0,89,9644,0.7079,1.29221
696,696,2021,Thuringa,Rural regions,"No, never",0.81258,140,9644,0.63113,0.97548
697,697,2021,Thuringa,Rural regions,"Yes, less frequently",0.18742,31,9644,0.11633,0.26114
