year,age_gr,migback,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,30-45 y.,Direct migration background,South-Eastern Asia,0.01826,137,3811,0.01400,0.02251
2022,30-45 y.,Direct migration background,Southern Europe,0.16290,448,3811,0.15117,0.17462
2022,30-45 y.,Direct migration background,Central Asia,0.12093,161,3811,0.11058,0.13129
2022,30-45 y.,Direct migration background,Western Asia,0.15147,1025,3811,0.14009,0.16286
2022,30-45 y.,Direct migration background,Eastern Europe,0.27960,643,3811,0.26535,0.29385
2022,30-45 y.,Direct migration background,Northern Europe,0.01775,49,3811,0.01355,0.02194
2022,30-45 y.,Direct migration background,Western Europe,0.04162,51,3811,0.03528,0.04796
2022,30-45 y.,Direct migration background,Sub-Saharan Africa,0.04421,177,3811,0.03768,0.05074
2022,30-45 y.,Direct migration background,Latin America and the Caribbean,0.03857,261,3811,0.03245,0.04468
2022,46-65 y.,Direct migration background,Northern America,0.01825,35,1640,0.01177,0.02473
2022,46-65 y.,Direct migration background,Southern Asia,0.03196,62,1640,0.02344,0.04048
2022,46-65 y.,Direct migration background,Southern Europe,0.17479,206,1640,0.15640,0.19317
2022,46-65 y.,Direct migration background,Central Asia,0.09520,94,1640,0.08099,0.10941
2022,46-65 y.,Direct migration background,Western Asia,0.17681,548,1640,0.15834,0.19528
2022,46-65 y.,Direct migration background,Eastern Europe,0.26730,471,1640,0.24587,0.28872
2022,46-65 y.,Direct migration background,Northern Europe,0.01959,34,1640,0.01288,0.02630
2022,46-65 y.,Direct migration background,Western Europe,0.11093,110,1640,0.09573,0.12614
2022,46-65 y.,Direct migration background,Sub-Saharan Africa,0.02193,34,1640,0.01484,0.02902
2022,46-65 y.,Direct migration background,Latin America and the Caribbean,0.02216,46,1640,0.01503,0.02928
2022,66 and older,Direct migration background,Southern Europe,0.23117,59,313,0.18439,0.27795
2022,66 and older,Direct migration background,Western Asia,0.13390,49,313,0.09611,0.17168
2022,66 and older,Direct migration background,Eastern Europe,0.31636,159,313,0.26476,0.36796
2022,66 and older,Direct migration background,Western Europe,0.15127,46,313,0.11151,0.19103
