year,migback,quintil_oecd,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Direct migration background,4th Quintile,Southern Europe,0.16516,59,325,0.12473,0.20560
2021,Direct migration background,4th Quintile,Central Asia,0.16633,36,325,0.12579,0.20688
2021,Direct migration background,4th Quintile,Western Asia,0.07418,34,325,0.04564,0.10271
2021,Direct migration background,4th Quintile,Eastern Europe,0.29084,160,325,0.24139,0.34029
2021,Direct migration background,4th Quintile,Western Europe,0.12349,36,325,0.08766,0.15931
2021,Direct migration background,5th Quintile,Southern Europe,0.08754,59,306,0.05582,0.11925
2021,Direct migration background,5th Quintile,Eastern Europe,0.32455,147,306,0.27200,0.37709
2021,Direct migration background,5th Quintile,Western Europe,0.18471,68,306,0.14116,0.22827
2021,Direct migration background,5th Quintile,Latin America and the Caribbean,0.06972,32,306,0.04114,0.09830
2022,Direct migration background,1st Quintile,Northern Africa,0.01795,39,2311,0.01253,0.02336
2022,Direct migration background,1st Quintile,Southern Asia,0.06840,186,2311,0.05810,0.07869
2022,Direct migration background,1st Quintile,Southern Europe,0.16375,156,2311,0.14866,0.17884
2022,Direct migration background,1st Quintile,Central Asia,0.05770,55,2311,0.04819,0.06720
2022,Direct migration background,1st Quintile,Western Asia,0.34610,1470,2311,0.32670,0.36550
2022,Direct migration background,1st Quintile,Eastern Europe,0.22743,280,2311,0.21034,0.24453
2022,Direct migration background,1st Quintile,Sub-Saharan Africa,0.04621,125,2311,0.03765,0.05477
2022,Direct migration background,2nd Quintile,Southern Asia,0.02426,38,759,0.01331,0.03521
2022,Direct migration background,2nd Quintile,Southern Europe,0.19091,93,759,0.16293,0.21889
2022,Direct migration background,2nd Quintile,Central Asia,0.13308,55,759,0.10890,0.15727
2022,Direct migration background,2nd Quintile,Western Asia,0.23310,288,759,0.20300,0.26320
2022,Direct migration background,2nd Quintile,Eastern Europe,0.28322,236,759,0.25114,0.31529
2022,Direct migration background,2nd Quintile,Sub-Saharan Africa,0.02694,49,759,0.01541,0.03846
2022,Direct migration background,3rd Quintile,Southern Europe,0.26985,71,380,0.22516,0.31454
2022,Direct migration background,3rd Quintile,Central Asia,0.14271,39,380,0.10749,0.17792
2022,Direct migration background,3rd Quintile,Western Asia,0.06344,99,380,0.03890,0.08798
2022,Direct migration background,3rd Quintile,Eastern Europe,0.29039,171,380,0.24469,0.33609
2022,Direct migration background,4th Quintile,Southern Europe,0.12090,46,304,0.08419,0.15761
2022,Direct migration background,4th Quintile,Central Asia,0.15879,40,304,0.11764,0.19994
2022,Direct migration background,4th Quintile,Western Asia,0.05204,44,304,0.02703,0.07705
2022,Direct migration background,4th Quintile,Eastern Europe,0.32222,141,304,0.26960,0.37484
2022,Direct migration background,4th Quintile,Western Europe,0.13078,33,304,0.09281,0.16874
2022,Direct migration background,5th Quintile,Southern Europe,0.11769,48,242,0.07701,0.15838
2022,Direct migration background,5th Quintile,Eastern Europe,0.26905,130,242,0.21306,0.32504
2022,Direct migration background,5th Quintile,Western Europe,0.20963,64,242,0.15824,0.26102
