"plb0022_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Werkstatt fuer Behinderte","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","2002","Westdeutschland, alte Bundeslaender","maennlich","2677","0.348604942586046","0.338494126334241","0.358715758837851"
"Nicht erwerbstaetig","2002","Westdeutschland, alte Bundeslaender","weiblich","4406","0.52958254043312","0.519364521337026","0.539800559529213"
"Nicht erwerbstaetig","2002","Ostdeutschland, neue Bundeslaender","maennlich","1072","0.452291835933541","0.43332393667387","0.471259735193212"
"Nicht erwerbstaetig","2002","Ostdeutschland, neue Bundeslaender","weiblich","1406","0.575405672506804","0.557139927593179","0.593671417420428"
"Betriebliches Praktikum","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","maennlich","4733","0.550094236284374","0.539284329553923","0.560904143014825"
"Voll erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","weiblich","2040","0.217741758807795","0.209113968320445","0.226369549295144"
"Voll erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","maennlich","1259","0.447894551714788","0.428765446618611","0.467023656810965"
"Voll erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","weiblich","839","0.244916358885428","0.228919128921051","0.260913588849805"
"Teilzeitbeschaeftigung","2003","Westdeutschland, alte Bundeslaender","maennlich","168","0.0246662618216491","0.0212959435623872","0.028036580080911"
"Teilzeitbeschaeftigung","2003","Westdeutschland, alte Bundeslaender","weiblich","1721","0.16570580898938","0.157932926000278","0.173478691978481"
"Teilzeitbeschaeftigung","2003","Ostdeutschland, neue Bundeslaender","maennlich","50","0.0189744860886619","0.0137261588100929","0.0242228133672309"
"Teilzeitbeschaeftigung","2003","Ostdeutschland, neue Bundeslaender","weiblich","343","0.111698944361655","0.099981227937719","0.123416660785592"
"Ausbildung/Lehre","2003","Westdeutschland, alte Bundeslaender","maennlich","234","0.0270577636694462","0.0235321712871364","0.030583356051756"
"Ausbildung/Lehre","2003","Westdeutschland, alte Bundeslaender","weiblich","199","0.0206241185929102","0.0176530269041554","0.0235952102816651"
"Ausbildung/Lehre","2003","Ostdeutschland, neue Bundeslaender","maennlich","104","0.0302111726854339","0.02362674356736","0.0367956018035077"
"Ausbildung/Lehre","2003","Ostdeutschland, neue Bundeslaender","weiblich","76","0.0245360020700465","0.0187809947209312","0.0302910094191618"
"Geringfuegig erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","maennlich","183","0.0215260875804917","0.0183725370218743","0.0246796381391091"
"Geringfuegig erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","weiblich","543","0.0596584230001988","0.0547069734614101","0.0646098725389876"
"Geringfuegig erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","maennlich","57","0.0246233582094077","0.0186618579943824","0.030584858424433"
"Geringfuegig erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","weiblich","79","0.0254944514394095","0.0196309997111413","0.0313579031676777"
"Altersteilzeit mit Arbeitszeit Null","2003","Westdeutschland, alte Bundeslaender","maennlich","63","0.0105085958383253","0.00829284471255825","0.0127243469640923"
"Altersteilzeit mit Arbeitszeit Null","2003","Westdeutschland, alte Bundeslaender","weiblich","49","0.0100139499207672","0.00793247636099206","0.0120954234805424"
"Altersteilzeit mit Arbeitszeit Null","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","maennlich","2693","0.358966774558084","0.348543359839494","0.369390189276674"
"Nicht erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","weiblich","4216","0.524264106807078","0.513823838119399","0.534704375494757"
"Nicht erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","maennlich","1080","0.462603387249617","0.443423430941197","0.481783343558036"
"Nicht erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","weiblich","1426","0.587267872791505","0.568953560328132","0.605582185254878"
"Betriebliches Praktikum","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","maennlich","4559","0.542841464752764","0.531868846614663","0.553814082890865"
"Voll erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","weiblich","1944","0.217464204519025","0.208725806160564","0.226202602877487"
"Voll erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","maennlich","1208","0.429995033227632","0.410634856694538","0.449355209760727"
"Voll erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","weiblich","824","0.232390665815547","0.216584932465891","0.248196399165202"
"Teilzeitbeschaeftigung","2004","Westdeutschland, alte Bundeslaender","maennlich","163","0.0233606843394069","0.0200337040762283","0.0266876646025855"
"Teilzeitbeschaeftigung","2004","Westdeutschland, alte Bundeslaender","weiblich","1631","0.160157041685321","0.152388170791932","0.16792591257871"
"Teilzeitbeschaeftigung","2004","Ostdeutschland, neue Bundeslaender","maennlich","51","0.0222252038156724","0.0164604526094487","0.0279899550218961"
"Teilzeitbeschaeftigung","2004","Ostdeutschland, neue Bundeslaender","weiblich","346","0.118860614281561","0.106749712572865","0.130971515990257"
"Ausbildung/Lehre","2004","Westdeutschland, alte Bundeslaender","maennlich","217","0.0252570544622484","0.0218010305153559","0.0287130784091408"
"Ausbildung/Lehre","2004","Westdeutschland, alte Bundeslaender","weiblich","199","0.0224730887054456","0.019333436175671","0.0256127412352202"
"Ausbildung/Lehre","2004","Ostdeutschland, neue Bundeslaender","maennlich","98","0.0357484305579211","0.0284880072773027","0.0430088538385396"
"Ausbildung/Lehre","2004","Ostdeutschland, neue Bundeslaender","weiblich","72","0.0273397627300816","0.0212371875429766","0.0334423379171867"
"Geringfuegig erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","maennlich","188","0.0208682473121689","0.0177197458657616","0.0240167487585761"
"Geringfuegig erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","weiblich","584","0.0638448809689769","0.0586661566637384","0.0690236052742154"
"Geringfuegig erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","maennlich","64","0.0363783318584129","0.0290566147947354","0.0437000489220905"
"Geringfuegig erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","weiblich","91","0.0314198275464744","0.0248914558543565","0.0379481992385923"
"Altersteilzeit mit Arbeitszeit Null","2004","Westdeutschland, alte Bundeslaender","maennlich","66","0.0111863586294004","0.00886980725442175","0.0135029100043791"
"Altersteilzeit mit Arbeitszeit Null","2004","Westdeutschland, alte Bundeslaender","weiblich","46","0.00852846124175274","0.00658058523352071","0.0104763372499848"
"Altersteilzeit mit Arbeitszeit Null","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","maennlich","2676","0.370244041116698","0.359608232256978","0.380879849976418"
"Nicht erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","weiblich","4140","0.525652131164233","0.515074618983786","0.53622964334468"
"Nicht erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","maennlich","1057","0.464811784051954","0.445307495670335","0.484316072433572"
"Nicht erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","weiblich","1391","0.581040489033014","0.562576547658396","0.599504430407632"
"Betriebliches Praktikum","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","maennlich","4235","0.539492011747686","0.528224269360821","0.550759754134552"
"Voll erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","weiblich","1861","0.217410936217178","0.208500417423226","0.22632145501113"
"Voll erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","maennlich","1156","0.443949348357252","0.424198784442326","0.463699912272178"
"Voll erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","weiblich","749","0.231063183826918","0.214962906172875","0.247163461480961"
"Teilzeitbeschaeftigung","2005","Westdeutschland, alte Bundeslaender","maennlich","173","0.0262156738786158","0.0226037572372646","0.029827590519967"
"Teilzeitbeschaeftigung","2005","Westdeutschland, alte Bundeslaender","weiblich","1531","0.163027104522851","0.155047506486624","0.171006702559078"
"Teilzeitbeschaeftigung","2005","Ostdeutschland, neue Bundeslaender","maennlich","42","0.0176460379181798","0.0124122849980716","0.0228797908382879"
"Teilzeitbeschaeftigung","2005","Ostdeutschland, neue Bundeslaender","weiblich","350","0.12337020711416","0.11080886854084","0.135931545687479"
"Ausbildung/Lehre","2005","Westdeutschland, alte Bundeslaender","maennlich","193","0.0271051820557299","0.0234341774845775","0.0307761866268824"
"Ausbildung/Lehre","2005","Westdeutschland, alte Bundeslaender","weiblich","175","0.0211374259392381","0.018030132117037","0.0242447197614392"
"Ausbildung/Lehre","2005","Ostdeutschland, neue Bundeslaender","maennlich","95","0.0405214567284367","0.0326832670301487","0.0483596464267248"
"Ausbildung/Lehre","2005","Ostdeutschland, neue Bundeslaender","weiblich","59","0.0208084884431495","0.0153562260507038","0.0262607508355952"
"Geringfuegig erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","maennlich","185","0.0266822214929188","0.0230391798425138","0.0303252631433238"
"Geringfuegig erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","weiblich","627","0.070741518458402","0.0652029074337964","0.0762801294830075"
"Geringfuegig erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","maennlich","58","0.0227739201004297","0.016843683344073","0.0287041568567864"
"Geringfuegig erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","weiblich","85","0.0258702576094908","0.0198066451048788","0.0319338701141028"
"Altersteilzeit mit Arbeitszeit Null","2005","Westdeutschland, alte Bundeslaender","maennlich","56","0.00841791445518875","0.00635257041443695","0.0104832584959406"
"Altersteilzeit mit Arbeitszeit Null","2005","Westdeutschland, alte Bundeslaender","weiblich","54","0.00725001363126335","0.0054173415386732","0.00908268572385351"
"Altersteilzeit mit Arbeitszeit Null","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","maennlich","2636","0.366981891587423","0.356086164911127","0.377877618263719"
"Nicht erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","weiblich","3965","0.517817462515166","0.507023286507881","0.52861163852245"
"Nicht erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","maennlich","1048","0.464213470516779","0.444388599236422","0.484038341797136"
"Nicht erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","weiblich","1362","0.589295174718592","0.570503996710292","0.608086352726893"
"Betriebliches Praktikum","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","maennlich","4432","0.544303095455699","0.533375306480586","0.555230884430813"
"Voll erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","weiblich","1945","0.21451685410955","0.205939462132122","0.223094246086978"
"Voll erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","maennlich","1184","0.445181979444344","0.425850690691895","0.464513268196792"
"Voll erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","weiblich","769","0.233067560250928","0.217303172171925","0.248831948329931"
"Teilzeitbeschaeftigung","2006","Westdeutschland, alte Bundeslaender","maennlich","201","0.0269203097945874","0.023369003842324","0.0304716157468507"
"Teilzeitbeschaeftigung","2006","Westdeutschland, alte Bundeslaender","weiblich","1689","0.16463759641591","0.156888374759889","0.172386818071932"
"Teilzeitbeschaeftigung","2006","Ostdeutschland, neue Bundeslaender","maennlich","45","0.0185615515613185","0.0133115985966303","0.0238115045260066"
"Teilzeitbeschaeftigung","2006","Ostdeutschland, neue Bundeslaender","weiblich","377","0.117086449554493","0.105097805719692","0.129075093389295"
"Ausbildung/Lehre","2006","Westdeutschland, alte Bundeslaender","maennlich","177","0.0243540037850804","0.0209717579051773","0.0277362496649834"
"Ausbildung/Lehre","2006","Westdeutschland, alte Bundeslaender","weiblich","160","0.0204676978416601","0.0175090042445306","0.0234263914387896"
"Ausbildung/Lehre","2006","Ostdeutschland, neue Bundeslaender","maennlich","88","0.0333665912313912","0.0263809936830858","0.0403521887796965"
"Ausbildung/Lehre","2006","Ostdeutschland, neue Bundeslaender","weiblich","69","0.0227996224006514","0.0172340057602028","0.0283652390411"
"Geringfuegig erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","maennlich","223","0.0282229582541166","0.0245891798253096","0.0318567366829235"
"Geringfuegig erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","weiblich","649","0.0694772009025074","0.0641641891321185","0.0747902126728963"
"Geringfuegig erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","maennlich","75","0.0352743491897042","0.0280989154483051","0.0424497829311034"
"Geringfuegig erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","weiblich","120","0.0448970142234096","0.0371756954960774","0.0526183329507419"
"Altersteilzeit mit Arbeitszeit Null","2006","Westdeutschland, alte Bundeslaender","maennlich","67","0.0094439627888619","0.0073217422334611","0.0115661833442627"
"Altersteilzeit mit Arbeitszeit Null","2006","Westdeutschland, alte Bundeslaender","weiblich","49","0.00575616925928275","0.00417539686677887","0.00733694165178664"
"Altersteilzeit mit Arbeitszeit Null","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","maennlich","2830","0.360021257723306","0.349489018735564","0.370553496711047"
"Nicht erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","weiblich","4287","0.522755612647985","0.512318607944758","0.533192617351211"
"Nicht erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","maennlich","1107","0.455479438333922","0.436108160471476","0.474850716196368"
"Nicht erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","weiblich","1401","0.574791557307511","0.556357803697089","0.593225310917933"
"Betriebliches Praktikum","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","maennlich","4183","0.551856209402734","0.54052252022277","0.563189898582699"
"Voll erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","weiblich","1804","0.217498282584068","0.208564740555687","0.22643182461245"
"Voll erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","maennlich","1155","0.469876489236573","0.449995816027078","0.489757162446068"
"Voll erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","weiblich","744","0.241702770981143","0.22529098486074","0.258114557101546"
"Teilzeitbeschaeftigung","2007","Westdeutschland, alte Bundeslaender","maennlich","184","0.0289664574254004","0.0251442482728653","0.0327886665779354"
"Teilzeitbeschaeftigung","2007","Westdeutschland, alte Bundeslaender","weiblich","1676","0.1781097207936","0.169824504461774","0.186394937125426"
"Teilzeitbeschaeftigung","2007","Ostdeutschland, neue Bundeslaender","maennlich","51","0.0246993157239544","0.0185168399739503","0.0308817914739585"
"Teilzeitbeschaeftigung","2007","Ostdeutschland, neue Bundeslaender","weiblich","383","0.13361469255476","0.12057167895506","0.146657706154461"
"Ausbildung/Lehre","2007","Westdeutschland, alte Bundeslaender","maennlich","163","0.023390250267031","0.0199457390615838","0.0268347614724783"
"Ausbildung/Lehre","2007","Westdeutschland, alte Bundeslaender","weiblich","134","0.0184420363309638","0.0155285329170603","0.0213555397448673"
"Ausbildung/Lehre","2007","Ostdeutschland, neue Bundeslaender","maennlich","90","0.0325847010757378","0.0255123462332157","0.03965705591826"
"Ausbildung/Lehre","2007","Ostdeutschland, neue Bundeslaender","weiblich","59","0.0248280547544747","0.0188630987347288","0.0307930107742205"
"Geringfuegig erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","maennlich","212","0.0299859913645949","0.0260991407569998","0.0338728419721901"
"Geringfuegig erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","weiblich","605","0.0711645430010544","0.0655971183966338","0.0767319676054751"
"Geringfuegig erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","maennlich","62","0.0280005163677605","0.0214289827551467","0.0345720499803744"
"Geringfuegig erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","weiblich","107","0.0393364410299337","0.0318843441873014","0.046788537872566"
"Altersteilzeit mit Arbeitszeit Null","2007","Westdeutschland, alte Bundeslaender","maennlich","73","0.0104855790677847","0.00816414200726597","0.0128070161283035"
"Altersteilzeit mit Arbeitszeit Null","2007","Westdeutschland, alte Bundeslaender","weiblich","56","0.00838254323270795","0.00640824343053719","0.0103568430348787"
"Altersteilzeit mit Arbeitszeit Null","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","maennlich","2531","0.348534602551995","0.337674891573914","0.359394313530077"
"Nicht erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","weiblich","3900","0.503973341365333","0.493146309616056","0.51480037311461"
"Nicht erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","maennlich","1031","0.433658303897075","0.413917547091119","0.45339906070303"
"Nicht erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","weiblich","1292","0.550083828789167","0.531012737724405","0.569154919853928"
"Betriebliches Praktikum","2007","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2007","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","2008","Westdeutschland, alte Bundeslaender","maennlich","3888","0.555707966312658","0.544019343057236","0.56739658956808"
