"plb0022_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Werkstatt fuer Behinderte","2000","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2000","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2000","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5968","0.438001574087928","0.429896392913078","0.446106755262779"
"Nicht erwerbstaetig","2000","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2504","0.483445474848906","0.470473550552552","0.49641739914526"
"Nicht erwerbstaetig","2000","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1422","0.44018338319103","0.422965159470334","0.457401606911726"
"Nicht erwerbstaetig","2000","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","105","0.719657063228919","0.648015142180957","0.791298984276881"
"Nicht erwerbstaetig","2000","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","312","0.399574976019789","0.365739001915236","0.433410950124343"
"Nicht erwerbstaetig","2000","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2000","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2000","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2000","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2000","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2000","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2000","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2000","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","44","0.00266585638137795","0.00182349963217219","0.0035082131305837"
"Wehrpflicht/Zivildienst","2000","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","40","0.00606297006277215","0.00404787880969773","0.00807806131584657"
"Wehrpflicht/Zivildienst","2000","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2000","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2000","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2000","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5328","0.399881517324715","0.391468662551581","0.40829437209785"
"Voll erwerbstaetig","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2248","0.391026035853104","0.377908332508633","0.404143739197574"
"Voll erwerbstaetig","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1182","0.396042237413268","0.377994590557346","0.41408988426919"
"Voll erwerbstaetig","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","297","0.39853318330803","0.363540499637176","0.433525866978883"
"Voll erwerbstaetig","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1415","0.0993176776894457","0.0941812837777347","0.104454071601157"
"Teilzeitbeschaeftigung","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","352","0.0620974969147141","0.0556100846186773","0.0685849092107508"
"Teilzeitbeschaeftigung","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","255","0.0940282487819649","0.0832578185963891","0.104798678967541"
"Teilzeitbeschaeftigung","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","38","0.0519621295754174","0.0360987584569799","0.067825500693855"
"Teilzeitbeschaeftigung","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","305","0.0211622613226353","0.0186905621395172","0.0236339605057535"
"Ausbildung/Lehre","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","217","0.0326883593136132","0.0279082770194889","0.0374684416077374"
"Ausbildung/Lehre","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","70","0.0300281658786195","0.0237303419769516","0.0363259897802874"
"Ausbildung/Lehre","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","87","0.109936472981666","0.0875791102482605","0.132293835715072"
"Ausbildung/Lehre","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","546","0.0388809650434926","0.0355611313205653","0.04220079876642"
"Geringfuegig erwerbstaetig","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","105","0.0211156538995811","0.0172508846931333","0.0249804231060288"
"Geringfuegig erwerbstaetig","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","80","0.0286818150645736","0.0225225254792538","0.0348411046498933"
"Geringfuegig erwerbstaetig","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","31","0.0517303397423082","0.0359004545956815","0.0675602248889348"
"Geringfuegig erwerbstaetig","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5361","0.435192318325318","0.426677995104292","0.443706641546344"
"Nicht erwerbstaetig","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2361","0.487214960358804","0.473778539896823","0.500651380820786"
"Nicht erwerbstaetig","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1223","0.44799125793671","0.429640487793179","0.466342028080241"
"Nicht erwerbstaetig","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","88","0.710115339470139","0.630258096383028","0.789972582557251"
"Nicht erwerbstaetig","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","289","0.371778417210553","0.33723719631215","0.406319638108956"
"Nicht erwerbstaetig","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","52","0.00425074467425731","0.00313345256952782","0.00536803677898681"
"Wehrpflicht/Zivildienst","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5922","0.387962317016498","0.379957466824658","0.395967167208339"
"Voll erwerbstaetig","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2220","0.365368750396677","0.352426781520908","0.378310719272446"
"Voll erwerbstaetig","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1106","0.386522275800682","0.368168246940113","0.404876304661251"
"Voll erwerbstaetig","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","292","0.363254292408398","0.329061884546364","0.397446700270432"
"Voll erwerbstaetig","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1647","0.0991866394863305","0.0942762792654949","0.104096999707166"
"Teilzeitbeschaeftigung","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","348","0.0615281665672357","0.0550698172271871","0.0679865159072843"
"Teilzeitbeschaeftigung","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","238","0.089473224226253","0.0787150728214999","0.100231375631006"
"Teilzeitbeschaeftigung","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","55","0.0763789115793162","0.0574957396366373","0.0952620835219951"
"Teilzeitbeschaeftigung","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","326","0.0211993078872101","0.0188329668772726","0.0235656488971476"
"Ausbildung/Lehre","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","212","0.0360550998997401","0.0310445731952782","0.0410656266042019"
"Ausbildung/Lehre","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","62","0.031660244568604","0.0250606727216983","0.0382598164155097"
"Ausbildung/Lehre","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","80","0.123265426542243","0.0998934198056347","0.146637433278851"
"Ausbildung/Lehre","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","596","0.0390716332490331","0.0358885672383738","0.0422546992596923"
"Geringfuegig erwerbstaetig","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","112","0.0208487439235027","0.017008677251281","0.0246888105957245"
"Geringfuegig erwerbstaetig","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","96","0.0385918669151072","0.0313317011366283","0.0458520326935862"
"Geringfuegig erwerbstaetig","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","33","0.0405911670884184","0.0265611267279947","0.0546212074488421"
"Geringfuegig erwerbstaetig","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","59","0.00433600214870663","0.00325663175496761","0.00541537254244565"
"Altersteilzeit mit Arbeitszeit Null","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","40","0.00205882811827782","0.0013142129633077","0.00280344327324795"
"FSJ/FOeJ/BFD","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5611","0.443425341320664","0.435264379913565","0.451586302727762"
"Nicht erwerbstaetig","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2382","0.508335511970201","0.494899091984157","0.521771931956244"
"Nicht erwerbstaetig","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1184","0.448382441610825","0.429637327567257","0.467127555654393"
"Nicht erwerbstaetig","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","87","0.767467065371533","0.690590989552112","0.844343141190954"
"Nicht erwerbstaetig","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","288","0.384890712966727","0.350297878155469","0.419483547777986"
"Nicht erwerbstaetig","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5506","0.3817498821615","0.373593686136836","0.389906078186165"
"Voll erwerbstaetig","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2071","0.350805625507255","0.337877014153958","0.363734236860552"
"Voll erwerbstaetig","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","981","0.360766270202448","0.34208701544594","0.379445524958956"
"Voll erwerbstaetig","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","286","0.374527452134261","0.340071881817343","0.408983022451179"
"Voll erwerbstaetig","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1575","0.0983300380195336","0.0933310395963941","0.103329036442673"
"Teilzeitbeschaeftigung","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","385","0.0665715160136677","0.0598182169862028","0.0733248150411325"
"Teilzeitbeschaeftigung","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","252","0.100043402646051","0.0883720349780936","0.111714770314008"
"Teilzeitbeschaeftigung","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","62","0.0708621732836374","0.0525954439928595","0.0891289025744153"
"Teilzeitbeschaeftigung","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","313","0.0196790454692281","0.0173471866502839","0.0220109042881724"
"Ausbildung/Lehre","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","177","0.0276525443827994","0.0232102276309926","0.0320948611346062"
"Ausbildung/Lehre","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","48","0.0254152013711417","0.0192934831607702","0.0315369195815131"
"Ausbildung/Lehre","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","72","0.106207269941113","0.0842737153532322","0.128140824528993"
"Ausbildung/Lehre","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","598","0.0415629975015257","0.0382121758583134","0.044913819144738"
"Geringfuegig erwerbstaetig","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","134","0.0254461663882659","0.0211799259267405","0.0297124068497913"
"Geringfuegig erwerbstaetig","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","85","0.0350851713018931","0.0279283029012292","0.042242039702557"
"Geringfuegig erwerbstaetig","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","43","0.0599453044087292","0.0430460464728868","0.0768445623445715"
"Geringfuegig erwerbstaetig","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","98","0.0113509718771363","0.00957247260830196","0.0131294711459706"
"Altersteilzeit mit Arbeitszeit Null","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5479","0.443342367382219","0.435002103391255","0.451682631373183"
"Nicht erwerbstaetig","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2411","0.518833165614153","0.505297084778179","0.532369246450128"
"Nicht erwerbstaetig","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1147","0.46634055694436","0.446936147343506","0.485744966545214"
"Nicht erwerbstaetig","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","79","0.767934198332584","0.687569978067222","0.848298418597946"
"Nicht erwerbstaetig","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","283","0.376566319470144","0.342073447571291","0.411059191368998"
"Nicht erwerbstaetig","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5293","0.379195746202885","0.370935677143092","0.387455815262678"
"Voll erwerbstaetig","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2009","0.336151207375926","0.323207988208762","0.34909442654309"
