"plb0022_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","2002","kein Migrationshintergrund","weiblich","2651","0.227131804092067","0.218967598938173","0.235296009245961"
"Voll erwerbstaetig","2002","direkter Migrationshintergrund","maennlich","800","0.547513938481373","0.521147798123052","0.573880078839694"
"Voll erwerbstaetig","2002","direkter Migrationshintergrund","weiblich","328","0.21662315868313","0.195427242613333","0.237819074752928"
"Voll erwerbstaetig","2002","indirekter Migrationshintergrund","maennlich","185","0.460456274125599","0.409873668632134","0.511038879619065"
"Voll erwerbstaetig","2002","indirekter Migrationshintergrund","weiblich","116","0.277733588618114","0.234433369677142","0.321033807559086"
"Teilzeitbeschaeftigung","2002","kein Migrationshintergrund","maennlich","178","0.020965903205679","0.0180751579486756","0.0238566484626824"
"Teilzeitbeschaeftigung","2002","kein Migrationshintergrund","weiblich","1817","0.156729656388773","0.149645612872295","0.16381369990525"
"Teilzeitbeschaeftigung","2002","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2002","direkter Migrationshintergrund","weiblich","226","0.154949534297162","0.136330770380952","0.173568298213372"
"Teilzeitbeschaeftigung","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2002","indirekter Migrationshintergrund","weiblich","51","0.126048859119193","0.0939610388430682","0.158136679395317"
"Ausbildung/Lehre","2002","kein Migrationshintergrund","maennlich","281","0.0253839231390996","0.0222103370597599","0.0285575092184393"
"Ausbildung/Lehre","2002","kein Migrationshintergrund","weiblich","257","0.0234969567490192","0.020545306974897","0.0264486065231414"
"Ausbildung/Lehre","2002","direkter Migrationshintergrund","maennlich","33","0.0308464644381261","0.0216875214473196","0.0400054074289326"
"Ausbildung/Lehre","2002","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","2002","indirekter Migrationshintergrund","maennlich","56","0.172197313833559","0.133882186163771","0.210512441503347"
"Ausbildung/Lehre","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","2002","kein Migrationshintergrund","maennlich","186","0.0208568211377044","0.0179734451016285","0.0237401971737803"
"Geringfuegig erwerbstaetig","2002","kein Migrationshintergrund","weiblich","522","0.0485135249122342","0.0443269878412108","0.0527000619832576"
"Geringfuegig erwerbstaetig","2002","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2002","direkter Migrationshintergrund","weiblich","74","0.0531326312265213","0.0415917327248622","0.0646735297281805"
"Geringfuegig erwerbstaetig","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","kein Migrationshintergrund","maennlich","48","0.00500814829756276","0.00358384500841779","0.00643245158670773"
"Altersteilzeit mit Arbeitszeit Null","2002","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2002","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2002","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2002","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2002","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2002","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2002","kein Migrationshintergrund","maennlich","50","0.00422808784971837","0.00291888765253596","0.00553728804690077"
"FSJ/FOeJ/BFD","2002","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2002","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2002","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2002","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2002","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2002","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2002","kein Migrationshintergrund","maennlich","3163","0.369732172044589","0.359992141573862","0.379472202515315"
"Nicht erwerbstaetig","2002","kein Migrationshintergrund","weiblich","4830","0.539666306323158","0.529954025080636","0.549378587565681"
"Nicht erwerbstaetig","2002","direkter Migrationshintergrund","maennlich","481","0.37591410223049","0.350256689482934","0.401571514978047"
"Nicht erwerbstaetig","2002","direkter Migrationshintergrund","weiblich","790","0.543276416296278","0.517646243746341","0.568906588846214"
"Nicht erwerbstaetig","2002","indirekter Migrationshintergrund","maennlich","105","0.292817276051176","0.246636859652215","0.338997692450138"
"Nicht erwerbstaetig","2002","indirekter Migrationshintergrund","weiblich","192","0.467308273312166","0.419072761514784","0.515543785109548"
"Betriebliches Praktikum","2002","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2002","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2002","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2002","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2003","kein Migrationshintergrund","maennlich","5111","0.537286085664206","0.527032669029132","0.547539502299279"
"Voll erwerbstaetig","2003","kein Migrationshintergrund","weiblich","2466","0.222333302092208","0.214091923260957","0.230574680923458"
"Voll erwerbstaetig","2003","direkter Migrationshintergrund","maennlich","695","0.500634429589753","0.473167915534805","0.5281009436447"
"Voll erwerbstaetig","2003","direkter Migrationshintergrund","weiblich","305","0.215598929534846","0.193838702398412","0.23735915667128"
"Voll erwerbstaetig","2003","indirekter Migrationshintergrund","maennlich","186","0.475496396620072","0.424951151114763","0.526041642125382"
"Voll erwerbstaetig","2003","indirekter Migrationshintergrund","weiblich","108","0.263856803199382","0.221454510240567","0.306259096158196"
"Teilzeitbeschaeftigung","2003","kein Migrationshintergrund","maennlich","181","0.0225550612721365","0.0195017035709005","0.0256084189733726"
"Teilzeitbeschaeftigung","2003","kein Migrationshintergrund","weiblich","1779","0.156354192239405","0.149155796654416","0.163552587824395"
"Teilzeitbeschaeftigung","2003","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2003","direkter Migrationshintergrund","weiblich","230","0.160214075556291","0.140804963604539","0.179623187508042"
"Teilzeitbeschaeftigung","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2003","indirekter Migrationshintergrund","weiblich","55","0.121132705417659","0.0897408921146785","0.15252451872064"
"Ausbildung/Lehre","2003","kein Migrationshintergrund","maennlich","272","0.0237298389001605","0.0205998562443498","0.0268598215559713"
"Ausbildung/Lehre","2003","kein Migrationshintergrund","weiblich","218","0.0192091004926232","0.0164886389184569","0.0219295620667895"
"Ausbildung/Lehre","2003","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","2003","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","2003","indirekter Migrationshintergrund","maennlich","40","0.129008940843744","0.095081647760936","0.162936233926551"
"Ausbildung/Lehre","2003","indirekter Migrationshintergrund","weiblich","35","0.0840163195969877","0.0573262480961763","0.110706391097799"
"Geringfuegig erwerbstaetig","2003","kein Migrationshintergrund","maennlich","205","0.0228631374823816","0.0197894823265535","0.0259367926382097"
"Geringfuegig erwerbstaetig","2003","kein Migrationshintergrund","weiblich","527","0.0524100627200118","0.0479931539638374","0.0568269714761862"
"Geringfuegig erwerbstaetig","2003","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2003","direkter Migrationshintergrund","weiblich","68","0.0543871285559145","0.0423872793664885","0.0663869777453405"
"Geringfuegig erwerbstaetig","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","kein Migrationshintergrund","maennlich","63","0.00938257791686149","0.0074000304281977","0.0113651254055253"
"Altersteilzeit mit Arbeitszeit Null","2003","kein Migrationshintergrund","weiblich","53","0.010156031090266","0.00816880971731282","0.0121432524632192"
"Altersteilzeit mit Arbeitszeit Null","2003","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","kein Migrationshintergrund","maennlich","35","0.00271963806356955","0.00164867691226802","0.00379059921487108"
"Freiwilliger Wehrdienst","2003","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2003","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2003","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","kein Migrationshintergrund","maennlich","31","0.00281322167020388","0.00172404141174753","0.00390240192866023"
"FSJ/FOeJ/BFD","2003","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2003","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2003","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2003","kein Migrationshintergrund","maennlich","3174","0.376655548733077","0.366691272423063","0.386619825043092"
"Nicht erwerbstaetig","2003","kein Migrationshintergrund","weiblich","4716","0.537788121117005","0.527906526762595","0.547669715471416"
"Nicht erwerbstaetig","2003","direkter Migrationshintergrund","maennlich","485","0.407348539015851","0.380357683500966","0.434339394530737"
"Nicht erwerbstaetig","2003","direkter Migrationshintergrund","weiblich","741","0.543434995704826","0.517077985399135","0.569792006010517"
"Nicht erwerbstaetig","2003","indirekter Migrationshintergrund","maennlich","114","0.314144559322521","0.267164504147671","0.36112461449737"
"Nicht erwerbstaetig","2003","indirekter Migrationshintergrund","weiblich","185","0.45160710209702","0.403727521768959","0.499486682425081"
"Betriebliches Praktikum","2003","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2003","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2003","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2003","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2004","kein Migrationshintergrund","maennlich","4913","0.527901857442094","0.517480961934206","0.538322752949982"
"Voll erwerbstaetig","2004","kein Migrationshintergrund","weiblich","2389","0.220912069380911","0.212593747807559","0.229230390954263"
"Voll erwerbstaetig","2004","direkter Migrationshintergrund","maennlich","671","0.509114614758813","0.481108348370796","0.53712088114683"
"Voll erwerbstaetig","2004","direkter Migrationshintergrund","weiblich","283","0.220173507001314","0.197887586538098","0.242459427464529"
"Voll erwerbstaetig","2004","indirekter Migrationshintergrund","maennlich","183","0.419387808175519","0.370413674357072","0.468361941993966"
"Voll erwerbstaetig","2004","indirekter Migrationshintergrund","weiblich","96","0.202848771875857","0.164437066048658","0.241260477703056"
"Teilzeitbeschaeftigung","2004","kein Migrationshintergrund","maennlich","181","0.0232002861815055","0.0200578842493172","0.0263426881136939"
"Teilzeitbeschaeftigung","2004","kein Migrationshintergrund","weiblich","1709","0.152608864278357","0.145398377516716","0.159819351039998"
"Teilzeitbeschaeftigung","2004","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2004","direkter Migrationshintergrund","weiblich","213","0.156177622530801","0.136652940210724","0.175702304850877"
"Teilzeitbeschaeftigung","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2004","indirekter Migrationshintergrund","weiblich","55","0.137098340701444","0.104243164969406","0.169953516433481"
"Ausbildung/Lehre","2004","kein Migrationshintergrund","maennlich","251","0.0240374378568319","0.0208402145753513","0.0272346611383125"
"Ausbildung/Lehre","2004","kein Migrationshintergrund","weiblich","217","0.0205550753587947","0.017710075219158","0.0234000754984315"
"Ausbildung/Lehre","2004","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","2004","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","2004","indirekter Migrationshintergrund","maennlich","47","0.143709145847681","0.10889396589601","0.178524325799351"
"Ausbildung/Lehre","2004","indirekter Migrationshintergrund","weiblich","39","0.123362624741203","0.0919496666395923","0.154775582842814"
"Geringfuegig erwerbstaetig","2004","kein Migrationshintergrund","maennlich","217","0.0237756050289128","0.0205954161316363","0.0269557939261893"
"Geringfuegig erwerbstaetig","2004","kein Migrationshintergrund","weiblich","579","0.0596146948638872","0.0548672238146379","0.0643621659131365"
"Geringfuegig erwerbstaetig","2004","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2004","direkter Migrationshintergrund","weiblich","69","0.0449237094520617","0.0337831784799387","0.0560642404241846"
"Geringfuegig erwerbstaetig","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","kein Migrationshintergrund","maennlich","67","0.00965513664594027","0.00761394050195698","0.0116963327899236"
"Altersteilzeit mit Arbeitszeit Null","2004","kein Migrationshintergrund","weiblich","45","0.00717386619383128","0.00548168843912768","0.00886604394853488"
"Altersteilzeit mit Arbeitszeit Null","2004","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2004","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","kein Migrationshintergrund","maennlich","30","0.00282651124176002","0.00171829880248053","0.00393472368103951"
"FSJ/FOeJ/BFD","2004","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2004","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2004","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2004","kein Migrationshintergrund","maennlich","3127","0.384949402263226","0.374792306489914","0.395106498036537"
"Nicht erwerbstaetig","2004","kein Migrationshintergrund","weiblich","4600","0.537527298883468","0.527530152321558","0.547524445445378"
"Nicht erwerbstaetig","2004","direkter Migrationshintergrund","maennlich","474","0.413947745055134","0.386354783658826","0.441540706451442"
"Nicht erwerbstaetig","2004","direkter Migrationshintergrund","weiblich","735","0.544274812486658","0.517488700013282","0.571060924960035"
"Nicht erwerbstaetig","2004","indirekter Migrationshintergrund","maennlich","132","0.364539487439424","0.316772004059634","0.412306970819213"
"Nicht erwerbstaetig","2004","indirekter Migrationshintergrund","weiblich","196","0.460730073016779","0.41311620931055","0.508343936723008"
"Betriebliches Praktikum","2004","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2004","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2004","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2004","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2005","kein Migrationshintergrund","maennlich","4612","0.532614562297834","0.521955634162612","0.543273490433056"
"Voll erwerbstaetig","2005","kein Migrationshintergrund","weiblich","2251","0.220534629388586","0.212051458838124","0.229017799939047"
"Voll erwerbstaetig","2005","direkter Migrationshintergrund","maennlich","586","0.473235975235015","0.444047469322574","0.502424481147455"
"Voll erwerbstaetig","2005","direkter Migrationshintergrund","weiblich","254","0.212417853022709","0.189833572614342","0.235002133431077"
"Voll erwerbstaetig","2005","indirekter Migrationshintergrund","maennlich","193","0.44346850819767","0.395204081592748","0.491732934802592"
"Voll erwerbstaetig","2005","indirekter Migrationshintergrund","weiblich","105","0.232987745747657","0.192985245560574","0.27299024593474"
"Teilzeitbeschaeftigung","2005","kein Migrationshintergrund","maennlich","185","0.0235894631383413","0.0203472266825797","0.0268316995941029"
"Teilzeitbeschaeftigung","2005","kein Migrationshintergrund","weiblich","1629","0.156882087854881","0.149440729373363","0.164323446336398"
"Teilzeitbeschaeftigung","2005","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2005","direkter Migrationshintergrund","weiblich","202","0.157757578114186","0.137630696611119","0.177884459617254"
"Teilzeitbeschaeftigung","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2005","indirekter Migrationshintergrund","weiblich","50","0.124105027974754","0.0929060656255287","0.155303990323979"
"Ausbildung/Lehre","2005","kein Migrationshintergrund","maennlich","236","0.0276642561440287","0.0241604743512268","0.0311680379368307"
"Ausbildung/Lehre","2005","kein Migrationshintergrund","weiblich","187","0.018060959044267","0.0153361626480454","0.0207857554404886"
"Ausbildung/Lehre","2005","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","2005","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","2005","indirekter Migrationshintergrund","maennlich","38","0.102383781927289","0.0729319837532589","0.131835580101318"
"Ausbildung/Lehre","2005","indirekter Migrationshintergrund","weiblich","34","0.0931263484005058","0.0656265744462662","0.120626122354745"
"Geringfuegig erwerbstaetig","2005","kein Migrationshintergrund","maennlich","199","0.0246847053290721","0.0213699161042335","0.0279994945539107"
"Geringfuegig erwerbstaetig","2005","kein Migrationshintergrund","weiblich","588","0.0620687571716371","0.0571319812570827","0.0670055330861914"
"Geringfuegig erwerbstaetig","2005","direkter Migrationshintergrund","maennlich","30","0.0296555177869322","0.0197385098381232","0.0395725257357413"
"Geringfuegig erwerbstaetig","2005","direkter Migrationshintergrund","weiblich","96","0.068359808117656","0.0544254379298738","0.0822941783054382"
"Geringfuegig erwerbstaetig","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","kein Migrationshintergrund","maennlich","57","0.00696626277506992","0.00518941036621274","0.0087431151839271"
"Altersteilzeit mit Arbeitszeit Null","2005","kein Migrationshintergrund","weiblich","67","0.00771387181690849","0.00592377690748897","0.00950396672632802"
"Altersteilzeit mit Arbeitszeit Null","2005","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2005","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2005","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2005","kein Migrationshintergrund","maennlich","3083","0.378815209948535","0.368452018097904","0.389178401799166"
"Nicht erwerbstaetig","2005","kein Migrationshintergrund","weiblich","4431","0.531956712976789","0.521747258292408","0.54216616766117"
"Nicht erwerbstaetig","2005","direkter Migrationshintergrund","maennlich","454","0.430322427271223","0.401377231781348","0.459267622761098"
"Nicht erwerbstaetig","2005","direkter Migrationshintergrund","weiblich","690","0.535848096180265","0.508311279551987","0.563384912808543"
"Nicht erwerbstaetig","2005","indirekter Migrationshintergrund","maennlich","147","0.37479504419243","0.327766773187303","0.421823315197556"
"Nicht erwerbstaetig","2005","indirekter Migrationshintergrund","weiblich","206","0.488859702780229","0.441557471717864","0.536161933842593"
"Betriebliches Praktikum","2005","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2005","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2005","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2005","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2006","kein Migrationshintergrund","maennlich","4845","0.532638662195734","0.52233935622317","0.542937968168298"
"Voll erwerbstaetig","2006","kein Migrationshintergrund","weiblich","2350","0.220695139876379","0.212504380869589","0.22888589888317"
"Voll erwerbstaetig","2006","direkter Migrationshintergrund","maennlich","581","0.500561032976866","0.47110705135361","0.530015014600122"
"Voll erwerbstaetig","2006","direkter Migrationshintergrund","weiblich","252","0.195251477818331","0.173569802435547","0.216933153201116"
"Voll erwerbstaetig","2006","indirekter Migrationshintergrund","maennlich","190","0.459209695368525","0.410127896556765","0.508291494180285"
"Voll erwerbstaetig","2006","indirekter Migrationshintergrund","weiblich","112","0.237948205954403","0.197653043853133","0.278243368055673"
"Teilzeitbeschaeftigung","2006","kein Migrationshintergrund","maennlich","208","0.023899048549633","0.02074620152578","0.0270518955734859"
"Teilzeitbeschaeftigung","2006","kein Migrationshintergrund","weiblich","1782","0.155932004196888","0.148766769531953","0.163097238861823"
"Teilzeitbeschaeftigung","2006","direkter Migrationshintergrund","maennlich","","","",""
