"plb0022_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"FSJ/FOeJ/BFD","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","574","0.776756445456406","0.746254785356858","0.807258105555954"
"Nicht erwerbstaetig","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","171","0.918775890496009","0.879304133900778","0.958247647091239"
"Nicht erwerbstaetig","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3586","0.533068742453338","0.521431131807759","0.544706353098916"
"Nicht erwerbstaetig","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1137","0.817944026471534","0.798129551266676","0.837758501676391"
"Nicht erwerbstaetig","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","1174","0.343029615945461","0.327933954442394","0.358125277448528"
"Nicht erwerbstaetig","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","601","0.319594761397639","0.299173090800087","0.340016431995191"
"Nicht erwerbstaetig","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","742","0.373880597623681","0.353037706332338","0.394723488915024"
"Nicht erwerbstaetig","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","152","0.435529530055867","0.38521156236837","0.485847497743363"
"Nicht erwerbstaetig","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","746","0.27845464940785","0.262606598263628","0.294302700552073"
"Nicht erwerbstaetig","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","419","0.432913202356541","0.405937623437026","0.459888781276057"
"Betriebliches Praktikum","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","55","0.0929360871917068","0.0717870819743924","0.114085092409021"
"Voll erwerbstaetig","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2193","0.306342029634164","0.295341006014451","0.317343053253877"
"Voll erwerbstaetig","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","202","0.119342050415593","0.102293111857641","0.136390988973546"
"Voll erwerbstaetig","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","1611","0.445010496771597","0.429012547690924","0.46100844585227"
"Voll erwerbstaetig","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1005","0.487485736257096","0.46519735824719","0.509774114267003"
"Voll erwerbstaetig","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","788","0.395436277832842","0.374140433010087","0.416732122655597"
"Voll erwerbstaetig","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","117","0.268551422377413","0.224954235621351","0.312148609133474"
"Voll erwerbstaetig","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","1798","0.568324405236469","0.550688259545317","0.58596055092762"
"Voll erwerbstaetig","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","698","0.429169364576244","0.40206485715378","0.456273871998709"
"Teilzeitbeschaeftigung","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","595","0.0806379953924609","0.0741401368716848","0.087135853913237"
"Teilzeitbeschaeftigung","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","37","0.0235329669241861","0.0155610254241245","0.0315049084242477"
"Teilzeitbeschaeftigung","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","550","0.122743201353973","0.112179918904801","0.133306483803145"
"Teilzeitbeschaeftigung","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","200","0.0996229657770631","0.0862681940895412","0.112977737464585"
"Teilzeitbeschaeftigung","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","247","0.11835734967398","0.104287822948191","0.13242687639977"
"Teilzeitbeschaeftigung","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","31","0.0557154087011371","0.0331526629559426","0.0782781544463316"
"Teilzeitbeschaeftigung","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","378","0.0996184187603469","0.0889546701139768","0.110282167406717"
"Teilzeitbeschaeftigung","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","121","0.100119662960938","0.0836825478425402","0.116556778079336"
"Ausbildung/Lehre","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","116","0.0166485931478516","0.0135950767547075","0.0197021095409956"
"Ausbildung/Lehre","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","30","0.0195093225539375","0.0122358836179578","0.0267827614899171"
"Ausbildung/Lehre","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","159","0.0381876457589778","0.0320182388395404","0.0443570526784151"
"Ausbildung/Lehre","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","84","0.0416627158173114","0.0327527197872762","0.0505727118473467"
"Ausbildung/Lehre","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","73","0.0315926563189796","0.0239743630698935","0.0392109495680657"
"Ausbildung/Lehre","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35","0.0782531099692176","0.051834529311595","0.10467169062684"
"Ausbildung/Lehre","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","38","0.0457565692938605","0.0305358518189771","0.0609772867687438"
"Geringfuegig erwerbstaetig","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","262","0.0351918038334359","0.0307943795516622","0.0395892281152096"
"Geringfuegig erwerbstaetig","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","188","0.0433752441278001","0.0368178910026788","0.0499325972529214"
"Geringfuegig erwerbstaetig","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","48","0.0353928659309249","0.0271538066009113","0.0436319252609384"
"Geringfuegig erwerbstaetig","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","170","0.078625363633341","0.0669024642589168","0.0903482630077653"
"Geringfuegig erwerbstaetig","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","45","0.137657129254814","0.103765520795757","0.171548737713871"
"Geringfuegig erwerbstaetig","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","100","0.0361794946693678","0.0295304981449294","0.0428284911938062"
"Geringfuegig erwerbstaetig","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","30","0.0273078275744245","0.0183828976958247","0.0362327574530243"
"Altersteilzeit mit Arbeitszeit Null","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","63","0.0133517759782795","0.010612676521797","0.016090875434762"
"Altersteilzeit mit Arbeitszeit Null","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","602","0.815415474606189","0.787155880025439","0.843675069186938"
"Nicht erwerbstaetig","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","170","0.880920567511025","0.834374995485669","0.927466139536381"
"Nicht erwerbstaetig","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3497","0.544578226654377","0.532693364588645","0.55646308872011"
"Nicht erwerbstaetig","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1077","0.807105662625603","0.786355480894932","0.827855844356273"
"Nicht erwerbstaetig","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","1173","0.341623608927988","0.326356814397685","0.35689040345829"
"Nicht erwerbstaetig","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","583","0.330883560344189","0.309902232243923","0.351864888444455"
"Nicht erwerbstaetig","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","718","0.359964560510887","0.339058728275454","0.38087039274632"
"Nicht erwerbstaetig","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","158","0.442751339850672","0.393890908560167","0.491611771141177"
"Nicht erwerbstaetig","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","727","0.286589080970512","0.270489058850771","0.302689103090252"
"Nicht erwerbstaetig","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","422","0.43579096273971","0.408637035175387","0.462944890304034"
"Betriebliches Praktikum","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","43","0.0852666343643238","0.065144731326879","0.105388537401769"
"Voll erwerbstaetig","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2006","0.306254632274656","0.294894234405344","0.317615030143969"
"Voll erwerbstaetig","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","157","0.108569909511754","0.0916911230831271","0.12544869594038"
"Voll erwerbstaetig","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","1564","0.452043671608079","0.435671846944942","0.468415496271217"
"Voll erwerbstaetig","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","959","0.490814955694548","0.46802852253455","0.513601388854546"
"Voll erwerbstaetig","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","743","0.390705421837464","0.368892704320255","0.412518139354674"
"Voll erwerbstaetig","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","124","0.309798713291279","0.26436960188455","0.355227824698009"
"Voll erwerbstaetig","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","1674","0.545271615154658","0.527216907416057","0.56332632289326"
"Voll erwerbstaetig","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","652","0.438579515370889","0.411158971185465","0.466000059556313"
"Teilzeitbeschaeftigung","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","561","0.0841039300146878","0.0772635000122781","0.0909443600170975"
"Teilzeitbeschaeftigung","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","515","0.11590894261019","0.105378639185456","0.126439246034923"
"Teilzeitbeschaeftigung","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","205","0.110097554186069","0.0958303238983981","0.12436478447374"
"Teilzeitbeschaeftigung","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","240","0.128236154205373","0.11328839583859","0.143183912572157"
"Teilzeitbeschaeftigung","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","360","0.108985758094215","0.0976868836454974","0.120284632542933"
"Teilzeitbeschaeftigung","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","127","0.090675264869392","0.0748076485997065","0.106542881139078"
"Ausbildung/Lehre","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","94","0.0163207369123501","0.0131979036214825","0.0194435702032176"
"Ausbildung/Lehre","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","138","0.037388188213854","0.0311475828816282","0.0436287935460799"
"Ausbildung/Lehre","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","71","0.0427508985129352","0.0335301804595923","0.0519716165662781"
"Ausbildung/Lehre","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","63","0.0315421454402453","0.0237284338471667","0.039355857033324"
"Ausbildung/Lehre","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","30","0.0750421250359517","0.0491587983359639","0.10092545173594"
"Ausbildung/Lehre","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","41","0.0497451583977344","0.0340802562735966","0.0654100605218723"
"Geringfuegig erwerbstaetig","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","280","0.0434818689560309","0.0384555173523706","0.0485082205596913"
"Geringfuegig erwerbstaetig","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","193","0.050560349719771","0.0433530491930518","0.0577676502464902"
"Geringfuegig erwerbstaetig","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38","0.0171501223756973","0.0112323692830495","0.023067875468345"
"Geringfuegig erwerbstaetig","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","176","0.0842029063783027","0.0717882537882223","0.0966175589683831"
"Geringfuegig erwerbstaetig","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","33","0.0668713897805573","0.0423300944240793","0.0914126851370352"
"Geringfuegig erwerbstaetig","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","106","0.0403633480535073","0.0332273456099147","0.0474993504971"
"Geringfuegig erwerbstaetig","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","42","0.0385402139077247","0.0279029387614361","0.0491774890540133"
"Altersteilzeit mit Arbeitszeit Null","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","52","0.00807767016006343","0.00587152516837598","0.0102838151517509"
"Altersteilzeit mit Arbeitszeit Null","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
