"erwst","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","1998","AkademikerIn","Westdeutschland","737","0.635519924851127","0.607091296036219","0.663948553666034"
"voll erwerbstätig","1998","AkademikerIn","Ostdeutschland","509","0.512285536052235","0.479032822346643","0.545538249757827"
"Teilzeit","1998","(noch) kein Abschluss","Westdeutschland","32","0.0375317847269704","0.0233812034505428","0.0516823660033979"
"Teilzeit","1998","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1998","Hauptschule","Westdeutschland","411","0.0792116106892631","0.0717362824769631","0.0866869389015631"
"Teilzeit","1998","Hauptschule","Ostdeutschland","30","0.0207493516265174","0.0126231320732013","0.0288755711798336"
"Teilzeit","1998","Realschule","Westdeutschland","218","0.105367939010113","0.0918885280794779","0.118847349940747"
"Teilzeit","1998","Realschule","Ostdeutschland","93","0.0661251024926597","0.0531173694844576","0.0791328355008618"
"Teilzeit","1998","(Fach-)Abitur","Westdeutschland","94","0.106289839548461","0.0869637034952855","0.125615975601637"
"Teilzeit","1998","(Fach-)Abitur","Ostdeutschland","3","","",""
"Teilzeit","1998","AkademikerIn","Westdeutschland","110","0.104699384373765","0.0866146998515452","0.122784068895984"
"Teilzeit","1998","AkademikerIn","Ostdeutschland","73","0.0806132181259526","0.0625022992351278","0.0987241370167774"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Westdeutschland","479","0.707339117364515","0.673464246303304","0.741213988425725"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Ostdeutschland","117","0.85940936066098","0.799885555562015","0.918933165759944"
"nicht erwerbstätig","1998","Hauptschule","Westdeutschland","2419","0.551454061975642","0.537687862436747","0.565220261514536"
"nicht erwerbstätig","1998","Hauptschule","Ostdeutschland","814","0.753112672273789","0.728530586489731","0.777694758057847"
"nicht erwerbstätig","1998","Realschule","Westdeutschland","645","0.370756970965262","0.349551481033679","0.391962460896846"
"nicht erwerbstätig","1998","Realschule","Ostdeutschland","384","0.302252036107876","0.278213501433063","0.326290570782689"
"nicht erwerbstätig","1998","(Fach-)Abitur","Westdeutschland","374","0.384828721202458","0.35431939801925","0.415338044385667"
"nicht erwerbstätig","1998","(Fach-)Abitur","Ostdeutschland","67","0.43036236946448","0.355933724743255","0.504791014185704"
"nicht erwerbstätig","1998","AkademikerIn","Westdeutschland","233","0.242357422793824","0.217046103596242","0.267668741991405"
"nicht erwerbstätig","1998","AkademikerIn","Ostdeutschland","273","0.390739159086366","0.358280294061021","0.423198024111711"
"Andere","1998","(noch) kein Abschluss","Westdeutschland","23","","",""
"Andere","1998","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Andere","1998","Hauptschule","Westdeutschland","229","0.0357242104630623","0.0305868755721873","0.0408615453539373"
"Andere","1998","Hauptschule","Ostdeutschland","43","0.0256301593723914","0.016621152409933","0.0346391663348499"
"Andere","1998","Realschule","Westdeutschland","172","0.0711740828101068","0.0598859387348813","0.0824622268853322"
"Andere","1998","Realschule","Ostdeutschland","109","0.0631428634709701","0.0504115589751618","0.0758741679667784"
"Andere","1998","(Fach-)Abitur","Westdeutschland","91","0.0945283306304417","0.0761832664028548","0.112873394858029"
"Andere","1998","(Fach-)Abitur","Ostdeutschland","25","","",""
"Andere","1998","AkademikerIn","Westdeutschland","21","","",""
"Andere","1998","AkademikerIn","Ostdeutschland","13","","",""
"voll erwerbstätig","1999","(noch) kein Abschluss","Westdeutschland","155","0.219517896232027","0.188058259101123","0.250977533362931"
"voll erwerbstätig","1999","(noch) kein Abschluss","Ostdeutschland","12","","",""
"voll erwerbstätig","1999","Hauptschule","Westdeutschland","1939","0.348023762445085","0.334646742985747","0.361400781904424"
"voll erwerbstätig","1999","Hauptschule","Ostdeutschland","277","0.193263496102342","0.170481805114991","0.216045187089693"
"voll erwerbstätig","1999","Realschule","Westdeutschland","961","0.448662646596673","0.426783191540398","0.470542101652947"
"voll erwerbstätig","1999","Realschule","Ostdeutschland","815","0.583780316678658","0.557922526147532","0.609638107209785"
"voll erwerbstätig","1999","(Fach-)Abitur","Westdeutschland","392","0.402620601948011","0.371352227499232","0.43388897639679"
"voll erwerbstätig","1999","(Fach-)Abitur","Ostdeutschland","86","0.429442945699513","0.359243499886859","0.499642391512167"
"voll erwerbstätig","1999","AkademikerIn","Westdeutschland","754","0.645322938487293","0.617076584596953","0.673569292377633"
"voll erwerbstätig","1999","AkademikerIn","Ostdeutschland","508","0.504429098420882","0.470954864654193","0.53790333218757"
"Teilzeit","1999","(noch) kein Abschluss","Westdeutschland","37","0.0426315060138713","0.0272767764631257","0.0579862355646168"
"Teilzeit","1999","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teilzeit","1999","Hauptschule","Westdeutschland","378","0.0723711938794076","0.0650949204947707","0.0796474672640445"
"Teilzeit","1999","Hauptschule","Ostdeutschland","40","0.0250056300979067","0.015996867512456","0.0340143926833575"
"Teilzeit","1999","Realschule","Westdeutschland","236","0.11162899760355","0.0977756881670895","0.12548230704001"
"Teilzeit","1999","Realschule","Ostdeutschland","106","0.0746807312344036","0.0608910106699096","0.0884704517988977"
"Teilzeit","1999","(Fach-)Abitur","Westdeutschland","102","0.109062334081527","0.0891879700363775","0.128936698126676"
"Teilzeit","1999","(Fach-)Abitur","Ostdeutschland","7","","",""
"Teilzeit","1999","AkademikerIn","Westdeutschland","108","0.0946730510676436","0.077387898999693","0.111958203135594"
"Teilzeit","1999","AkademikerIn","Ostdeutschland","71","0.0852482514635659","0.0665521074733605","0.103944395453771"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Westdeutschland","436","0.650649151368638","0.614413038520223","0.686885264217054"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Ostdeutschland","110","0.850160700065955","0.787840878857027","0.912480521274883"
"nicht erwerbstätig","1999","Hauptschule","Westdeutschland","2289","0.533551922798155","0.519542216702351","0.547561628893958"
"nicht erwerbstätig","1999","Hauptschule","Ostdeutschland","794","0.754604373098899","0.729776572142888","0.77943217405491"
"nicht erwerbstätig","1999","Realschule","Westdeutschland","596","0.353717511224163","0.332684216362842","0.374750806085483"
"nicht erwerbstätig","1999","Realschule","Ostdeutschland","367","0.279247380607611","0.255713526837425","0.302781234377798"
"nicht erwerbstätig","1999","(Fach-)Abitur","Westdeutschland","343","0.368588358119719","0.337830273581359","0.399346442658079"
"nicht erwerbstätig","1999","(Fach-)Abitur","Ostdeutschland","65","0.384967268768507","0.315960383576386","0.453974153960627"
"nicht erwerbstätig","1999","AkademikerIn","Westdeutschland","210","0.229136224365091","0.20432244084778","0.253950007882402"
"nicht erwerbstätig","1999","AkademikerIn","Ostdeutschland","258","0.385437963632696","0.352852958887255","0.418022968378138"
"Andere","1999","(noch) kein Abschluss","Westdeutschland","37","0.0872014463854638","0.0657583951023016","0.108644497668626"
"Andere","1999","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Andere","1999","Hauptschule","Westdeutschland","265","0.0460531208773523","0.0401669799595708","0.0519392617951337"
"Andere","1999","Hauptschule","Ostdeutschland","43","0.0271265007008521","0.0177536810566115","0.0364993203450926"
"Andere","1999","Realschule","Westdeutschland","192","0.085990844575615","0.0736578308253491","0.0983238583258809"
"Andere","1999","Realschule","Ostdeutschland","108","0.0622915714793265","0.0496134784167225","0.0749696645419304"
"Andere","1999","(Fach-)Abitur","Westdeutschland","108","0.119728705850743","0.0990301712017449","0.140427240499742"
"Andere","1999","(Fach-)Abitur","Ostdeutschland","33","0.151900687255099","0.100998712359852","0.202802662150346"
"Andere","1999","AkademikerIn","Westdeutschland","30","0.030867786079972","0.0206560037368339","0.0410795684231101"
"Andere","1999","AkademikerIn","Ostdeutschland","20","","",""
"voll erwerbstätig","2000","(noch) kein Abschluss","Westdeutschland","105","0.15965125332685","0.133541477820199","0.185761028833501"
"voll erwerbstätig","2000","(noch) kein Abschluss","Ostdeutschland","4","","",""
"voll erwerbstätig","2000","Hauptschule","Westdeutschland","3232","0.344167847009178","0.334298005236752","0.354037688781604"
"voll erwerbstätig","2000","Hauptschule","Ostdeutschland","310","0.148028589078404","0.131521612943868","0.164535565212941"
"voll erwerbstätig","2000","Realschule","Westdeutschland","1847","0.456127155662545","0.440745785920491","0.471508525404599"
"voll erwerbstätig","2000","Realschule","Ostdeutschland","1300","0.578529211348751","0.558175472591417","0.598882950106084"
"voll erwerbstätig","2000","(Fach-)Abitur","Westdeutschland","822","0.418256693325003","0.396616807255275","0.439896579394731"
"voll erwerbstätig","2000","(Fach-)Abitur","Ostdeutschland","118","0.338022749476794","0.288884736643959","0.387160762309628"
"voll erwerbstätig","2000","AkademikerIn","Westdeutschland","1551","0.599295064855847","0.580192474942196","0.618397654769499"
"voll erwerbstätig","2000","AkademikerIn","Ostdeutschland","759","0.524660024492014","0.497408274679798","0.55191177430423"
"Teilzeit","2000","(noch) kein Abschluss","Westdeutschland","26","","",""
"Teilzeit","2000","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Teilzeit","2000","Hauptschule","Westdeutschland","793","0.0848286206687781","0.0790403196546378","0.0906169216829185"
"Teilzeit","2000","Hauptschule","Ostdeutschland","56","0.0305343462197811","0.0225370581633603","0.0385316342762019"
"Teilzeit","2000","Realschule","Westdeutschland","541","0.122642593784386","0.112512527273964","0.132772660294809"
"Teilzeit","2000","Realschule","Ostdeutschland","182","0.0764335467199524","0.0654820395732691","0.0873850538666358"
"Teilzeit","2000","(Fach-)Abitur","Westdeutschland","216","0.104821665291576","0.0913832477308409","0.118260082852311"
"Teilzeit","2000","(Fach-)Abitur","Ostdeutschland","11","","",""
"Teilzeit","2000","AkademikerIn","Westdeutschland","287","0.109432255649584","0.0972629524309448","0.121601558868224"
"Teilzeit","2000","AkademikerIn","Ostdeutschland","118","0.0859883504207234","0.0706898483286064","0.10128685251284"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Westdeutschland","568","0.729742972941423","0.698086636596809","0.761399309286037"
"nicht erwerbstätig","2000","(noch) kein Abschluss","Ostdeutschland","149","0.901382440818418","0.855470859080348","0.947294022556487"
"nicht erwerbstätig","2000","Hauptschule","Westdeutschland","4430","0.52556406848239","0.51519044908385","0.53593768788093"
"nicht erwerbstätig","2000","Hauptschule","Ostdeutschland","1327","0.779272545798906","0.759994851995276","0.798550239602535"
"nicht erwerbstätig","2000","Realschule","Westdeutschland","1264","0.337949553639975","0.323342089123746","0.352557018156205"
"nicht erwerbstätig","2000","Realschule","Ostdeutschland","616","0.277631945224745","0.25917279119134","0.29609109925815"
"nicht erwerbstätig","2000","(Fach-)Abitur","Westdeutschland","761","0.375674561638319","0.354428461108482","0.396920662168157"
"nicht erwerbstätig","2000","(Fach-)Abitur","Ostdeutschland","155","0.437153379875978","0.385626357832054","0.488680401919903"
"nicht erwerbstätig","2000","AkademikerIn","Westdeutschland","624","0.261177836302088","0.244054133813995","0.278301538790181"
"nicht erwerbstätig","2000","AkademikerIn","Ostdeutschland","394","0.370182026238765","0.343832766097927","0.396531286379604"
"Andere","2000","(noch) kein Abschluss","Westdeutschland","57","0.0788683864194771","0.0596551947648139","0.0980815780741402"
"Andere","2000","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Andere","2000","Hauptschule","Westdeutschland","446","0.0454394638396538","0.0411128610350837","0.049766066644224"
"Andere","2000","Hauptschule","Ostdeutschland","85","0.0421645189029092","0.0328233495093076","0.0515056882965109"
"Andere","2000","Realschule","Westdeutschland","376","0.0832806969130935","0.0747478545280583","0.0918135392981287"
"Andere","2000","Realschule","Ostdeutschland","163","0.0674052967065519","0.0570707532814372","0.0777398401316667"
"Andere","2000","(Fach-)Abitur","Westdeutschland","197","0.101247079745102","0.0880134422892431","0.11448071720096"
"Andere","2000","(Fach-)Abitur","Ostdeutschland","72","0.188884979035406","0.148225386205638","0.229544571865173"
"Andere","2000","AkademikerIn","Westdeutschland","66","0.0300948431924803","0.023434904477169","0.0367547819077917"
"Andere","2000","AkademikerIn","Ostdeutschland","19","","",""
"voll erwerbstätig","2001","(noch) kein Abschluss","Westdeutschland","76","0.122983008796982","0.0986016299568731","0.147364387637091"
"voll erwerbstätig","2001","(noch) kein Abschluss","Ostdeutschland","6","","",""
"voll erwerbstätig","2001","Hauptschule","Westdeutschland","2831","0.343016357486663","0.332477280328756","0.35355543464457"
"voll erwerbstätig","2001","Hauptschule","Ostdeutschland","273","0.151221574730654","0.133661437594681","0.168781711866626"
"voll erwerbstätig","2001","Realschule","Westdeutschland","1684","0.454548627083578","0.438524002305944","0.470573251861211"
"voll erwerbstätig","2001","Realschule","Ostdeutschland","1184","0.569457290365898","0.548116449748312","0.590798130983484"
"voll erwerbstätig","2001","(Fach-)Abitur","Westdeutschland","758","0.39890009082895","0.376724019945811","0.421076161712088"
"voll erwerbstätig","2001","(Fach-)Abitur","Ostdeutschland","104","0.318629906336597","0.269745518682824","0.36751429399037"
"voll erwerbstätig","2001","AkademikerIn","Westdeutschland","1424","0.5941733186313","0.574226048258493","0.614120589004106"
"voll erwerbstätig","2001","AkademikerIn","Ostdeutschland","700","0.50486986969896","0.476837365731497","0.532902373666423"
"Teilzeit","2001","(noch) kein Abschluss","Westdeutschland","25","","",""
"Teilzeit","2001","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teilzeit","2001","Hauptschule","Westdeutschland","681","0.0825322892141128","0.0764232174013795","0.0886413610268461"
"Teilzeit","2001","Hauptschule","Ostdeutschland","46","0.0247862965786138","0.017165864830271","0.0324067283269565"
"Teilzeit","2001","Realschule","Westdeutschland","520","0.125755138724673","0.11508428691324","0.136425990536105"
"Teilzeit","2001","Realschule","Ostdeutschland","183","0.0858268995039188","0.0737543566749432","0.0978994423328944"
"Teilzeit","2001","(Fach-)Abitur","Westdeutschland","204","0.105003906935856","0.0911206135538647","0.118887200317848"
"Teilzeit","2001","(Fach-)Abitur","Ostdeutschland","14","","",""
"Teilzeit","2001","AkademikerIn","Westdeutschland","265","0.1085220635123","0.0958871892549246","0.121156937769675"
"Teilzeit","2001","AkademikerIn","Ostdeutschland","112","0.0921170934227014","0.0759028189338561","0.108331367911547"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Westdeutschland","520","0.734062435040802","0.701261362405368","0.766863507676236"
"nicht erwerbstätig","2001","(noch) kein Abschluss","Ostdeutschland","154","0.875305509744646","0.826217329785345","0.924393689703946"
"nicht erwerbstätig","2001","Hauptschule","Westdeutschland","3866","0.526156129670397","0.515070947338661","0.537241312002133"
"nicht erwerbstätig","2001","Hauptschule","Ostdeutschland","1211","0.787007008978109","0.766939391439545","0.807074626516672"
"nicht erwerbstätig","2001","Realschule","Westdeutschland","1163","0.337388899117338","0.322172411298664","0.352605386936013"
"nicht erwerbstätig","2001","Realschule","Ostdeutschland","552","0.279308586431393","0.259971562212582","0.298645610650205"
"nicht erwerbstätig","2001","(Fach-)Abitur","Westdeutschland","702","0.382852977595467","0.360839455399378","0.404866499791555"
"nicht erwerbstätig","2001","(Fach-)Abitur","Ostdeutschland","155","0.450156880138383","0.397960940379359","0.502352819897406"
"nicht erwerbstätig","2001","AkademikerIn","Westdeutschland","583","0.269213324700274","0.251195589962747","0.287231059437801"
"nicht erwerbstätig","2001","AkademikerIn","Ostdeutschland","388","0.379429156314913","0.352222603284525","0.406635709345301"
"Andere","2001","(noch) kein Abschluss","Westdeutschland","76","0.115823509819002","0.0920660751238908","0.139580944514112"
"Andere","2001","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Andere","2001","Hauptschule","Westdeutschland","416","0.0482952236288276","0.043535616509599","0.0530548307480562"
"Andere","2001","Hauptschule","Ostdeutschland","69","0.0369851197126237","0.0277348611469562","0.0462353782782913"
"Andere","2001","Realschule","Westdeutschland","342","0.0823073350744114","0.073462544080901","0.0911521260679219"
"Andere","2001","Realschule","Ostdeutschland","149","0.0654072236987898","0.0547511579511962","0.0760632894463835"
"Andere","2001","(Fach-)Abitur","Westdeutschland","209","0.113243024639728","0.0988918569432341","0.127594192336221"
"Andere","2001","(Fach-)Abitur","Ostdeutschland","76","0.201520661635521","0.15943569288001","0.243605630391031"
"Andere","2001","AkademikerIn","Westdeutschland","56","0.0280912931561262","0.0213792428099756","0.0348033435022768"
"Andere","2001","AkademikerIn","Ostdeutschland","22","","",""
"voll erwerbstätig","2002","(noch) kein Abschluss","Westdeutschland","64","0.099374089054413","0.0777756111689222","0.120972566939904"
"voll erwerbstätig","2002","(noch) kein Abschluss","Ostdeutschland","4","","",""
"voll erwerbstätig","2002","Hauptschule","Westdeutschland","2585","0.328653451971878","0.317962041772489","0.339344862171267"
"voll erwerbstätig","2002","Hauptschule","Ostdeutschland","237","0.129157281610764","0.112207914620865","0.146106648600664"
"voll erwerbstätig","2002","Realschule","Westdeutschland","1782","0.4370535946491","0.421612355773488","0.452494833524712"
"voll erwerbstätig","2002","Realschule","Ostdeutschland","1108","0.537717515183722","0.516007547272523","0.559427483094922"
"voll erwerbstätig","2002","(Fach-)Abitur","Westdeutschland","826","0.399014134353204","0.378064900689899","0.419963368016509"
"voll erwerbstätig","2002","(Fach-)Abitur","Ostdeutschland","118","0.352941699849804","0.303369615988314","0.402513783711293"
"voll erwerbstätig","2002","AkademikerIn","Westdeutschland","2022","0.589713644123149","0.572766053692167","0.60666123455413"
"voll erwerbstätig","2002","AkademikerIn","Ostdeutschland","776","0.468712399057984","0.441822682131512","0.495602115984455"
"Teilzeit","2002","(noch) kein Abschluss","Westdeutschland","29","","",""
"Teilzeit","2002","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Teilzeit","2002","Hauptschule","Westdeutschland","660","0.0827620418226685","0.0764908639208443","0.0890332197244927"
"Teilzeit","2002","Hauptschule","Ostdeutschland","40","0.0276238840521066","0.0193409598791788","0.0359068082250345"
"Teilzeit","2002","Realschule","Westdeutschland","603","0.130654149085133","0.120162610941895","0.141145687228371"
"Teilzeit","2002","Realschule","Ostdeutschland","179","0.0812815800700151","0.0693824379625439","0.0931807221774863"
"Teilzeit","2002","(Fach-)Abitur","Westdeutschland","238","0.102715385500485","0.0897279102639281","0.115702860737041"
"Teilzeit","2002","(Fach-)Abitur","Ostdeutschland","20","","",""
"Teilzeit","2002","AkademikerIn","Westdeutschland","393","0.106797100181932","0.0961557036409051","0.117438496722958"
"Teilzeit","2002","AkademikerIn","Ostdeutschland","111","0.08844472600596","0.07314457759731","0.10374487441461"
"nicht erwerbstätig","2002","(noch) kein Abschluss","Westdeutschland","576","0.785013099530815","0.755353942852969","0.81467225620866"
"nicht erwerbstätig","2002","(noch) kein Abschluss","Ostdeutschland","158","0.896274894931214","0.850708315838726","0.941841474023703"
"nicht erwerbstätig","2002","Hauptschule","Westdeutschland","3748","0.537452577246172","0.526104018216743","0.548801136275601"
"nicht erwerbstätig","2002","Hauptschule","Ostdeutschland","1168","0.809175060652217","0.78931580420824","0.829034317096193"
"nicht erwerbstätig","2002","Realschule","Westdeutschland","1245","0.344790344066948","0.329994186074034","0.359586502059861"
"nicht erwerbstätig","2002","Realschule","Ostdeutschland","584","0.308408885585866","0.288298679836196","0.328519091335537"
"nicht erwerbstätig","2002","(Fach-)Abitur","Westdeutschland","791","0.389107038636816","0.368249695990756","0.409964381282876"
"nicht erwerbstätig","2002","(Fach-)Abitur","Ostdeutschland","149","0.425340209909957","0.374055534818157","0.476624885001757"
"nicht erwerbstätig","2002","AkademikerIn","Westdeutschland","734","0.272334402717688","0.256996675501443","0.287672129933934"
"nicht erwerbstätig","2002","AkademikerIn","Ostdeutschland","414","0.420232072393494","0.393634631048991","0.446829513737996"
"Andere","2002","(noch) kein Abschluss","Westdeutschland","68","0.0760129637732391","0.056879609227122","0.0951463183193562"
"Andere","2002","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Andere","2002","Hauptschule","Westdeutschland","422","0.0511319289592812","0.0461184231984928","0.0561454347200696"
"Andere","2002","Hauptschule","Ostdeutschland","59","0.0340437736849126","0.0248790000334843","0.0432085473363408"
"Andere","2002","Realschule","Westdeutschland","334","0.0875019121988195","0.0787054908974378","0.0962983335002011"
"Andere","2002","Realschule","Ostdeutschland","155","0.0725920191603966","0.0612938460880705","0.0838901922327227"
"Andere","2002","(Fach-)Abitur","Westdeutschland","244","0.109163441509496","0.0958227145128107","0.12250416850618"
"Andere","2002","(Fach-)Abitur","Ostdeutschland","70","0.169948464593262","0.130987909648837","0.208909019537686"
"Andere","2002","AkademikerIn","Westdeutschland","87","0.0311548529772313","0.0251688921325015","0.037140813821961"
"Andere","2002","AkademikerIn","Ostdeutschland","22","","",""
"voll erwerbstätig","2003","(noch) kein Abschluss","Westdeutschland","58","0.10395547272929","0.0815689077623643","0.126342037696216"
"voll erwerbstätig","2003","(noch) kein Abschluss","Ostdeutschland","4","","",""
"voll erwerbstätig","2003","Hauptschule","Westdeutschland","2369","0.315821856581206","0.30494563512282","0.326698078039592"
"voll erwerbstätig","2003","Hauptschule","Ostdeutschland","203","0.117062455554389","0.100463150444947","0.133661760663831"
"voll erwerbstätig","2003","Realschule","Westdeutschland","1674","0.439089249846905","0.423276921966727","0.454901577727082"
"voll erwerbstätig","2003","Realschule","Ostdeutschland","1043","0.519490462438206","0.497594053840043","0.541386871036369"
"voll erwerbstätig","2003","(Fach-)Abitur","Westdeutschland","795","0.390152130471461","0.368990246174941","0.411314014767981"
"voll erwerbstätig","2003","(Fach-)Abitur","Ostdeutschland","117","0.299832714022252","0.253083391288548","0.346582036755957"
"voll erwerbstätig","2003","AkademikerIn","Westdeutschland","1825","0.579856953797572","0.562374414116672","0.597339493478471"
"voll erwerbstätig","2003","AkademikerIn","Ostdeutschland","719","0.439236329167595","0.412174578031802","0.466298080303388"
"Teilzeit","2003","(noch) kein Abschluss","Westdeutschland","18","","",""
"Teilzeit","2003","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Teilzeit","2003","Hauptschule","Westdeutschland","610","0.0794526320978835","0.0731248783815507","0.0857803858142163"
"Teilzeit","2003","Hauptschule","Ostdeutschland","41","0.0258055906801541","0.0176191368044756","0.0339920445558325"
"Teilzeit","2003","Realschule","Westdeutschland","602","0.139663370121365","0.128618820955048","0.150707919287682"
"Teilzeit","2003","Realschule","Ostdeutschland","205","0.092154501835544","0.0794780607242356","0.104830942946852"
"Teilzeit","2003","(Fach-)Abitur","Westdeutschland","249","0.112137782813831","0.0984486682317818","0.12582689739588"
"Teilzeit","2003","(Fach-)Abitur","Ostdeutschland","21","","",""
"Teilzeit","2003","AkademikerIn","Westdeutschland","390","0.105687356174336","0.0947980126099572","0.116576699738714"
"Teilzeit","2003","AkademikerIn","Ostdeutschland","122","0.0984139803493329","0.0821716321272521","0.114656328571414"
"nicht erwerbstätig","2003","(noch) kein Abschluss","Westdeutschland","578","0.780136968378936","0.749758874471488","0.810515062286384"
"nicht erwerbstätig","2003","(noch) kein Abschluss","Ostdeutschland","171","0.917070192368291","0.877223176993717","0.956917207742864"
"nicht erwerbstätig","2003","Hauptschule","Westdeutschland","3640","0.552251577485088","0.54061680574131","0.563886349228865"
"nicht erwerbstätig","2003","Hauptschule","Ostdeutschland","1138","0.825543907195528","0.805949629456429","0.845138184934628"
"nicht erwerbstätig","2003","Realschule","Westdeutschland","1192","0.346666577797598","0.331503200138947","0.361829955456249"
"nicht erwerbstätig","2003","Realschule","Ostdeutschland","618","0.324105582465474","0.303593215441597","0.344617949489352"
"nicht erwerbstätig","2003","(Fach-)Abitur","Westdeutschland","754","0.385543742651193","0.364427876338692","0.406659608963694"
"nicht erwerbstätig","2003","(Fach-)Abitur","Ostdeutschland","160","0.459223294683347","0.408377405014606","0.510069184352089"
"nicht erwerbstätig","2003","AkademikerIn","Westdeutschland","758","0.278961889318645","0.26307652989215","0.294847248745141"
"nicht erwerbstätig","2003","AkademikerIn","Ostdeutschland","423","0.435860319255429","0.408821742683933","0.462898895826925"
"Andere","2003","(noch) kein Abschluss","Westdeutschland","60","0.0829199198488206","0.0626928929468154","0.103146946750826"
"Andere","2003","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Andere","2003","Hauptschule","Westdeutschland","398","0.0524739338358227","0.0472567066635949","0.0576911610080505"
"Andere","2003","Hauptschule","Ostdeutschland","59","0.0315880465699285","0.0225576347509168","0.0406184583889402"
"Andere","2003","Realschule","Westdeutschland","316","0.0745808022341321","0.0662102269881371","0.0829513774801271"
"Andere","2003","Realschule","Ostdeutschland","134","0.0642494532607758","0.0535034280250264","0.0749954784965252"
"Andere","2003","(Fach-)Abitur","Westdeutschland","243","0.112166344063516","0.0984757065079482","0.125856981619083"
"Andere","2003","(Fach-)Abitur","Ostdeutschland","71","0.18616579331497","0.146450953008107","0.225880633621833"
"Andere","2003","AkademikerIn","Westdeutschland","89","0.0354938007094472","0.0289402862379098","0.0420473151809847"
"Andere","2003","AkademikerIn","Ostdeutschland","28","","",""
"voll erwerbstätig","2004","(noch) kein Abschluss","Westdeutschland","55","0.0951732028707778","0.073782797654241","0.116563608087315"
"voll erwerbstätig","2004","(noch) kein Abschluss","Ostdeutschland","5","","",""
"voll erwerbstätig","2004","Hauptschule","Westdeutschland","2186","0.307407937873378","0.296360169106668","0.318455706640089"
"voll erwerbstätig","2004","Hauptschule","Ostdeutschland","202","0.124899286958102","0.107405653051533","0.142392920864671"
"voll erwerbstätig","2004","Realschule","Westdeutschland","1609","0.444785826779996","0.428760555598797","0.460811097961195"
"voll erwerbstätig","2004","Realschule","Ostdeutschland","1004","0.495591223993189","0.473279398843615","0.517903049142762"
"voll erwerbstätig","2004","(Fach-)Abitur","Westdeutschland","787","0.400047652062622","0.378614371628216","0.421480932497027"
"voll erwerbstätig","2004","(Fach-)Abitur","Ostdeutschland","117","0.267605522057057","0.223724192439838","0.311486851674276"
"voll erwerbstätig","2004","AkademikerIn","Westdeutschland","1795","0.575455975010723","0.557824690527594","0.593087259493852"
"voll erwerbstätig","2004","AkademikerIn","Ostdeutschland","695","0.425049434612869","0.397925185275873","0.452173683949865"
"Teilzeit","2004","(noch) kein Abschluss","Westdeutschland","16","","",""
"Teilzeit","2004","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Teilzeit","2004","Hauptschule","Westdeutschland","593","0.0811867243247916","0.0746473767335399","0.0877260719160434"
"Teilzeit","2004","Hauptschule","Ostdeutschland","37","0.0241886211508476","0.0160592017306584","0.0323180405710369"
"Teilzeit","2004","Realschule","Westdeutschland","550","0.124811103627531","0.114153068268765","0.135469138986297"
"Teilzeit","2004","Realschule","Ostdeutschland","200","0.100809047892048","0.0873734283360973","0.114244667447999"
"Teilzeit","2004","(Fach-)Abitur","Westdeutschland","245","0.117501550520727","0.103413426082607","0.131589674958847"
"Teilzeit","2004","(Fach-)Abitur","Ostdeutschland","31","0.0592984058981119","0.0358880960657788","0.0827087157304451"
"Teilzeit","2004","AkademikerIn","Westdeutschland","378","0.0999671351402237","0.0892673676188596","0.110666902661588"
"Teilzeit","2004","AkademikerIn","Ostdeutschland","121","0.103560284618042","0.0868424541811066","0.120278115054978"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Westdeutschland","606","0.823419409981707","0.795624775044854","0.85121404491856"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Ostdeutschland","170","0.877964034178081","0.830923320403322","0.92500474795284"
"nicht erwerbstätig","2004","Hauptschule","Westdeutschland","3534","0.558720594708978","0.546831947174029","0.570609242243927"
"nicht erwerbstätig","2004","Hauptschule","Ostdeutschland","1076","0.814880875063707","0.794329364799755","0.83543238532766"
"nicht erwerbstätig","2004","Realschule","Westdeutschland","1189","0.347732460583317","0.332374443535407","0.363090477631227"
"nicht erwerbstätig","2004","Realschule","Ostdeutschland","592","0.329428249738838","0.308454068163062","0.350402431314614"
"nicht erwerbstätig","2004","(Fach-)Abitur","Westdeutschland","739","0.371701736197804","0.350559319437041","0.392844152958567"
