"erwst","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1797","0.622127533435401","0.604595409554901","0.6396596573159"
"nicht erwerbstätig","2007","kein Migrationshintergrund","2","1891","0.514475832244795","0.498540997624758","0.530410666864833"
"nicht erwerbstätig","2007","kein Migrationshintergrund","3","1515","0.443300945600144","0.42677684602393","0.459825045176359"
"nicht erwerbstätig","2007","kein Migrationshintergrund","4","1390","0.360841348384072","0.345693160793425","0.375989535974719"
"nicht erwerbstätig","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1179","0.28968722521011","0.275311761722873","0.304062688697346"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","463","0.676584206573222","0.641425315025031","0.711743098121414"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","2","302","0.475463181617953","0.436121836803087","0.514804526432819"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","3","122","0.376398159910037","0.323967103406019","0.428829216414056"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","4","82","0.311531452959367","0.258861507488287","0.364201398430447"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","71","0.281399069269967","0.22043412740791","0.342364011132024"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","139","0.53198986190929","0.46925278748003","0.594726936338549"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","2","93","0.426964955697841","0.361000813092055","0.492929098303628"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","3","34","0.16753199941921","0.104535869952293","0.230528128886127"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","4","32","0.24722321126987","0.17748558591657","0.316960836623171"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","25","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","362","0.120566014213144","0.10879168242297","0.132340346003319"
"Andere","2007","kein Migrationshintergrund","2","330","0.0815160743229679","0.0727920462696626","0.0902401023762732"
"Andere","2007","kein Migrationshintergrund","3","257","0.0760067398997631","0.0671918135717209","0.0848216662278052"
"Andere","2007","kein Migrationshintergrund","4","195","0.0493225072695626","0.0424922451745878","0.0561527693645374"
"Andere","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","160","0.036410783130877","0.0304747905849064","0.0423467756768477"
"Andere","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","55","0.0845663263830748","0.0636538333658655","0.105478819400284"
"Andere","2007","direkter Migrationshintergrund","2","36","0.0541083783260791","0.0362864080573276","0.0719303485948305"
"Andere","2007","direkter Migrationshintergrund","3","18","","",""
"Andere","2007","direkter Migrationshintergrund","4","14","","",""
"Andere","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Andere","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","46","0.186747118857161","0.13774840116297","0.235745836551352"
"Andere","2007","indirekter Migrationshintergrund","2","34","0.159882009015213","0.111006515415608","0.208757502614818"
"Andere","2007","indirekter Migrationshintergrund","3","18","","",""
"Andere","2007","indirekter Migrationshintergrund","4","13","","",""
"Andere","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","2","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","480","0.171723973083508","0.157318561498996","0.18612938466802"
"voll erwerbstätig","2008","kein Migrationshintergrund","2","996","0.305637340201121","0.290104517681164","0.321170162721078"
"voll erwerbstätig","2008","kein Migrationshintergrund","3","1213","0.369665672915423","0.353118238361381","0.386213107469464"
"voll erwerbstätig","2008","kein Migrationshintergrund","4","1783","0.504216250621006","0.488192401279699","0.520240099962313"
"voll erwerbstätig","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2056","0.585759215245444","0.570130261683152","0.601388168807737"
"voll erwerbstätig","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","85","0.15247618992121","0.122405811853097","0.182546567989324"
"voll erwerbstätig","2008","direkter Migrationshintergrund","2","189","0.375291104438814","0.334300089041812","0.416282119835817"
"voll erwerbstätig","2008","direkter Migrationshintergrund","3","163","0.421918209836308","0.371113548822145","0.472722870850471"
"voll erwerbstätig","2008","direkter Migrationshintergrund","4","136","0.53120253395237","0.471898213231758","0.590506854672983"
"voll erwerbstätig","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","103","0.580923324546896","0.510765285368683","0.65108136372511"
"voll erwerbstätig","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","41","0.212370665887248","0.158449390019393","0.266291941755102"
"voll erwerbstätig","2008","indirekter Migrationshintergrund","2","58","0.345719326256033","0.27930544626988","0.412133206242186"
"voll erwerbstätig","2008","indirekter Migrationshintergrund","3","62","0.473913606882831","0.394794659745444","0.553032554020218"
"voll erwerbstätig","2008","indirekter Migrationshintergrund","4","73","0.552350140274525","0.469387033211764","0.635313247337287"
"voll erwerbstätig","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","74","0.685764172141652","0.600921484694242","0.770606859589062"
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","228","0.085555121925624","0.0748713542716877","0.0962388895795602"
"Teilzeit","2008","kein Migrationshintergrund","2","349","0.0973322849849893","0.0873381224176989","0.10732644755228"
"Teilzeit","2008","kein Migrationshintergrund","3","386","0.106339952458946","0.0957723849013327","0.116907520016559"
"Teilzeit","2008","kein Migrationshintergrund","4","427","0.0986103884199074","0.0890554058548974","0.108165370984917"
"Teilzeit","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","450","0.104936926300614","0.0952131513737693","0.114660701227459"
"Teilzeit","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","41","0.0746846410520304","0.0526947816157426","0.0966745004883181"
"Teilzeit","2008","direkter Migrationshintergrund","2","57","0.0958125029964548","0.0708949128713123","0.120730093121597"
"Teilzeit","2008","direkter Migrationshintergrund","3","62","0.188802047553674","0.148543180283738","0.22906091482361"
"Teilzeit","2008","direkter Migrationshintergrund","4","41","0.135244083106329","0.0946026000871753","0.175885566125482"
"Teilzeit","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","17","","",""
"Teilzeit","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","10","","",""
"Teilzeit","2008","indirekter Migrationshintergrund","2","23","","",""
"Teilzeit","2008","indirekter Migrationshintergrund","3","14","","",""
"Teilzeit","2008","indirekter Migrationshintergrund","4","14","","",""
"Teilzeit","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1591","0.612091994768226","0.593479894549095","0.630704094987356"
"nicht erwerbstätig","2008","kein Migrationshintergrund","2","1732","0.509464042619538","0.492608366115113","0.526319719123963"
"nicht erwerbstätig","2008","kein Migrationshintergrund","3","1427","0.452034150204372","0.434973208445317","0.469095091963428"
"nicht erwerbstätig","2008","kein Migrationshintergrund","4","1321","0.341294097985155","0.326098336915031","0.356489859055278"
"nicht erwerbstätig","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1157","0.277586079297637","0.263377985926933","0.29179417266834"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","373","0.669062489854883","0.629701296444101","0.708423683265665"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","2","249","0.445086467481973","0.403013751439556","0.48715918352439"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","3","113","0.309541566698765","0.261983626556617","0.357099506840913"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","4","85","0.290722400839461","0.236757546496494","0.344687255182427"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","62","0.295889453830097","0.230987696200224","0.36079121145997"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","119","0.517755706679861","0.45187656232042","0.583634851039303"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","2","81","0.369937444559556","0.302520206069323","0.43735468304979"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","3","46","0.251074945080079","0.182364423738792","0.319785466421367"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","4","32","0.207998897360718","0.140281235063444","0.275716559657992"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","27","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","334","0.130628910222642","0.117756943440605","0.14350087700468"
"Andere","2008","kein Migrationshintergrund","2","302","0.0875663321943513","0.0780356667292641","0.0970969976594386"
"Andere","2008","kein Migrationshintergrund","3","243","0.0719602244212589","0.0631015206287164","0.0808189282138014"
"Andere","2008","kein Migrationshintergrund","4","209","0.0558792629739321","0.0485180159297163","0.0632405100181478"
"Andere","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","153","0.0317177791563049","0.0261575041459136","0.0372780541666962"
"Andere","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","50","0.103776679171876","0.0782661231948292","0.129287235148924"
"Andere","2008","direkter Migrationshintergrund","2","41","0.0838099250827581","0.0603511023359708","0.107268747829545"
"Andere","2008","direkter Migrationshintergrund","3","25","","",""
"Andere","2008","direkter Migrationshintergrund","4","10","","",""
"Andere","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Andere","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","51","0.238832219376427","0.182618980406608","0.295045458346247"
"Andere","2008","indirekter Migrationshintergrund","2","35","0.189008250012634","0.134336424345423","0.243680075679846"
"Andere","2008","indirekter Migrationshintergrund","3","31","0.176582542669325","0.116161767357934","0.237003317980716"
"Andere","2008","indirekter Migrationshintergrund","4","19","","",""
"Andere","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","406","0.169718685657236","0.154394052464135","0.185043318850338"
"voll erwerbstätig","2009","kein Migrationshintergrund","2","897","0.290064363668184","0.27415910168898","0.305969625647388"
"voll erwerbstätig","2009","kein Migrationshintergrund","3","1107","0.361827784636723","0.344703781287393","0.378951787986053"
"voll erwerbstätig","2009","kein Migrationshintergrund","4","1662","0.489908775815614","0.473547224308494","0.506270327322734"
"voll erwerbstätig","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2049","0.593450432893713","0.577816692224315","0.609084173563111"
"voll erwerbstätig","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","87","0.174076008728428","0.14157949680556","0.206572520651295"
"voll erwerbstätig","2009","direkter Migrationshintergrund","2","155","0.348622036012954","0.304346682835985","0.392897389189924"
"voll erwerbstätig","2009","direkter Migrationshintergrund","3","119","0.408102071153174","0.350223737899399","0.465980404406948"
"voll erwerbstätig","2009","direkter Migrationshintergrund","4","122","0.459627061442098","0.397973123418471","0.521280999465725"
"voll erwerbstätig","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","90","0.566933249897781","0.492666670659409","0.641199829136153"
"voll erwerbstätig","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","34","0.194132517397572","0.13985575096482","0.248409283830324"
"voll erwerbstätig","2009","indirekter Migrationshintergrund","2","46","0.326438818172907","0.254891140385082","0.397986495960731"
"voll erwerbstätig","2009","indirekter Migrationshintergrund","3","51","0.435909762399308","0.34863074706823","0.523188777730387"
"voll erwerbstätig","2009","indirekter Migrationshintergrund","4","78","0.634981642538512","0.556348653758773","0.71361463131825"
"voll erwerbstätig","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","74","0.636895529090615","0.548229192006194","0.725561866175035"
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","202","0.0849200281751357","0.0735398983637141","0.0963001579865572"
"Teilzeit","2009","kein Migrationshintergrund","2","320","0.0876027341825491","0.077693616902081","0.0975118514630171"
"Teilzeit","2009","kein Migrationshintergrund","3","330","0.0986263324845876","0.0880012018906378","0.109251463078537"
"Teilzeit","2009","kein Migrationshintergrund","4","424","0.0989707351276785","0.0891968823083635","0.108744587946994"
"Teilzeit","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","436","0.101369788548383","0.091763431938609","0.110976145158156"
"Teilzeit","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","49","0.0887041872666512","0.0643373594460244","0.113071015087278"
"Teilzeit","2009","direkter Migrationshintergrund","2","55","0.139944132792305","0.10771053633043","0.17217772925418"
"Teilzeit","2009","direkter Migrationshintergrund","3","42","0.153058947299444","0.110659112966319","0.19545878163257"
"Teilzeit","2009","direkter Migrationshintergrund","4","40","0.15336593428661","0.10878762920161","0.19794423937161"
"Teilzeit","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","18","","",""
"Teilzeit","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","14","","",""
"Teilzeit","2009","indirekter Migrationshintergrund","2","25","","",""
"Teilzeit","2009","indirekter Migrationshintergrund","3","12","","",""
"Teilzeit","2009","indirekter Migrationshintergrund","4","12","","",""
"Teilzeit","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","10","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1411","0.615337039071038","0.595475662760749","0.635198415381328"
"nicht erwerbstätig","2009","kein Migrationshintergrund","2","1628","0.528086673306075","0.510589500732697","0.545583845879452"
"nicht erwerbstätig","2009","kein Migrationshintergrund","3","1326","0.458117232428749","0.440361999021448","0.475872465836051"
"nicht erwerbstätig","2009","kein Migrationshintergrund","4","1303","0.357425051915066","0.341739589090377","0.373110514739756"
"nicht erwerbstätig","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1142","0.267327175716042","0.253241083623164","0.28141326780892"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","342","0.640341754091691","0.59921275239989","0.681470755783491"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","2","204","0.43920882673926","0.393097862928132","0.485319790550387"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","3","96","0.304379988005246","0.250192092075381","0.358567883935111"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","4","78","0.309593699005153","0.252398488859981","0.366788909150324"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","57","0.313758403823722","0.244210148659758","0.383306658987687"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","115","0.525670946256201","0.457148973485594","0.594192919026809"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","2","68","0.317386911152335","0.246365723419472","0.388408098885198"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","3","42","0.331223846197357","0.248384161723509","0.414063530671206"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","4","32","0.185058716418916","0.121630167314725","0.248487265523108"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","21","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","286","0.13002424709659","0.116293999330237","0.143754494862942"
"Andere","2009","kein Migrationshintergrund","2","282","0.0942462288431924","0.0840057275542957","0.104486730132089"
"Andere","2009","kein Migrationshintergrund","3","262","0.0814286504499402","0.0716825593208523","0.0911747415790281"
"Andere","2009","kein Migrationshintergrund","4","197","0.0536954371416413","0.0463176332575996","0.0610732410256829"
"Andere","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","165","0.0378526028418618","0.0317784935019195","0.0439267121818041"
"Andere","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","45","0.0968780499132302","0.0715277477911399","0.122228352035321"
"Andere","2009","direkter Migrationshintergrund","2","31","0.072225004455481","0.0481740007061118","0.0962760082048503"
"Andere","2009","direkter Migrationshintergrund","3","20","","",""
"Andere","2009","direkter Migrationshintergrund","4","11","","",""
"Andere","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","6","","",""
"Andere","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","41","0.208220737096286","0.152502539565898","0.263938934626673"
"Andere","2009","indirekter Migrationshintergrund","2","26","","",""
"Andere","2009","indirekter Migrationshintergrund","3","19","","",""
"Andere","2009","indirekter Migrationshintergrund","4","22","","",""
"Andere","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","8","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","597","0.150099176789084","0.138141017918852","0.162057335659315"
"voll erwerbstätig","2010","kein Migrationshintergrund","2","1402","0.280709434545641","0.267483361001746","0.293935508089537"
"voll erwerbstätig","2010","kein Migrationshintergrund","3","1362","0.362223323825476","0.346689987318947","0.377756660332005"
"voll erwerbstätig","2010","kein Migrationshintergrund","4","1997","0.476384423522783","0.461391874422818","0.491376972622748"
"voll erwerbstätig","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2285","0.590222703844544","0.575673232868634","0.604772174820453"
"voll erwerbstätig","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","183","0.118297828270643","0.0987726020570024","0.137823054484284"
"voll erwerbstätig","2010","direkter Migrationshintergrund","2","320","0.328568878307395","0.297304306245426","0.359833450369365"
"voll erwerbstätig","2010","direkter Migrationshintergrund","3","176","0.41266226839909","0.365239243540282","0.460085293257898"
"voll erwerbstätig","2010","direkter Migrationshintergrund","4","158","0.445533013950104","0.391662389923589","0.49940363797662"
"voll erwerbstätig","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","125","0.514603711776439","0.453140405925174","0.576067017627704"
"voll erwerbstätig","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","35","0.112252102108219","0.0790855339083593","0.145418670308079"
"voll erwerbstätig","2010","indirekter Migrationshintergrund","2","104","0.254915940153798","0.20731436894614","0.302517511361456"
"voll erwerbstätig","2010","indirekter Migrationshintergrund","3","71","0.386304267396575","0.316518221410148","0.456090313383003"
"voll erwerbstätig","2010","indirekter Migrationshintergrund","4","96","0.589410773001089","0.521061427118199","0.65776011888398"
"voll erwerbstätig","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","102","0.779603596461532","0.71654660942201","0.842660583501054"
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","375","0.0922584225618264","0.0825695071319847","0.101947337991668"
"Teilzeit","2010","kein Migrationshintergrund","2","580","0.0912415657860747","0.0827659582452047","0.0997171733269448"
"Teilzeit","2010","kein Migrationshintergrund","3","492","0.0995656805186981","0.0898890740019768","0.109242287035419"
"Teilzeit","2010","kein Migrationshintergrund","4","589","0.108832168916971","0.0994835207097296","0.118180817124212"
"Teilzeit","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","605","0.105218640364338","0.0961410598952096","0.114296220833466"
"Teilzeit","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","85","0.0770418262107918","0.0609204902867389","0.0931631621348446"
"Teilzeit","2010","direkter Migrationshintergrund","2","89","0.111285737320217","0.0903523566500036","0.13221911799043"
"Teilzeit","2010","direkter Migrationshintergrund","3","52","0.125390775013661","0.0934909911375676","0.157290558889755"
"Teilzeit","2010","direkter Migrationshintergrund","4","46","0.161179165455745","0.121325958862105","0.201032372049386"
"Teilzeit","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","33","0.173517394665833","0.126945961746963","0.220088827584703"
"Teilzeit","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","20","","",""
"Teilzeit","2010","indirekter Migrationshintergrund","2","26","","",""
"Teilzeit","2010","indirekter Migrationshintergrund","3","19","","",""
"Teilzeit","2010","indirekter Migrationshintergrund","4","28","","",""
"Teilzeit","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1998","0.625108913391624","0.608901211430934","0.641316615352313"
"nicht erwerbstätig","2010","kein Migrationshintergrund","2","1983","0.522918347652655","0.508216783475199","0.537619911830111"
"nicht erwerbstätig","2010","kein Migrationshintergrund","3","1525","0.454555813729873","0.438463777729649","0.470647849730097"
"nicht erwerbstätig","2010","kein Migrationshintergrund","4","1431","0.357731516534584","0.343342625218649","0.37212040785052"
"nicht erwerbstätig","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1308","0.268798742011371","0.255682863614305","0.281914620408436"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","686","0.717060637353481","0.689829150176417","0.744292124530545"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","2","380","0.444065921826624","0.410992897243548","0.4771389464097"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","3","161","0.36219185537963","0.315893848952274","0.408489861806987"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","4","102","0.318068381321626","0.267590063021445","0.368546699621808"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","88","0.261489684004016","0.207447014183439","0.315532353824593"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","231","0.597660045250326","0.546139296962194","0.649180793538457"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","2","141","0.390089440414239","0.336812984277316","0.443365896551162"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","3","68","0.330633552093266","0.2632067257148","0.398060378471731"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","4","51","0.219362903896061","0.161868213624073","0.276857594168049"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","42","0.110347118059062","0.0626837377410603","0.158010498377065"
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
