"erwst","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","2002","direkter Migrationshintergrund","Ostdeutschland","5","0.0297922349831833","-0.00128075795274004","0.0608652279191067"
"Teilzeit","2002","indirekter Migrationshintergrund","Westdeutschland","54","0.0786256977739752","0.0593501163816425","0.0979012791663078"
"Teilzeit","2002","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","kein Migrationshintergrund","Westdeutschland","5679","0.450782643163536","0.442588940651596","0.458976345675476"
"nicht erwerbstätig","2002","kein Migrationshintergrund","Ostdeutschland","2400","","",""
"nicht erwerbstätig","2002","direkter Migrationshintergrund","Westdeutschland","1186","","",""
"nicht erwerbstätig","2002","direkter Migrationshintergrund","Ostdeutschland","87","0.78537712557167","0.71033998114222","0.860414270001121"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","Westdeutschland","293","","",""
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2002","kein Migrationshintergrund","Westdeutschland","933","0.0612455975299683","0.0572970451487892","0.0651941499111475"
"Andere","2002","kein Migrationshintergrund","Ostdeutschland","328","0.0580462835023626","0.0517456937637061","0.0643468732410191"
"Andere","2002","direkter Migrationshintergrund","Westdeutschland","159","","",""
"Andere","2002","direkter Migrationshintergrund","Ostdeutschland","1","","",""
"Andere","2002","indirekter Migrationshintergrund","Westdeutschland","111","","",""
"Andere","2002","indirekter Migrationshintergrund","Ostdeutschland","4","0.161497819564413","0.0111075967656586","0.311888042363167"
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2003","kein Migrationshintergrund","Westdeutschland","5500","0.383043631542161","0.37486053562271","0.391226727461612"
"voll erwerbstätig","2003","kein Migrationshintergrund","Ostdeutschland","2068","","",""
"voll erwerbstätig","2003","direkter Migrationshintergrund","Westdeutschland","978","0.367013748328578","0.348176502665443","0.385850993991714"
"voll erwerbstätig","2003","direkter Migrationshintergrund","Ostdeutschland","19","","",""
"voll erwerbstätig","2003","indirekter Migrationshintergrund","Westdeutschland","285","","",""
"voll erwerbstätig","2003","indirekter Migrationshintergrund","Ostdeutschland","7","0.143326926043824","0.0199770561310119","0.266676795956635"
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2003","kein Migrationshintergrund","Westdeutschland","1569","","",""
"Teilzeit","2003","kein Migrationshintergrund","Ostdeutschland","384","0.0683993672308086","0.0615442980541983","0.0752544364074189"
"Teilzeit","2003","direkter Migrationshintergrund","Westdeutschland","248","","",""
"Teilzeit","2003","direkter Migrationshintergrund","Ostdeutschland","6","0.0430574194281527","0.00404540645604014","0.0820694324002653"
"Teilzeit","2003","indirekter Migrationshintergrund","Westdeutschland","61","0.0732584074848683","0.0546106967604534","0.0919061182092831"
"Teilzeit","2003","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","kein Migrationshintergrund","Westdeutschland","5568","0.455389075611374","0.447006050417976","0.463772100804771"
"nicht erwerbstätig","2003","kein Migrationshintergrund","Ostdeutschland","2439","","",""
"nicht erwerbstätig","2003","direkter Migrationshintergrund","Westdeutschland","1153","","",""
"nicht erwerbstätig","2003","direkter Migrationshintergrund","Ostdeutschland","78","0.779186553754841","0.699466991737305","0.858906115772376"
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","Westdeutschland","288","","",""
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","Ostdeutschland","19","","",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2003","kein Migrationshintergrund","Westdeutschland","920","0.062292666194507","0.0582243152493669","0.0663610171396471"
"Andere","2003","kein Migrationshintergrund","Ostdeutschland","318","0.0560312707326868","0.0497858032412694","0.0622767382241042"
"Andere","2003","direkter Migrationshintergrund","Westdeutschland","136","","",""
"Andere","2003","direkter Migrationshintergrund","Ostdeutschland","1","","",""
"Andere","2003","indirekter Migrationshintergrund","Westdeutschland","116","","",""
"Andere","2003","indirekter Migrationshintergrund","Ostdeutschland","4","0.147557877247964","0.022710077064875","0.272405677431052"
"Andere","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2004","kein Migrationshintergrund","Westdeutschland","5282","0.380655586558919","0.372367767895096","0.388943405222743"
"voll erwerbstätig","2004","kein Migrationshintergrund","Ostdeutschland","2006","","",""
"voll erwerbstätig","2004","direkter Migrationshintergrund","Westdeutschland","936","0.368592062848027","0.349430690237734","0.38775343545832"
"voll erwerbstätig","2004","direkter Migrationshintergrund","Ostdeutschland","16","","",""
"voll erwerbstätig","2004","indirekter Migrationshintergrund","Westdeutschland","272","","",""
"voll erwerbstätig","2004","indirekter Migrationshintergrund","Ostdeutschland","6","0.0926810192567304","-0.0047919130478063","0.190153951561267"
"voll erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2004","kein Migrationshintergrund","Westdeutschland","1497","","",""
"Teilzeit","2004","kein Migrationshintergrund","Ostdeutschland","391","0.0746269033637686","0.0674061803678437","0.0818476263596935"
"Teilzeit","2004","direkter Migrationshintergrund","Westdeutschland","227","","",""
"Teilzeit","2004","direkter Migrationshintergrund","Ostdeutschland","4","0.0284236072579764","-0.0039853813294803","0.060832595845433"
"Teilzeit","2004","indirekter Migrationshintergrund","Westdeutschland","65","0.0917591075411285","0.0713553554860423","0.112162859596215"
"Teilzeit","2004","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Teilzeit","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","kein Migrationshintergrund","Westdeutschland","5453","0.458209872869777","0.449705235731301","0.466714510008253"
"nicht erwerbstätig","2004","kein Migrationshintergrund","Ostdeutschland","2371","","",""
"nicht erwerbstätig","2004","direkter Migrationshintergrund","Westdeutschland","1150","","",""
"nicht erwerbstätig","2004","direkter Migrationshintergrund","Ostdeutschland","76","0.788035396814788","0.708329227376273","0.867741566253304"
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","Westdeutschland","312","0.409971093584684","0.375209619577138","0.44473256759223"
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","Ostdeutschland","20","","",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2004","kein Migrationshintergrund","Westdeutschland","953","0.0662679325484356","0.0620220216924071","0.0705138434044641"
"Andere","2004","kein Migrationshintergrund","Ostdeutschland","320","0.0631434265319317","0.0564603695101945","0.0698264835536688"
"Andere","2004","direkter Migrationshintergrund","Westdeutschland","122","","",""
"Andere","2004","direkter Migrationshintergrund","Ostdeutschland","5","0.0429769094143185","0.00342511398623273","0.0825287048424043"
"Andere","2004","indirekter Migrationshintergrund","Westdeutschland","120","","",""
"Andere","2004","indirekter Migrationshintergrund","Ostdeutschland","6","0.405676914439263","0.240628985258867","0.57072484361966"
"Andere","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2005","kein Migrationshintergrund","Westdeutschland","4970","0.380125692749362","0.371649267835346","0.388602117663378"
"voll erwerbstätig","2005","kein Migrationshintergrund","Ostdeutschland","1879","","",""
"voll erwerbstätig","2005","direkter Migrationshintergrund","Westdeutschland","824","0.350962984515969","0.331320701867851","0.370605267164087"
"voll erwerbstätig","2005","direkter Migrationshintergrund","Ostdeutschland","14","","",""
"voll erwerbstätig","2005","indirekter Migrationshintergrund","Westdeutschland","289","","",""
"voll erwerbstätig","2005","indirekter Migrationshintergrund","Ostdeutschland","8","0.239223484482341","0.0958268074610202","0.382620161503662"
"voll erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2005","kein Migrationshintergrund","Westdeutschland","1427","","",""
"Teilzeit","2005","kein Migrationshintergrund","Ostdeutschland","385","0.0728104624747002","0.0655384600294324","0.080082464919968"
"Teilzeit","2005","direkter Migrationshintergrund","Westdeutschland","216","","",""
"Teilzeit","2005","direkter Migrationshintergrund","Ostdeutschland","4","0.0287884921710782","-0.00414948035622423","0.0617264646983806"
"Teilzeit","2005","indirekter Migrationshintergrund","Westdeutschland","57","0.0768900200259176","0.0583706488212247","0.0954093912306106"
"Teilzeit","2005","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Teilzeit","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2005","kein Migrationshintergrund","Westdeutschland","5267","0.448383905738204","0.439699486888878","0.457068324587529"
"nicht erwerbstätig","2005","kein Migrationshintergrund","Ostdeutschland","2350","","",""
"nicht erwerbstätig","2005","direkter Migrationshintergrund","Westdeutschland","1077","","",""
"nicht erwerbstätig","2005","direkter Migrationshintergrund","Ostdeutschland","77","0.81888949030721","0.743029118173352","0.894749862441068"
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","Westdeutschland","338","0.424747542394837","0.390387063714309","0.459108021075365"
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2005","kein Migrationshintergrund","Westdeutschland","934","0.0720620493626507","0.0675465055357222","0.0765775931895793"
"Andere","2005","kein Migrationshintergrund","Ostdeutschland","290","","",""
"Andere","2005","direkter Migrationshintergrund","Westdeutschland","151","","",""
"Andere","2005","direkter Migrationshintergrund","Ostdeutschland","4","0.024824141726515","-0.00582434848180148","0.0554726319348315"
"Andere","2005","indirekter Migrationshintergrund","Westdeutschland","111","","",""
"Andere","2005","indirekter Migrationshintergrund","Ostdeutschland","7","0.275084799392327","0.124983126617784","0.42518647216687"
"Andere","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2006","kein Migrationshintergrund","Westdeutschland","5256","0.377341939953946","0.36925791073732","0.385425969170571"
"voll erwerbstätig","2006","kein Migrationshintergrund","Ostdeutschland","1927","","",""
"voll erwerbstätig","2006","direkter Migrationshintergrund","Westdeutschland","820","0.350863478512159","0.331252715346316","0.370474241678003"
"voll erwerbstätig","2006","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"voll erwerbstätig","2006","indirekter Migrationshintergrund","Westdeutschland","291","","",""
"voll erwerbstätig","2006","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"voll erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2006","kein Migrationshintergrund","Westdeutschland","1576","","",""
"Teilzeit","2006","kein Migrationshintergrund","Ostdeutschland","412","0.0672052106280057","0.0604091521591555","0.0740012690968558"
"Teilzeit","2006","direkter Migrationshintergrund","Westdeutschland","240","","",""
"Teilzeit","2006","direkter Migrationshintergrund","Ostdeutschland","9","0.118268297223808","0.0579215107316481","0.178615083715968"
"Teilzeit","2006","indirekter Migrationshintergrund","Westdeutschland","71","0.0939960781923746","0.0739733654215083","0.114018790963241"
"Teilzeit","2006","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Teilzeit","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2006","kein Migrationshintergrund","Westdeutschland","5941","0.450124688624577","0.441827440916493","0.458421936332662"
"nicht erwerbstätig","2006","kein Migrationshintergrund","Ostdeutschland","2505","","",""
"nicht erwerbstätig","2006","direkter Migrationshintergrund","Westdeutschland","1056","","",""
"nicht erwerbstätig","2006","direkter Migrationshintergrund","Ostdeutschland","84","0.758630285736764","0.678663760560985","0.838596810912542"
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","Westdeutschland","339","0.407872961777062","0.374154099207201","0.441591824346923"
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","Ostdeutschland","25","","",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2006","kein Migrationshintergrund","Westdeutschland","1038","","",""
"Andere","2006","kein Migrationshintergrund","Ostdeutschland","370","0.0709437269171461","0.0639752063287301","0.0779122475055622"
"Andere","2006","direkter Migrationshintergrund","Westdeutschland","159","","",""
"Andere","2006","direkter Migrationshintergrund","Ostdeutschland","5","0.0294306061474327","-0.00215321327013181","0.0610144255649972"
"Andere","2006","indirekter Migrationshintergrund","Westdeutschland","115","","",""
"Andere","2006","indirekter Migrationshintergrund","Ostdeutschland","6","0.19228165618089","0.0730964516854829","0.311466860676298"
"Andere","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2007","kein Migrationshintergrund","Westdeutschland","4951","0.382822791523677","0.37444196105855","0.391203621988803"
"voll erwerbstätig","2007","kein Migrationshintergrund","Ostdeutschland","1871","","",""
"voll erwerbstätig","2007","direkter Migrationshintergrund","Westdeutschland","716","0.339329390320082","0.318793031011417","0.359865749628747"
"voll erwerbstätig","2007","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"voll erwerbstätig","2007","indirekter Migrationshintergrund","Westdeutschland","307","0.373905072600515","0.34027209656767","0.407538048633359"
"voll erwerbstätig","2007","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"voll erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2007","kein Migrationshintergrund","Westdeutschland","1555","","",""
"Teilzeit","2007","kein Migrationshintergrund","Ostdeutschland","422","0.0766548913227987","0.069247279363103","0.0840625032824943"
"Teilzeit","2007","direkter Migrationshintergrund","Westdeutschland","226","","",""
"Teilzeit","2007","direkter Migrationshintergrund","Ostdeutschland","8","0.133655659824734","0.0637413067818055","0.203570012867663"
"Teilzeit","2007","indirekter Migrationshintergrund","Westdeutschland","75","0.111705416297383","0.0898086416195061","0.133602190975259"
"Teilzeit","2007","indirekter Migrationshintergrund","Ostdeutschland","4","0.149248285054523","0.0439605352362261","0.25453603487282"
"Teilzeit","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2007","kein Migrationshintergrund","Westdeutschland","5439","0.437576419710273","0.42902295755304","0.446129881867505"
"nicht erwerbstätig","2007","kein Migrationshintergrund","Ostdeutschland","2334","","",""
"nicht erwerbstätig","2007","direkter Migrationshintergrund","Westdeutschland","972","0.489914408806417","0.468232283181372","0.511596534431463"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","Ostdeutschland","68","0.764768995686693","0.677624529735175","0.85191346163821"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","Westdeutschland","308","0.377952196640425","0.344247156865421","0.411657236415428"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2007","kein Migrationshintergrund","Westdeutschland","977","0.0754284396228292","0.0708751943044027","0.0799816849412557"
"Andere","2007","kein Migrationshintergrund","Ostdeutschland","328","0.0677348606096301","0.0607380180015586","0.0747317032177015"
"Andere","2007","direkter Migrationshintergrund","Westdeutschland","128","","",""
"Andere","2007","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Andere","2007","indirekter Migrationshintergrund","Westdeutschland","105","","",""
"Andere","2007","indirekter Migrationshintergrund","Ostdeutschland","8","0.108633311478898","0.0166876033459644","0.200579019611831"
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2008","kein Migrationshintergrund","Westdeutschland","4676","0.388707396434944","0.380040568322099","0.397374224547789"
"voll erwerbstätig","2008","kein Migrationshintergrund","Ostdeutschland","1852","","",""
"voll erwerbstätig","2008","direkter Migrationshintergrund","Westdeutschland","663","0.352309344529127","0.330429218674143","0.374189470384112"
"voll erwerbstätig","2008","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"voll erwerbstätig","2008","indirekter Migrationshintergrund","Westdeutschland","294","","",""
"voll erwerbstätig","2008","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2008","kein Migrationshintergrund","Westdeutschland","1468","","",""
"Teilzeit","2008","kein Migrationshintergrund","Ostdeutschland","372","0.0718522765055177","0.0644575500793642","0.0792470029316713"
"Teilzeit","2008","direkter Migrationshintergrund","Westdeutschland","213","","",""
"Teilzeit","2008","direkter Migrationshintergrund","Ostdeutschland","5","0.0834884246284662","0.0224902757343841","0.144486573522548"
"Teilzeit","2008","indirekter Migrationshintergrund","Westdeutschland","66","0.0704636414943584","0.0525032200926504","0.0884240628960664"
"Teilzeit","2008","indirekter Migrationshintergrund","Ostdeutschland","4","0.0910602478424971","0.00605343851057055","0.176067057174424"
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2008","kein Migrationshintergrund","Westdeutschland","5063","0.426427367148972","0.417634288538283","0.435220445759661"
"nicht erwerbstätig","2008","kein Migrationshintergrund","Ostdeutschland","2165","","",""
"nicht erwerbstätig","2008","direkter Migrationshintergrund","Westdeutschland","827","0.45821730080291","0.435395378288797","0.481039223317023"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","Ostdeutschland","55","0.686143108700645","0.583811987460917","0.788474229940374"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","Westdeutschland","290","","",""
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2008","kein Migrationshintergrund","Westdeutschland","945","0.0789954242465251","0.0741996793595571","0.0837911691334932"
"Andere","2008","kein Migrationshintergrund","Ostdeutschland","296","","",""
"Andere","2008","direkter Migrationshintergrund","Westdeutschland","128","","",""
"Andere","2008","direkter Migrationshintergrund","Ostdeutschland","6","0.106569336442406","0.0385267046546799","0.174611968230132"
"Andere","2008","indirekter Migrationshintergrund","Westdeutschland","130","","",""
"Andere","2008","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2009","kein Migrationshintergrund","Westdeutschland","4379","0.392828860890809","0.383856720632261","0.401801001149358"
"voll erwerbstätig","2009","kein Migrationshintergrund","Ostdeutschland","1742","","",""
"voll erwerbstätig","2009","direkter Migrationshintergrund","Westdeutschland","560","0.334363839215737","0.311189643819818","0.357538034611655"
"voll erwerbstätig","2009","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"voll erwerbstätig","2009","indirekter Migrationshintergrund","Westdeutschland","271","","",""
"voll erwerbstätig","2009","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2009","kein Migrationshintergrund","Westdeutschland","1325","","",""
"Teilzeit","2009","kein Migrationshintergrund","Ostdeutschland","387","0.0792698780850442","0.0713349679192335","0.087204788250855"
"Teilzeit","2009","direkter Migrationshintergrund","Westdeutschland","196","","",""
"Teilzeit","2009","direkter Migrationshintergrund","Ostdeutschland","8","0.138462844316846","0.060296268114124","0.216629420519569"
"Teilzeit","2009","indirekter Migrationshintergrund","Westdeutschland","69","0.100315236221219","0.0781863225199382","0.1224441499225"
"Teilzeit","2009","indirekter Migrationshintergrund","Ostdeutschland","4","0.104610540633318","0.0120518594740922","0.197169221792545"
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2009","kein Migrationshintergrund","Westdeutschland","4756","0.428524400056376","0.419433111879977","0.437615688232775"
"nicht erwerbstätig","2009","kein Migrationshintergrund","Ostdeutschland","2054","","",""
"nicht erwerbstätig","2009","direkter Migrationshintergrund","Westdeutschland","726","0.455271809776091","0.430809251980178","0.479734367572004"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","Ostdeutschland","51","0.633197826657149","0.524128378143478","0.742267275170819"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","Westdeutschland","258","","",""
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","Ostdeutschland","20","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2009","kein Migrationshintergrund","Westdeutschland","922","0.0796923702780863","0.0747171343075511","0.0846676062486216"
"Andere","2009","kein Migrationshintergrund","Ostdeutschland","270","","",""
"Andere","2009","direkter Migrationshintergrund","Westdeutschland","110","","",""
"Andere","2009","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Andere","2009","indirekter Migrationshintergrund","Westdeutschland","110","","",""
"Andere","2009","indirekter Migrationshintergrund","Ostdeutschland","6","0.110367519142331","0.0156022061183075","0.205132832166354"
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2010","kein Migrationshintergrund","Westdeutschland","5554","0.390542710285261","0.38270385708612","0.398381563484402"
"voll erwerbstätig","2010","kein Migrationshintergrund","Ostdeutschland","2089","","",""
"voll erwerbstätig","2010","direkter Migrationshintergrund","Westdeutschland","940","0.316722980126319","0.299448868174514","0.333997092078124"
"voll erwerbstätig","2010","direkter Migrationshintergrund","Ostdeutschland","22","","",""
"voll erwerbstätig","2010","indirekter Migrationshintergrund","Westdeutschland","380","0.376461880745656","0.348386407410753","0.40453735408056"
"voll erwerbstätig","2010","indirekter Migrationshintergrund","Ostdeutschland","28","","",""
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2010","kein Migrationshintergrund","Westdeutschland","2097","","",""
"Teilzeit","2010","kein Migrationshintergrund","Ostdeutschland","544","0.0890628555109626","0.0814024377667688","0.0967232732551563"
"Teilzeit","2010","direkter Migrationshintergrund","Westdeutschland","292","","",""
"Teilzeit","2010","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"Teilzeit","2010","indirekter Migrationshintergrund","Westdeutschland","101","","",""
"Teilzeit","2010","indirekter Migrationshintergrund","Ostdeutschland","5","0.0596694022498222","0.00710195140257101","0.112236853097073"
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2010","kein Migrationshintergrund","Westdeutschland","5922","0.423881172889944","0.415941095726291","0.431821250053598"
"nicht erwerbstätig","2010","kein Migrationshintergrund","Ostdeutschland","2323","","",""
"nicht erwerbstätig","2010","direkter Migrationshintergrund","Westdeutschland","1331","","",""
"nicht erwerbstätig","2010","direkter Migrationshintergrund","Ostdeutschland","86","0.713840789671882","0.635235680522681","0.792445898821084"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","Westdeutschland","497","0.358977478757091","0.331180005294675","0.386774952219507"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","Ostdeutschland","36","0.460109154110172","0.349501747777937","0.570716560442407"
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2010","kein Migrationshintergrund","Westdeutschland","1307","","",""
"Andere","2010","kein Migrationshintergrund","Ostdeutschland","355","0.065460199849473","0.0588082723876947","0.0721121273112513"
"Andere","2010","direkter Migrationshintergrund","Westdeutschland","223","","",""
"Andere","2010","direkter Migrationshintergrund","Ostdeutschland","6","0.0272001906061143","-0.00109052563112005","0.0554909068433487"
"Andere","2010","indirekter Migrationshintergrund","Westdeutschland","166","","",""
"Andere","2010","indirekter Migrationshintergrund","Ostdeutschland","9","0.0899082909576916","0.0264273669132044","0.153389215002179"
"Andere","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2011","kein Migrationshintergrund","Westdeutschland","6743","0.394494159175938","0.387370480598959","0.401617837752917"
"voll erwerbstätig","2011","kein Migrationshintergrund","Ostdeutschland","2448","","",""
"voll erwerbstätig","2011","direkter Migrationshintergrund","Westdeutschland","1102","","",""
"voll erwerbstätig","2011","direkter Migrationshintergrund","Ostdeutschland","28","","",""
