"erwst","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2002","30-45","indirekter Migrationshintergrund","44","0.244419117323838","0.182989581651621","0.305848652996056"
"nicht erwerbstätig","2002","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2002","46-65","kein Migrationshintergrund","2512","0.411379319145795","0.399660157649482","0.423098480642108"
"nicht erwerbstätig","2002","46-65","direkter Migrationshintergrund","467","0.437830535763475","0.407663893930138","0.467997177596812"
"nicht erwerbstätig","2002","46-65","indirekter Migrationshintergrund","11","","",""
"nicht erwerbstätig","2002","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2002","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2002","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2002","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2002","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2002","17-29","kein Migrationshintergrund","695","0.212476757548899","0.198243626102641","0.226709888995158"
"Andere","2002","17-29","direkter Migrationshintergrund","84","0.203964915256631","0.166357573597933","0.24157225691533"
"Andere","2002","17-29","indirekter Migrationshintergrund","106","0.232028450234264","0.195988351772673","0.268068548695855"
"Andere","2002","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2002","30-45","kein Migrationshintergrund","296","0.0504855367982721","0.0450717787480617","0.0558992948484826"
"Andere","2002","30-45","direkter Migrationshintergrund","42","0.0459147744477429","0.0327365768428848","0.059092972052601"
"Andere","2002","30-45","indirekter Migrationshintergrund","7","","",""
"Andere","2002","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2002","46-65","kein Migrationshintergrund","237","0.0381407752936372","0.0335792712013121","0.0427022793859623"
"Andere","2002","46-65","direkter Migrationshintergrund","26","","",""
"Andere","2002","46-65","indirekter Migrationshintergrund","","","",""
"Andere","2002","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2002","66","kein Migrationshintergrund","","","",""
"Andere","2002","66","direkter Migrationshintergrund","","","",""
"Andere","2002","66","indirekter Migrationshintergrund","","","",""
"Andere","2002","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2003","17-29","kein Migrationshintergrund","953","0.34102797032629","0.32438586828304","0.357670072369539"
"voll erwerbstätig","2003","17-29","direkter Migrationshintergrund","102","0.263404150817686","0.219116541886699","0.307691759748673"
"voll erwerbstätig","2003","17-29","indirekter Migrationshintergrund","156","0.322225994134649","0.2816671337818","0.362784854487497"
"voll erwerbstätig","2003","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2003","30-45","kein Migrationshintergrund","3502","0.611291909428145","0.598778167986742","0.623805650869547"
"voll erwerbstätig","2003","30-45","direkter Migrationshintergrund","476","0.524853291083025","0.492118305291218","0.557588276874833"
"voll erwerbstätig","2003","30-45","indirekter Migrationshintergrund","120","0.560732298246819","0.494238119520218","0.627226476973421"
"voll erwerbstätig","2003","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2003","46-65","kein Migrationshintergrund","3077","0.439534968518274","0.427505949993786","0.451563987042762"
"voll erwerbstätig","2003","46-65","direkter Migrationshintergrund","415","0.411869637130933","0.381180384820746","0.442558889441121"
"voll erwerbstätig","2003","46-65","indirekter Migrationshintergrund","16","","",""
"voll erwerbstätig","2003","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2003","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2003","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2003","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2003","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2003","17-29","kein Migrationshintergrund","143","0.0569007480322667","0.0487683733813904","0.0650331226831431"
"Teilzeit","2003","17-29","direkter Migrationshintergrund","31","0.0948379835158411","0.0653794848870763","0.124296482144606"
"Teilzeit","2003","17-29","indirekter Migrationshintergrund","20","","",""
"Teilzeit","2003","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2003","30-45","kein Migrationshintergrund","998","0.156973211362874","0.147634552252825","0.166311870472923"
"Teilzeit","2003","30-45","direkter Migrationshintergrund","116","0.12595776645508","0.104207828812718","0.147707704097443"
"Teilzeit","2003","30-45","indirekter Migrationshintergrund","31","0.142881614718861","0.0959949020384733","0.189768327399248"
"Teilzeit","2003","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2003","46-65","kein Migrationshintergrund","779","0.109942466118255","0.10236103847639","0.117523893760119"
"Teilzeit","2003","46-65","direkter Migrationshintergrund","105","0.111193384418382","0.0915908270941025","0.130795941742662"
"Teilzeit","2003","46-65","indirekter Migrationshintergrund","11","","",""
"Teilzeit","2003","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2003","66","kein Migrationshintergrund","","","",""
"Teilzeit","2003","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2003","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2003","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2003","17-29","kein Migrationshintergrund","1354","0.406140730434219","0.38889983838738","0.423381622481059"
"nicht erwerbstätig","2003","17-29","direkter Migrationshintergrund","181","0.474633876581606","0.424426596860034","0.524841156303179"
"nicht erwerbstätig","2003","17-29","indirekter Migrationshintergrund","224","0.415733938444583","0.372960311950432","0.458507564938733"
"nicht erwerbstätig","2003","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2003","30-45","kein Migrationshintergrund","1050","0.181346958360678","0.171455595339419","0.191238321381936"
"nicht erwerbstätig","2003","30-45","direkter Migrationshintergrund","265","0.308660960103581","0.278380273104576","0.338941647102585"
"nicht erwerbstätig","2003","30-45","indirekter Migrationshintergrund","55","0.260330102575618","0.201537542540117","0.319122662611118"
"nicht erwerbstätig","2003","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2003","46-65","kein Migrationshintergrund","2438","0.408468361514503","0.396555189364145","0.420381533664861"
"nicht erwerbstätig","2003","46-65","direkter Migrationshintergrund","441","0.446542055023209","0.41554338114204","0.477540728904377"
"nicht erwerbstätig","2003","46-65","indirekter Migrationshintergrund","16","","",""
"nicht erwerbstätig","2003","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2003","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2003","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2003","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2003","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2003","17-29","kein Migrationshintergrund","667","0.195930551207224","0.181996495240477","0.209864607173972"
"Andere","2003","17-29","direkter Migrationshintergrund","66","0.167123989084867","0.129612365129943","0.204635613039792"
"Andere","2003","17-29","indirekter Migrationshintergrund","110","0.234472313839901","0.197702685629336","0.271241942050465"
"Andere","2003","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2003","30-45","kein Migrationshintergrund","279","0.0503879208483037","0.0447724342162606","0.0560034074803468"
"Andere","2003","30-45","direkter Migrationshintergrund","37","0.0405279823583136","0.0276017195937873","0.0534542451228399"
"Andere","2003","30-45","indirekter Migrationshintergrund","8","","",""
"Andere","2003","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2003","46-65","kein Migrationshintergrund","246","0.0420542038489687","0.0371897465820489","0.0469186611158885"
"Andere","2003","46-65","direkter Migrationshintergrund","27","","",""
"Andere","2003","46-65","indirekter Migrationshintergrund","1","","",""
"Andere","2003","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2003","66","kein Migrationshintergrund","","","",""
"Andere","2003","66","direkter Migrationshintergrund","","","",""
"Andere","2003","66","indirekter Migrationshintergrund","","","",""
"Andere","2003","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2004","17-29","kein Migrationshintergrund","926","0.335534580329331","0.318815647793625","0.352253512865037"
"voll erwerbstätig","2004","17-29","direkter Migrationshintergrund","104","0.289760153706567","0.243660414385959","0.335859893027175"
"voll erwerbstätig","2004","17-29","indirekter Migrationshintergrund","135","0.248527738814065","0.211454822494534","0.285600655133595"
"voll erwerbstätig","2004","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2004","30-45","kein Migrationshintergrund","3280","0.609923675422213","0.596984574935411","0.622862775909015"
"voll erwerbstätig","2004","30-45","direkter Migrationshintergrund","456","0.524477113170677","0.490864742225248","0.558089484116107"
"voll erwerbstätig","2004","30-45","indirekter Migrationshintergrund","128","0.596848523553053","0.532322070504558","0.661374976601548"
"voll erwerbstätig","2004","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2004","46-65","kein Migrationshintergrund","3043","0.446239518688882","0.43402636001543","0.458452677362333"
"voll erwerbstätig","2004","46-65","direkter Migrationshintergrund","388","0.404717477778872","0.373554483033068","0.435880472524675"
"voll erwerbstätig","2004","46-65","indirekter Migrationshintergrund","15","","",""
"voll erwerbstätig","2004","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2004","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2004","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2004","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2004","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2004","17-29","kein Migrationshintergrund","147","0.0523243537954041","0.0444396477396724","0.0602090598511358"
"Teilzeit","2004","17-29","direkter Migrationshintergrund","29","","",""
"Teilzeit","2004","17-29","indirekter Migrationshintergrund","24","","",""
"Teilzeit","2004","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2004","30-45","kein Migrationshintergrund","910","0.150910992230972","0.141415257136938","0.160406727325006"
"Teilzeit","2004","30-45","direkter Migrationshintergrund","106","0.13199147118664","0.109209825356949","0.154773117016331"
"Teilzeit","2004","30-45","indirekter Migrationshintergrund","32","0.174735494309379","0.124782818892036","0.224688169726722"
"Teilzeit","2004","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2004","46-65","kein Migrationshintergrund","796","0.115591377202602","0.10773590658207","0.123446847823134"
"Teilzeit","2004","46-65","direkter Migrationshintergrund","91","0.0989999092808328","0.0800380265499484","0.117961792011717"
"Teilzeit","2004","46-65","indirekter Migrationshintergrund","11","","",""
"Teilzeit","2004","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2004","66","kein Migrationshintergrund","","","",""
"Teilzeit","2004","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2004","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2004","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","17-29","kein Migrationshintergrund","1341","0.405490446194156","0.38810549632424","0.422875396064071"
"nicht erwerbstätig","2004","17-29","direkter Migrationshintergrund","187","0.50550984304557","0.454703228754093","0.556316457337048"
"nicht erwerbstätig","2004","17-29","indirekter Migrationshintergrund","253","0.460933292544917","0.418171772589472","0.503694812500362"
"nicht erwerbstätig","2004","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","30-45","kein Migrationshintergrund","979","0.184894141725216","0.17459597006991","0.195192313380523"
"nicht erwerbstätig","2004","30-45","direkter Migrationshintergrund","249","0.304951834828835","0.273965283709281","0.335938385948389"
"nicht erwerbstätig","2004","30-45","indirekter Migrationshintergrund","49","0.191785280250085","0.139995673008064","0.243574887492106"
"nicht erwerbstätig","2004","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","46-65","kein Migrationshintergrund","2253","0.391172720846134","0.379182854620832","0.403162587071436"
"nicht erwerbstätig","2004","46-65","direkter Migrationshintergrund","443","0.459397353414089","0.427757463125963","0.491037243702216"
"nicht erwerbstätig","2004","46-65","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","2004","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2004","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2004","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2004","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2004","17-29","kein Migrationshintergrund","650","0.206650619681109","0.192313750914046","0.220987488448172"
"Andere","2004","17-29","direkter Migrationshintergrund","52","0.136716709990424","0.10180556539592","0.171627854584928"
"Andere","2004","17-29","indirekter Migrationshintergrund","110","0.244551168427681","0.207678867674065","0.281423469181297"
"Andere","2004","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2004","30-45","kein Migrationshintergrund","290","0.0542711906215987","0.0482613974203469","0.0602809838228506"
"Andere","2004","30-45","direkter Migrationshintergrund","37","0.0385795808138477","0.0256171757698727","0.0515419858578227"
"Andere","2004","30-45","indirekter Migrationshintergrund","13","","",""
"Andere","2004","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2004","46-65","kein Migrationshintergrund","272","0.0469963832623819","0.0417968722976037","0.0521958942271601"
"Andere","2004","46-65","direkter Migrationshintergrund","31","0.0368852595262064","0.0249187613941316","0.0488517576582812"
"Andere","2004","46-65","indirekter Migrationshintergrund","3","","",""
"Andere","2004","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2004","66","kein Migrationshintergrund","","","",""
"Andere","2004","66","direkter Migrationshintergrund","","","",""
"Andere","2004","66","indirekter Migrationshintergrund","","","",""
"Andere","2004","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2005","17-29","kein Migrationshintergrund","888","0.322529026133416","0.305765698675922","0.33929235359091"
"voll erwerbstätig","2005","17-29","direkter Migrationshintergrund","72","0.249270165275626","0.201498563574164","0.297041766977089"
"voll erwerbstätig","2005","17-29","indirekter Migrationshintergrund","140","0.273788486694994","0.235682397949987","0.311894575440002"
"voll erwerbstätig","2005","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2005","30-45","kein Migrationshintergrund","3023","0.606237961663102","0.592761251392069","0.619714671934136"
"voll erwerbstätig","2005","30-45","direkter Migrationshintergrund","408","0.499270302672988","0.464535798884047","0.53400480646193"
"voll erwerbstätig","2005","30-45","indirekter Migrationshintergrund","136","0.588152593576001","0.526271478611181","0.650033708540822"
"voll erwerbstätig","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2005","46-65","kein Migrationshintergrund","2908","0.455219983421192","0.442700425701848","0.467739541140535"
"voll erwerbstätig","2005","46-65","direkter Migrationshintergrund","356","0.393831051142411","0.361731060346832","0.425931041937991"
"voll erwerbstätig","2005","46-65","indirekter Migrationshintergrund","21","","",""
"voll erwerbstätig","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2005","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2005","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2005","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","17-29","kein Migrationshintergrund","141","0.0567129533772375","0.0484183896702177","0.0650075170842574"
"Teilzeit","2005","17-29","direkter Migrationshintergrund","18","","",""
"Teilzeit","2005","17-29","indirekter Migrationshintergrund","21","","",""
"Teilzeit","2005","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","30-45","kein Migrationshintergrund","836","0.153644097165401","0.143697377930528","0.163590816400274"
"Teilzeit","2005","30-45","direkter Migrationshintergrund","104","0.146213996365354","0.121669137092679","0.170758855638028"
"Teilzeit","2005","30-45","indirekter Migrationshintergrund","32","0.143247735144758","0.0992007217033522","0.187294748586164"
"Teilzeit","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","46-65","kein Migrationshintergrund","791","0.119120606888282","0.110976950946446","0.127264262830117"
"Teilzeit","2005","46-65","direkter Migrationshintergrund","95","0.114778283030207","0.0938367254851648","0.135719840575249"
"Teilzeit","2005","46-65","indirekter Migrationshintergrund","7","","",""
"Teilzeit","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","66","kein Migrationshintergrund","","","",""
"Teilzeit","2005","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2005","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","17-29","kein Migrationshintergrund","1346","0.423820481198167","0.406098986134069","0.441541976262266"
"nicht erwerbstätig","2005","17-29","direkter Migrationshintergrund","171","0.512131967580884","0.456932493766679","0.567331441395088"
"nicht erwerbstätig","2005","17-29","indirekter Migrationshintergrund","264","0.474758684335289","0.432083921321419","0.517433447349159"
"nicht erwerbstätig","2005","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","30-45","kein Migrationshintergrund","908","0.182242400346424","0.171594047991146","0.192890752701702"
"nicht erwerbstätig","2005","30-45","direkter Migrationshintergrund","227","0.288477704742849","0.257004429437127","0.319950980048572"
"nicht erwerbstätig","2005","30-45","indirekter Migrationshintergrund","61","0.235043133428937","0.181729631296169","0.288356635561705"
"nicht erwerbstätig","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","46-65","kein Migrationshintergrund","2099","0.371890929790867","0.359740460035524","0.38404139954621"
"nicht erwerbstätig","2005","46-65","direkter Migrationshintergrund","404","0.450395422370391","0.417708408879462","0.483082435861319"
"nicht erwerbstätig","2005","46-65","indirekter Migrationshintergrund","17","","",""
"nicht erwerbstätig","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2005","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2005","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2005","17-29","kein Migrationshintergrund","612","0.196937539291179","0.182675901709702","0.211199176872656"
"Andere","2005","17-29","direkter Migrationshintergrund","54","0.198863430702372","0.154785260657764","0.24294160074698"
"Andere","2005","17-29","indirekter Migrationshintergrund","101","0.201220491700674","0.166959117406636","0.235481865994712"
"Andere","2005","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2005","30-45","kein Migrationshintergrund","282","0.0578755408250727","0.0514346331146755","0.06431644853547"
"Andere","2005","30-45","direkter Migrationshintergrund","57","0.0660379962188088","0.0487854537630049","0.0832905386746127"
"Andere","2005","30-45","indirekter Migrationshintergrund","14","","",""
"Andere","2005","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2005","46-65","kein Migrationshintergrund","280","0.0537684798996598","0.0480978627385374","0.0594390970607822"
"Andere","2005","46-65","direkter Migrationshintergrund","35","0.0409952434569914","0.0279686696868083","0.0540218172271745"
"Andere","2005","46-65","indirekter Migrationshintergrund","3","","",""
"Andere","2005","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2005","66","kein Migrationshintergrund","","","",""
"Andere","2005","66","direkter Migrationshintergrund","","","",""
"Andere","2005","66","indirekter Migrationshintergrund","","","",""
"Andere","2005","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2006","17-29","kein Migrationshintergrund","911","0.326716599142837","0.31029622121263","0.343136977073044"
"voll erwerbstätig","2006","17-29","direkter Migrationshintergrund","85","0.266458904788895","0.218758895345965","0.314158914231824"
"voll erwerbstätig","2006","17-29","indirekter Migrationshintergrund","133","0.264939800901056","0.226900031442179","0.302979570359932"
"voll erwerbstätig","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2006","30-45","kein Migrationshintergrund","3087","0.604452617559379","0.591186775225683","0.617718459893075"
"voll erwerbstätig","2006","30-45","direkter Migrationshintergrund","378","0.470711713278316","0.435772453165419","0.505650973391213"
"voll erwerbstätig","2006","30-45","indirekter Migrationshintergrund","150","0.56640189538098","0.508042035159731","0.62476175560223"
"voll erwerbstätig","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2006","46-65","kein Migrationshintergrund","3136","0.462274818617888","0.450287255574188","0.474262381661589"
"voll erwerbstätig","2006","46-65","direkter Migrationshintergrund","364","0.407867283868132","0.375416207926637","0.440318359809627"
"voll erwerbstätig","2006","46-65","indirekter Migrationshintergrund","17","","",""
"voll erwerbstätig","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2006","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2006","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2006","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","17-29","kein Migrationshintergrund","144","0.0479594137622501","0.0404783516693985","0.0554404758551017"
"Teilzeit","2006","17-29","direkter Migrationshintergrund","22","","",""
"Teilzeit","2006","17-29","indirekter Migrationshintergrund","23","","",""
"Teilzeit","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","30-45","kein Migrationshintergrund","905","0.159065345458009","0.149142794131555","0.168987896784464"
"Teilzeit","2006","30-45","direkter Migrationshintergrund","121","0.141398320449779","0.117008530956585","0.165788109942974"
"Teilzeit","2006","30-45","indirekter Migrationshintergrund","37","0.139664548470479","0.0988434011491547","0.180485695791803"
"Teilzeit","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","46-65","kein Migrationshintergrund","892","0.117172145967297","0.10943909622237","0.124905195712225"
"Teilzeit","2006","46-65","direkter Migrationshintergrund","101","0.108435580277055","0.0879039987000606","0.128967161854049"
"Teilzeit","2006","46-65","indirekter Migrationshintergrund","12","","",""
"Teilzeit","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","66","kein Migrationshintergrund","","","",""
"Teilzeit","2006","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2006","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","17-29","kein Migrationshintergrund","1376","0.407558416174719","0.390354936645044","0.424761895704393"
"nicht erwerbstätig","2006","17-29","direkter Migrationshintergrund","155","0.465814055175861","0.411994061324348","0.519634049027373"
"nicht erwerbstätig","2006","17-29","indirekter Migrationshintergrund","256","0.466605029982677","0.423601710016933","0.509608349948422"
"nicht erwerbstätig","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","30-45","kein Migrationshintergrund","916","0.175478579954223","0.165158870515198","0.185798289393249"
"nicht erwerbstätig","2006","30-45","direkter Migrationshintergrund","240","0.327479774346826","0.294629804449579","0.360329744244073"
"nicht erwerbstätig","2006","30-45","indirekter Migrationshintergrund","77","0.254840946668992","0.203523232616359","0.306158660721625"
"nicht erwerbstätig","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","46-65","kein Migrationshintergrund","2295","0.365358853526258","0.35378109388509","0.376936613167426"
"nicht erwerbstätig","2006","46-65","direkter Migrationshintergrund","374","0.438957331178637","0.406187874856047","0.471726787501226"
"nicht erwerbstätig","2006","46-65","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2006","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2006","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2006","17-29","kein Migrationshintergrund","703","0.217765570920195","0.203315776526935","0.232215365313454"
"Andere","2006","17-29","direkter Migrationshintergrund","68","0.202099169904523","0.15877324482512","0.245425094983926"
"Andere","2006","17-29","indirekter Migrationshintergrund","105","0.212098941660221","0.176861212588874","0.247336670731567"
"Andere","2006","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2006","30-45","kein Migrationshintergrund","311","0.0610034570283882","0.0545101840253053","0.0674967300314711"
"Andere","2006","30-45","direkter Migrationshintergrund","45","0.0604101919250785","0.0437333306531903","0.0770870531969666"
"Andere","2006","30-45","indirekter Migrationshintergrund","13","","",""
"Andere","2006","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2006","46-65","kein Migrationshintergrund","322","0.0551941818885562","0.0497035980411815","0.0606847657359309"
"Andere","2006","46-65","direkter Migrationshintergrund","42","0.0447398046761762","0.0310886930023043","0.0583909163500481"
"Andere","2006","46-65","indirekter Migrationshintergrund","3","","",""
"Andere","2006","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2006","66","kein Migrationshintergrund","","","",""
"Andere","2006","66","direkter Migrationshintergrund","","","",""
"Andere","2006","66","indirekter Migrationshintergrund","","","",""
"Andere","2006","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2007","17-29","kein Migrationshintergrund","851","0.328196009364553","0.311251655185293","0.345140363543812"
"voll erwerbstätig","2007","17-29","direkter Migrationshintergrund","67","0.23753124102451","0.187861152654355","0.287201329394665"
"voll erwerbstätig","2007","17-29","indirekter Migrationshintergrund","144","0.282845009520288","0.243602786166836","0.32208723287374"
"voll erwerbstätig","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2007","30-45","kein Migrationshintergrund","2879","0.619860355289413","0.606058788618489","0.633661921960336"
"voll erwerbstätig","2007","30-45","direkter Migrationshintergrund","339","0.476345884901286","0.438971891685916","0.513719878116656"
"voll erwerbstätig","2007","30-45","indirekter Migrationshintergrund","157","0.582852204737381","0.52414550811571","0.641558901359051"
"voll erwerbstätig","2007","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2007","46-65","kein Migrationshintergrund","3042","0.482957433851096","0.470538895710054","0.495375971992138"
"voll erwerbstätig","2007","46-65","direkter Migrationshintergrund","321","0.397465467809897","0.363318648081261","0.431612287538533"
"voll erwerbstätig","2007","46-65","indirekter Migrationshintergrund","21","","",""
"voll erwerbstätig","2007","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2007","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2007","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2007","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2007","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","17-29","kein Migrationshintergrund","158","0.0591839874569029","0.0506688523295694","0.0676991225842364"
"Teilzeit","2007","17-29","direkter Migrationshintergrund","20","","",""
"Teilzeit","2007","17-29","indirekter Migrationshintergrund","27","","",""
"Teilzeit","2007","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","30-45","kein Migrationshintergrund","881","0.1676549150974","0.157033809426489","0.178276020768312"
"Teilzeit","2007","30-45","direkter Migrationshintergrund","123","0.167200385721077","0.139276559387338","0.195124212054816"
