"erwst","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2002","kein Migrationshintergrund","Staedtischer Raum","772","0.0585253251245923","0.0543716029405426","0.0626790473086421"
"Andere","2002","kein Migrationshintergrund","Laendlicher Raum","489","0.0643417725506684","0.0586699977314187","0.0700135473699181"
"Andere","2002","direkter Migrationshintergrund","Staedtischer Raum","122","","",""
"Andere","2002","direkter Migrationshintergrund","Laendlicher Raum","38","0.079086314849721","0.0553838477329818","0.10278878196646"
"Andere","2002","indirekter Migrationshintergrund","Staedtischer Raum","93","0.164924817744349","0.136845107249841","0.193004528238857"
"Andere","2002","indirekter Migrationshintergrund","Laendlicher Raum","22","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2003","kein Migrationshintergrund","Staedtischer Raum","4823","0.379918213883533","0.371189586075969","0.388646841691096"
"voll erwerbstätig","2003","kein Migrationshintergrund","Laendlicher Raum","2745","","",""
"voll erwerbstätig","2003","direkter Migrationshintergrund","Staedtischer Raum","838","0.36987935700249","0.349448981752617","0.390309732252363"
"voll erwerbstätig","2003","direkter Migrationshintergrund","Laendlicher Raum","159","","",""
"voll erwerbstätig","2003","indirekter Migrationshintergrund","Staedtischer Raum","262","","",""
"voll erwerbstätig","2003","indirekter Migrationshintergrund","Laendlicher Raum","30","0.246250215583862","0.163449644622089","0.329050786545635"
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2003","kein Migrationshintergrund","Staedtischer Raum","1304","","",""
"Teilzeit","2003","kein Migrationshintergrund","Laendlicher Raum","649","0.0873420449541142","0.0806744805163497","0.0940096093918787"
"Teilzeit","2003","direkter Migrationshintergrund","Staedtischer Raum","209","","",""
"Teilzeit","2003","direkter Migrationshintergrund","Laendlicher Raum","45","0.119998479702348","0.0907442610324236","0.149252698372272"
"Teilzeit","2003","indirekter Migrationshintergrund","Staedtischer Raum","52","0.0657831529404257","0.0471092564741001","0.0844570494067514"
"Teilzeit","2003","indirekter Migrationshintergrund","Laendlicher Raum","10","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2003","kein Migrationshintergrund","Staedtischer Raum","4999","0.466485271778891","0.457513698571383","0.475456844986399"
"nicht erwerbstätig","2003","kein Migrationshintergrund","Laendlicher Raum","3008","0.476929264712607","0.465133972099969","0.488724557325246"
"nicht erwerbstätig","2003","direkter Migrationshintergrund","Staedtischer Raum","990","0.483024518165504","0.461877263073269","0.504171773257739"
"nicht erwerbstätig","2003","direkter Migrationshintergrund","Laendlicher Raum","241","","",""
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","Staedtischer Raum","263","","",""
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","Laendlicher Raum","44","0.508345578680016","0.412263824997983","0.604427332362048"
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2003","kein Migrationshintergrund","Staedtischer Raum","752","0.0582908980160862","0.0540774737940709","0.0625043222381015"
"Andere","2003","kein Migrationshintergrund","Laendlicher Raum","486","0.0659385533080986","0.0600777256269377","0.0717993809892596"
"Andere","2003","direkter Migrationshintergrund","Staedtischer Raum","108","","",""
"Andere","2003","direkter Migrationshintergrund","Laendlicher Raum","29","","",""
"Andere","2003","indirekter Migrationshintergrund","Staedtischer Raum","100","","",""
"Andere","2003","indirekter Migrationshintergrund","Laendlicher Raum","20","","",""
"Andere","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2004","kein Migrationshintergrund","Staedtischer Raum","4648","0.377222043975679","0.368384185203872","0.386059902747486"
"voll erwerbstätig","2004","kein Migrationshintergrund","Laendlicher Raum","2640","","",""
"voll erwerbstätig","2004","direkter Migrationshintergrund","Staedtischer Raum","810","0.373897400805653","0.353114474155393","0.394680327455914"
"voll erwerbstätig","2004","direkter Migrationshintergrund","Laendlicher Raum","142","","",""
"voll erwerbstätig","2004","indirekter Migrationshintergrund","Staedtischer Raum","248","","",""
"voll erwerbstätig","2004","indirekter Migrationshintergrund","Laendlicher Raum","30","0.221467491106734","0.146547027480229","0.296387954733239"
"voll erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2004","kein Migrationshintergrund","Staedtischer Raum","1251","","",""
"Teilzeit","2004","kein Migrationshintergrund","Laendlicher Raum","637","0.0857910694925457","0.0790946979653931","0.0924874410196983"
"Teilzeit","2004","direkter Migrationshintergrund","Staedtischer Raum","199","","",""
"Teilzeit","2004","direkter Migrationshintergrund","Laendlicher Raum","32","0.0806011985556638","0.0555607052035141","0.105641691907814"
"Teilzeit","2004","indirekter Migrationshintergrund","Staedtischer Raum","53","0.0884694917919823","0.0672035228199367","0.109735460764028"
"Teilzeit","2004","indirekter Migrationshintergrund","Laendlicher Raum","14","","",""
"Teilzeit","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2004","kein Migrationshintergrund","Staedtischer Raum","4864","0.463444782807701","0.454352182114706","0.472537383500697"
"nicht erwerbstätig","2004","kein Migrationshintergrund","Laendlicher Raum","2960","","",""
"nicht erwerbstätig","2004","direkter Migrationshintergrund","Staedtischer Raum","982","0.486193618493339","0.464724604329514","0.507662632657165"
"nicht erwerbstätig","2004","direkter Migrationshintergrund","Laendlicher Raum","244","","",""
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","Staedtischer Raum","279","","",""
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","Laendlicher Raum","53","0.514122723102229","0.423944062336371","0.604301383868087"
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2004","kein Migrationshintergrund","Staedtischer Raum","791","0.066378744640697","0.0618395187866965","0.0709179704946976"
"Andere","2004","kein Migrationshintergrund","Laendlicher Raum","482","0.0640951367475004","0.0582388253458304","0.0699514481491704"
"Andere","2004","direkter Migrationshintergrund","Staedtischer Raum","91","0.0460610318250351","0.0370570449210852","0.0550650187289851"
"Andere","2004","direkter Migrationshintergrund","Laendlicher Raum","36","0.0725980129212247","0.0487299847076683","0.0964660411347811"
"Andere","2004","indirekter Migrationshintergrund","Staedtischer Raum","105","","",""
"Andere","2004","indirekter Migrationshintergrund","Laendlicher Raum","21","","",""
"Andere","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2005","kein Migrationshintergrund","Staedtischer Raum","4359","0.376285155023024","0.36725570328262","0.385314606763427"
"voll erwerbstätig","2005","kein Migrationshintergrund","Laendlicher Raum","2490","","",""
"voll erwerbstätig","2005","direkter Migrationshintergrund","Staedtischer Raum","711","0.348931542995719","0.327765627505162","0.370097458486276"
"voll erwerbstätig","2005","direkter Migrationshintergrund","Laendlicher Raum","127","","",""
"voll erwerbstätig","2005","indirekter Migrationshintergrund","Staedtischer Raum","269","","",""
"voll erwerbstätig","2005","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"voll erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2005","kein Migrationshintergrund","Staedtischer Raum","1195","","",""
"Teilzeit","2005","kein Migrationshintergrund","Laendlicher Raum","617","0.0877195927530355","0.0808126985708097","0.0946264869352614"
"Teilzeit","2005","direkter Migrationshintergrund","Staedtischer Raum","190","","",""
"Teilzeit","2005","direkter Migrationshintergrund","Laendlicher Raum","30","0.0752060911208145","0.0499544232727768","0.100457758968852"
"Teilzeit","2005","indirekter Migrationshintergrund","Staedtischer Raum","50","0.0760611517271538","0.0566841441780256","0.095438159276282"
"Teilzeit","2005","indirekter Migrationshintergrund","Laendlicher Raum","10","","",""
"Teilzeit","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2005","kein Migrationshintergrund","Staedtischer Raum","4725","0.457429147007814","0.448143761377764","0.466714532637865"
"nicht erwerbstätig","2005","kein Migrationshintergrund","Laendlicher Raum","2892","","",""
"nicht erwerbstätig","2005","direkter Migrationshintergrund","Staedtischer Raum","927","0.480872687133181","0.458685328182898","0.503060046083464"
"nicht erwerbstätig","2005","direkter Migrationshintergrund","Laendlicher Raum","227","","",""
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","Staedtischer Raum","304","0.419521382666983","0.383450745844189","0.455592019489776"
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","Laendlicher Raum","50","0.448538998409872","0.355597588679925","0.541480408139818"
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2005","kein Migrationshintergrund","Staedtischer Raum","779","0.0694864566328816","0.0647470799178552","0.074225833347908"
"Andere","2005","kein Migrationshintergrund","Laendlicher Raum","445","0.0670229175744156","0.0609174704042186","0.0731283647446126"
"Andere","2005","direkter Migrationshintergrund","Staedtischer Raum","120","","",""
"Andere","2005","direkter Migrationshintergrund","Laendlicher Raum","35","0.0758184922444885","0.0504726172550237","0.101164367233953"
"Andere","2005","indirekter Migrationshintergrund","Staedtischer Raum","96","0.133056781731567","0.108231311691034","0.1578822517721"
"Andere","2005","indirekter Migrationshintergrund","Laendlicher Raum","22","","",""
"Andere","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2006","kein Migrationshintergrund","Staedtischer Raum","4551","0.372152173635243","0.363476436705227","0.380827910565259"
"voll erwerbstätig","2006","kein Migrationshintergrund","Laendlicher Raum","2632","","",""
"voll erwerbstätig","2006","direkter Migrationshintergrund","Staedtischer Raum","702","0.348062874994313","0.326882024304601","0.369243725684025"
"voll erwerbstätig","2006","direkter Migrationshintergrund","Laendlicher Raum","130","","",""
"voll erwerbstätig","2006","indirekter Migrationshintergrund","Staedtischer Raum","267","","",""
"voll erwerbstätig","2006","indirekter Migrationshintergrund","Laendlicher Raum","34","0.292779863784248","0.214558690509278","0.371001037059218"
"voll erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2006","kein Migrationshintergrund","Staedtischer Raum","1294","","",""
"Teilzeit","2006","kein Migrationshintergrund","Laendlicher Raum","694","0.0826953639194485","0.0762889308647495","0.0891017969741476"
"Teilzeit","2006","direkter Migrationshintergrund","Staedtischer Raum","212","","",""
"Teilzeit","2006","direkter Migrationshintergrund","Laendlicher Raum","37","0.0813702704198769","0.0558820165494319","0.106858524290322"
"Teilzeit","2006","indirekter Migrationshintergrund","Staedtischer Raum","59","0.0856140846948633","0.0652895891936587","0.105938580196068"
"Teilzeit","2006","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Teilzeit","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2006","kein Migrationshintergrund","Staedtischer Raum","5221","0.45815489215651","0.449212316159463","0.467097468153556"
"nicht erwerbstätig","2006","kein Migrationshintergrund","Laendlicher Raum","3225","0.477670341576177","0.466051698826253","0.489288984326101"
"nicht erwerbstätig","2006","direkter Migrationshintergrund","Staedtischer Raum","906","0.4835507869037","0.461330659336544","0.505770914470856"
"nicht erwerbstätig","2006","direkter Migrationshintergrund","Laendlicher Raum","234","","",""
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","Staedtischer Raum","311","0.430671216937658","0.394701510331186","0.46664092354413"
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","Laendlicher Raum","53","0.325571643848311","0.245021260442034","0.406122027254588"
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2006","kein Migrationshintergrund","Staedtischer Raum","859","0.0727829714155844","0.0681204108349705","0.0774455319961983"
"Andere","2006","kein Migrationshintergrund","Laendlicher Raum","549","0.0736375888473353","0.0675624087257528","0.0797127689689179"
"Andere","2006","direkter Migrationshintergrund","Staedtischer Raum","123","","",""
"Andere","2006","direkter Migrationshintergrund","Laendlicher Raum","41","0.085969457489333","0.0598364493684829","0.112102465610183"
"Andere","2006","indirekter Migrationshintergrund","Staedtischer Raum","91","0.124959609761981","0.10093915190129","0.148980067622671"
"Andere","2006","indirekter Migrationshintergrund","Laendlicher Raum","30","0.261457879055918","0.185919977415358","0.336995780696477"
"Andere","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2007","kein Migrationshintergrund","Staedtischer Raum","4265","0.375990916388877","0.367013063612225","0.384968769165528"
"voll erwerbstätig","2007","kein Migrationshintergrund","Laendlicher Raum","2557","","",""
"voll erwerbstätig","2007","direkter Migrationshintergrund","Staedtischer Raum","603","0.336176436234613","0.313877228824387","0.358475643644839"
"voll erwerbstätig","2007","direkter Migrationshintergrund","Laendlicher Raum","125","","",""
"voll erwerbstätig","2007","indirekter Migrationshintergrund","Staedtischer Raum","284","","",""
"voll erwerbstätig","2007","indirekter Migrationshintergrund","Laendlicher Raum","39","0.315011299443157","0.233251085673952","0.396771513212361"
"voll erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2007","kein Migrationshintergrund","Staedtischer Raum","1295","","",""
"Teilzeit","2007","kein Migrationshintergrund","Laendlicher Raum","682","0.0910316818611782","0.0841412973685196","0.0979220663538368"
"Teilzeit","2007","direkter Migrationshintergrund","Staedtischer Raum","193","","",""
"Teilzeit","2007","direkter Migrationshintergrund","Laendlicher Raum","41","0.093087403688503","0.0649285732443259","0.12124623413268"
"Teilzeit","2007","indirekter Migrationshintergrund","Staedtischer Raum","66","0.112394786638683","0.0892433430676192","0.135546230209746"
"Teilzeit","2007","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Teilzeit","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2007","kein Migrationshintergrund","Staedtischer Raum","4809","0.449210718207886","0.439991244242232","0.458430192173541"
"nicht erwerbstätig","2007","kein Migrationshintergrund","Laendlicher Raum","2964","","",""
"nicht erwerbstätig","2007","direkter Migrationshintergrund","Staedtischer Raum","834","0.501327981347557","0.477726028802531","0.524929933892583"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","Laendlicher Raum","206","","",""
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","Staedtischer Raum","277","","",""
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","Laendlicher Raum","47","0.413879565192112","0.32718983084916","0.500569299535065"
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2007","kein Migrationshintergrund","Staedtischer Raum","813","0.0728591636455656","0.0680418680835896","0.0776764592075415"
"Andere","2007","kein Migrationshintergrund","Laendlicher Raum","492","0.0753192687815356","0.0689977453537293","0.0816407922093419"
"Andere","2007","direkter Migrationshintergrund","Staedtischer Raum","94","0.0553798890723279","0.0445833615857318","0.0661764165589239"
"Andere","2007","direkter Migrationshintergrund","Laendlicher Raum","37","0.106383594526139","0.0765023051197919","0.136264883932485"
"Andere","2007","indirekter Migrationshintergrund","Staedtischer Raum","88","0.132036535805548","0.107222760055243","0.156850311555853"
"Andere","2007","indirekter Migrationshintergrund","Laendlicher Raum","25","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2008","kein Migrationshintergrund","Staedtischer Raum","4090","0.387735032119548","0.378439005723132","0.397031058515965"
"voll erwerbstätig","2008","kein Migrationshintergrund","Laendlicher Raum","2438","","",""
"voll erwerbstätig","2008","direkter Migrationshintergrund","Staedtischer Raum","571","0.3584140177709","0.334556670113637","0.382271365428163"
"voll erwerbstätig","2008","direkter Migrationshintergrund","Laendlicher Raum","105","","",""
"voll erwerbstätig","2008","indirekter Migrationshintergrund","Staedtischer Raum","273","","",""
"voll erwerbstätig","2008","indirekter Migrationshintergrund","Laendlicher Raum","35","0.350363823578433","0.266728871209863","0.433998775947002"
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2008","kein Migrationshintergrund","Staedtischer Raum","1203","","",""
"Teilzeit","2008","kein Migrationshintergrund","Laendlicher Raum","637","0.0942909236150847","0.0870655666553543","0.101516280574815"
"Teilzeit","2008","direkter Migrationshintergrund","Staedtischer Raum","175","","",""
"Teilzeit","2008","direkter Migrationshintergrund","Laendlicher Raum","43","0.117575377209188","0.0842094208790697","0.150941333539306"
"Teilzeit","2008","indirekter Migrationshintergrund","Staedtischer Raum","59","0.0726065790142391","0.0533699266886858","0.0918432313397925"
"Teilzeit","2008","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2008","kein Migrationshintergrund","Staedtischer Raum","4490","0.436048811854853","0.426587563697368","0.445510060012337"
"nicht erwerbstätig","2008","kein Migrationshintergrund","Laendlicher Raum","2738","","",""
"nicht erwerbstätig","2008","direkter Migrationshintergrund","Staedtischer Raum","701","0.456902314911156","0.432119371364504","0.481685258457807"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","Laendlicher Raum","181","","",""
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","Staedtischer Raum","254","","",""
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","Laendlicher Raum","51","0.385791531855697","0.300456504954644","0.47112655875675"
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2008","kein Migrationshintergrund","Staedtischer Raum","770","0.0754983374424411","0.0704577324615367","0.0805389424233454"
"Andere","2008","kein Migrationshintergrund","Laendlicher Raum","471","0.076147280690665","0.0695894745668545","0.0827050868144755"
"Andere","2008","direkter Migrationshintergrund","Staedtischer Raum","105","","",""
"Andere","2008","direkter Migrationshintergrund","Laendlicher Raum","29","","",""
"Andere","2008","indirekter Migrationshintergrund","Staedtischer Raum","113","","",""
"Andere","2008","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2009","kein Migrationshintergrund","Staedtischer Raum","3780","0.388332941606272","0.378710141278258","0.397955741934286"
"voll erwerbstätig","2009","kein Migrationshintergrund","Laendlicher Raum","2341","","",""
"voll erwerbstätig","2009","direkter Migrationshintergrund","Staedtischer Raum","484","0.343160846906307","0.31775988197982","0.368561811832795"
"voll erwerbstätig","2009","direkter Migrationshintergrund","Laendlicher Raum","89","0.277013903890063","0.228359498756549","0.325668309023577"
"voll erwerbstätig","2009","indirekter Migrationshintergrund","Staedtischer Raum","242","","",""
"voll erwerbstätig","2009","indirekter Migrationshintergrund","Laendlicher Raum","41","0.404195699654785","0.318847592930693","0.489543806378878"
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2009","kein Migrationshintergrund","Staedtischer Raum","1097","","",""
"Teilzeit","2009","kein Migrationshintergrund","Laendlicher Raum","615","0.0943314241015242","0.0869238835967682","0.10173896460628"
"Teilzeit","2009","direkter Migrationshintergrund","Staedtischer Raum","167","","",""
"Teilzeit","2009","direkter Migrationshintergrund","Laendlicher Raum","37","0.0943437849340575","0.0625644543920046","0.12612311547611"
"Teilzeit","2009","indirekter Migrationshintergrund","Staedtischer Raum","58","0.101232168738923","0.0775464210828352","0.124917916395011"
"Teilzeit","2009","indirekter Migrationshintergrund","Laendlicher Raum","15","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2009","kein Migrationshintergrund","Staedtischer Raum","4214","0.438341640570163","0.428544839490544","0.448138441649783"
"nicht erwerbstätig","2009","kein Migrationshintergrund","Laendlicher Raum","2596","","",""
"nicht erwerbstätig","2009","direkter Migrationshintergrund","Staedtischer Raum","607","0.448633543554351","0.422023972442535","0.475243114666166"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","Laendlicher Raum","170","","",""
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","Staedtischer Raum","226","","",""
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","Laendlicher Raum","52","0.358737973858904","0.275321338687966","0.442154609029842"
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2009","kein Migrationshintergrund","Staedtischer Raum","763","0.0785191153118795","0.0732081596447372","0.0838300709790218"
"Andere","2009","kein Migrationshintergrund","Laendlicher Raum","429","0.0750447763041594","0.0683677701239639","0.0817217824843548"
"Andere","2009","direkter Migrationshintergrund","Staedtischer Raum","84","0.0788952371861499","0.0644723654886306","0.0933181088836691"
"Andere","2009","direkter Migrationshintergrund","Laendlicher Raum","29","","",""
"Andere","2009","indirekter Migrationshintergrund","Staedtischer Raum","97","0.172239306152522","0.142589449269846","0.201889163035198"
"Andere","2009","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2010","kein Migrationshintergrund","Staedtischer Raum","4702","0.38645895052048","0.377934976904097","0.394982924136863"
"voll erwerbstätig","2010","kein Migrationshintergrund","Laendlicher Raum","2941","","",""
"voll erwerbstätig","2010","direkter Migrationshintergrund","Staedtischer Raum","778","0.325836617928742","0.30661532640006","0.345057909457424"
"voll erwerbstätig","2010","direkter Migrationshintergrund","Laendlicher Raum","184","","",""
"voll erwerbstätig","2010","indirekter Migrationshintergrund","Staedtischer Raum","337","0.38776998395655","0.35763120606179","0.417908761851309"
"voll erwerbstätig","2010","indirekter Migrationshintergrund","Laendlicher Raum","71","0.325099251107469","0.262919671171049","0.387278831043889"
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2010","kein Migrationshintergrund","Staedtischer Raum","1697","","",""
"Teilzeit","2010","kein Migrationshintergrund","Laendlicher Raum","944","0.0948073779147232","0.0882449119503082","0.101369843879138"
"Teilzeit","2010","direkter Migrationshintergrund","Staedtischer Raum","248","","",""
"Teilzeit","2010","direkter Migrationshintergrund","Laendlicher Raum","57","0.135197971617281","0.108476141045911","0.161919802188651"
"Teilzeit","2010","indirekter Migrationshintergrund","Staedtischer Raum","88","0.0922068577426806","0.0743108444138707","0.11010287107149"
"Teilzeit","2010","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2010","kein Migrationshintergrund","Staedtischer Raum","5130","0.432413415669173","0.423741116727958","0.441085714610388"
"nicht erwerbstätig","2010","kein Migrationshintergrund","Laendlicher Raum","3115","0.428384936008093","0.417299713331412","0.439470158684774"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","Staedtischer Raum","1093","","",""
"nicht erwerbstätig","2010","direkter Migrationshintergrund","Laendlicher Raum","324","0.457701162728605","0.418766796220734","0.496635529236476"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","Staedtischer Raum","436","0.356529395511922","0.326902014541708","0.386156776482137"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","Laendlicher Raum","97","0.401068162652396","0.336007626461468","0.466128698843324"
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2010","kein Migrationshintergrund","Staedtischer Raum","1007","","",""
"Andere","2010","kein Migrationshintergrund","Laendlicher Raum","655","0.0799269853525538","0.0738521661582473","0.0860018045468602"
"Andere","2010","direkter Migrationshintergrund","Staedtischer Raum","165","","",""
"Andere","2010","direkter Migrationshintergrund","Laendlicher Raum","64","0.142872791095434","0.11552513098547","0.170220451205398"
"Andere","2010","indirekter Migrationshintergrund","Staedtischer Raum","143","","",""
"Andere","2010","indirekter Migrationshintergrund","Laendlicher Raum","32","0.200104551307975","0.146995940633837","0.253213161982114"
"Andere","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2011","kein Migrationshintergrund","Staedtischer Raum","5576","0.394439068951747","0.38657691570505","0.402301222198444"
"voll erwerbstätig","2011","kein Migrationshintergrund","Laendlicher Raum","3615","0.400925369575736","0.391004843883669","0.410845895267802"
