,Unnamed: 0,year,migback,quintil_oecd,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
611,611,2014,Direct migration background,3rd Quintile,Easy,0.22947,34,3605,0.16327,0.29045
612,612,2014,Direct migration background,3rd Quintile,Difficult,0.77053,70,3605,0.59859,0.95919
613,613,2014,Direct migration background,4th Quintile,Difficult,1.0,33,3605,0.72032,1.31079
614,614,2014,Indirect migration background,1st Quintile,Easy,0.29335,53,3605,0.16259,0.46117
615,615,2014,Indirect migration background,1st Quintile,Difficult,0.5358,130,3605,0.43293,0.66496
616,616,2014,Indirect migration background,1st Quintile,Almost impossible,0.17085,50,3605,0.10856,0.25582
617,617,2014,Indirect migration background,2nd Quintile,Easy,0.38561,34,3605,0.27683,0.50483
618,618,2014,Indirect migration background,2nd Quintile,Difficult,0.61439,47,3605,0.41381,0.83306
619,619,2014,Indirect migration background,3rd Quintile,Difficult,1.0,32,3605,0.63812,1.41097
620,620,2015,No migration background,1st Quintile,Easy,0.18251,126,3099,0.14041,0.22723
621,621,2015,No migration background,1st Quintile,Difficult,0.59627,488,3099,0.5329,0.679
622,622,2015,No migration background,1st Quintile,Almost impossible,0.22122,209,3099,0.18688,0.25667
623,623,2015,No migration background,2nd Quintile,Easy,0.24199,111,3099,0.18134,0.31824
624,624,2015,No migration background,2nd Quintile,Difficult,0.5428,222,3099,0.45525,0.61627
625,625,2015,No migration background,2nd Quintile,Almost impossible,0.21521,98,3099,0.16182,0.26744
626,626,2015,No migration background,3rd Quintile,Easy,0.29706,95,3099,0.22782,0.36546
627,627,2015,No migration background,3rd Quintile,Difficult,0.53917,161,3099,0.4583,0.63569
628,628,2015,No migration background,3rd Quintile,Almost impossible,0.16378,55,3099,0.12558,0.20795
629,629,2015,No migration background,4th Quintile,Easy,0.3624,98,3099,0.29172,0.43725
630,630,2015,No migration background,4th Quintile,Difficult,0.55525,121,3099,0.44006,0.6791
631,631,2015,No migration background,4th Quintile,Almost impossible,0.08234,31,3099,0.05742,0.11144
632,632,2015,No migration background,5th Quintile,Easy,0.28968,93,3099,0.22786,0.36407
633,633,2015,No migration background,5th Quintile,Difficult,0.53679,131,3099,0.44319,0.65418
634,634,2015,No migration background,5th Quintile,Almost impossible,0.17352,48,3099,0.12516,0.22885
635,635,2015,Direct migration background,1st Quintile,Easy,0.13598,70,3099,0.09114,0.2079
636,636,2015,Direct migration background,1st Quintile,Difficult,0.56982,314,3099,0.47854,0.67101
637,637,2015,Direct migration background,1st Quintile,Almost impossible,0.2942,141,3099,0.23641,0.35745
638,638,2015,Direct migration background,2nd Quintile,Difficult,0.75235,98,3099,0.58756,0.98652
639,639,2015,Direct migration background,2nd Quintile,Almost impossible,0.24765,34,3099,0.13537,0.3595
640,640,2015,Direct migration background,3rd Quintile,Easy,0.30256,32,3099,0.20279,0.4152
641,641,2015,Direct migration background,3rd Quintile,Difficult,0.69744,52,3099,0.40643,1.06406
642,642,2015,Indirect migration background,1st Quintile,Easy,0.25899,48,3099,0.1485,0.40852
643,643,2015,Indirect migration background,1st Quintile,Difficult,0.49673,114,3099,0.40308,0.65142
644,644,2015,Indirect migration background,1st Quintile,Almost impossible,0.24428,54,3099,0.17625,0.30464
645,645,2015,Indirect migration background,2nd Quintile,Difficult,1.0,55,3099,0.76075,1.23758
646,646,2016,No migration background,1st Quintile,Easy,0.21679,130,2997,0.17209,0.26725
647,647,2016,No migration background,1st Quintile,Difficult,0.54351,412,2997,0.47727,0.6205
648,648,2016,No migration background,1st Quintile,Almost impossible,0.2397,207,2997,0.199,0.28247
649,649,2016,No migration background,2nd Quintile,Easy,0.26435,98,2997,0.20326,0.35288
650,650,2016,No migration background,2nd Quintile,Difficult,0.54587,177,2997,0.4531,0.65164
651,651,2016,No migration background,2nd Quintile,Almost impossible,0.18978,73,2997,0.14673,0.24624
652,652,2016,No migration background,3rd Quintile,Easy,0.42578,102,2997,0.33779,0.54626
653,653,2016,No migration background,3rd Quintile,Difficult,0.42897,121,2997,0.33714,0.5182
654,654,2016,No migration background,3rd Quintile,Almost impossible,0.14525,50,2997,0.11441,0.18704
655,655,2016,No migration background,4th Quintile,Easy,0.35228,71,2997,0.27001,0.45261
656,656,2016,No migration background,4th Quintile,Difficult,0.47067,103,2997,0.37137,0.57308
657,657,2016,No migration background,4th Quintile,Almost impossible,0.17705,46,2997,0.13532,0.22379
658,658,2016,No migration background,5th Quintile,Easy,0.34384,85,2997,0.26896,0.41247
659,659,2016,No migration background,5th Quintile,Difficult,0.56148,118,2997,0.4454,0.69725
660,660,2016,No migration background,5th Quintile,Almost impossible,0.09468,31,2997,0.0744,0.11914
661,661,2016,Direct migration background,1st Quintile,Easy,0.11982,84,2997,0.0927,0.15004
662,662,2016,Direct migration background,1st Quintile,Difficult,0.53399,345,2997,0.4662,0.62762
663,663,2016,Direct migration background,1st Quintile,Almost impossible,0.34619,180,2997,0.28424,0.41658
664,664,2016,Direct migration background,2nd Quintile,Easy,0.18932,36,2997,0.10381,0.28894
665,665,2016,Direct migration background,2nd Quintile,Difficult,0.62153,119,2997,0.46243,0.83178
666,666,2016,Direct migration background,2nd Quintile,Almost impossible,0.18915,49,2997,0.12613,0.25979
667,667,2016,Direct migration background,3rd Quintile,Difficult,1.0,42,2997,0.60065,1.67469
668,668,2016,Direct migration background,4th Quintile,Difficult,1.0,31,2997,0.62225,1.41686
669,669,2016,Indirect migration background,1st Quintile,Easy,0.26056,46,2997,0.19099,0.34364
670,670,2016,Indirect migration background,1st Quintile,Difficult,0.57432,104,2997,0.45321,0.71438
671,671,2016,Indirect migration background,1st Quintile,Almost impossible,0.16512,45,2997,0.12173,0.20808
672,672,2016,Indirect migration background,2nd Quintile,Easy,0.34025,33,2997,0.17779,0.5545
673,673,2016,Indirect migration background,2nd Quintile,Difficult,0.65975,59,2997,0.41528,0.93468
674,674,2017,No migration background,1st Quintile,Easy,0.193,137,3802,0.15569,0.22966
675,675,2017,No migration background,1st Quintile,Difficult,0.57253,355,3802,0.4896,0.65836
676,676,2017,No migration background,1st Quintile,Almost impossible,0.23447,187,3802,0.18894,0.2891
677,677,2017,No migration background,2nd Quintile,Easy,0.29595,92,3802,0.22598,0.37671
678,678,2017,No migration background,2nd Quintile,Difficult,0.51195,165,3802,0.41689,0.62655
679,679,2017,No migration background,2nd Quintile,Almost impossible,0.1921,67,3802,0.13836,0.26405
680,680,2017,No migration background,3rd Quintile,Easy,0.43259,97,3802,0.33291,0.544
681,681,2017,No migration background,3rd Quintile,Difficult,0.38056,108,3802,0.29901,0.45132
682,682,2017,No migration background,3rd Quintile,Almost impossible,0.18685,49,3802,0.12279,0.26986
683,683,2017,No migration background,4th Quintile,Easy,0.36787,88,3802,0.27701,0.46586
684,684,2017,No migration background,4th Quintile,Difficult,0.45846,111,3802,0.38092,0.55406
685,685,2017,No migration background,4th Quintile,Almost impossible,0.17368,36,3802,0.11335,0.23338
686,686,2017,No migration background,5th Quintile,Easy,0.49164,81,3802,0.35269,0.61945
687,687,2017,No migration background,5th Quintile,Difficult,0.50836,80,3802,0.39008,0.66077
688,688,2017,Direct migration background,1st Quintile,Easy,0.13167,219,3802,0.09765,0.16973
689,689,2017,Direct migration background,1st Quintile,Difficult,0.57658,1073,3802,0.49154,0.67491
690,690,2017,Direct migration background,1st Quintile,Almost impossible,0.29175,311,3802,0.23618,0.37
691,691,2017,Direct migration background,2nd Quintile,Easy,0.14805,46,3802,0.09677,0.20144
692,692,2017,Direct migration background,2nd Quintile,Difficult,0.5671,150,3802,0.40234,0.76082
693,693,2017,Direct migration background,2nd Quintile,Almost impossible,0.28485,48,3802,0.15812,0.4268
694,694,2017,Direct migration background,3rd Quintile,Difficult,1.0,58,3802,0.62115,1.5737
695,695,2017,Indirect migration background,1st Quintile,Easy,0.2888,47,3802,0.1792,0.3813
696,696,2017,Indirect migration background,1st Quintile,Difficult,0.52129,91,3802,0.39651,0.65416
697,697,2017,Indirect migration background,1st Quintile,Almost impossible,0.18991,39,3802,0.13965,0.25586
698,698,2017,Indirect migration background,2nd Quintile,Easy,0.41124,32,3802,0.22966,0.60165
699,699,2017,Indirect migration background,2nd Quintile,Difficult,0.58876,35,3802,0.36258,0.86073
700,700,2018,No migration background,1st Quintile,Easy,0.23534,157,4441,0.19268,0.28428
701,701,2018,No migration background,1st Quintile,Difficult,0.467,331,4441,0.407,0.52879
702,702,2018,No migration background,1st Quintile,Almost impossible,0.29765,185,4441,0.24623,0.35498
703,703,2018,No migration background,2nd Quintile,Easy,0.36348,128,4441,0.2892,0.43734
704,704,2018,No migration background,2nd Quintile,Difficult,0.47988,174,4441,0.39902,0.57106
705,705,2018,No migration background,2nd Quintile,Almost impossible,0.15664,70,4441,0.12274,0.20294
706,706,2018,No migration background,3rd Quintile,Easy,0.35219,105,4441,0.28146,0.42927
707,707,2018,No migration background,3rd Quintile,Difficult,0.51236,135,4441,0.43323,0.59282
708,708,2018,No migration background,3rd Quintile,Almost impossible,0.13546,39,4441,0.10608,0.15966
709,709,2018,No migration background,4th Quintile,Easy,0.35976,92,4441,0.28527,0.44979
710,710,2018,No migration background,4th Quintile,Difficult,0.46328,104,4441,0.38228,0.56688
711,711,2018,No migration background,4th Quintile,Almost impossible,0.17696,45,4441,0.13662,0.23874
712,712,2018,No migration background,5th Quintile,Easy,0.51782,101,4441,0.40604,0.62496
713,713,2018,No migration background,5th Quintile,Difficult,0.48218,82,4441,0.36963,0.6195
714,714,2018,Direct migration background,1st Quintile,Easy,0.1751,338,4441,0.13367,0.22733
715,715,2018,Direct migration background,1st Quintile,Difficult,0.58986,1347,4441,0.50958,0.69013
716,716,2018,Direct migration background,1st Quintile,Almost impossible,0.23503,364,4441,0.18987,0.29171
717,717,2018,Direct migration background,2nd Quintile,Easy,0.24338,49,4441,0.14484,0.34715
718,718,2018,Direct migration background,2nd Quintile,Difficult,0.47361,182,4441,0.34512,0.65349
719,719,2018,Direct migration background,2nd Quintile,Almost impossible,0.28301,51,4441,0.17564,0.42861
720,720,2018,Direct migration background,3rd Quintile,Difficult,1.0,64,4441,0.48399,1.66705
721,721,2018,Direct migration background,4th Quintile,Difficult,1.0,36,4441,0.38863,1.8716
722,722,2018,Indirect migration background,1st Quintile,Easy,0.19507,41,4441,0.14493,0.25128
723,723,2018,Indirect migration background,1st Quintile,Difficult,0.60137,97,4441,0.45756,0.76257
724,724,2018,Indirect migration background,1st Quintile,Almost impossible,0.20356,39,4441,0.13596,0.27477
725,725,2018,Indirect migration background,2nd Quintile,Easy,0.40742,34,4441,0.26519,0.52759
726,726,2018,Indirect migration background,2nd Quintile,Difficult,0.59258,51,4441,0.39055,0.81265
727,727,2019,No migration background,1st Quintile,Easy,0.22398,140,3961,0.18552,0.27467
728,728,2019,No migration background,1st Quintile,Difficult,0.52678,343,3961,0.45407,0.58759
729,729,2019,No migration background,1st Quintile,Almost impossible,0.24924,173,3961,0.20184,0.30085
730,730,2019,No migration background,2nd Quintile,Easy,0.36661,116,3961,0.29645,0.44346
731,731,2019,No migration background,2nd Quintile,Difficult,0.45101,142,3961,0.38766,0.53999
732,732,2019,No migration background,2nd Quintile,Almost impossible,0.18238,54,3961,0.13016,0.23409
733,733,2019,No migration background,3rd Quintile,Easy,0.47477,103,3961,0.39842,0.56914
734,734,2019,No migration background,3rd Quintile,Difficult,0.52523,97,3961,0.41968,0.63122
735,735,2019,No migration background,4th Quintile,Easy,0.54162,103,3961,0.4083,0.68241
736,736,2019,No migration background,4th Quintile,Difficult,0.45838,89,3961,0.35801,0.59345
737,737,2019,No migration background,5th Quintile,Easy,0.53754,100,3961,0.42214,0.67333
738,738,2019,No migration background,5th Quintile,Difficult,0.46246,73,3961,0.36051,0.57494
739,739,2019,Direct migration background,1st Quintile,Easy,0.11785,312,3961,0.08703,0.14678
740,740,2019,Direct migration background,1st Quintile,Difficult,0.61523,1382,3961,0.51815,0.744
741,741,2019,Direct migration background,1st Quintile,Almost impossible,0.26691,268,3961,0.19156,0.34552
742,742,2019,Direct migration background,2nd Quintile,Easy,0.26358,54,3961,0.19991,0.35769
743,743,2019,Direct migration background,2nd Quintile,Difficult,0.48568,135,3961,0.32667,0.69643
744,744,2019,Direct migration background,2nd Quintile,Almost impossible,0.25073,34,3961,0.08065,0.53236
745,745,2019,Direct migration background,3rd Quintile,Difficult,1.0,32,3961,0.59031,1.36909
746,746,2019,Indirect migration background,1st Quintile,Easy,0.30652,57,3961,0.2294,0.39361
747,747,2019,Indirect migration background,1st Quintile,Difficult,0.52704,86,3961,0.42284,0.64113
748,748,2019,Indirect migration background,1st Quintile,Almost impossible,0.16644,36,3961,0.09862,0.24408
749,749,2019,Indirect migration background,2nd Quintile,Difficult,1.0,32,3961,0.56766,1.42412
750,750,2020,No migration background,1st Quintile,Easy,0.20878,138,3644,0.17456,0.24416
751,751,2020,No migration background,1st Quintile,Difficult,0.54755,324,3644,0.48013,0.60544
752,752,2020,No migration background,1st Quintile,Almost impossible,0.24366,156,3644,0.19068,0.29455
753,753,2020,No migration background,2nd Quintile,Easy,0.31061,99,3644,0.24323,0.39931
754,754,2020,No migration background,2nd Quintile,Difficult,0.45805,168,3644,0.37074,0.54232
755,755,2020,No migration background,2nd Quintile,Almost impossible,0.23134,65,3644,0.18031,0.2898
756,756,2020,No migration background,3rd Quintile,Easy,0.30252,80,3644,0.22547,0.38051
757,757,2020,No migration background,3rd Quintile,Difficult,0.52797,126,3644,0.42414,0.64684
758,758,2020,No migration background,3rd Quintile,Almost impossible,0.16951,50,3644,0.11981,0.21612
759,759,2020,No migration background,4th Quintile,Easy,0.59793,115,3644,0.4938,0.72778
760,760,2020,No migration background,4th Quintile,Difficult,0.40207,93,3644,0.31597,0.4976
761,761,2020,No migration background,5th Quintile,Easy,0.53534,125,3644,0.41264,0.68826
762,762,2020,No migration background,5th Quintile,Difficult,0.46466,90,3644,0.35288,0.59472
763,763,2020,Direct migration background,1st Quintile,Easy,0.12649,230,3644,0.0903,0.16976
764,764,2020,Direct migration background,1st Quintile,Difficult,0.62523,1199,3644,0.51406,0.74054
765,765,2020,Direct migration background,1st Quintile,Almost impossible,0.24827,269,3644,0.18409,0.3464
766,766,2020,Direct migration background,2nd Quintile,Easy,0.28517,43,3644,0.15992,0.46307
767,767,2020,Direct migration background,2nd Quintile,Difficult,0.47147,98,3644,0.31566,0.67521
768,768,2020,Direct migration background,2nd Quintile,Almost impossible,0.24336,36,3644,0.09031,0.44552
769,769,2020,Indirect migration background,1st Quintile,Easy,0.29761,44,3644,0.17776,0.42671
770,770,2020,Indirect migration background,1st Quintile,Difficult,0.70239,96,3644,0.54967,0.85763
771,771,2021,Direct migration background,1st Quintile,Easy,0.28577,177,812,0.21095,0.35726
772,772,2021,Direct migration background,1st Quintile,Difficult,0.53123,471,812,0.45118,0.61538
773,773,2021,Direct migration background,1st Quintile,Almost impossible,0.183,96,812,0.13419,0.23789
774,774,2021,Direct migration background,2nd Quintile,Difficult,1.0,68,812,0.63154,1.45938
