year,pgisced97,regtyp,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,No answer / don't know,Urban regions,Easy,0.38321,40,110,0.29194,0.47448
2015,No answer / don't know,Urban regions,Difficult,0.46455,70,110,0.37092,0.55818
2015,No answer / don't know,Rural regions,Difficult,0.55652,42,42,0.40445,0.70859
2015,Pre-primary Level,Urban regions,Easy,0.22201,45,154,0.15615,0.28786
2015,Pre-primary Level,Urban regions,Difficult,0.48081,61,154,0.40164,0.55998
2015,Pre-primary Level,Urban regions,Almost impossible,0.29719,48,154,0.22477,0.36960
2015,Pre-primary Level,Rural regions,Easy,0.47911,33,76,0.36605,0.59217
2015,Pre-primary Level,Rural regions,Difficult,0.43594,43,76,0.32372,0.54817
2015,Primary Level,Urban regions,Difficult,0.63340,82,127,0.54926,0.71754
2015,Primary Level,Urban regions,Almost impossible,0.31126,45,127,0.23041,0.39210
2015,Primary Level,Rural regions,Difficult,0.64347,32,32,0.47486,0.81208
2015,Lower Secondary Level,Urban regions,Easy,0.14090,75,478,0.10968,0.17212
2015,Lower Secondary Level,Urban regions,Difficult,0.62510,287,478,0.58165,0.66854
2015,Lower Secondary Level,Urban regions,Almost impossible,0.23400,116,478,0.19601,0.27200
2015,Lower Secondary Level,Rural regions,Difficult,0.72507,130,176,0.65891,0.79122
2015,Lower Secondary Level,Rural regions,Almost impossible,0.21025,46,176,0.14988,0.27062
2015,Upper Secondary Level,Urban regions,Easy,0.23007,223,985,0.20377,0.25637
2015,Upper Secondary Level,Urban regions,Difficult,0.57272,553,985,0.54181,0.60363
2015,Upper Secondary Level,Urban regions,Almost impossible,0.19721,209,985,0.17235,0.22207
2015,Upper Secondary Level,Rural regions,Easy,0.21596,139,604,0.18312,0.24881
2015,Upper Secondary Level,Rural regions,Difficult,0.56814,326,604,0.52860,0.60767
2015,Upper Secondary Level,Rural regions,Almost impossible,0.21590,139,604,0.18306,0.24874
2015,Post-secondary Non-tertiary Level,Urban regions,Easy,0.23419,48,222,0.17835,0.29002
2015,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.57390,127,222,0.50870,0.63909
2015,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.19191,47,222,0.13999,0.24384
2015,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.50050,43,43,0.34929,0.65172
2015,Second Stage of Tertiary Education,Urban regions,Easy,0.32793,122,464,0.28517,0.37069
2015,Second Stage of Tertiary Education,Urban regions,Difficult,0.52156,259,464,0.47606,0.56706
2015,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.15051,83,464,0.11794,0.18308
2015,Second Stage of Tertiary Education,Rural regions,Easy,0.26416,33,109,0.18101,0.34731
2015,Second Stage of Tertiary Education,Rural regions,Difficult,0.52648,76,109,0.43231,0.62065
2016,No answer / don't know,Urban regions,Easy,0.26324,38,149,0.19229,0.33419
2016,No answer / don't know,Urban regions,Difficult,0.52407,77,149,0.44361,0.60453
2016,No answer / don't know,Urban regions,Almost impossible,0.21269,34,149,0.14676,0.27862
2016,Pre-primary Level,Urban regions,Easy,0.38851,43,164,0.31368,0.46334
2016,Pre-primary Level,Urban regions,Difficult,0.31488,68,164,0.24358,0.38619
2016,Pre-primary Level,Urban regions,Almost impossible,0.29661,53,164,0.22649,0.36673
2016,Primary Level,Urban regions,Difficult,0.55961,57,88,0.45530,0.66393
2016,Primary Level,Urban regions,Almost impossible,0.30701,31,88,0.21009,0.40394
2016,Lower Secondary Level,Urban regions,Easy,0.19759,57,385,0.15776,0.23741
2016,Lower Secondary Level,Urban regions,Difficult,0.59482,241,385,0.54572,0.64392
2016,Lower Secondary Level,Urban regions,Almost impossible,0.20759,87,385,0.16703,0.24816
2016,Lower Secondary Level,Rural regions,Difficult,0.62060,84,139,0.53964,0.70156
2016,Lower Secondary Level,Rural regions,Almost impossible,0.26185,55,139,0.18849,0.33520
2016,Upper Secondary Level,Urban regions,Easy,0.27665,216,811,0.24584,0.30745
2016,Upper Secondary Level,Urban regions,Difficult,0.50577,419,811,0.47134,0.54020
2016,Upper Secondary Level,Urban regions,Almost impossible,0.21758,176,811,0.18917,0.24600
2016,Upper Secondary Level,Rural regions,Easy,0.18533,115,493,0.15100,0.21967
2016,Upper Secondary Level,Rural regions,Difficult,0.58885,262,493,0.54537,0.63233
2016,Upper Secondary Level,Rural regions,Almost impossible,0.22582,116,493,0.18888,0.26277
2016,Post-secondary Non-tertiary Level,Urban regions,Easy,0.25398,49,186,0.19125,0.31671
2016,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.61166,97,186,0.54143,0.68190
2016,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.13436,40,186,0.08521,0.18350
2016,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.50115,39,39,0.34217,0.66012
2016,Second Stage of Tertiary Education,Urban regions,Easy,0.38407,120,383,0.33529,0.43284
2016,Second Stage of Tertiary Education,Urban regions,Difficult,0.50431,199,383,0.45417,0.55445
2016,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.11163,64,383,0.08005,0.14321
2016,Second Stage of Tertiary Education,Rural regions,Difficult,0.39666,53,53,0.26369,0.52963
2017,No answer / don't know,Urban regions,Easy,0.35951,68,231,0.29749,0.42152
2017,No answer / don't know,Urban regions,Difficult,0.48116,130,231,0.41659,0.54574
2017,No answer / don't know,Urban regions,Almost impossible,0.15933,33,231,0.11203,0.20663
2017,No answer / don't know,Rural regions,Difficult,0.55680,54,54,0.42306,0.69054
2017,Pre-primary Level,Urban regions,Easy,0.42716,67,189,0.35645,0.49788
2017,Pre-primary Level,Urban regions,Difficult,0.34180,73,189,0.27400,0.40960
2017,Pre-primary Level,Urban regions,Almost impossible,0.23104,49,189,0.17078,0.29129
2017,Pre-primary Level,Rural regions,Difficult,0.42106,38,38,0.26197,0.58015
2017,Primary Level,Urban regions,Easy,0.13368,59,469,0.10285,0.16451
2017,Primary Level,Urban regions,Difficult,0.57861,307,469,0.53388,0.62335
2017,Primary Level,Urban regions,Almost impossible,0.28771,103,469,0.24669,0.32872
2017,Primary Level,Rural regions,Difficult,0.44286,113,173,0.36862,0.51709
2017,Primary Level,Rural regions,Almost impossible,0.46745,60,173,0.39289,0.54202
2017,Lower Secondary Level,Urban regions,Easy,0.16119,108,615,0.13211,0.19028
2017,Lower Secondary Level,Urban regions,Difficult,0.65465,398,615,0.61704,0.69226
2017,Lower Secondary Level,Urban regions,Almost impossible,0.18415,109,615,0.15349,0.21481
2017,Lower Secondary Level,Rural regions,Easy,0.11722,36,266,0.07849,0.15595
2017,Lower Secondary Level,Rural regions,Difficult,0.70610,167,266,0.65125,0.76095
2017,Lower Secondary Level,Rural regions,Almost impossible,0.17668,63,266,0.13076,0.22260
2017,Upper Secondary Level,Urban regions,Easy,0.28109,273,1043,0.25379,0.30838
2017,Upper Secondary Level,Urban regions,Difficult,0.50387,571,1043,0.47351,0.53423
2017,Upper Secondary Level,Urban regions,Almost impossible,0.21504,199,1043,0.19010,0.23999
2017,Upper Secondary Level,Rural regions,Easy,0.23054,131,539,0.19495,0.26613
2017,Upper Secondary Level,Rural regions,Difficult,0.52150,269,539,0.47929,0.56371
2017,Upper Secondary Level,Rural regions,Almost impossible,0.24796,139,539,0.21147,0.28445
2017,Post-secondary Non-tertiary Level,Urban regions,Easy,0.37782,69,221,0.31375,0.44189
2017,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.45713,111,221,0.39130,0.52296
2017,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.16505,41,221,0.11599,0.21410
2017,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.41503,42,42,0.26421,0.56586
2017,Second Stage of Tertiary Education,Urban regions,Easy,0.32901,150,594,0.29119,0.36683
2017,Second Stage of Tertiary Education,Urban regions,Difficult,0.45736,346,594,0.41727,0.49746
2017,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.21363,98,594,0.18064,0.24662
2017,Second Stage of Tertiary Education,Rural regions,Easy,0.33260,49,162,0.25982,0.40538
2017,Second Stage of Tertiary Education,Rural regions,Difficult,0.59119,113,162,0.51525,0.66712
2018,No answer / don't know,Urban regions,Easy,0.41809,66,258,0.35778,0.47839
2018,No answer / don't know,Urban regions,Difficult,0.39812,152,258,0.33828,0.45797
2018,No answer / don't know,Urban regions,Almost impossible,0.18379,40,258,0.13644,0.23114
2018,No answer / don't know,Rural regions,Difficult,0.46775,49,49,0.32659,0.60890
2018,Pre-primary Level,Urban regions,Easy,0.47836,73,183,0.40579,0.55093
2018,Pre-primary Level,Urban regions,Difficult,0.31245,68,183,0.24512,0.37979
2018,Pre-primary Level,Urban regions,Almost impossible,0.20919,42,183,0.15009,0.26828
2018,Primary Level,Urban regions,Easy,0.17182,109,714,0.14414,0.19951
2018,Primary Level,Urban regions,Difficult,0.58587,474,714,0.54971,0.62202
2018,Primary Level,Urban regions,Almost impossible,0.24231,131,714,0.21086,0.27376
2018,Primary Level,Rural regions,Difficult,0.51922,177,249,0.45704,0.58141
2018,Primary Level,Rural regions,Almost impossible,0.41870,72,249,0.35730,0.48010
2018,Lower Secondary Level,Urban regions,Easy,0.17287,124,670,0.14421,0.20152
2018,Lower Secondary Level,Urban regions,Difficult,0.56702,425,670,0.52948,0.60457
2018,Lower Secondary Level,Urban regions,Almost impossible,0.26011,121,670,0.22687,0.29335
2018,Lower Secondary Level,Rural regions,Easy,0.18838,50,309,0.14471,0.23205
2018,Lower Secondary Level,Rural regions,Difficult,0.55506,185,309,0.49956,0.61056
2018,Lower Secondary Level,Rural regions,Almost impossible,0.25656,74,309,0.20778,0.30533
2018,Upper Secondary Level,Urban regions,Easy,0.32036,310,1046,0.29207,0.34865
2018,Upper Secondary Level,Urban regions,Difficult,0.50490,538,1046,0.47458,0.53521
2018,Upper Secondary Level,Urban regions,Almost impossible,0.17474,198,1046,0.15172,0.19776
2018,Upper Secondary Level,Rural regions,Easy,0.24403,120,525,0.20725,0.28080
2018,Upper Secondary Level,Rural regions,Difficult,0.53879,291,525,0.49611,0.58147
2018,Upper Secondary Level,Rural regions,Almost impossible,0.21718,114,525,0.18188,0.25249
2018,Post-secondary Non-tertiary Level,Urban regions,Easy,0.35815,67,211,0.29330,0.42300
2018,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.43263,108,211,0.36562,0.49964
2018,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.20922,36,211,0.15420,0.26423
2018,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.49243,41,41,0.33750,0.64736
2018,Second Stage of Tertiary Education,Urban regions,Easy,0.30624,171,629,0.27019,0.34229
2018,Second Stage of Tertiary Education,Urban regions,Difficult,0.52329,371,629,0.48422,0.56235
2018,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.17047,87,629,0.14106,0.19988
2018,Second Stage of Tertiary Education,Rural regions,Easy,0.25913,46,202,0.19856,0.31971
2018,Second Stage of Tertiary Education,Rural regions,Difficult,0.48249,123,202,0.41341,0.55158
2018,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.25837,33,202,0.19786,0.31889
2019,No answer / don't know,Urban regions,Easy,0.25857,48,236,0.20259,0.31455
2019,No answer / don't know,Urban regions,Difficult,0.49898,149,236,0.43505,0.56291
2019,No answer / don't know,Urban regions,Almost impossible,0.24245,39,236,0.18766,0.29725
2019,No answer / don't know,Rural regions,Difficult,0.65572,56,56,0.53015,0.78129
2019,Pre-primary Level,Urban regions,Easy,0.47362,65,125,0.38573,0.56150
2019,Pre-primary Level,Urban regions,Difficult,0.37725,60,125,0.29194,0.46257
2019,Primary Level,Urban regions,Easy,0.12714,104,591,0.10026,0.15402
2019,Primary Level,Urban regions,Difficult,0.53511,405,591,0.49486,0.57535
2019,Primary Level,Urban regions,Almost impossible,0.33776,82,591,0.29959,0.37592
2019,Primary Level,Rural regions,Difficult,0.61991,167,218,0.55532,0.68449
2019,Primary Level,Rural regions,Almost impossible,0.31685,51,218,0.25494,0.37875
2019,Lower Secondary Level,Urban regions,Easy,0.13779,116,554,0.10906,0.16652
2019,Lower Secondary Level,Urban regions,Difficult,0.62863,352,554,0.58836,0.66890
2019,Lower Secondary Level,Urban regions,Almost impossible,0.23358,86,554,0.19831,0.26884
2019,Lower Secondary Level,Rural regions,Easy,0.17704,44,254,0.13001,0.22408
2019,Lower Secondary Level,Rural regions,Difficult,0.58193,162,254,0.52115,0.64271
2019,Lower Secondary Level,Rural regions,Almost impossible,0.24103,48,254,0.18833,0.29374
2019,Upper Secondary Level,Urban regions,Easy,0.35308,270,877,0.32143,0.38473
2019,Upper Secondary Level,Urban regions,Difficult,0.46051,441,877,0.42750,0.49352
2019,Upper Secondary Level,Urban regions,Almost impossible,0.18641,166,877,0.16062,0.21220
2019,Upper Secondary Level,Rural regions,Easy,0.25986,109,426,0.21817,0.30156
2019,Upper Secondary Level,Rural regions,Difficult,0.55514,231,426,0.50789,0.60238
2019,Upper Secondary Level,Rural regions,Almost impossible,0.18500,86,426,0.14808,0.22192
2019,Post-secondary Non-tertiary Level,Urban regions,Easy,0.33763,61,165,0.26525,0.41000
2019,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.50805,104,165,0.43153,0.58456
2019,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.34908,31,31,0.17850,0.51966
2019,Second Stage of Tertiary Education,Urban regions,Easy,0.45728,158,517,0.41430,0.50027
2019,Second Stage of Tertiary Education,Urban regions,Difficult,0.41225,305,517,0.36978,0.45473
2019,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.13046,54,517,0.10140,0.15952
2019,Second Stage of Tertiary Education,Rural regions,Easy,0.31776,52,153,0.24374,0.39178
2019,Second Stage of Tertiary Education,Rural regions,Difficult,0.54198,101,153,0.46278,0.62119
2020,No answer / don't know,Urban regions,Easy,0.32429,49,186,0.25683,0.39174
2020,No answer / don't know,Urban regions,Difficult,0.54856,137,186,0.47685,0.62027
2020,No answer / don't know,Rural regions,Difficult,0.47129,34,34,0.30098,0.64161
2020,Pre-primary Level,Urban regions,Easy,0.31059,62,180,0.24280,0.37838
2020,Pre-primary Level,Urban regions,Difficult,0.45875,84,180,0.38575,0.53175
2020,Pre-primary Level,Urban regions,Almost impossible,0.23066,34,180,0.16895,0.29237
2020,Primary Level,Urban regions,Easy,0.14264,67,515,0.11241,0.17287
2020,Primary Level,Urban regions,Difficult,0.63443,345,515,0.59279,0.67606
2020,Primary Level,Urban regions,Almost impossible,0.22293,103,515,0.18695,0.25891
2020,Primary Level,Rural regions,Difficult,0.50737,180,180,0.43413,0.58061
2020,Lower Secondary Level,Urban regions,Easy,0.11254,100,589,0.08699,0.13808
2020,Lower Secondary Level,Urban regions,Difficult,0.59769,381,589,0.55806,0.63733
2020,Lower Secondary Level,Urban regions,Almost impossible,0.28977,108,589,0.25310,0.32644
2020,Lower Secondary Level,Rural regions,Easy,0.15205,44,248,0.10727,0.19683
2020,Lower Secondary Level,Rural regions,Difficult,0.60822,159,248,0.54734,0.66910
2020,Lower Secondary Level,Rural regions,Almost impossible,0.23974,45,248,0.18649,0.29298
2020,Upper Secondary Level,Urban regions,Easy,0.35748,279,947,0.32694,0.38802
2020,Upper Secondary Level,Urban regions,Difficult,0.47342,508,947,0.44160,0.50523
2020,Upper Secondary Level,Urban regions,Almost impossible,0.16910,160,947,0.14521,0.19299
2020,Upper Secondary Level,Rural regions,Easy,0.29827,105,425,0.25472,0.34182
2020,Upper Secondary Level,Rural regions,Difficult,0.49445,233,425,0.44686,0.54204
2020,Upper Secondary Level,Rural regions,Almost impossible,0.20728,87,425,0.16869,0.24586
2020,Post-secondary Non-tertiary Level,Urban regions,Easy,0.33654,60,153,0.26141,0.41166
2020,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.48697,93,153,0.40751,0.56644
2020,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.55491,39,39,0.39690,0.71293
2020,Second Stage of Tertiary Education,Urban regions,Easy,0.42845,147,529,0.38624,0.47066
2020,Second Stage of Tertiary Education,Urban regions,Difficult,0.48028,318,529,0.43767,0.52290
2020,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.09127,64,529,0.06670,0.11583
2020,Second Stage of Tertiary Education,Rural regions,Easy,0.43003,53,137,0.34683,0.51324
2020,Second Stage of Tertiary Education,Rural regions,Difficult,0.48963,84,137,0.40561,0.57365
2021,No answer / don't know,Urban regions,Difficult,0.53919,44,44,0.39020,0.68818
2021,Primary Level,Urban regions,Easy,0.30008,48,277,0.24601,0.35415
2021,Primary Level,Urban regions,Difficult,0.50423,185,277,0.44525,0.56322
2021,Primary Level,Urban regions,Almost impossible,0.19569,44,277,0.14888,0.24249
2021,Primary Level,Rural regions,Difficult,0.53603,52,52,0.39915,0.67290
2021,Lower Secondary Level,Urban regions,Easy,0.32456,53,147,0.24861,0.40051
2021,Lower Secondary Level,Urban regions,Difficult,0.60109,94,147,0.52166,0.68052
2021,Upper Secondary Level,Urban regions,Easy,0.22401,40,132,0.15262,0.29541
2021,Upper Secondary Level,Urban regions,Difficult,0.60126,92,132,0.51741,0.68511
2021,Second Stage of Tertiary Education,Urban regions,Difficult,0.73586,78,78,0.63739,0.83434
2022,No answer / don't know,Urban regions,Difficult,0.61584,55,55,0.48611,0.74557
2022,Primary Level,Urban regions,Easy,0.29777,42,198,0.23391,0.36163
2022,Primary Level,Urban regions,Difficult,0.56981,125,198,0.50067,0.63895
2022,Primary Level,Urban regions,Almost impossible,0.13242,31,198,0.08509,0.17975
2022,Primary Level,Rural regions,Difficult,0.67718,44,44,0.53743,0.81693
2022,Lower Secondary Level,Urban regions,Difficult,0.58737,90,90,0.48509,0.68965
2022,Upper Secondary Level,Urban regions,Difficult,0.64124,62,62,0.52087,0.76160
2022,Second Stage of Tertiary Education,Urban regions,Difficult,0.64638,57,57,0.52116,0.77160
