year,bula_h,pgisced97,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Saxony,Upper Secondary Level,Difficult,0.67338,65,65,0.55848,0.78828
2009,Saxony-Anhalt,Upper Secondary Level,Difficult,0.57364,42,42,0.42226,0.72502
2009,Thuringa,Upper Secondary Level,Difficult,0.54108,49,49,0.40011,0.68205
2010,Schleswig-Holstein,Upper Secondary Level,Difficult,0.70918,42,42,0.57017,0.84819
2010,Lower Saxony,Lower Secondary Level,Difficult,0.80642,38,38,0.67911,0.93373
2010,Lower Saxony,Upper Secondary Level,Easy,0.16975,38,165,0.11229,0.22720
2010,Lower Saxony,Upper Secondary Level,Difficult,0.55496,87,165,0.47890,0.63102
2010,Lower Saxony,Upper Secondary Level,Almost impossible,0.27529,40,165,0.20693,0.34365
2010,North Rhine-Westphalia,Pre-primary Level,Difficult,0.56454,43,43,0.41459,0.71450
2010,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.59300,122,170,0.51893,0.66707
2010,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.27891,48,170,0.21129,0.34652
2010,North Rhine-Westphalia,Upper Secondary Level,Easy,0.13218,73,378,0.09799,0.16637
2010,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.64335,222,378,0.59499,0.69170
2010,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.22447,83,378,0.18236,0.26659
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.67158,62,62,0.55373,0.78944
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Easy,0.16864,43,99,0.09451,0.24277
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.49309,56,99,0.39410,0.59207
2010,Hesse,Upper Secondary Level,Difficult,0.65279,84,84,0.55036,0.75521
2010,Hesse,Second Stage of Tertiary Education,Difficult,0.45851,40,40,0.30213,0.61489
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.65666,61,61,0.53652,0.77681
2010,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.61962,39,39,0.46526,0.77398
2010,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.22563,67,265,0.17520,0.27605
2010,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.53429,146,265,0.47411,0.59446
2010,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.24009,52,265,0.18856,0.29161
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Easy,0.26879,32,72,0.16566,0.37191
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.70394,40,72,0.59775,0.81013
2010,Bavaria,Lower Secondary Level,Difficult,0.75890,48,48,0.63661,0.88119
2010,Bavaria,Upper Secondary Level,Easy,0.25121,66,273,0.19967,0.30275
2010,Bavaria,Upper Secondary Level,Difficult,0.55767,157,273,0.49864,0.61669
2010,Bavaria,Upper Secondary Level,Almost impossible,0.19112,50,273,0.14439,0.23785
2010,Bavaria,Second Stage of Tertiary Education,Difficult,0.51875,52,52,0.38162,0.65589
2010,Berlin,Upper Secondary Level,Difficult,0.61540,44,44,0.46999,0.76082
2010,Berlin,Second Stage of Tertiary Education,Difficult,0.69182,35,35,0.53661,0.84703
2010,Brandenburg,Upper Secondary Level,Difficult,0.49321,52,90,0.38934,0.59708
2010,Brandenburg,Upper Secondary Level,Almost impossible,0.44768,38,90,0.34437,0.55099
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.49487,40,40,0.33795,0.65179
2010,Saxony,Upper Secondary Level,Difficult,0.67777,122,161,0.60536,0.75018
2010,Saxony,Upper Secondary Level,Almost impossible,0.16972,39,161,0.11156,0.22789
2010,Saxony-Anhalt,Upper Secondary Level,Difficult,0.43756,61,94,0.33673,0.53838
2010,Saxony-Anhalt,Upper Secondary Level,Almost impossible,0.38172,33,94,0.28298,0.48046
2010,Thuringa,Upper Secondary Level,Difficult,0.56854,58,58,0.43996,0.69712
2011,Schleswig-Holstein,Upper Secondary Level,Difficult,0.70644,50,50,0.57893,0.83395
2011,Lower Saxony,Lower Secondary Level,Difficult,0.46109,34,34,0.29102,0.63117
2011,Lower Saxony,Upper Secondary Level,Easy,0.24064,35,167,0.17561,0.30567
2011,Lower Saxony,Upper Secondary Level,Difficult,0.47135,89,167,0.39542,0.54729
2011,Lower Saxony,Upper Secondary Level,Almost impossible,0.28801,43,167,0.21912,0.35690
2011,North Rhine-Westphalia,Pre-primary Level,Difficult,0.44179,40,40,0.28593,0.59764
2011,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.48751,105,150,0.40725,0.56777
2011,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.34494,45,150,0.26861,0.42126
2011,North Rhine-Westphalia,Upper Secondary Level,Easy,0.22889,77,351,0.18487,0.27290
2011,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.57900,198,351,0.52727,0.63072
2011,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.19212,76,351,0.15084,0.23339
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.66948,61,61,0.55046,0.78851
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.66161,55,55,0.53541,0.78781
2011,Hesse,Upper Secondary Level,Difficult,0.41312,71,71,0.29777,0.52847
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.67930,53,53,0.55243,0.80616
2011,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.52893,48,48,0.38622,0.67164
2011,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.35403,73,230,0.29209,0.41597
2011,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.50734,111,230,0.44259,0.57209
2011,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.13863,46,230,0.09387,0.18338
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.51268,36,36,0.34708,0.67828
2011,Bavaria,Lower Secondary Level,Difficult,0.71233,45,45,0.57857,0.84609
2011,Bavaria,Upper Secondary Level,Easy,0.24474,64,275,0.19384,0.29565
2011,Bavaria,Upper Secondary Level,Difficult,0.56717,162,275,0.50850,0.62584
2011,Bavaria,Upper Secondary Level,Almost impossible,0.18809,49,275,0.14182,0.23436
2011,Bavaria,Second Stage of Tertiary Education,Difficult,0.60509,43,43,0.45725,0.75292
2011,Berlin,Upper Secondary Level,Difficult,0.68457,44,44,0.54567,0.82346
2011,Brandenburg,Upper Secondary Level,Difficult,0.51847,56,97,0.41852,0.61842
2011,Brandenburg,Upper Secondary Level,Almost impossible,0.46633,41,97,0.36653,0.56612
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.68667,48,48,0.55406,0.81928
2011,Saxony,Upper Secondary Level,Difficult,0.62198,120,173,0.54951,0.69445
2011,Saxony,Upper Secondary Level,Almost impossible,0.23710,53,173,0.17353,0.30066
2011,Saxony-Anhalt,Upper Secondary Level,Difficult,0.50125,66,101,0.40325,0.59925
2011,Saxony-Anhalt,Upper Secondary Level,Almost impossible,0.43025,35,101,0.33321,0.52730
2011,Thuringa,Upper Secondary Level,Difficult,0.70400,65,65,0.59216,0.81584
2012,Schleswig-Holstein,Upper Secondary Level,Difficult,0.63764,44,44,0.49397,0.78132
2012,Lower Saxony,Lower Secondary Level,Difficult,0.68038,35,35,0.52363,0.83713
2012,Lower Saxony,Upper Secondary Level,Easy,0.37608,39,153,0.29907,0.45309
2012,Lower Saxony,Upper Secondary Level,Difficult,0.42872,75,153,0.35005,0.50740
2012,Lower Saxony,Upper Secondary Level,Almost impossible,0.19520,39,153,0.13219,0.25821
2012,North Rhine-Westphalia,Pre-primary Level,Difficult,0.47244,31,31,0.29379,0.65109
2012,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.56078,106,150,0.48109,0.64047
2012,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.26390,44,150,0.19313,0.33467
2012,North Rhine-Westphalia,Upper Secondary Level,Easy,0.17678,69,315,0.13458,0.21897
2012,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.66612,191,315,0.61396,0.71828
2012,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.15710,55,315,0.11685,0.19736
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.60175,42,42,0.45190,0.75160
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.37128,41,41,0.22155,0.52101
2012,Hesse,Upper Secondary Level,Difficult,0.49368,60,60,0.36610,0.62125
2012,Hesse,Second Stage of Tertiary Education,Difficult,0.64413,35,35,0.48319,0.80506
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.65445,52,52,0.52393,0.78496
2012,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.29658,54,185,0.23058,0.36258
2012,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.60449,96,185,0.53384,0.67514
2012,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.09893,35,185,0.05579,0.14207
2012,Bavaria,Lower Secondary Level,Difficult,0.53698,31,31,0.35855,0.71542
2012,Bavaria,Upper Secondary Level,Easy,0.27988,77,275,0.22672,0.33303
2012,Bavaria,Upper Secondary Level,Difficult,0.53398,152,275,0.47492,0.59305
2012,Bavaria,Upper Secondary Level,Almost impossible,0.18614,46,275,0.14005,0.23223
2012,Berlin,Upper Secondary Level,Difficult,0.58848,38,38,0.42992,0.74705
2012,Brandenburg,Upper Secondary Level,Difficult,0.56348,54,88,0.45926,0.66769
2012,Brandenburg,Upper Secondary Level,Almost impossible,0.34000,34,88,0.24046,0.43954
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.54468,37,37,0.38200,0.70736
2012,Saxony,Upper Secondary Level,Difficult,0.62652,101,141,0.54639,0.70665
2012,Saxony,Upper Secondary Level,Almost impossible,0.21702,40,141,0.14874,0.28531
2012,Saxony-Anhalt,Upper Secondary Level,Difficult,0.70344,68,68,0.59407,0.81280
2012,Thuringa,Upper Secondary Level,Difficult,0.68295,54,54,0.55767,0.80823
2013,Schleswig-Holstein,Upper Secondary Level,Difficult,0.43862,35,35,0.27182,0.60542
2013,Lower Saxony,Lower Secondary Level,Difficult,0.64872,55,55,0.52139,0.77604
2013,Lower Saxony,Upper Secondary Level,Easy,0.24188,50,178,0.17879,0.30496
2013,Lower Saxony,Upper Secondary Level,Difficult,0.57614,87,178,0.50334,0.64894
2013,Lower Saxony,Upper Secondary Level,Almost impossible,0.18198,41,178,0.12514,0.23882
2013,North Rhine-Westphalia,Pre-primary Level,Easy,0.44798,35,88,0.34348,0.55247
2013,North Rhine-Westphalia,Pre-primary Level,Difficult,0.38414,53,88,0.28194,0.48635
2013,North Rhine-Westphalia,Primary Level,Difficult,0.55889,40,40,0.40306,0.71473
2013,North Rhine-Westphalia,Lower Secondary Level,Easy,0.20297,41,240,0.15198,0.25396
2013,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.56349,135,240,0.50062,0.62637
2013,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.23354,64,240,0.17990,0.28718
2013,North Rhine-Westphalia,Upper Secondary Level,Easy,0.18061,87,377,0.14172,0.21949
2013,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.58131,210,377,0.53144,0.63117
2013,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.23809,80,377,0.19503,0.28114
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.51262,52,52,0.37544,0.64981
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Easy,0.35645,37,92,0.25804,0.45486
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.47615,55,92,0.37354,0.57877
2013,Hesse,Upper Secondary Level,Difficult,0.57828,81,81,0.47007,0.68650
2013,Hesse,Second Stage of Tertiary Education,Difficult,0.52685,32,32,0.35109,0.70261
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.63121,38,38,0.47574,0.78667
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.52248,37,37,0.35931,0.68564
2013,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.66599,55,55,0.54020,0.79179
2013,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.25211,56,228,0.19562,0.30859
2013,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.53547,122,228,0.47059,0.60035
2013,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.21242,50,228,0.15921,0.26563
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.57812,41,41,0.42507,0.73117
2013,Bavaria,Lower Secondary Level,Difficult,0.64809,53,53,0.51829,0.77790
2013,Bavaria,Upper Secondary Level,Easy,0.28882,89,308,0.23812,0.33952
2013,Bavaria,Upper Secondary Level,Difficult,0.57409,169,308,0.51878,0.62940
2013,Bavaria,Upper Secondary Level,Almost impossible,0.13709,50,308,0.09861,0.17556
2013,Bavaria,Second Stage of Tertiary Education,Difficult,0.50426,45,45,0.35652,0.65199
2013,Berlin,Upper Secondary Level,Difficult,0.69038,43,43,0.55055,0.83020
2013,Berlin,Second Stage of Tertiary Education,Difficult,0.53180,32,32,0.35615,0.70746
2013,Brandenburg,Upper Secondary Level,Difficult,0.63276,58,58,0.50761,0.75790
2013,Saxony,Upper Secondary Level,Difficult,0.59146,96,96,0.49261,0.69030
2013,Saxony-Anhalt,Upper Secondary Level,Difficult,0.42665,59,59,0.29936,0.55394
2013,Thuringa,Upper Secondary Level,Difficult,0.53932,42,42,0.38675,0.69190
2014,Lower Saxony,Lower Secondary Level,Difficult,0.62379,48,48,0.48529,0.76228
2014,Lower Saxony,Upper Secondary Level,Easy,0.24558,38,117,0.16725,0.32391
2014,Lower Saxony,Upper Secondary Level,Difficult,0.57256,79,117,0.48253,0.66258
2014,North Rhine-Westphalia,No answer / don't know,Difficult,0.77600,36,36,0.63787,0.91412
2014,North Rhine-Westphalia,Pre-primary Level,Difficult,0.55577,33,33,0.38361,0.72793
2014,North Rhine-Westphalia,Primary Level,Difficult,0.69183,32,32,0.52928,0.85437
2014,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.62018,109,163,0.54544,0.69491
2014,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.25718,54,163,0.18987,0.32448
2014,North Rhine-Westphalia,Upper Secondary Level,Easy,0.21762,68,335,0.17337,0.26187
2014,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.57311,187,335,0.52006,0.62615
2014,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.20927,80,335,0.16565,0.25290
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.63318,45,45,0.49078,0.77558
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.48716,45,45,0.33947,0.63485
2014,Hesse,Upper Secondary Level,Difficult,0.52395,58,58,0.39430,0.65361
2014,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.53249,41,41,0.37787,0.68712
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.58443,44,44,0.43713,0.73173
2014,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.58801,43,43,0.43915,0.73686
2014,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.22291,48,191,0.16373,0.28209
2014,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.53454,98,191,0.46361,0.60547
2014,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.24255,45,191,0.18160,0.30350
2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.74015,45,45,0.61057,0.86974
2014,Bavaria,Upper Secondary Level,Easy,0.23973,69,235,0.18503,0.29443
2014,Bavaria,Upper Secondary Level,Difficult,0.48855,119,235,0.42450,0.55260
2014,Bavaria,Upper Secondary Level,Almost impossible,0.27172,47,235,0.21472,0.32872
2014,Bavaria,Second Stage of Tertiary Education,Difficult,0.51285,46,46,0.36681,0.65889
2014,Brandenburg,Upper Secondary Level,Difficult,0.62601,44,44,0.48138,0.77063
2014,Saxony,Upper Secondary Level,Difficult,0.76960,81,81,0.67732,0.86187
2014,Saxony-Anhalt,Upper Secondary Level,Difficult,0.63686,56,56,0.50976,0.76395
2014,Thuringa,Upper Secondary Level,Difficult,0.68538,39,39,0.53773,0.83303
2015,Schleswig-Holstein,Upper Secondary Level,Difficult,0.53929,33,33,0.36659,0.71200
2015,Lower Saxony,Lower Secondary Level,Difficult,0.71494,52,52,0.59104,0.83884
2015,Lower Saxony,Upper Secondary Level,Easy,0.22233,43,129,0.15030,0.29437
2015,Lower Saxony,Upper Secondary Level,Difficult,0.60989,86,129,0.52538,0.69439
2015,Lower Saxony,Second Stage of Tertiary Education,Difficult,0.64919,32,32,0.48119,0.81718
2015,North Rhine-Westphalia,Primary Level,Difficult,0.67792,38,38,0.52735,0.82848
2015,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.69381,134,183,0.62685,0.76078
2015,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.22245,49,183,0.16203,0.28287
2015,North Rhine-Westphalia,Upper Secondary Level,Easy,0.21088,70,369,0.16920,0.25255
2015,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.60060,227,369,0.55055,0.65064
2015,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.18853,72,369,0.14857,0.22849
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.56538,45,45,0.41891,0.71185
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.40198,52,87,0.29835,0.50560
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Almost impossible,0.26003,35,87,0.16732,0.35274
2015,Hesse,Upper Secondary Level,Difficult,0.46023,56,56,0.32850,0.59195
2015,Hesse,Second Stage of Tertiary Education,Difficult,0.57702,36,36,0.41335,0.74069
2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.70466,46,46,0.57136,0.83795
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.71450,55,55,0.59403,0.83496
2015,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.53006,41,41,0.37539,0.68473
2015,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.27786,51,168,0.20992,0.34580
2015,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.48935,73,168,0.41354,0.56517
2015,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.23279,44,168,0.16869,0.29688
2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.66085,46,46,0.52252,0.79917
2015,Bavaria,Lower Secondary Level,Difficult,0.67100,39,39,0.52161,0.82039
2015,Bavaria,Upper Secondary Level,Easy,0.31593,74,214,0.25350,0.37836
2015,Bavaria,Upper Secondary Level,Difficult,0.52173,105,214,0.45465,0.58882
2015,Bavaria,Upper Secondary Level,Almost impossible,0.16234,35,214,0.11282,0.21186
2015,Bavaria,Second Stage of Tertiary Education,Easy,0.34088,34,90,0.24240,0.43936
2015,Bavaria,Second Stage of Tertiary Education,Difficult,0.50764,56,90,0.40377,0.61151
2015,Brandenburg,Upper Secondary Level,Difficult,0.50959,33,33,0.33638,0.68280
2015,Saxony,Upper Secondary Level,Difficult,0.51687,64,64,0.39347,0.64027
2015,Saxony-Anhalt,Upper Secondary Level,Difficult,0.59680,49,49,0.45802,0.73557
2016,Lower Saxony,Lower Secondary Level,Difficult,0.56735,35,35,0.40081,0.73389
2016,Lower Saxony,Upper Secondary Level,Difficult,0.63344,68,68,0.51806,0.74883
2016,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.74582,106,143,0.67420,0.81743
2016,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.20327,37,143,0.13708,0.26946
2016,North Rhine-Westphalia,Upper Secondary Level,Easy,0.30871,63,288,0.25526,0.36215
2016,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.47012,152,288,0.41238,0.52787
2016,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.22117,73,288,0.17315,0.26919
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.62248,34,34,0.45708,0.78788
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.60025,49,49,0.46167,0.73883
2016,Hesse,Upper Secondary Level,Difficult,0.45720,36,36,0.29216,0.62224
2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.75108,45,45,0.62331,0.87884
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.66878,45,45,0.52972,0.80785
2016,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.26217,50,122,0.18380,0.34054
2016,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.58102,72,122,0.49310,0.66893
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.64815,34,34,0.48521,0.81109
2016,Bavaria,Upper Secondary Level,Easy,0.22934,50,176,0.16705,0.29162
2016,Bavaria,Upper Secondary Level,Difficult,0.58723,88,176,0.51428,0.66017
2016,Bavaria,Upper Secondary Level,Almost impossible,0.18344,38,176,0.12609,0.24078
2016,Bavaria,Second Stage of Tertiary Education,Difficult,0.37825,39,39,0.22406,0.53244
2016,Brandenburg,Upper Secondary Level,Difficult,0.66728,31,31,0.49867,0.83589
2016,Saxony,Upper Secondary Level,Difficult,0.54089,52,52,0.40412,0.67766
2016,Saxony-Anhalt,Upper Secondary Level,Difficult,0.59960,43,43,0.45141,0.74778
2017,Schleswig-Holstein,Primary Level,Difficult,0.33700,33,33,0.17322,0.50077
2017,Schleswig-Holstein,Lower Secondary Level,Difficult,0.83892,35,35,0.71535,0.96248
2017,Schleswig-Holstein,Upper Secondary Level,Difficult,0.56486,32,32,0.39034,0.73939
2017,Lower Saxony,Primary Level,Difficult,0.42769,56,56,0.29694,0.55845
2017,Lower Saxony,Lower Secondary Level,Difficult,0.74157,82,82,0.64623,0.83690
2017,Lower Saxony,Upper Secondary Level,Easy,0.25560,45,149,0.18532,0.32588
2017,Lower Saxony,Upper Secondary Level,Difficult,0.55488,73,149,0.47481,0.63495
2017,Lower Saxony,Upper Secondary Level,Almost impossible,0.18952,31,149,0.12638,0.25267
2017,Lower Saxony,Second Stage of Tertiary Education,Difficult,0.62500,44,44,0.48029,0.76970
2017,North Rhine-Westphalia,No answer / don't know,Difficult,0.41744,56,56,0.28711,0.54776
2017,North Rhine-Westphalia,Pre-primary Level,Difficult,0.45059,33,33,0.27819,0.62298
2017,North Rhine-Westphalia,Primary Level,Difficult,0.55654,84,84,0.44966,0.66342
2017,North Rhine-Westphalia,Lower Secondary Level,Easy,0.15359,38,179,0.10062,0.20656
2017,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.77158,141,179,0.70990,0.83325
2017,North Rhine-Westphalia,Upper Secondary Level,Easy,0.26179,85,363,0.21651,0.30708
2017,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.51011,199,363,0.45862,0.56161
2017,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.22809,79,363,0.18487,0.27132
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.48393,32,32,0.30800,0.65985
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Easy,0.28659,34,177,0.21979,0.35339
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.43164,110,177,0.35847,0.50482
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Almost impossible,0.28177,33,177,0.21531,0.34823
2017,Hesse,Primary Level,Difficult,0.63033,32,32,0.46041,0.80026
2017,Hesse,Lower Secondary Level,Difficult,0.62046,42,42,0.47192,0.76900
2017,Hesse,Upper Secondary Level,Easy,0.30879,34,99,0.21732,0.40026
2017,Hesse,Upper Secondary Level,Difficult,0.49085,65,99,0.39187,0.58983
2017,Hesse,Second Stage of Tertiary Education,Difficult,0.72628,36,36,0.57856,0.87399
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.71983,48,48,0.59144,0.84822
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.46413,31,31,0.28566,0.64259
2017,Baden-Wuerttemberg,Primary Level,Difficult,0.39732,54,54,0.26558,0.52907
2017,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.57032,47,47,0.42726,0.71337
2017,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.34628,50,141,0.26747,0.42509
2017,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.48108,91,141,0.39831,0.56384
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.49066,65,65,0.36818,0.61314
2017,Bavaria,Primary Level,Difficult,0.60496,40,40,0.45153,0.75839
2017,Bavaria,Lower Secondary Level,Difficult,0.37589,38,38,0.21982,0.53196
2017,Bavaria,Upper Secondary Level,Easy,0.30089,65,203,0.23764,0.36413
2017,Bavaria,Upper Secondary Level,Difficult,0.45836,101,203,0.38965,0.52708
2017,Bavaria,Upper Secondary Level,Almost impossible,0.24075,37,203,0.18179,0.29971
2017,Bavaria,Second Stage of Tertiary Education,Easy,0.43698,41,98,0.33827,0.53569
2017,Bavaria,Second Stage of Tertiary Education,Difficult,0.46405,57,98,0.36481,0.56330
2017,Berlin,Upper Secondary Level,Difficult,0.54310,32,32,0.36774,0.71845
2017,Brandenburg,Upper Secondary Level,Difficult,0.64510,41,41,0.49681,0.79338
2017,Saxony,Upper Secondary Level,Difficult,0.63860,64,64,0.51997,0.75723
2017,Saxony-Anhalt,Upper Secondary Level,Difficult,0.48413,41,41,0.32926,0.63901
2017,Thuringa,Upper Secondary Level,Difficult,0.73107,34,34,0.57979,0.88236
2018,Lower Saxony,Primary Level,Difficult,0.69689,99,99,0.60589,0.78789
2018,Lower Saxony,Lower Secondary Level,Difficult,0.50082,90,122,0.41173,0.58991
2018,Lower Saxony,Lower Secondary Level,Almost impossible,0.38758,32,122,0.30077,0.47439
2018,Lower Saxony,Upper Secondary Level,Easy,0.11552,34,150,0.06419,0.16685
2018,Lower Saxony,Upper Secondary Level,Difficult,0.63570,84,150,0.55843,0.71298
2018,Lower Saxony,Upper Secondary Level,Almost impossible,0.24878,32,150,0.17936,0.31819
2018,Lower Saxony,Second Stage of Tertiary Education,Difficult,0.73943,52,52,0.61896,0.85990
2018,North Rhine-Westphalia,No answer / don't know,Difficult,0.33322,68,68,0.22035,0.44609
2018,North Rhine-Westphalia,Primary Level,Easy,0.14943,42,230,0.10325,0.19560
2018,North Rhine-Westphalia,Primary Level,Difficult,0.55387,148,230,0.48949,0.61825
2018,North Rhine-Westphalia,Primary Level,Almost impossible,0.29670,40,230,0.23754,0.35587
2018,North Rhine-Westphalia,Lower Secondary Level,Easy,0.09841,36,254,0.06171,0.13512
2018,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.69018,176,254,0.63320,0.74716
2018,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.21140,42,254,0.16109,0.26172
2018,North Rhine-Westphalia,Upper Secondary Level,Easy,0.33832,99,348,0.28854,0.38810
2018,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.49276,184,348,0.44016,0.54536
2018,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.16892,65,348,0.12950,0.20834
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.48879,45,45,0.34109,0.63650
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Easy,0.21591,46,179,0.15546,0.27635
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.44210,133,179,0.36914,0.51505
2018,Hesse,Primary Level,Difficult,0.42445,79,79,0.31476,0.53414
2018,Hesse,Lower Secondary Level,Difficult,0.58625,40,40,0.43168,0.74082
