"pli0097_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2001","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2001","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","Hauptschule","kein Migrationshintergrund","54","0.00726683646884189","0.00533283298399546","0.00920083995368832"
"Min 1x pro Woche","2001","Hauptschule","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","Realschule","kein Migrationshintergrund","46","0.00889531664815586","0.00636220770361992","0.0114284255926918"
"Min 1x pro Woche","2001","Realschule","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","kein Migrationshintergrund","15","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","direkter Migrationshintergrund","4","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","AkademikerIn","kein Migrationshintergrund","59","0.0184660211674675","0.0137214445427467","0.0232105977921883"
"Min 1x pro Woche","2001","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Min 1x pro Woche","2001","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","kein Migrationshintergrund","7","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","Hauptschule","kein Migrationshintergrund","98","0.0128791923238772","0.010311767351086","0.0154466172966684"
"Min 1x pro Monat","2001","Hauptschule","direkter Migrationshintergrund","5","","",""
"Min 1x pro Monat","2001","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","Realschule","kein Migrationshintergrund","87","0.017583802681174","0.0140379755725322","0.0211296297898159"
"Min 1x pro Monat","2001","Realschule","direkter Migrationshintergrund","2","","",""
"Min 1x pro Monat","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","kein Migrationshintergrund","33","0.0199463413265703","0.0131609068529522","0.0267317758001884"
"Min 1x pro Monat","2001","(Fach-)Abitur","direkter Migrationshintergrund","5","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","AkademikerIn","kein Migrationshintergrund","125","0.039947920804396","0.0330462757937515","0.0468495658150404"
"Min 1x pro Monat","2001","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Min 1x pro Monat","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2001","(noch) kein Abschluss","kein Migrationshintergrund","22","","",""
"Seltener","2001","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Seltener","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Seltener","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2001","Hauptschule","kein Migrationshintergrund","409","0.0540434050692105","0.0488949698740943","0.0591918402643267"
"Seltener","2001","Hauptschule","direkter Migrationshintergrund","37","0.0272994468535699","0.0191686776583995","0.0354302160487402"
"Seltener","2001","Hauptschule","indirekter Migrationshintergrund","6","","",""
"Seltener","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2001","Realschule","kein Migrationshintergrund","338","0.0675993665326106","0.060826289872347","0.0743724431928742"
"Seltener","2001","Realschule","direkter Migrationshintergrund","9","","",""
"Seltener","2001","Realschule","indirekter Migrationshintergrund","9","","",""
"Seltener","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2001","(Fach-)Abitur","kein Migrationshintergrund","155","0.0892938782625135","0.0754543565488476","0.103133399976179"
"Seltener","2001","(Fach-)Abitur","direkter Migrationshintergrund","15","","",""
"Seltener","2001","(Fach-)Abitur","indirekter Migrationshintergrund","5","","",""
"Seltener","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2001","AkademikerIn","kein Migrationshintergrund","349","0.109722899323976","0.0987082831002707","0.120737515547681"
"Seltener","2001","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Seltener","2001","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Seltener","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2001","(noch) kein Abschluss","kein Migrationshintergrund","480","0.938665256041597","0.9178816089032","0.959448903179994"
"Nie","2001","(noch) kein Abschluss","direkter Migrationshintergrund","268","0.975097529736124","0.956646608590008","0.993548450882241"
"Nie","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","73","0.937059520779574","0.882815566674423","0.991303474884724"
"Nie","2001","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2001","Hauptschule","kein Migrationshintergrund","6848","0.92581056613807","0.919842956748127","0.931778175528013"
"Nie","2001","Hauptschule","direkter Migrationshintergrund","1500","0.970594783284075","0.962165390393206","0.979024176174944"
"Nie","2001","Hauptschule","indirekter Migrationshintergrund","291","0.966694339620798","0.946355971239961","0.987032708001636"
"Nie","2001","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2001","Realschule","kein Migrationshintergrund","4807","0.905921514138059","0.898045547925118","0.913797480351001"
"Nie","2001","Realschule","direkter Migrationshintergrund","216","0.953157635672861","0.925790325189819","0.980524946155904"
"Nie","2001","Realschule","indirekter Migrationshintergrund","192","0.946006877653037","0.914762891933071","0.977250863373004"
"Nie","2001","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2001","(Fach-)Abitur","kein Migrationshintergrund","1428","0.881383222652448","0.865691285484047","0.897075159820849"
"Nie","2001","(Fach-)Abitur","direkter Migrationshintergrund","429","0.955190077761946","0.936138498304241","0.97424165721965"
"Nie","2001","(Fach-)Abitur","indirekter Migrationshintergrund","113","0.958440330707885","0.922581742079202","0.994298919336568"
"Nie","2001","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2001","AkademikerIn","kein Migrationshintergrund","2560","0.831863158704161","0.818683155417054","0.845043161991267"
"Nie","2001","AkademikerIn","direkter Migrationshintergrund","320","0.919736078024191","0.891352407354333","0.94811974869405"
"Nie","2001","AkademikerIn","indirekter Migrationshintergrund","50","0.884168970657936","0.800351573514936","0.967986367800936"
"Nie","2001","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2002","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2002","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2002","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2002","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2002","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2002","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2002","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","Realschule","kein Migrationshintergrund","","","",""
"Nie","2002","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2003","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Taeglich","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","Hauptschule","kein Migrationshintergrund","5","","",""
"Taeglich","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","Realschule","kein Migrationshintergrund","6","","",""
"Taeglich","2003","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","(Fach-)Abitur","kein Migrationshintergrund","4","","",""
"Taeglich","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","AkademikerIn","kein Migrationshintergrund","29","","",""
"Taeglich","2003","AkademikerIn","direkter Migrationshintergrund","1","","",""
"Taeglich","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","kein Migrationshintergrund","4","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","Hauptschule","kein Migrationshintergrund","49","0.00666178451216802","0.00472674851349554","0.0085968205108405"
"Min 1x pro Woche","2003","Hauptschule","direkter Migrationshintergrund","4","","",""
"Min 1x pro Woche","2003","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","Realschule","kein Migrationshintergrund","34","0.00501054160489154","0.00311711826941638","0.0069039649403667"
"Min 1x pro Woche","2003","Realschule","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2003","Realschule","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","kein Migrationshintergrund","20","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","direkter Migrationshintergrund","4","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","AkademikerIn","kein Migrationshintergrund","78","0.019824586691131","0.0154491092752845","0.0242000641069775"
"Min 1x pro Woche","2003","AkademikerIn","direkter Migrationshintergrund","6","","",""
"Min 1x pro Woche","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","kein Migrationshintergrund","8","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","Hauptschule","kein Migrationshintergrund","107","0.0163749010454323","0.0133559968581264","0.0193938052327383"
"Min 1x pro Monat","2003","Hauptschule","direkter Migrationshintergrund","9","","",""
"Min 1x pro Monat","2003","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","Realschule","kein Migrationshintergrund","93","0.0163372232875732","0.0129377753822822","0.0197366711928642"
"Min 1x pro Monat","2003","Realschule","direkter Migrationshintergrund","2","","",""
"Min 1x pro Monat","2003","Realschule","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","kein Migrationshintergrund","41","0.0207465542383492","0.0142654981748203","0.027227610301878"
"Min 1x pro Monat","2003","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","AkademikerIn","kein Migrationshintergrund","171","0.042331095648939","0.0360112143532445","0.0486509769446336"
"Min 1x pro Monat","2003","AkademikerIn","direkter Migrationshintergrund","5","","",""
"Min 1x pro Monat","2003","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","(noch) kein Abschluss","kein Migrationshintergrund","43","0.0752100316674586","0.0537468779950651","0.096673185339852"
"Seltener","2003","(noch) kein Abschluss","direkter Migrationshintergrund","6","","",""
"Seltener","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Seltener","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","Hauptschule","kein Migrationshintergrund","507","0.0729222949740281","0.0667373844773254","0.0791072054707308"
"Seltener","2003","Hauptschule","direkter Migrationshintergrund","40","0.0455039857618107","0.0344073783223032","0.0566005932013181"
"Seltener","2003","Hauptschule","indirekter Migrationshintergrund","8","","",""
"Seltener","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","Realschule","kein Migrationshintergrund","510","0.101902134949284","0.0937897299750547","0.110014539923514"
"Seltener","2003","Realschule","direkter Migrationshintergrund","9","","",""
"Seltener","2003","Realschule","indirekter Migrationshintergrund","14","","",""
"Seltener","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","(Fach-)Abitur","kein Migrationshintergrund","186","0.0968033015685199","0.0833582803583941","0.110248322778646"
"Seltener","2003","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"Seltener","2003","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Seltener","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","AkademikerIn","kein Migrationshintergrund","578","0.151203408528721","0.1399585478864","0.162448269171042"
"Seltener","2003","AkademikerIn","direkter Migrationshintergrund","31","0.0776391505590796","0.0501482974626054","0.105130003655554"
"Seltener","2003","AkademikerIn","indirekter Migrationshintergrund","7","","",""
"Seltener","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","(noch) kein Abschluss","kein Migrationshintergrund","525","0.900362717476621","0.875987203439073","0.924738231514168"
"Nie","2003","(noch) kein Abschluss","direkter Migrationshintergrund","222","0.968816909223419","0.946305080056667","0.991328738390171"
"Nie","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","74","0.925500323335369","0.867960492749059","0.983040153921678"
"Nie","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","Hauptschule","kein Migrationshintergrund","6121","0.903472881831828","0.896448187721425","0.91049757594223"
"Nie","2003","Hauptschule","direkter Migrationshintergrund","1302","0.945866963850058","0.933818694583675","0.957915233116441"
"Nie","2003","Hauptschule","indirekter Migrationshintergrund","243","0.957580376474243","0.932794615544247","0.982366137404239"
"Nie","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","Realschule","kein Migrationshintergrund","4699","0.876045910547938","0.867209212562747","0.884882608533129"
"Nie","2003","Realschule","direkter Migrationshintergrund","198","0.942131696233223","0.910551514314736","0.97371187815171"
"Nie","2003","Realschule","indirekter Migrationshintergrund","186","0.898735819547802","0.857338048440225","0.94013359065538"
"Nie","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","(Fach-)Abitur","kein Migrationshintergrund","1607","0.867959662744068","0.852566483735424","0.883352841752712"
"Nie","2003","(Fach-)Abitur","direkter Migrationshintergrund","375","0.923778048263368","0.897902994552449","0.949653101974287"
"Nie","2003","(Fach-)Abitur","indirekter Migrationshintergrund","123","0.882713226361061","0.828833901600868","0.936592551121255"
"Nie","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","AkademikerIn","kein Migrationshintergrund","3043","0.78175262613914","0.768787383131982","0.794717869146298"
"Nie","2003","AkademikerIn","direkter Migrationshintergrund","321","0.893975446614013","0.862348051765913","0.925602841462113"
"Nie","2003","AkademikerIn","indirekter Migrationshintergrund","54","0.751378319737316","0.644650743991114","0.858105895483518"
"Nie","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2004","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
