year,age_gr,migback,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2015,30-45 y.,Indirect migration background,Somewhat concerned,0.45155,305,26540,0.45066,0.45245
2015,30-45 y.,Indirect migration background,Not concerned at all,0.25526,94,26540,0.25448,0.25605
2015,46-65 y.,No migration background,Very concerned,0.37866,2742,26540,0.37845,0.37887
2015,46-65 y.,No migration background,Somewhat concerned,0.49989,3704,26540,0.49967,0.50011
2015,46-65 y.,No migration background,Not concerned at all,0.12145,819,26540,0.12131,0.12160
2015,46-65 y.,Direct migration background,Very concerned,0.29747,425,26540,0.29699,0.29796
2015,46-65 y.,Direct migration background,Somewhat concerned,0.46425,775,26540,0.46372,0.46477
2015,46-65 y.,Direct migration background,Not concerned at all,0.23828,437,26540,0.23783,0.23873
2015,46-65 y.,Indirect migration background,Very concerned,0.40359,63,26540,0.40187,0.40531
2015,46-65 y.,Indirect migration background,Somewhat concerned,0.59641,94,26540,0.59469,0.59813
2015,66 and older,No migration background,Very concerned,0.34169,1513,26540,0.34145,0.34193
2015,66 and older,No migration background,Somewhat concerned,0.51233,2264,26540,0.51207,0.51258
2015,66 and older,No migration background,Not concerned at all,0.14598,635,26540,0.14580,0.14616
2015,66 and older,Direct migration background,Very concerned,0.32443,134,26540,0.32366,0.32519
2015,66 and older,Direct migration background,Somewhat concerned,0.50592,213,26540,0.50510,0.50673
2015,66 and older,Direct migration background,Not concerned at all,0.16966,88,26540,0.16904,0.17027
2016,17-29 y.,No migration background,Very concerned,0.44872,1062,27013,0.44836,0.44907
2016,17-29 y.,No migration background,Somewhat concerned,0.40641,976,27013,0.40606,0.40676
2016,17-29 y.,No migration background,Not concerned at all,0.14488,309,27013,0.14463,0.14513
2016,17-29 y.,Direct migration background,Very concerned,0.30035,313,27013,0.29963,0.30108
2016,17-29 y.,Direct migration background,Somewhat concerned,0.41738,575,27013,0.41660,0.41817
2016,17-29 y.,Direct migration background,Not concerned at all,0.28226,842,27013,0.28155,0.28298
2016,17-29 y.,Indirect migration background,Very concerned,0.45177,340,27013,0.45107,0.45248
2016,17-29 y.,Indirect migration background,Somewhat concerned,0.39750,277,27013,0.39680,0.39819
2016,17-29 y.,Indirect migration background,Not concerned at all,0.15073,107,27013,0.15022,0.15124
2016,30-45 y.,No migration background,Very concerned,0.47686,2049,27013,0.47657,0.47715
2016,30-45 y.,No migration background,Somewhat concerned,0.43507,1805,27013,0.43478,0.43536
2016,30-45 y.,No migration background,Not concerned at all,0.08807,387,27013,0.08790,0.08823
2016,30-45 y.,Direct migration background,Very concerned,0.39989,1020,27013,0.39939,0.40040
2016,30-45 y.,Direct migration background,Somewhat concerned,0.41090,1292,27013,0.41040,0.41141
2016,30-45 y.,Direct migration background,Not concerned at all,0.18921,1429,27013,0.18880,0.18961
2016,30-45 y.,Indirect migration background,Very concerned,0.46210,314,27013,0.46123,0.46297
2016,30-45 y.,Indirect migration background,Somewhat concerned,0.42669,205,27013,0.42583,0.42755
2016,30-45 y.,Indirect migration background,Not concerned at all,0.11121,53,27013,0.11066,0.11176
2016,46-65 y.,No migration background,Very concerned,0.50537,3511,27013,0.50516,0.50559
2016,46-65 y.,No migration background,Somewhat concerned,0.40402,2777,27013,0.40380,0.40423
2016,46-65 y.,No migration background,Not concerned at all,0.09061,569,27013,0.09049,0.09073
2016,46-65 y.,Direct migration background,Very concerned,0.41052,612,27013,0.41002,0.41102
2016,46-65 y.,Direct migration background,Somewhat concerned,0.44858,758,27013,0.44808,0.44909
2016,46-65 y.,Direct migration background,Not concerned at all,0.14090,565,27013,0.14054,0.14125
2016,46-65 y.,Indirect migration background,Very concerned,0.59395,89,27013,0.59238,0.59552
2016,46-65 y.,Indirect migration background,Somewhat concerned,0.40605,78,27013,0.40448,0.40762
2016,66 and older,No migration background,Very concerned,0.47523,2076,27013,0.47498,0.47549
2016,66 and older,No migration background,Somewhat concerned,0.42024,1753,27013,0.41999,0.42049
2016,66 and older,No migration background,Not concerned at all,0.10453,444,27013,0.10437,0.10468
2016,66 and older,Direct migration background,Very concerned,0.37033,159,27013,0.36957,0.37110
2016,66 and older,Direct migration background,Somewhat concerned,0.47600,185,27013,0.47521,0.47679
2016,66 and older,Direct migration background,Not concerned at all,0.15367,82,27013,0.15310,0.15424
2017,17-29 y.,No migration background,Very concerned,0.40371,1171,30240,0.40336,0.40406
2017,17-29 y.,No migration background,Somewhat concerned,0.47077,1330,30240,0.47042,0.47113
2017,17-29 y.,No migration background,Not concerned at all,0.12552,395,30240,0.12528,0.12575
2017,17-29 y.,Direct migration background,Very concerned,0.25325,284,30240,0.25252,0.25399
2017,17-29 y.,Direct migration background,Somewhat concerned,0.42512,563,30240,0.42429,0.42595
2017,17-29 y.,Direct migration background,Not concerned at all,0.32162,1208,30240,0.32084,0.32241
2017,17-29 y.,Indirect migration background,Very concerned,0.45260,358,30240,0.45190,0.45331
2017,17-29 y.,Indirect migration background,Somewhat concerned,0.41848,311,30240,0.41778,0.41918
2017,17-29 y.,Indirect migration background,Not concerned at all,0.12892,128,30240,0.12844,0.12939
2017,30-45 y.,No migration background,Very concerned,0.40889,1822,30240,0.40860,0.40917
2017,30-45 y.,No migration background,Somewhat concerned,0.48011,2267,30240,0.47981,0.48040
2017,30-45 y.,No migration background,Not concerned at all,0.11101,454,30240,0.11083,0.11119
2017,30-45 y.,Direct migration background,Very concerned,0.35043,848,30240,0.34995,0.35092
2017,30-45 y.,Direct migration background,Somewhat concerned,0.44550,1337,30240,0.44500,0.44601
2017,30-45 y.,Direct migration background,Not concerned at all,0.20406,1757,30240,0.20365,0.20447
2017,30-45 y.,Indirect migration background,Very concerned,0.45571,278,30240,0.45485,0.45656
2017,30-45 y.,Indirect migration background,Somewhat concerned,0.48248,266,30240,0.48162,0.48333
2017,30-45 y.,Indirect migration background,Not concerned at all,0.06181,45,30240,0.06140,0.06223
2017,46-65 y.,No migration background,Very concerned,0.44490,3525,30240,0.44469,0.44512
2017,46-65 y.,No migration background,Somewhat concerned,0.46068,3882,30240,0.46046,0.46089
2017,46-65 y.,No migration background,Not concerned at all,0.09442,707,30240,0.09429,0.09455
2017,46-65 y.,Direct migration background,Very concerned,0.38316,601,30240,0.38268,0.38365
2017,46-65 y.,Direct migration background,Somewhat concerned,0.44076,802,30240,0.44027,0.44126
2017,46-65 y.,Direct migration background,Not concerned at all,0.17607,780,30240,0.17569,0.17645
2017,46-65 y.,Indirect migration background,Very concerned,0.56403,101,30240,0.56251,0.56556
2017,46-65 y.,Indirect migration background,Somewhat concerned,0.43597,93,30240,0.43444,0.43749
2017,66 and older,No migration background,Very concerned,0.42006,1912,30240,0.41981,0.42031
2017,66 and older,No migration background,Somewhat concerned,0.46706,2096,30240,0.46680,0.46731
2017,66 and older,No migration background,Not concerned at all,0.11288,456,30240,0.11272,0.11304
2017,66 and older,Direct migration background,Very concerned,0.40448,165,30240,0.40372,0.40524
2017,66 and older,Direct migration background,Somewhat concerned,0.46480,218,30240,0.46402,0.46557
2017,66 and older,Direct migration background,Not concerned at all,0.13072,80,30240,0.13020,0.13125
2018,17-29 y.,No migration background,Very concerned,0.32246,941,28990,0.32213,0.32280
2018,17-29 y.,No migration background,Somewhat concerned,0.51444,1490,28990,0.51409,0.51480
2018,17-29 y.,No migration background,Not concerned at all,0.16309,458,28990,0.16283,0.16336
2018,17-29 y.,Direct migration background,Very concerned,0.22732,244,28990,0.22661,0.22804
2018,17-29 y.,Direct migration background,Somewhat concerned,0.42620,579,28990,0.42535,0.42704
2018,17-29 y.,Direct migration background,Not concerned at all,0.34648,927,28990,0.34567,0.34729
2018,17-29 y.,Indirect migration background,Very concerned,0.37806,298,28990,0.37738,0.37875
2018,17-29 y.,Indirect migration background,Somewhat concerned,0.46188,371,28990,0.46117,0.46258
2018,17-29 y.,Indirect migration background,Not concerned at all,0.16006,138,28990,0.15954,0.16058
2018,30-45 y.,No migration background,Very concerned,0.32401,1368,28990,0.32373,0.32428
2018,30-45 y.,No migration background,Somewhat concerned,0.54705,2305,28990,0.54675,0.54734
2018,30-45 y.,No migration background,Not concerned at all,0.12894,531,28990,0.12875,0.12914
2018,30-45 y.,Direct migration background,Very concerned,0.30275,750,28990,0.30230,0.30321
2018,30-45 y.,Direct migration background,Somewhat concerned,0.50536,1390,28990,0.50487,0.50586
2018,30-45 y.,Direct migration background,Not concerned at all,0.19188,1490,28990,0.19149,0.19227
2018,30-45 y.,Indirect migration background,Very concerned,0.34446,201,28990,0.34367,0.34524
2018,30-45 y.,Indirect migration background,Somewhat concerned,0.53310,286,28990,0.53228,0.53392
2018,30-45 y.,Indirect migration background,Not concerned at all,0.12244,75,28990,0.12190,0.12298
2018,46-65 y.,No migration background,Very concerned,0.36822,2817,28990,0.36800,0.36843
2018,46-65 y.,No migration background,Somewhat concerned,0.51482,4085,28990,0.51460,0.51504
2018,46-65 y.,No migration background,Not concerned at all,0.11697,881,28990,0.11682,0.11711
2018,46-65 y.,Direct migration background,Very concerned,0.30815,529,28990,0.30769,0.30861
2018,46-65 y.,Direct migration background,Somewhat concerned,0.52922,908,28990,0.52872,0.52972
2018,46-65 y.,Direct migration background,Not concerned at all,0.16263,755,28990,0.16226,0.16300
2018,46-65 y.,Indirect migration background,Very concerned,0.47421,85,28990,0.47277,0.47565
2018,46-65 y.,Indirect migration background,Somewhat concerned,0.52579,123,28990,0.52435,0.52723
2018,66 and older,No migration background,Very concerned,0.33321,1536,28990,0.33297,0.33345
2018,66 and older,No migration background,Somewhat concerned,0.52641,2368,28990,0.52616,0.52666
2018,66 and older,No migration background,Not concerned at all,0.14038,586,28990,0.14021,0.14056
2018,66 and older,Direct migration background,Very concerned,0.24100,127,28990,0.24037,0.24163
2018,66 and older,Direct migration background,Somewhat concerned,0.58292,243,28990,0.58219,0.58365
2018,66 and older,Direct migration background,Not concerned at all,0.17609,105,28990,0.17552,0.17665
2019,17-29 y.,No migration background,Very concerned,0.38511,1080,28864,0.38476,0.38546
2019,17-29 y.,No migration background,Somewhat concerned,0.48551,1262,28864,0.48515,0.48587
2019,17-29 y.,No migration background,Not concerned at all,0.12938,346,28864,0.12914,0.12962
2019,17-29 y.,Direct migration background,Very concerned,0.25389,210,28864,0.25314,0.25464
2019,17-29 y.,Direct migration background,Somewhat concerned,0.40483,410,28864,0.40399,0.40568
2019,17-29 y.,Direct migration background,Not concerned at all,0.34128,802,28864,0.34046,0.34209
2019,17-29 y.,Indirect migration background,Very concerned,0.39786,298,28864,0.39716,0.39857
2019,17-29 y.,Indirect migration background,Somewhat concerned,0.42918,287,28864,0.42846,0.42989
2019,17-29 y.,Indirect migration background,Not concerned at all,0.17296,118,28864,0.17242,0.17351
2019,30-45 y.,No migration background,Very concerned,0.33290,1489,28864,0.33262,0.33317
2019,30-45 y.,No migration background,Somewhat concerned,0.53760,2168,28864,0.53731,0.53790
2019,30-45 y.,No migration background,Not concerned at all,0.12950,468,28864,0.12930,0.12970
2019,30-45 y.,Direct migration background,Very concerned,0.26619,571,28864,0.26574,0.26663
2019,30-45 y.,Direct migration background,Somewhat concerned,0.51304,1194,28864,0.51254,0.51354
2019,30-45 y.,Direct migration background,Not concerned at all,0.22078,1484,28864,0.22036,0.22119
2019,30-45 y.,Indirect migration background,Very concerned,0.42857,241,28864,0.42778,0.42936
2019,30-45 y.,Indirect migration background,Somewhat concerned,0.45758,240,28864,0.45679,0.45838
2019,30-45 y.,Indirect migration background,Not concerned at all,0.11385,67,28864,0.11334,0.11435
2019,46-65 y.,No migration background,Very concerned,0.40300,3547,28864,0.40279,0.40322
2019,46-65 y.,No migration background,Somewhat concerned,0.50111,4285,28864,0.50089,0.50133
2019,46-65 y.,No migration background,Not concerned at all,0.09589,751,28864,0.09576,0.09602
2019,46-65 y.,Direct migration background,Very concerned,0.39159,573,28864,0.39112,0.39207
2019,46-65 y.,Direct migration background,Somewhat concerned,0.46541,829,28864,0.46493,0.46590
2019,46-65 y.,Direct migration background,Not concerned at all,0.14299,733,28864,0.14265,0.14334
2019,46-65 y.,Indirect migration background,Very concerned,0.44827,122,28864,0.44690,0.44964
2019,46-65 y.,Indirect migration background,Somewhat concerned,0.55173,146,28864,0.55036,0.55310
2019,66 and older,No migration background,Very concerned,0.36765,1816,28864,0.36741,0.36790
2019,66 and older,No migration background,Somewhat concerned,0.50186,2296,28864,0.50161,0.50212
2019,66 and older,No migration background,Not concerned at all,0.13048,562,28864,0.13031,0.13065
2019,66 and older,Direct migration background,Very concerned,0.32543,147,28864,0.32472,0.32613
2019,66 and older,Direct migration background,Somewhat concerned,0.44701,216,28864,0.44626,0.44776
2019,66 and older,Direct migration background,Not concerned at all,0.22757,106,28864,0.22693,0.22820
2020,17-29 y.,No migration background,Very concerned,0.35745,913,29157,0.35711,0.35779
2020,17-29 y.,No migration background,Somewhat concerned,0.48410,1240,29157,0.48374,0.48445
2020,17-29 y.,No migration background,Not concerned at all,0.15846,383,29157,0.15820,0.15871
2020,17-29 y.,Direct migration background,Very concerned,0.24336,280,29157,0.24257,0.24415
2020,17-29 y.,Direct migration background,Somewhat concerned,0.34544,757,29157,0.34456,0.34632
2020,17-29 y.,Direct migration background,Not concerned at all,0.41120,1137,29157,0.41029,0.41211
2020,17-29 y.,Indirect migration background,Very concerned,0.41465,277,29157,0.41389,0.41540
2020,17-29 y.,Indirect migration background,Somewhat concerned,0.41841,311,29157,0.41765,0.41916
2020,17-29 y.,Indirect migration background,Not concerned at all,0.16695,118,29157,0.16638,0.16752
2020,30-45 y.,No migration background,Very concerned,0.34148,1267,29157,0.34121,0.34175
2020,30-45 y.,No migration background,Somewhat concerned,0.52381,1938,29157,0.52353,0.52410
2020,30-45 y.,No migration background,Not concerned at all,0.13470,486,29157,0.13451,0.13490
2020,30-45 y.,Direct migration background,Very concerned,0.29215,657,29157,0.29169,0.29261
2020,30-45 y.,Direct migration background,Somewhat concerned,0.46614,1604,29157,0.46563,0.46664
2020,30-45 y.,Direct migration background,Not concerned at all,0.24171,1949,29157,0.24128,0.24214
2020,30-45 y.,Indirect migration background,Very concerned,0.35938,202,29157,0.35860,0.36017
2020,30-45 y.,Indirect migration background,Somewhat concerned,0.49640,253,29157,0.49558,0.49722
2020,30-45 y.,Indirect migration background,Not concerned at all,0.14422,76,29157,0.14364,0.14479
2020,46-65 y.,No migration background,Very concerned,0.37150,2978,29157,0.37129,0.37171
2020,46-65 y.,No migration background,Somewhat concerned,0.52773,4138,29157,0.52751,0.52795
2020,46-65 y.,No migration background,Not concerned at all,0.10077,768,29157,0.10064,0.10090
2020,46-65 y.,Direct migration background,Very concerned,0.36839,513,29157,0.36790,0.36889
2020,46-65 y.,Direct migration background,Somewhat concerned,0.46427,928,29157,0.46376,0.46479
2020,46-65 y.,Direct migration background,Not concerned at all,0.16733,882,29157,0.16695,0.16772
2020,46-65 y.,Indirect migration background,Very concerned,0.54392,109,29157,0.54257,0.54528
2020,46-65 y.,Indirect migration background,Somewhat concerned,0.45608,137,29157,0.45472,0.45743
2020,66 and older,No migration background,Very concerned,0.38595,1720,29157,0.38570,0.38619
2020,66 and older,No migration background,Somewhat concerned,0.49641,2148,29157,0.49616,0.49666
2020,66 and older,No migration background,Not concerned at all,0.11764,511,29157,0.11748,0.11781
2020,66 and older,Direct migration background,Very concerned,0.27677,133,29157,0.27607,0.27746
2020,66 and older,Direct migration background,Somewhat concerned,0.47674,216,29157,0.47596,0.47751
2020,66 and older,Direct migration background,Not concerned at all,0.24650,128,29157,0.24583,0.24716
2021,17-29 y.,No migration background,Very concerned,0.36004,649,19388,0.35970,0.36038
2021,17-29 y.,No migration background,Somewhat concerned,0.50795,891,19388,0.50759,0.50830
2021,17-29 y.,No migration background,Not concerned at all,0.13201,234,19388,0.13177,0.13225
2021,17-29 y.,Direct migration background,Very concerned,0.30749,219,19388,0.30669,0.30830
2021,17-29 y.,Direct migration background,Somewhat concerned,0.38295,353,19388,0.38210,0.38380
2021,17-29 y.,Direct migration background,Not concerned at all,0.30956,517,19388,0.30875,0.31036
2021,17-29 y.,Indirect migration background,Very concerned,0.47119,183,19388,0.47040,0.47197
2021,17-29 y.,Indirect migration background,Somewhat concerned,0.39843,161,19388,0.39766,0.39920
2021,17-29 y.,Indirect migration background,Not concerned at all,0.13039,57,19388,0.12986,0.13092
2021,30-45 y.,No migration background,Very concerned,0.27551,806,19388,0.27525,0.27576
2021,30-45 y.,No migration background,Somewhat concerned,0.57210,1489,19388,0.57182,0.57238
2021,30-45 y.,No migration background,Not concerned at all,0.15239,312,19388,0.15219,0.15259
2021,30-45 y.,Direct migration background,Very concerned,0.27533,440,19388,0.27488,0.27578
2021,30-45 y.,Direct migration background,Somewhat concerned,0.48767,854,19388,0.48717,0.48818
2021,30-45 y.,Direct migration background,Not concerned at all,0.23699,1105,19388,0.23657,0.23742
2021,30-45 y.,Indirect migration background,Very concerned,0.28399,99,19388,0.28326,0.28472
2021,30-45 y.,Indirect migration background,Somewhat concerned,0.50611,162,19388,0.50530,0.50692
2021,30-45 y.,Indirect migration background,Not concerned at all,0.20991,53,19388,0.20925,0.21057
2021,46-65 y.,No migration background,Very concerned,0.37231,2039,19388,0.37210,0.37253
2021,46-65 y.,No migration background,Somewhat concerned,0.53330,3013,19388,0.53308,0.53353
2021,46-65 y.,No migration background,Not concerned at all,0.09438,521,19388,0.09425,0.09451
2021,46-65 y.,Direct migration background,Very concerned,0.34721,372,19388,0.34674,0.34769
2021,46-65 y.,Direct migration background,Somewhat concerned,0.44911,577,19388,0.44862,0.44960
2021,46-65 y.,Direct migration background,Not concerned at all,0.20368,570,19388,0.20328,0.20408
2021,46-65 y.,Indirect migration background,Very concerned,0.46411,68,19388,0.46279,0.46542
2021,46-65 y.,Indirect migration background,Somewhat concerned,0.53589,109,19388,0.53458,0.53721
2021,66 and older,No migration background,Very concerned,0.40431,1312,19388,0.40407,0.40456
2021,66 and older,No migration background,Somewhat concerned,0.49554,1562,19388,0.49529,0.49579
2021,66 and older,No migration background,Not concerned at all,0.10015,332,19388,0.10000,0.10030
2021,66 and older,Direct migration background,Very concerned,0.33520,105,19388,0.33448,0.33593
2021,66 and older,Direct migration background,Somewhat concerned,0.52010,140,19388,0.51934,0.52087
2021,66 and older,Direct migration background,Not concerned at all,0.14469,84,19388,0.14415,0.14523
