"plj0047","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2012","5 Einkommensstärkstes Quintil","weiblich","576","0.226644808960105","0.210674676498418","0.242614941421792"
"Keine Sorgen","2012","1 Einkommensschwächstes Quintil","männlich","380","0.318746249516818","0.292851310317334","0.344641188716302"
"Keine Sorgen","2012","1 Einkommensschwächstes Quintil","weiblich","368","0.227529838531817","0.207045115108641","0.248014561954992"
"Keine Sorgen","2012","2","männlich","462","0.262666556892564","0.241367492628393","0.283965621156735"
"Keine Sorgen","2012","2","weiblich","459","0.2242926890415","0.206349860066129","0.242235518016872"
"Keine Sorgen","2012","3","männlich","465","0.256498576409036","0.236245511924062","0.27675164089401"
"Keine Sorgen","2012","3","weiblich","407","0.202741113039774","0.185090286810893","0.220391939268654"
"Keine Sorgen","2012","4","männlich","577","0.254591124465098","0.236795454583422","0.272386794346775"
"Keine Sorgen","2012","4","weiblich","435","0.183949081544919","0.168563394658855","0.199334768430983"
"Keine Sorgen","2012","5 Einkommensstärkstes Quintil","männlich","674","0.285707107926556","0.268409098392921","0.303005117460192"
"Keine Sorgen","2012","5 Einkommensstärkstes Quintil","weiblich","467","0.168381087991947","0.154106783329483","0.18265539265441"
"Einige Sorgen","2013","1 Einkommensschwächstes Quintil","männlich","747","0.475877713383175","0.452754771643023","0.499000655123326"
"Einige Sorgen","2013","1 Einkommensschwächstes Quintil","weiblich","1035","0.479608758875256","0.459266760460367","0.499950757290146"
"Einige Sorgen","2013","2","männlich","951","0.507320360879243","0.485512986208232","0.529127735550253"
"Einige Sorgen","2013","2","weiblich","1207","0.529180695446501","0.509160880585715","0.549200510307288"
"Einige Sorgen","2013","3","männlich","1019","0.539078469433045","0.51705554264875","0.56110139621734"
"Einige Sorgen","2013","3","weiblich","1235","0.586063855654468","0.565657887999467","0.606469823309468"
"Einige Sorgen","2013","4","männlich","1291","0.53177034586788","0.512210312023536","0.551330379712225"
"Einige Sorgen","2013","4","weiblich","1510","0.583300603773648","0.564656018157167","0.60194518939013"
"Einige Sorgen","2013","5 Einkommensstärkstes Quintil","männlich","1579","0.558723924328358","0.540542010168943","0.576905838487773"
"Einige Sorgen","2013","5 Einkommensstärkstes Quintil","weiblich","1694","0.578348587365048","0.560344513375727","0.596352661354368"
"Grosse Sorgen","2013","1 Einkommensschwächstes Quintil","männlich","278","0.167866432969839","0.150561993343871","0.185170872595808"
"Grosse Sorgen","2013","1 Einkommensschwächstes Quintil","weiblich","459","0.223518931723213","0.206555736258866","0.24048212718756"
"Grosse Sorgen","2013","2","männlich","338","0.17476061562489","0.158195606184905","0.191325625064876"
"Grosse Sorgen","2013","2","weiblich","476","0.202445146925515","0.186328863518671","0.218561430332359"
"Grosse Sorgen","2013","3","männlich","292","0.153238518541604","0.137323759653122","0.169153277430086"
"Grosse Sorgen","2013","3","weiblich","443","0.204430545928635","0.187722333273801","0.221138758583469"
"Grosse Sorgen","2013","4","männlich","408","0.182809582991062","0.167658656251008","0.197960509731116"
"Grosse Sorgen","2013","4","weiblich","542","0.206199085865613","0.19089898647595","0.221499185255277"
"Grosse Sorgen","2013","5 Einkommensstärkstes Quintil","männlich","436","0.140372845823297","0.127652984016692","0.153092707629902"
"Grosse Sorgen","2013","5 Einkommensstärkstes Quintil","weiblich","547","0.205192835854414","0.19046933272476","0.219916338984068"
"Keine Sorgen","2013","1 Einkommensschwächstes Quintil","männlich","767","0.356255853646986","0.334083247670648","0.378428459623324"
"Keine Sorgen","2013","1 Einkommensschwächstes Quintil","weiblich","823","0.296872309401531","0.278269136589393","0.31547548221367"
"Keine Sorgen","2013","2","männlich","730","0.317919023495867","0.297606861197354","0.33823118579438"
"Keine Sorgen","2013","2","weiblich","705","0.268374157627983","0.250601769239722","0.286146546016245"
"Keine Sorgen","2013","3","männlich","657","0.307683012025351","0.287291952268335","0.328074071782366"
"Keine Sorgen","2013","3","weiblich","560","0.209505598416898","0.192645299672581","0.226365897161214"
"Keine Sorgen","2013","4","männlich","801","0.285420071141058","0.26771711683055","0.303123025451565"
"Keine Sorgen","2013","4","weiblich","634","0.210500310360738","0.195083396747015","0.225917223974461"
"Keine Sorgen","2013","5 Einkommensstärkstes Quintil","männlich","850","0.300903229848345","0.284108700005727","0.317697759690963"
"Keine Sorgen","2013","5 Einkommensstärkstes Quintil","weiblich","649","0.216458576780538","0.201443846001392","0.231473307559684"
"Einige Sorgen","2014","1 Einkommensschwächstes Quintil","männlich","828","0.477962787121954","0.45466575947642","0.501259814767487"
"Einige Sorgen","2014","1 Einkommensschwächstes Quintil","weiblich","1164","0.50479169929567","0.484628557481666","0.524954841109673"
"Einige Sorgen","2014","2","männlich","1121","0.51831738571718","0.4976760062743","0.53895876516006"
"Einige Sorgen","2014","2","weiblich","1543","0.530739244419837","0.512650554020649","0.548827934819024"
"Einige Sorgen","2014","3","männlich","1217","0.527423393928297","0.506408158671701","0.548438629184893"
"Einige Sorgen","2014","3","weiblich","1494","0.568921310469636","0.550083943160656","0.587758677778616"
"Einige Sorgen","2014","4","männlich","1628","0.544512558520316","0.526383880429047","0.562641236611585"
"Einige Sorgen","2014","4","weiblich","1862","0.583572452359385","0.566595499838333","0.600549404880436"
"Einige Sorgen","2014","5 Einkommensstärkstes Quintil","männlich","1937","0.583732640956909","0.566868199160158","0.60059708275366"
"Einige Sorgen","2014","5 Einkommensstärkstes Quintil","weiblich","2007","0.598755212302334","0.582164666656564","0.615345757948104"
"Grosse Sorgen","2014","1 Einkommensschwächstes Quintil","männlich","375","0.184474178478187","0.16638414410425","0.202564212852124"
"Grosse Sorgen","2014","1 Einkommensschwächstes Quintil","weiblich","622","0.264923718408231","0.247127211385638","0.282720225430825"
"Grosse Sorgen","2014","2","männlich","450","0.196159655025983","0.179755642662455","0.212563667389511"
"Grosse Sorgen","2014","2","weiblich","748","0.253125957550952","0.23736613106947","0.268885784032433"
"Grosse Sorgen","2014","3","männlich","428","0.211183648281203","0.194003118623344","0.228364177939062"
"Grosse Sorgen","2014","3","weiblich","626","0.232966598762147","0.216887200358728","0.249045997165566"
"Grosse Sorgen","2014","4","männlich","525","0.179703335783926","0.165727186671508","0.193679484896345"
"Grosse Sorgen","2014","4","weiblich","792","0.248315155060284","0.233436553040838","0.263193757079731"
"Grosse Sorgen","2014","5 Einkommensstärkstes Quintil","männlich","553","0.150529744493658","0.138295869088604","0.162763619898712"
"Grosse Sorgen","2014","5 Einkommensstärkstes Quintil","weiblich","756","0.222895090659134","0.208807997320781","0.236982183997487"
"Keine Sorgen","2014","1 Einkommensschwächstes Quintil","männlich","563","0.33756303439986","0.315508268005893","0.359617800793826"
"Keine Sorgen","2014","1 Einkommensschwächstes Quintil","weiblich","576","0.230284582296099","0.21330583406054","0.247263330531658"
"Keine Sorgen","2014","2","männlich","680","0.285522959256837","0.266864533431614","0.304181385082059"
"Keine Sorgen","2014","2","weiblich","633","0.216134798029212","0.201215704148876","0.231053891909548"
"Keine Sorgen","2014","3","männlich","523","0.2613929577905","0.24289720059035","0.279888714990649"
"Keine Sorgen","2014","3","weiblich","535","0.198112090768217","0.182951080160408","0.213273101376026"
"Keine Sorgen","2014","4","männlich","746","0.275784105695758","0.259515788718564","0.292052422672952"
"Keine Sorgen","2014","4","weiblich","585","0.168112392580331","0.155233610076985","0.180991175083677"
"Keine Sorgen","2014","5 Einkommensstärkstes Quintil","männlich","792","0.265737614549433","0.250625300879837","0.280849928219029"
"Keine Sorgen","2014","5 Einkommensstärkstes Quintil","weiblich","590","0.178349697038532","0.165392501519933","0.191306892557131"
"Einige Sorgen","2015","1 Einkommensschwächstes Quintil","männlich","809","0.46840783024919","0.445419355129828","0.491396305368551"
"Einige Sorgen","2015","1 Einkommensschwächstes Quintil","weiblich","1022","0.454015845342596","0.43371689211631","0.474314798568882"
"Einige Sorgen","2015","2","männlich","930","0.483156012615584","0.461033039898376","0.505278985332792"
"Einige Sorgen","2015","2","weiblich","1289","0.502087655742839","0.48311884852143","0.521056462964248"
"Einige Sorgen","2015","3","männlich","1091","0.511297156557129","0.490187344670146","0.532406968444111"
"Einige Sorgen","2015","3","weiblich","1326","0.520412895663211","0.501176568366363","0.539649222960059"
"Einige Sorgen","2015","4","männlich","1437","0.507021699234482","0.488644182108034","0.525399216360929"
"Einige Sorgen","2015","4","weiblich","1622","0.493824870017894","0.476654640823715","0.510995099212072"
"Einige Sorgen","2015","5 Einkommensstärkstes Quintil","männlich","1886","0.521653437299937","0.504992011348313","0.53831486325156"
"Einige Sorgen","2015","5 Einkommensstärkstes Quintil","weiblich","1873","0.530380594928992","0.513881798788547","0.546879391069438"
"Grosse Sorgen","2015","1 Einkommensschwächstes Quintil","männlich","524","0.313391242542842","0.292021125491975","0.334761359593708"
"Grosse Sorgen","2015","1 Einkommensschwächstes Quintil","weiblich","792","0.371246090312549","0.351548213735785","0.390943966889312"
"Grosse Sorgen","2015","2","männlich","542","0.281516234116353","0.261605821635948","0.301426646596758"
"Grosse Sorgen","2015","2","weiblich","938","0.346518336879604","0.328465160816342","0.364571512942865"
"Grosse Sorgen","2015","3","männlich","586","0.267585810941537","0.24889039393977","0.286281227943305"
"Grosse Sorgen","2015","3","weiblich","889","0.348842638074609","0.330491113775427","0.367194162373791"
"Grosse Sorgen","2015","4","männlich","857","0.326088789290245","0.308857057119532","0.343320521460958"
"Grosse Sorgen","2015","4","weiblich","1210","0.401622444436976","0.384786563454572","0.418458325419379"
"Grosse Sorgen","2015","5 Einkommensstärkstes Quintil","männlich","1024","0.307675462285859","0.292281476013844","0.323069448557873"
"Grosse Sorgen","2015","5 Einkommensstärkstes Quintil","weiblich","1274","0.36612614792311","0.35020031269752","0.3820519831487"
"Keine Sorgen","2015","1 Einkommensschwächstes Quintil","männlich","477","0.218200927207969","0.199173298208644","0.237228556207293"
"Keine Sorgen","2015","1 Einkommensschwächstes Quintil","weiblich","497","0.174738064344855","0.159255682097224","0.190220446592486"
"Keine Sorgen","2015","2","männlich","488","0.235327753268063","0.21654780923718","0.254107697298946"
"Keine Sorgen","2015","2","weiblich","442","0.151394007377558","0.137795814601334","0.164992200153781"
"Keine Sorgen","2015","3","männlich","477","0.221117032501334","0.203591450726443","0.238642614276225"
"Keine Sorgen","2015","3","weiblich","376","0.13074446626218","0.117763716590077","0.143725215934282"
"Keine Sorgen","2015","4","männlich","549","0.166889511475274","0.153183045765708","0.180595977184839"
"Keine Sorgen","2015","4","weiblich","425","0.104552685545131","0.0940445219074324","0.115060849182829"
"Keine Sorgen","2015","5 Einkommensstärkstes Quintil","männlich","543","0.170671100414205","0.158122560514397","0.183219640314013"
"Keine Sorgen","2015","5 Einkommensstärkstes Quintil","weiblich","368","0.103493257147898","0.0934235176828672","0.113562996612928"
"Einige Sorgen","2016","1 Einkommensschwächstes Quintil","männlich","959","0.443804331801699","0.426099370940296","0.461509292663102"
"Einige Sorgen","2016","1 Einkommensschwächstes Quintil","weiblich","963","0.401528628630455","0.383907627287543","0.419149629973366"
"Einige Sorgen","2016","2","männlich","749","0.414474711907539","0.391433374551404","0.437516049263674"
"Einige Sorgen","2016","2","weiblich","1005","0.41596470582507","0.396036786894516","0.435892624755623"
"Einige Sorgen","2016","3","männlich","850","0.447280140307872","0.424726415631256","0.469833864984488"
"Einige Sorgen","2016","3","weiblich","928","0.386979506493859","0.367160331217451","0.406798681770267"
"Einige Sorgen","2016","4","männlich","1187","0.436384219102116","0.417878825299021","0.45488961290521"
"Einige Sorgen","2016","4","weiblich","1251","0.399175824867448","0.382122411483963","0.416229238250934"
"Einige Sorgen","2016","5 Einkommensstärkstes Quintil","männlich","1445","0.443683914174574","0.426892692002315","0.460475136346833"
"Einige Sorgen","2016","5 Einkommensstärkstes Quintil","weiblich","1345","0.392825666617926","0.376536216193703","0.40911511704215"
"Grosse Sorgen","2016","1 Einkommensschwächstes Quintil","männlich","631","0.361283019489246","0.344164610131011","0.378401428847482"
"Grosse Sorgen","2016","1 Einkommensschwächstes Quintil","weiblich","930","0.474053782137142","0.456104994774889","0.492002569499396"
"Grosse Sorgen","2016","2","männlich","669","0.406983969406277","0.384006208631825","0.429961730180729"
"Grosse Sorgen","2016","2","weiblich","1088","0.481223984240453","0.461022757797652","0.501425210683254"
"Grosse Sorgen","2016","3","männlich","736","0.405796568991009","0.383522595677458","0.42807054230456"
"Grosse Sorgen","2016","3","weiblich","1157","0.513117328678255","0.492778562745739","0.533456094610771"
"Grosse Sorgen","2016","4","männlich","1196","0.430858770128128","0.412380992617285","0.44933654763897"
"Grosse Sorgen","2016","4","weiblich","1679","0.520823045121334","0.503427078630546","0.538219011612122"
"Grosse Sorgen","2016","5 Einkommensstärkstes Quintil","männlich","1559","0.435336489890466","0.418579652520192","0.452093327260739"
"Grosse Sorgen","2016","5 Einkommensstärkstes Quintil","weiblich","1902","0.551429895415955","0.534841280767645","0.568018510064266"
"Keine Sorgen","2016","1 Einkommensschwächstes Quintil","männlich","1435","0.194912648709054","0.18079615253068","0.209029144887429"
"Keine Sorgen","2016","1 Einkommensschwächstes Quintil","weiblich","1080","0.124417589232403","0.112553345999498","0.136281832465309"
"Keine Sorgen","2016","2","männlich","338","0.178541318686184","0.160629154305814","0.196453483066555"
"Keine Sorgen","2016","2","weiblich","257","0.102811309934477","0.0905319281822619","0.115090691686693"
"Keine Sorgen","2016","3","männlich","281","0.146923290701119","0.130864409032422","0.162982172369815"
"Keine Sorgen","2016","3","weiblich","235","0.0999031648278857","0.0877009592051152","0.112105370450656"
"Keine Sorgen","2016","4","männlich","376","0.132757010769757","0.120095912717242","0.145418108822272"
"Keine Sorgen","2016","4","weiblich","238","0.0800011300112176","0.0705540582956832","0.0894482017267521"
"Keine Sorgen","2016","5 Einkommensstärkstes Quintil","männlich","359","0.12097959593496","0.109958108743692","0.132001083126228"
"Keine Sorgen","2016","5 Einkommensstärkstes Quintil","weiblich","206","0.0557444379661181","0.0480920787534038","0.0633967971788324"
"Einige Sorgen","2017","1 Einkommensschwächstes Quintil","männlich","970","0.411525111217775","0.394890549040552","0.428159673394997"
"Einige Sorgen","2017","1 Einkommensschwächstes Quintil","weiblich","969","0.427923061695666","0.410962091258128","0.444884032133204"
"Einige Sorgen","2017","2","männlich","845","0.461914274416325","0.439134699961067","0.484693848871583"
"Einige Sorgen","2017","2","weiblich","1038","0.441284941340438","0.421260385745998","0.461309496934878"
"Einige Sorgen","2017","3","männlich","969","0.502877661066206","0.481111390260209","0.524643931872203"
"Einige Sorgen","2017","3","weiblich","1142","0.435957997548531","0.416453364744061","0.455462630353002"
"Einige Sorgen","2017","4","männlich","1482","0.491924554295614","0.474109023947456","0.509740084643773"
"Einige Sorgen","2017","4","weiblich","1671","0.45974779522968","0.443267419162218","0.476228171297142"
"Einige Sorgen","2017","5 Einkommensstärkstes Quintil","männlich","2096","0.485618474019095","0.470456276502083","0.500780671536107"
"Einige Sorgen","2017","5 Einkommensstärkstes Quintil","weiblich","1996","0.456311848472197","0.441312378170041","0.471311318774352"
"Grosse Sorgen","2017","1 Einkommensschwächstes Quintil","männlich","611","0.360075956162806","0.343849992021367","0.376301920304244"
"Grosse Sorgen","2017","1 Einkommensschwächstes Quintil","weiblich","829","0.414920253732624","0.398030221424163","0.431810286041085"
"Grosse Sorgen","2017","2","männlich","597","0.367434995112918","0.345406642540053","0.389463347685782"
"Grosse Sorgen","2017","2","weiblich","973","0.424759129274827","0.404824673995699","0.444693584553955"
"Grosse Sorgen","2017","3","männlich","706","0.345251348360431","0.324553451679302","0.36594924504156"
"Grosse Sorgen","2017","3","weiblich","1066","0.451573050685164","0.431998890729089","0.471147210641239"
"Grosse Sorgen","2017","4","männlich","1118","0.371632122726609","0.354411493654918","0.3888527517983"
"Grosse Sorgen","2017","4","weiblich","1573","0.462503686674523","0.446016203685633","0.478991169663414"
"Grosse Sorgen","2017","5 Einkommensstärkstes Quintil","männlich","1625","0.401697089477753","0.386824665113552","0.416569513841953"
"Grosse Sorgen","2017","5 Einkommensstärkstes Quintil","weiblich","1975","0.478517399880579","0.463474246155643","0.493560553605515"
"Keine Sorgen","2017","1 Einkommensschwächstes Quintil","männlich","1781","0.22839893261942","0.214208596538018","0.242589268700822"
"Keine Sorgen","2017","1 Einkommensschwächstes Quintil","weiblich","1471","0.15715668457171","0.144680537570306","0.169632831573114"
"Keine Sorgen","2017","2","männlich","398","0.170650730470757","0.153461280173881","0.187840180767633"
"Keine Sorgen","2017","2","weiblich","351","0.133955929384735","0.120219966406491","0.147691892362979"
"Keine Sorgen","2017","3","männlich","352","0.151870990573363","0.136247085611639","0.167494895535087"
"Keine Sorgen","2017","3","weiblich","275","0.112468951766305","0.100041907871334","0.124895995661275"
"Keine Sorgen","2017","4","männlich","425","0.136443322977777","0.12421105551055","0.148675590445004"
"Keine Sorgen","2017","4","weiblich","269","0.0777485180957968","0.0688936976943167","0.0866033384972769"
"Keine Sorgen","2017","5 Einkommensstärkstes Quintil","männlich","453","0.112684436503152","0.10309169179268","0.122277181213625"
"Keine Sorgen","2017","5 Einkommensstärkstes Quintil","weiblich","265","0.0651707516472245","0.0577377774325718","0.0726037258618771"
"Einige Sorgen","2018","1 Einkommensschwächstes Quintil","männlich","922","0.466589337918847","0.448416529073547","0.484762146764147"
"Einige Sorgen","2018","1 Einkommensschwächstes Quintil","weiblich","1018","0.446420222610384","0.428108036456902","0.464732408763866"
"Einige Sorgen","2018","2","männlich","751","0.46063569581242","0.436899490862931","0.484371900761908"
"Einige Sorgen","2018","2","weiblich","985","0.459041921814457","0.438051212206666","0.480032631422248"
"Einige Sorgen","2018","3","männlich","977","0.54111153087143","0.518851298635806","0.563371763107054"
"Einige Sorgen","2018","3","weiblich","1178","0.524798577674876","0.504530199049538","0.545066956300214"
"Einige Sorgen","2018","4","männlich","1646","0.528772618452308","0.511045714995818","0.546499521908797"
"Einige Sorgen","2018","4","weiblich","1882","0.52238064281566","0.505997860390912","0.538763425240407"
"Einige Sorgen","2018","5 Einkommensstärkstes Quintil","männlich","2367","0.563200636263776","0.54826787294208","0.578133399585471"
"Einige Sorgen","2018","5 Einkommensstärkstes Quintil","weiblich","2430","0.542353572905434","0.527533187797841","0.557173958013027"
"Grosse Sorgen","2018","1 Einkommensschwächstes Quintil","männlich","532","0.275480391783347","0.259206395039307","0.291754388527387"
"Grosse Sorgen","2018","1 Einkommensschwächstes Quintil","weiblich","725","0.386081028082605","0.368147203636494","0.404014852528717"
"Grosse Sorgen","2018","2","männlich","476","0.339407020467669","0.316858462363491","0.361955578571847"
"Grosse Sorgen","2018","2","weiblich","748","0.356502969074861","0.336327483777272","0.37667845437245"
"Grosse Sorgen","2018","3","männlich","547","0.293354722801959","0.273015704051813","0.313693741552104"
"Grosse Sorgen","2018","3","weiblich","842","0.368091490257718","0.348517074492714","0.387665906022722"
"Grosse Sorgen","2018","4","männlich","877","0.290688748953082","0.274563156585093","0.306814341321071"
"Grosse Sorgen","2018","4","weiblich","1301","0.371397357848675","0.355549861080147","0.387244854617203"
"Grosse Sorgen","2018","5 Einkommensstärkstes Quintil","männlich","1299","0.296096286416803","0.282351413672114","0.309841159161493"
"Grosse Sorgen","2018","5 Einkommensstärkstes Quintil","weiblich","1559","0.379676172513247","0.365239433640256","0.394112911386238"
"Keine Sorgen","2018","1 Einkommensschwächstes Quintil","männlich","1441","0.257930270297806","0.241993609766346","0.273866930829266"
"Keine Sorgen","2018","1 Einkommensschwächstes Quintil","weiblich","1088","0.167498749307011","0.153743249094495","0.181254249519526"
"Keine Sorgen","2018","2","männlich","467","0.199957283719911","0.18091072192271","0.219003845517112"
"Keine Sorgen","2018","2","weiblich","432","0.184455109110682","0.16811750301638","0.200792715204985"
"Keine Sorgen","2018","3","männlich","401","0.165533746326612","0.1489309826874","0.182136509965824"
"Keine Sorgen","2018","3","weiblich","312","0.107109932067406","0.0945583726601649","0.119661491474647"
"Keine Sorgen","2018","4","männlich","523","0.18053863259461","0.166879206335265","0.194198058853955"
"Keine Sorgen","2018","4","weiblich","388","0.106221999335665","0.0961160938531818","0.116327904818149"
"Keine Sorgen","2018","5 Einkommensstärkstes Quintil","männlich","572","0.140703077319421","0.130234418620681","0.15117173601816"
"Keine Sorgen","2018","5 Einkommensstärkstes Quintil","weiblich","352","0.0779702545813188","0.0699941628473284","0.0859463463153092"
"Einige Sorgen","2019","1 Einkommensschwächstes Quintil","männlich","705","0.399410488787152","0.37977883405379","0.419042143520515"
"Einige Sorgen","2019","1 Einkommensschwächstes Quintil","weiblich","807","0.473279502053222","0.453054138271755","0.49350486583469"
"Einige Sorgen","2019","2","männlich","686","0.47656448136217","0.45212239135169","0.501006571372651"
"Einige Sorgen","2019","2","weiblich","881","0.455020454537678","0.43288412956383","0.477156779511527"
"Einige Sorgen","2019","3","männlich","824","0.492594877861489","0.469251295306014","0.515938460416964"
"Einige Sorgen","2019","3","weiblich","1007","0.520733882865362","0.499039422174306","0.542428343556417"
"Einige Sorgen","2019","4","männlich","1519","0.512500299827053","0.494578070388591","0.530422529265515"
"Einige Sorgen","2019","4","weiblich","1709","0.507265666396534","0.49036115591332","0.524170176879749"
"Einige Sorgen","2019","5 Einkommensstärkstes Quintil","männlich","2785","0.522006662634882","0.508760763751455","0.535252561518309"
"Einige Sorgen","2019","5 Einkommensstärkstes Quintil","weiblich","2463","0.501527554192908","0.487823921586079","0.515231186799737"
"Grosse Sorgen","2019","1 Einkommensschwächstes Quintil","männlich","446","0.339568015544998","0.320586287793416","0.35854974329658"
"Grosse Sorgen","2019","1 Einkommensschwächstes Quintil","weiblich","578","0.363388008631837","0.343904369031283","0.382871648232391"
"Grosse Sorgen","2019","2","männlich","408","0.307345216114904","0.284765547859871","0.329924884369938"
"Grosse Sorgen","2019","2","weiblich","682","0.395679229302954","0.37394194187765","0.417416516728257"
"Grosse Sorgen","2019","3","männlich","535","0.314928375258352","0.293240399200912","0.336616351315793"
"Grosse Sorgen","2019","3","weiblich","773","0.372399432216906","0.351405260479886","0.393393603953927"
"Grosse Sorgen","2019","4","männlich","994","0.325391862037293","0.308592726812519","0.342190997262068"
"Grosse Sorgen","2019","4","weiblich","1360","0.405754934515842","0.389151682902995","0.422358186128688"
"Grosse Sorgen","2019","5 Einkommensstärkstes Quintil","männlich","2071","0.351498532169051","0.338838065029443","0.364158999308658"
"Grosse Sorgen","2019","5 Einkommensstärkstes Quintil","weiblich","2293","0.422591058915003","0.409052587463022","0.436129530366983"
"Keine Sorgen","2019","1 Einkommensschwächstes Quintil","männlich","1240","0.26102149566785","0.243417455828617","0.278625535507083"
"Keine Sorgen","2019","1 Einkommensschwächstes Quintil","weiblich","956","0.16333248931494","0.148357720471811","0.17830725815807"
"Keine Sorgen","2019","2","männlich","510","0.216090302522925","0.195948581968268","0.236232023077583"
"Keine Sorgen","2019","2","weiblich","381","0.149300316159368","0.133458007878469","0.165142624440267"
"Keine Sorgen","2019","3","männlich","403","0.192476746880159","0.174068527033622","0.210884966726695"
"Keine Sorgen","2019","3","weiblich","257","0.106866684917732","0.0934504118226127","0.120282958012851"
"Keine Sorgen","2019","4","männlich","475","0.162107838135654","0.148893242893896","0.175322433377411"
"Keine Sorgen","2019","4","weiblich","291","0.0869793990876239","0.0774508463453934","0.0965079518298543"
"Keine Sorgen","2019","5 Einkommensstärkstes Quintil","männlich","607","0.126494805196068","0.11768022604086","0.135309384351275"
"Keine Sorgen","2019","5 Einkommensstärkstes Quintil","weiblich","358","0.0758813868920896","0.0686236834582478","0.0831390903259314"
"Einige Sorgen","2020","1 Einkommensschwächstes Quintil","männlich","731","0.388694986175501","0.368664530060553","0.40872544229045"
"Einige Sorgen","2020","1 Einkommensschwächstes Quintil","weiblich","769","0.46445370780164","0.443208675899546","0.485698739703733"
"Einige Sorgen","2020","2","männlich","731","0.451066010079423","0.428808448207145","0.473323571951701"
"Einige Sorgen","2020","2","weiblich","906","0.489420310652634","0.467418445658637","0.511422175646632"
"Einige Sorgen","2020","3","männlich","786","0.487098526326989","0.463579262018134","0.510617790635844"
"Einige Sorgen","2020","3","weiblich","937","0.498261651319288","0.475636106092228","0.520887196546349"
"Einige Sorgen","2020","4","männlich","1605","0.526588035347689","0.509165814376283","0.544010256319096"
"Einige Sorgen","2020","4","weiblich","1758","0.534419698076997","0.517750780573662","0.551088615580333"
"Einige Sorgen","2020","5 Einkommensstärkstes Quintil","männlich","2825","0.512456966740456","0.499225324381374","0.525688609099538"
"Einige Sorgen","2020","5 Einkommensstärkstes Quintil","weiblich","2680","0.493617495507017","0.480194178421925","0.50704081259211"
"Grosse Sorgen","2020","1 Einkommensschwächstes Quintil","männlich","370","0.338427153403321","0.3189834571956","0.357870849611042"
"Grosse Sorgen","2020","1 Einkommensschwächstes Quintil","weiblich","496","0.35743529954516","0.337020514378646","0.377850084711673"
"Grosse Sorgen","2020","2","männlich","395","0.316752112643623","0.295943343814956","0.337560881472289"
"Grosse Sorgen","2020","2","weiblich","565","0.364593301614507","0.343408862448392","0.385777740780621"
"Grosse Sorgen","2020","3","männlich","445","0.327895428695794","0.305806001354949","0.34998485603664"
"Grosse Sorgen","2020","3","weiblich","607","0.381938792090669","0.359952889357447","0.40392469482389"
"Grosse Sorgen","2020","4","männlich","910","0.300085136705357","0.284093487298114","0.3160767861126"
"Grosse Sorgen","2020","4","weiblich","1261","0.373721960928011","0.357555060230272","0.389888861625751"
"Grosse Sorgen","2020","5 Einkommensstärkstes Quintil","männlich","1873","0.353252437444148","0.340599581622382","0.365905293265914"
"Grosse Sorgen","2020","5 Einkommensstärkstes Quintil","weiblich","2181","0.417836835714294","0.404594915887994","0.431078755540594"
"Keine Sorgen","2020","1 Einkommensschwächstes Quintil","männlich","1174","0.272877860421178","0.25457389337209","0.291181827470265"
"Keine Sorgen","2020","1 Einkommensschwächstes Quintil","weiblich","852","0.1781109926532","0.161812793887107","0.194409191419294"
"Keine Sorgen","2020","2","männlich","794","0.232181877276954","0.21329584119503","0.251067913358879"
"Keine Sorgen","2020","2","weiblich","512","0.145986387732859","0.130445518299783","0.161527257165935"
"Keine Sorgen","2020","3","männlich","504","0.185006044977217","0.166734784681231","0.203277305273202"
"Keine Sorgen","2020","3","weiblich","332","0.119799556590043","0.105105217049837","0.134493896130249"
"Keine Sorgen","2020","4","männlich","640","0.173326827946953","0.160118488374988","0.186535167518918"
"Keine Sorgen","2020","4","weiblich","421","0.0918583409949915","0.0822066153640261","0.101510066625957"
"Keine Sorgen","2020","5 Einkommensstärkstes Quintil","männlich","784","0.134290595815396","0.125264759705165","0.143316431925628"
"Keine Sorgen","2020","5 Einkommensstärkstes Quintil","weiblich","468","0.0885456687786885","0.0809182718314043","0.0961730657259727"
