,Unnamed: 0,year,age_gr,pgisced97,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
529,529,2003,46-65 y.,Primary Level,Not concerned at all,0.43387,33,21440,0.32256,0.55833
530,530,2003,46-65 y.,Lower Secondary Level,Very concerned,0.24105,158,21440,0.21413,0.26844
531,531,2003,46-65 y.,Lower Secondary Level,Somewhat concerned,0.53565,362,21440,0.50331,0.57117
532,532,2003,46-65 y.,Lower Secondary Level,Not concerned at all,0.2233,158,21440,0.19987,0.25492
533,533,2003,46-65 y.,Upper Secondary Level,Very concerned,0.23209,884,21440,0.22034,0.24371
534,534,2003,46-65 y.,Upper Secondary Level,Somewhat concerned,0.55266,2149,21440,0.53477,0.57156
535,535,2003,46-65 y.,Upper Secondary Level,Not concerned at all,0.21526,827,21440,0.20366,0.2247
536,536,2003,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.26388,61,21440,0.2168,0.31029
537,537,2003,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.54449,125,21440,0.47317,0.62488
538,538,2003,46-65 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.19163,48,21440,0.14898,0.23504
539,539,2003,46-65 y.,First Stage of Tertiary Education,Very concerned,0.29878,170,21440,0.26387,0.3396
540,540,2003,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.57775,374,21440,0.52271,0.62655
541,541,2003,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.12348,96,21440,0.10342,0.14757
542,542,2003,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.25642,483,21440,0.23389,0.27686
543,543,2003,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.58677,1194,21440,0.55619,0.61486
544,544,2003,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.15681,306,21440,0.14162,0.17714
545,545,2003,66 and older,Lower Secondary Level,Very concerned,0.18516,146,21440,0.16951,0.20238
546,546,2003,66 and older,Lower Secondary Level,Somewhat concerned,0.53511,403,21440,0.51082,0.56367
547,547,2003,66 and older,Lower Secondary Level,Not concerned at all,0.27973,217,21440,0.2602,0.30211
548,548,2003,66 and older,Upper Secondary Level,Very concerned,0.19907,375,21440,0.18671,0.20838
549,549,2003,66 and older,Upper Secondary Level,Somewhat concerned,0.51947,974,21440,0.50438,0.53738
550,550,2003,66 and older,Upper Secondary Level,Not concerned at all,0.28147,514,21440,0.2708,0.29303
551,551,2003,66 and older,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,49,21440,0.82355,1.15488
552,552,2003,66 and older,First Stage of Tertiary Education,Very concerned,0.19651,49,21440,0.16284,0.23154
553,553,2003,66 and older,First Stage of Tertiary Education,Somewhat concerned,0.55407,133,21440,0.50526,0.61379
554,554,2003,66 and older,First Stage of Tertiary Education,Not concerned at all,0.24942,63,21440,0.21617,0.27748
555,555,2003,66 and older,Second Stage of Tertiary Education,Very concerned,0.24498,135,21440,0.21839,0.27163
556,556,2003,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.53102,311,21440,0.48479,0.57774
557,557,2003,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.224,126,21440,0.19819,0.25513
558,558,2004,17-29 y.,Pre-primary Level,Very concerned,0.26959,181,20864,0.23484,0.31184
559,559,2004,17-29 y.,Pre-primary Level,Somewhat concerned,0.4762,309,20864,0.42999,0.53026
560,560,2004,17-29 y.,Pre-primary Level,Not concerned at all,0.25421,143,20864,0.2239,0.29116
561,561,2004,17-29 y.,Lower Secondary Level,Very concerned,0.24884,193,20864,0.21563,0.28011
562,562,2004,17-29 y.,Lower Secondary Level,Somewhat concerned,0.42984,353,20864,0.39441,0.46725
563,563,2004,17-29 y.,Lower Secondary Level,Not concerned at all,0.32132,216,20864,0.29118,0.3516
564,564,2004,17-29 y.,Upper Secondary Level,Very concerned,0.2179,371,20864,0.1966,0.2404
565,565,2004,17-29 y.,Upper Secondary Level,Somewhat concerned,0.53912,910,20864,0.50651,0.57608
566,566,2004,17-29 y.,Upper Secondary Level,Not concerned at all,0.24297,415,20864,0.22029,0.26314
567,567,2004,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.2013,56,20864,0.15144,0.24912
568,568,2004,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.66502,170,20864,0.57456,0.76603
569,569,2004,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.13368,46,20864,0.09838,0.17584
570,570,2004,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,1.0,44,20864,0.71311,1.30917
571,571,2004,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.2481,38,20864,0.17479,0.3255
572,572,2004,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.51268,115,20864,0.42696,0.60012
573,573,2004,17-29 y.,Second Stage of Tertiary Education,Not concerned at all,0.23922,45,20864,0.18134,0.29997
574,574,2004,30-45 y.,Primary Level,Somewhat concerned,1.0,31,20864,0.73923,1.25777
575,575,2004,30-45 y.,Lower Secondary Level,Very concerned,0.28212,106,20864,0.22984,0.33159
576,576,2004,30-45 y.,Lower Secondary Level,Somewhat concerned,0.48458,204,20864,0.43407,0.54479
577,577,2004,30-45 y.,Lower Secondary Level,Not concerned at all,0.2333,105,20864,0.20022,0.27211
578,578,2004,30-45 y.,Upper Secondary Level,Very concerned,0.24917,818,20864,0.23511,0.26205
579,579,2004,30-45 y.,Upper Secondary Level,Somewhat concerned,0.55355,1855,20864,0.53307,0.57199
580,580,2004,30-45 y.,Upper Secondary Level,Not concerned at all,0.19727,654,20864,0.18534,0.20809
581,581,2004,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.27801,135,20864,0.24326,0.31408
582,582,2004,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.55999,300,20864,0.50156,0.60974
583,583,2004,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.162,88,20864,0.13187,0.19131
584,584,2004,30-45 y.,First Stage of Tertiary Education,Very concerned,0.26759,166,20864,0.23108,0.30235
585,585,2004,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.53653,357,20864,0.48576,0.58157
586,586,2004,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.19588,135,20864,0.16796,0.22483
587,587,2004,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.23317,326,20864,0.21148,0.2563
588,588,2004,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.61734,918,20864,0.57869,0.65465
589,589,2004,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.1495,232,20864,0.12886,0.16705
590,590,2004,46-65 y.,Primary Level,Somewhat concerned,1.0,43,20864,0.79185,1.25762
591,591,2004,46-65 y.,Lower Secondary Level,Very concerned,0.23049,125,20864,0.20285,0.2628
592,592,2004,46-65 y.,Lower Secondary Level,Somewhat concerned,0.49158,327,20864,0.44437,0.53215
593,593,2004,46-65 y.,Lower Secondary Level,Not concerned at all,0.27793,155,20864,0.24623,0.30533
594,594,2004,46-65 y.,Upper Secondary Level,Very concerned,0.24243,882,20864,0.22979,0.25485
595,595,2004,46-65 y.,Upper Secondary Level,Somewhat concerned,0.53588,2041,20864,0.51836,0.55127
596,596,2004,46-65 y.,Upper Secondary Level,Not concerned at all,0.22169,815,20864,0.21162,0.2315
597,597,2004,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.27468,70,20864,0.21757,0.33045
598,598,2004,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.53942,139,20864,0.47733,0.61008
599,599,2004,46-65 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.1859,42,20864,0.145,0.2351
600,600,2004,46-65 y.,First Stage of Tertiary Education,Very concerned,0.278,162,20864,0.24504,0.31379
601,601,2004,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.55174,350,20864,0.49598,0.60668
602,602,2004,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.17026,115,20864,0.14686,0.20007
603,603,2004,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.25193,486,20864,0.2282,0.27345
604,604,2004,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.58051,1167,20864,0.54429,0.61063
605,605,2004,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.16756,330,20864,0.15044,0.18494
606,606,2004,66 and older,Lower Secondary Level,Very concerned,0.1588,122,20864,0.14374,0.17614
607,607,2004,66 and older,Lower Secondary Level,Somewhat concerned,0.52834,380,20864,0.50116,0.55965
608,608,2004,66 and older,Lower Secondary Level,Not concerned at all,0.31286,240,20864,0.29242,0.33343
609,609,2004,66 and older,Upper Secondary Level,Very concerned,0.19687,389,20864,0.18721,0.20688
610,610,2004,66 and older,Upper Secondary Level,Somewhat concerned,0.52982,1021,20864,0.50975,0.54848
611,611,2004,66 and older,Upper Secondary Level,Not concerned at all,0.27332,516,20864,0.26186,0.28516
612,612,2004,66 and older,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,42,20864,0.83251,1.19709
613,613,2004,66 and older,First Stage of Tertiary Education,Very concerned,0.20507,53,20864,0.17521,0.23414
614,614,2004,66 and older,First Stage of Tertiary Education,Somewhat concerned,0.63545,152,20864,0.57106,0.69584
615,615,2004,66 and older,First Stage of Tertiary Education,Not concerned at all,0.15948,47,20864,0.14043,0.18321
616,616,2004,66 and older,Second Stage of Tertiary Education,Very concerned,0.26714,152,20864,0.24227,0.30115
617,617,2004,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.52024,331,20864,0.47084,0.56274
618,618,2004,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.21262,135,20864,0.17759,0.24621
619,619,2005,17-29 y.,Pre-primary Level,Very concerned,0.33621,219,19980,0.28886,0.38064
620,620,2005,17-29 y.,Pre-primary Level,Somewhat concerned,0.43227,282,19980,0.38946,0.46963
621,621,2005,17-29 y.,Pre-primary Level,Not concerned at all,0.23152,144,19980,0.19714,0.26603
622,622,2005,17-29 y.,Lower Secondary Level,Very concerned,0.34062,213,19980,0.30158,0.38905
623,623,2005,17-29 y.,Lower Secondary Level,Somewhat concerned,0.44473,322,19980,0.40682,0.47967
624,624,2005,17-29 y.,Lower Secondary Level,Not concerned at all,0.21465,160,19980,0.19214,0.24238
625,625,2005,17-29 y.,Upper Secondary Level,Very concerned,0.29201,439,19980,0.26473,0.31932
626,626,2005,17-29 y.,Upper Secondary Level,Somewhat concerned,0.49925,833,19980,0.46994,0.53289
627,627,2005,17-29 y.,Upper Secondary Level,Not concerned at all,0.20874,319,19980,0.19119,0.23042
628,628,2005,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.25566,67,19980,0.19409,0.32772
629,629,2005,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.59539,165,19980,0.51291,0.68863
630,630,2005,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.14895,48,19980,0.11221,0.19405
631,631,2005,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.36282,63,19980,0.26037,0.46379
632,632,2005,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.63718,115,19980,0.53356,0.76912
633,633,2005,30-45 y.,Primary Level,Somewhat concerned,1.0,32,19980,0.70893,1.34623
634,634,2005,30-45 y.,Lower Secondary Level,Very concerned,0.34884,130,19980,0.30789,0.39718
635,635,2005,30-45 y.,Lower Secondary Level,Somewhat concerned,0.41071,173,19980,0.35785,0.47311
636,636,2005,30-45 y.,Lower Secondary Level,Not concerned at all,0.24046,101,19980,0.20146,0.27898
637,637,2005,30-45 y.,Upper Secondary Level,Very concerned,0.31354,927,19980,0.3008,0.32917
638,638,2005,30-45 y.,Upper Secondary Level,Somewhat concerned,0.50974,1615,19980,0.48963,0.53207
639,639,2005,30-45 y.,Upper Secondary Level,Not concerned at all,0.17672,534,19980,0.16556,0.1866
640,640,2005,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.34768,180,19980,0.31733,0.39017
641,641,2005,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.51717,241,19980,0.4637,0.56787
642,642,2005,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.13515,74,19980,0.11102,0.16109
643,643,2005,30-45 y.,First Stage of Tertiary Education,Very concerned,0.30707,176,19980,0.27389,0.34927
644,644,2005,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.53913,340,19980,0.49885,0.58972
645,645,2005,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.1538,101,19980,0.12664,0.18409
646,646,2005,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.30263,401,19980,0.27661,0.32608
647,647,2005,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.55376,794,19980,0.51483,0.59528
648,648,2005,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.14361,182,19980,0.12079,0.1634
649,649,2005,46-65 y.,Primary Level,Very concerned,0.49014,33,19980,0.36865,0.62655
650,650,2005,46-65 y.,Primary Level,Somewhat concerned,0.50986,35,19980,0.3901,0.64447
651,651,2005,46-65 y.,Lower Secondary Level,Very concerned,0.30852,153,19980,0.27259,0.34118
652,652,2005,46-65 y.,Lower Secondary Level,Somewhat concerned,0.50397,285,19980,0.45713,0.54932
653,653,2005,46-65 y.,Lower Secondary Level,Not concerned at all,0.18752,104,19980,0.16112,0.21402
654,654,2005,46-65 y.,Upper Secondary Level,Very concerned,0.33335,1128,19980,0.32114,0.34637
655,655,2005,46-65 y.,Upper Secondary Level,Somewhat concerned,0.50209,1856,19980,0.4867,0.52192
656,656,2005,46-65 y.,Upper Secondary Level,Not concerned at all,0.16456,583,19980,0.15503,0.17275
657,657,2005,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.29864,63,19980,0.23735,0.3706
658,658,2005,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.55078,142,19980,0.472,0.63518
659,659,2005,46-65 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.15058,42,19980,0.11114,0.19493
660,660,2005,46-65 y.,First Stage of Tertiary Education,Very concerned,0.3016,195,19980,0.26249,0.34704
661,661,2005,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.56752,332,19980,0.52037,0.62771
662,662,2005,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.13088,87,19980,0.10724,0.15412
663,663,2005,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.35849,653,19980,0.33203,0.38726
664,664,2005,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.51672,1013,19980,0.48724,0.54818
665,665,2005,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.12479,236,19980,0.1076,0.14301
666,666,2005,66 and older,Lower Secondary Level,Very concerned,0.23067,168,19980,0.21143,0.24996
667,667,2005,66 and older,Lower Secondary Level,Somewhat concerned,0.47787,339,19980,0.44858,0.50902
668,668,2005,66 and older,Lower Secondary Level,Not concerned at all,0.29146,208,19980,0.27171,0.31673
669,669,2005,66 and older,Upper Secondary Level,Very concerned,0.25693,511,19980,0.24481,0.26931
670,670,2005,66 and older,Upper Secondary Level,Somewhat concerned,0.50608,988,19980,0.48931,0.52512
671,671,2005,66 and older,Upper Secondary Level,Not concerned at all,0.23699,439,19980,0.2242,0.24746
672,672,2005,66 and older,Post-secondary Non-tertiary Level,Very concerned,0.3913,33,19980,0.30696,0.48218
673,673,2005,66 and older,Post-secondary Non-tertiary Level,Somewhat concerned,0.6087,53,19980,0.51176,0.72458
674,674,2005,66 and older,First Stage of Tertiary Education,Very concerned,0.2615,72,19980,0.22893,0.30645
675,675,2005,66 and older,First Stage of Tertiary Education,Somewhat concerned,0.62345,142,19980,0.56325,0.6872
676,676,2005,66 and older,First Stage of Tertiary Education,Not concerned at all,0.11505,37,19980,0.0931,0.13159
677,677,2005,66 and older,Second Stage of Tertiary Education,Very concerned,0.27437,186,19980,0.24397,0.29845
678,678,2005,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.53351,350,19980,0.49036,0.57968
679,679,2005,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.19212,124,19980,0.16623,0.22232
680,680,2006,17-29 y.,Pre-primary Level,Very concerned,0.36165,122,21181,0.30711,0.42712
681,681,2006,17-29 y.,Pre-primary Level,Somewhat concerned,0.43259,182,21181,0.36455,0.50132
682,682,2006,17-29 y.,Pre-primary Level,Not concerned at all,0.20576,84,21181,0.16376,0.2498
683,683,2006,17-29 y.,Lower Secondary Level,Very concerned,0.30016,182,21181,0.26475,0.33647
684,684,2006,17-29 y.,Lower Secondary Level,Somewhat concerned,0.43995,310,21181,0.40656,0.48399
685,685,2006,17-29 y.,Lower Secondary Level,Not concerned at all,0.25989,173,21181,0.22731,0.29774
686,686,2006,17-29 y.,Upper Secondary Level,Very concerned,0.26342,407,21181,0.23912,0.28567
687,687,2006,17-29 y.,Upper Secondary Level,Somewhat concerned,0.53351,923,21181,0.50486,0.56426
688,688,2006,17-29 y.,Upper Secondary Level,Not concerned at all,0.20307,335,21181,0.18219,0.22176
689,689,2006,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.20749,61,21181,0.16587,0.25408
690,690,2006,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.61297,175,21181,0.53314,0.68306
691,691,2006,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.17953,50,21181,0.13492,0.22878
692,692,2006,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,1.0,40,21181,0.76431,1.25682
693,693,2006,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.24551,56,21181,0.18088,0.33219
694,694,2006,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.57218,142,21181,0.47123,0.6706
695,695,2006,17-29 y.,Second Stage of Tertiary Education,Not concerned at all,0.18231,47,21181,0.13753,0.22817
696,696,2006,30-45 y.,Lower Secondary Level,Very concerned,0.36042,132,21181,0.31258,0.40569
697,697,2006,30-45 y.,Lower Secondary Level,Somewhat concerned,0.39201,168,21181,0.34656,0.43724
698,698,2006,30-45 y.,Lower Secondary Level,Not concerned at all,0.24757,86,21181,0.2032,0.28844
699,699,2006,30-45 y.,Upper Secondary Level,Very concerned,0.30593,940,21181,0.28865,0.32307
700,700,2006,30-45 y.,Upper Secondary Level,Somewhat concerned,0.53238,1687,21181,0.50779,0.55035
701,701,2006,30-45 y.,Upper Secondary Level,Not concerned at all,0.16169,528,21181,0.15124,0.17317
702,702,2006,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.28608,159,21181,0.24911,0.32431
703,703,2006,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.55011,308,21181,0.5044,0.5935
704,704,2006,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.1638,88,21181,0.13335,0.19492
705,705,2006,30-45 y.,First Stage of Tertiary Education,Very concerned,0.31545,183,21181,0.28155,0.3527
706,706,2006,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.52016,338,21181,0.48051,0.57023
707,707,2006,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.16439,104,21181,0.14078,0.19033
708,708,2006,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.26,365,21181,0.24025,0.2796
709,709,2006,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.57122,850,21181,0.5412,0.60488
710,710,2006,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.16878,221,21181,0.15029,0.18667
711,711,2006,46-65 y.,Primary Level,Somewhat concerned,1.0,36,21181,0.79886,1.26054
712,712,2006,46-65 y.,Lower Secondary Level,Very concerned,0.28892,148,21181,0.25873,0.31723
713,713,2006,46-65 y.,Lower Secondary Level,Somewhat concerned,0.51808,307,21181,0.48034,0.56506
714,714,2006,46-65 y.,Lower Secondary Level,Not concerned at all,0.193,109,21181,0.16659,0.21773
715,715,2006,46-65 y.,Upper Secondary Level,Very concerned,0.31493,1201,21181,0.30167,0.33129
716,716,2006,46-65 y.,Upper Secondary Level,Somewhat concerned,0.51073,2028,21181,0.49283,0.52779
717,717,2006,46-65 y.,Upper Secondary Level,Not concerned at all,0.17434,659,21181,0.16255,0.18549
718,718,2006,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.32935,76,21181,0.26924,0.39657
719,719,2006,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.47347,135,21181,0.40212,0.52807
720,720,2006,46-65 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.19718,43,21181,0.14789,0.2433
721,721,2006,46-65 y.,First Stage of Tertiary Education,Very concerned,0.34283,202,21181,0.30297,0.383
722,722,2006,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.51454,346,21181,0.46137,0.57011
723,723,2006,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.14264,95,21181,0.11413,0.17173
724,724,2006,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.28646,588,21181,0.26011,0.3083
725,725,2006,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.55543,1173,21181,0.52389,0.58203
726,726,2006,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.15811,317,21181,0.14194,0.17792
727,727,2006,66 and older,Lower Secondary Level,Very concerned,0.20914,175,21181,0.19397,0.22923
728,728,2006,66 and older,Lower Secondary Level,Somewhat concerned,0.50649,412,21181,0.47817,0.53444
729,729,2006,66 and older,Lower Secondary Level,Not concerned at all,0.28438,226,21181,0.26515,0.30901
730,730,2006,66 and older,Upper Secondary Level,Very concerned,0.24183,550,21181,0.22868,0.25501
731,731,2006,66 and older,Upper Secondary Level,Somewhat concerned,0.53621,1231,21181,0.51961,0.55498
732,732,2006,66 and older,Upper Secondary Level,Not concerned at all,0.22197,495,21181,0.21075,0.23343
733,733,2006,66 and older,Post-secondary Non-tertiary Level,Very concerned,0.41793,34,21181,0.33219,0.5053
734,734,2006,66 and older,Post-secondary Non-tertiary Level,Somewhat concerned,0.58207,52,21181,0.44968,0.71608
735,735,2006,66 and older,First Stage of Tertiary Education,Very concerned,0.25754,78,21181,0.21977,0.3007
736,736,2006,66 and older,First Stage of Tertiary Education,Somewhat concerned,0.60336,172,21181,0.54302,0.6583
737,737,2006,66 and older,First Stage of Tertiary Education,Not concerned at all,0.13909,52,21181,0.12097,0.16729
738,738,2006,66 and older,Second Stage of Tertiary Education,Very concerned,0.30384,222,21181,0.27665,0.33625
739,739,2006,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.50539,428,21181,0.46717,0.54529
740,740,2006,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.19077,145,21181,0.16941,0.21852
741,741,2007,17-29 y.,Pre-primary Level,Very concerned,0.26144,98,19764,0.21179,0.31298
742,742,2007,17-29 y.,Pre-primary Level,Somewhat concerned,0.53378,168,19764,0.44954,0.61457
743,743,2007,17-29 y.,Pre-primary Level,Not concerned at all,0.20478,73,19764,0.16667,0.25358
744,744,2007,17-29 y.,Lower Secondary Level,Very concerned,0.30393,177,19764,0.26567,0.34974
745,745,2007,17-29 y.,Lower Secondary Level,Somewhat concerned,0.42427,263,19764,0.38218,0.46914
746,746,2007,17-29 y.,Lower Secondary Level,Not concerned at all,0.2718,156,19764,0.24003,0.31454
747,747,2007,17-29 y.,Upper Secondary Level,Very concerned,0.26691,387,19764,0.24485,0.29129
748,748,2007,17-29 y.,Upper Secondary Level,Somewhat concerned,0.50793,805,19764,0.47583,0.53583
749,749,2007,17-29 y.,Upper Secondary Level,Not concerned at all,0.22517,361,19764,0.20192,0.24533
750,750,2007,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.28144,70,19764,0.2276,0.34859
751,751,2007,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.56662,149,19764,0.4708,0.6607
752,752,2007,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.15194,39,19764,0.11185,0.18703
753,753,2007,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,1.0,36,19764,0.68246,1.3431
754,754,2007,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.18584,53,19764,0.14188,0.23011
755,755,2007,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.66165,133,19764,0.54103,0.77247
756,756,2007,17-29 y.,Second Stage of Tertiary Education,Not concerned at all,0.15251,35,19764,0.10017,0.21137
757,757,2007,30-45 y.,Lower Secondary Level,Very concerned,0.33093,99,19764,0.27927,0.38603
758,758,2007,30-45 y.,Lower Secondary Level,Somewhat concerned,0.41053,151,19764,0.35515,0.46151
759,759,2007,30-45 y.,Lower Secondary Level,Not concerned at all,0.25853,79,19764,0.21533,0.30641
760,760,2007,30-45 y.,Upper Secondary Level,Very concerned,0.2892,801,19764,0.27263,0.30651
761,761,2007,30-45 y.,Upper Secondary Level,Somewhat concerned,0.51741,1486,19764,0.49346,0.54162
762,762,2007,30-45 y.,Upper Secondary Level,Not concerned at all,0.1934,545,19764,0.1829,0.20664
763,763,2007,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.25819,134,19764,0.2168,0.29792
764,764,2007,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.59151,310,19764,0.54231,0.64859
765,765,2007,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.1503,84,19764,0.1271,0.17411
766,766,2007,30-45 y.,First Stage of Tertiary Education,Very concerned,0.28447,137,19764,0.24818,0.32507
767,767,2007,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.54975,312,19764,0.49028,0.60662
768,768,2007,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.16578,101,19764,0.14174,0.19663
769,769,2007,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.29563,380,19764,0.26563,0.32327
770,770,2007,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.57463,803,19764,0.53807,0.61254
771,771,2007,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.12974,185,19764,0.11434,0.1452
772,772,2007,46-65 y.,Primary Level,Somewhat concerned,1.0,35,19764,0.7733,1.23987
773,773,2007,46-65 y.,Lower Secondary Level,Very concerned,0.2844,139,19764,0.2448,0.3178
774,774,2007,46-65 y.,Lower Secondary Level,Somewhat concerned,0.54044,249,19764,0.49589,0.5867
775,775,2007,46-65 y.,Lower Secondary Level,Not concerned at all,0.17516,102,19764,0.15262,0.20098
776,776,2007,46-65 y.,Upper Secondary Level,Very concerned,0.28526,1005,19764,0.27225,0.30007
777,777,2007,46-65 y.,Upper Secondary Level,Somewhat concerned,0.53363,1955,19764,0.51424,0.55517
778,778,2007,46-65 y.,Upper Secondary Level,Not concerned at all,0.18111,640,19764,0.17005,0.19228
779,779,2007,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.27461,71,19764,0.21809,0.33657
780,780,2007,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.53088,148,19764,0.46248,0.60662
781,781,2007,46-65 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.19451,42,19764,0.14612,0.24278
782,782,2007,46-65 y.,First Stage of Tertiary Education,Very concerned,0.28312,164,19764,0.25288,0.31998
783,783,2007,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.59344,362,19764,0.533,0.63782
784,784,2007,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.12345,79,19764,0.09879,0.14775
785,785,2007,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.28287,566,19764,0.26208,0.30992
786,786,2007,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.56245,1128,19764,0.53064,0.59672
787,787,2007,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.15468,273,19764,0.1349,0.17685
788,788,2007,66 and older,Lower Secondary Level,Very concerned,0.22494,168,19764,0.20447,0.24392
789,789,2007,66 and older,Lower Secondary Level,Somewhat concerned,0.48065,359,19764,0.4568,0.51037
