year,hhtyp,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Couple with children,East,Inexpensive,0.27314,139,530,0.23517,0.31112
2013,Couple with children,East,Reasonable,0.44764,255,530,0.40527,0.49002
2013,Couple with children,East,Slightly Expensive,0.16050,90,530,0.12922,0.19178
2013,Other Combinations,West,Inexpensive,0.20110,52,191,0.14411,0.25810
2013,Other Combinations,West,Reasonable,0.47216,91,191,0.40117,0.54314
2013,Other Combinations,West,Slightly Expensive,0.19010,48,191,0.13431,0.24590
2014,Single-person household,West,Very Inexpensive,0.09293,180,1766,0.07939,0.10648
2014,Single-person household,West,Inexpensive,0.27860,506,1766,0.25769,0.29952
2014,Single-person household,West,Reasonable,0.46414,809,1766,0.44087,0.48740
2014,Single-person household,West,Slightly Expensive,0.14292,239,1766,0.12659,0.15925
2014,Single-person household,West,Too Expensive,0.02141,32,1766,0.01466,0.02816
2014,Single-person household,East,Very Inexpensive,0.07042,57,658,0.05086,0.08998
2014,Single-person household,East,Inexpensive,0.28553,177,658,0.25099,0.32007
2014,Single-person household,East,Reasonable,0.43107,302,658,0.39320,0.46894
2014,Single-person household,East,Slightly Expensive,0.18863,122,658,0.15872,0.21855
2014,Couple without children,West,Very Inexpensive,0.07191,110,1317,0.05796,0.08587
2014,Couple without children,West,Inexpensive,0.29553,405,1317,0.27087,0.32018
2014,Couple without children,West,Reasonable,0.45500,596,1317,0.42810,0.48191
2014,Couple without children,West,Slightly Expensive,0.16339,206,1317,0.14341,0.18336
2014,Couple without children,East,Very Inexpensive,0.09941,60,549,0.07436,0.12446
2014,Couple without children,East,Inexpensive,0.30090,156,549,0.26250,0.33930
2014,Couple without children,East,Reasonable,0.39043,242,549,0.34959,0.43128
2014,Couple without children,East,Slightly Expensive,0.18862,91,549,0.15586,0.22137
2014,Single parent,West,Very Inexpensive,0.07933,89,1032,0.06283,0.09583
2014,Single parent,West,Inexpensive,0.24216,256,1032,0.21601,0.26831
2014,Single parent,West,Reasonable,0.40955,414,1032,0.37953,0.43957
2014,Single parent,West,Slightly Expensive,0.22783,230,1032,0.20222,0.25343
2014,Single parent,West,Too Expensive,0.04113,43,1032,0.02901,0.05325
2014,Single parent,East,Inexpensive,0.21648,73,287,0.16875,0.26421
2014,Single parent,East,Reasonable,0.40093,131,287,0.34413,0.45773
2014,Single parent,East,Slightly Expensive,0.21344,83,287,0.16596,0.26093
2014,Couple with children,West,Very Inexpensive,0.08474,158,2084,0.07278,0.09670
2014,Couple with children,West,Inexpensive,0.23700,502,2084,0.21874,0.25526
2014,Couple with children,West,Reasonable,0.45656,959,2084,0.43517,0.47795
2014,Couple with children,West,Slightly Expensive,0.19405,390,2084,0.17707,0.21104
2014,Couple with children,West,Too Expensive,0.02765,75,2084,0.02061,0.03469
2014,Couple with children,East,Very Inexpensive,0.14726,54,469,0.11516,0.17937
2014,Couple with children,East,Inexpensive,0.28769,129,469,0.24668,0.32870
2014,Couple with children,East,Reasonable,0.36896,204,469,0.32524,0.41267
2014,Couple with children,East,Slightly Expensive,0.15448,82,469,0.12174,0.18723
2014,Other Combinations,West,Inexpensive,0.22745,33,137,0.15700,0.29790
2014,Other Combinations,West,Reasonable,0.50673,71,137,0.42271,0.59076
2014,Other Combinations,West,Slightly Expensive,0.15455,33,137,0.09380,0.21531
