"e11102","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","2019","direkter Migrationshintergrund","maennlich","1980","","",""
"erwerbstätig","2019","direkter Migrationshintergrund","weiblich","1484","","",""
"erwerbstätig","2019","indirekter Migrationshintergrund","maennlich","708","0.797642241576526","0.771610600558743","0.823673882594309"
"erwerbstätig","2019","indirekter Migrationshintergrund","weiblich","723","0.765959826846327","0.739585663280345","0.792333990412309"
"erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2020","kein Migrationshintergrund","maennlich","2876","","",""
"nicht erwerbstätig","2020","kein Migrationshintergrund","weiblich","3654","0.415915514199667","0.406246071172428","0.425584957226906"
"nicht erwerbstätig","2020","direkter Migrationshintergrund","maennlich","2022","","",""
"nicht erwerbstätig","2020","direkter Migrationshintergrund","weiblich","2119","","",""
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","maennlich","196","","",""
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","weiblich","278","","",""
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2020","kein Migrationshintergrund","maennlich","6140","0.672675149775358","0.662989398320428","0.682360901230288"
"erwerbstätig","2020","kein Migrationshintergrund","weiblich","6327","0.584084485800333","0.574415042773094","0.593753928827572"
"erwerbstätig","2020","direkter Migrationshintergrund","maennlich","3044","0.679066419125934","0.666211208211913","0.691921630039955"
"erwerbstätig","2020","direkter Migrationshintergrund","weiblich","2065","","",""
"erwerbstätig","2020","indirekter Migrationshintergrund","maennlich","631","0.785629360980921","0.757659723309354","0.813598998652487"
"erwerbstätig","2020","indirekter Migrationshintergrund","weiblich","654","0.689816003645928","0.660118738176415","0.71951326911544"
"erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
