"e11102","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"erwerbstätig","2015","direkter Migrationshintergrund","Westdeutschland","2828","0.574144811238355","0.561095798471939","0.587193824004771"
"erwerbstätig","2015","direkter Migrationshintergrund","Ostdeutschland","162","0.383269100800287","0.337208885430719","0.429329316169855"
"erwerbstätig","2015","indirekter Migrationshintergrund","Westdeutschland","1110","0.719962383105035","0.698523052176501","0.741401714033568"
"erwerbstätig","2015","indirekter Migrationshintergrund","Ostdeutschland","75","0.725990225265338","0.644473338439861","0.807507112090814"
"erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","kein Migrationshintergrund","Westdeutschland","4818","0.380939951991217","0.372771179018873","0.389108724963562"
"nicht erwerbstätig","2016","kein Migrationshintergrund","Ostdeutschland","1808","0.37392050215053","0.360027179678727","0.387813824622333"
"nicht erwerbstätig","2016","direkter Migrationshintergrund","Westdeutschland","3875","0.360122347760811","0.348889837898629","0.371354857622994"
"nicht erwerbstätig","2016","direkter Migrationshintergrund","Ostdeutschland","652","0.430627143003845","0.39766711117615","0.46358717483154"
"nicht erwerbstätig","2016","indirekter Migrationshintergrund","Westdeutschland","500","0.288002028269104","0.265581246879686","0.310422809658523"
"nicht erwerbstätig","2016","indirekter Migrationshintergrund","Ostdeutschland","30","0.218994577351636","0.142742342905051","0.295246811798221"
"nicht erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2016","kein Migrationshintergrund","Westdeutschland","8758","0.619060048008783","0.610891275036438","0.627228820981127"
"erwerbstätig","2016","kein Migrationshintergrund","Ostdeutschland","2851","0.62607949784947","0.612186175377667","0.639972820321272"
"erwerbstätig","2016","direkter Migrationshintergrund","Westdeutschland","3141","0.639877652239189","0.628645142377006","0.651110162101371"
"erwerbstätig","2016","direkter Migrationshintergrund","Ostdeutschland","215","0.569372856996155","0.53641282516846","0.60233288882385"
"erwerbstätig","2016","indirekter Migrationshintergrund","Westdeutschland","1067","0.711997971730896","0.689577190341477","0.734418753120314"
"erwerbstätig","2016","indirekter Migrationshintergrund","Ostdeutschland","83","0.781005422648364","0.704753188201779","0.857257657094949"
"erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","kein Migrationshintergrund","Westdeutschland","5102","0.370400496897707","0.362768008876927","0.378032984918488"
"nicht erwerbstätig","2017","kein Migrationshintergrund","Ostdeutschland","1919","0.381133656835346","0.367924472136136","0.394342841534556"
"nicht erwerbstätig","2017","direkter Migrationshintergrund","Westdeutschland","4654","0.363580525583173","0.352895810934395","0.374265240231951"
"nicht erwerbstätig","2017","direkter Migrationshintergrund","Ostdeutschland","696","0.386722443161","0.355964083439609","0.417480802882391"
"nicht erwerbstätig","2017","indirekter Migrationshintergrund","Westdeutschland","530","0.288054344268259","0.266609146958268","0.30949954157825"
"nicht erwerbstätig","2017","indirekter Migrationshintergrund","Ostdeutschland","34","0.294250591413844","0.210228632436817","0.37827255039087"
"nicht erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2017","kein Migrationshintergrund","Westdeutschland","10276","0.629599503102293","0.621967015081512","0.637231991123073"
"erwerbstätig","2017","kein Migrationshintergrund","Ostdeutschland","3274","0.618866343164654","0.605657158465444","0.632075527863864"
"erwerbstätig","2017","direkter Migrationshintergrund","Westdeutschland","3132","0.636419474416827","0.625734759768049","0.647104189065605"
"erwerbstätig","2017","direkter Migrationshintergrund","Ostdeutschland","267","0.613277556839","0.582519197117609","0.644035916560391"
"erwerbstätig","2017","indirekter Migrationshintergrund","Westdeutschland","1183","0.711945655731741","0.69050045842175","0.733390853041732"
"erwerbstätig","2017","indirekter Migrationshintergrund","Ostdeutschland","79","0.705749408586156","0.62172744960913","0.789771367563183"
"erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","kein Migrationshintergrund","Westdeutschland","4874","0.361624688689274","0.353864754728067","0.369384622650481"
"nicht erwerbstätig","2018","kein Migrationshintergrund","Ostdeutschland","1905","0.371337799769066","0.358087799084078","0.384587800454054"
"nicht erwerbstätig","2018","direkter Migrationshintergrund","Westdeutschland","4040","0.355021958508746","0.343997966900515","0.366045950116977"
"nicht erwerbstätig","2018","direkter Migrationshintergrund","Ostdeutschland","608","0.340884990676847","0.309761107288893","0.372008874064801"
"nicht erwerbstätig","2018","indirekter Migrationshintergrund","Westdeutschland","473","0.249050773006087","0.228426317085976","0.269675228926197"
"nicht erwerbstätig","2018","indirekter Migrationshintergrund","Ostdeutschland","36","0.258676141368271","0.182515883410243","0.334836399326299"
"nicht erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2018","kein Migrationshintergrund","Westdeutschland","9853","0.638375311310726","0.630615377349519","0.646135245271933"
"erwerbstätig","2018","kein Migrationshintergrund","Ostdeutschland","3203","0.628662200230934","0.615412199545946","0.641912200915923"
"erwerbstätig","2018","direkter Migrationshintergrund","Westdeutschland","3198","0.644978041491254","0.633954049883023","0.656002033099485"
"erwerbstätig","2018","direkter Migrationshintergrund","Ostdeutschland","283","0.659115009323153","0.627991125935199","0.690238892711107"
"erwerbstätig","2018","indirekter Migrationshintergrund","Westdeutschland","1216","0.750949226993913","0.730324771073803","0.771573682914024"
"erwerbstätig","2018","indirekter Migrationshintergrund","Ostdeutschland","91","0.741323858631729","0.665163600673701","0.817484116589757"
"erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2019","kein Migrationshintergrund","Westdeutschland","4947","0.367477028852756","0.359809577202129","0.375144480503384"
"nicht erwerbstätig","2019","kein Migrationshintergrund","Ostdeutschland","1899","0.397250886093914","0.383948465320316","0.410553306867512"
"nicht erwerbstätig","2019","direkter Migrationshintergrund","Westdeutschland","3377","0.344823111390062","0.333312327275451","0.356333895504673"
"nicht erwerbstätig","2019","direkter Migrationshintergrund","Ostdeutschland","471","0.375621947998036","0.341168991355435","0.410074904640638"
"nicht erwerbstätig","2019","indirekter Migrationshintergrund","Westdeutschland","436","0.216475953429756","0.197113775787757","0.235838131071756"
"nicht erwerbstätig","2019","indirekter Migrationshintergrund","Ostdeutschland","36","0.249303655760658","0.182060822689298","0.316546488832019"
"nicht erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2019","kein Migrationshintergrund","Westdeutschland","10241","0.632522971147244","0.624855519496616","0.640190422797871"
"erwerbstätig","2019","kein Migrationshintergrund","Ostdeutschland","3299","0.602749113906086","0.589446693132488","0.616051534679684"
"erwerbstätig","2019","direkter Migrationshintergrund","Westdeutschland","3173","0.655176888609938","0.643666104495327","0.666687672724549"
"erwerbstätig","2019","direkter Migrationshintergrund","Ostdeutschland","288","0.624378052001964","0.589925095359362","0.658831008644565"
"erwerbstätig","2019","indirekter Migrationshintergrund","Westdeutschland","1302","0.783524046570244","0.764161868928244","0.802886224212243"
"erwerbstätig","2019","indirekter Migrationshintergrund","Ostdeutschland","123","0.750696344239342","0.683453511167981","0.817939177310702"
"erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2020","kein Migrationshintergrund","Westdeutschland","4715","0.367403640447992","0.35946895464482","0.375338326251163"
"nicht erwerbstätig","2020","kein Migrationshintergrund","Ostdeutschland","1818","0.393263478949881","0.379477699157597","0.407049258742166"
"nicht erwerbstätig","2020","direkter Migrationshintergrund","Westdeutschland","3617","0.358633921391886","0.348289901964187","0.368977940819586"
"nicht erwerbstätig","2020","direkter Migrationshintergrund","Ostdeutschland","524","0.347089896950074","0.317466153659092","0.376713640241056"
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","Westdeutschland","437","0.257342675014568","0.23604781416041","0.278637535868725"
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","Ostdeutschland","37","0.291134462720004","0.215883369525899","0.36638555591411"
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2020","kein Migrationshintergrund","Westdeutschland","9466","0.632596359552008","0.624661673748837","0.64053104535518"
"erwerbstätig","2020","kein Migrationshintergrund","Ostdeutschland","3005","0.606736521050119","0.592950741257834","0.620522300842403"
"erwerbstätig","2020","direkter Migrationshintergrund","Westdeutschland","4641","0.641366078608113","0.631022059180414","0.651710098035813"
"erwerbstätig","2020","direkter Migrationshintergrund","Ostdeutschland","468","0.652910103049926","0.623286359758944","0.682533846340908"
"erwerbstätig","2020","indirekter Migrationshintergrund","Westdeutschland","1182","0.742657324985432","0.721362464131275","0.76395218583959"
"erwerbstätig","2020","indirekter Migrationshintergrund","Ostdeutschland","103","0.708865537279996","0.63361444408589","0.784116630474102"
"erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
