year,age_gr,regtyp,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,30-45 y.,Rural regions,"No, definitely not",0.02736,31,296,0.00874,0.04597
2021,30-45 y.,Rural regions,Probably,0.03895,75,296,0.01687,0.06103
2021,30-45 y.,Rural regions,"Yes, definitely",0.06382,190,296,0.03593,0.09172
2021,46-65 y.,Urban regions,"No, definitely not",0.11877,490,1031,0.09901,0.13853
2021,46-65 y.,Urban regions,Probably not,0.02480,101,1031,0.01530,0.03429
2021,46-65 y.,Urban regions,Probably,0.02259,189,1031,0.01352,0.03167
2021,46-65 y.,Urban regions,"Yes, definitely",0.02781,251,1031,0.01777,0.03786
2021,46-65 y.,Rural regions,"No, definitely not",0.13510,294,513,0.10549,0.16471
2021,46-65 y.,Rural regions,Probably not,0.02898,66,513,0.01445,0.04351
2021,46-65 y.,Rural regions,Probably,0.01945,69,513,0.00749,0.03141
2021,46-65 y.,Rural regions,"Yes, definitely",0.02342,84,513,0.01032,0.03652
2021,66 and older,Urban regions,"No, definitely not",0.86457,1868,1909,0.84922,0.87993
2021,66 and older,Urban regions,Probably not,0.00930,41,1909,0.00499,0.01361
2021,66 and older,Rural regions,"No, definitely not",0.83208,1127,1127,0.81024,0.85391
