"plb0050","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","9","0.304290650533904","0.123932276705968","0.48464902436184"
"Ja","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Hauptschule","kein Migrationshintergrund","807","0.453004134864529","0.430650728885193","0.475357540843864"
"Ja","2019","Hauptschule","direkter Migrationshintergrund","300","0.438641633825531","0.401881752891648","0.475401514759414"
"Ja","2019","Hauptschule","indirekter Migrationshintergrund","98","0.490692040491355","0.425225586143917","0.556158494838793"
"Ja","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Realschule","kein Migrationshintergrund","1871","","",""
"Ja","2019","Realschule","direkter Migrationshintergrund","83","0.488617148852238","0.416193570511451","0.561040727193025"
"Ja","2019","Realschule","indirekter Migrationshintergrund","158","","",""
"Ja","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","(Fach-)Abitur","kein Migrationshintergrund","1013","","",""
"Ja","2019","(Fach-)Abitur","direkter Migrationshintergrund","260","","",""
"Ja","2019","(Fach-)Abitur","indirekter Migrationshintergrund","126","","",""
"Ja","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","AkademikerIn","kein Migrationshintergrund","2084","","",""
"Ja","2019","AkademikerIn","direkter Migrationshintergrund","377","0.565970387735519","0.529992069261689","0.601948706209349"
"Ja","2019","AkademikerIn","indirekter Migrationshintergrund","149","","",""
"Ja","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","(noch) kein Abschluss","kein Migrationshintergrund","78","0.587537778496352","0.497954060484841","0.677121496507863"
"Nein","2019","(noch) kein Abschluss","direkter Migrationshintergrund","55","0.437493149900763","0.339276619163919","0.535709680637606"
"Nein","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Nein","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Hauptschule","kein Migrationshintergrund","1098","","",""
"Nein","2019","Hauptschule","direkter Migrationshintergrund","400","0.561358366174469","0.524598485240586","0.598118247108352"
"Nein","2019","Hauptschule","indirekter Migrationshintergrund","126","","",""
"Nein","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Realschule","kein Migrationshintergrund","2142","","",""
"Nein","2019","Realschule","direkter Migrationshintergrund","100","","",""
"Nein","2019","Realschule","indirekter Migrationshintergrund","169","","",""
"Nein","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","(Fach-)Abitur","kein Migrationshintergrund","991","0.418951043999785","0.397349378661849","0.440552709337721"
"Nein","2019","(Fach-)Abitur","direkter Migrationshintergrund","319","0.523498551700898","0.482816891881878","0.564180211519919"
"Nein","2019","(Fach-)Abitur","indirekter Migrationshintergrund","137","","",""
"Nein","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","AkademikerIn","kein Migrationshintergrund","1584","","",""
"Nein","2019","AkademikerIn","direkter Migrationshintergrund","352","0.434029612264481","0.398051293790651","0.470007930738311"
"Nein","2019","AkademikerIn","indirekter Migrationshintergrund","181","","",""
"Nein","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
