,Unnamed: 0,year,migback,pgisced97,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
563,563,2011,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.11066,46,27280,0.07192,0.16499
564,564,2011,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.32626,119,27280,0.26288,0.39442
565,565,2011,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.4551,166,27280,0.37511,0.54379
566,566,2011,Direct migration background,Post-secondary Non-tertiary Level,Never,0.10797,37,27280,0.06966,0.14722
567,567,2011,Direct migration background,First Stage of Tertiary Education,Seldom,1.0,59,27280,0.70419,1.33097
568,568,2011,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.11295,72,27280,0.08926,0.13908
569,569,2011,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.29634,194,27280,0.24826,0.34523
570,570,2011,Direct migration background,Second Stage of Tertiary Education,Seldom,0.47128,286,27280,0.42098,0.53309
571,571,2011,Direct migration background,Second Stage of Tertiary Education,Never,0.11943,79,27280,0.09398,0.15134
572,572,2011,Indirect migration background,Pre-primary Level,Seldom,1.0,34,27280,0.64514,1.438
573,573,2011,Indirect migration background,Lower Secondary Level,At least once per week,0.20571,40,27280,0.13361,0.291
574,574,2011,Indirect migration background,Lower Secondary Level,At least once per month,0.40798,73,27280,0.30271,0.53491
575,575,2011,Indirect migration background,Lower Secondary Level,Seldom,0.3863,70,27280,0.25743,0.53594
576,576,2011,Indirect migration background,Upper Secondary Level,At least once per week,0.16312,99,27280,0.11428,0.21889
577,577,2011,Indirect migration background,Upper Secondary Level,At least once per month,0.37497,184,27280,0.29974,0.46703
578,578,2011,Indirect migration background,Upper Secondary Level,Seldom,0.4619,204,27280,0.38434,0.53043
579,579,2011,Indirect migration background,Post-secondary Non-tertiary Level,At least once per month,1.0,31,27280,0.56748,1.54405
580,580,2011,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.45358,64,27280,0.32064,0.62658
581,581,2011,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.54642,81,27280,0.40525,0.69956
582,582,2015,No migration background,Pre-primary Level,At least once per week,0.15904,43,25711,0.09558,0.23152
583,583,2015,No migration background,Pre-primary Level,At least once per month,0.39613,74,25711,0.29554,0.52914
584,584,2015,No migration background,Pre-primary Level,Seldom,0.44483,84,25711,0.32917,0.58823
585,585,2015,No migration background,Primary Level,At least once per month,0.26579,37,25711,0.17383,0.42027
586,586,2015,No migration background,Primary Level,Seldom,0.41379,58,25711,0.29811,0.54602
587,587,2015,No migration background,Primary Level,Never,0.32042,37,25711,0.23423,0.42618
588,588,2015,No migration background,Lower Secondary Level,At least once per week,0.13184,226,25711,0.11524,0.15471
589,589,2015,No migration background,Lower Secondary Level,At least once per month,0.23977,452,25711,0.2142,0.26123
590,590,2015,No migration background,Lower Secondary Level,Seldom,0.41241,622,25711,0.37623,0.43942
591,591,2015,No migration background,Lower Secondary Level,Never,0.21598,297,25711,0.19734,0.23751
592,592,2015,No migration background,Upper Secondary Level,At least once per week,0.11265,1099,25711,0.10491,0.11978
593,593,2015,No migration background,Upper Secondary Level,At least once per month,0.30853,3136,25711,0.29585,0.31969
594,594,2015,No migration background,Upper Secondary Level,Seldom,0.47233,4360,25711,0.45946,0.48688
595,595,2015,No migration background,Upper Secondary Level,Never,0.10649,884,25711,0.10067,0.11234
596,596,2015,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.09793,131,25711,0.07978,0.12229
597,597,2015,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.36491,428,25711,0.32445,0.42112
598,598,2015,No migration background,Post-secondary Non-tertiary Level,Seldom,0.44812,587,25711,0.41005,0.4968
599,599,2015,No migration background,Post-secondary Non-tertiary Level,Never,0.08904,86,25711,0.07339,0.10639
600,600,2015,No migration background,First Stage of Tertiary Education,At least once per week,0.09511,148,25711,0.08052,0.11337
601,601,2015,No migration background,First Stage of Tertiary Education,At least once per month,0.31082,454,25711,0.28398,0.34305
602,602,2015,No migration background,First Stage of Tertiary Education,Seldom,0.51225,667,25711,0.46638,0.55464
603,603,2015,No migration background,First Stage of Tertiary Education,Never,0.08182,95,25711,0.06495,0.09882
604,604,2015,No migration background,Second Stage of Tertiary Education,At least once per week,0.07468,395,25711,0.06621,0.08409
605,605,2015,No migration background,Second Stage of Tertiary Education,At least once per month,0.32048,1526,25711,0.29892,0.34188
606,606,2015,No migration background,Second Stage of Tertiary Education,Seldom,0.5181,2408,25711,0.49148,0.54512
607,607,2015,No migration background,Second Stage of Tertiary Education,Never,0.08674,344,25711,0.07707,0.09709
608,608,2015,Direct migration background,Primary Level,At least once per week,0.18454,74,25711,0.13254,0.24339
609,609,2015,Direct migration background,Primary Level,At least once per month,0.29485,104,25711,0.22214,0.3833
610,610,2015,Direct migration background,Primary Level,Seldom,0.34691,113,25711,0.26076,0.43726
611,611,2015,Direct migration background,Primary Level,Never,0.1737,43,25711,0.09455,0.2783
612,612,2015,Direct migration background,Lower Secondary Level,At least once per week,0.13601,176,25711,0.1094,0.1648
613,613,2015,Direct migration background,Lower Secondary Level,At least once per month,0.35292,381,25711,0.31131,0.40165
614,614,2015,Direct migration background,Lower Secondary Level,Seldom,0.36323,383,25711,0.31269,0.41838
615,615,2015,Direct migration background,Lower Secondary Level,Never,0.14784,106,25711,0.11271,0.18856
616,616,2015,Direct migration background,Upper Secondary Level,At least once per week,0.17494,376,25711,0.15052,0.20315
617,617,2015,Direct migration background,Upper Secondary Level,At least once per month,0.34615,726,25711,0.31146,0.38522
618,618,2015,Direct migration background,Upper Secondary Level,Seldom,0.38642,724,25711,0.35004,0.4274
619,619,2015,Direct migration background,Upper Secondary Level,Never,0.09249,164,25711,0.07555,0.1125
620,620,2015,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.14611,139,25711,0.12118,0.17139
621,621,2015,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.36814,308,25711,0.31673,0.42909
622,622,2015,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.43348,313,25711,0.37734,0.51621
623,623,2015,Direct migration background,Post-secondary Non-tertiary Level,Never,0.05227,52,25711,0.03958,0.0641
624,624,2015,Direct migration background,First Stage of Tertiary Education,At least once per month,0.34022,31,25711,0.2101,0.47531
625,625,2015,Direct migration background,First Stage of Tertiary Education,Seldom,0.65978,43,25711,0.46313,0.90524
626,626,2015,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.14135,229,25711,0.12099,0.16436
627,627,2015,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.33059,522,25711,0.28798,0.36994
628,628,2015,Direct migration background,Second Stage of Tertiary Education,Seldom,0.45442,624,25711,0.39334,0.50985
629,629,2015,Direct migration background,Second Stage of Tertiary Education,Never,0.07363,117,25711,0.06167,0.0906
630,630,2015,Indirect migration background,Pre-primary Level,At least once per month,1.0,49,25711,0.74498,1.28405
631,631,2015,Indirect migration background,Lower Secondary Level,At least once per week,0.18568,68,25711,0.14238,0.23078
632,632,2015,Indirect migration background,Lower Secondary Level,At least once per month,0.36511,113,25711,0.27919,0.4603
633,633,2015,Indirect migration background,Lower Secondary Level,Seldom,0.44921,112,25711,0.34726,0.56926
634,634,2015,Indirect migration background,Upper Secondary Level,At least once per week,0.1591,120,25711,0.1279,0.18812
635,635,2015,Indirect migration background,Upper Secondary Level,At least once per month,0.37239,269,25711,0.33148,0.41585
636,636,2015,Indirect migration background,Upper Secondary Level,Seldom,0.4077,233,25711,0.35171,0.49142
637,637,2015,Indirect migration background,Upper Secondary Level,Never,0.0608,31,25711,0.04197,0.07865
638,638,2015,Indirect migration background,Post-secondary Non-tertiary Level,At least once per month,0.32112,32,25711,0.22183,0.4307
639,639,2015,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.67888,51,25711,0.48676,0.92537
640,640,2015,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.39719,91,25711,0.31014,0.52136
641,641,2015,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.60281,116,25711,0.45116,0.8016
642,642,2017,No migration background,Pre-primary Level,At least once per week,0.18521,49,25561,0.13044,0.25683
643,643,2017,No migration background,Pre-primary Level,At least once per month,0.39483,117,25561,0.31463,0.47962
644,644,2017,No migration background,Pre-primary Level,Seldom,0.41996,110,25561,0.33805,0.5307
645,645,2017,No migration background,Primary Level,At least once per week,0.21575,32,25561,0.1514,0.30145
646,646,2017,No migration background,Primary Level,At least once per month,0.30109,52,25561,0.24169,0.36838
647,647,2017,No migration background,Primary Level,Seldom,0.48316,59,25561,0.37734,0.59407
648,648,2017,No migration background,Lower Secondary Level,At least once per week,0.13492,261,25561,0.11845,0.15427
649,649,2017,No migration background,Lower Secondary Level,At least once per month,0.25547,490,25561,0.237,0.27809
650,650,2017,No migration background,Lower Secondary Level,Seldom,0.39789,654,25561,0.36935,0.42951
651,651,2017,No migration background,Lower Secondary Level,Never,0.21173,280,25561,0.19137,0.23354
652,652,2017,No migration background,Upper Secondary Level,At least once per week,0.13185,1342,25561,0.12527,0.13825
653,653,2017,No migration background,Upper Secondary Level,At least once per month,0.33473,3375,25561,0.32256,0.34667
654,654,2017,No migration background,Upper Secondary Level,Seldom,0.41878,4132,25561,0.40629,0.43225
655,655,2017,No migration background,Upper Secondary Level,Never,0.11464,911,25561,0.10822,0.1217
656,656,2017,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.13016,196,25561,0.11052,0.14893
657,657,2017,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.35878,523,25561,0.32857,0.39339
658,658,2017,No migration background,Post-secondary Non-tertiary Level,Seldom,0.42932,633,25561,0.39801,0.46678
659,659,2017,No migration background,Post-secondary Non-tertiary Level,Never,0.08174,82,25561,0.06268,0.10316
660,660,2017,No migration background,First Stage of Tertiary Education,At least once per week,0.13749,179,25561,0.11575,0.1589
661,661,2017,No migration background,First Stage of Tertiary Education,At least once per month,0.34522,512,25561,0.31414,0.37484
662,662,2017,No migration background,First Stage of Tertiary Education,Seldom,0.44858,601,25561,0.41642,0.48888
663,663,2017,No migration background,First Stage of Tertiary Education,Never,0.0687,84,25561,0.05304,0.08415
664,664,2017,No migration background,Second Stage of Tertiary Education,At least once per week,0.10808,537,25561,0.09706,0.11974
665,665,2017,No migration background,Second Stage of Tertiary Education,At least once per month,0.33761,1756,25561,0.31795,0.35593
666,666,2017,No migration background,Second Stage of Tertiary Education,Seldom,0.47323,2409,25561,0.45257,0.49165
667,667,2017,No migration background,Second Stage of Tertiary Education,Never,0.08108,331,25561,0.07295,0.0888
668,668,2017,Direct migration background,Primary Level,At least once per week,0.18614,52,25561,0.1349,0.25832
669,669,2017,Direct migration background,Primary Level,At least once per month,0.35651,97,25561,0.28174,0.46305
670,670,2017,Direct migration background,Primary Level,Seldom,0.29447,64,25561,0.22392,0.39083
671,671,2017,Direct migration background,Primary Level,Never,0.16289,36,25561,0.10184,0.24499
672,672,2017,Direct migration background,Lower Secondary Level,At least once per week,0.16264,144,25561,0.12136,0.20056
673,673,2017,Direct migration background,Lower Secondary Level,At least once per month,0.38705,297,25561,0.31189,0.45713
674,674,2017,Direct migration background,Lower Secondary Level,Seldom,0.32749,248,25561,0.27424,0.38864
675,675,2017,Direct migration background,Lower Secondary Level,Never,0.12281,88,25561,0.09224,0.15377
676,676,2017,Direct migration background,Upper Secondary Level,At least once per week,0.17399,299,25561,0.14448,0.2065
677,677,2017,Direct migration background,Upper Secondary Level,At least once per month,0.28643,530,25561,0.25406,0.32188
678,678,2017,Direct migration background,Upper Secondary Level,Seldom,0.45005,628,25561,0.40102,0.50139
679,679,2017,Direct migration background,Upper Secondary Level,Never,0.08952,138,25561,0.07208,0.10861
680,680,2017,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.14126,116,25561,0.11328,0.17127
681,681,2017,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.30913,218,25561,0.26119,0.36496
682,682,2017,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.42084,255,25561,0.35165,0.49419
683,683,2017,Direct migration background,Post-secondary Non-tertiary Level,Never,0.12877,69,25561,0.09959,0.16426
684,684,2017,Direct migration background,First Stage of Tertiary Education,At least once per month,0.46769,31,25561,0.2793,0.63536
685,685,2017,Direct migration background,First Stage of Tertiary Education,Seldom,0.53231,45,25561,0.36461,0.70661
686,686,2017,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.13726,176,25561,0.11931,0.15921
687,687,2017,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.34762,424,25561,0.30644,0.38554
688,688,2017,Direct migration background,Second Stage of Tertiary Education,Seldom,0.43474,501,25561,0.38147,0.50052
689,689,2017,Direct migration background,Second Stage of Tertiary Education,Never,0.08037,101,25561,0.06623,0.09803
690,690,2017,Indirect migration background,Lower Secondary Level,At least once per week,0.21605,57,25561,0.1411,0.30884
691,691,2017,Indirect migration background,Lower Secondary Level,At least once per month,0.40611,104,25561,0.31142,0.48995
692,692,2017,Indirect migration background,Lower Secondary Level,Seldom,0.37784,98,25561,0.30026,0.45019
693,693,2017,Indirect migration background,Upper Secondary Level,At least once per week,0.17726,136,25561,0.14915,0.20389
694,694,2017,Indirect migration background,Upper Secondary Level,At least once per month,0.42677,293,25561,0.37308,0.4981
695,695,2017,Indirect migration background,Upper Secondary Level,Seldom,0.35207,229,25561,0.2983,0.41311
696,696,2017,Indirect migration background,Upper Secondary Level,Never,0.0439,31,25561,0.02773,0.06134
697,697,2017,Indirect migration background,Post-secondary Non-tertiary Level,At least once per month,0.53976,40,25561,0.39177,0.76665
698,698,2017,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.46024,56,25561,0.33598,0.59325
699,699,2017,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.21918,36,25561,0.14364,0.30928
700,700,2017,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.3359,101,25561,0.27106,0.41547
701,701,2017,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.44491,116,25561,0.34425,0.55929
