"plh0258_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Konfessionslos","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Konfessionslos","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Konfessionslos","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Konfessionslos","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Konfessionslos","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Konfessionslos","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Konfessionslos","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Konfessionslos","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Konfessionslos","2006","66 und älter","(noch) kein Abschluss","","","",""
"Konfessionslos","2006","66 und älter","Hauptschulabschluss","","","",""
"Konfessionslos","2006","66 und älter","Realschulabschluss","","","",""
"Konfessionslos","2006","66 und älter","(Fach-)Abitur","","","",""
"Konfessionslos","2006","66 und älter","AkademikerInnen","","","",""
"Christlich orthodox","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Christlich orthodox","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Christlich orthodox","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Christlich orthodox","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Christlich orthodox","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Christlich orthodox","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Christlich orthodox","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Christlich orthodox","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Christlich orthodox","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Christlich orthodox","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Christlich orthodox","2006","66 und älter","(noch) kein Abschluss","","","",""
"Christlich orthodox","2006","66 und älter","Hauptschulabschluss","","","",""
"Christlich orthodox","2006","66 und älter","Realschulabschluss","","","",""
"Christlich orthodox","2006","66 und älter","(Fach-)Abitur","","","",""
"Christlich orthodox","2006","66 und älter","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2006","66 und älter","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","66 und älter","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","66 und älter","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2006","66 und älter","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2006","66 und älter","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2006","66 und älter","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","66 und älter","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","66 und älter","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2006","66 und älter","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2006","66 und älter","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2006","66 und älter","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","66 und älter","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","66 und älter","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2006","66 und älter","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2006","66 und älter","AkademikerInnen","","","",""
"Mehrfachnennung","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2006","66 und älter","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2006","66 und älter","Hauptschulabschluss","","","",""
"Mehrfachnennung","2006","66 und älter","Realschulabschluss","","","",""
"Mehrfachnennung","2006","66 und älter","(Fach-)Abitur","","","",""
"Mehrfachnennung","2006","66 und älter","AkademikerInnen","","","",""
"Katholisch","2007","16-34 Jahre alt","(noch) kein Abschluss","101","0.23828215702677","0.195277029307484","0.281287284746057"
"Katholisch","2007","16-34 Jahre alt","Hauptschulabschluss","296","0.359309217997537","0.326978055018379","0.391640380976696"
"Katholisch","2007","16-34 Jahre alt","Realschulabschluss","338","0.247412132516587","0.224711264659684","0.27011300037349"
"Katholisch","2007","16-34 Jahre alt","(Fach-)Abitur","329","0.316149969345587","0.289229489942597","0.343070448748577"
"Katholisch","2007","16-34 Jahre alt","AkademikerInnen","171","0.316169944845729","0.277555048135847","0.354784841555611"
"Katholisch","2007","35-65 Jahre alt","(noch) kein Abschluss","33","0.24506670367582","0.166109436176356","0.324023971175285"
"Katholisch","2007","35-65 Jahre alt","Hauptschulabschluss","1394","0.371238219757177","0.355872956024895","0.386603483489459"
"Katholisch","2007","35-65 Jahre alt","Realschulabschluss","813","0.234715987841154","0.22060633044762","0.248825645234688"
"Katholisch","2007","35-65 Jahre alt","(Fach-)Abitur","323","0.345742403820168","0.316710904271648","0.374773903368688"
"Katholisch","2007","35-65 Jahre alt","AkademikerInnen","757","0.268711804038045","0.252875548638877","0.284548059437212"
"Katholisch","2007","66 und älter","(noch) kein Abschluss","","","",""
"Katholisch","2007","66 und älter","Hauptschulabschluss","899","0.342380869472804","0.324613841989177","0.360147896956431"
"Katholisch","2007","66 und älter","Realschulabschluss","160","0.281768077751444","0.244341523403823","0.319194632099064"
"Katholisch","2007","66 und älter","(Fach-)Abitur","59","0.283149228983779","0.22007642691349","0.346222031054069"
"Katholisch","2007","66 und älter","AkademikerInnen","176","0.23735107531521","0.208283680716044","0.266418469914377"
"Evangelisch","2007","16-34 Jahre alt","(noch) kein Abschluss","147","0.37391234223633","0.325071866280529","0.422752818192131"
"Evangelisch","2007","16-34 Jahre alt","Hauptschulabschluss","254","0.315480797171173","0.284166534354639","0.346795059987707"
"Evangelisch","2007","16-34 Jahre alt","Realschulabschluss","444","0.327657558729936","0.302965419513029","0.352349697946842"
"Evangelisch","2007","16-34 Jahre alt","(Fach-)Abitur","402","0.332074989187019","0.304807966538719","0.359342011835319"
"Evangelisch","2007","16-34 Jahre alt","AkademikerInnen","179","0.345653101565481","0.306157862529568","0.385148340601395"
"Evangelisch","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Evangelisch","2007","35-65 Jahre alt","Hauptschulabschluss","1212","0.314217652175357","0.299454501526004","0.328980802824709"
"Evangelisch","2007","35-65 Jahre alt","Realschulabschluss","1100","0.30277198525381","0.287475943145989","0.318068027361632"
"Evangelisch","2007","35-65 Jahre alt","(Fach-)Abitur","324","0.295283339909334","0.267438450333001","0.323128229485668"
"Evangelisch","2007","35-65 Jahre alt","AkademikerInnen","938","0.307688492869685","0.291200368844094","0.324176616895276"
"Evangelisch","2007","66 und älter","(noch) kein Abschluss","","","",""
"Evangelisch","2007","66 und älter","Hauptschulabschluss","1254","0.471674648237086","0.452983120387317","0.490366176086855"
"Evangelisch","2007","66 und älter","Realschulabschluss","282","0.514947814668952","0.473368488974014","0.556527140363891"
"Evangelisch","2007","66 und älter","(Fach-)Abitur","99","0.484538586322218","0.414573347721798","0.554503824922638"
"Evangelisch","2007","66 und älter","AkademikerInnen","313","0.378797308603515","0.345656104753372","0.411938512453657"
"Andere christlische Religionsgemeinschaft","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2007","16-34 Jahre alt","(Fach-)Abitur","40","0.0388766095682961","0.0276850774082645","0.0500681417283278"
"Andere christlische Religionsgemeinschaft","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2007","35-65 Jahre alt","Hauptschulabschluss","145","0.0367784838551508","0.0307925679749949","0.0427643997353067"
"Andere christlische Religionsgemeinschaft","2007","35-65 Jahre alt","Realschulabschluss","42","0.0155067992946676","0.0113933963437946","0.0196202022455406"
"Andere christlische Religionsgemeinschaft","2007","35-65 Jahre alt","(Fach-)Abitur","41","0.039754760925102","0.0278284970886766","0.0516810247615274"
"Andere christlische Religionsgemeinschaft","2007","35-65 Jahre alt","AkademikerInnen","66","0.0345374436487078","0.0280139888804104","0.0410608984170052"
"Andere christlische Religionsgemeinschaft","2007","66 und älter","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2007","66 und älter","Hauptschulabschluss","46","0.0178350560800947","0.0128793873936436","0.0227907247665458"
"Andere christlische Religionsgemeinschaft","2007","66 und älter","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2007","66 und älter","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2007","66 und älter","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2007","16-34 Jahre alt","Hauptschulabschluss","84","0.0976555963090311","0.077652480826627","0.117658711791435"
"Islamische Religionsgemeinschaft","2007","16-34 Jahre alt","Realschulabschluss","35","0.0329060617859373","0.0235212483632955","0.0422908752085791"
"Islamische Religionsgemeinschaft","2007","16-34 Jahre alt","(Fach-)Abitur","41","0.0550087815794768","0.0418084244383418","0.0682091387206117"
"Islamische Religionsgemeinschaft","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2007","35-65 Jahre alt","(noch) kein Abschluss","40","0.336761654992078","0.250007197885595","0.423516112098561"
"Islamische Religionsgemeinschaft","2007","35-65 Jahre alt","Hauptschulabschluss","210","0.0532197113786141","0.0460808085251042","0.0603586142321241"
"Islamische Religionsgemeinschaft","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2007","35-65 Jahre alt","(Fach-)Abitur","37","0.0356128612584224","0.0243006398381706","0.0469250826786742"
"Islamische Religionsgemeinschaft","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2007","66 und älter","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2007","66 und älter","Hauptschulabschluss","38","0.0118568217554642","0.00780391237342438","0.015909731137504"
"Islamische Religionsgemeinschaft","2007","66 und älter","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2007","66 und älter","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2007","66 und älter","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2007","66 und älter","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","2007","66 und älter","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2007","66 und älter","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2007","66 und älter","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2007","66 und älter","AkademikerInnen","","","",""
"Konfessionslos","2007","16-34 Jahre alt","(noch) kein Abschluss","92","0.210177158760609","0.169049402326848","0.25130491519437"
"Konfessionslos","2007","16-34 Jahre alt","Hauptschulabschluss","190","0.210172838280365","0.182718104522045","0.237627572038685"
"Konfessionslos","2007","16-34 Jahre alt","Realschulabschluss","538","0.36828938309824","0.342914324979491","0.393664441216989"
"Konfessionslos","2007","16-34 Jahre alt","(Fach-)Abitur","328","0.250144395969812","0.225069450811961","0.275219341127663"
"Konfessionslos","2007","16-34 Jahre alt","AkademikerInnen","175","0.284405071353566","0.246940325694982","0.32186981701215"
"Konfessionslos","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Konfessionslos","2007","35-65 Jahre alt","Hauptschulabschluss","829","0.223014302834929","0.209775659511937","0.236252946157922"
"Konfessionslos","2007","35-65 Jahre alt","Realschulabschluss","1493","0.441118924893773","0.424588981785587","0.45764886800196"
"Konfessionslos","2007","35-65 Jahre alt","(Fach-)Abitur","301","0.275420449497637","0.248152035044198","0.302688863951076"
"Konfessionslos","2007","35-65 Jahre alt","AkademikerInnen","1213","0.369449273577989","0.352206692893748","0.386691854262231"
"Konfessionslos","2007","66 und älter","(noch) kein Abschluss","","","",""
"Konfessionslos","2007","66 und älter","Hauptschulabschluss","500","0.155239063904979","0.141679671520166","0.168798456289792"
"Konfessionslos","2007","66 und älter","Realschulabschluss","110","0.19023587243117","0.157582572797795","0.222889172064545"
"Konfessionslos","2007","66 und älter","(Fach-)Abitur","32","0.197415235825833","0.141689495821019","0.253140975830648"
"Konfessionslos","2007","66 und älter","AkademikerInnen","319","0.353161946649699","0.320508208551201","0.385815684748197"
"Christlich orthodox","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Christlich orthodox","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Christlich orthodox","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Christlich orthodox","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Christlich orthodox","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Christlich orthodox","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Christlich orthodox","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Christlich orthodox","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Christlich orthodox","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Christlich orthodox","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Christlich orthodox","2007","66 und älter","(noch) kein Abschluss","","","",""
"Christlich orthodox","2007","66 und älter","Hauptschulabschluss","","","",""
"Christlich orthodox","2007","66 und älter","Realschulabschluss","","","",""
"Christlich orthodox","2007","66 und älter","(Fach-)Abitur","","","",""
"Christlich orthodox","2007","66 und älter","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2007","66 und älter","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","66 und älter","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","66 und älter","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2007","66 und älter","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2007","66 und älter","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2007","66 und älter","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","66 und älter","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","66 und älter","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2007","66 und älter","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2007","66 und älter","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2007","66 und älter","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","66 und älter","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","66 und älter","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2007","66 und älter","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2007","66 und älter","AkademikerInnen","","","",""
"Mehrfachnennung","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2007","66 und älter","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2007","66 und älter","Hauptschulabschluss","","","",""
"Mehrfachnennung","2007","66 und älter","Realschulabschluss","","","",""
"Mehrfachnennung","2007","66 und älter","(Fach-)Abitur","","","",""
"Mehrfachnennung","2007","66 und älter","AkademikerInnen","","","",""
"Katholisch","2008","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Katholisch","2008","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Katholisch","2008","16-34 Jahre alt","Realschulabschluss","","","",""
"Katholisch","2008","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Katholisch","2008","16-34 Jahre alt","AkademikerInnen","","","",""
"Katholisch","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Katholisch","2008","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Katholisch","2008","35-65 Jahre alt","Realschulabschluss","","","",""
"Katholisch","2008","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Katholisch","2008","35-65 Jahre alt","AkademikerInnen","","","",""
"Katholisch","2008","66 und älter","(noch) kein Abschluss","","","",""
"Katholisch","2008","66 und älter","Hauptschulabschluss","","","",""
"Katholisch","2008","66 und älter","Realschulabschluss","","","",""
"Katholisch","2008","66 und älter","(Fach-)Abitur","","","",""
"Katholisch","2008","66 und älter","AkademikerInnen","","","",""
"Evangelisch","2008","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Evangelisch","2008","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Evangelisch","2008","16-34 Jahre alt","Realschulabschluss","","","",""
"Evangelisch","2008","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Evangelisch","2008","16-34 Jahre alt","AkademikerInnen","","","",""
"Evangelisch","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Evangelisch","2008","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Evangelisch","2008","35-65 Jahre alt","Realschulabschluss","","","",""
"Evangelisch","2008","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Evangelisch","2008","35-65 Jahre alt","AkademikerInnen","","","",""
"Evangelisch","2008","66 und älter","(noch) kein Abschluss","","","",""
"Evangelisch","2008","66 und älter","Hauptschulabschluss","","","",""
"Evangelisch","2008","66 und älter","Realschulabschluss","","","",""
"Evangelisch","2008","66 und älter","(Fach-)Abitur","","","",""
"Evangelisch","2008","66 und älter","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2008","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2008","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","35-65 Jahre alt","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2008","35-65 Jahre alt","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2008","66 und älter","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","66 und älter","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","66 und älter","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2008","66 und älter","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2008","66 und älter","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2008","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2008","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2008","16-34 Jahre alt","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2008","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2008","16-34 Jahre alt","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2008","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2008","35-65 Jahre alt","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2008","35-65 Jahre alt","(Fach-)Abitur","","","",""
