year,pgisced97,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,First Stage of Tertiary Education,4th Quintile,Protestant,0.37162,103,317,0.31834,0.42490
2019,First Stage of Tertiary Education,4th Quintile,Non-denominational,0.34058,112,317,0.28833,0.39283
2019,First Stage of Tertiary Education,5th Quintile,Catholic,0.35745,121,370,0.30855,0.40635
2019,First Stage of Tertiary Education,5th Quintile,Protestant,0.30211,119,370,0.25526,0.34897
2019,First Stage of Tertiary Education,5th Quintile,Non-denominational,0.32164,130,370,0.27398,0.36930
2019,Second Stage of Tertiary Education,1st Quintile,Catholic,0.15251,94,870,0.12861,0.17641
2019,Second Stage of Tertiary Education,1st Quintile,Protestant,0.28518,130,870,0.25516,0.31520
2019,Second Stage of Tertiary Education,1st Quintile,Islamic community,0.00729,40,870,0.00163,0.01294
2019,Second Stage of Tertiary Education,1st Quintile,Non-denominational,0.43292,236,870,0.39997,0.46586
2019,Second Stage of Tertiary Education,1st Quintile,Christian orthodox,0.04142,55,870,0.02817,0.05467
2019,Second Stage of Tertiary Education,1st Quintile,Sunni denomination,0.05372,315,870,0.03873,0.06871
2019,Second Stage of Tertiary Education,2nd Quintile,Catholic,0.24631,125,638,0.21285,0.27977
2019,Second Stage of Tertiary Education,2nd Quintile,Protestant,0.25560,157,638,0.22172,0.28947
2019,Second Stage of Tertiary Education,2nd Quintile,Non-denominational,0.41072,280,638,0.37252,0.44893
2019,Second Stage of Tertiary Education,2nd Quintile,Christian orthodox,0.02630,38,638,0.01387,0.03873
2019,Second Stage of Tertiary Education,2nd Quintile,Sunni denomination,0.02465,38,638,0.01261,0.03670
2019,Second Stage of Tertiary Education,3rd Quintile,Catholic,0.23291,211,871,0.20482,0.26099
2019,Second Stage of Tertiary Education,3rd Quintile,Protestant,0.27261,248,871,0.24302,0.30220
2019,Second Stage of Tertiary Education,3rd Quintile,Non-denominational,0.42648,412,871,0.39362,0.45935
2019,Second Stage of Tertiary Education,4th Quintile,Catholic,0.25012,323,1225,0.22586,0.27438
2019,Second Stage of Tertiary Education,4th Quintile,Protestant,0.31880,386,1225,0.29269,0.34490
2019,Second Stage of Tertiary Education,4th Quintile,Non-denominational,0.39940,516,1225,0.37196,0.42684
2019,Second Stage of Tertiary Education,5th Quintile,Catholic,0.27832,635,2375,0.26030,0.29635
2019,Second Stage of Tertiary Education,5th Quintile,Protestant,0.28523,739,2375,0.26706,0.30339
2019,Second Stage of Tertiary Education,5th Quintile,Non-denominational,0.40079,956,2375,0.38108,0.42050
2019,Second Stage of Tertiary Education,5th Quintile,Christian orthodox,0.01734,45,2375,0.01209,0.02259
