,Unnamed: 0,year,migback,pgisced97,plh0185,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
556,556,2017,No migration background,Second Stage of Tertiary Education,Sometimes,0.15521,774,25282,0.1451,0.16658
557,557,2017,No migration background,Second Stage of Tertiary Education,Often,0.04308,198,25282,0.03473,0.04984
558,558,2017,No migration background,Second Stage of Tertiary Education,Very often,0.00918,39,25282,0.00669,0.01213
559,559,2017,Direct migration background,Primary Level,Very seldom,0.40757,87,25282,0.29895,0.53168
560,560,2017,Direct migration background,Primary Level,Seldom,0.29581,62,25282,0.21753,0.40729
561,561,2017,Direct migration background,Primary Level,Sometimes,0.29662,58,25282,0.21825,0.39186
562,562,2017,Direct migration background,Lower Secondary Level,Very seldom,0.42425,320,25282,0.36592,0.48673
563,563,2017,Direct migration background,Lower Secondary Level,Seldom,0.31451,230,25282,0.26939,0.37362
564,564,2017,Direct migration background,Lower Secondary Level,Sometimes,0.17517,131,25282,0.13363,0.23401
565,565,2017,Direct migration background,Lower Secondary Level,Often,0.08606,56,25282,0.05673,0.11207
566,566,2017,Direct migration background,Upper Secondary Level,Very seldom,0.39037,664,25282,0.33815,0.43488
567,567,2017,Direct migration background,Upper Secondary Level,Seldom,0.31728,505,25282,0.28542,0.35893
568,568,2017,Direct migration background,Upper Secondary Level,Sometimes,0.21214,288,25282,0.18021,0.24549
569,569,2017,Direct migration background,Upper Secondary Level,Often,0.08021,85,25282,0.06087,0.10176
570,570,2017,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.4018,266,25282,0.3463,0.4624
571,571,2017,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.30808,202,25282,0.25414,0.36635
572,572,2017,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.22592,131,25282,0.18081,0.28863
573,573,2017,Direct migration background,Post-secondary Non-tertiary Level,Often,0.06421,38,25282,0.04133,0.08841
574,574,2017,Direct migration background,First Stage of Tertiary Education,Very seldom,0.5489,48,25282,0.35608,0.76445
575,575,2017,Direct migration background,First Stage of Tertiary Education,Seldom,0.4511,31,25282,0.27887,0.76062
576,576,2017,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.43245,530,25282,0.38542,0.48822
577,577,2017,Direct migration background,Second Stage of Tertiary Education,Seldom,0.28882,378,25282,0.24872,0.32796
578,578,2017,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.20493,190,25282,0.17201,0.25288
579,579,2017,Direct migration background,Second Stage of Tertiary Education,Often,0.0738,76,25282,0.05299,0.10318
580,580,2017,Indirect migration background,Pre-primary Level,Very seldom,1.0,39,25282,0.66938,1.4067
581,581,2017,Indirect migration background,Lower Secondary Level,Very seldom,0.49183,119,25282,0.39321,0.61604
582,582,2017,Indirect migration background,Lower Secondary Level,Seldom,0.35346,90,25282,0.27922,0.42739
583,583,2017,Indirect migration background,Lower Secondary Level,Sometimes,0.15472,36,25282,0.07684,0.23763
584,584,2017,Indirect migration background,Upper Secondary Level,Very seldom,0.37947,260,25282,0.31766,0.43422
585,585,2017,Indirect migration background,Upper Secondary Level,Seldom,0.38226,247,25282,0.33545,0.43783
586,586,2017,Indirect migration background,Upper Secondary Level,Sometimes,0.18785,117,25282,0.14094,0.23341
587,587,2017,Indirect migration background,Upper Secondary Level,Often,0.05042,39,25282,0.03517,0.07047
588,588,2017,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,0.53456,51,25282,0.39297,0.68402
589,589,2017,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.46544,42,25282,0.31161,0.62699
590,590,2017,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.31438,93,25282,0.25218,0.39275
591,591,2017,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.44242,113,25282,0.33521,0.526
592,592,2017,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.24319,41,25282,0.15542,0.34121
593,593,2018,No migration background,Pre-primary Level,Very seldom,0.59551,95,24386,0.46838,0.74958
594,594,2018,No migration background,Pre-primary Level,Seldom,0.40449,77,24386,0.30156,0.508
595,595,2018,No migration background,Primary Level,Very seldom,0.46886,60,24386,0.35601,0.61884
596,596,2018,No migration background,Primary Level,Seldom,0.30146,51,24386,0.23023,0.37424
597,597,2018,No migration background,Primary Level,Sometimes,0.22968,31,24386,0.15497,0.2998
598,598,2018,No migration background,Lower Secondary Level,Very seldom,0.36353,657,24386,0.33256,0.38919
599,599,2018,No migration background,Lower Secondary Level,Seldom,0.36251,577,24386,0.33217,0.39112
600,600,2018,No migration background,Lower Secondary Level,Sometimes,0.19308,281,24386,0.16611,0.21359
601,601,2018,No migration background,Lower Secondary Level,Often,0.06304,111,24386,0.0522,0.07663
602,602,2018,No migration background,Lower Secondary Level,Very often,0.01784,34,24386,0.01285,0.02442
603,603,2018,No migration background,Upper Secondary Level,Very seldom,0.39825,3819,24386,0.38462,0.41072
604,604,2018,No migration background,Upper Secondary Level,Seldom,0.3645,3373,24386,0.3513,0.37742
605,605,2018,No migration background,Upper Secondary Level,Sometimes,0.16763,1501,24386,0.1586,0.17683
606,606,2018,No migration background,Upper Secondary Level,Often,0.05402,497,24386,0.04829,0.05893
607,607,2018,No migration background,Upper Secondary Level,Very often,0.01559,143,24386,0.0129,0.0181
608,608,2018,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.42468,598,24386,0.38624,0.46378
609,609,2018,No migration background,Post-secondary Non-tertiary Level,Seldom,0.36469,493,24386,0.3291,0.40038
610,610,2018,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.17129,230,24386,0.14602,0.20577
611,611,2018,No migration background,Post-secondary Non-tertiary Level,Often,0.03935,63,24386,0.02688,0.05215
612,612,2018,No migration background,First Stage of Tertiary Education,Very seldom,0.41173,549,24386,0.37797,0.44756
613,613,2018,No migration background,First Stage of Tertiary Education,Seldom,0.37518,493,24386,0.33928,0.40679
614,614,2018,No migration background,First Stage of Tertiary Education,Sometimes,0.1714,202,24386,0.14664,0.20024
615,615,2018,No migration background,First Stage of Tertiary Education,Often,0.04168,60,24386,0.02846,0.05607
616,616,2018,No migration background,Second Stage of Tertiary Education,Very seldom,0.45046,2252,24386,0.43018,0.47054
617,617,2018,No migration background,Second Stage of Tertiary Education,Seldom,0.35088,1728,24386,0.33541,0.36691
618,618,2018,No migration background,Second Stage of Tertiary Education,Sometimes,0.14697,696,24386,0.13534,0.16039
619,619,2018,No migration background,Second Stage of Tertiary Education,Often,0.04345,196,24386,0.03531,0.05125
620,620,2018,No migration background,Second Stage of Tertiary Education,Very often,0.00825,44,24386,0.00584,0.01099
621,621,2018,Direct migration background,Primary Level,Very seldom,0.4421,111,24386,0.33939,0.55375
622,622,2018,Direct migration background,Primary Level,Seldom,0.28301,71,24386,0.19742,0.37091
623,623,2018,Direct migration background,Primary Level,Sometimes,0.27488,58,24386,0.19299,0.37249
624,624,2018,Direct migration background,Lower Secondary Level,Very seldom,0.4179,317,24386,0.35927,0.48749
625,625,2018,Direct migration background,Lower Secondary Level,Seldom,0.31931,195,24386,0.26465,0.38473
626,626,2018,Direct migration background,Lower Secondary Level,Sometimes,0.18832,151,24386,0.14735,0.22493
627,627,2018,Direct migration background,Lower Secondary Level,Often,0.07447,52,24386,0.04725,0.10349
628,628,2018,Direct migration background,Upper Secondary Level,Very seldom,0.42755,645,24386,0.37879,0.47569
629,629,2018,Direct migration background,Upper Secondary Level,Seldom,0.30725,450,24386,0.27217,0.35064
630,630,2018,Direct migration background,Upper Secondary Level,Sometimes,0.19578,273,24386,0.16507,0.22716
631,631,2018,Direct migration background,Upper Secondary Level,Often,0.06942,90,24386,0.04818,0.09445
632,632,2018,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.33397,241,24386,0.283,0.39392
633,633,2018,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.38459,195,24386,0.31762,0.46737
634,634,2018,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.19824,115,24386,0.15731,0.23823
635,635,2018,Direct migration background,Post-secondary Non-tertiary Level,Often,0.0832,39,24386,0.05145,0.12288
636,636,2018,Direct migration background,First Stage of Tertiary Education,Very seldom,1.0,35,24386,0.54307,1.61116
637,637,2018,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.44009,509,24386,0.38519,0.50249
638,638,2018,Direct migration background,Second Stage of Tertiary Education,Seldom,0.30574,346,24386,0.26024,0.36482
639,639,2018,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.18635,216,24386,0.15287,0.21842
640,640,2018,Direct migration background,Second Stage of Tertiary Education,Often,0.06783,76,24386,0.05281,0.08507
641,641,2018,Indirect migration background,Pre-primary Level,Seldom,1.0,32,24386,0.56784,1.50967
642,642,2018,Indirect migration background,Lower Secondary Level,Very seldom,0.50622,118,24386,0.41212,0.60037
643,643,2018,Indirect migration background,Lower Secondary Level,Seldom,0.37164,98,24386,0.26769,0.48142
644,644,2018,Indirect migration background,Lower Secondary Level,Sometimes,0.12214,46,24386,0.07885,0.17638
645,645,2018,Indirect migration background,Upper Secondary Level,Very seldom,0.35654,248,24386,0.31324,0.41213
646,646,2018,Indirect migration background,Upper Secondary Level,Seldom,0.38791,232,24386,0.32037,0.44819
647,647,2018,Indirect migration background,Upper Secondary Level,Sometimes,0.16177,120,24386,0.13343,0.19486
648,648,2018,Indirect migration background,Upper Secondary Level,Often,0.09378,60,24386,0.06517,0.12737
649,649,2018,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,0.66842,57,24386,0.50147,0.84016
650,650,2018,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.33158,42,24386,0.2462,0.41982
651,651,2018,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.41525,100,24386,0.32856,0.49919
652,652,2018,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.37604,93,24386,0.28666,0.47682
653,653,2018,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.20871,44,24386,0.12872,0.30799
654,654,2019,No migration background,Pre-primary Level,Very seldom,0.51116,91,24576,0.38773,0.70316
655,655,2019,No migration background,Pre-primary Level,Seldom,0.48884,76,24576,0.35285,0.65587
656,656,2019,No migration background,Primary Level,Very seldom,0.64493,60,24576,0.5055,0.83584
657,657,2019,No migration background,Primary Level,Seldom,0.35507,40,24576,0.24571,0.51269
658,658,2019,No migration background,Lower Secondary Level,Very seldom,0.37837,639,24576,0.34307,0.40906
659,659,2019,No migration background,Lower Secondary Level,Seldom,0.37066,547,24576,0.33566,0.40217
660,660,2019,No migration background,Lower Secondary Level,Sometimes,0.19622,263,24576,0.17162,0.2225
661,661,2019,No migration background,Lower Secondary Level,Often,0.05476,102,24576,0.04664,0.06358
662,662,2019,No migration background,Upper Secondary Level,Very seldom,0.40028,3861,24576,0.38436,0.41244
663,663,2019,No migration background,Upper Secondary Level,Seldom,0.35754,3216,24576,0.34457,0.37318
664,664,2019,No migration background,Upper Secondary Level,Sometimes,0.16771,1465,24576,0.16002,0.17726
665,665,2019,No migration background,Upper Secondary Level,Often,0.05868,538,24576,0.05347,0.06353
666,666,2019,No migration background,Upper Secondary Level,Very often,0.01579,124,24576,0.01329,0.01872
667,667,2019,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.42706,667,24576,0.38956,0.46506
668,668,2019,No migration background,Post-secondary Non-tertiary Level,Seldom,0.34807,525,24576,0.30999,0.38972
669,669,2019,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.16122,224,24576,0.13299,0.18923
670,670,2019,No migration background,Post-secondary Non-tertiary Level,Often,0.06365,75,24576,0.04723,0.08127
671,671,2019,No migration background,First Stage of Tertiary Education,Very seldom,0.46032,701,24576,0.41674,0.49311
672,672,2019,No migration background,First Stage of Tertiary Education,Seldom,0.35358,537,24576,0.31792,0.39306
673,673,2019,No migration background,First Stage of Tertiary Education,Sometimes,0.13676,207,24576,0.11636,0.15967
674,674,2019,No migration background,First Stage of Tertiary Education,Often,0.04934,59,24576,0.03624,0.06559
675,675,2019,No migration background,Second Stage of Tertiary Education,Very seldom,0.45728,2650,24576,0.43529,0.47837
676,676,2019,No migration background,Second Stage of Tertiary Education,Seldom,0.35513,1952,24576,0.33495,0.37472
677,677,2019,No migration background,Second Stage of Tertiary Education,Sometimes,0.13851,761,24576,0.12656,0.15042
678,678,2019,No migration background,Second Stage of Tertiary Education,Often,0.04075,219,24576,0.0339,0.04735
679,679,2019,No migration background,Second Stage of Tertiary Education,Very often,0.00833,42,24576,0.00637,0.01073
680,680,2019,Direct migration background,Primary Level,Very seldom,0.46351,79,24576,0.36059,0.56119
681,681,2019,Direct migration background,Primary Level,Seldom,0.3562,59,24576,0.23424,0.47026
682,682,2019,Direct migration background,Primary Level,Sometimes,0.18029,38,24576,0.11667,0.23762
683,683,2019,Direct migration background,Lower Secondary Level,Very seldom,0.37828,251,24576,0.32358,0.44225
684,684,2019,Direct migration background,Lower Secondary Level,Seldom,0.36207,193,24576,0.30118,0.41611
685,685,2019,Direct migration background,Lower Secondary Level,Sometimes,0.18323,105,24576,0.12757,0.24979
686,686,2019,Direct migration background,Lower Secondary Level,Often,0.07643,42,24576,0.04824,0.1097
687,687,2019,Direct migration background,Upper Secondary Level,Very seldom,0.42782,567,24576,0.37949,0.47468
688,688,2019,Direct migration background,Upper Secondary Level,Seldom,0.31843,389,24576,0.27618,0.37228
689,689,2019,Direct migration background,Upper Secondary Level,Sometimes,0.17667,228,24576,0.14565,0.21574
690,690,2019,Direct migration background,Upper Secondary Level,Often,0.04952,67,24576,0.03138,0.07138
691,691,2019,Direct migration background,Upper Secondary Level,Very often,0.02757,32,24576,0.01634,0.04432
692,692,2019,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.36185,228,24576,0.30126,0.43917
693,693,2019,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.37806,165,24576,0.30675,0.45606
694,694,2019,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.20254,96,24576,0.16021,0.25497
695,695,2019,Direct migration background,Post-secondary Non-tertiary Level,Often,0.05756,34,24576,0.02859,0.09113
696,696,2019,Direct migration background,First Stage of Tertiary Education,Very seldom,1.0,33,24576,0.62245,1.45051
697,697,2019,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.4066,475,24576,0.36386,0.45718
698,698,2019,Direct migration background,Second Stage of Tertiary Education,Seldom,0.35761,370,24576,0.2942,0.41784
699,699,2019,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.1627,173,24576,0.12909,0.19956
700,700,2019,Direct migration background,Second Stage of Tertiary Education,Often,0.07309,65,24576,0.05561,0.09728
701,701,2019,Indirect migration background,Pre-primary Level,Very seldom,1.0,38,24576,0.63058,1.39541
702,702,2019,Indirect migration background,Lower Secondary Level,Very seldom,0.36045,86,24576,0.26669,0.49083
703,703,2019,Indirect migration background,Lower Secondary Level,Seldom,0.45066,88,24576,0.33986,0.57439
704,704,2019,Indirect migration background,Lower Secondary Level,Sometimes,0.18888,38,24576,0.12794,0.25977
705,705,2019,Indirect migration background,Upper Secondary Level,Very seldom,0.39234,249,24576,0.33498,0.46025
706,706,2019,Indirect migration background,Upper Secondary Level,Seldom,0.36299,216,24576,0.31484,0.42714
707,707,2019,Indirect migration background,Upper Secondary Level,Sometimes,0.17137,106,24576,0.1352,0.20844
708,708,2019,Indirect migration background,Upper Secondary Level,Often,0.07329,40,24576,0.05085,0.10401
709,709,2019,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,0.55899,59,24576,0.40241,0.7528
710,710,2019,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.44101,44,24576,0.29493,0.61845
711,711,2019,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.5439,146,24576,0.41689,0.67085
712,712,2019,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.3814,101,24576,0.28244,0.48373
713,713,2019,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.0747,35,24576,0.05122,0.10789
714,714,2020,No migration background,Pre-primary Level,Very seldom,0.38317,68,24405,0.27954,0.50521
715,715,2020,No migration background,Pre-primary Level,Seldom,0.61683,82,24405,0.46024,0.7976
716,716,2020,No migration background,Primary Level,Very seldom,0.52936,53,24405,0.39562,0.68053
717,717,2020,No migration background,Primary Level,Seldom,0.47064,36,24405,0.33423,0.61759
718,718,2020,No migration background,Lower Secondary Level,Very seldom,0.32865,514,24405,0.29989,0.35676
719,719,2020,No migration background,Lower Secondary Level,Seldom,0.33617,493,24405,0.30479,0.37272
720,720,2020,No migration background,Lower Secondary Level,Sometimes,0.24077,288,24405,0.21328,0.26788
721,721,2020,No migration background,Lower Secondary Level,Often,0.07248,118,24405,0.0597,0.08459
722,722,2020,No migration background,Lower Secondary Level,Very often,0.02193,40,24405,0.01575,0.03015
723,723,2020,No migration background,Upper Secondary Level,Very seldom,0.35384,2959,24405,0.34111,0.36716
724,724,2020,No migration background,Upper Secondary Level,Seldom,0.33691,2934,24405,0.32507,0.3516
725,725,2020,No migration background,Upper Secondary Level,Sometimes,0.20937,1688,24405,0.19736,0.22066
726,726,2020,No migration background,Upper Secondary Level,Often,0.07893,663,24405,0.0731,0.08449
727,727,2020,No migration background,Upper Secondary Level,Very often,0.02095,168,24405,0.01767,0.02473
728,728,2020,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.34961,484,24405,0.31434,0.39254
729,729,2020,No migration background,Post-secondary Non-tertiary Level,Seldom,0.35773,517,24405,0.3303,0.39198
730,730,2020,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.1978,286,24405,0.17218,0.22852
731,731,2020,No migration background,Post-secondary Non-tertiary Level,Often,0.06773,109,24405,0.05397,0.08588
732,732,2020,No migration background,Post-secondary Non-tertiary Level,Very often,0.02712,44,24405,0.02002,0.03352
733,733,2020,No migration background,First Stage of Tertiary Education,Very seldom,0.36775,505,24405,0.32784,0.41208
734,734,2020,No migration background,First Stage of Tertiary Education,Seldom,0.38649,503,24405,0.34887,0.4255
735,735,2020,No migration background,First Stage of Tertiary Education,Sometimes,0.18018,231,24405,0.15585,0.2025
736,736,2020,No migration background,First Stage of Tertiary Education,Often,0.06558,88,24405,0.04819,0.08315
737,737,2020,No migration background,Second Stage of Tertiary Education,Very seldom,0.36992,1987,24405,0.3446,0.38948
738,738,2020,No migration background,Second Stage of Tertiary Education,Seldom,0.36137,1893,24405,0.34093,0.38251
739,739,2020,No migration background,Second Stage of Tertiary Education,Sometimes,0.19152,987,24405,0.17696,0.2063
740,740,2020,No migration background,Second Stage of Tertiary Education,Often,0.06847,363,24405,0.06098,0.07815
741,741,2020,No migration background,Second Stage of Tertiary Education,Very often,0.00873,51,24405,0.00622,0.01131
742,742,2020,Direct migration background,Pre-primary Level,Very seldom,1.0,32,24405,0.49424,1.70474
743,743,2020,Direct migration background,Primary Level,Very seldom,0.2341,117,24405,0.13498,0.36361
744,744,2020,Direct migration background,Primary Level,Seldom,0.35827,94,24405,0.26955,0.46824
745,745,2020,Direct migration background,Primary Level,Sometimes,0.19152,76,24405,0.11606,0.26684
746,746,2020,Direct migration background,Primary Level,Often,0.21611,38,24405,0.10783,0.34829
747,747,2020,Direct migration background,Lower Secondary Level,Very seldom,0.37119,281,24405,0.2923,0.42988
748,748,2020,Direct migration background,Lower Secondary Level,Seldom,0.32846,247,24405,0.2588,0.39408
749,749,2020,Direct migration background,Lower Secondary Level,Sometimes,0.22454,183,24405,0.1723,0.28811
750,750,2020,Direct migration background,Lower Secondary Level,Often,0.07582,56,24405,0.04608,0.10899
751,751,2020,Direct migration background,Upper Secondary Level,Very seldom,0.3848,648,24405,0.32173,0.45187
752,752,2020,Direct migration background,Upper Secondary Level,Seldom,0.29085,488,24405,0.25079,0.32996
753,753,2020,Direct migration background,Upper Secondary Level,Sometimes,0.1865,334,24405,0.15904,0.2236
754,754,2020,Direct migration background,Upper Secondary Level,Often,0.09836,153,24405,0.07458,0.13525
755,755,2020,Direct migration background,Upper Secondary Level,Very often,0.0395,45,24405,0.02547,0.05311
756,756,2020,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.36225,265,24405,0.27576,0.4436
757,757,2020,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.27303,192,24405,0.20799,0.33485
758,758,2020,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.23336,143,24405,0.18249,0.30172
759,759,2020,Direct migration background,Post-secondary Non-tertiary Level,Often,0.13136,75,24405,0.08251,0.18935
760,760,2020,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.32957,537,24405,0.27125,0.38797
761,761,2020,Direct migration background,Second Stage of Tertiary Education,Seldom,0.32242,456,24405,0.26442,0.40061
762,762,2020,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.2196,367,24405,0.17734,0.26662
763,763,2020,Direct migration background,Second Stage of Tertiary Education,Often,0.09793,182,24405,0.07432,0.12578
764,764,2020,Direct migration background,Second Stage of Tertiary Education,Very often,0.03048,46,24405,0.01437,0.04779
765,765,2020,Indirect migration background,Pre-primary Level,Very seldom,1.0,40,24405,0.71514,1.42093
766,766,2020,Indirect migration background,Lower Secondary Level,Very seldom,0.46611,75,24405,0.33259,0.61517
767,767,2020,Indirect migration background,Lower Secondary Level,Seldom,0.35,68,24405,0.25443,0.46367
768,768,2020,Indirect migration background,Lower Secondary Level,Sometimes,0.18389,46,24405,0.11884,0.24972
769,769,2020,Indirect migration background,Upper Secondary Level,Very seldom,0.37526,213,24405,0.31026,0.43466
770,770,2020,Indirect migration background,Upper Secondary Level,Seldom,0.36075,202,24405,0.29382,0.44272
771,771,2020,Indirect migration background,Upper Secondary Level,Sometimes,0.20472,127,24405,0.16675,0.24064
772,772,2020,Indirect migration background,Upper Secondary Level,Often,0.05928,60,24405,0.04311,0.0793
773,773,2020,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,0.52581,46,24405,0.367,0.67241
774,774,2020,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.47419,51,24405,0.30966,0.66175
775,775,2020,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.27201,105,24405,0.20412,0.33898
776,776,2020,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.3915,98,24405,0.30594,0.49973
777,777,2020,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.33649,67,24405,0.23377,0.4668
778,778,2021,No migration background,Pre-primary Level,Very seldom,0.51076,43,15988,0.33959,0.69847
779,779,2021,No migration background,Pre-primary Level,Seldom,0.48924,39,15988,0.33747,0.69926
780,780,2021,No migration background,Primary Level,Seldom,1.0,32,15988,0.69813,1.34009
781,781,2021,No migration background,Lower Secondary Level,Very seldom,0.36465,356,15988,0.31655,0.40621
782,782,2021,No migration background,Lower Secondary Level,Seldom,0.35366,296,15988,0.31187,0.40446
783,783,2021,No migration background,Lower Secondary Level,Sometimes,0.18481,135,15988,0.15925,0.21862
784,784,2021,No migration background,Lower Secondary Level,Often,0.09689,86,15988,0.07772,0.12091
785,785,2021,No migration background,Upper Secondary Level,Very seldom,0.38879,2291,15988,0.36987,0.40839
786,786,2021,No migration background,Upper Secondary Level,Seldom,0.36725,2103,15988,0.34897,0.38499
787,787,2021,No migration background,Upper Secondary Level,Sometimes,0.16311,881,15988,0.151,0.17541
788,788,2021,No migration background,Upper Secondary Level,Often,0.06293,361,15988,0.05603,0.07179
789,789,2021,No migration background,Upper Secondary Level,Very often,0.01792,96,15988,0.0142,0.02195
790,790,2021,No migration background,Post-secondary Non-tertiary Level,Very seldom,0.38375,412,15988,0.34951,0.42728
791,791,2021,No migration background,Post-secondary Non-tertiary Level,Seldom,0.37602,402,15988,0.33594,0.42405
792,792,2021,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.1716,159,15988,0.13676,0.20481
793,793,2021,No migration background,Post-secondary Non-tertiary Level,Often,0.06862,62,15988,0.05039,0.08644
794,794,2021,No migration background,First Stage of Tertiary Education,Very seldom,0.43913,409,15988,0.38174,0.49321
795,795,2021,No migration background,First Stage of Tertiary Education,Seldom,0.37955,328,15988,0.32548,0.43478
796,796,2021,No migration background,First Stage of Tertiary Education,Sometimes,0.13775,122,15988,0.10769,0.16718
797,797,2021,No migration background,First Stage of Tertiary Education,Often,0.04357,40,15988,0.02787,0.06276
798,798,2021,No migration background,Second Stage of Tertiary Education,Very seldom,0.44785,1897,15988,0.42206,0.47376
799,799,2021,No migration background,Second Stage of Tertiary Education,Seldom,0.3708,1484,15988,0.34908,0.39471
800,800,2021,No migration background,Second Stage of Tertiary Education,Sometimes,0.14426,534,15988,0.12888,0.15874
801,801,2021,No migration background,Second Stage of Tertiary Education,Often,0.03709,152,15988,0.02918,0.045
802,802,2021,Direct migration background,Primary Level,Seldom,1.0,36,15988,0.61364,1.43015
803,803,2021,Direct migration background,Lower Secondary Level,Very seldom,0.37593,142,15988,0.27024,0.47873
804,804,2021,Direct migration background,Lower Secondary Level,Seldom,0.34099,113,15988,0.2369,0.45938
805,805,2021,Direct migration background,Lower Secondary Level,Sometimes,0.17948,56,15988,0.10895,0.26624
806,806,2021,Direct migration background,Lower Secondary Level,Often,0.1036,34,15988,0.06414,0.15811
807,807,2021,Direct migration background,Upper Secondary Level,Very seldom,0.4152,330,15988,0.3474,0.49438
808,808,2021,Direct migration background,Upper Secondary Level,Seldom,0.34055,267,15988,0.27872,0.40439
809,809,2021,Direct migration background,Upper Secondary Level,Sometimes,0.14847,142,15988,0.11282,0.19022
810,810,2021,Direct migration background,Upper Secondary Level,Often,0.09578,77,15988,0.0638,0.13324
811,811,2021,Direct migration background,Post-secondary Non-tertiary Level,Very seldom,0.34579,159,15988,0.27028,0.43272
812,812,2021,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.42487,122,15988,0.32004,0.52119
813,813,2021,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.22933,67,15988,0.14583,0.32539
814,814,2021,Direct migration background,Second Stage of Tertiary Education,Very seldom,0.3481,390,15988,0.28753,0.41851
815,815,2021,Direct migration background,Second Stage of Tertiary Education,Seldom,0.38124,326,15988,0.31439,0.47094
816,816,2021,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.19531,184,15988,0.14094,0.25715
817,817,2021,Direct migration background,Second Stage of Tertiary Education,Often,0.07535,76,15988,0.04583,0.10732
818,818,2021,Indirect migration background,Lower Secondary Level,Very seldom,0.47568,48,15988,0.34804,0.64196
819,819,2021,Indirect migration background,Lower Secondary Level,Seldom,0.52432,40,15988,0.26983,0.9111
820,820,2021,Indirect migration background,Upper Secondary Level,Very seldom,0.42657,151,15988,0.29571,0.55737
821,821,2021,Indirect migration background,Upper Secondary Level,Seldom,0.35522,142,15988,0.26459,0.44886
822,822,2021,Indirect migration background,Upper Secondary Level,Sometimes,0.15094,54,15988,0.10068,0.22193
823,823,2021,Indirect migration background,Upper Secondary Level,Often,0.06728,34,15988,0.04541,0.08929
824,824,2021,Indirect migration background,Post-secondary Non-tertiary Level,Very seldom,0.48898,39,15988,0.27138,0.70906
825,825,2021,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.51102,35,15988,0.30191,0.80127
826,826,2021,Indirect migration background,Second Stage of Tertiary Education,Very seldom,0.41935,88,15988,0.32936,0.51877
827,827,2021,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.36252,80,15988,0.26628,0.47759
828,828,2021,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.21814,36,15988,0.14768,0.294
