year,pgisced97,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.18341,371,1735,0.16519,0.20162
2006,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.58431,2988,5182,0.57089,0.59773
2006,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.33420,1839,5182,0.32135,0.34704
2006,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.06167,355,5182,0.05512,0.06823
2006,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.50069,2670,5748,0.48776,0.51361
2006,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.41467,2611,5748,0.40193,0.42740
2006,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.07061,467,5748,0.06399,0.07723
2006,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.37264,350,937,0.34166,0.40362
2006,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.37369,358,937,0.34270,0.40469
2006,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.24898,229,937,0.22128,0.27669
2006,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.23189,149,702,0.20065,0.26313
2006,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.49211,365,702,0.45510,0.52912
2006,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26181,188,702,0.22926,0.29435
2006,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39862,982,2551,0.37961,0.41762
2006,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60138,1569,2551,0.58238,0.62039
2006,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.40909,826,2026,0.38768,0.43051
2006,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.59091,1200,2026,0.56949,0.61232
2007,Primary Level,male,(1a) Inadequately completed,0.78054,59,59,0.67402,0.88705
2007,Primary Level,female,(1a) Inadequately completed,0.88279,115,115,0.82374,0.94184
2007,Lower Secondary Level,male,(1b) General Elementary School,0.73419,503,716,0.70181,0.76657
2007,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.26581,213,716,0.23343,0.29819
2007,Lower Secondary Level,female,(1b) General Elementary School,0.80547,1204,1540,0.78569,0.82525
2007,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.19453,336,1540,0.17475,0.21431
2007,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.57537,2721,4819,0.56141,0.58933
2007,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.33441,1728,4819,0.32109,0.34773
2007,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.07103,370,4819,0.06377,0.07828
2007,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.49049,2436,5342,0.47708,0.50390
2007,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.42165,2474,5342,0.40840,0.43489
2007,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.07238,432,5342,0.06543,0.07933
2007,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.37912,331,894,0.34729,0.41094
2007,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.37619,347,894,0.34441,0.40796
2007,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.24145,216,894,0.21338,0.26952
2007,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.21923,127,632,0.18695,0.25151
2007,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.49698,333,632,0.45796,0.53599
2007,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26932,172,632,0.23471,0.30393
2007,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.40458,922,2409,0.38498,0.42419
2007,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.59542,1487,2409,0.57581,0.61502
2007,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.40180,793,1980,0.38020,0.42340
2007,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.59820,1187,1980,0.57660,0.61980
2008,Primary Level,male,(1a) Inadequately completed,0.80852,55,55,0.70357,0.91346
2008,Primary Level,female,(1a) Inadequately completed,0.86192,92,92,0.79104,0.93280
2008,Lower Secondary Level,male,(1b) General Elementary School,0.73485,453,653,0.70097,0.76873
2008,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.26515,200,653,0.23127,0.29903
2008,Lower Secondary Level,female,(1b) General Elementary School,0.80286,1105,1412,0.78211,0.82362
2008,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.19714,307,1412,0.17638,0.21789
2008,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.56465,2527,4511,0.55018,0.57912
2008,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.33936,1648,4511,0.32554,0.35318
2008,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.07494,336,4511,0.06726,0.08263
2008,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.48330,2282,5042,0.46950,0.49709
2008,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.42812,2368,5042,0.41446,0.44178
2008,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.07174,392,5042,0.06461,0.07886
2008,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.37833,310,826,0.34524,0.41143
2008,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.38402,322,826,0.35083,0.41721
2008,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.23376,194,826,0.20488,0.26264
2008,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.23586,125,580,0.20128,0.27044
2008,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.48691,299,580,0.44620,0.52762
2008,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.26193,156,580,0.22611,0.29774
2008,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.40232,886,2293,0.38224,0.42239
2008,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.59768,1407,2293,0.57761,0.61776
2008,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.40377,764,1899,0.38170,0.42585
2008,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.59623,1135,1899,0.57415,0.61830
2009,Primary Level,male,(1a) Inadequately completed,0.81032,53,53,0.70376,0.91688
2009,Primary Level,female,(1a) Inadequately completed,0.85987,79,79,0.78284,0.93691
2009,Lower Secondary Level,male,(1b) General Elementary School,0.73292,404,580,0.69688,0.76896
2009,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.26708,176,580,0.23104,0.30312
2009,Lower Secondary Level,female,(1b) General Elementary School,0.79722,978,1250,0.77492,0.81951
2009,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.20278,272,1250,0.18049,0.22508
2009,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.55898,2322,4176,0.54392,0.57404
2009,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.33768,1536,4176,0.32333,0.35202
2009,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.08075,318,4176,0.07249,0.08902
2009,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.46764,2101,4709,0.45339,0.48190
2009,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.43930,2246,4709,0.42513,0.45348
2009,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.07335,362,4709,0.06590,0.08079
2009,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.36151,282,778,0.32773,0.39529
2009,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.40381,316,778,0.36931,0.43831
2009,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.23073,180,778,0.20111,0.26035
2009,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.22840,117,544,0.19309,0.26371
2009,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.47793,282,544,0.43592,0.51995
2009,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.27720,145,544,0.23955,0.31485
2009,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.41027,858,2186,0.38964,0.43089
2009,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.58973,1328,2186,0.56911,0.61036
2009,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.38870,734,1849,0.36647,0.41092
2009,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.61130,1115,1849,0.58908,0.63353
2010,Primary Level,male,(1a) Inadequately completed,0.79893,108,108,0.72299,0.87488
2010,Primary Level,female,(1a) Inadequately completed,0.86869,180,211,0.82301,0.91437
2010,Primary Level,female,(1b) General Elementary School,0.13131,31,211,0.08563,0.17699
2010,Lower Secondary Level,male,(1b) General Elementary School,0.72187,608,836,0.69148,0.75226
2010,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27813,228,836,0.24774,0.30852
2010,Lower Secondary Level,female,(1b) General Elementary School,0.80054,1248,1674,0.78139,0.81969
2010,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.19946,426,1674,0.18031,0.21861
2010,Upper Secondary Level,male,(1a) Inadequately completed,0.00689,39,5190,0.00464,0.00914
2010,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.54055,2717,5190,0.52699,0.55411
2010,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.34762,2029,5190,0.33466,0.36058
2010,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.08765,405,5190,0.07996,0.09534
2010,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.46220,2489,6388,0.44997,0.47442
2010,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.43832,3397,6388,0.42616,0.45049
2010,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.07928,502,6388,0.07265,0.08590
2010,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.32409,302,955,0.29439,0.35379
2010,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.41467,406,955,0.38340,0.44593
2010,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.25517,247,955,0.22750,0.28283
2010,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.22925,116,644,0.19676,0.26174
2010,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.45061,335,644,0.41215,0.48907
2010,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.31098,193,644,0.27520,0.34676
2010,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.41294,1028,2769,0.39460,0.43128
2010,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.58706,1741,2769,0.56872,0.60540
2010,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.38383,937,2607,0.36515,0.40250
2010,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.61617,1670,2607,0.59750,0.63485
2011,Pre-primary Level,male,(0) No qualification (yet),0.99396,450,450,0.98679,1.00113
2011,Primary Level,male,(1a) Inadequately completed,0.82413,127,160,0.76495,0.88331
2011,Primary Level,male,(1b) General Elementary School,0.17587,33,160,0.11669,0.23505
2011,Primary Level,female,(1a) Inadequately completed,0.85207,207,247,0.80771,0.89644
2011,Primary Level,female,(1b) General Elementary School,0.14793,40,247,0.10356,0.19229
2011,Lower Secondary Level,male,(1b) General Elementary School,0.71376,723,997,0.68569,0.74183
2011,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.28624,274,997,0.25817,0.31431
2011,Lower Secondary Level,female,(1b) General Elementary School,0.79022,1521,2055,0.77262,0.80783
2011,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.20978,534,2055,0.19217,0.22738
2011,Upper Secondary Level,male,(1a) Inadequately completed,0.00864,55,6070,0.00631,0.01097
2011,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.53387,3196,6070,0.52132,0.54642
2011,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.34753,2332,6070,0.33555,0.35951
2011,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.09170,487,6070,0.08444,0.09896
2011,Upper Secondary Level,female,(1a) Inadequately completed,0.00502,32,7650,0.00344,0.00661
2011,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.44946,3001,7650,0.43832,0.46061
2011,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.44255,3989,7650,0.43142,0.45368
2011,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.08821,628,7650,0.08185,0.09456
2011,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.32400,361,1124,0.29663,0.35138
2011,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.41945,469,1124,0.39059,0.44831
2011,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.24433,294,1124,0.21920,0.26947
2011,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.22655,121,697,0.19545,0.25765
2011,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.43562,361,697,0.39878,0.47246
2011,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.32226,215,697,0.28754,0.35698
2011,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39582,1190,3207,0.37889,0.41275
2011,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60418,2017,3207,0.58725,0.62111
2011,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.37697,1082,3005,0.35964,0.39430
2011,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.62303,1923,3005,0.60570,0.64036
2012,Primary Level,male,(1a) Inadequately completed,0.82875,127,158,0.76982,0.88768
2012,Primary Level,male,(1b) General Elementary School,0.17125,31,158,0.11232,0.23018
2012,Primary Level,female,(1a) Inadequately completed,0.87544,194,228,0.83248,0.91840
2012,Primary Level,female,(1b) General Elementary School,0.12456,34,228,0.08160,0.16752
2012,Lower Secondary Level,male,(1b) General Elementary School,0.72294,725,1026,0.69554,0.75034
2012,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27706,301,1026,0.24966,0.30446
2012,Lower Secondary Level,female,(1b) General Elementary School,0.79123,1448,1964,0.77326,0.80921
2012,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.20877,516,1964,0.19079,0.22674
2012,Upper Secondary Level,male,(1a) Inadequately completed,0.00938,56,5944,0.00693,0.01183
2012,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.53090,3110,5944,0.51822,0.54359
2012,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.34999,2305,5944,0.33786,0.36212
2012,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.08948,473,5944,0.08222,0.09673
2012,Upper Secondary Level,female,(1a) Inadequately completed,0.00543,37,7416,0.00376,0.00710
2012,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.44765,2898,7416,0.43634,0.45897
2012,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.44436,3872,7416,0.43305,0.45567
2012,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.08521,609,7416,0.07885,0.09156
2012,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.31130,355,1101,0.28394,0.33866
2012,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.42317,461,1101,0.39397,0.45237
2012,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.25262,285,1101,0.22694,0.27830
2012,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.20449,112,675,0.17404,0.23494
2012,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.43258,347,675,0.39517,0.46998
2012,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.35037,216,675,0.31435,0.38639
2012,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.40057,1189,3149,0.38345,0.41769
2012,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.59943,1960,3149,0.58231,0.61655
2012,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.37492,1087,2997,0.35759,0.39226
2012,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.62508,1910,2997,0.60774,0.64241
2013,Primary Level,male,(1a) Inadequately completed,0.85944,239,271,0.81798,0.90090
2013,Primary Level,male,(1b) General Elementary School,0.14056,32,271,0.09910,0.18202
2013,Primary Level,female,(1a) Inadequately completed,0.88367,323,360,0.85051,0.91684
2013,Primary Level,female,(1b) General Elementary School,0.11633,37,360,0.08316,0.14949
2013,Lower Secondary Level,male,(1b) General Elementary School,0.72064,1041,1451,0.69754,0.74373
2013,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27925,410,1451,0.25616,0.30235
2013,Lower Secondary Level,female,(1b) General Elementary School,0.77690,1753,2356,0.76009,0.79372
2013,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.22310,603,2356,0.20628,0.23991
2013,Upper Secondary Level,male,(1a) Inadequately completed,0.00925,62,6262,0.00688,0.01162
2013,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.52223,3222,6262,0.50986,0.53461
2013,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.35317,2260,6262,0.34133,0.36501
2013,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.10119,718,6262,0.09372,0.10867
2013,Upper Secondary Level,female,(1a) Inadequately completed,0.00676,46,7692,0.00492,0.00859
2013,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.43417,2955,7692,0.42309,0.44524
2013,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.44950,3811,7692,0.43838,0.46062
2013,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.09116,880,7692,0.08473,0.09759
2013,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.31184,328,1052,0.28383,0.33985
2013,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.42206,427,1052,0.39220,0.45192
2013,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.25052,297,1052,0.22433,0.27672
2013,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.21517,108,642,0.18335,0.24698
2013,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.44239,336,642,0.40394,0.48084
2013,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.33416,198,642,0.29765,0.37068
2013,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39338,1181,3440,0.37705,0.40971
2013,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60662,2259,3440,0.59029,0.62295
2013,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.37186,1095,3422,0.35567,0.38806
2013,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.62814,2327,3422,0.61194,0.64433
2014,Primary Level,male,(1a) Inadequately completed,0.84423,178,211,0.79518,0.89327
2014,Primary Level,male,(1b) General Elementary School,0.15577,33,211,0.10673,0.20482
2014,Primary Level,female,(1a) Inadequately completed,0.89151,262,293,0.85584,0.92718
2014,Primary Level,female,(1b) General Elementary School,0.10849,31,293,0.07282,0.14416
2014,Lower Secondary Level,male,(1b) General Elementary School,0.72077,881,1260,0.69599,0.74555
2014,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27923,379,1260,0.25445,0.30401
2014,Lower Secondary Level,female,(1b) General Elementary School,0.77906,1470,1973,0.76075,0.79737
2014,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.22094,503,1973,0.20263,0.23925
2014,Upper Secondary Level,male,(1a) Inadequately completed,0.00886,56,5576,0.00640,0.01132
2014,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.51726,2832,5576,0.50414,0.53037
2014,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.34915,2016,5576,0.33664,0.36167
2014,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.10896,672,5576,0.10078,0.11714
2014,Upper Secondary Level,female,(1a) Inadequately completed,0.00726,42,6781,0.00524,0.00928
2014,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.43154,2620,6781,0.41975,0.44333
2014,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.44821,3356,6781,0.43637,0.46005
2014,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.09449,763,6781,0.08753,0.10145
2014,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.31059,298,958,0.28127,0.33991
2014,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.40610,390,958,0.37499,0.43722
2014,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.25718,270,958,0.22949,0.28487
2014,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.20796,106,599,0.17543,0.24049
2014,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.41353,303,599,0.37406,0.45300
2014,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.36845,190,599,0.32978,0.40711
2014,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39776,1097,3100,0.38053,0.41500
2014,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60224,2003,3100,0.58500,0.61947
2014,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.38428,1080,3127,0.36723,0.40134
2014,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.61572,2047,3127,0.59866,0.63277
2015,Primary Level,male,(1a) Inadequately completed,0.83851,186,217,0.78944,0.88759
2015,Primary Level,male,(1b) General Elementary School,0.16149,31,217,0.11241,0.21056
2015,Primary Level,female,(1a) Inadequately completed,0.90454,285,316,0.87208,0.93699
2015,Primary Level,female,(1b) General Elementary School,0.09546,31,316,0.06301,0.12792
2015,Lower Secondary Level,male,(1b) General Elementary School,0.70632,891,1255,0.68111,0.73153
2015,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.29368,364,1255,0.26847,0.31889
2015,Lower Secondary Level,female,(1b) General Elementary School,0.77158,1368,1850,0.75244,0.79072
2015,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.22842,482,1850,0.20928,0.24756
2015,Upper Secondary Level,male,(1a) Inadequately completed,0.01016,60,5392,0.00749,0.01284
2015,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.50890,2705,5392,0.49555,0.52224
2015,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.35809,1927,5392,0.34529,0.37089
2015,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.10476,700,5392,0.09659,0.11294
2015,Upper Secondary Level,female,(1a) Inadequately completed,0.00684,49,6591,0.00485,0.00883
2015,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.42368,2485,6591,0.41175,0.43561
2015,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.45143,3195,6591,0.43942,0.46345
2015,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.09819,862,6591,0.09101,0.10538
2015,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.28945,278,917,0.26008,0.31882
2015,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.42837,380,917,0.39633,0.46042
2015,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.25156,259,917,0.22346,0.27966
2015,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.19476,97,571,0.16224,0.22727
2015,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.42461,294,571,0.38404,0.46519
2015,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.36943,180,571,0.32981,0.40906
2015,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.38950,1079,3198,0.37259,0.40640
2015,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.61050,2119,3198,0.59360,0.62741
2015,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.38473,1051,3224,0.36793,0.40153
2015,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.61527,2173,3224,0.59847,0.63207
2016,Primary Level,male,(1a) Inadequately completed,0.84698,695,695,0.82020,0.87377
2016,Primary Level,female,(1a) Inadequately completed,0.91597,695,695,0.89533,0.93661
2016,Lower Secondary Level,male,(1b) General Elementary School,0.70521,1093,1421,0.68149,0.72892
2016,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.29479,328,1421,0.27108,0.31851
2016,Lower Secondary Level,female,(1b) General Elementary School,0.75728,1402,1871,0.73785,0.77671
2016,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.24272,469,1871,0.22329,0.26215
2016,Upper Secondary Level,male,(1a) Inadequately completed,0.00961,73,5181,0.00695,0.01227
2016,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.50408,2513,5181,0.49047,0.51770
2016,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.35994,1775,5181,0.34687,0.37301
2016,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.10490,820,5181,0.09656,0.11325
2016,Upper Secondary Level,female,(1a) Inadequately completed,0.00692,59,6161,0.00485,0.00899
2016,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.41712,2283,6161,0.40481,0.42943
2016,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.45253,2939,6161,0.44010,0.46496
2016,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.09902,880,6161,0.09156,0.10648
2016,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.28155,254,833,0.25098,0.31211
2016,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.42464,342,833,0.39106,0.45823
2016,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.26113,237,833,0.23128,0.29097
2016,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.17648,88,533,0.14408,0.20887
2016,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.41568,269,533,0.37380,0.45756
2016,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.39511,176,533,0.35357,0.43665
2016,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.38225,1010,3294,0.36565,0.39885
2016,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.61775,2284,3294,0.60115,0.63435
2016,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.38850,1005,3194,0.37159,0.40540
2016,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.61150,2189,3194,0.59460,0.62841
2017,Primary Level,male,(1a) Inadequately completed,0.86524,921,952,0.84354,0.88694
2017,Primary Level,male,(1b) General Elementary School,0.13476,31,952,0.11306,0.15646
2017,Primary Level,female,(1a) Inadequately completed,0.91007,951,951,0.89188,0.92826
2017,Lower Secondary Level,male,(1b) General Elementary School,0.70441,1243,1606,0.68208,0.72673
2017,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.29559,363,1606,0.27327,0.31792
2017,Lower Secondary Level,female,(1b) General Elementary School,0.75264,1559,2095,0.73416,0.77112
2017,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.24736,536,2095,0.22888,0.26584
2017,Upper Secondary Level,male,(1a) Inadequately completed,0.01075,82,5769,0.00809,0.01342
