"pgcasmin","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"(3b) higher tertiary education","1997","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1997","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1997","AkademikerInnen","kein Migrationshintergrund","757","0.527585813975085","0.502922368517501","0.552249259432668"
"(3b) higher tertiary education","1997","AkademikerInnen","direkter Migrationshintergrund","132","0.731706329978243","0.6673359583813","0.796076701575185"
"(3b) higher tertiary education","1997","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(0) in school","1998","(noch) kein Abschluss","kein Migrationshintergrund","235","0.701718650415954","0.650953537859943","0.752483762971964"
"(0) in school","1998","(noch) kein Abschluss","direkter Migrationshintergrund","30","0.118288734351967","0.0880096833182045","0.148567785385729"
"(0) in school","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","69","0.89238707449654","0.824900958165055","0.959873190828025"
"(0) in school","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","(noch) kein Abschluss","kein Migrationshintergrund","77","0.298281349584046","0.247516237028036","0.349046462140057"
"(1a) inadequately completed","1998","(noch) kein Abschluss","direkter Migrationshintergrund","407","0.881711265648033","0.851432214614271","0.911990316681796"
"(1a) inadequately completed","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","Hauptschulabschluss","kein Migrationshintergrund","1302","0.28339411949976","0.270634865375142","0.296153373624378"
"(1b) general elementary school","1998","Hauptschulabschluss","direkter Migrationshintergrund","626","0.453111617275565","0.425337359703537","0.480885874847594"
"(1b) general elementary school","1998","Hauptschulabschluss","indirekter Migrationshintergrund","128","0.634856277930465","0.571521648742622","0.698190907118307"
"(1b) general elementary school","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","Hauptschulabschluss","kein Migrationshintergrund","3490","0.71660588050024","0.703846626375622","0.729365134624858"
"(1c) basic vocational qualification","1998","Hauptschulabschluss","direkter Migrationshintergrund","608","0.546888382724435","0.519114125152406","0.574662640296463"
"(1c) basic vocational qualification","1998","Hauptschulabschluss","indirekter Migrationshintergrund","94","0.365143722069535","0.301809092881693","0.428478351257378"
"(1c) basic vocational qualification","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","Realschulabschluss","kein Migrationshintergrund","422","0.132979323088671","0.121066683762939","0.144891962414402"
"(2b) intermediate general qualification","1998","Realschulabschluss","direkter Migrationshintergrund","41","0.277117113167706","0.203501562735831","0.350732663599581"
"(2b) intermediate general qualification","1998","Realschulabschluss","indirekter Migrationshintergrund","76","0.418826819174349","0.336808528295226","0.500845110053472"
"(2b) intermediate general qualification","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","Realschulabschluss","kein Migrationshintergrund","2699","0.867020676911329","0.855108037585598","0.878933316237061"
"(2a) intermediate vocational","1998","Realschulabschluss","direkter Migrationshintergrund","101","0.722882886832294","0.649267336400419","0.796498437264169"
"(2a) intermediate vocational","1998","Realschulabschluss","indirekter Migrationshintergrund","63","0.581173180825651","0.499154889946528","0.663191471704774"
"(2a) intermediate vocational","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","(Fach-)Abitur","kein Migrationshintergrund","324","0.36293326500822","0.330061877630355","0.395804652386084"
"(2c_gen) general maturity certificate","1998","(Fach-)Abitur","direkter Migrationshintergrund","113","0.389319084915218","0.330833009336511","0.447805160493924"
"(2c_gen) general maturity certificate","1998","(Fach-)Abitur","indirekter Migrationshintergrund","50","0.755262647934308","0.655955393581221","0.854569902287395"
"(2c_gen) general maturity certificate","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","(Fach-)Abitur","kein Migrationshintergrund","498","0.63706673499178","0.604195347613916","0.669938122369645"
"(2c_voc) vocational maturity certificate","1998","(Fach-)Abitur","direkter Migrationshintergrund","154","0.610680915084782","0.552194839506076","0.669166990663489"
"(2c_voc) vocational maturity certificate","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1998","AkademikerInnen","kein Migrationshintergrund","904","0.481668809574946","0.458344979500376","0.504992639649516"
"(3a) lower tertiary education","1998","AkademikerInnen","direkter Migrationshintergrund","53","0.265284116414371","0.202836938743551","0.327731294085192"
"(3a) lower tertiary education","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1998","AkademikerInnen","kein Migrationshintergrund","859","0.518331190425054","0.495007360350484","0.541655020499624"
"(3b) higher tertiary education","1998","AkademikerInnen","direkter Migrationshintergrund","139","0.734715883585629","0.672268705914808","0.797163061256449"
"(3b) higher tertiary education","1998","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(0) in school","1999","(noch) kein Abschluss","kein Migrationshintergrund","231","0.692675667044253","0.641231955907851","0.744119378180655"
"(0) in school","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","65","0.908033865490323","0.843488105638393","0.972579625342252"
"(0) in school","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","(noch) kein Abschluss","kein Migrationshintergrund","78","0.307324332955747","0.255880621819345","0.358768044092149"
"(1a) inadequately completed","1999","(noch) kein Abschluss","direkter Migrationshintergrund","386","0.906885864304607","0.878792011375084","0.93497971723413"
"(1a) inadequately completed","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","Hauptschulabschluss","kein Migrationshintergrund","1253","0.270963768735449","0.258243630300536","0.283683907170362"
"(1b) general elementary school","1999","Hauptschulabschluss","direkter Migrationshintergrund","575","0.452837929370917","0.424056161460438","0.481619697281397"
"(1b) general elementary school","1999","Hauptschulabschluss","indirekter Migrationshintergrund","131","0.602530788969438","0.539559081840273","0.665502496098602"
"(1b) general elementary school","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","Hauptschulabschluss","kein Migrationshintergrund","3437","0.729036231264551","0.716316092829638","0.741756369699464"
"(1c) basic vocational qualification","1999","Hauptschulabschluss","direkter Migrationshintergrund","574","0.547162070629083","0.518380302718603","0.575943838539562"
"(1c) basic vocational qualification","1999","Hauptschulabschluss","indirekter Migrationshintergrund","101","0.397469211030562","0.334497503901398","0.460440918159727"
"(1c) basic vocational qualification","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","Realschulabschluss","kein Migrationshintergrund","421","0.137040449578691","0.124987210874191","0.149093688283192"
"(2b) intermediate general qualification","1999","Realschulabschluss","direkter Migrationshintergrund","43","0.312985905178496","0.234178417232266","0.391793393124725"
"(2b) intermediate general qualification","1999","Realschulabschluss","indirekter Migrationshintergrund","72","0.425285448663074","0.341264297226797","0.509306600099351"
"(2b) intermediate general qualification","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","Realschulabschluss","kein Migrationshintergrund","2706","0.862959550421309","0.850906311716808","0.875012789125809"
"(2a) intermediate vocational","1999","Realschulabschluss","direkter Migrationshintergrund","90","0.687014094821504","0.608206606875275","0.765821582767734"
"(2a) intermediate vocational","1999","Realschulabschluss","indirekter Migrationshintergrund","61","0.574714551336926","0.490693399900649","0.658735702773203"
"(2a) intermediate vocational","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","(Fach-)Abitur","kein Migrationshintergrund","329","0.357612682446801","0.325083735741024","0.390141629152578"
"(2c_gen) general maturity certificate","1999","(Fach-)Abitur","direkter Migrationshintergrund","100","0.400638149668584","0.33889893413745","0.462377365199719"
"(2c_gen) general maturity certificate","1999","(Fach-)Abitur","indirekter Migrationshintergrund","51","0.687705263724099","0.584194327944362","0.791216199503835"
"(2c_gen) general maturity certificate","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","(Fach-)Abitur","kein Migrationshintergrund","505","0.642387317553199","0.609858370847422","0.674916264258976"
"(2c_voc) vocational maturity certificate","1999","(Fach-)Abitur","direkter Migrationshintergrund","142","0.599361850331416","0.537622634800281","0.66110106586255"
"(2c_voc) vocational maturity certificate","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1999","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
