"pgcasmin","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"(2c_gen) general maturity certificate","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","715","0.306737310423987","0.287167578353883","0.32630704249409"
"(2c_gen) general maturity certificate","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","179","0.434293844093959","0.383020911752217","0.4855667764357"
"(2c_gen) general maturity certificate","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1418","0.693262689576013","0.67369295750591","0.712832421646117"
"(2c_voc) vocational maturity certificate","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","180","0.565706155906042","0.5144332235643","0.616979088247783"
"(2c_voc) vocational maturity certificate","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","1107","0.392302189421984","0.375505332027433","0.409099046816535"
"(3a) lower tertiary education","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","698","0.555788827466208","0.529064997589528","0.582512657342887"
"(3b) higher tertiary education","2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","2139","0.607697810578016","0.590900953183465","0.624494667972567"
"(3b) higher tertiary education","2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","630","0.444211172533792","0.417487342657113","0.470935002410472"
"(0) in school","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","457","0.538916522692682","0.502403977359552","0.575429068025813"
"(0) in school","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","162","0.832122759387172","0.778118403466626","0.886127115307717"
"(0) in school","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","259","0.461083477307318","0.424570931974187","0.497596022640448"
"(1a) inadequately completed","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1915","0.275964227075503","0.265537400578667","0.286391053572339"
"(1b) general elementary school","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","255","0.185463243730151","0.165505907039305","0.205420580420997"
"(1b) general elementary school","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","5145","0.724035772924497","0.713608946427661","0.734462599421333"
"(1c) basic vocational qualification","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1202","0.814536756269849","0.794579419579003","0.834494092960695"
"(1c) basic vocational qualification","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","466","0.119658417306038","0.109337681061425","0.129979153550651"
"(2b) intermediate general qualification","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","169","0.0760797604326454","0.0644690331302172","0.0876904877350736"
"(2b) intermediate general qualification","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","3333","0.880341582693962","0.870020846449349","0.890662318938576"
"(2a) intermediate vocational","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1834","0.923920239567355","0.912309512264926","0.935530966869783"
"(2a) intermediate vocational","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","685","0.292064436506965","0.272476029364515","0.311652843649415"
"(2c_gen) general maturity certificate","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","182","0.454549968753585","0.404018493595054","0.505081443912116"
"(2c_gen) general maturity certificate","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1385","0.707935563493035","0.688347156350585","0.727523970635486"
"(2c_voc) vocational maturity certificate","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","191","0.545450031246415","0.494918556087884","0.595981506404946"
"(2c_voc) vocational maturity certificate","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","1038","0.383836831889918","0.366642393272878","0.401031270506957"
"(3a) lower tertiary education","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","687","0.561666409292806","0.534652515221481","0.588680303364132"
"(3b) higher tertiary education","2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","2035","0.616163168110083","0.598968729493043","0.633357606727122"
"(3b) higher tertiary education","2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","609","0.438333590707194","0.411319696635868","0.465347484778519"
"(0) in school","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","476","0.557403801660485","0.52122388095021","0.59358372237076"
"(0) in school","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","166","0.830671111557746","0.776773229312866","0.884568993802626"
"(0) in school","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","248","0.442596198339515","0.40641627762924","0.478776119049789"
"(1a) inadequately completed","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1806","0.278745100923006","0.268044574995257","0.289445626850756"
"(1b) general elementary school","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","224","0.184109538477067","0.163727339323349","0.204491737630785"
"(1b) general elementary school","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1b) general elementary school","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4939","0.721254899076993","0.710554373149244","0.731955425004743"
"(1c) basic vocational qualification","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1165","0.815890461522933","0.795508262369215","0.836272660676651"
"(1c) basic vocational qualification","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1c) basic vocational qualification","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","451","0.116085408713457","0.105773696902874","0.126397120524039"
"(2b) intermediate general qualification","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","161","0.0834673019452987","0.0711340756748056","0.0958005282157918"
"(2b) intermediate general qualification","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","3256","0.883914591286543","0.873602879475961","0.894226303097126"
"(2a) intermediate vocational","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1771","0.916532698054701","0.904199471784208","0.928865924325194"
"(2a) intermediate vocational","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2a) intermediate vocational","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","657","0.281929078396114","0.2623320968704","0.301526059921828"
"(2c_gen) general maturity certificate","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","194","0.445208070175381","0.396320391164194","0.494095749186568"
"(2c_gen) general maturity certificate","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1368","0.718070921603886","0.698473940078172","0.7376679031296"
"(2c_voc) vocational maturity certificate","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","203","0.554791929824619","0.505904250813432","0.603679608835806"
"(2c_voc) vocational maturity certificate","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","1031","0.392108461159715","0.374724732561773","0.409492189757657"
"(3a) lower tertiary education","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","680","0.557365408601883","0.530165577494742","0.584565239709025"
"(3b) higher tertiary education","2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","1999","0.607891538840285","0.590507810242343","0.625275267438227"
"(3b) higher tertiary education","2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","601","0.442634591398117","0.415434760290976","0.469834422505258"
"(0) in school","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","509","0.576309913863375","0.540707091495338","0.611912736231413"
"(0) in school","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","147","0.823207435424353","0.765347693053002","0.881067177795705"
"(0) in school","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","231","0.423690086136625","0.388087263768587","0.459292908504662"
"(1a) inadequately completed","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
