"pgcasmin","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(0) in school","2001","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","2001","16-34 Jahre alt","(noch) kein Abschluss","58","0.11766245409226","0.0920510945761881","0.143273813608331"
"(1a) inadequately completed","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2001","35-65 Jahre alt","(noch) kein Abschluss","199","0.998133872570866","0.992152537412363","1.00411520772937"
"(1a) inadequately completed","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2001","66 und älter","(noch) kein Abschluss","67","1","1","1"
"(1a) inadequately completed","2001","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2001","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","2001","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2001","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2001","16-34 Jahre alt","Hauptschulabschluss","623","0.375890653690977","0.35189392579664","0.399887381585315"
"(1b) general elementary school","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2001","35-65 Jahre alt","Hauptschulabschluss","1091","0.189165759707545","0.178821074202652","0.199510445212439"
"(1b) general elementary school","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2001","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2001","66 und älter","Hauptschulabschluss","784","0.34330672836617","0.324234965675642","0.362378491056697"
"(1b) general elementary school","2001","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","2001","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","2001","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2001","16-34 Jahre alt","Hauptschulabschluss","942","0.624109346309023","0.600112618414685","0.64810607420336"
"(1c) basic vocational qualification","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2001","35-65 Jahre alt","Hauptschulabschluss","4415","0.810834240292455","0.800489554787561","0.821178925797349"
"(1c) basic vocational qualification","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2001","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2001","66 und älter","Hauptschulabschluss","1597","0.65669327163383","0.637621508943303","0.675765034324358"
"(1c) basic vocational qualification","2001","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2001","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2001","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2001","16-34 Jahre alt","Realschulabschluss","539","0.232609258761695","0.214950618774718","0.250267898748671"
"(2b) intermediate general qualification","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2001","35-65 Jahre alt","Realschulabschluss","85","0.0308002661139502","0.0248093044950496","0.0367912277328508"
"(2b) intermediate general qualification","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2001","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2001","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2001","66 und älter","Realschulabschluss","37","0.0975540447131442","0.0686212323779501","0.126486857048338"
"(2b) intermediate general qualification","2001","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2001","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2001","16-34 Jahre alt","Realschulabschluss","1660","0.767390741238305","0.749732101251329","0.785049381225282"
"(2a) intermediate vocational","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2001","35-65 Jahre alt","Realschulabschluss","3110","0.96919973388605","0.963208772267149","0.97519069550495"
"(2a) intermediate vocational","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2001","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2001","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2001","66 und älter","Realschulabschluss","367","0.902445955286856","0.873513142951662","0.93137876762205"
"(2a) intermediate vocational","2001","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2001","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","(Fach-)Abitur","669","0.510304088041665","0.48226473285684","0.53834344322649"
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","(Fach-)Abitur","112","0.134125489371249","0.111660558016006","0.156590420726492"
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","(Fach-)Abitur","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","(Fach-)Abitur","552","0.489695911958335","0.46165655677351","0.51773526714316"
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","(Fach-)Abitur","772","0.865874510628751","0.843409579273508","0.888339441983994"
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2001","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2001","66 und älter","(Fach-)Abitur","140","0.881426530365087","0.830532239771912","0.932320820958263"
"(2c_voc) vocational maturity certificate","2001","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","AkademikerInnen","274","0.413594596340133","0.375260090266394","0.451929102413873"
"(3a) lower tertiary education","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2001","35-65 Jahre alt","AkademikerInnen","1111","0.424548285362143","0.405207872080908","0.443888698643377"
"(3a) lower tertiary education","2001","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2001","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2001","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","2001","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2001","66 und älter","AkademikerInnen","215","0.486642652813758","0.439123509501194","0.534161796126322"
"(3b) higher tertiary education","2001","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2001","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2001","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2001","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2001","16-34 Jahre alt","AkademikerInnen","360","0.586405403659867","0.548070897586127","0.624739909733606"
"(3b) higher tertiary education","2001","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2001","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2001","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2001","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2001","35-65 Jahre alt","AkademikerInnen","1398","0.575451714637857","0.556111301356623","0.594792127919092"
"(3b) higher tertiary education","2001","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2001","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2001","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","2001","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2001","66 und älter","AkademikerInnen","210","0.513357347186242","0.465838203873678","0.560876490498806"
"(0) in school","2002","16-34 Jahre alt","(noch) kein Abschluss","618","0.888255635858262","0.86438209526753","0.912129176448993"
"(0) in school","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2002","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","2002","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","2002","66 und älter","Realschulabschluss","","","",""
"(0) in school","2002","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","2002","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","(noch) kein Abschluss","51","0.111744364141739","0.0878708235510069","0.13561790473247"
"(1a) inadequately completed","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2002","35-65 Jahre alt","(noch) kein Abschluss","177","1","1","1"
"(1a) inadequately completed","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2002","66 und älter","(noch) kein Abschluss","68","1","1","1"
"(1a) inadequately completed","2002","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2002","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","2002","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2002","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2002","16-34 Jahre alt","Hauptschulabschluss","537","0.398164883211818","0.372090802929059","0.424238963494577"
"(1b) general elementary school","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2002","35-65 Jahre alt","Hauptschulabschluss","997","0.18682817762137","0.176226048269628","0.197430306973112"
"(1b) general elementary school","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2002","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2002","66 und älter","Hauptschulabschluss","766","0.336139687207379","0.317346023481845","0.354933350932912"
"(1b) general elementary school","2002","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","2002","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","2002","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2002","16-34 Jahre alt","Hauptschulabschluss","817","0.601835116788182","0.575761036505423","0.627909197070941"
"(1c) basic vocational qualification","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2002","35-65 Jahre alt","Hauptschulabschluss","4195","0.81317182237863","0.802569693026888","0.823773951730372"
"(1c) basic vocational qualification","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2002","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2002","66 und älter","Hauptschulabschluss","1661","0.663860312792621","0.645066649067088","0.682653976518155"
"(1c) basic vocational qualification","2002","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2002","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2002","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2002","16-34 Jahre alt","Realschulabschluss","527","0.239392363321203","0.221049956007836","0.257734770634571"
"(2b) intermediate general qualification","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2002","35-65 Jahre alt","Realschulabschluss","95","0.0304495705962094","0.0247531730752031","0.0361459681172157"
"(2b) intermediate general qualification","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2002","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2002","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2002","66 und älter","Realschulabschluss","39","0.0966383558007693","0.0689044883244213","0.124372223277117"
"(2b) intermediate general qualification","2002","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2002","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2002","16-34 Jahre alt","Realschulabschluss","1552","0.760607636678797","0.742265229365429","0.778950043992164"
"(2a) intermediate vocational","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2002","35-65 Jahre alt","Realschulabschluss","3400","0.969550429403791","0.963854031882784","0.975246826924797"
"(2a) intermediate vocational","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2002","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2002","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2002","66 und älter","Realschulabschluss","397","0.903361644199231","0.875627776722883","0.931095511675579"
"(2a) intermediate vocational","2002","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2002","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","(Fach-)Abitur","748","0.515933671037822","0.488798956538874","0.54306838553677"
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","(Fach-)Abitur","133","0.124157145507496","0.104105996130321","0.144208294884672"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","(Fach-)Abitur","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","(Fach-)Abitur","555","0.484066328962178","0.45693161446323","0.511201043461126"
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","(Fach-)Abitur","906","0.875842854492504","0.855791705115328","0.895894003869679"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2002","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2002","66 und älter","(Fach-)Abitur","137","0.888185510023682","0.837753840339083","0.938617179708281"
"(2c_voc) vocational maturity certificate","2002","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","AkademikerInnen","260","0.413790099189723","0.375300854340674","0.452279344038771"
"(3a) lower tertiary education","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2002","35-65 Jahre alt","AkademikerInnen","1303","0.425464019261172","0.408840367255385","0.44208767126696"
"(3a) lower tertiary education","2002","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2002","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2002","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","2002","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2002","66 und älter","AkademikerInnen","242","0.492069462431355","0.450173729081968","0.533965195780742"
"(3b) higher tertiary education","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2002","16-34 Jahre alt","AkademikerInnen","369","0.586209900810277","0.547720655961229","0.624699145659326"
"(3b) higher tertiary education","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2002","35-65 Jahre alt","AkademikerInnen","2095","0.574535980738828","0.55791232873304","0.591159632744615"
"(3b) higher tertiary education","2002","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2002","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2002","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","2002","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2002","66 und älter","AkademikerInnen","305","0.507930537568645","0.466034804219258","0.549826270918032"
"(0) in school","2003","16-34 Jahre alt","(noch) kein Abschluss","619","0.88215093087577","0.857736578064813","0.906565283686727"
"(0) in school","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2003","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","2003","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","2003","66 und älter","Realschulabschluss","","","",""
"(0) in school","2003","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","2003","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","(noch) kein Abschluss","51","0.11784906912423","0.0934347163132727","0.142263421935187"
"(1a) inadequately completed","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2003","35-65 Jahre alt","(noch) kein Abschluss","165","1","1","1"
"(1a) inadequately completed","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2003","66 und älter","(noch) kein Abschluss","65","1","1","1"
