"pgcasmin","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"(0) in school","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2001","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2001","35-65 Jahre alt","kein Migrationshintergrund","40","0.00439298843839904","0.00312391046849726","0.00566206640830082"
"(1a) inadequately completed","2001","35-65 Jahre alt","direkter Migrationshintergrund","158","0.0769283735357823","0.0644717702971516","0.0893849767744131"
"(1a) inadequately completed","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2001","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2001","66 und älter","direkter Migrationshintergrund","45","0.126507493239356","0.0909104927552231","0.162104493723489"
"(1a) inadequately completed","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2001","16-34 Jahre alt","kein Migrationshintergrund","305","0.0656516341147344","0.0586149602306969","0.072688307998772"
"(1b) general elementary school","2001","16-34 Jahre alt","direkter Migrationshintergrund","181","0.198110030018311","0.170862771968407","0.225357288068215"
"(1b) general elementary school","2001","16-34 Jahre alt","indirekter Migrationshintergrund","137","0.190531581312342","0.160247439395027","0.220815723229657"
"(1b) general elementary school","2001","35-65 Jahre alt","kein Migrationshintergrund","645","0.0682388271124774","0.0634000860384509","0.0730775681865039"
"(1b) general elementary school","2001","35-65 Jahre alt","direkter Migrationshintergrund","431","0.210938237950996","0.191867310607921","0.23000916529407"
"(1b) general elementary school","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2001","66 und älter","kein Migrationshintergrund","678","0.228704423559963","0.213869307468012","0.243539539651914"
"(1b) general elementary school","2001","66 und älter","direkter Migrationshintergrund","102","0.297456103995108","0.248503718234518","0.346408489755697"
"(1b) general elementary school","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2001","16-34 Jahre alt","kein Migrationshintergrund","628","0.142522604014577","0.132590449822142","0.152454758207013"
"(1c) basic vocational qualification","2001","16-34 Jahre alt","direkter Migrationshintergrund","210","0.237718095370809","0.208617551319168","0.26681863942245"
"(1c) basic vocational qualification","2001","16-34 Jahre alt","indirekter Migrationshintergrund","104","0.158774984268618","0.130592520283472","0.186957448253765"
"(1c) basic vocational qualification","2001","35-65 Jahre alt","kein Migrationshintergrund","3832","0.390367169679556","0.381005892205521","0.39972844715359"
"(1c) basic vocational qualification","2001","35-65 Jahre alt","direkter Migrationshintergrund","546","0.293363359924996","0.272080025587162","0.314646694262831"
"(1c) basic vocational qualification","2001","35-65 Jahre alt","indirekter Migrationshintergrund","37","0.32437219813493","0.234400277916975","0.414344118352885"
"(1c) basic vocational qualification","2001","66 und älter","kein Migrationshintergrund","1488","0.463801320103689","0.446186747622481","0.481415892584898"
"(1c) basic vocational qualification","2001","66 und älter","direkter Migrationshintergrund","103","0.298006023225303","0.249027588523523","0.346984457927083"
"(1c) basic vocational qualification","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2001","16-34 Jahre alt","kein Migrationshintergrund","399","0.073247787183214","0.0658454424095961","0.0806501319568319"
"(2b) intermediate general qualification","2001","16-34 Jahre alt","direkter Migrationshintergrund","55","0.0690027064428367","0.0516758628924077","0.0863295499932658"
"(2b) intermediate general qualification","2001","16-34 Jahre alt","indirekter Migrationshintergrund","85","0.147847388157241","0.120475966808386","0.175218809506096"
"(2b) intermediate general qualification","2001","35-65 Jahre alt","kein Migrationshintergrund","74","0.00754354894503098","0.00588316743818518","0.00920393045187678"
"(2b) intermediate general qualification","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2001","66 und älter","kein Migrationshintergrund","33","0.0117000888668123","0.00790185060004025","0.0154983271335843"
"(2b) intermediate general qualification","2001","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2001","16-34 Jahre alt","kein Migrationshintergrund","1496","0.304176070925956","0.291105262739933","0.317246879111978"
"(2a) intermediate vocational","2001","16-34 Jahre alt","direkter Migrationshintergrund","68","0.083401646812839","0.0645004618681937","0.102302831757484"
"(2a) intermediate vocational","2001","16-34 Jahre alt","indirekter Migrationshintergrund","96","0.149737682047831","0.122222407461369","0.177252956634292"
"(2a) intermediate vocational","2001","35-65 Jahre alt","kein Migrationshintergrund","3016","0.269042631758661","0.260532801897264","0.277552461620058"
"(2a) intermediate vocational","2001","35-65 Jahre alt","direkter Migrationshintergrund","72","0.0452517781037111","0.0355354782469813","0.0549680779604408"
"(2a) intermediate vocational","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2001","66 und älter","kein Migrationshintergrund","343","0.121535712052549","0.109994344901767","0.133077079203331"
"(2a) intermediate vocational","2001","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","kein Migrationshintergrund","507","0.103581075391425","0.0949237058735371","0.112238444909313"
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","direkter Migrationshintergrund","87","0.1071261843493","0.0859837474074627","0.128268621291138"
"(2c_gen) general maturity certificate","2001","16-34 Jahre alt","indirekter Migrationshintergrund","75","0.114768474384549","0.0901890576846801","0.139347891084418"
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","kein Migrationshintergrund","53","0.00605614483283603","0.00456732085433634","0.00754496881133572"
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","direkter Migrationshintergrund","57","0.0364074045529254","0.0276519188639393","0.0451628902419115"
"(2c_gen) general maturity certificate","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","kein Migrationshintergrund","435","0.104769754452529","0.0960686261037631","0.113470882801294"
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","direkter Migrationshintergrund","78","0.107644443271355","0.0864570778782834","0.128831808664426"
"(2c_voc) vocational maturity certificate","2001","16-34 Jahre alt","indirekter Migrationshintergrund","39","0.0517867878506852","0.0346986664693057","0.0688749092320647"
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","kein Migrationshintergrund","544","0.0566872533428518","0.0522497891599882","0.0611247175257154"
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","direkter Migrationshintergrund","220","0.133612171443668","0.117707751369986","0.149516591517349"
"(2c_voc) vocational maturity certificate","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2001","66 und älter","kein Migrationshintergrund","110","0.0431362925896642","0.0359601725295996","0.0503124126497289"
"(2c_voc) vocational maturity certificate","2001","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","kein Migrationshintergrund","242","0.0552388667992646","0.0487484344412981","0.0617292991572312"
"(3a) lower tertiary education","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2001","35-65 Jahre alt","kein Migrationshintergrund","1054","0.091105471720339","0.0855835114600985","0.0966274319805795"
"(3a) lower tertiary education","2001","35-65 Jahre alt","direkter Migrationshintergrund","53","0.039295679883005","0.0302131689129434","0.0483781908530665"
"(3a) lower tertiary education","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2001","66 und älter","kein Migrationshintergrund","199","0.0561660608243878","0.0480334868087034","0.0642986348400721"
"(3a) lower tertiary education","2001","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2001","16-34 Jahre alt","kein Migrationshintergrund","287","0.0678131125028129","0.0606698177199286","0.0749564072856972"
"(3b) higher tertiary education","2001","16-34 Jahre alt","direkter Migrationshintergrund","51","0.0839848994768563","0.0650237744391392","0.102946024514573"
"(3b) higher tertiary education","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2001","35-65 Jahre alt","kein Migrationshintergrund","1173","0.106535181920773","0.100614802290336","0.11245556155121"
"(3b) higher tertiary education","2001","35-65 Jahre alt","direkter Migrationshintergrund","211","0.156772345256433","0.139776381199777","0.173768309313089"
"(3b) higher tertiary education","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2001","66 und älter","kein Migrationshintergrund","192","0.0600978864859151","0.0517030129292959","0.0684927600425343"
"(3b) higher tertiary education","2001","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","2002","16-34 Jahre alt","kein Migrationshintergrund","485","0.0756513436666769","0.0680840322865963","0.0832186550467574"
"(0) in school","2002","16-34 Jahre alt","direkter Migrationshintergrund","53","0.0792141720123258","0.0595416715292499","0.0988866724954016"
"(0) in school","2002","16-34 Jahre alt","indirekter Migrationshintergrund","80","0.150185670352072","0.122042109846527","0.178329230857618"
"(0) in school","2002","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","2002","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","2002","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2002","35-65 Jahre alt","kein Migrationshintergrund","43","0.00485146433263208","0.00357937617293429","0.00612355249232988"
"(1a) inadequately completed","2002","35-65 Jahre alt","direkter Migrationshintergrund","133","0.0744933729154828","0.0620482662965372","0.0869384795344284"
"(1a) inadequately completed","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2002","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2002","66 und älter","direkter Migrationshintergrund","47","0.120799348385846","0.0865592687962583","0.155039427975433"
"(1a) inadequately completed","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2002","16-34 Jahre alt","kein Migrationshintergrund","278","0.0718918247220051","0.0644999529068079","0.0792836965372023"
"(1b) general elementary school","2002","16-34 Jahre alt","direkter Migrationshintergrund","154","0.193374899331473","0.164606564526421","0.222143234136526"
"(1b) general elementary school","2002","16-34 Jahre alt","indirekter Migrationshintergrund","105","0.173798845163082","0.143947142407462","0.203650547918702"
"(1b) general elementary school","2002","35-65 Jahre alt","kein Migrationshintergrund","582","0.066232412822001","0.0616794770859403","0.0707853485580617"
"(1b) general elementary school","2002","35-65 Jahre alt","direkter Migrationshintergrund","399","0.207848045542015","0.188615921235419","0.227080169848612"
"(1b) general elementary school","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2002","66 und älter","kein Migrationshintergrund","659","0.224410655445575","0.210100506560267","0.238720804330883"
"(1b) general elementary school","2002","66 und älter","direkter Migrationshintergrund","103","0.288032465645214","0.240454125672292","0.335610805618137"
"(1b) general elementary school","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2002","16-34 Jahre alt","kein Migrationshintergrund","557","0.137309024657326","0.127460015457623","0.147158033857029"
"(1c) basic vocational qualification","2002","16-34 Jahre alt","direkter Migrationshintergrund","167","0.211017370311832","0.181295808151429","0.240738932472235"
"(1c) basic vocational qualification","2002","16-34 Jahre alt","indirekter Migrationshintergrund","93","0.140511354395882","0.113134815046728","0.167887893745036"
"(1c) basic vocational qualification","2002","35-65 Jahre alt","kein Migrationshintergrund","3637","0.387365043302423","0.378446417659738","0.396283668945108"
"(1c) basic vocational qualification","2002","35-65 Jahre alt","direkter Migrationshintergrund","518","0.301446814094492","0.279697021303419","0.323196606885565"
"(1c) basic vocational qualification","2002","35-65 Jahre alt","indirekter Migrationshintergrund","40","0.3413652892583","0.259855756846614","0.422874821669987"
"(1c) basic vocational qualification","2002","66 und älter","kein Migrationshintergrund","1550","0.472572791922999","0.455448125520056","0.489697458325941"
"(1c) basic vocational qualification","2002","66 und älter","direkter Migrationshintergrund","106","0.281351439001818","0.234108020039683","0.328594857963954"
"(1c) basic vocational qualification","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2002","16-34 Jahre alt","kein Migrationshintergrund","404","0.0774804636985876","0.0698297972849539","0.0851311301122214"
"(2b) intermediate general qualification","2002","16-34 Jahre alt","direkter Migrationshintergrund","46","0.0660356875649608","0.0479459069124502","0.0841254682174714"
"(2b) intermediate general qualification","2002","16-34 Jahre alt","indirekter Migrationshintergrund","77","0.136978811114839","0.109893103122419","0.164064519107259"
"(2b) intermediate general qualification","2002","35-65 Jahre alt","kein Migrationshintergrund","81","0.00752384077335076","0.00594180363503161","0.00910587791166991"
"(2b) intermediate general qualification","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2002","66 und älter","kein Migrationshintergrund","35","0.0119008152053627","0.00818122475110044","0.0156204056596249"
"(2b) intermediate general qualification","2002","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2002","16-34 Jahre alt","kein Migrationshintergrund","1388","0.296802620188054","0.283729240883557","0.309875999492552"
"(2a) intermediate vocational","2002","16-34 Jahre alt","direkter Migrationshintergrund","65","0.0971097491610137","0.075540863614223","0.118678634707804"
"(2a) intermediate vocational","2002","16-34 Jahre alt","indirekter Migrationshintergrund","99","0.165193357864951","0.13593890332091","0.194447812408992"
"(2a) intermediate vocational","2002","35-65 Jahre alt","kein Migrationshintergrund","3291","0.279823326476741","0.271604717511834","0.288041935441648"
"(2a) intermediate vocational","2002","35-65 Jahre alt","direkter Migrationshintergrund","80","0.0459128711073373","0.0359928800602286","0.0558328621544459"
"(2a) intermediate vocational","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2002","66 und älter","kein Migrationshintergrund","374","0.125337686074163","0.113980583664743","0.136694788483584"
"(2a) intermediate vocational","2002","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","kein Migrationshintergrund","587","0.111963412566852","0.102940040450894","0.120986784682809"
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","direkter Migrationshintergrund","79","0.107090383033143","0.0845657463764674","0.129615019689818"
"(2c_gen) general maturity certificate","2002","16-34 Jahre alt","indirekter Migrationshintergrund","82","0.107427412988431","0.0830334647772424","0.131821361199619"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","kein Migrationshintergrund","70","0.00578465644738139","0.00439625246415217","0.00717306043061061"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","direkter Migrationshintergrund","60","0.0352062778351743","0.02647098786166","0.0439415678086886"
"(2c_gen) general maturity certificate","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","kein Migrationshintergrund","445","0.107014441252586","0.0981681998511524","0.115860682654019"
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","direkter Migrationshintergrund","70","0.117035527663028","0.0936197124956528","0.140451342830404"
"(2c_voc) vocational maturity certificate","2002","16-34 Jahre alt","indirekter Migrationshintergrund","40","0.0537485736465104","0.0359825796134851","0.0715145676795358"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","kein Migrationshintergrund","679","0.0568622497646853","0.0526225371602966","0.061101962369074"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","direkter Migrationshintergrund","218","0.146840389893389","0.130064408187551","0.163616371599226"
"(2c_voc) vocational maturity certificate","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2002","66 und älter","kein Migrationshintergrund","110","0.0373226474131167","0.0308208550398936","0.0438244397863399"
"(2c_voc) vocational maturity certificate","2002","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","kein Migrationshintergrund","232","0.0515602357212298","0.0452320721171318","0.0578883993253278"
"(3a) lower tertiary education","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2002","35-65 Jahre alt","kein Migrationshintergrund","1239","0.0884038065748484","0.0832065570393152","0.0936010561103815"
"(3a) lower tertiary education","2002","35-65 Jahre alt","direkter Migrationshintergrund","57","0.0341476224914058","0.0255399517084948","0.0427552932743169"
"(3a) lower tertiary education","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2002","66 und älter","kein Migrationshintergrund","223","0.0573333408792665","0.0493591028272815","0.0653075789312515"
"(3a) lower tertiary education","2002","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2002","16-34 Jahre alt","kein Migrationshintergrund","297","0.0648959836271539","0.0578465496824337","0.071945417571874"
"(3b) higher tertiary education","2002","16-34 Jahre alt","direkter Migrationshintergrund","48","0.0728380594516686","0.0539087056203024","0.0917674132830348"
"(3b) higher tertiary education","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2002","35-65 Jahre alt","kein Migrationshintergrund","1839","0.103153199505938","0.0975847111245904","0.108721687887285"
"(3b) higher tertiary education","2002","35-65 Jahre alt","direkter Migrationshintergrund","234","0.145489208253906","0.128777370833769","0.162201045674043"
"(3b) higher tertiary education","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2002","66 und älter","kein Migrationshintergrund","281","0.057942101811599","0.0499282295032021","0.065955974119996"
"(3b) higher tertiary education","2002","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","2003","16-34 Jahre alt","kein Migrationshintergrund","497","0.0833535962331611","0.0751963672705547","0.0915108251957676"
"(0) in school","2003","16-34 Jahre alt","direkter Migrationshintergrund","51","0.0786932587656606","0.0580570407964867","0.0993294767348344"
"(0) in school","2003","16-34 Jahre alt","indirekter Migrationshintergrund","71","0.12262716666165","0.0963814821391288","0.148872851184171"
"(0) in school","2003","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","2003","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","2003","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2003","35-65 Jahre alt","kein Migrationshintergrund","44","0.00537169259353408","0.00400205532378233","0.00674132986328583"
"(1a) inadequately completed","2003","35-65 Jahre alt","direkter Migrationshintergrund","120","0.074808309981224","0.061885191001857","0.087731428960591"
"(1a) inadequately completed","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2003","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2003","66 und älter","direkter Migrationshintergrund","43","0.12210992353367","0.0881466508070204","0.156073196260319"
"(1a) inadequately completed","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2003","16-34 Jahre alt","kein Migrationshintergrund","270","0.0763548179818617","0.0685178085431988","0.0841918274205245"
"(1b) general elementary school","2003","16-34 Jahre alt","direkter Migrationshintergrund","137","0.179038111315159","0.149655292373794","0.208420930256525"
"(1b) general elementary school","2003","16-34 Jahre alt","indirekter Migrationshintergrund","95","0.167376264921258","0.137505675297584","0.197246854544933"
"(1b) general elementary school","2003","35-65 Jahre alt","kein Migrationshintergrund","518","0.06270616064882","0.0581634762164673","0.0672488450811727"
"(1b) general elementary school","2003","35-65 Jahre alt","direkter Migrationshintergrund","366","0.200894064921885","0.18121237929198","0.220575750551791"
"(1b) general elementary school","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2003","66 und älter","kein Migrationshintergrund","650","0.217961939212031","0.203928744767534","0.231995133656527"
"(1b) general elementary school","2003","66 und älter","direkter Migrationshintergrund","110","0.302689490536195","0.255032593752336","0.350346387320055"
"(1b) general elementary school","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2003","16-34 Jahre alt","kein Migrationshintergrund","520","0.128391371620323","0.118519301264701","0.138263441975946"
"(1c) basic vocational qualification","2003","16-34 Jahre alt","direkter Migrationshintergrund","148","0.198099803838143","0.167553307830518","0.228646299845768"
"(1c) basic vocational qualification","2003","16-34 Jahre alt","indirekter Migrationshintergrund","94","0.172079916449166","0.14187819011647","0.202281642781862"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","kein Migrationshintergrund","3349","0.370782032109769","0.361731388162613","0.379832676056926"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","direkter Migrationshintergrund","492","0.307906017310124","0.285229926677522","0.330582107942726"
"(1c) basic vocational qualification","2003","35-65 Jahre alt","indirekter Migrationshintergrund","42","0.349298833735038","0.269756577044718","0.428841090425358"
"(1c) basic vocational qualification","2003","66 und älter","kein Migrationshintergrund","1583","0.470491484759305","0.453526064418462","0.487456905100148"
"(1c) basic vocational qualification","2003","66 und älter","direkter Migrationshintergrund","116","0.298271312207847","0.250813868511834","0.345728755903861"
"(1c) basic vocational qualification","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2003","16-34 Jahre alt","kein Migrationshintergrund","395","0.0823982686144172","0.0742836947581923","0.0905128424706421"
"(2b) intermediate general qualification","2003","16-34 Jahre alt","direkter Migrationshintergrund","38","0.0532899920461596","0.03607564601281","0.0705043380795091"
"(2b) intermediate general qualification","2003","16-34 Jahre alt","indirekter Migrationshintergrund","71","0.133284943521127","0.106089184608649","0.160480702433604"
"(2b) intermediate general qualification","2003","35-65 Jahre alt","kein Migrationshintergrund","81","0.0080997337261909","0.00642019912134159","0.00977926833104022"
"(2b) intermediate general qualification","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2003","66 und älter","kein Migrationshintergrund","31","0.00964602301109415","0.00632385464929003","0.0129681913728983"
"(2b) intermediate general qualification","2003","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2003","16-34 Jahre alt","kein Migrationshintergrund","1224","0.285207126023819","0.271882658721783","0.298531593325855"
"(2a) intermediate vocational","2003","16-34 Jahre alt","direkter Migrationshintergrund","65","0.10491453304792","0.0814285201120301","0.128400545983811"
"(2a) intermediate vocational","2003","16-34 Jahre alt","indirekter Migrationshintergrund","102","0.179955438100374","0.149217574441777","0.210693301758971"
"(2a) intermediate vocational","2003","35-65 Jahre alt","kein Migrationshintergrund","3278","0.28994890453122","0.281446825864366","0.298450983198074"
"(2a) intermediate vocational","2003","35-65 Jahre alt","direkter Migrationshintergrund","74","0.0479957800500817","0.0374955812103898","0.0584959788897736"
"(2a) intermediate vocational","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2003","66 und älter","kein Migrationshintergrund","376","0.122326811216102","0.111189521698101","0.133464100734103"
"(2a) intermediate vocational","2003","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","kein Migrationshintergrund","574","0.111436247927217","0.102150067898804","0.12072242795563"
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","direkter Migrationshintergrund","73","0.125102075373598","0.0997466928301699","0.150457457917025"
"(2c_gen) general maturity certificate","2003","16-34 Jahre alt","indirekter Migrationshintergrund","82","0.104696654284746","0.0801990299090759","0.129194278660416"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","kein Migrationshintergrund","71","0.00605416717500529","0.00460062330088696","0.00750771104912362"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","direkter Migrationshintergrund","51","0.0297922387715935","0.0214408153818164","0.0381436621613705"
"(2c_gen) general maturity certificate","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","kein Migrationshintergrund","435","0.105707361315482","0.0966339205970839","0.114780802033881"
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","direkter Migrationshintergrund","62","0.113288615993194","0.0889977222330776","0.137579509753311"
"(2c_voc) vocational maturity certificate","2003","16-34 Jahre alt","indirekter Migrationshintergrund","44","0.0539896279150445","0.0359064155717755","0.0720728402583136"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","kein Migrationshintergrund","676","0.0611603071913127","0.0566702679935763","0.065650346389049"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","direkter Migrationshintergrund","207","0.148233859950266","0.130779237713699","0.165688482186833"
"(2c_voc) vocational maturity certificate","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2003","66 und älter","kein Migrationshintergrund","116","0.0424805008076315","0.0356252887510288","0.0493357128642341"
