year,migback,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,No migration background,Lower Secondary Level,(1b) General Elementary School,0.79656,1283,1771,0.77780,0.81531
2004,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20344,488,1771,0.18469,0.22220
2004,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55942,4763,9442,0.54940,0.56943
2004,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.38749,4047,9442,0.37767,0.39732
2004,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04977,632,9442,0.04538,0.05415
2004,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.34031,438,1452,0.31593,0.36469
2004,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44108,680,1452,0.41554,0.46663
2004,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.21228,334,1452,0.19124,0.23332
2004,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46112,1610,3876,0.44543,0.47682
2004,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53888,2266,3876,0.52318,0.55457
2004,Direct migration background,Primary Level,(1a) Inadequately completed,0.99534,156,156,0.98463,1.00606
2004,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.90306,570,617,0.87970,0.92643
2004,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09694,47,617,0.07357,0.12030
2004,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.71848,680,920,0.68940,0.74755
2004,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.13368,126,920,0.11168,0.15568
2004,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.12204,114,920,0.10087,0.14320
2004,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32985,49,107,0.24035,0.41936
2004,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.41386,58,107,0.32010,0.50762
2004,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.24147,81,358,0.19708,0.28587
2004,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.75853,277,358,0.71413,0.80292
2004,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.62184,115,186,0.55197,0.69172
2004,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.37816,71,186,0.30828,0.44803
2004,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41965,121,319,0.36541,0.47389
2004,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35368,113,319,0.30113,0.40623
2004,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.21833,85,319,0.17292,0.26374
2004,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.70330,43,43,0.56514,0.84145
2005,No migration background,Primary Level,(1a) Inadequately completed,0.66503,50,86,0.56469,0.76537
2005,No migration background,Primary Level,(1b) General Elementary School,0.33497,36,86,0.23463,0.43531
2005,No migration background,Lower Secondary Level,(1b) General Elementary School,0.78556,1191,1647,0.76573,0.80538
2005,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21444,456,1647,0.19462,0.23427
2005,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.54798,4489,8954,0.53767,0.55829
2005,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39727,3880,8954,0.38713,0.40741
2005,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05127,585,8954,0.04670,0.05584
2005,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32273,407,1379,0.29805,0.34742
2005,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45005,652,1379,0.42379,0.47632
2005,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22109,320,1379,0.19918,0.24300
2005,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45009,1556,3758,0.43419,0.46600
2005,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54991,2202,3758,0.53400,0.56581
2005,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.87983,518,567,0.85304,0.90662
2005,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.12017,49,567,0.09338,0.14696
2005,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.71482,623,847,0.68439,0.74524
2005,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.13518,118,847,0.11214,0.15822
2005,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.12292,106,847,0.10079,0.14504
2005,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.33986,49,101,0.24702,0.43270
2005,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.40229,52,101,0.30617,0.49840
2005,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.22849,75,339,0.18373,0.27325
2005,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.77151,264,339,0.72675,0.81627
2005,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.56766,107,177,0.49447,0.64085
2005,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.43234,70,177,0.35915,0.50553
2005,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42008,132,330,0.36675,0.47342
2005,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35775,111,330,0.30595,0.40955
2005,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.20998,87,330,0.16597,0.25399
2005,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.72239,48,48,0.59436,0.85042
2006,No migration background,Primary Level,(1a) Inadequately completed,0.63189,53,96,0.53490,0.72887
2006,No migration background,Primary Level,(1b) General Elementary School,0.36811,43,96,0.27113,0.46510
2006,No migration background,Lower Secondary Level,(1b) General Elementary School,0.77945,1321,1807,0.76033,0.79857
2006,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.22055,486,1807,0.20143,0.23967
2006,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.53721,4902,9725,0.52730,0.54712
2006,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40557,4205,9725,0.39581,0.41532
2006,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05296,618,9725,0.04851,0.05741
2006,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31723,439,1456,0.29332,0.34115
2006,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44946,679,1456,0.42390,0.47502
2006,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23005,338,1456,0.20843,0.25168
2006,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43041,1702,4135,0.41531,0.44550
2006,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56959,2433,4135,0.55450,0.58469
2006,Direct migration background,Primary Level,(1a) Inadequately completed,0.99058,133,133,0.97410,1.00706
2006,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.90029,499,545,0.87511,0.92547
2006,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09971,46,545,0.07453,0.12489
2006,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.69451,627,868,0.66385,0.72517
2006,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.13706,125,868,0.11416,0.15995
2006,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.14271,116,868,0.11943,0.16600
2006,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31448,47,113,0.22848,0.40047
2006,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.46768,66,113,0.37527,0.56009
2006,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.21328,77,366,0.17125,0.25530
2006,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.78672,289,366,0.74470,0.82875
2006,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.61206,111,183,0.54127,0.68286
2006,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.38794,72,183,0.31714,0.45873
2006,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.40902,129,337,0.35645,0.46159
2006,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36110,120,337,0.30974,0.41246
2006,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.22116,88,337,0.17679,0.26554
2006,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64551,47,47,0.50727,0.78375
2007,No migration background,Primary Level,(1a) Inadequately completed,0.64066,53,91,0.54153,0.73979
2007,No migration background,Primary Level,(1b) General Elementary School,0.35934,38,91,0.26021,0.45847
2007,No migration background,Lower Secondary Level,(1b) General Elementary School,0.75817,1165,1613,0.73726,0.77907
2007,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24183,448,1613,0.22093,0.26274
2007,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.52936,4494,9073,0.51908,0.53963
2007,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40897,3966,9073,0.39885,0.41908
2007,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05846,613,9073,0.05364,0.06329
2007,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31198,398,1363,0.28738,0.33659
2007,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45144,641,1363,0.42501,0.47787
2007,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23476,324,1363,0.21225,0.25728
2007,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42990,1611,3960,0.41448,0.44532
2007,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57010,2349,3960,0.55468,0.58552
2007,Direct migration background,Primary Level,(1a) Inadequately completed,0.99765,115,115,0.98876,1.00654
2007,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.91813,441,477,0.89350,0.94276
2007,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08187,36,477,0.05724,0.10650
2007,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.68535,541,772,0.65257,0.71813
2007,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.14039,119,772,0.11587,0.16491
2007,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.14741,112,772,0.12238,0.17243
2007,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.35196,46,100,0.25789,0.44604
2007,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.42676,54,100,0.32933,0.52419
2007,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.22104,75,344,0.17713,0.26496
2007,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.77896,269,344,0.73504,0.82287
2007,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.60108,101,166,0.52636,0.67580
2007,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.39892,65,166,0.32420,0.47364
2007,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.39708,122,316,0.34305,0.45111
2007,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.38105,117,316,0.32742,0.43468
2007,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.22187,77,316,0.17598,0.26775
2007,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68992,56,56,0.56768,0.81216
2008,No migration background,Primary Level,(1a) Inadequately completed,0.60633,42,75,0.49502,0.71765
2008,No migration background,Primary Level,(1b) General Elementary School,0.39367,33,75,0.28235,0.50498
2008,No migration background,Lower Secondary Level,(1b) General Elementary School,0.74924,1059,1467,0.72705,0.77143
2008,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.25076,408,1467,0.22857,0.27295
2008,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.52187,4214,8558,0.51129,0.53245
2008,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.41618,3793,8558,0.40574,0.42663
2008,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.05812,551,8558,0.05317,0.06308
2008,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32206,381,1258,0.29623,0.34789
2008,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45094,585,1258,0.42343,0.47845
2008,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22514,292,1258,0.20205,0.24823
2008,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43076,1554,3794,0.41500,0.44652
2008,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56924,2240,3794,0.55348,0.58500
2008,Direct migration background,Primary Level,(1a) Inadequately completed,0.99350,98,98,0.97751,1.00949
2008,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.92904,398,429,0.90472,0.95337
2008,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07096,31,429,0.04663,0.09528
2008,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.66452,475,688,0.62921,0.69982
2008,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.15026,112,688,0.12354,0.17698
2008,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.15927,101,688,0.13190,0.18663
2008,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.33182,43,90,0.23399,0.42965
2008,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.43512,47,90,0.33212,0.53812
2008,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.23427,72,313,0.18727,0.28126
2008,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.76573,241,313,0.71874,0.81273
2008,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.61591,101,169,0.54236,0.68946
2008,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.38409,68,169,0.31054,0.45764
2008,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.40912,120,307,0.35403,0.46421
2008,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35877,111,307,0.30503,0.41251
2008,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.23211,76,307,0.18481,0.27942
2008,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.79797,61,61,0.69637,0.89956
2009,No migration background,Primary Level,(1a) Inadequately completed,0.60366,36,36,0.44161,0.76571
2009,No migration background,Lower Secondary Level,(1b) General Elementary School,0.75015,960,1317,0.72676,0.77354
2009,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24985,357,1317,0.22646,0.27324
2009,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.51059,3904,8021,0.49964,0.52153
2009,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.42239,3588,8021,0.41158,0.43320
2009,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06353,529,8021,0.05819,0.06887
2009,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.30811,352,1198,0.28195,0.33427
2009,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45713,566,1198,0.42890,0.48535
2009,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23292,280,1198,0.20897,0.25686
2009,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43061,1499,3656,0.41456,0.44667
2009,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56939,2157,3656,0.55333,0.58544
2009,Direct migration background,Primary Level,(1a) Inadequately completed,0.99246,89,89,0.97439,1.01053
2009,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.93870,337,337,0.91306,0.96435
2009,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.66781,404,589,0.62974,0.70588
2009,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.14735,96,589,0.11870,0.17601
2009,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.15497,89,589,0.12572,0.18422
2009,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31088,36,73,0.20397,0.41779
2009,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.43821,37,73,0.32360,0.55282
2009,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.23646,69,292,0.18764,0.28528
2009,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.76354,223,292,0.71472,0.81236
2009,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.55793,85,151,0.47845,0.63740
2009,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.44207,66,151,0.36260,0.52155
2009,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.41653,115,275,0.35816,0.47490
2009,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.36181,98,275,0.30491,0.41871
2009,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.22166,62,275,0.17248,0.27084
2009,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.82822,63,63,0.73433,0.92211
2010,No migration background,Primary Level,(1a) Inadequately completed,0.64341,102,144,0.56491,0.72192
2010,No migration background,Primary Level,(1b) General Elementary School,0.35659,42,144,0.27808,0.43509
2010,No migration background,Lower Secondary Level,(1b) General Elementary School,0.73441,1139,1669,0.71322,0.75561
2010,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26559,530,1669,0.24439,0.28678
2010,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00323,39,10089,0.00212,0.00434
2010,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.49707,4402,10089,0.48731,0.50682
2010,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43145,5027,10089,0.42178,0.44111
2010,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06816,621,10089,0.06325,0.07308
2010,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.28320,361,1431,0.25984,0.30655
2010,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45518,689,1431,0.42936,0.48099
2010,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25903,381,1431,0.23632,0.28174
2010,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43486,1827,4666,0.42063,0.44909
2010,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56514,2839,4666,0.55091,0.57937
2010,Direct migration background,Primary Level,(1a) Inadequately completed,0.98218,172,172,0.96235,1.00201
2010,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.93221,592,637,0.91268,0.95175
2010,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06779,45,637,0.04825,0.08732
2010,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.64923,627,1045,0.62028,0.67818
2010,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.14876,211,1045,0.12718,0.17035
2010,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.16743,207,1045,0.14478,0.19008
2010,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.34391,46,120,0.25857,0.42926
2010,Direct migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.20709,31,120,0.13428,0.27990
2010,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.44900,43,120,0.35963,0.53836
2010,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.19106,95,560,0.15847,0.22365
2010,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.80894,465,560,0.77635,0.84153
2010,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.54167,125,204,0.47313,0.61021
2010,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.45833,79,204,0.38979,0.52687
2010,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.40282,177,444,0.35714,0.44849
2010,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33518,188,444,0.29122,0.37914
2010,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.26081,79,444,0.21993,0.30170
2010,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.28458,43,150,0.21213,0.35703
2010,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.71542,107,150,0.64297,0.78787
2011,No migration background,Primary Level,(1a) Inadequately completed,0.70218,141,200,0.63865,0.76572
2011,No migration background,Primary Level,(1b) General Elementary School,0.29782,59,200,0.23428,0.36135
2011,No migration background,Lower Secondary Level,(1b) General Elementary School,0.72849,1491,2161,0.70973,0.74724
2011,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.27151,670,2161,0.25276,0.29027
2011,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00445,55,12007,0.00326,0.00565
2011,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.49177,5335,12007,0.48283,0.50071
2011,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43303,5863,12007,0.42417,0.44190
2011,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07070,754,12007,0.06612,0.07529
2011,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.28362,417,1642,0.26181,0.30543
2011,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45503,778,1642,0.43093,0.47912
2011,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.25978,447,1642,0.23856,0.28100
2011,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42427,2116,5394,0.41108,0.43746
2011,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57573,3278,5394,0.56254,0.58892
2011,Direct migration background,Primary Level,(1a) Inadequately completed,0.98890,176,176,0.97338,1.00442
2011,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.92139,616,671,0.90101,0.94177
2011,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07861,55,671,0.05823,0.09899
2011,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.03092,31,1216,0.02119,0.04065
2011,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.60823,694,1216,0.58078,0.63568
2011,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.15846,240,1216,0.13792,0.17899
2011,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.20239,251,1216,0.17980,0.22499
2011,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.34001,48,126,0.25696,0.42305
2011,Direct migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.20285,32,126,0.13236,0.27335
2011,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.45714,46,126,0.36981,0.54447
2011,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.15062,101,643,0.12295,0.17829
2011,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.84938,542,643,0.82171,0.87705
2011,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.57598,137,220,0.51052,0.64143
2011,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.42402,83,220,0.35857,0.48948
2011,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.36703,168,496,0.32457,0.40949
2011,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.34876,218,496,0.30678,0.39075
2011,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.28303,110,496,0.24334,0.32271
2011,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36472,55,175,0.29320,0.43625
2011,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63528,120,175,0.56375,0.70680
2012,No migration background,Primary Level,(1a) Inadequately completed,0.76328,153,204,0.70480,0.82175
2012,No migration background,Primary Level,(1b) General Elementary School,0.23672,51,204,0.17825,0.29520
2012,No migration background,Lower Secondary Level,(1b) General Elementary School,0.72897,1459,2121,0.71005,0.74789
2012,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.27103,662,2121,0.25211,0.28995
2012,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00490,63,11721,0.00364,0.00617
2012,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.48983,5180,11721,0.48078,0.49888
2012,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43729,5739,11721,0.42831,0.44627
2012,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06767,739,11721,0.06312,0.07222
2012,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.26972,408,1607,0.24802,0.29143
2012,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45427,760,1607,0.42992,0.47862
2012,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.27443,439,1607,0.25260,0.29625
2012,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42261,2105,5330,0.40934,0.43587
2012,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57739,3225,5330,0.56413,0.59066
2012,Direct migration background,Primary Level,(1a) Inadequately completed,0.97841,148,148,0.95491,1.00190
2012,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.93249,586,647,0.91314,0.95184
2012,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06751,61,647,0.04816,0.08686
2012,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.60438,661,1138,0.57596,0.63280
2012,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.15800,237,1138,0.13680,0.17920
2012,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.20696,240,1138,0.18341,0.23051
2012,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.31707,41,115,0.23165,0.40250
2012,Direct migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.23531,31,115,0.15744,0.31318
2012,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.44762,43,115,0.35634,0.53890
2012,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.17905,113,647,0.14949,0.20862
