"pli0091_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","2002","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2002","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2002","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","17-34","kein Migrationshintergrund","","","",""
"Seltener","2002","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2002","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2002","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","35-65","kein Migrationshintergrund","","","",""
"Seltener","2002","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2002","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2002","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2002","66 +","kein Migrationshintergrund","","","",""
"Seltener","2002","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2002","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2002","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","17-34","kein Migrationshintergrund","","","",""
"Nie","2002","17-34","direkter Migrationshintergrund","","","",""
"Nie","2002","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2002","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","35-65","kein Migrationshintergrund","","","",""
"Nie","2002","35-65","direkter Migrationshintergrund","","","",""
"Nie","2002","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2002","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2002","66 +","kein Migrationshintergrund","","","",""
"Nie","2002","66 +","direkter Migrationshintergrund","","","",""
"Nie","2002","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2002","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","17-34","kein Migrationshintergrund","2","","",""
"Taeglich","2003","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2003","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","35-65","kein Migrationshintergrund","3","","",""
"Taeglich","2003","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2003","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2003","66 +","kein Migrationshintergrund","1","","",""
"Taeglich","2003","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2003","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","17-34","kein Migrationshintergrund","731","0.147942571231562","0.137600111024298","0.158285031438826"
"Min 1x pro Woche","2003","17-34","direkter Migrationshintergrund","57","0.0974593639377323","0.0749178834156936","0.120000844459771"
"Min 1x pro Woche","2003","17-34","indirekter Migrationshintergrund","110","0.18078777213321","0.150688845478065","0.210886698788356"
"Min 1x pro Woche","2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","35-65","kein Migrationshintergrund","147","0.0147812085778956","0.0125158537448713","0.0170465634109199"
"Min 1x pro Woche","2003","35-65","direkter Migrationshintergrund","13","","",""
"Min 1x pro Woche","2003","35-65","indirekter Migrationshintergrund","4","","",""
"Min 1x pro Woche","2003","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","66 +","kein Migrationshintergrund","20","","",""
"Min 1x pro Woche","2003","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2003","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","17-34","kein Migrationshintergrund","1759","0.389274620120416","0.375071169272105","0.403478070968726"
"Min 1x pro Monat","2003","17-34","direkter Migrationshintergrund","164","0.262636120811651","0.229189255171279","0.296082986452024"
"Min 1x pro Monat","2003","17-34","indirekter Migrationshintergrund","245","0.372672231529647","0.334855930882067","0.410488532177226"
"Min 1x pro Monat","2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","35-65","kein Migrationshintergrund","1502","0.133547217903717","0.127161572564556","0.139932863242878"
"Min 1x pro Monat","2003","35-65","direkter Migrationshintergrund","123","0.0794879096739383","0.0661753432964962","0.0928004760513804"
"Min 1x pro Monat","2003","35-65","indirekter Migrationshintergrund","30","0.239484123116436","0.168280670369146","0.310687575863725"
"Min 1x pro Monat","2003","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","66 +","kein Migrationshintergrund","76","0.0193833756586021","0.0146529100848032","0.024113841232401"
"Min 1x pro Monat","2003","66 +","direkter Migrationshintergrund","8","","",""
"Min 1x pro Monat","2003","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","17-34","kein Migrationshintergrund","1675","0.376422791694743","0.362309578043588","0.390536005345899"
"Seltener","2003","17-34","direkter Migrationshintergrund","236","0.369282249575411","0.332601853921266","0.405962645229557"
"Seltener","2003","17-34","indirekter Migrationshintergrund","184","0.296334476955636","0.260620147819487","0.332048806091785"
"Seltener","2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","35-65","kein Migrationshintergrund","5739","0.501762975063412","0.492376938841605","0.511149011285219"
"Seltener","2003","35-65","direkter Migrationshintergrund","522","0.324047249495012","0.301013807627157","0.347080691362867"
"Seltener","2003","35-65","indirekter Migrationshintergrund","69","0.456977538440047","0.373865320545063","0.540089756335031"
"Seltener","2003","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","66 +","kein Migrationshintergrund","523","0.144582952071519","0.132516292827386","0.156649611315653"
"Seltener","2003","66 +","direkter Migrationshintergrund","49","0.154490215453824","0.116787680900519","0.192192750007129"
"Seltener","2003","66 +","indirekter Migrationshintergrund","1","","",""
"Seltener","2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","17-34","kein Migrationshintergrund","360","0.0858268100622893","0.0776672156908019","0.0939864044337768"
"Nie","2003","17-34","direkter Migrationshintergrund","208","0.270622265675205","0.236855047649952","0.304389483700459"
"Nie","2003","17-34","indirekter Migrationshintergrund","89","0.150205519381507","0.122262832264886","0.178148206498129"
"Nie","2003","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","35-65","kein Migrationshintergrund","3510","0.34957188832374","0.340620656123818","0.358523120523662"
"Nie","2003","35-65","direkter Migrationshintergrund","928","0.588269929912832","0.564048983022962","0.612490876802702"
"Nie","2003","35-65","indirekter Migrationshintergrund","35","0.26706253910785","0.193246881293192","0.340878196922508"
"Nie","2003","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","66 +","kein Migrationshintergrund","2643","0.830633599390181","0.817764210332371","0.843502988447992"
"Nie","2003","66 +","direkter Migrationshintergrund","295","0.809346380207765","0.768368406419262","0.850324353996267"
"Nie","2003","66 +","indirekter Migrationshintergrund","12","","",""
"Nie","2003","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2004","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2004","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2004","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2004","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2004","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2004","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","17-34","kein Migrationshintergrund","","","",""
"Seltener","2004","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2004","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","35-65","kein Migrationshintergrund","","","",""
"Seltener","2004","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2004","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","66 +","kein Migrationshintergrund","","","",""
"Seltener","2004","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2004","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","17-34","kein Migrationshintergrund","","","",""
"Nie","2004","17-34","direkter Migrationshintergrund","","","",""
"Nie","2004","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2004","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","35-65","kein Migrationshintergrund","","","",""
"Nie","2004","35-65","direkter Migrationshintergrund","","","",""
"Nie","2004","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2004","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","66 +","kein Migrationshintergrund","","","",""
"Nie","2004","66 +","direkter Migrationshintergrund","","","",""
"Nie","2004","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2004","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2005","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2005","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2005","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2005","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2005","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2005","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","17-34","kein Migrationshintergrund","750","0.174996720371573","0.16337045785745","0.186622982885695"
"Min 1x pro Woche","2005","17-34","direkter Migrationshintergrund","58","0.111169308590855","0.0843570682759943","0.137981548905716"
"Min 1x pro Woche","2005","17-34","indirekter Migrationshintergrund","135","0.184162733860623","0.154568436717137","0.213757031004109"
"Min 1x pro Woche","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","35-65","kein Migrationshintergrund","314","0.0311063507662843","0.0276953853587888","0.0345173161737798"
"Min 1x pro Woche","2005","35-65","direkter Migrationshintergrund","34","0.021755023962516","0.0142924498142857","0.0292175981107464"
"Min 1x pro Woche","2005","35-65","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Woche","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","66 +","kein Migrationshintergrund","51","0.0169366835073957","0.0125691499998229","0.0213042170149684"
"Min 1x pro Woche","2005","66 +","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2005","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","17-34","kein Migrationshintergrund","1547","0.375065618554876","0.36025176082736","0.389879476282392"
"Min 1x pro Monat","2005","17-34","direkter Migrationshintergrund","138","0.282537418845922","0.244134101225563","0.320940736466282"
"Min 1x pro Monat","2005","17-34","indirekter Migrationshintergrund","219","0.336724529735489","0.300642602251155","0.372806457219822"
"Min 1x pro Monat","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","35-65","kein Migrationshintergrund","1561","0.153328545041749","0.146249352994339","0.160407737089159"
"Min 1x pro Monat","2005","35-65","direkter Migrationshintergrund","147","0.0963101438290703","0.081218700311122","0.111401587347019"
"Min 1x pro Monat","2005","35-65","indirekter Migrationshintergrund","29","","",""
"Min 1x pro Monat","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","66 +","kein Migrationshintergrund","163","0.0460157983152658","0.0389240161668739","0.0531075804636578"
"Min 1x pro Monat","2005","66 +","direkter Migrationshintergrund","12","","",""
"Min 1x pro Monat","2005","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","17-34","kein Migrationshintergrund","1557","0.379808438870428","0.364957887999465","0.394658989741391"
"Seltener","2005","17-34","direkter Migrationshintergrund","219","0.442657971111959","0.400291121474986","0.485024820748932"
"Seltener","2005","17-34","indirekter Migrationshintergrund","239","0.379886877105993","0.3428300705451","0.416943683666885"
"Seltener","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","35-65","kein Migrationshintergrund","5585","0.5492221609108","0.539445961921108","0.558998359900492"
"Seltener","2005","35-65","direkter Migrationshintergrund","577","0.39504656271746","0.370039068257873","0.420054057177047"
"Seltener","2005","35-65","indirekter Migrationshintergrund","86","0.569129158732642","0.491171064702431","0.647087252762852"
"Seltener","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","66 +","kein Migrationshintergrund","787","0.208005975185568","0.194267764503958","0.221744185867178"
"Seltener","2005","66 +","direkter Migrationshintergrund","44","0.148652807065953","0.112107020739995","0.185198593391912"
"Seltener","2005","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","17-34","kein Migrationshintergrund","249","0.0701292222031235","0.0623154968230546","0.0779429475831924"
"Nie","2005","17-34","direkter Migrationshintergrund","113","0.163635301451263","0.132080352853137","0.195190250049389"
"Nie","2005","17-34","indirekter Migrationshintergrund","66","0.0992258592978961","0.0764000716291953","0.122051646966597"
"Nie","2005","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","35-65","kein Migrationshintergrund","2491","0.266342943281167","0.257657702261328","0.275028184301005"
"Nie","2005","35-65","direkter Migrationshintergrund","710","0.486888269490954","0.461319743580947","0.512456795400961"
"Nie","2005","35-65","indirekter Migrationshintergrund","34","0.218127583615182","0.153113793919109","0.283141373311255"
"Nie","2005","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","66 +","kein Migrationshintergrund","2352","0.72904154299177","0.713997699459028","0.744085386524513"
"Nie","2005","66 +","direkter Migrationshintergrund","306","0.812040852711648","0.771906332872874","0.852175372550422"
"Nie","2005","66 +","indirekter Migrationshintergrund","12","","",""
"Nie","2005","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2006","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2006","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2006","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2006","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2006","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2006","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2006","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2006","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2006","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","17-34","kein Migrationshintergrund","","","",""
"Seltener","2006","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2006","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","35-65","kein Migrationshintergrund","","","",""
"Seltener","2006","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2006","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","66 +","kein Migrationshintergrund","","","",""
"Seltener","2006","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2006","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","17-34","kein Migrationshintergrund","","","",""
"Nie","2006","17-34","direkter Migrationshintergrund","","","",""
"Nie","2006","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2006","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","35-65","kein Migrationshintergrund","","","",""
"Nie","2006","35-65","direkter Migrationshintergrund","","","",""
"Nie","2006","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","66 +","kein Migrationshintergrund","","","",""
"Nie","2006","66 +","direkter Migrationshintergrund","","","",""
"Nie","2006","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2007","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2007","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2007","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2007","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2007","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2007","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2007","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2007","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2007","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2007","17-34","kein Migrationshintergrund","621","0.164979470868802","0.152959783792192","0.176999157945411"
"Min 1x pro Woche","2007","17-34","direkter Migrationshintergrund","34","0.07202472377469","0.0478684047667663","0.0961810427826137"
"Min 1x pro Woche","2007","17-34","indirekter Migrationshintergrund","97","0.152995169208374","0.123749039520951","0.182241298895798"
"Min 1x pro Woche","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2007","35-65","kein Migrationshintergrund","321","0.0326767434633625","0.0291812878331894","0.0361721990935357"
"Min 1x pro Woche","2007","35-65","direkter Migrationshintergrund","28","","",""
"Min 1x pro Woche","2007","35-65","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2007","66 +","kein Migrationshintergrund","92","0.0242896156500859","0.0194654806480428","0.0291137506521291"
"Min 1x pro Woche","2007","66 +","direkter Migrationshintergrund","3","","",""
"Min 1x pro Woche","2007","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2007","17-34","kein Migrationshintergrund","1320","0.358453495224169","0.342923900823636","0.373983089624702"
"Min 1x pro Monat","2007","17-34","direkter Migrationshintergrund","135","0.333493182213234","0.289440989463902","0.377545374962566"
"Min 1x pro Monat","2007","17-34","indirekter Migrationshintergrund","223","0.341164828424809","0.302647415213802","0.379682241635816"
"Min 1x pro Monat","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2007","35-65","kein Migrationshintergrund","1583","0.153170734610075","0.146089900471609","0.160251568748541"
"Min 1x pro Monat","2007","35-65","direkter Migrationshintergrund","135","0.0966611696903589","0.0805671484790929","0.112755190901625"
"Min 1x pro Monat","2007","35-65","indirekter Migrationshintergrund","34","0.153066654032992","0.101461604598234","0.20467170346775"
"Min 1x pro Monat","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2007","66 +","kein Migrationshintergrund","214","0.047992908566825","0.0412947211497103","0.0546910959839398"
"Min 1x pro Monat","2007","66 +","direkter Migrationshintergrund","15","","",""
"Min 1x pro Monat","2007","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","17-34","kein Migrationshintergrund","1462","0.39886477050352","0.383007495369576","0.414722045637463"
"Seltener","2007","17-34","direkter Migrationshintergrund","182","0.412438295109599","0.366441456285115","0.458435133934083"
"Seltener","2007","17-34","indirekter Migrationshintergrund","210","0.402943622527435","0.363094715623387","0.442792529431483"
"Seltener","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","35-65","kein Migrationshintergrund","5655","0.566777443768619","0.557035168325967","0.57651971921127"
"Seltener","2007","35-65","direkter Migrationshintergrund","539","0.414853568098505","0.388019105502259","0.44168803069475"
"Seltener","2007","35-65","indirekter Migrationshintergrund","101","0.510850698016064","0.43920419425023","0.582497201781899"
"Seltener","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","66 +","kein Migrationshintergrund","970","0.227738697780736","0.214597068221804","0.240880327339668"
"Seltener","2007","66 +","direkter Migrationshintergrund","52","0.12666705584222","0.0929138183810607","0.16042029330338"
"Seltener","2007","66 +","indirekter Migrationshintergrund","2","","",""
"Seltener","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","17-34","kein Migrationshintergrund","260","0.077702263403509","0.0690330032071098","0.0863715235999082"
"Nie","2007","17-34","direkter Migrationshintergrund","89","0.182043798902478","0.145988033253055","0.2180995645519"
"Nie","2007","17-34","indirekter Migrationshintergrund","52","0.102896379839382","0.0782128110420957","0.127579948636668"
"Nie","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","35-65","kein Migrationshintergrund","2379","0.247375078157944","0.23889175786065","0.255858398455238"
"Nie","2007","35-65","direkter Migrationshintergrund","593","0.464524951271957","0.437361349836651","0.491688552707263"
"Nie","2007","35-65","indirekter Migrationshintergrund","49","0.321758204757393","0.254802994652102","0.388713414862685"
"Nie","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","66 +","kein Migrationshintergrund","2636","0.699978778002353","0.685618359640106","0.714339196364601"
"Nie","2007","66 +","direkter Migrationshintergrund","303","0.833447885808036","0.795637772859269","0.871257998756803"
"Nie","2007","66 +","indirekter Migrationshintergrund","9","","",""
"Nie","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2008","17-34","kein Migrationshintergrund","5","","",""
"Taeglich","2008","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2008","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2008","35-65","kein Migrationshintergrund","1","","",""
