"pli0091_h","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2000","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2000","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2000","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2000","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2000","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2000","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2001","kein Migrationshintergrund","Staedtischer Raum","801","0.0671825346381612","0.0625319502812261","0.0718331189950963"
"Min 1x pro Woche","2001","kein Migrationshintergrund","Laendlicher Raum","553","0.0753255991508803","0.0691315758583016","0.0815196224434589"
"Min 1x pro Woche","2001","direkter Migrationshintergrund","Staedtischer Raum","108","","",""
"Min 1x pro Woche","2001","direkter Migrationshintergrund","Laendlicher Raum","40","0.0805264355198668","0.0571388558067774","0.103914015232956"
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Staedtischer Raum","150","","",""
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Laendlicher Raum","21","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","Staedtischer Raum","2160","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","Laendlicher Raum","1203","","",""
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Staedtischer Raum","295","","",""
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Laendlicher Raum","59","0.117830926596087","0.090119940535884","0.14554191265629"
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Staedtischer Raum","200","","",""
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Laendlicher Raum","31","0.295264969485251","0.205858903976823","0.38467103499368"
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2001","kein Migrationshintergrund","Staedtischer Raum","4624","0.397139628626242","0.388049689377402","0.406229567875082"
"Seltener","2001","kein Migrationshintergrund","Laendlicher Raum","2852","","",""
"Seltener","2001","direkter Migrationshintergrund","Staedtischer Raum","801","0.351075419206564","0.331887369964548","0.370263468448579"
"Seltener","2001","direkter Migrationshintergrund","Laendlicher Raum","178","","",""
"Seltener","2001","indirekter Migrationshintergrund","Staedtischer Raum","218","","",""
"Seltener","2001","indirekter Migrationshintergrund","Laendlicher Raum","35","0.370929336635254","0.276252574145609","0.465606099124899"
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2001","kein Migrationshintergrund","Staedtischer Raum","3546","0.350349895683567","0.341487079293594","0.359212712073541"
"Nie","2001","kein Migrationshintergrund","Laendlicher Raum","2366","","",""
"Nie","2001","direkter Migrationshintergrund","Staedtischer Raum","1173","","",""
"Nie","2001","direkter Migrationshintergrund","Laendlicher Raum","243","","",""
"Nie","2001","indirekter Migrationshintergrund","Staedtischer Raum","91","0.14127998894151","0.114686733720054","0.167873244162965"
"Nie","2001","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2003","kein Migrationshintergrund","Staedtischer Raum","3","","",""
"Taeglich","2003","kein Migrationshintergrund","Laendlicher Raum","3","","",""
"Taeglich","2003","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2003","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2003","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2003","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2003","kein Migrationshintergrund","Staedtischer Raum","548","0.0411930841134165","0.0376115411403516","0.0447746270864815"
"Min 1x pro Woche","2003","kein Migrationshintergrund","Laendlicher Raum","350","0.0445001138210877","0.0396216063737054","0.0493786212684699"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Staedtischer Raum","57","0.0317023540088345","0.0242634910198877","0.0391412169977813"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Laendlicher Raum","14","","",""
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Staedtischer Raum","101","","",""
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2003","kein Migrationshintergrund","Staedtischer Raum","2255","","",""
"Min 1x pro Monat","2003","kein Migrationshintergrund","Laendlicher Raum","1082","","",""
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Staedtischer Raum","237","","",""
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Laendlicher Raum","58","0.137373226340656","0.106350494671945","0.168395958009367"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Staedtischer Raum","245","","",""
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Laendlicher Raum","30","0.265877644051435","0.180968090553708","0.350787197549163"
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2003","kein Migrationshintergrund","Staedtischer Raum","4978","0.394456853329429","0.385649108326046","0.403264598332812"
"Seltener","2003","kein Migrationshintergrund","Laendlicher Raum","2959","","",""
"Seltener","2003","direkter Migrationshintergrund","Staedtischer Raum","673","0.317709881773678","0.297942176000525","0.33747758754683"
"Seltener","2003","direkter Migrationshintergrund","Laendlicher Raum","134","","",""
"Seltener","2003","indirekter Migrationshintergrund","Staedtischer Raum","213","","",""
"Seltener","2003","indirekter Migrationshintergrund","Laendlicher Raum","41","0.430828152045722","0.335657035607839","0.525999268483604"
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2003","kein Migrationshintergrund","Staedtischer Raum","4044","0.39206714626028","0.383268811827015","0.400865480693546"
"Nie","2003","kein Migrationshintergrund","Laendlicher Raum","2469","","",""
"Nie","2003","direkter Migrationshintergrund","Staedtischer Raum","1164","","",""
"Nie","2003","direkter Migrationshintergrund","Laendlicher Raum","267","","",""
"Nie","2003","indirekter Migrationshintergrund","Staedtischer Raum","116","","",""
"Nie","2003","indirekter Migrationshintergrund","Laendlicher Raum","20","","",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2005","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2005","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2005","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2005","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","Staedtischer Raum","718","0.0632884704258559","0.058737791328439","0.0678391495232728"
"Min 1x pro Woche","2005","kein Migrationshintergrund","Laendlicher Raum","397","0.0561257182318427","0.050491195848435","0.0617602406152504"
"Min 1x pro Woche","2005","direkter Migrationshintergrund","Staedtischer Raum","79","0.0445789865725018","0.0354001852756955","0.0537577878693081"
"Min 1x pro Woche","2005","direkter Migrationshintergrund","Laendlicher Raum","15","","",""
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","Staedtischer Raum","127","","",""
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","Laendlicher Raum","14","","",""
"Min 1x pro Woche","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","Staedtischer Raum","2203","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","Laendlicher Raum","1068","","",""
"Min 1x pro Monat","2005","direkter Migrationshintergrund","Staedtischer Raum","240","","",""
"Min 1x pro Monat","2005","direkter Migrationshintergrund","Laendlicher Raum","57","0.14137238415862","0.107972522540003","0.174772245777236"
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","Staedtischer Raum","219","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","Laendlicher Raum","29","","",""
"Min 1x pro Monat","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2005","kein Migrationshintergrund","Staedtischer Raum","4957","0.428309155254972","0.419060677080543","0.437557633429401"
"Seltener","2005","kein Migrationshintergrund","Laendlicher Raum","2972","","",""
"Seltener","2005","direkter Migrationshintergrund","Staedtischer Raum","712","0.382871925756924","0.361252811766545","0.404491039747303"
"Seltener","2005","direkter Migrationshintergrund","Laendlicher Raum","128","","",""
"Seltener","2005","indirekter Migrationshintergrund","Staedtischer Raum","275","","",""
"Seltener","2005","indirekter Migrationshintergrund","Laendlicher Raum","50","0.418562570904539","0.325950727311118","0.51117441449796"
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2005","kein Migrationshintergrund","Staedtischer Raum","3119","0.321048478390398","0.312322469132202","0.329774487648595"
"Nie","2005","kein Migrationshintergrund","Laendlicher Raum","1973","","",""
"Nie","2005","direkter Migrationshintergrund","Staedtischer Raum","911","0.441953661477536","0.419866140354023","0.464041182601049"
"Nie","2005","direkter Migrationshintergrund","Laendlicher Raum","218","","",""
"Nie","2005","indirekter Migrationshintergrund","Staedtischer Raum","96","0.129496465712532","0.104920944333019","0.154071987092046"
"Nie","2005","indirekter Migrationshintergrund","Laendlicher Raum","16","","",""
"Nie","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2007","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2007","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2007","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2007","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","Staedtischer Raum","660","0.0601489753358501","0.0556988976097149","0.0645990530619854"
"Min 1x pro Woche","2007","kein Migrationshintergrund","Laendlicher Raum","374","0.0553163549463254","0.0497790697000153","0.0608536401926356"
"Min 1x pro Woche","2007","direkter Migrationshintergrund","Staedtischer Raum","47","0.0310218411828328","0.0227898655757368","0.0392538167899289"
"Min 1x pro Woche","2007","direkter Migrationshintergrund","Laendlicher Raum","18","","",""
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","Staedtischer Raum","89","0.12560900673218","0.100420611639923","0.150797401824437"
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Min 1x pro Woche","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","Staedtischer Raum","2085","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","Laendlicher Raum","1032","","",""
"Min 1x pro Monat","2007","direkter Migrationshintergrund","Staedtischer Raum","240","","",""
"Min 1x pro Monat","2007","direkter Migrationshintergrund","Laendlicher Raum","45","0.107108407548608","0.0769527671006563","0.137264047996559"
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","Staedtischer Raum","225","","",""
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","Laendlicher Raum","32","0.229279446814051","0.152449558157652","0.306109335470451"
"Min 1x pro Monat","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2007","kein Migrationshintergrund","Staedtischer Raum","4996","0.44373553058876","0.434436734311705","0.453034326865815"
"Seltener","2007","kein Migrationshintergrund","Laendlicher Raum","3091","0.451874368662729","0.43981912952128","0.463929607804179"
"Seltener","2007","direkter Migrationshintergrund","Staedtischer Raum","636","0.372179331646078","0.349228035009637","0.395130628282518"
"Seltener","2007","direkter Migrationshintergrund","Laendlicher Raum","137","","",""
"Seltener","2007","indirekter Migrationshintergrund","Staedtischer Raum","252","","",""
"Seltener","2007","indirekter Migrationshintergrund","Laendlicher Raum","61","0.595382981597158","0.505677402964727","0.685088560229588"
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2007","kein Migrationshintergrund","Staedtischer Raum","3225","0.316644898094045","0.307938601895385","0.325351194292704"
"Nie","2007","kein Migrationshintergrund","Laendlicher Raum","2050","","",""
"Nie","2007","direkter Migrationshintergrund","Staedtischer Raum","781","0.450271135892345","0.426648703207055","0.473893568577636"
"Nie","2007","direkter Migrationshintergrund","Laendlicher Raum","204","","",""
