year,quintil_oecd,regtyp,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,5th Quintile,Rural regions,Never,0.16565,231,1258,0.14510,0.18620
2011,1st Quintile,Urban regions,At least once per week,0.03981,101,2783,0.03254,0.04707
2011,1st Quintile,Urban regions,At least once per month,0.13717,359,2783,0.12439,0.14996
2011,1st Quintile,Urban regions,Seldom,0.32976,1083,2783,0.31229,0.34723
2011,1st Quintile,Urban regions,Never,0.49326,1240,2783,0.47469,0.51184
2011,1st Quintile,Rural regions,At least once per week,0.03594,52,1785,0.02730,0.04458
2011,1st Quintile,Rural regions,At least once per month,0.07948,177,1785,0.06693,0.09203
2011,1st Quintile,Rural regions,Seldom,0.35168,750,1785,0.32953,0.37384
2011,1st Quintile,Rural regions,Never,0.53290,806,1785,0.50974,0.55605
2011,2nd Quintile,Urban regions,At least once per week,0.04025,97,2526,0.03258,0.04791
2011,2nd Quintile,Urban regions,At least once per month,0.15276,403,2526,0.13873,0.16680
2011,2nd Quintile,Urban regions,Seldom,0.41847,1177,2526,0.39923,0.43771
2011,2nd Quintile,Urban regions,Never,0.38852,849,2526,0.36951,0.40753
2011,2nd Quintile,Rural regions,At least once per week,0.03277,71,1783,0.02450,0.04104
2011,2nd Quintile,Rural regions,At least once per month,0.14202,225,1783,0.12581,0.15823
2011,2nd Quintile,Rural regions,Seldom,0.43809,899,1783,0.41505,0.46113
2011,2nd Quintile,Rural regions,Never,0.38712,588,1783,0.36451,0.40974
2011,3rd Quintile,Urban regions,At least once per week,0.05179,126,2495,0.04309,0.06049
2011,3rd Quintile,Urban regions,At least once per month,0.18784,438,2495,0.17251,0.20317
2011,3rd Quintile,Urban regions,Seldom,0.45409,1251,2495,0.43455,0.47363
2011,3rd Quintile,Urban regions,Never,0.30629,680,2495,0.28820,0.32438
2011,3rd Quintile,Rural regions,At least once per week,0.05947,81,1611,0.04792,0.07102
2011,3rd Quintile,Rural regions,At least once per month,0.17558,268,1611,0.15700,0.19417
2011,3rd Quintile,Rural regions,Seldom,0.45408,803,1611,0.42976,0.47840
2011,3rd Quintile,Rural regions,Never,0.31086,459,1611,0.28826,0.33347
2011,4th Quintile,Urban regions,At least once per week,0.06484,158,2779,0.05568,0.07399
2011,4th Quintile,Urban regions,At least once per month,0.20486,574,2779,0.18985,0.21987
2011,4th Quintile,Urban regions,Seldom,0.50250,1471,2779,0.48391,0.52110
2011,4th Quintile,Urban regions,Never,0.22780,576,2779,0.21220,0.24340
2011,4th Quintile,Rural regions,At least once per week,0.04336,64,1339,0.03244,0.05427
2011,4th Quintile,Rural regions,At least once per month,0.17905,234,1339,0.15851,0.19960
2011,4th Quintile,Rural regions,Seldom,0.54556,764,1339,0.51888,0.57224
2011,4th Quintile,Rural regions,Never,0.23203,277,1339,0.20942,0.25465
2011,5th Quintile,Urban regions,At least once per week,0.06472,189,3517,0.05659,0.07286
2011,5th Quintile,Urban regions,At least once per month,0.25617,830,3517,0.24174,0.27060
2011,5th Quintile,Urban regions,Seldom,0.51455,1875,3517,0.49803,0.53107
2011,5th Quintile,Urban regions,Never,0.16456,623,3517,0.15231,0.17682
2011,5th Quintile,Rural regions,At least once per week,0.05909,66,1185,0.04566,0.07252
2011,5th Quintile,Rural regions,At least once per month,0.19086,222,1185,0.16848,0.21325
2011,5th Quintile,Rural regions,Seldom,0.56711,686,1185,0.53889,0.59533
2011,5th Quintile,Rural regions,Never,0.18294,211,1185,0.16091,0.20496
2013,1st Quintile,Urban regions,At least once per week,0.02916,82,3054,0.02319,0.03513
2013,1st Quintile,Urban regions,At least once per month,0.16129,513,3054,0.14824,0.17434
2013,1st Quintile,Urban regions,Seldom,0.31569,1152,3054,0.29921,0.33218
2013,1st Quintile,Urban regions,Never,0.49386,1307,3054,0.47612,0.51159
2013,1st Quintile,Rural regions,At least once per week,0.02320,33,2037,0.01666,0.02973
2013,1st Quintile,Rural regions,At least once per month,0.10788,230,2037,0.09441,0.12136
2013,1st Quintile,Rural regions,Seldom,0.30589,799,2037,0.28587,0.32590
2013,1st Quintile,Rural regions,Never,0.56303,975,2037,0.54149,0.58458
2013,2nd Quintile,Urban regions,At least once per week,0.02580,70,3028,0.02015,0.03145
2013,2nd Quintile,Urban regions,At least once per month,0.16703,527,3028,0.15374,0.18032
2013,2nd Quintile,Urban regions,Seldom,0.37704,1311,3028,0.35978,0.39431
2013,2nd Quintile,Urban regions,Never,0.43013,1120,3028,0.41249,0.44777
2013,2nd Quintile,Rural regions,At least once per week,0.01885,49,2156,0.01311,0.02459
2013,2nd Quintile,Rural regions,At least once per month,0.12687,313,2156,0.11281,0.14092
2013,2nd Quintile,Rural regions,Seldom,0.38209,937,2156,0.36158,0.40261
2013,2nd Quintile,Rural regions,Never,0.47219,857,2156,0.45111,0.49327
2013,3rd Quintile,Urban regions,At least once per week,0.02665,75,2925,0.02081,0.03248
2013,3rd Quintile,Urban regions,At least once per month,0.17776,533,2925,0.16390,0.19162
2013,3rd Quintile,Urban regions,Seldom,0.44302,1437,2925,0.42501,0.46102
2013,3rd Quintile,Urban regions,Never,0.35258,880,2925,0.33526,0.36989
2013,3rd Quintile,Rural regions,At least once per week,0.02422,45,1930,0.01736,0.03108
2013,3rd Quintile,Rural regions,At least once per month,0.16185,304,1930,0.14542,0.17829
2013,3rd Quintile,Rural regions,Seldom,0.44967,935,1930,0.42747,0.47187
2013,3rd Quintile,Rural regions,Never,0.36426,646,1930,0.34278,0.38574
2013,4th Quintile,Urban regions,At least once per week,0.03129,72,3053,0.02511,0.03747
2013,4th Quintile,Urban regions,At least once per month,0.21785,638,3053,0.20320,0.23249
2013,4th Quintile,Urban regions,Seldom,0.47726,1613,3053,0.45953,0.49498
2013,4th Quintile,Urban regions,Never,0.27360,730,3053,0.25779,0.28942
2013,4th Quintile,Rural regions,At least once per week,0.03315,47,1767,0.02480,0.04149
2013,4th Quintile,Rural regions,At least once per month,0.16982,311,1767,0.15231,0.18733
2013,4th Quintile,Rural regions,Seldom,0.52125,968,1767,0.49795,0.54455
2013,4th Quintile,Rural regions,Never,0.27578,441,1767,0.25493,0.29662
2013,5th Quintile,Urban regions,At least once per week,0.03174,108,4101,0.02638,0.03711
2013,5th Quintile,Urban regions,At least once per month,0.25044,1019,4101,0.23717,0.26370
2013,5th Quintile,Urban regions,Seldom,0.51869,2140,4101,0.50340,0.53399
2013,5th Quintile,Urban regions,Never,0.19913,834,4101,0.18690,0.21135
2013,5th Quintile,Rural regions,At least once per month,0.21044,307,1342,0.18862,0.23226
2013,5th Quintile,Rural regions,Seldom,0.55125,764,1342,0.52463,0.57787
2013,5th Quintile,Rural regions,Never,0.21918,271,1342,0.19704,0.24132
2015,1st Quintile,Urban regions,At least once per week,0.03565,117,3230,0.02925,0.04204
2015,1st Quintile,Urban regions,At least once per month,0.17145,510,3230,0.15845,0.18445
2015,1st Quintile,Urban regions,Seldom,0.35912,1291,3230,0.34257,0.37567
2015,1st Quintile,Urban regions,Never,0.43378,1312,3230,0.41669,0.45088
2015,1st Quintile,Rural regions,At least once per week,0.01720,42,1884,0.01133,0.02308
2015,1st Quintile,Rural regions,At least once per month,0.13683,223,1884,0.12131,0.15235
2015,1st Quintile,Rural regions,Seldom,0.37144,767,1884,0.34961,0.39326
2015,1st Quintile,Rural regions,Never,0.47453,852,1884,0.45197,0.49708
2015,2nd Quintile,Urban regions,At least once per week,0.02865,97,3155,0.02283,0.03447
2015,2nd Quintile,Urban regions,At least once per month,0.16427,553,3155,0.15134,0.17720
2015,2nd Quintile,Urban regions,Seldom,0.44721,1492,3155,0.42986,0.46457
2015,2nd Quintile,Urban regions,Never,0.35986,1013,3155,0.34311,0.37661
2015,2nd Quintile,Rural regions,At least once per week,0.02554,56,2099,0.01879,0.03229
2015,2nd Quintile,Rural regions,At least once per month,0.11532,282,2099,0.10165,0.12898
2015,2nd Quintile,Rural regions,Seldom,0.43206,1023,2099,0.41087,0.45326
2015,2nd Quintile,Rural regions,Never,0.42708,738,2099,0.40591,0.44825
2015,3rd Quintile,Urban regions,At least once per week,0.05241,136,2991,0.04442,0.06040
2015,3rd Quintile,Urban regions,At least once per month,0.19557,595,2991,0.18135,0.20979
2015,3rd Quintile,Urban regions,Seldom,0.45562,1464,2991,0.43777,0.47347
2015,3rd Quintile,Urban regions,Never,0.29640,796,2991,0.28003,0.31277
2015,3rd Quintile,Rural regions,At least once per week,0.04221,71,1847,0.03304,0.05138
2015,3rd Quintile,Rural regions,At least once per month,0.14907,299,1847,0.13282,0.16532
2015,3rd Quintile,Rural regions,Seldom,0.49022,999,1847,0.46742,0.51303
2015,3rd Quintile,Rural regions,Never,0.31850,478,1847,0.29724,0.33975
2015,4th Quintile,Urban regions,At least once per week,0.03812,115,3068,0.03134,0.04489
2015,4th Quintile,Urban regions,At least once per month,0.21604,646,3068,0.20147,0.23060
2015,4th Quintile,Urban regions,Seldom,0.49434,1629,3068,0.47664,0.51203
2015,4th Quintile,Urban regions,Never,0.25151,678,3068,0.23615,0.26686
2015,4th Quintile,Rural regions,At least once per week,0.04416,80,1691,0.03436,0.05395
2015,4th Quintile,Rural regions,At least once per month,0.18611,332,1691,0.16756,0.20467
2015,4th Quintile,Rural regions,Seldom,0.54569,948,1691,0.52195,0.56943
2015,4th Quintile,Rural regions,Never,0.22404,331,1691,0.20416,0.24391
2015,5th Quintile,Urban regions,At least once per week,0.04432,156,3792,0.03777,0.05088
2015,5th Quintile,Urban regions,At least once per month,0.26954,950,3792,0.25542,0.28367
2015,5th Quintile,Urban regions,Seldom,0.50667,2021,3792,0.49075,0.52258
2015,5th Quintile,Urban regions,Never,0.17946,665,3792,0.16725,0.19168
2015,5th Quintile,Rural regions,At least once per week,0.05973,62,1309,0.04689,0.07257
2015,5th Quintile,Rural regions,At least once per month,0.20875,301,1309,0.18673,0.23078
2015,5th Quintile,Rural regions,Seldom,0.56301,745,1309,0.53613,0.58989
2015,5th Quintile,Rural regions,Never,0.16850,201,1309,0.14822,0.18879
2017,1st Quintile,Urban regions,At least once per week,0.04669,155,4066,0.04021,0.05318
2017,1st Quintile,Urban regions,At least once per month,0.15398,590,4066,0.14288,0.16507
2017,1st Quintile,Urban regions,Seldom,0.35997,1369,4066,0.34521,0.37472
2017,1st Quintile,Urban regions,Never,0.43936,1952,4066,0.42411,0.45462
2017,1st Quintile,Rural regions,At least once per week,0.01900,51,2138,0.01321,0.02478
2017,1st Quintile,Rural regions,At least once per month,0.16660,277,2138,0.15080,0.18240
2017,1st Quintile,Rural regions,Seldom,0.33374,771,2138,0.31374,0.35373
2017,1st Quintile,Rural regions,Never,0.48067,1039,2138,0.45949,0.50185
2017,2nd Quintile,Urban regions,At least once per week,0.03898,101,2970,0.03201,0.04594
2017,2nd Quintile,Urban regions,At least once per month,0.17868,558,2970,0.16490,0.19246
2017,2nd Quintile,Urban regions,Seldom,0.39648,1332,2970,0.37889,0.41408
2017,2nd Quintile,Urban regions,Never,0.38586,979,2970,0.36835,0.40337
2017,2nd Quintile,Rural regions,At least once per week,0.02726,63,1919,0.01997,0.03454
2017,2nd Quintile,Rural regions,At least once per month,0.13593,306,1919,0.12059,0.15126
2017,2nd Quintile,Rural regions,Seldom,0.44502,897,1919,0.42278,0.46726
2017,2nd Quintile,Rural regions,Never,0.39180,653,1919,0.36995,0.41364
2017,3rd Quintile,Urban regions,At least once per week,0.03040,95,2692,0.02391,0.03689
2017,3rd Quintile,Urban regions,At least once per month,0.23570,621,2692,0.21967,0.25174
2017,3rd Quintile,Urban regions,Seldom,0.43553,1267,2692,0.41680,0.45427
2017,3rd Quintile,Urban regions,Never,0.29836,709,2692,0.28108,0.31565
2017,3rd Quintile,Rural regions,At least once per week,0.04071,66,1738,0.03142,0.05000
2017,3rd Quintile,Rural regions,At least once per month,0.16189,311,1738,0.14457,0.17922
2017,3rd Quintile,Rural regions,Seldom,0.51553,939,1738,0.49203,0.53904
2017,3rd Quintile,Rural regions,Never,0.28186,422,1738,0.26071,0.30302
2017,4th Quintile,Urban regions,At least once per week,0.03785,106,2834,0.03083,0.04488
2017,4th Quintile,Urban regions,At least once per month,0.23377,704,2834,0.21818,0.24935
2017,4th Quintile,Urban regions,Seldom,0.51525,1483,2834,0.49685,0.53366
2017,4th Quintile,Urban regions,Never,0.21312,541,2834,0.19804,0.22820
2017,4th Quintile,Rural regions,At least once per week,0.04725,63,1523,0.03659,0.05791
2017,4th Quintile,Rural regions,At least once per month,0.22247,357,1523,0.20157,0.24336
2017,4th Quintile,Rural regions,Seldom,0.54065,846,1523,0.51561,0.56569
2017,4th Quintile,Rural regions,Never,0.18963,257,1523,0.16994,0.20932
2017,5th Quintile,Urban regions,At least once per week,0.04304,150,3419,0.03624,0.04985
2017,5th Quintile,Urban regions,At least once per month,0.28586,915,3419,0.27071,0.30101
2017,5th Quintile,Urban regions,Seldom,0.50263,1799,3419,0.48587,0.51939
2017,5th Quintile,Urban regions,Never,0.16847,555,3419,0.15592,0.18101
2017,5th Quintile,Rural regions,At least once per week,0.06624,59,1125,0.05170,0.08078
2017,5th Quintile,Rural regions,At least once per month,0.23461,282,1125,0.20983,0.25938
2017,5th Quintile,Rural regions,Seldom,0.53288,614,1125,0.50371,0.56205
2017,5th Quintile,Rural regions,Never,0.16628,170,1125,0.14451,0.18804
2019,1st Quintile,Urban regions,At least once per week,0.02452,91,4725,0.02011,0.02893
2019,1st Quintile,Urban regions,At least once per month,0.18975,658,4725,0.17857,0.20093
2019,1st Quintile,Urban regions,Seldom,0.32714,1360,4725,0.31376,0.34052
2019,1st Quintile,Urban regions,Never,0.45858,2616,4725,0.44437,0.47279
2019,1st Quintile,Rural regions,At least once per week,0.01146,36,2347,0.00715,0.01577
2019,1st Quintile,Rural regions,At least once per month,0.15233,284,2347,0.13779,0.16687
2019,1st Quintile,Rural regions,Seldom,0.29818,660,2347,0.27967,0.31669
2019,1st Quintile,Rural regions,Never,0.53803,1367,2347,0.51785,0.55820
2019,2nd Quintile,Urban regions,At least once per week,0.01474,50,2983,0.01042,0.01907
2019,2nd Quintile,Urban regions,At least once per month,0.17642,568,2983,0.16274,0.19010
2019,2nd Quintile,Urban regions,Seldom,0.42207,1291,2983,0.40435,0.43980
2019,2nd Quintile,Urban regions,Never,0.38677,1074,2983,0.36929,0.40425
2019,2nd Quintile,Rural regions,At least once per week,0.01370,35,1938,0.00853,0.01888
2019,2nd Quintile,Rural regions,At least once per month,0.14322,296,1938,0.12762,0.15882
2019,2nd Quintile,Rural regions,Seldom,0.42262,871,1938,0.40062,0.44461
2019,2nd Quintile,Rural regions,Never,0.42046,736,1938,0.39848,0.44244
2019,3rd Quintile,Urban regions,At least once per week,0.02093,62,2769,0.01560,0.02626
2019,3rd Quintile,Urban regions,At least once per month,0.22115,615,2769,0.20569,0.23661
2019,3rd Quintile,Urban regions,Seldom,0.46547,1334,2769,0.44689,0.48406
2019,3rd Quintile,Urban regions,Never,0.29245,758,2769,0.27550,0.30940
2019,3rd Quintile,Rural regions,At least once per month,0.17995,310,1648,0.16140,0.19850
2019,3rd Quintile,Rural regions,Seldom,0.47659,881,1648,0.45247,0.50071
2019,3rd Quintile,Rural regions,Never,0.33139,457,1648,0.30865,0.35412
2019,4th Quintile,Urban regions,At least once per week,0.02679,70,2772,0.02078,0.03281
2019,4th Quintile,Urban regions,At least once per month,0.22288,631,2772,0.20738,0.23838
2019,4th Quintile,Urban regions,Seldom,0.51108,1479,2772,0.49247,0.52969
2019,4th Quintile,Urban regions,Never,0.23925,592,2772,0.22336,0.25513
2019,4th Quintile,Rural regions,At least once per month,0.21220,298,1480,0.19136,0.23304
2019,4th Quintile,Rural regions,Seldom,0.51635,823,1480,0.49088,0.54182
2019,4th Quintile,Rural regions,Never,0.25891,359,1480,0.23659,0.28124
2019,5th Quintile,Urban regions,At least once per week,0.02710,88,3505,0.02172,0.03247
2019,5th Quintile,Urban regions,At least once per month,0.26291,911,3505,0.24833,0.27749
2019,5th Quintile,Urban regions,Seldom,0.50990,1882,3505,0.49334,0.52645
2019,5th Quintile,Urban regions,Never,0.20010,624,3505,0.18685,0.21334
2019,5th Quintile,Rural regions,At least once per month,0.23650,311,1283,0.21324,0.25976
2019,5th Quintile,Rural regions,Seldom,0.56317,770,1283,0.53601,0.59032
2019,5th Quintile,Rural regions,Never,0.18677,202,1283,0.16544,0.20811
