"pli0091_h","year","age_gr","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Taeglich","2009","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","17-34","Westdeutschland","453","0.147544841714689","0.134683682948218","0.16040600048116"
"Min 1x pro Woche","2009","17-34","Ostdeutschland","116","0.13911119409881","0.117997568698229","0.160224819499392"
"Min 1x pro Woche","2009","35-65","Westdeutschland","251","0.0306380464211098","0.0267292006476469","0.0345468921945727"
"Min 1x pro Woche","2009","35-65","Ostdeutschland","52","0.0192422819419628","0.0137243346538874","0.0247602292300383"
"Min 1x pro Woche","2009","66 +","Westdeutschland","75","0.0236798465412664","0.0182569641166673","0.0291027289658656"
"Min 1x pro Woche","2009","66 +","Ostdeutschland","28","","",""
"Min 1x pro Monat","2009","17-34","Westdeutschland","1133","0.387987266235737","0.370315853199177","0.405658679272297"
"Min 1x pro Monat","2009","17-34","Ostdeutschland","340","0.341245240644456","0.312318238564459","0.370172242724453"
"Min 1x pro Monat","2009","35-65","Westdeutschland","1140","0.151624656625659","0.143489724204042","0.159759589047276"
"Min 1x pro Monat","2009","35-65","Ostdeutschland","313","0.133457808427403","0.119798294530549","0.147117322324256"
"Min 1x pro Monat","2009","66 +","Westdeutschland","185","0.0465115495485358","0.0390008093074141","0.0540222897896574"
"Min 1x pro Monat","2009","66 +","Ostdeutschland","63","0.0460189035490371","0.0336983823722587","0.0583394247258155"
"Seltener","2009","17-34","Westdeutschland","1115","0.390418036080808","0.37272659122127","0.408109480940347"
"Seltener","2009","17-34","Ostdeutschland","490","0.436723602430199","0.406463363618449","0.46698384124195"
"Seltener","2009","35-65","Westdeutschland","4261","0.564574587673604","0.553328730480908","0.575820444866301"
"Seltener","2009","35-65","Ostdeutschland","1476","0.614104076624729","0.594550577833696","0.633657575415763"
"Seltener","2009","66 +","Westdeutschland","789","0.251045836996849","0.235580878775","0.266510795218698"
"Seltener","2009","66 +","Ostdeutschland","352","0.296368779864877","0.26951658203818","0.323220977691573"
"Nie","2009","17-34","Westdeutschland","220","0.0740498559687658","0.0645539102506373","0.0835458016868944"
"Nie","2009","17-34","Ostdeutschland","86","0.0829199628265341","0.0660954920668729","0.0997444335861953"
"Nie","2009","35-65","Westdeutschland","1815","0.253162709279627","0.243300189660982","0.263025228898271"
"Nie","2009","35-65","Ostdeutschland","540","0.233195833005905","0.216210619189336","0.250181046822474"
"Nie","2009","66 +","Westdeutschland","1971","0.678762766913349","0.662108843486125","0.695416690340572"
"Nie","2009","66 +","Ostdeutschland","668","0.626132446078363","0.597682394731546","0.65458249742518"
"Taeglich","2010","17-34","Westdeutschland","","","",""
"Taeglich","2010","17-34","Ostdeutschland","","","",""
"Taeglich","2010","35-65","Westdeutschland","","","",""
"Taeglich","2010","35-65","Ostdeutschland","","","",""
"Taeglich","2010","66 +","Westdeutschland","","","",""
"Taeglich","2010","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2010","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2010","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2010","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2010","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2010","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2010","66 +","Ostdeutschland","","","",""
"Seltener","2010","17-34","Westdeutschland","","","",""
"Seltener","2010","17-34","Ostdeutschland","","","",""
"Seltener","2010","35-65","Westdeutschland","","","",""
"Seltener","2010","35-65","Ostdeutschland","","","",""
"Seltener","2010","66 +","Westdeutschland","","","",""
"Seltener","2010","66 +","Ostdeutschland","","","",""
"Nie","2010","17-34","Westdeutschland","","","",""
"Nie","2010","17-34","Ostdeutschland","","","",""
"Nie","2010","35-65","Westdeutschland","","","",""
"Nie","2010","35-65","Ostdeutschland","","","",""
"Nie","2010","66 +","Westdeutschland","","","",""
"Nie","2010","66 +","Ostdeutschland","","","",""
"Taeglich","2011","17-34","Westdeutschland","","","",""
"Taeglich","2011","17-34","Ostdeutschland","","","",""
"Taeglich","2011","35-65","Westdeutschland","","","",""
"Taeglich","2011","35-65","Ostdeutschland","","","",""
"Taeglich","2011","66 +","Westdeutschland","","","",""
"Taeglich","2011","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","17-34","Westdeutschland","598","0.144425605619385","0.134881427355752","0.153969783883019"
"Min 1x pro Woche","2011","17-34","Ostdeutschland","123","0.113193973618225","0.0975219803792555","0.128865966857194"
"Min 1x pro Woche","2011","35-65","Westdeutschland","453","0.0308223631504817","0.0278452305679779","0.0337994957329855"
"Min 1x pro Woche","2011","35-65","Ostdeutschland","96","0.0304562724731886","0.0247255549811287","0.0361869899652486"
"Min 1x pro Woche","2011","66 +","Westdeutschland","84","0.0227101813176635","0.0179951194580488","0.0274252431772782"
"Min 1x pro Woche","2011","66 +","Ostdeutschland","21","","",""
"Min 1x pro Monat","2011","17-34","Westdeutschland","1654","0.396635436759615","0.383353139036658","0.409917734482571"
"Min 1x pro Monat","2011","17-34","Ostdeutschland","386","0.321289874039415","0.298191099051327","0.344388649027503"
"Min 1x pro Monat","2011","35-65","Westdeutschland","2015","0.156048692079126","0.14979765206674","0.162299732091513"
"Min 1x pro Monat","2011","35-65","Ostdeutschland","461","0.130788556884925","0.11954420272766","0.14203291104219"
"Min 1x pro Monat","2011","66 +","Westdeutschland","271","0.0609967364332911","0.0534222663030016","0.0685712065635805"
"Min 1x pro Monat","2011","66 +","Ostdeutschland","75","0.0523158560109925","0.0400408128137758","0.0645908992082093"
"Seltener","2011","17-34","Westdeutschland","2244","0.381813241602232","0.368622388116339","0.395004095088124"
"Seltener","2011","17-34","Ostdeutschland","804","0.46738077422655","0.442700947507178","0.492060600945922"
"Seltener","2011","35-65","Westdeutschland","7043","0.540149663509943","0.531564890306278","0.548734436713609"
"Seltener","2011","35-65","Ostdeutschland","2018","0.568618436355849","0.55210154991278","0.585135322798918"
"Seltener","2011","66 +","Westdeutschland","1026","0.249572367495471","0.235875600586962","0.26326913440398"
"Seltener","2011","66 +","Ostdeutschland","406","0.298826739104694","0.273592108316362","0.324061369893025"
"Nie","2011","17-34","Westdeutschland","715","0.0771257160187685","0.0698820497845188","0.0843693822530182"
"Nie","2011","17-34","Ostdeutschland","257","0.09813537811581","0.0834196505079681","0.112851105723652"
"Nie","2011","35-65","Westdeutschland","3436","0.272979281260449","0.265305635378458","0.280652927142439"
"Nie","2011","35-65","Ostdeutschland","879","0.270136734286037","0.255328628779573","0.284944839792502"
"Nie","2011","66 +","Westdeutschland","2454","0.666720714753574","0.651801651961611","0.681639777545538"
"Nie","2011","66 +","Ostdeutschland","762","0.628167284792734","0.601524107776509","0.654810461808959"
"Taeglich","2012","17-34","Westdeutschland","","","",""
"Taeglich","2012","17-34","Ostdeutschland","","","",""
"Taeglich","2012","35-65","Westdeutschland","","","",""
"Taeglich","2012","35-65","Ostdeutschland","","","",""
"Taeglich","2012","66 +","Westdeutschland","","","",""
"Taeglich","2012","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2012","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2012","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2012","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2012","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2012","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2012","66 +","Ostdeutschland","","","",""
"Seltener","2012","17-34","Westdeutschland","","","",""
"Seltener","2012","17-34","Ostdeutschland","","","",""
"Seltener","2012","35-65","Westdeutschland","","","",""
"Seltener","2012","35-65","Ostdeutschland","","","",""
"Seltener","2012","66 +","Westdeutschland","","","",""
"Seltener","2012","66 +","Ostdeutschland","","","",""
"Nie","2012","17-34","Westdeutschland","","","",""
"Nie","2012","17-34","Ostdeutschland","","","",""
"Nie","2012","35-65","Westdeutschland","","","",""
"Nie","2012","35-65","Ostdeutschland","","","",""
"Nie","2012","66 +","Westdeutschland","","","",""
"Nie","2012","66 +","Ostdeutschland","","","",""
"Taeglich","2013","17-34","Westdeutschland","6","","",""
"Taeglich","2013","17-34","Ostdeutschland","2","","",""
"Taeglich","2013","35-65","Westdeutschland","","","",""
"Taeglich","2013","35-65","Ostdeutschland","","","",""
"Taeglich","2013","66 +","Westdeutschland","1","","",""
"Taeglich","2013","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","17-34","Westdeutschland","339","0.0939425826337202","0.0853309171925569","0.102554248074883"
"Min 1x pro Woche","2013","17-34","Ostdeutschland","53","0.058185076345012","0.0449292053120703","0.0714409473779538"
"Min 1x pro Woche","2013","35-65","Westdeutschland","138","0.0146295255918986","0.0124472455870941","0.0168118055967032"
"Min 1x pro Woche","2013","35-65","Ostdeutschland","34","0.0082367899787558","0.00514604339943904","0.0113275365580726"
"Min 1x pro Woche","2013","66 +","Westdeutschland","24","","",""
"Min 1x pro Woche","2013","66 +","Ostdeutschland","6","","",""
"Min 1x pro Monat","2013","17-34","Westdeutschland","1658","0.427064216139871","0.412463384030906","0.441665048248836"
"Min 1x pro Monat","2013","17-34","Ostdeutschland","343","0.316504592213955","0.290166913815601","0.342842270612308"
"Min 1x pro Monat","2013","35-65","Westdeutschland","1883","0.160475453123807","0.153804059211822","0.167146847035791"
"Min 1x pro Monat","2013","35-65","Ostdeutschland","465","0.136491232819692","0.124751285234539","0.148231180404846"
"Min 1x pro Monat","2013","66 +","Westdeutschland","282","0.0665808589700556","0.0585318503402975","0.0746298675998136"
"Min 1x pro Monat","2013","66 +","Ostdeutschland","65","0.0485801716828264","0.0364915837533375","0.0606687596123154"
"Seltener","2013","17-34","Westdeutschland","1875","0.384940065332875","0.370577456971132","0.399302673694617"
"Seltener","2013","17-34","Ostdeutschland","581","0.494397485337881","0.466086015231696","0.522708955444066"
"Seltener","2013","35-65","Westdeutschland","6478","0.543011796143755","0.533957541459657","0.552066050827853"
"Seltener","2013","35-65","Ostdeutschland","1768","0.522006032666906","0.504924400215235","0.539087665118577"
"Seltener","2013","66 +","Westdeutschland","1009","0.260559909293214","0.246387795239904","0.274732023346524"
"Seltener","2013","66 +","Ostdeutschland","348","0.24595952395436","0.221744265795151","0.27017478211357"
"Nie","2013","17-34","Westdeutschland","531","0.091662888852241","0.0831456595241908","0.100180118180291"
"Nie","2013","17-34","Ostdeutschland","219","0.125079170010746","0.106346634890629","0.143811705130863"
"Nie","2013","35-65","Westdeutschland","3129","0.28188322514054","0.273705589973636","0.290060860307444"
"Nie","2013","35-65","Ostdeutschland","1018","0.333265944534646","0.31714642133265","0.349385467736642"
"Nie","2013","66 +","Westdeutschland","2369","0.665978518208852","0.650750385444928","0.681206650972776"
"Nie","2013","66 +","Ostdeutschland","796","0.701416955339381","0.675684534045266","0.727149376633496"
"Taeglich","2014","17-34","Westdeutschland","","","",""
"Taeglich","2014","17-34","Ostdeutschland","","","",""
"Taeglich","2014","35-65","Westdeutschland","","","",""
"Taeglich","2014","35-65","Ostdeutschland","","","",""
"Taeglich","2014","66 +","Westdeutschland","","","",""
"Taeglich","2014","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2014","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2014","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2014","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2014","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2014","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2014","66 +","Ostdeutschland","","","",""
"Seltener","2014","17-34","Westdeutschland","","","",""
"Seltener","2014","17-34","Ostdeutschland","","","",""
"Seltener","2014","35-65","Westdeutschland","","","",""
"Seltener","2014","35-65","Ostdeutschland","","","",""
"Seltener","2014","66 +","Westdeutschland","","","",""
"Seltener","2014","66 +","Ostdeutschland","","","",""
"Nie","2014","17-34","Westdeutschland","","","",""
"Nie","2014","17-34","Ostdeutschland","","","",""
"Nie","2014","35-65","Westdeutschland","","","",""
"Nie","2014","35-65","Ostdeutschland","","","",""
"Nie","2014","66 +","Westdeutschland","","","",""
"Nie","2014","66 +","Ostdeutschland","","","",""
"Taeglich","2015","17-34","Westdeutschland","","","",""
"Taeglich","2015","17-34","Ostdeutschland","","","",""
"Taeglich","2015","35-65","Westdeutschland","","","",""
"Taeglich","2015","35-65","Ostdeutschland","","","",""
"Taeglich","2015","66 +","Westdeutschland","","","",""
"Taeglich","2015","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","17-34","Westdeutschland","465","0.0874982602095192","0.0800468612725749","0.0949496591464635"
"Min 1x pro Woche","2015","17-34","Ostdeutschland","63","0.063759924421507","0.0494573968033608","0.0780624520396532"
"Min 1x pro Woche","2015","35-65","Westdeutschland","319","0.0287265075568789","0.0257556666540214","0.0316973484597364"
"Min 1x pro Woche","2015","35-65","Ostdeutschland","63","0.0226004242820358","0.0173292431026868","0.0278716054613847"
"Min 1x pro Woche","2015","66 +","Westdeutschland","72","0.0227588392397525","0.0179260019917518","0.0275916764877531"
"Min 1x pro Woche","2015","66 +","Ostdeutschland","20","","",""
"Min 1x pro Monat","2015","17-34","Westdeutschland","1880","0.379712129090459","0.366914039807973","0.392510218372945"
"Min 1x pro Monat","2015","17-34","Ostdeutschland","336","0.33117008583174","0.303619636925957","0.358720534737523"
"Min 1x pro Monat","2015","35-65","Westdeutschland","1900","0.162959243332281","0.156390534464206","0.169527952200355"
"Min 1x pro Monat","2015","35-65","Ostdeutschland","447","0.14718226279857","0.134617062249344","0.159747463347797"
"Min 1x pro Monat","2015","66 +","Westdeutschland","346","0.0887060597895666","0.0794924009760131","0.0979197186031202"
"Min 1x pro Monat","2015","66 +","Ostdeutschland","86","0.073384070221331","0.0587093959667979","0.088058744475864"
"Seltener","2015","17-34","Westdeutschland","2401","0.432523634792185","0.419458915972272","0.445588353612097"
"Seltener","2015","17-34","Ostdeutschland","564","0.475872762705018","0.446637360476621","0.505108164933416"
"Seltener","2015","35-65","Westdeutschland","6740","0.548298558318294","0.53944737160694","0.557149745029648"
"Seltener","2015","35-65","Ostdeutschland","1774","0.559085601693962","0.541476797298491","0.576694406089433"
"Seltener","2015","66 +","Westdeutschland","1150","0.295935655781585","0.281143513924486","0.310727797638684"
"Seltener","2015","66 +","Ostdeutschland","426","0.30723023320374","0.281267875513129","0.33319259089435"
"Nie","2015","17-34","Westdeutschland","778","0.100265975907837","0.0923454299059045","0.108186521909769"
"Nie","2015","17-34","Ostdeutschland","158","0.129197227041735","0.109562187390047","0.148832266693422"
"Nie","2015","35-65","Westdeutschland","3185","0.260015690792546","0.252214188409809","0.267817193175283"
"Nie","2015","35-65","Ostdeutschland","770","0.271131711225432","0.25536546662534","0.286897955825523"
"Nie","2015","66 +","Westdeutschland","2090","0.592599445189096","0.576676710133582","0.608522180244609"
"Nie","2015","66 +","Ostdeutschland","681","0.603819171639055","0.576294771206496","0.631343572071615"
"Taeglich","2016","17-34","Westdeutschland","","","",""
"Taeglich","2016","17-34","Ostdeutschland","","","",""
"Taeglich","2016","35-65","Westdeutschland","","","",""
"Taeglich","2016","35-65","Ostdeutschland","","","",""
"Taeglich","2016","66 +","Westdeutschland","","","",""
"Taeglich","2016","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","17-34","Westdeutschland","","","",""
"Min 1x pro Woche","2016","17-34","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","35-65","Westdeutschland","","","",""
"Min 1x pro Woche","2016","35-65","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2016","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","17-34","Westdeutschland","","","",""
"Min 1x pro Monat","2016","17-34","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","35-65","Westdeutschland","","","",""
"Min 1x pro Monat","2016","35-65","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","66 +","Westdeutschland","","","",""
"Min 1x pro Monat","2016","66 +","Ostdeutschland","","","",""
"Seltener","2016","17-34","Westdeutschland","","","",""
"Seltener","2016","17-34","Ostdeutschland","","","",""
"Seltener","2016","35-65","Westdeutschland","","","",""
"Seltener","2016","35-65","Ostdeutschland","","","",""
"Seltener","2016","66 +","Westdeutschland","","","",""
"Seltener","2016","66 +","Ostdeutschland","","","",""
"Nie","2016","17-34","Westdeutschland","","","",""
"Nie","2016","17-34","Ostdeutschland","","","",""
"Nie","2016","35-65","Westdeutschland","","","",""
"Nie","2016","35-65","Ostdeutschland","","","",""
"Nie","2016","66 +","Westdeutschland","","","",""
"Nie","2016","66 +","Ostdeutschland","","","",""
"Taeglich","2017","17-34","Westdeutschland","4","","",""
"Taeglich","2017","17-34","Ostdeutschland","","","",""
"Taeglich","2017","35-65","Westdeutschland","1","","",""
"Taeglich","2017","35-65","Ostdeutschland","","","",""
"Taeglich","2017","66 +","Westdeutschland","","","",""
"Taeglich","2017","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","17-34","Westdeutschland","520","0.0919384684842024","0.0851243507274939","0.0987525862409109"
"Min 1x pro Woche","2017","17-34","Ostdeutschland","103","0.0932751784858167","0.0781491569100358","0.108401200061598"
"Min 1x pro Woche","2017","35-65","Westdeutschland","376","0.0322292232048414","0.0292655101200268","0.035192936289656"
"Min 1x pro Woche","2017","35-65","Ostdeutschland","83","0.0257183184018821","0.0204964696180375","0.0309401671857268"
"Min 1x pro Woche","2017","66 +","Westdeutschland","90","0.0215959360638849","0.0169503387191381","0.0262415334086316"
"Min 1x pro Woche","2017","66 +","Ostdeutschland","22","","",""
"Min 1x pro Monat","2017","17-34","Westdeutschland","2133","0.394053303795617","0.38252944148784","0.405577166103393"
"Min 1x pro Monat","2017","17-34","Ostdeutschland","401","0.355178196809001","0.330286934316327","0.380069459301675"
"Min 1x pro Monat","2017","35-65","Westdeutschland","2490","0.201182201487317","0.194454857559055","0.207909545415579"
"Min 1x pro Monat","2017","35-65","Ostdeutschland","562","0.167823561768346","0.155495496841566","0.180151626695127"
"Min 1x pro Monat","2017","66 +","Westdeutschland","412","0.103158148853105","0.0934372566397923","0.112879041066419"
"Min 1x pro Monat","2017","66 +","Ostdeutschland","117","0.0900710174643021","0.0739669704020318","0.106175064526572"
"Seltener","2017","17-34","Westdeutschland","2469","0.40665126012276","0.39506696971365","0.418235550531869"
"Seltener","2017","17-34","Ostdeutschland","567","0.415075368908736","0.389447213137576","0.440703524679896"
"Seltener","2017","35-65","Westdeutschland","6853","0.532782395432599","0.524409811327482","0.541154979537715"
"Seltener","2017","35-65","Ostdeutschland","1863","0.5555202548314","0.539128076314368","0.571912433348432"
"Seltener","2017","66 +","Westdeutschland","1316","0.320327148246874","0.305414895373031","0.335239401120716"
"Seltener","2017","66 +","Ostdeutschland","482","0.352842090702501","0.325961793098549","0.379722388306453"
"Nie","2017","17-34","Westdeutschland","1781","0.107292430522914","0.0999937809348674","0.114591080110961"
"Nie","2017","17-34","Ostdeutschland","349","0.136471255796446","0.118616130094621","0.154326381498271"
"Nie","2017","35-65","Westdeutschland","3921","0.233804779826597","0.226702113730925","0.240907445922269"
"Nie","2017","35-65","Ostdeutschland","1022","0.250937864998371","0.236635667868742","0.265240062128001"
"Nie","2017","66 +","Westdeutschland","1943","0.554918766836136","0.539035831349442","0.57080170232283"
"Nie","2017","66 +","Ostdeutschland","593","0.54314374800477","0.515122599850706","0.571164896158834"
"Taeglich","2018","17-34","Westdeutschland","3","","",""
"Taeglich","2018","17-34","Ostdeutschland","","","",""
"Taeglich","2018","35-65","Westdeutschland","7","","",""
"Taeglich","2018","35-65","Ostdeutschland","","","",""
"Taeglich","2018","66 +","Westdeutschland","","","",""
"Taeglich","2018","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","17-34","Westdeutschland","31","0.0297042209900594","0.0205699522627351","0.0388384897173838"
"Min 1x pro Woche","2018","17-34","Ostdeutschland","4","","",""
"Min 1x pro Woche","2018","35-65","Westdeutschland","23","","",""
"Min 1x pro Woche","2018","35-65","Ostdeutschland","2","","",""
"Min 1x pro Woche","2018","66 +","Westdeutschland","","","",""
"Min 1x pro Woche","2018","66 +","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","17-34","Westdeutschland","157","0.165728557870023","0.145722340001311","0.185734775738736"
"Min 1x pro Monat","2018","17-34","Ostdeutschland","29","","",""
"Min 1x pro Monat","2018","35-65","Westdeutschland","69","0.0700748126520974","0.0563298004414745","0.0838198248627202"
"Min 1x pro Monat","2018","35-65","Ostdeutschland","15","","",""
"Min 1x pro Monat","2018","66 +","Westdeutschland","1","","",""
"Min 1x pro Monat","2018","66 +","Ostdeutschland","","","",""
"Seltener","2018","17-34","Westdeutschland","313","0.24851762825316","0.225266146827109","0.27176910967921"
"Seltener","2018","17-34","Ostdeutschland","46","0.256991591531573","0.201241137219479","0.312742045843667"
"Seltener","2018","35-65","Westdeutschland","248","0.175622420106827","0.155134719612146","0.196110120601509"
"Seltener","2018","35-65","Ostdeutschland","30","0.12494463362061","0.082936229550069","0.166953037691151"
"Seltener","2018","66 +","Westdeutschland","3","","",""
"Seltener","2018","66 +","Ostdeutschland","","","",""
"Nie","2018","17-34","Westdeutschland","823","0.554531155402368","0.52778974722899","0.581272563575746"
"Nie","2018","17-34","Ostdeutschland","157","0.55241047520185","0.48897050078246","0.615850449621241"
"Nie","2018","35-65","Westdeutschland","978","0.733494890540498","0.709688614325718","0.757301166755279"
"Nie","2018","35-65","Ostdeutschland","191","0.822045986445867","0.773454345792908","0.870637627098825"
"Nie","2018","66 +","Westdeutschland","19","","",""
"Nie","2018","66 +","Ostdeutschland","","","",""
"Taeglich","2019","17-34","Westdeutschland","3","","",""
"Taeglich","2019","17-34","Ostdeutschland","","","",""
"Taeglich","2019","35-65","Westdeutschland","6","","",""
"Taeglich","2019","35-65","Ostdeutschland","1","","",""
"Taeglich","2019","66 +","Westdeutschland","6","","",""
"Taeglich","2019","66 +","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","17-34","Westdeutschland","242","0.0460849818302763","0.0406380718389227","0.0515318918216298"
"Min 1x pro Woche","2019","17-34","Ostdeutschland","49","0.045920814098868","0.0339168781417515","0.0579247500559845"
"Min 1x pro Woche","2019","35-65","Westdeutschland","168","0.0129177431335915","0.0109914112170248","0.0148440750501581"
"Min 1x pro Woche","2019","35-65","Ostdeutschland","49","0.0134398865948628","0.0096321351227671","0.0172476380669584"
"Min 1x pro Woche","2019","66 +","Westdeutschland","48","0.00977755067350016","0.00669768984956412","0.0128574114974362"
"Min 1x pro Woche","2019","66 +","Ostdeutschland","11","","",""
"Min 1x pro Monat","2019","17-34","Westdeutschland","1797","0.376268886663424","0.363683588655929","0.38885418467092"
"Min 1x pro Monat","2019","17-34","Ostdeutschland","345","0.342973458381413","0.315749681111989","0.370197235650837"
"Min 1x pro Monat","2019","35-65","Westdeutschland","2458","0.196065294120883","0.189292437578448","0.202838150663319"
"Min 1x pro Monat","2019","35-65","Ostdeutschland","583","0.1657485941229","0.153452068575187","0.178045119670613"
"Min 1x pro Monat","2019","66 +","Westdeutschland","429","0.0967520955262936","0.0874990789275357","0.106005112125052"
"Min 1x pro Monat","2019","66 +","Ostdeutschland","113","0.0675484972409058","0.0539424720823789","0.0811545223994328"
"Seltener","2019","17-34","Westdeutschland","2205","0.443831931297254","0.430924853049424","0.456739009545083"
"Seltener","2019","17-34","Ostdeutschland","471","0.479603232296488","0.45095254692144","0.508253917671537"
"Seltener","2019","35-65","Westdeutschland","6586","0.514981460357246","0.506455641671786","0.523507279042705"
"Seltener","2019","35-65","Ostdeutschland","1903","0.543380021394214","0.526908325936883","0.559851716851544"
"Seltener","2019","66 +","Westdeutschland","1348","0.308070230278328","0.293618975940339","0.322521484616316"
"Seltener","2019","66 +","Ostdeutschland","489","0.321451025988203","0.296131340633702","0.346770711342705"
"Nie","2019","17-34","Westdeutschland","1445","0.133733874959241","0.124891640518407","0.142576109400075"
"Nie","2019","17-34","Ostdeutschland","303","0.131502495223231","0.112121416128988","0.150883574317473"
"Nie","2019","35-65","Westdeutschland","3982","0.275591531214374","0.267969235059518","0.28321382736923"
"Nie","2019","35-65","Ostdeutschland","977","0.277368306083766","0.262563731374467","0.292172880793066"
"Nie","2019","66 +","Westdeutschland","2090","0.583568641738631","0.568138590932849","0.598998692544412"
"Nie","2019","66 +","Ostdeutschland","694","0.600841137098254","0.574291229417698","0.627391044778809"
