year,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,4th Quintile,Married,0.47169,2991,4835,0.45762,0.48577
2015,4th Quintile,"Married, living apart",0.01772,108,4835,0.01400,0.02144
2015,4th Quintile,Single,0.24891,1150,4835,0.23672,0.26110
2015,4th Quintile,Divorced,0.07145,350,4835,0.06419,0.07871
2015,4th Quintile,Widowed,0.05871,236,4835,0.05208,0.06533
2015,5th Quintile,Married,0.54023,3538,5147,0.52662,0.55385
2015,5th Quintile,"Married, living apart",0.01669,96,5147,0.01319,0.02019
2015,5th Quintile,Single,0.23055,990,5147,0.21904,0.24206
2015,5th Quintile,Divorced,0.07683,353,5147,0.06956,0.08411
2015,5th Quintile,Widowed,0.03459,170,5147,0.02960,0.03959
2016,1st Quintile,Married,0.25001,2146,5141,0.23817,0.26185
2016,1st Quintile,"Married, living apart",0.02574,205,5141,0.02141,0.03007
2016,1st Quintile,Single,0.32407,1859,5141,0.31127,0.33686
2016,1st Quintile,Divorced,0.13280,710,5141,0.12352,0.14208
2016,1st Quintile,Widowed,0.06340,221,5141,0.05674,0.07006
2016,2nd Quintile,Married,0.40767,3003,5280,0.39441,0.42092
2016,2nd Quintile,"Married, living apart",0.02432,150,5280,0.02016,0.02847
2016,2nd Quintile,Single,0.23533,1331,5280,0.22389,0.24678
2016,2nd Quintile,Divorced,0.08230,438,5280,0.07489,0.08972
2016,2nd Quintile,Widowed,0.08713,358,5280,0.07952,0.09474
2016,3rd Quintile,Married,0.44390,2809,4724,0.42973,0.45807
2016,3rd Quintile,"Married, living apart",0.01577,99,4724,0.01222,0.01932
2016,3rd Quintile,Single,0.23566,1124,4724,0.22356,0.24776
2016,3rd Quintile,Divorced,0.06863,370,4724,0.06142,0.07584
2016,3rd Quintile,Widowed,0.07871,322,4724,0.07103,0.08639
2016,4th Quintile,Married,0.47467,2899,4643,0.46030,0.48903
2016,4th Quintile,"Married, living apart",0.02141,94,4643,0.01725,0.02558
2016,4th Quintile,Single,0.25117,1090,4643,0.23870,0.26365
2016,4th Quintile,Divorced,0.06808,343,4643,0.06084,0.07533
2016,4th Quintile,Widowed,0.05478,217,4643,0.04823,0.06132
2016,5th Quintile,Married,0.54172,3343,4872,0.52772,0.55571
2016,5th Quintile,"Married, living apart",0.01749,84,4872,0.01381,0.02117
2016,5th Quintile,Single,0.22286,943,4872,0.21117,0.23455
2016,5th Quintile,Divorced,0.07093,320,4872,0.06372,0.07814
2016,5th Quintile,Widowed,0.04458,182,4872,0.03878,0.05037
2017,1st Quintile,Married,0.24400,2915,6400,0.23348,0.25453
2017,1st Quintile,"Married, living apart",0.02952,301,6400,0.02537,0.03367
2017,1st Quintile,Single,0.32078,2218,6400,0.30934,0.33221
2017,1st Quintile,Divorced,0.13413,726,6400,0.12578,0.14248
2017,1st Quintile,Widowed,0.06515,240,6400,0.05910,0.07120
2017,2nd Quintile,Married,0.40191,2867,5059,0.38839,0.41542
2017,2nd Quintile,"Married, living apart",0.02336,147,5059,0.01920,0.02753
2017,2nd Quintile,Single,0.22868,1273,5059,0.21710,0.24025
2017,2nd Quintile,Divorced,0.08457,445,5059,0.07690,0.09224
2017,2nd Quintile,Widowed,0.09973,327,5059,0.09147,0.10799
2017,3rd Quintile,Married,0.44973,2638,4505,0.43520,0.46425
2017,3rd Quintile,"Married, living apart",0.01746,96,4505,0.01363,0.02128
2017,3rd Quintile,Single,0.21145,1085,4505,0.19953,0.22338
2017,3rd Quintile,Divorced,0.07592,368,4505,0.06818,0.08365
2017,3rd Quintile,Widowed,0.08779,318,4505,0.07953,0.09605
2017,4th Quintile,Married,0.48721,2678,4387,0.47242,0.50200
2017,4th Quintile,"Married, living apart",0.01897,87,4387,0.01494,0.02301
2017,4th Quintile,Single,0.24251,1058,4387,0.22982,0.25519
2017,4th Quintile,Divorced,0.07147,335,4387,0.06385,0.07909
2017,4th Quintile,Widowed,0.06076,229,4387,0.05369,0.06783
2017,5th Quintile,Married,0.53932,3155,4587,0.52490,0.55375
2017,5th Quintile,"Married, living apart",0.01950,101,4587,0.01550,0.02350
2017,5th Quintile,Single,0.22844,870,4587,0.21629,0.24059
2017,5th Quintile,Divorced,0.06260,297,4587,0.05559,0.06961
2017,5th Quintile,Widowed,0.04565,164,4587,0.03961,0.05169
2018,1st Quintile,Married,0.25998,3450,7339,0.24994,0.27001
2018,1st Quintile,"Married, living apart",0.03202,347,7339,0.02799,0.03605
2018,1st Quintile,Single,0.31302,2526,7339,0.30241,0.32363
2018,1st Quintile,Divorced,0.13707,779,7339,0.12920,0.14494
2018,1st Quintile,Widowed,0.05856,237,7339,0.05319,0.06394
2018,2nd Quintile,Married,0.40062,3030,5570,0.38775,0.41349
2018,2nd Quintile,"Married, living apart",0.02339,177,5570,0.01942,0.02736
2018,2nd Quintile,Single,0.23934,1543,5570,0.22813,0.25054
2018,2nd Quintile,Divorced,0.07918,488,5570,0.07209,0.08627
2018,2nd Quintile,Widowed,0.08943,332,5570,0.08194,0.09693
2018,3rd Quintile,Married,0.43583,2843,4888,0.42193,0.44973
2018,3rd Quintile,"Married, living apart",0.02000,112,4888,0.01607,0.02392
2018,3rd Quintile,Single,0.23462,1240,4888,0.22274,0.24650
2018,3rd Quintile,Divorced,0.08268,407,4888,0.07496,0.09040
2018,3rd Quintile,Widowed,0.07738,286,4888,0.06989,0.08487
2018,4th Quintile,Married,0.47237,2863,4686,0.45808,0.48667
2018,4th Quintile,"Married, living apart",0.01736,87,4686,0.01362,0.02110
2018,4th Quintile,Single,0.24568,1125,4686,0.23335,0.25800
2018,4th Quintile,Divorced,0.07426,369,4686,0.06675,0.08176
2018,4th Quintile,Widowed,0.05970,242,4686,0.05292,0.06649
2018,5th Quintile,Married,0.55860,3523,5146,0.54503,0.57217
2018,5th Quintile,"Married, living apart",0.01944,106,5146,0.01567,0.02322
2018,5th Quintile,Single,0.21893,1000,5146,0.20763,0.23023
2018,5th Quintile,Divorced,0.06439,333,5146,0.05768,0.07110
2018,5th Quintile,Widowed,0.03878,184,5146,0.03350,0.04405
2019,1st Quintile,Married,0.24977,3497,7189,0.23977,0.25978
2019,1st Quintile,"Married, living apart",0.02985,323,7189,0.02592,0.03379
2019,1st Quintile,Single,0.31602,2325,7189,0.30527,0.32677
2019,1st Quintile,Divorced,0.13370,790,7189,0.12583,0.14157
2019,1st Quintile,Widowed,0.06426,254,7189,0.05859,0.06993
2019,2nd Quintile,Married,0.40090,2650,5020,0.38734,0.41446
2019,2nd Quintile,"Married, living apart",0.01502,121,5020,0.01165,0.01838
2019,2nd Quintile,Single,0.23694,1445,5020,0.22518,0.24871
2019,2nd Quintile,Divorced,0.08844,486,5020,0.08058,0.09629
2019,2nd Quintile,Widowed,0.08593,318,5020,0.07817,0.09368
2019,3rd Quintile,Married,0.44732,2685,4588,0.43293,0.46171
2019,3rd Quintile,"Married, living apart",0.02107,93,4588,0.01692,0.02523
2019,3rd Quintile,Single,0.23362,1167,4588,0.22138,0.24587
2019,3rd Quintile,Divorced,0.08113,388,4588,0.07323,0.08903
2019,3rd Quintile,Widowed,0.06170,255,4588,0.05473,0.06866
2019,4th Quintile,Married,0.47259,2590,4319,0.45770,0.48748
2019,4th Quintile,"Married, living apart",0.01404,76,4319,0.01053,0.01755
2019,4th Quintile,Single,0.23827,1060,4319,0.22556,0.25097
2019,4th Quintile,Divorced,0.07185,346,4319,0.06414,0.07955
2019,4th Quintile,Widowed,0.06527,247,4319,0.05790,0.07263
2019,5th Quintile,Married,0.55021,3284,4830,0.53617,0.56424
2019,5th Quintile,"Married, living apart",0.01689,92,4830,0.01325,0.02052
2019,5th Quintile,Single,0.21803,923,4830,0.20638,0.22967
2019,5th Quintile,Divorced,0.07361,359,4830,0.06625,0.08098
2019,5th Quintile,Widowed,0.04284,172,4830,0.03713,0.04856
2020,1st Quintile,Married,0.24090,3159,6800,0.23073,0.25106
2020,1st Quintile,"Married, living apart",0.02592,273,6800,0.02215,0.02970
2020,1st Quintile,Single,0.32675,2339,6800,0.31560,0.33790
2020,1st Quintile,Divorced,0.13986,762,6800,0.13161,0.14810
2020,1st Quintile,Widowed,0.06781,267,6800,0.06184,0.07379
2020,2nd Quintile,Married,0.40793,2562,4802,0.39403,0.42183
2020,2nd Quintile,"Married, living apart",0.01570,105,4802,0.01218,0.01921
2020,2nd Quintile,Single,0.24250,1369,4802,0.23037,0.25462
2020,2nd Quintile,Divorced,0.08355,477,4802,0.07572,0.09138
2020,2nd Quintile,Widowed,0.07215,289,4802,0.06483,0.07947
2020,3rd Quintile,Married,0.43577,2524,4450,0.42120,0.45034
2020,3rd Quintile,"Married, living apart",0.01757,107,4450,0.01371,0.02143
2020,3rd Quintile,Single,0.24469,1179,4450,0.23206,0.25732
2020,3rd Quintile,Divorced,0.08581,391,4450,0.07758,0.09404
2020,3rd Quintile,Widowed,0.06089,249,4450,0.05386,0.06792
2020,4th Quintile,Married,0.46963,2672,4479,0.45501,0.48424
2020,4th Quintile,"Married, living apart",0.01211,69,4479,0.00891,0.01532
2020,4th Quintile,Single,0.25929,1186,4479,0.24645,0.27212
2020,4th Quintile,Divorced,0.06209,336,4479,0.05503,0.06916
2020,4th Quintile,Widowed,0.05324,216,4479,0.04666,0.05981
2020,5th Quintile,Married,0.54431,4155,6077,0.53179,0.55684
2020,5th Quintile,"Married, living apart",0.01702,99,6077,0.01377,0.02028
2020,5th Quintile,Single,0.22329,1169,6077,0.21282,0.23376
2020,5th Quintile,Divorced,0.06549,444,6077,0.05927,0.07171
2020,5th Quintile,Widowed,0.04354,210,6077,0.03841,0.04867
2021,1st Quintile,Married,0.24827,2266,4709,0.23593,0.26061
2021,1st Quintile,"Married, living apart",0.02388,149,4709,0.01952,0.02824
2021,1st Quintile,Single,0.32140,1601,4709,0.30806,0.33474
2021,1st Quintile,Divorced,0.14257,530,4709,0.13259,0.15256
2021,1st Quintile,Widowed,0.05339,163,4709,0.04697,0.05981
2021,2nd Quintile,Married,0.39309,1930,3601,0.37713,0.40904
2021,2nd Quintile,"Married, living apart",0.01920,97,3601,0.01472,0.02369
2021,2nd Quintile,Single,0.24272,987,3601,0.22871,0.25672
2021,2nd Quintile,Divorced,0.08531,367,3601,0.07618,0.09443
2021,2nd Quintile,Widowed,0.07184,220,3601,0.06341,0.08028
2021,3rd Quintile,Married,0.42798,1728,3042,0.41039,0.44556
2021,3rd Quintile,"Married, living apart",0.01709,64,3042,0.01249,0.02170
2021,3rd Quintile,Single,0.23673,799,3042,0.22162,0.25183
2021,3rd Quintile,Divorced,0.07678,278,3042,0.06732,0.08625
2021,3rd Quintile,Widowed,0.06154,173,3042,0.05300,0.07008
2021,4th Quintile,Married,0.44360,1926,3248,0.42651,0.46068
2021,4th Quintile,"Married, living apart",0.01112,52,3248,0.00752,0.01473
2021,4th Quintile,Single,0.26075,827,3248,0.24565,0.27585
2021,4th Quintile,Divorced,0.07199,272,3248,0.06310,0.08088
2021,4th Quintile,Widowed,0.06864,171,3248,0.05994,0.07734
2021,5th Quintile,Married,0.54952,2953,4309,0.53466,0.56437
2021,5th Quintile,"Married, living apart",0.01515,80,4309,0.01150,0.01880
2021,5th Quintile,Single,0.20452,781,4309,0.19247,0.21656
2021,5th Quintile,Divorced,0.06552,333,4309,0.05813,0.07291
2021,5th Quintile,Widowed,0.04184,162,4309,0.03586,0.04782
