year,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Post-secondary Non-tertiary Level,"Married, living apart",0.02841,79,2358,0.02170,0.03511
2013,Post-secondary Non-tertiary Level,Single,0.33963,532,2358,0.32051,0.35875
2013,Post-secondary Non-tertiary Level,Divorced,0.09057,235,2358,0.07898,0.10216
2013,Post-secondary Non-tertiary Level,Widowed,0.04540,55,2358,0.03699,0.05380
2013,First Stage of Tertiary Education,Married,0.62730,1229,1723,0.60447,0.65014
2013,First Stage of Tertiary Education,"Married, living apart",0.03184,48,1723,0.02355,0.04014
2013,First Stage of Tertiary Education,Single,0.18291,220,1723,0.16465,0.20117
2013,First Stage of Tertiary Education,Divorced,0.10371,161,1723,0.08931,0.11811
2013,First Stage of Tertiary Education,Widowed,0.04765,65,1723,0.03759,0.05772
2013,Second Stage of Tertiary Education,Married,0.56297,4670,6838,0.55122,0.57473
2013,Second Stage of Tertiary Education,"Married, living apart",0.02657,188,6838,0.02276,0.03038
2013,Second Stage of Tertiary Education,Single,0.27310,1233,6838,0.26254,0.28366
2013,Second Stage of Tertiary Education,Divorced,0.09024,539,6838,0.08344,0.09703
2013,Second Stage of Tertiary Education,Widowed,0.04299,208,6838,0.03818,0.04780
2014,Pre-primary Level,Single,0.98672,876,876,0.97913,0.99430
2014,Primary Level,Married,0.47837,290,468,0.43307,0.52368
2014,Primary Level,Single,0.27975,128,468,0.23903,0.32046
2014,Primary Level,Divorced,0.15062,50,468,0.11818,0.18306
2014,Lower Secondary Level,Married,0.42823,1493,3219,0.41113,0.44533
2014,Lower Secondary Level,"Married, living apart",0.02623,79,3219,0.02071,0.03175
2014,Lower Secondary Level,Single,0.30705,1078,3219,0.29112,0.32299
2014,Lower Secondary Level,Divorced,0.07897,267,3219,0.06965,0.08829
2014,Lower Secondary Level,Widowed,0.15696,302,3219,0.14439,0.16953
2014,Upper Secondary Level,Married,0.53268,7513,12503,0.52393,0.54142
2014,Upper Secondary Level,"Married, living apart",0.02392,308,12503,0.02125,0.02660
2014,Upper Secondary Level,Single,0.24578,2648,12503,0.23823,0.25333
2014,Upper Secondary Level,Divorced,0.10535,1266,12503,0.09997,0.11073
2014,Upper Secondary Level,Widowed,0.08877,768,12503,0.08379,0.09376
2014,Post-secondary Non-tertiary Level,Married,0.49200,1257,2043,0.47031,0.51368
2014,Post-secondary Non-tertiary Level,"Married, living apart",0.03439,70,2043,0.02649,0.04229
2014,Post-secondary Non-tertiary Level,Single,0.33478,462,2043,0.31431,0.35525
2014,Post-secondary Non-tertiary Level,Divorced,0.08723,202,2043,0.07499,0.09947
2014,Post-secondary Non-tertiary Level,Widowed,0.04765,52,2043,0.03841,0.05689
2014,First Stage of Tertiary Education,Married,0.62591,1149,1593,0.60214,0.64968
2014,First Stage of Tertiary Education,"Married, living apart",0.03759,41,1593,0.02825,0.04694
2014,First Stage of Tertiary Education,Single,0.17225,191,1593,0.15370,0.19080
2014,First Stage of Tertiary Education,Divorced,0.11372,150,1593,0.09812,0.12931
2014,First Stage of Tertiary Education,Widowed,0.04752,62,1593,0.03707,0.05798
2014,Second Stage of Tertiary Education,Married,0.55607,4203,6215,0.54372,0.56842
2014,Second Stage of Tertiary Education,"Married, living apart",0.02595,179,6215,0.02200,0.02991
2014,Second Stage of Tertiary Education,Single,0.27918,1130,6215,0.26803,0.29034
2014,Second Stage of Tertiary Education,Divorced,0.09083,495,6215,0.08368,0.09797
2014,Second Stage of Tertiary Education,Widowed,0.04494,208,6215,0.03979,0.05009
2015,Pre-primary Level,Single,0.99410,767,767,0.98868,0.99952
2015,Primary Level,Married,0.44688,294,493,0.40295,0.49081
2015,Primary Level,Single,0.29149,154,493,0.25133,0.33165
2015,Primary Level,Divorced,0.15582,45,493,0.12378,0.18787
2015,Lower Secondary Level,Married,0.41117,1398,3084,0.39380,0.42854
2015,Lower Secondary Level,"Married, living apart",0.02416,69,3084,0.01874,0.02958
2015,Lower Secondary Level,Single,0.31379,1085,3084,0.29741,0.33017
2015,Lower Secondary Level,Divorced,0.08491,252,3084,0.07507,0.09475
2015,Lower Secondary Level,Widowed,0.16158,280,3084,0.14859,0.17457
2015,Upper Secondary Level,Married,0.52340,7180,12113,0.51451,0.53230
2015,Upper Secondary Level,"Married, living apart",0.02451,307,12113,0.02176,0.02726
2015,Upper Secondary Level,Single,0.24865,2698,12113,0.24095,0.25635
2015,Upper Secondary Level,Divorced,0.10936,1198,12113,0.10380,0.11491
2015,Upper Secondary Level,Widowed,0.08942,730,12113,0.08434,0.09450
2015,Post-secondary Non-tertiary Level,Married,0.50133,1314,2147,0.48018,0.52249
2015,Post-secondary Non-tertiary Level,"Married, living apart",0.02515,66,2147,0.01853,0.03178
2015,Post-secondary Non-tertiary Level,Single,0.32780,507,2147,0.30793,0.34766
2015,Post-secondary Non-tertiary Level,Divorced,0.09014,205,2147,0.07802,0.10225
2015,Post-secondary Non-tertiary Level,Widowed,0.05023,55,2147,0.04099,0.05947
2015,First Stage of Tertiary Education,Married,0.61606,1095,1528,0.59167,0.64046
2015,First Stage of Tertiary Education,"Married, living apart",0.03577,43,1528,0.02645,0.04508
2015,First Stage of Tertiary Education,Single,0.17774,183,1528,0.15857,0.19692
2015,First Stage of Tertiary Education,Divorced,0.11769,143,1528,0.10153,0.13386
2015,First Stage of Tertiary Education,Widowed,0.04908,64,1528,0.03824,0.05992
2015,Second Stage of Tertiary Education,Married,0.53849,4298,6403,0.52628,0.55070
2015,Second Stage of Tertiary Education,"Married, living apart",0.02297,170,6403,0.01930,0.02664
2015,Second Stage of Tertiary Education,Single,0.30073,1251,6403,0.28949,0.31196
2015,Second Stage of Tertiary Education,Divorced,0.08978,477,6403,0.08278,0.09678
2015,Second Stage of Tertiary Education,Widowed,0.04382,207,6403,0.03881,0.04884
2016,Pre-primary Level,Single,0.99228,856,856,0.98641,0.99814
2016,Primary Level,Married,0.50297,953,1418,0.47694,0.52900
2016,Primary Level,"Married, living apart",0.04051,86,1418,0.03025,0.05078
2016,Primary Level,Single,0.26601,286,1418,0.24301,0.28902
2016,Primary Level,Divorced,0.14494,54,1418,0.12661,0.16327
2016,Primary Level,Widowed,0.04111,39,1418,0.03077,0.05144
2016,Lower Secondary Level,Married,0.41521,1535,3264,0.39831,0.43212
2016,Lower Secondary Level,"Married, living apart",0.02216,125,3264,0.01711,0.02722
2016,Lower Secondary Level,Single,0.32300,1117,3264,0.30696,0.33905
2016,Lower Secondary Level,Divorced,0.08593,227,3264,0.07631,0.09554
2016,Lower Secondary Level,Widowed,0.15038,260,3264,0.13811,0.16264
2016,Upper Secondary Level,Married,0.51972,6838,11486,0.51058,0.52886
2016,Upper Secondary Level,"Married, living apart",0.02177,314,11486,0.01910,0.02444
2016,Upper Secondary Level,Single,0.25233,2491,11486,0.24439,0.26027
2016,Upper Secondary Level,Divorced,0.11264,1137,11486,0.10685,0.11842
2016,Upper Secondary Level,Widowed,0.08890,706,11486,0.08369,0.09410
2016,Post-secondary Non-tertiary Level,Married,0.49130,1254,2071,0.46977,0.51284
2016,Post-secondary Non-tertiary Level,"Married, living apart",0.02709,64,2071,0.02010,0.03409
2016,Post-secondary Non-tertiary Level,Single,0.34117,494,2071,0.32075,0.36160
2016,Post-secondary Non-tertiary Level,Divorced,0.08572,203,2071,0.07366,0.09778
2016,Post-secondary Non-tertiary Level,Widowed,0.04692,56,2071,0.03781,0.05603
2016,First Stage of Tertiary Education,Married,0.60549,982,1400,0.57988,0.63110
2016,First Stage of Tertiary Education,"Married, living apart",0.03604,45,1400,0.02627,0.04581
2016,First Stage of Tertiary Education,Single,0.18104,168,1400,0.16086,0.20121
2016,First Stage of Tertiary Education,Divorced,0.12346,139,1400,0.10622,0.14070
2016,First Stage of Tertiary Education,Widowed,0.04911,66,1400,0.03778,0.06043
2016,Second Stage of Tertiary Education,Married,0.54050,4336,6452,0.52834,0.55266
2016,Second Stage of Tertiary Education,"Married, living apart",0.03228,208,6452,0.02796,0.03659
2016,Second Stage of Tertiary Education,Single,0.29407,1242,6452,0.28295,0.30518
2016,Second Stage of Tertiary Education,Divorced,0.08405,460,6452,0.07728,0.09082
2016,Second Stage of Tertiary Education,Widowed,0.04425,206,6452,0.03923,0.04927
2017,Pre-primary Level,Single,0.99524,910,910,0.99076,0.99971
2017,Primary Level,Married,0.47481,1227,1913,0.45243,0.49719
2017,Primary Level,"Married, living apart",0.04007,105,1913,0.03128,0.04886
2017,Primary Level,Single,0.26585,453,1913,0.24605,0.28565
2017,Primary Level,Divorced,0.15420,71,1913,0.13801,0.17038
2017,Primary Level,Widowed,0.05825,57,1913,0.04775,0.06874
2017,Lower Secondary Level,Married,0.41616,1773,3677,0.40022,0.43209
2017,Lower Secondary Level,"Married, living apart",0.02516,122,3677,0.02010,0.03022
2017,Lower Secondary Level,Single,0.31946,1267,3677,0.30438,0.33453
2017,Lower Secondary Level,Divorced,0.09083,256,3677,0.08154,0.10012
2017,Lower Secondary Level,Widowed,0.14695,259,3677,0.13551,0.15840
2017,Upper Secondary Level,Married,0.51703,7384,12702,0.50834,0.52572
2017,Upper Secondary Level,"Married, living apart",0.02405,348,12702,0.02138,0.02671
2017,Upper Secondary Level,Single,0.25340,2982,12702,0.24584,0.26097
2017,Upper Secondary Level,Divorced,0.11423,1266,12702,0.10870,0.11976
2017,Upper Secondary Level,Widowed,0.08656,722,12702,0.08167,0.09145
2017,Post-secondary Non-tertiary Level,Married,0.48719,1355,2306,0.46679,0.50760
2017,Post-secondary Non-tertiary Level,"Married, living apart",0.01926,66,2306,0.01365,0.02488
2017,Post-secondary Non-tertiary Level,Single,0.33748,578,2306,0.31817,0.35678
2017,Post-secondary Non-tertiary Level,Divorced,0.10155,245,2306,0.08922,0.11388
2017,Post-secondary Non-tertiary Level,Widowed,0.05310,62,2306,0.04394,0.06225
2017,First Stage of Tertiary Education,Married,0.59578,1058,1531,0.57119,0.62037
2017,First Stage of Tertiary Education,"Married, living apart",0.03387,45,1531,0.02481,0.04294
2017,First Stage of Tertiary Education,Single,0.19863,215,1531,0.17864,0.21862
2017,First Stage of Tertiary Education,Divorced,0.11387,145,1531,0.09795,0.12978
2017,First Stage of Tertiary Education,Widowed,0.05373,68,1531,0.04243,0.06503
2017,Second Stage of Tertiary Education,Married,0.54330,4817,7233,0.53182,0.55478
2017,Second Stage of Tertiary Education,"Married, living apart",0.03104,240,7233,0.02704,0.03504
2017,Second Stage of Tertiary Education,Single,0.29331,1437,7233,0.28282,0.30380
2017,Second Stage of Tertiary Education,Divorced,0.08487,514,7233,0.07845,0.09129
2017,Second Stage of Tertiary Education,Widowed,0.04469,225,7233,0.03993,0.04945
2018,Pre-primary Level,Single,0.98825,762,762,0.98059,0.99591
2018,Primary Level,Married,0.46193,1112,1824,0.43904,0.48482
2018,Primary Level,"Married, living apart",0.03308,101,1824,0.02487,0.04129
2018,Primary Level,Single,0.27289,463,1824,0.25244,0.29334
2018,Primary Level,Divorced,0.16638,88,1824,0.14928,0.18347
2018,Primary Level,Widowed,0.06310,60,1824,0.05194,0.07426
2018,Lower Secondary Level,Married,0.40425,1629,3551,0.38810,0.42039
2018,Lower Secondary Level,"Married, living apart",0.03076,106,3551,0.02508,0.03644
2018,Lower Secondary Level,Single,0.32271,1289,3551,0.30733,0.33809
2018,Lower Secondary Level,Divorced,0.09394,286,3551,0.08434,0.10353
2018,Lower Secondary Level,Widowed,0.14492,241,3551,0.13334,0.15650
2018,Upper Secondary Level,Married,0.51267,6885,12107,0.50376,0.52157
2018,Upper Secondary Level,"Married, living apart",0.02531,340,12107,0.02251,0.02810
2018,Upper Secondary Level,Single,0.25374,2903,12107,0.24599,0.26150
2018,Upper Secondary Level,Divorced,0.11627,1264,12107,0.11056,0.12198
2018,Upper Secondary Level,Widowed,0.08830,715,12107,0.08325,0.09336
2018,Post-secondary Non-tertiary Level,Married,0.47876,1276,2210,0.45793,0.49959
2018,Post-secondary Non-tertiary Level,"Married, living apart",0.02116,57,2210,0.01516,0.02716
2018,Post-secondary Non-tertiary Level,Single,0.35305,586,2210,0.33312,0.37298
2018,Post-secondary Non-tertiary Level,Divorced,0.09801,231,2210,0.08561,0.11041
2018,Post-secondary Non-tertiary Level,Widowed,0.04845,60,2210,0.03950,0.05741
2018,First Stage of Tertiary Education,Married,0.58965,984,1451,0.56433,0.61497
2018,First Stage of Tertiary Education,"Married, living apart",0.03905,49,1451,0.02908,0.04902
2018,First Stage of Tertiary Education,Single,0.19619,209,1451,0.17575,0.21663
2018,First Stage of Tertiary Education,Divorced,0.11931,139,1451,0.10262,0.13599
2018,First Stage of Tertiary Education,Widowed,0.05183,70,1451,0.04042,0.06324
2018,Second Stage of Tertiary Education,Married,0.55756,4600,6957,0.54588,0.56923
2018,Second Stage of Tertiary Education,"Married, living apart",0.02844,225,6957,0.02453,0.03235
2018,Second Stage of Tertiary Education,Single,0.28236,1381,6957,0.27178,0.29293
2018,Second Stage of Tertiary Education,Divorced,0.08574,529,6957,0.07916,0.09232
2018,Second Stage of Tertiary Education,Widowed,0.04365,222,6957,0.03885,0.04846
2019,Pre-primary Level,Single,0.99324,599,599,0.98667,0.99981
2019,Primary Level,Married,0.48668,1089,1713,0.46301,0.51036
2019,Primary Level,"Married, living apart",0.03153,85,1713,0.02326,0.03981
2019,Primary Level,Single,0.26708,409,1713,0.24612,0.28804
2019,Primary Level,Divorced,0.15041,80,1713,0.13347,0.16734
2019,Primary Level,Widowed,0.06115,50,1713,0.04980,0.07250
2019,Lower Secondary Level,Married,0.40924,1476,3199,0.39220,0.42628
2019,Lower Secondary Level,"Married, living apart",0.02047,81,3199,0.01557,0.02538
2019,Lower Secondary Level,Single,0.32797,1164,3199,0.31170,0.34424
2019,Lower Secondary Level,Divorced,0.09867,272,3199,0.08833,0.10901
2019,Lower Secondary Level,Widowed,0.14022,206,3199,0.12818,0.15225
2019,Upper Secondary Level,Married,0.50662,6646,11653,0.49754,0.51570
2019,Upper Secondary Level,"Married, living apart",0.02300,285,11653,0.02028,0.02573
2019,Upper Secondary Level,Single,0.25558,2752,11653,0.24766,0.26350
2019,Upper Secondary Level,Divorced,0.12028,1256,11653,0.11437,0.12618
2019,Upper Secondary Level,Widowed,0.09115,714,11653,0.08592,0.09637
2019,Post-secondary Non-tertiary Level,Married,0.48125,1328,2257,0.46063,0.50186
2019,Post-secondary Non-tertiary Level,"Married, living apart",0.01877,47,2257,0.01317,0.02437
2019,Post-secondary Non-tertiary Level,Single,0.34926,580,2257,0.32958,0.36893
2019,Post-secondary Non-tertiary Level,Divorced,0.10861,246,2257,0.09577,0.12144
2019,Post-secondary Non-tertiary Level,Widowed,0.04159,56,2257,0.03335,0.04983
2019,First Stage of Tertiary Education,Married,0.58230,1136,1662,0.55858,0.60601
2019,First Stage of Tertiary Education,"Married, living apart",0.03618,46,1662,0.02720,0.04516
2019,First Stage of Tertiary Education,Single,0.20883,239,1662,0.18929,0.22838
2019,First Stage of Tertiary Education,Divorced,0.12234,173,1662,0.10658,0.13810
2019,First Stage of Tertiary Education,Widowed,0.04505,68,1662,0.03508,0.05503
2019,Second Stage of Tertiary Education,Married,0.57067,5068,7576,0.55952,0.58182
2019,Second Stage of Tertiary Education,"Married, living apart",0.02277,205,7576,0.01941,0.02613
2019,Second Stage of Tertiary Education,Single,0.27792,1465,7576,0.26783,0.28801
2019,Second Stage of Tertiary Education,Divorced,0.08415,601,7576,0.07790,0.09040
2019,Second Stage of Tertiary Education,Widowed,0.04365,237,7576,0.03905,0.04825
2020,Pre-primary Level,Single,0.99093,751,751,0.98414,0.99771
2020,Primary Level,Married,0.45169,1128,1817,0.42880,0.47458
2020,Primary Level,"Married, living apart",0.03094,88,1817,0.02298,0.03891
2020,Primary Level,Single,0.31737,464,1817,0.29596,0.33877
2020,Primary Level,Divorced,0.13891,93,1817,0.12300,0.15481
2020,Primary Level,Widowed,0.05885,44,1817,0.04802,0.06967
2020,Lower Secondary Level,Married,0.39527,1512,3296,0.37857,0.41196
2020,Lower Secondary Level,"Married, living apart",0.02146,79,3296,0.01651,0.02640
2020,Lower Secondary Level,Single,0.34358,1232,3296,0.32736,0.35979
2020,Lower Secondary Level,Divorced,0.10225,276,3296,0.09191,0.11260
2020,Lower Secondary Level,Widowed,0.13028,197,3296,0.11879,0.14178
2020,Upper Secondary Level,Married,0.50955,6325,11329,0.50034,0.51875
2020,Upper Secondary Level,"Married, living apart",0.02127,274,11329,0.01861,0.02393
2020,Upper Secondary Level,Single,0.25996,2879,11329,0.25188,0.26804
2020,Upper Secondary Level,Divorced,0.11849,1189,11329,0.11254,0.12444
2020,Upper Secondary Level,Widowed,0.08632,662,11329,0.08115,0.09149
2020,Post-secondary Non-tertiary Level,Married,0.48600,1347,2355,0.46581,0.50619
2020,Post-secondary Non-tertiary Level,"Married, living apart",0.01713,57,2355,0.01189,0.02237
2020,Post-secondary Non-tertiary Level,Single,0.36031,656,2355,0.34092,0.37971
2020,Post-secondary Non-tertiary Level,Divorced,0.09792,236,2355,0.08591,0.10993
2020,Post-secondary Non-tertiary Level,Widowed,0.03662,59,2355,0.02903,0.04421
2020,First Stage of Tertiary Education,Married,0.59541,1004,1466,0.57028,0.62055
2020,First Stage of Tertiary Education,"Married, living apart",0.03254,37,1466,0.02345,0.04163
2020,First Stage of Tertiary Education,Single,0.20808,220,1466,0.18729,0.22886
2020,First Stage of Tertiary Education,Divorced,0.11717,144,1466,0.10070,0.13363
2020,First Stage of Tertiary Education,Widowed,0.04468,61,1466,0.03410,0.05526
2020,Second Stage of Tertiary Education,Married,0.56284,4954,7741,0.55179,0.57389
2020,Second Stage of Tertiary Education,"Married, living apart",0.01992,191,7741,0.01681,0.02303
2020,Second Stage of Tertiary Education,Single,0.29154,1789,7741,0.28141,0.30166
2020,Second Stage of Tertiary Education,Divorced,0.08213,576,7741,0.07602,0.08825
2020,Second Stage of Tertiary Education,Widowed,0.04126,231,7741,0.03683,0.04569
2021,Pre-primary Level,Single,0.45974,183,183,0.38734,0.53215
2021,Primary Level,Married,0.46124,696,1003,0.43038,0.49211
2021,Primary Level,Single,0.30865,224,1003,0.28005,0.33725
2021,Primary Level,Divorced,0.13435,51,1003,0.11323,0.15546
2021,Primary Level,Widowed,0.06348,32,1003,0.04838,0.07857
2021,Lower Secondary Level,Married,0.40070,873,1810,0.37812,0.42329
2021,Lower Secondary Level,"Married, living apart",0.01887,41,1810,0.01260,0.02514
2021,Lower Secondary Level,Single,0.30006,615,1810,0.27894,0.32118
2021,Lower Secondary Level,Divorced,0.12464,163,1810,0.10942,0.13986
2021,Lower Secondary Level,Widowed,0.12742,118,1810,0.11206,0.14279
2021,Upper Secondary Level,Married,0.49107,3982,7359,0.47965,0.50249
2021,Upper Secondary Level,"Married, living apart",0.02088,182,7359,0.01761,0.02415
2021,Upper Secondary Level,Single,0.27870,1911,7359,0.26845,0.28894
2021,Upper Secondary Level,Divorced,0.11778,826,7359,0.11042,0.12515
2021,Upper Secondary Level,Widowed,0.08588,458,7359,0.07948,0.09228
2021,Post-secondary Non-tertiary Level,Married,0.44471,892,1596,0.42032,0.46910
2021,Post-secondary Non-tertiary Level,"Married, living apart",0.02572,38,1596,0.01795,0.03349
2021,Post-secondary Non-tertiary Level,Single,0.37543,450,1596,0.35166,0.39919
2021,Post-secondary Non-tertiary Level,Divorced,0.10976,179,1596,0.09442,0.12510
2021,Post-secondary Non-tertiary Level,Widowed,0.04347,37,1596,0.03346,0.05347
2021,First Stage of Tertiary Education,Married,0.57181,653,973,0.54071,0.60292
2021,First Stage of Tertiary Education,Single,0.20072,151,973,0.17554,0.22590
2021,First Stage of Tertiary Education,Divorced,0.12807,114,973,0.10706,0.14908
2021,First Stage of Tertiary Education,Widowed,0.06473,55,973,0.04926,0.08020
2021,Second Stage of Tertiary Education,Married,0.54754,3607,5692,0.53461,0.56047
2021,Second Stage of Tertiary Education,"Married, living apart",0.01835,136,5692,0.01487,0.02184
2021,Second Stage of Tertiary Education,Single,0.31233,1336,5692,0.30029,0.32437
2021,Second Stage of Tertiary Education,Divorced,0.07723,424,5692,0.07029,0.08417
2021,Second Stage of Tertiary Education,Widowed,0.04218,189,5692,0.03696,0.04740
