year,regtyp,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Urban regions,female,PDS/Linke,0.02284,235,9422,0.01982,0.02585
2014,Urban regions,female,AfD,0.00565,49,9422,0.00414,0.00717
2014,Urban regions,female,Others,0.00561,54,9422,0.00410,0.00712
2014,Urban regions,female,Party combinations,0.00641,45,9422,0.00479,0.00802
2014,Rural regions,male,Not leaning towards specific party,0.53040,2345,4280,0.51545,0.54536
2014,Rural regions,male,SPD,0.13795,555,4280,0.12762,0.14828
2014,Rural regions,male,CDU/CSU,0.21169,888,4280,0.19945,0.22393
2014,Rural regions,male,FDP,0.00879,46,4280,0.00600,0.01159
2014,Rural regions,male,Bündnis90/Grüne,0.02958,136,4280,0.02450,0.03465
2014,Rural regions,male,PDS/Linke,0.04354,197,4280,0.03743,0.04965
2014,Rural regions,male,Far right parties,0.01013,31,4280,0.00713,0.01313
2014,Rural regions,male,AfD,0.01144,44,4280,0.00825,0.01462
2014,Rural regions,male,Others,0.00932,38,4280,0.00644,0.01220
2014,Rural regions,female,Not leaning towards specific party,0.60434,3146,4928,0.59068,0.61799
2014,Rural regions,female,SPD,0.10762,483,4928,0.09897,0.11628
2014,Rural regions,female,CDU/CSU,0.18144,824,4928,0.17068,0.19220
2014,Rural regions,female,Bündnis90/Grüne,0.04540,232,4928,0.03958,0.05121
2014,Rural regions,female,PDS/Linke,0.04106,208,4928,0.03552,0.04660
2014,Rural regions,female,Others,0.00675,35,4928,0.00447,0.00904
2015,Urban regions,male,Not leaning towards specific party,0.52715,4421,7911,0.51615,0.53816
2015,Urban regions,male,SPD,0.14366,1057,7911,0.13593,0.15139
2015,Urban regions,male,CDU/CSU,0.18785,1382,7911,0.17925,0.19646
2015,Urban regions,male,FDP,0.01676,135,7911,0.01393,0.01958
2015,Urban regions,male,Bündnis90/Grüne,0.05909,433,7911,0.05390,0.06429
2015,Urban regions,male,PDS/Linke,0.02822,235,7911,0.02457,0.03187
2015,Urban regions,male,Far right parties,0.00455,35,7911,0.00307,0.00604
2015,Urban regions,male,AfD,0.01587,108,7911,0.01312,0.01863
2015,Urban regions,male,Others,0.00965,73,7911,0.00749,0.01180
2015,Urban regions,male,Party combinations,0.00719,32,7911,0.00532,0.00905
2015,Urban regions,female,Not leaning towards specific party,0.57509,5858,9329,0.56506,0.58512
2015,Urban regions,female,SPD,0.13700,1078,9329,0.13002,0.14398
2015,Urban regions,female,CDU/CSU,0.16420,1266,9329,0.15668,0.17172
2015,Urban regions,female,FDP,0.00740,74,9329,0.00566,0.00914
2015,Urban regions,female,Bündnis90/Grüne,0.07556,707,9329,0.07020,0.08093
2015,Urban regions,female,PDS/Linke,0.02046,213,9329,0.01759,0.02334
2015,Urban regions,female,AfD,0.00839,57,9329,0.00654,0.01025
2015,Urban regions,female,Others,0.00458,37,9329,0.00321,0.00595
2015,Urban regions,female,Party combinations,0.00470,39,9329,0.00331,0.00609
2015,Rural regions,male,Not leaning towards specific party,0.57889,2544,4237,0.56402,0.59376
2015,Rural regions,male,SPD,0.11534,451,4237,0.10572,0.12496
2015,Rural regions,male,CDU/CSU,0.19605,770,4237,0.18410,0.20801
2015,Rural regions,male,FDP,0.00703,40,4237,0.00451,0.00954
2015,Rural regions,male,Bündnis90/Grüne,0.02644,121,4237,0.02161,0.03128
2015,Rural regions,male,PDS/Linke,0.03602,180,4237,0.03041,0.04164
2015,Rural regions,male,Far right parties,0.00925,31,4237,0.00636,0.01213
2015,Rural regions,male,AfD,0.01877,69,4237,0.01468,0.02285
2015,Rural regions,male,Others,0.00868,31,4237,0.00588,0.01147
2015,Rural regions,female,Not leaning towards specific party,0.65187,3350,4870,0.63849,0.66525
2015,Rural regions,female,SPD,0.08158,376,4870,0.07389,0.08927
2015,Rural regions,female,CDU/CSU,0.16441,702,4870,0.15400,0.17482
2015,Rural regions,female,Bündnis90/Grüne,0.04128,210,4870,0.03570,0.04687
2015,Rural regions,female,PDS/Linke,0.03763,193,4870,0.03228,0.04297
2015,Rural regions,female,AfD,0.00873,39,4870,0.00612,0.01134
2016,Urban regions,male,Not leaning towards specific party,0.54013,3933,7085,0.52852,0.55173
2016,Urban regions,male,SPD,0.12768,885,7085,0.11991,0.13545
2016,Urban regions,male,CDU/CSU,0.16562,1186,7085,0.15696,0.17428
2016,Urban regions,male,FDP,0.01979,148,7085,0.01654,0.02303
2016,Urban regions,male,Bündnis90/Grüne,0.06944,453,7085,0.06352,0.07536
2016,Urban regions,male,PDS/Linke,0.03063,217,7085,0.02661,0.03464
2016,Urban regions,male,AfD,0.02838,190,7085,0.02451,0.03224
2016,Urban regions,male,Others,0.01200,73,7085,0.00947,0.01454
2016,Urban regions,female,Not leaning towards specific party,0.59762,5293,8467,0.58717,0.60807
2016,Urban regions,female,SPD,0.11796,887,8467,0.11109,0.12483
2016,Urban regions,female,CDU/CSU,0.15353,1158,8467,0.14585,0.16121
2016,Urban regions,female,FDP,0.00913,72,8467,0.00710,0.01115
2016,Urban regions,female,Bündnis90/Grüne,0.07999,696,8467,0.07421,0.08577
2016,Urban regions,female,PDS/Linke,0.01900,193,8467,0.01609,0.02191
2016,Urban regions,female,AfD,0.01228,97,8467,0.00993,0.01462
2016,Urban regions,female,Others,0.00427,35,8467,0.00288,0.00566
2016,Urban regions,female,Party combinations,0.00406,36,8467,0.00270,0.00541
2016,Rural regions,male,Not leaning towards specific party,0.58446,2311,3837,0.56887,0.60006
2016,Rural regions,male,SPD,0.10699,382,3837,0.09721,0.11678
2016,Rural regions,male,CDU/CSU,0.18821,683,3837,0.17584,0.20058
2016,Rural regions,male,FDP,0.00871,40,3837,0.00577,0.01165
2016,Rural regions,male,Bündnis90/Grüne,0.03032,145,3837,0.02490,0.03575
2016,Rural regions,male,PDS/Linke,0.02867,137,3837,0.02339,0.03395
2016,Rural regions,male,AfD,0.03244,139,3837,0.02684,0.03805
2016,Rural regions,female,Not leaning towards specific party,0.66585,3084,4461,0.65201,0.67970
2016,Rural regions,female,SPD,0.07383,310,4461,0.06616,0.08151
2016,Rural regions,female,CDU/CSU,0.15054,626,4461,0.14005,0.16104
2016,Rural regions,female,Bündnis90/Grüne,0.04520,200,4461,0.03910,0.05129
2016,Rural regions,female,PDS/Linke,0.03189,153,4461,0.02673,0.03705
2016,Rural regions,female,AfD,0.01906,88,4461,0.01505,0.02308
2017,Urban regions,male,Not leaning towards specific party,0.53369,4900,8609,0.52315,0.54423
2017,Urban regions,male,SPD,0.14919,1113,8609,0.14167,0.15672
2017,Urban regions,male,CDU/CSU,0.16019,1418,8609,0.15244,0.16794
2017,Urban regions,male,FDP,0.02452,211,8609,0.02125,0.02778
2017,Urban regions,male,Bündnis90/Grüne,0.04778,428,8609,0.04327,0.05228
2017,Urban regions,male,PDS/Linke,0.03459,264,8609,0.03073,0.03845
2017,Urban regions,male,AfD,0.03478,216,8609,0.03091,0.03866
2017,Urban regions,male,Others,0.00798,59,8609,0.00610,0.00986
2017,Urban regions,female,Not leaning towards specific party,0.58755,6112,9739,0.57777,0.59732
2017,Urban regions,female,SPD,0.14055,1128,9739,0.13364,0.14745
2017,Urban regions,female,CDU/CSU,0.14941,1361,9739,0.14233,0.15649
2017,Urban regions,female,FDP,0.01482,121,9739,0.01242,0.01722
2017,Urban regions,female,Bündnis90/Grüne,0.06145,619,9739,0.05668,0.06621
2017,Urban regions,female,PDS/Linke,0.02609,240,9739,0.02292,0.02925
2017,Urban regions,female,AfD,0.01028,89,9739,0.00827,0.01228
2017,Urban regions,female,Others,0.00363,33,9739,0.00244,0.00483
2017,Urban regions,female,Party combinations,0.00443,36,9739,0.00311,0.00575
2017,Rural regions,male,Not leaning towards specific party,0.58770,2932,4672,0.57358,0.60182
2017,Rural regions,male,SPD,0.11466,469,4672,0.10552,0.12379
2017,Rural regions,male,CDU/CSU,0.17805,745,4672,0.16708,0.18902
2017,Rural regions,male,FDP,0.01139,63,4672,0.00834,0.01443
2017,Rural regions,male,Bündnis90/Grüne,0.03128,145,4672,0.02629,0.03627
2017,Rural regions,male,PDS/Linke,0.02936,154,4672,0.02452,0.03420
2017,Rural regions,male,Far right parties,0.00637,31,4672,0.00409,0.00865
2017,Rural regions,male,AfD,0.03344,133,4672,0.02828,0.03859
2017,Rural regions,female,Not leaning towards specific party,0.65957,3519,5093,0.64655,0.67258
2017,Rural regions,female,SPD,0.09639,449,5093,0.08829,0.10450
2017,Rural regions,female,CDU/CSU,0.14619,676,5093,0.13648,0.15589
2017,Rural regions,female,FDP,0.00523,31,5093,0.00325,0.00721
2017,Rural regions,female,Bündnis90/Grüne,0.04051,194,5093,0.03509,0.04592
2017,Rural regions,female,PDS/Linke,0.02514,151,5093,0.02084,0.02944
2017,Rural regions,female,AfD,0.01414,73,5093,0.01089,0.01738
2018,Urban regions,male,Not leaning towards specific party,0.52211,5017,8847,0.51170,0.53252
2018,Urban regions,male,SPD,0.13273,992,8847,0.12566,0.13980
2018,Urban regions,male,CDU/CSU,0.16032,1391,8847,0.15268,0.16797
2018,Urban regions,male,FDP,0.02970,250,8847,0.02617,0.03324
2018,Urban regions,male,Bündnis90/Grüne,0.06333,551,8847,0.05825,0.06840
2018,Urban regions,male,PDS/Linke,0.03919,318,8847,0.03514,0.04323
2018,Urban regions,male,AfD,0.03910,268,8847,0.03506,0.04314
2018,Urban regions,male,Others,0.00844,60,8847,0.00653,0.01034
2018,Urban regions,female,Not leaning towards specific party,0.57723,6078,9816,0.56746,0.58700
2018,Urban regions,female,SPD,0.11354,942,9816,0.10726,0.11981
2018,Urban regions,female,CDU/CSU,0.15517,1317,9816,0.14800,0.16233
2018,Urban regions,female,FDP,0.01808,158,9816,0.01544,0.02071
2018,Urban regions,female,Bündnis90/Grüne,0.08034,797,9816,0.07497,0.08572
2018,Urban regions,female,PDS/Linke,0.03160,301,9816,0.02814,0.03506
2018,Urban regions,female,AfD,0.01604,144,9816,0.01355,0.01852
2018,Urban regions,female,Others,0.00360,44,9816,0.00241,0.00478
2018,Urban regions,female,Party combinations,0.00389,35,9816,0.00266,0.00512
2018,Rural regions,male,Not leaning towards specific party,0.56305,2809,4572,0.54867,0.57743
2018,Rural regions,male,SPD,0.11023,407,4572,0.10115,0.11931
2018,Rural regions,male,CDU/CSU,0.16951,706,4572,0.15864,0.18039
2018,Rural regions,male,FDP,0.01999,83,4572,0.01593,0.02404
2018,Rural regions,male,Bündnis90/Grüne,0.03768,172,4572,0.03216,0.04320
2018,Rural regions,male,PDS/Linke,0.02838,163,4572,0.02357,0.03319
2018,Rural regions,male,AfD,0.05156,198,4572,0.04515,0.05797
2018,Rural regions,male,Others,0.01426,34,4572,0.01082,0.01770
2018,Rural regions,female,Not leaning towards specific party,0.65300,3470,5042,0.63986,0.66614
2018,Rural regions,female,SPD,0.08565,362,5042,0.07792,0.09337
2018,Rural regions,female,CDU/CSU,0.14057,641,5042,0.13097,0.15016
2018,Rural regions,female,FDP,0.01060,49,5042,0.00778,0.01343
2018,Rural regions,female,Bündnis90/Grüne,0.04811,231,5042,0.04220,0.05402
2018,Rural regions,female,PDS/Linke,0.03286,182,5042,0.02794,0.03778
2018,Rural regions,female,AfD,0.02159,107,5042,0.01758,0.02561
2019,No answer / don't know,male,Not leaning towards specific party,0.32773,88,264,0.27100,0.38445
2019,No answer / don't know,male,SPD,0.13909,48,264,0.09727,0.18092
2019,No answer / don't know,male,CDU/CSU,0.10444,36,264,0.06748,0.14140
2019,No answer / don't know,male,Bündnis90/Grüne,0.20417,60,264,0.15545,0.25288
2019,No answer / don't know,male,PDS/Linke,0.13310,32,264,0.09205,0.17416
2019,No answer / don't know,female,Not leaning towards specific party,0.45446,111,178,0.38111,0.52782
2019,No answer / don't know,female,Bündnis90/Grüne,0.28610,67,178,0.21952,0.35268
2019,Urban regions,male,Not leaning towards specific party,0.52310,3829,7603,0.51188,0.53433
2019,Urban regions,male,SPD,0.10296,771,7603,0.09613,0.10979
2019,Urban regions,male,CDU/CSU,0.14721,1271,7603,0.13925,0.15518
2019,Urban regions,male,FDP,0.02965,318,7603,0.02583,0.03346
2019,Urban regions,male,Bündnis90/Grüne,0.09651,793,7603,0.08987,0.10315
2019,Urban regions,male,PDS/Linke,0.03816,265,7603,0.03385,0.04246
2019,Urban regions,male,AfD,0.04425,268,7603,0.03963,0.04888
2019,Urban regions,male,Others,0.01235,88,7603,0.00987,0.01483
2019,Urban regions,female,Not leaning towards specific party,0.58404,4832,8480,0.57355,0.59453
2019,Urban regions,female,SPD,0.09267,683,8480,0.08650,0.09885
2019,Urban regions,female,CDU/CSU,0.13283,1112,8480,0.12560,0.14005
2019,Urban regions,female,FDP,0.01464,173,8480,0.01208,0.01719
2019,Urban regions,female,Bündnis90/Grüne,0.11645,1186,8480,0.10962,0.12328
2019,Urban regions,female,PDS/Linke,0.02865,250,8480,0.02510,0.03220
2019,Urban regions,female,AfD,0.01564,133,8480,0.01300,0.01829
2019,Urban regions,female,Others,0.00731,76,8480,0.00550,0.00913
2019,Urban regions,female,Party combinations,0.00757,35,8480,0.00572,0.00941
2019,Rural regions,male,Not leaning towards specific party,0.57082,2285,4115,0.55569,0.58594
2019,Rural regions,male,SPD,0.09091,320,4115,0.08212,0.09969
2019,Rural regions,male,CDU/CSU,0.15650,730,4115,0.14540,0.16761
2019,Rural regions,male,FDP,0.02084,106,4115,0.01647,0.02520
2019,Rural regions,male,Bündnis90/Grüne,0.05462,247,4115,0.04768,0.06156
2019,Rural regions,male,PDS/Linke,0.03279,156,4115,0.02735,0.03823
2019,Rural regions,male,AfD,0.05579,226,4115,0.04878,0.06280
2019,Rural regions,male,Others,0.00941,45,4115,0.00646,0.01236
2019,Rural regions,female,Not leaning towards specific party,0.64426,2884,4489,0.63026,0.65827
2019,Rural regions,female,SPD,0.06454,266,4489,0.05736,0.07173
2019,Rural regions,female,CDU/CSU,0.13489,622,4489,0.12490,0.14488
2019,Rural regions,female,FDP,0.01203,49,4489,0.00884,0.01522
2019,Rural regions,female,Bündnis90/Grüne,0.07918,360,4489,0.07128,0.08708
2019,Rural regions,female,PDS/Linke,0.03007,167,4489,0.02507,0.03506
2019,Rural regions,female,AfD,0.02369,106,4489,0.01924,0.02814
2019,Rural regions,female,Others,0.00598,35,4489,0.00372,0.00823
2020,Urban regions,male,Not leaning towards specific party,0.50762,5356,9273,0.49745,0.51780
2020,Urban regions,male,SPD,0.10360,763,9273,0.09739,0.10980
2020,Urban regions,male,CDU/CSU,0.15768,1361,9273,0.15026,0.16510
2020,Urban regions,male,FDP,0.02344,242,9273,0.02036,0.02652
2020,Urban regions,male,Bündnis90/Grüne,0.11510,931,9273,0.10861,0.12160
2020,Urban regions,male,PDS/Linke,0.03601,271,9273,0.03221,0.03980
2020,Urban regions,male,AfD,0.03682,221,9273,0.03299,0.04066
2020,Urban regions,male,Others,0.01044,71,9273,0.00837,0.01251
2020,Urban regions,male,Party combinations,0.00903,57,9273,0.00711,0.01096
2020,Urban regions,female,Not leaning towards specific party,0.57187,5806,9557,0.56195,0.58179
2020,Urban regions,female,SPD,0.09030,691,9557,0.08456,0.09605
2020,Urban regions,female,CDU/CSU,0.13985,1181,9557,0.13289,0.14680
2020,Urban regions,female,FDP,0.01112,130,9557,0.00901,0.01322
2020,Urban regions,female,Bündnis90/Grüne,0.12695,1244,9557,0.12027,0.13362
2020,Urban regions,female,PDS/Linke,0.03135,266,9557,0.02785,0.03484
2020,Urban regions,female,AfD,0.00957,98,9557,0.00762,0.01152
2020,Urban regions,female,Others,0.01095,73,9557,0.00887,0.01304
2020,Urban regions,female,Party combinations,0.00793,68,9557,0.00615,0.00971
2020,Rural regions,male,Not leaning towards specific party,0.55616,2689,4521,0.54168,0.57065
2020,Rural regions,male,SPD,0.08270,302,4521,0.07467,0.09073
2020,Rural regions,male,CDU/CSU,0.17021,751,4521,0.15926,0.18117
2020,Rural regions,male,FDP,0.02048,80,4521,0.01635,0.02461
2020,Rural regions,male,Bündnis90/Grüne,0.06161,286,4521,0.05460,0.06862
2020,Rural regions,male,PDS/Linke,0.03586,167,4521,0.03044,0.04128
2020,Rural regions,male,AfD,0.05345,191,4521,0.04689,0.06001
2020,Rural regions,male,Others,0.01524,55,4521,0.01167,0.01881
2020,Rural regions,female,Not leaning towards specific party,0.63130,3149,4669,0.61745,0.64514
2020,Rural regions,female,SPD,0.06541,253,4669,0.05832,0.07250
2020,Rural regions,female,CDU/CSU,0.14656,603,4669,0.13641,0.15670
2020,Rural regions,female,Bündnis90/Grüne,0.07669,351,4669,0.06906,0.08433
2020,Rural regions,female,PDS/Linke,0.03623,165,4669,0.03087,0.04159
2020,Rural regions,female,AfD,0.02702,115,4669,0.02236,0.03167
2020,Rural regions,female,Others,0.00555,33,4669,0.00342,0.00769
2021,Urban regions,male,Not leaning towards specific party,0.49263,3358,6270,0.48025,0.50500
2021,Urban regions,male,SPD,0.11054,635,6270,0.10278,0.11830
2021,Urban regions,male,CDU/CSU,0.15814,889,6270,0.14911,0.16718
2021,Urban regions,male,FDP,0.04334,276,6270,0.03830,0.04838
2021,Urban regions,male,Bündnis90/Grüne,0.11694,731,6270,0.10898,0.12489
2021,Urban regions,male,PDS/Linke,0.03252,186,6270,0.02813,0.03691
2021,Urban regions,male,AfD,0.02882,118,6270,0.02468,0.03296
2021,Urban regions,male,Others,0.01706,77,6270,0.01386,0.02027
2021,Urban regions,female,Not leaning towards specific party,0.53560,3741,6553,0.52352,0.54768
2021,Urban regions,female,SPD,0.10084,559,6553,0.09355,0.10813
2021,Urban regions,female,CDU/CSU,0.13490,761,6553,0.12662,0.14317
2021,Urban regions,female,FDP,0.02134,149,6553,0.01784,0.02484
2021,Urban regions,female,Bündnis90/Grüne,0.15475,1032,6553,0.14599,0.16350
2021,Urban regions,female,PDS/Linke,0.02961,179,6553,0.02551,0.03372
2021,Urban regions,female,AfD,0.01269,75,6553,0.00998,0.01541
2021,Urban regions,female,Others,0.01005,57,6553,0.00763,0.01247
2021,Rural regions,male,Not leaning towards specific party,0.56289,1650,2926,0.54492,0.58087
2021,Rural regions,male,SPD,0.09002,244,2926,0.07965,0.10040
2021,Rural regions,male,CDU/CSU,0.13952,465,2926,0.12696,0.15208
2021,Rural regions,male,FDP,0.04728,111,2926,0.03959,0.05498
2021,Rural regions,male,Bündnis90/Grüne,0.07642,222,2926,0.06679,0.08605
2021,Rural regions,male,PDS/Linke,0.02947,101,2926,0.02334,0.03560
2021,Rural regions,male,AfD,0.04495,101,2926,0.03744,0.05246
2021,Rural regions,male,Others,0.00860,32,2926,0.00525,0.01194
2021,Rural regions,female,Not leaning towards specific party,0.60981,1984,3167,0.59282,0.62680
2021,Rural regions,female,SPD,0.08843,236,3167,0.07854,0.09832
2021,Rural regions,female,CDU/CSU,0.14500,428,3167,0.13274,0.15727
2021,Rural regions,female,FDP,0.01920,58,3167,0.01442,0.02398
2021,Rural regions,female,Bündnis90/Grüne,0.08304,268,3167,0.07343,0.09266
2021,Rural regions,female,PDS/Linke,0.02843,102,3167,0.02264,0.03422
2021,Rural regions,female,AfD,0.01593,55,3167,0.01157,0.02029
2021,Rural regions,female,Others,0.00985,36,3167,0.00641,0.01329
2022,Urban regions,male,Not leaning towards specific party,0.49958,4612,8445,0.48892,0.51025
2022,Urban regions,male,SPD,0.11989,875,8445,0.11296,0.12682
2022,Urban regions,male,CDU/CSU,0.14199,1005,8445,0.13454,0.14943
2022,Urban regions,male,FDP,0.03979,345,8445,0.03562,0.04396
2022,Urban regions,male,Bündnis90/Grüne,0.14118,1153,8445,0.13375,0.14860
2022,Urban regions,male,PDS/Linke,0.02322,207,8445,0.02001,0.02644
2022,Urban regions,male,AfD,0.02166,153,8445,0.01856,0.02477
2022,Urban regions,male,Others,0.01182,95,8445,0.00952,0.01413
2022,Urban regions,female,Not leaning towards specific party,0.53532,5049,8920,0.52496,0.54567
2022,Urban regions,female,SPD,0.10574,783,8920,0.09936,0.11213
2022,Urban regions,female,CDU/CSU,0.12446,855,8920,0.11761,0.13131
2022,Urban regions,female,FDP,0.01748,168,8920,0.01476,0.02020
2022,Urban regions,female,Bündnis90/Grüne,0.17219,1639,8920,0.16436,0.18003
2022,Urban regions,female,PDS/Linke,0.01991,213,8920,0.01701,0.02280
2022,Urban regions,female,AfD,0.01543,122,8920,0.01287,0.01798
2022,Urban regions,female,Others,0.00926,91,8920,0.00727,0.01125
2022,Rural regions,male,Not leaning towards specific party,0.53344,2106,3918,0.51782,0.54906
2022,Rural regions,male,SPD,0.11018,350,3918,0.10037,0.11998
2022,Rural regions,male,CDU/CSU,0.15804,617,3918,0.14662,0.16947
2022,Rural regions,male,FDP,0.03564,130,3918,0.02984,0.04145
2022,Rural regions,male,Bündnis90/Grüne,0.07851,326,3918,0.07008,0.08693
2022,Rural regions,male,PDS/Linke,0.02296,117,3918,0.01827,0.02765
2022,Rural regions,male,AfD,0.04652,213,3918,0.03992,0.05311
2022,Rural regions,male,Others,0.01388,59,3918,0.01022,0.01755
2022,Rural regions,female,Not leaning towards specific party,0.60012,2704,4332,0.58553,0.61471
2022,Rural regions,female,SPD,0.09831,341,4332,0.08945,0.10718
2022,Rural regions,female,CDU/CSU,0.13637,502,4332,0.12615,0.14659
2022,Rural regions,female,FDP,0.01314,66,4332,0.00975,0.01653
2022,Rural regions,female,Bündnis90/Grüne,0.09346,402,4332,0.08479,0.10213
2022,Rural regions,female,PDS/Linke,0.02006,129,4332,0.01588,0.02423
2022,Rural regions,female,AfD,0.02941,144,4332,0.02438,0.03445
2022,Rural regions,female,Others,0.00913,44,4332,0.00629,0.01196
