year,migback,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Direct migration background,Upper Secondary Level,SPD,0.14311,129,853,0.11960,0.16663
2006,Direct migration background,Upper Secondary Level,CDU/CSU,0.11926,128,853,0.09750,0.14103
2006,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.65519,146,177,0.58497,0.72541
2006,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.14141,31,177,0.08993,0.19289
2006,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.53940,80,80,0.42949,0.64932
2006,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.58925,203,326,0.53576,0.64274
2006,Direct migration background,Second Stage of Tertiary Education,SPD,0.14443,52,326,0.10621,0.18265
2006,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.17462,71,326,0.13335,0.21590
2006,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.62706,49,49,0.49026,0.76387
2006,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.76433,141,141,0.69403,0.83464
2006,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.70340,231,289,0.65065,0.75616
2006,Indirect migration background,Upper Secondary Level,SPD,0.11917,58,289,0.08175,0.15658
2006,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.46297,37,37,0.30009,0.62586
2007,No migration background,Pre-primary Level,Not leaning towards specific party,0.33600,176,207,0.27150,0.40051
2007,No migration background,Pre-primary Level,SPD,0.04798,31,207,0.01880,0.07717
2007,No migration background,Primary Level,Not leaning towards specific party,0.80053,73,73,0.70823,0.89283
2007,No migration background,Lower Secondary Level,Not leaning towards specific party,0.63952,1059,1509,0.61528,0.66375
2007,No migration background,Lower Secondary Level,SPD,0.16002,235,1509,0.14152,0.17853
2007,No migration background,Lower Secondary Level,CDU/CSU,0.14101,215,1509,0.12344,0.15857
2007,No migration background,Upper Secondary Level,Not leaning towards specific party,0.57847,5385,9126,0.56834,0.58860
2007,No migration background,Upper Secondary Level,SPD,0.16026,1429,9126,0.15273,0.16778
2007,No migration background,Upper Secondary Level,CDU/CSU,0.17966,1626,9126,0.17178,0.18754
2007,No migration background,Upper Secondary Level,FDP,0.01211,140,9126,0.00986,0.01435
2007,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02284,201,9126,0.01977,0.02590
2007,No migration background,Upper Secondary Level,PDS/Linke,0.02450,228,9126,0.02133,0.02767
2007,No migration background,Upper Secondary Level,Far right parties,0.00864,77,9126,0.00674,0.01054
2007,No migration background,Upper Secondary Level,Others,0.00452,40,9126,0.00314,0.00589
2007,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.48432,456,876,0.45121,0.51744
2007,No migration background,Post-secondary Non-tertiary Level,SPD,0.17252,158,876,0.14749,0.19756
2007,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.16796,156,876,0.14319,0.19273
2007,No migration background,Post-secondary Non-tertiary Level,FDP,0.03601,37,876,0.02366,0.04835
2007,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09084,69,876,0.07179,0.10988
2007,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.51825,722,1347,0.49156,0.54494
2007,No migration background,First Stage of Tertiary Education,SPD,0.17525,223,1347,0.15494,0.19556
2007,No migration background,First Stage of Tertiary Education,CDU/CSU,0.19538,277,1347,0.17419,0.21656
2007,No migration background,First Stage of Tertiary Education,FDP,0.02425,34,1347,0.01603,0.03247
2007,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04991,60,1347,0.03828,0.06154
2007,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02019,31,1347,0.01268,0.02771
2007,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.39401,1510,3891,0.37865,0.40936
2007,No migration background,Second Stage of Tertiary Education,SPD,0.16655,669,3891,0.15484,0.17825
2007,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.21299,898,3891,0.20012,0.22585
2007,No migration background,Second Stage of Tertiary Education,FDP,0.04250,191,3891,0.03616,0.04884
2007,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11433,412,3891,0.10433,0.12433
2007,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04934,211,3891,0.04253,0.05614
2007,Direct migration background,Primary Level,Not leaning towards specific party,0.92333,107,107,0.87267,0.97398
2007,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.79883,381,470,0.76255,0.83511
2007,Direct migration background,Lower Secondary Level,SPD,0.10131,50,470,0.07400,0.12862
2007,Direct migration background,Lower Secondary Level,CDU/CSU,0.07852,39,470,0.05418,0.10286
2007,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.71941,563,765,0.68755,0.75127
2007,Direct migration background,Upper Secondary Level,SPD,0.12974,101,765,0.10591,0.15356
2007,Direct migration background,Upper Secondary Level,CDU/CSU,0.09671,101,765,0.07575,0.11766
2007,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.70230,146,146,0.62787,0.77672
2007,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.61869,76,76,0.50876,0.72861
2007,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.63577,205,313,0.58237,0.68917
2007,Direct migration background,Second Stage of Tertiary Education,SPD,0.10728,43,313,0.07294,0.14162
2007,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.16535,65,313,0.12413,0.20658
2007,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.38923,36,36,0.22769,0.55076
2007,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.82347,136,136,0.75915,0.88778
2007,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.75933,237,281,0.70925,0.80940
2007,Indirect migration background,Upper Secondary Level,SPD,0.09166,44,281,0.05787,0.12546
2007,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.58572,33,33,0.41504,0.75640
2007,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.40560,39,39,0.24949,0.56172
2008,No migration background,Pre-primary Level,Not leaning towards specific party,0.43772,196,231,0.37361,0.50184
2008,No migration background,Pre-primary Level,SPD,0.08300,35,231,0.04734,0.11865
2008,No migration background,Primary Level,Not leaning towards specific party,0.76437,58,58,0.65420,0.87455
2008,No migration background,Lower Secondary Level,Not leaning towards specific party,0.65173,968,1350,0.62630,0.67715
2008,No migration background,Lower Secondary Level,SPD,0.13314,190,1350,0.11501,0.15127
2008,No migration background,Lower Secondary Level,CDU/CSU,0.13860,192,1350,0.12016,0.15703
2008,No migration background,Upper Secondary Level,Not leaning towards specific party,0.57013,5088,8612,0.55968,0.58059
2008,No migration background,Upper Secondary Level,SPD,0.14914,1237,8612,0.14162,0.15666
2008,No migration background,Upper Secondary Level,CDU/CSU,0.18672,1605,8612,0.17849,0.19495
2008,No migration background,Upper Secondary Level,FDP,0.01539,140,8612,0.01279,0.01799
2008,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02447,183,8612,0.02120,0.02773
2008,No migration background,Upper Secondary Level,PDS/Linke,0.02875,257,8612,0.02522,0.03228
2008,No migration background,Upper Secondary Level,Far right parties,0.00930,69,8612,0.00727,0.01133
2008,No migration background,Upper Secondary Level,Party combinations,0.00454,33,8612,0.00312,0.00596
2008,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.47781,415,822,0.44364,0.51198
2008,No migration background,Post-secondary Non-tertiary Level,SPD,0.16704,142,822,0.14152,0.19255
2008,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.18432,167,822,0.15779,0.21084
2008,No migration background,Post-secondary Non-tertiary Level,FDP,0.02693,31,822,0.01586,0.03800
2008,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09346,67,822,0.07355,0.11337
2008,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.51776,664,1209,0.48958,0.54594
2008,No migration background,First Stage of Tertiary Education,SPD,0.17084,195,1209,0.14962,0.19207
2008,No migration background,First Stage of Tertiary Education,CDU/CSU,0.19903,264,1209,0.17651,0.22154
2008,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.05037,55,1209,0.03804,0.06271
2008,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02652,31,1209,0.01746,0.03559
2008,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.36849,1423,3719,0.35298,0.38400
2008,No migration background,Second Stage of Tertiary Education,SPD,0.16831,625,3719,0.15628,0.18034
2008,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.22628,874,3719,0.21283,0.23973
2008,No migration background,Second Stage of Tertiary Education,FDP,0.04724,192,3719,0.04042,0.05406
2008,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11006,385,3719,0.10000,0.12011
2008,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05225,220,3719,0.04509,0.05940
2008,Direct migration background,Primary Level,Not leaning towards specific party,0.82413,85,85,0.74271,0.90554
2008,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.80913,340,422,0.77159,0.84667
2008,Direct migration background,Lower Secondary Level,SPD,0.10250,47,422,0.07353,0.13147
2008,Direct migration background,Lower Secondary Level,CDU/CSU,0.06422,35,422,0.04080,0.08764
2008,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.73699,504,691,0.70414,0.76984
2008,Direct migration background,Upper Secondary Level,SPD,0.10299,76,691,0.08031,0.12567
2008,Direct migration background,Upper Secondary Level,CDU/CSU,0.11873,111,691,0.09459,0.14287
2008,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.71472,134,134,0.63797,0.79146
2008,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.60688,67,67,0.48904,0.72472
2008,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.57025,176,277,0.51185,0.62866
2008,Direct migration background,Second Stage of Tertiary Education,SPD,0.14564,41,277,0.10402,0.18725
2008,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.17011,60,277,0.12578,0.21444
2008,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.29678,40,40,0.15340,0.44016
2008,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.70469,127,127,0.62503,0.78434
2008,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.74584,225,267,0.69352,0.79816
2008,Indirect migration background,Upper Secondary Level,SPD,0.09892,42,267,0.06304,0.13480
2008,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.41944,42,42,0.26839,0.57050
2009,No migration background,Pre-primary Level,Not leaning towards specific party,0.48804,161,161,0.41058,0.56549
2009,No migration background,Primary Level,Not leaning towards specific party,0.83904,55,55,0.74103,0.93706
2009,No migration background,Lower Secondary Level,Not leaning towards specific party,0.63974,857,1192,0.61248,0.66701
2009,No migration background,Lower Secondary Level,SPD,0.13230,161,1192,0.11306,0.15155
2009,No migration background,Lower Secondary Level,CDU/CSU,0.13202,174,1192,0.11280,0.15125
2009,No migration background,Upper Secondary Level,Not leaning towards specific party,0.59250,4864,8095,0.58180,0.60321
2009,No migration background,Upper Secondary Level,SPD,0.12787,1057,8095,0.12059,0.13514
2009,No migration background,Upper Secondary Level,CDU/CSU,0.17787,1439,8095,0.16954,0.18620
2009,No migration background,Upper Secondary Level,FDP,0.02309,203,8095,0.01982,0.02636
2009,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02240,189,8095,0.01918,0.02563
2009,No migration background,Upper Secondary Level,PDS/Linke,0.03153,245,8095,0.02772,0.03534
2009,No migration background,Upper Secondary Level,Far right parties,0.00924,57,8095,0.00715,0.01132
2009,No migration background,Upper Secondary Level,Others,0.00428,41,8095,0.00286,0.00570
2009,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.48703,387,747,0.45116,0.52290
2009,No migration background,Post-secondary Non-tertiary Level,SPD,0.16419,127,747,0.13760,0.19077
2009,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.15611,129,747,0.13007,0.18216
2009,No migration background,Post-secondary Non-tertiary Level,FDP,0.05037,45,747,0.03468,0.06606
2009,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09201,59,747,0.07126,0.11275
2009,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.52914,642,1155,0.50034,0.55794
2009,No migration background,First Stage of Tertiary Education,SPD,0.15795,174,1155,0.13691,0.17899
2009,No migration background,First Stage of Tertiary Education,CDU/CSU,0.18952,242,1155,0.16691,0.21213
2009,No migration background,First Stage of Tertiary Education,FDP,0.03251,43,1155,0.02228,0.04274
2009,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04579,54,1155,0.03373,0.05785
2009,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.41755,1459,3595,0.40143,0.43368
2009,No migration background,Second Stage of Tertiary Education,SPD,0.14999,560,3595,0.13832,0.16167
2009,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.19286,748,3595,0.17996,0.20576
2009,No migration background,Second Stage of Tertiary Education,FDP,0.06154,239,3595,0.05368,0.06939
2009,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11464,400,3595,0.10423,0.12506
2009,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04216,189,3595,0.03559,0.04873
2009,Direct migration background,Primary Level,Not leaning towards specific party,0.87003,79,79,0.79540,0.94465
2009,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.79828,286,357,0.75659,0.83996
2009,Direct migration background,Lower Secondary Level,SPD,0.09792,34,357,0.06705,0.12880
2009,Direct migration background,Lower Secondary Level,CDU/CSU,0.08261,37,357,0.05401,0.11120
2009,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.75157,434,585,0.71653,0.78662
2009,Direct migration background,Upper Secondary Level,SPD,0.10124,66,585,0.07678,0.12571
2009,Direct migration background,Upper Secondary Level,CDU/CSU,0.08290,85,585,0.06054,0.10526
2009,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.72081,123,123,0.64121,0.80042
2009,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.61350,55,55,0.48362,0.74338
2009,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.63956,168,248,0.57968,0.69944
2009,Direct migration background,Second Stage of Tertiary Education,SPD,0.09869,34,248,0.06149,0.13588
2009,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.10334,46,248,0.06538,0.14130
2009,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.56643,43,43,0.41656,0.71631
2009,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.75199,118,118,0.67374,0.83025
2009,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.82453,228,228,0.77505,0.87401
2009,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.27894,37,37,0.13244,0.42545
2010,No migration background,Pre-primary Level,Not leaning towards specific party,0.37447,188,225,0.31109,0.43785
2010,No migration background,Pre-primary Level,Bündnis90/Grüne,0.10353,37,225,0.06363,0.14342
2010,No migration background,Primary Level,Not leaning towards specific party,0.79195,118,118,0.71840,0.86550
2010,No migration background,Lower Secondary Level,Not leaning towards specific party,0.57957,1037,1547,0.55497,0.60418
2010,No migration background,Lower Secondary Level,SPD,0.16162,234,1547,0.14327,0.17997
2010,No migration background,Lower Secondary Level,CDU/CSU,0.14319,189,1547,0.12573,0.16065
2010,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.01636,41,1547,0.01003,0.02268
2010,No migration background,Lower Secondary Level,PDS/Linke,0.02971,46,1547,0.02125,0.03817
2010,No migration background,Upper Secondary Level,Not leaning towards specific party,0.53328,5664,10075,0.52354,0.54302
2010,No migration background,Upper Secondary Level,SPD,0.14827,1377,10075,0.14133,0.15521
2010,No migration background,Upper Secondary Level,CDU/CSU,0.18715,1832,10075,0.17953,0.19476
2010,No migration background,Upper Secondary Level,FDP,0.02341,247,10075,0.02046,0.02636
2010,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03299,353,10075,0.02950,0.03648
2010,No migration background,Upper Secondary Level,PDS/Linke,0.04069,391,10075,0.03683,0.04455
2010,No migration background,Upper Secondary Level,Far right parties,0.01131,104,10075,0.00925,0.01338
2010,No migration background,Upper Secondary Level,Others,0.00625,59,10075,0.00471,0.00779
2010,No migration background,Upper Secondary Level,Party combinations,0.00770,48,10075,0.00600,0.00941
2010,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.44023,607,1256,0.41276,0.46769
2010,No migration background,Post-secondary Non-tertiary Level,SPD,0.16052,185,1256,0.14021,0.18083
2010,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.18690,223,1256,0.16534,0.20847
2010,No migration background,Post-secondary Non-tertiary Level,FDP,0.02827,52,1256,0.01910,0.03744
2010,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09304,144,1256,0.07697,0.10912
2010,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.04705,45,1256,0.03534,0.05877
2010,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.43338,660,1404,0.40745,0.45931
2010,No migration background,First Stage of Tertiary Education,SPD,0.17954,216,1404,0.15945,0.19962
2010,No migration background,First Stage of Tertiary Education,CDU/CSU,0.23988,344,1404,0.21753,0.26222
2010,No migration background,First Stage of Tertiary Education,FDP,0.02833,47,1404,0.01965,0.03701
2010,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.06024,93,1404,0.04779,0.07269
2010,No migration background,First Stage of Tertiary Education,PDS/Linke,0.03525,44,1404,0.02560,0.04490
2010,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.33369,1550,4552,0.31999,0.34739
2010,No migration background,Second Stage of Tertiary Education,SPD,0.15751,675,4552,0.14692,0.16809
2010,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.22144,1032,4552,0.20938,0.23351
2010,No migration background,Second Stage of Tertiary Education,FDP,0.04776,243,4552,0.04156,0.05395
2010,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.15232,756,4552,0.14188,0.16276
2010,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05528,259,4552,0.04864,0.06192
2010,No migration background,Second Stage of Tertiary Education,Party combinations,0.01458,37,4552,0.01109,0.01806
2010,Direct migration background,Primary Level,Not leaning towards specific party,0.69891,139,139,0.62237,0.77545
2010,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.78161,493,612,0.74885,0.81437
2010,Direct migration background,Lower Secondary Level,SPD,0.10978,64,612,0.08499,0.13457
2010,Direct migration background,Lower Secondary Level,CDU/CSU,0.07863,55,612,0.05729,0.09998
2010,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.66853,735,1018,0.63960,0.69746
2010,Direct migration background,Upper Secondary Level,SPD,0.13964,129,1018,0.11834,0.16094
2010,Direct migration background,Upper Secondary Level,CDU/CSU,0.13372,154,1018,0.11280,0.15463
2010,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.62237,216,305,0.56787,0.67686
2010,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.15722,39,305,0.11630,0.19814
2010,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.12900,50,305,0.09132,0.16668
2010,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.57887,67,67,0.45975,0.69799
2010,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.57881,303,517,0.53621,0.62142
2010,Direct migration background,Second Stage of Tertiary Education,SPD,0.11674,70,517,0.08904,0.14445
2010,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.16050,101,517,0.12882,0.19217
2010,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.07555,43,517,0.05275,0.09835
2010,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.41125,52,52,0.27620,0.54630
2010,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.56794,138,138,0.48499,0.65089
2010,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.78300,336,383,0.74167,0.82434
2010,Indirect migration background,Upper Secondary Level,SPD,0.08048,47,383,0.05320,0.10776
2010,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.45831,38,38,0.29776,0.61886
2010,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.41926,68,68,0.30110,0.53741
2011,No migration background,Pre-primary Level,Not leaning towards specific party,0.29956,167,202,0.23624,0.36289
2011,No migration background,Pre-primary Level,Bündnis90/Grüne,0.09229,35,202,0.05228,0.13230
2011,No migration background,Primary Level,Not leaning towards specific party,0.62087,92,92,0.52119,0.72056
2011,No migration background,Lower Secondary Level,Not leaning towards specific party,0.57150,1062,1537,0.54675,0.59625
2011,No migration background,Lower Secondary Level,SPD,0.14727,223,1537,0.12955,0.16500
2011,No migration background,Lower Secondary Level,CDU/CSU,0.12872,215,1537,0.11197,0.14547
2011,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.01865,37,1537,0.01189,0.02542
2011,No migration background,Upper Secondary Level,Not leaning towards specific party,0.52878,5445,9275,0.51862,0.53894
2011,No migration background,Upper Secondary Level,SPD,0.13947,1308,9275,0.13242,0.14652
2011,No migration background,Upper Secondary Level,CDU/CSU,0.16553,1629,9275,0.15796,0.17309
2011,No migration background,Upper Secondary Level,FDP,0.00887,102,9275,0.00696,0.01077
2011,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03959,400,9275,0.03562,0.04356
2011,No migration background,Upper Secondary Level,PDS/Linke,0.02323,240,9275,0.02017,0.02630
2011,No migration background,Upper Secondary Level,Far right parties,0.00858,69,9275,0.00670,0.01046
2011,No migration background,Upper Secondary Level,Others,0.00455,43,9275,0.00318,0.00592
2011,No migration background,Upper Secondary Level,Party combinations,0.00498,39,9275,0.00355,0.00641
2011,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.42431,470,858,0.39122,0.45740
2011,No migration background,Post-secondary Non-tertiary Level,SPD,0.11572,131,858,0.09430,0.13714
2011,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.15166,151,858,0.12764,0.17567
2011,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.10750,106,858,0.08676,0.12823
2011,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.47694,666,1269,0.44945,0.50443
2011,No migration background,First Stage of Tertiary Education,SPD,0.15595,204,1269,0.13598,0.17592
2011,No migration background,First Stage of Tertiary Education,CDU/CSU,0.19696,281,1269,0.17507,0.21885
2011,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.05920,86,1269,0.04621,0.07218
2011,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02589,32,1269,0.01715,0.03463
2011,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.33402,1482,4032,0.31946,0.34858
2011,No migration background,Second Stage of Tertiary Education,SPD,0.13816,600,4032,0.12751,0.14881
2011,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.19511,891,4032,0.18287,0.20734
2011,No migration background,Second Stage of Tertiary Education,FDP,0.02342,124,4032,0.01875,0.02809
2011,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.16187,692,4032,0.15050,0.17324
2011,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04123,205,4032,0.03509,0.04736
2011,No migration background,Second Stage of Tertiary Education,Party combinations,0.01053,38,4032,0.00738,0.01368
2011,Direct migration background,Primary Level,Not leaning towards specific party,0.66180,80,80,0.55747,0.76612
2011,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.63955,308,405,0.59273,0.68637
2011,Direct migration background,Lower Secondary Level,SPD,0.09201,39,405,0.06383,0.12020
2011,Direct migration background,Lower Secondary Level,CDU/CSU,0.10932,58,405,0.07889,0.13975
2011,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.62516,538,720,0.58977,0.66054
2011,Direct migration background,Upper Secondary Level,SPD,0.11557,91,720,0.09220,0.13894
2011,Direct migration background,Upper Secondary Level,CDU/CSU,0.07981,91,720,0.06000,0.09961
2011,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.56867,141,141,0.48663,0.65071
2011,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.44627,43,43,0.29593,0.59661
2011,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.52403,224,351,0.47170,0.57635
2011,Direct migration background,Second Stage of Tertiary Education,SPD,0.09031,42,351,0.06028,0.12034
2011,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.09820,51,351,0.06702,0.12937
2011,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.08676,34,351,0.05727,0.11625
2011,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.29013,40,40,0.14769,0.43256
2011,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.61917,111,111,0.52842,0.70991
2011,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.68199,255,291,0.62839,0.73559
2011,Indirect migration background,Upper Secondary Level,SPD,0.09605,36,291,0.06214,0.12997
2011,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.30156,50,50,0.17306,0.43007
2012,No migration background,Pre-primary Level,Not leaning towards specific party,0.30753,149,149,0.23318,0.38188
2012,No migration background,Primary Level,Not leaning towards specific party,0.71136,108,108,0.62550,0.79722
2012,No migration background,Lower Secondary Level,Not leaning towards specific party,0.57908,1006,1443,0.55359,0.60456
2012,No migration background,Lower Secondary Level,SPD,0.12930,212,1443,0.11198,0.14661
2012,No migration background,Lower Secondary Level,CDU/CSU,0.12955,225,1443,0.11221,0.14688
2012,No migration background,Upper Secondary Level,Not leaning towards specific party,0.53202,5334,9076,0.52176,0.54229
2012,No migration background,Upper Secondary Level,SPD,0.13746,1334,9076,0.13038,0.14455
2012,No migration background,Upper Secondary Level,CDU/CSU,0.16660,1604,9076,0.15893,0.17426
2012,No migration background,Upper Secondary Level,FDP,0.00756,70,9076,0.00578,0.00935
2012,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03622,363,9076,0.03237,0.04006
2012,No migration background,Upper Secondary Level,PDS/Linke,0.02315,215,9076,0.02006,0.02625
2012,No migration background,Upper Secondary Level,Far right parties,0.00581,51,9076,0.00424,0.00737
2012,No migration background,Upper Secondary Level,Others,0.01083,105,9076,0.00870,0.01296
2012,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.43272,470,853,0.39945,0.46599
2012,No migration background,Post-secondary Non-tertiary Level,SPD,0.12695,145,853,0.10460,0.14931
2012,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.14244,148,853,0.11897,0.16591
2012,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09820,90,853,0.07822,0.11818
2012,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.48878,689,1261,0.46118,0.51638
2012,No migration background,First Stage of Tertiary Education,SPD,0.15405,196,1261,0.13412,0.17398
2012,No migration background,First Stage of Tertiary Education,CDU/CSU,0.19767,277,1261,0.17568,0.21966
2012,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04844,68,1261,0.03659,0.06030
2012,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02268,31,1261,0.01446,0.03090
2012,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.35631,1608,4069,0.34159,0.37102
2012,No migration background,Second Stage of Tertiary Education,SPD,0.14509,628,4069,0.13426,0.15591
2012,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.18511,863,4069,0.17317,0.19704
2012,No migration background,Second Stage of Tertiary Education,FDP,0.01854,100,4069,0.01439,0.02268
