year,regtyp,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Rural regions,West,CDU/CSU,0.19108,1033,5951,0.18109,0.20107
2017,Rural regions,West,FDP,0.00688,54,5951,0.00478,0.00898
2017,Rural regions,West,Bündnis90/Grüne,0.04709,281,5951,0.04171,0.05248
2017,Rural regions,West,PDS/Linke,0.00826,72,5951,0.00596,0.01056
2017,Rural regions,West,AfD,0.01590,87,5951,0.01272,0.01908
2017,Rural regions,East,Not leaning towards specific party,0.69595,2717,3783,0.68129,0.71062
2017,Rural regions,East,SPD,0.05697,228,3783,0.04958,0.06436
2017,Rural regions,East,CDU/CSU,0.10799,388,3783,0.09810,0.11788
2017,Rural regions,East,FDP,0.01091,40,3783,0.00760,0.01422
2017,Rural regions,East,Bündnis90/Grüne,0.01518,58,3783,0.01128,0.01908
2017,Rural regions,East,PDS/Linke,0.06249,233,3783,0.05477,0.07020
2017,Rural regions,East,AfD,0.03824,119,3783,0.03213,0.04435
2018,Urban regions,West,Not leaning towards specific party,0.54272,9731,16571,0.53514,0.55031
2018,Urban regions,West,SPD,0.12842,1799,16571,0.12333,0.13352
2018,Urban regions,West,CDU/CSU,0.16403,2500,16571,0.15840,0.16967
2018,Urban regions,West,FDP,0.02497,386,16571,0.02259,0.02734
2018,Urban regions,West,Bündnis90/Grüne,0.07400,1245,16571,0.07001,0.07798
2018,Urban regions,West,PDS/Linke,0.02870,418,16571,0.02615,0.03124
2018,Urban regions,West,AfD,0.02650,351,16571,0.02406,0.02895
2018,Urban regions,West,Others,0.00616,91,16571,0.00497,0.00736
2018,Urban regions,West,Party combinations,0.00397,50,16571,0.00302,0.00493
2018,Urban regions,East,Not leaning towards specific party,0.62338,1364,2072,0.60251,0.64425
2018,Urban regions,East,SPD,0.06925,135,2072,0.05832,0.08019
2018,Urban regions,East,CDU/CSU,0.09543,208,2072,0.08277,0.10808
2018,Urban regions,East,Bündnis90/Grüne,0.05229,103,2072,0.04271,0.06188
2018,Urban regions,East,PDS/Linke,0.10047,201,2072,0.08752,0.11342
2018,Urban regions,East,AfD,0.03578,61,2072,0.02778,0.04378
2018,Rural regions,West,Not leaning towards specific party,0.56956,3650,5911,0.55693,0.58218
2018,Rural regions,West,SPD,0.12348,595,5911,0.11510,0.13187
2018,Rural regions,West,CDU/CSU,0.18517,981,5911,0.17527,0.19508
2018,Rural regions,West,FDP,0.01588,83,5911,0.01269,0.01907
2018,Rural regions,West,Bündnis90/Grüne,0.05627,328,5911,0.05040,0.06215
2018,Rural regions,West,PDS/Linke,0.01245,101,5911,0.00962,0.01528
2018,Rural regions,West,AfD,0.02143,125,5911,0.01774,0.02513
2018,Rural regions,West,Others,0.01132,48,5911,0.00862,0.01401
2018,Rural regions,East,Not leaning towards specific party,0.68250,2629,3717,0.66753,0.69747
2018,Rural regions,East,SPD,0.04932,174,3717,0.04236,0.05629
2018,Rural regions,East,CDU/CSU,0.09769,366,3717,0.08815,0.10724
2018,Rural regions,East,FDP,0.01397,49,3717,0.01019,0.01774
2018,Rural regions,East,Bündnis90/Grüne,0.01801,75,3717,0.01374,0.02229
2018,Rural regions,East,PDS/Linke,0.06488,244,3717,0.05696,0.07280
2018,Rural regions,East,AfD,0.06431,180,3717,0.05643,0.07220
2019,No answer / don't know,West,Not leaning towards specific party,0.38935,150,368,0.33946,0.43924
2019,No answer / don't know,West,SPD,0.10529,50,368,0.07389,0.13670
2019,No answer / don't know,West,CDU/CSU,0.07554,33,368,0.04850,0.10258
2019,No answer / don't know,West,Bündnis90/Grüne,0.25005,100,368,0.20575,0.29436
2019,No answer / don't know,West,PDS/Linke,0.11345,35,368,0.08100,0.14590
2019,Urban regions,West,Not leaning towards specific party,0.54962,7581,14245,0.54145,0.55779
2019,Urban regions,West,SPD,0.10086,1339,14245,0.09592,0.10581
2019,Urban regions,West,CDU/CSU,0.14532,2200,14245,0.13953,0.15111
2019,Urban regions,West,FDP,0.02300,454,14245,0.02054,0.02546
2019,Urban regions,West,Bündnis90/Grüne,0.11066,1815,14245,0.10551,0.11581
2019,Urban regions,West,PDS/Linke,0.02651,338,14245,0.02387,0.02914
2019,Urban regions,West,AfD,0.02757,327,14245,0.02488,0.03026
2019,Urban regions,West,Others,0.00979,144,14245,0.00818,0.01141
2019,Urban regions,West,Party combinations,0.00596,47,14245,0.00470,0.00722
2019,Urban regions,East,Not leaning towards specific party,0.60365,1080,1830,0.58123,0.62606
2019,Urban regions,East,SPD,0.06524,115,1830,0.05392,0.07655
2019,Urban regions,East,CDU/CSU,0.08390,183,1830,0.07119,0.09660
2019,Urban regions,East,FDP,0.01099,37,1830,0.00621,0.01577
2019,Urban regions,East,Bündnis90/Grüne,0.06737,164,1830,0.05588,0.07886
2019,Urban regions,East,PDS/Linke,0.10180,177,1830,0.08795,0.11566
2019,Urban regions,East,AfD,0.04934,74,1830,0.03941,0.05926
2019,Rural regions,West,Not leaning towards specific party,0.57381,2872,5099,0.56023,0.58738
2019,Rural regions,West,SPD,0.09812,447,5099,0.08995,0.10628
2019,Rural regions,West,CDU/CSU,0.17211,940,5099,0.16175,0.18247
2019,Rural regions,West,FDP,0.01769,91,5099,0.01408,0.02131
2019,Rural regions,West,Bündnis90/Grüne,0.08448,473,5099,0.07684,0.09211
2019,Rural regions,West,PDS/Linke,0.01067,85,5099,0.00785,0.01349
2019,Rural regions,West,AfD,0.02637,130,5099,0.02197,0.03076
2019,Rural regions,West,Others,0.00920,61,5099,0.00658,0.01182
2019,Rural regions,East,Not leaning towards specific party,0.67009,2297,3486,0.65448,0.68570
2019,Rural regions,East,SPD,0.04019,139,3486,0.03367,0.04672
2019,Rural regions,East,CDU/CSU,0.09728,412,3486,0.08744,0.10712
2019,Rural regions,East,FDP,0.01400,64,3486,0.01010,0.01791
2019,Rural regions,East,Bündnis90/Grüne,0.03527,134,3486,0.02915,0.04140
2019,Rural regions,East,PDS/Linke,0.06918,238,3486,0.06076,0.07761
2019,Rural regions,East,AfD,0.06359,202,3486,0.05549,0.07169
2020,Urban regions,West,Not leaning towards specific party,0.53782,9929,16747,0.53027,0.54537
2020,Urban regions,West,SPD,0.09989,1333,16747,0.09535,0.10443
2020,Urban regions,West,CDU/CSU,0.15447,2346,16747,0.14899,0.15994
2020,Urban regions,West,FDP,0.01730,338,16747,0.01533,0.01928
2020,Urban regions,West,Bündnis90/Grüne,0.12582,1987,16747,0.12080,0.13084
2020,Urban regions,West,PDS/Linke,0.02566,337,16747,0.02327,0.02805
2020,Urban regions,West,AfD,0.02025,244,16747,0.01812,0.02238
2020,Urban regions,West,Others,0.01051,123,16747,0.00897,0.01206
2020,Urban regions,West,Party combinations,0.00809,110,16747,0.00673,0.00945
2020,Urban regions,East,Not leaning towards specific party,0.56928,1235,2053,0.54785,0.59070
2020,Urban regions,East,SPD,0.06519,121,2053,0.05451,0.07587
2020,Urban regions,East,CDU/CSU,0.08873,196,2053,0.07642,0.10103
2020,Urban regions,East,FDP,0.01484,34,2053,0.00961,0.02007
2020,Urban regions,East,Bündnis90/Grüne,0.07589,191,2053,0.06443,0.08734
2020,Urban regions,East,PDS/Linke,0.11229,201,2053,0.09862,0.12595
2020,Urban regions,East,AfD,0.04755,75,2053,0.03834,0.05675
2020,Rural regions,West,Not leaning towards specific party,0.56140,3479,5657,0.54846,0.57433
2020,Rural regions,West,SPD,0.09609,426,5657,0.08841,0.10377
2020,Rural regions,West,CDU/CSU,0.18517,946,5657,0.17504,0.19529
2020,Rural regions,West,FDP,0.01196,57,5657,0.00913,0.01479
2020,Rural regions,West,Bündnis90/Grüne,0.08773,499,5657,0.08036,0.09510
2020,Rural regions,West,PDS/Linke,0.01320,80,5657,0.01023,0.01618
2020,Rural regions,West,AfD,0.02566,101,5657,0.02153,0.02978
2020,Rural regions,West,Others,0.01277,69,5657,0.00984,0.01570
2020,Rural regions,East,Not leaning towards specific party,0.65238,2359,3538,0.63669,0.66808
2020,Rural regions,East,SPD,0.03386,129,3538,0.02790,0.03982
2020,Rural regions,East,CDU/CSU,0.10955,408,3538,0.09926,0.11985
2020,Rural regions,East,FDP,0.01299,47,3538,0.00926,0.01672
2020,Rural regions,East,Bündnis90/Grüne,0.03508,138,3538,0.02901,0.04114
2020,Rural regions,East,PDS/Linke,0.07781,252,3538,0.06898,0.08664
2020,Rural regions,East,AfD,0.06707,205,3538,0.05882,0.07531
2021,Urban regions,West,Not leaning towards specific party,0.51223,6273,11351,0.50304,0.52143
2021,Urban regions,West,SPD,0.10756,1076,11351,0.10186,0.11326
2021,Urban regions,West,CDU/CSU,0.15184,1524,11351,0.14524,0.15845
2021,Urban regions,West,FDP,0.03241,388,11351,0.02915,0.03567
2021,Urban regions,West,Bündnis90/Grüne,0.13895,1582,11351,0.13259,0.14531
2021,Urban regions,West,PDS/Linke,0.02443,244,11351,0.02159,0.02727
2021,Urban regions,West,AfD,0.01845,147,11351,0.01597,0.02092
2021,Urban regions,West,Others,0.01400,117,11351,0.01184,0.01616
2021,Urban regions,East,Not leaning towards specific party,0.53886,827,1460,0.51328,0.56444
2021,Urban regions,East,SPD,0.08457,118,1460,0.07029,0.09885
2021,Urban regions,East,CDU/CSU,0.08788,126,1460,0.07335,0.10240
2021,Urban regions,East,FDP,0.02838,37,1460,0.01986,0.03690
2021,Urban regions,East,Bündnis90/Grüne,0.10950,184,1460,0.09348,0.12552
2021,Urban regions,East,PDS/Linke,0.09904,122,1460,0.08371,0.11437
2021,Urban regions,East,AfD,0.04213,46,1460,0.03182,0.05244
2021,Rural regions,West,Not leaning towards specific party,0.55087,2132,3763,0.53498,0.56677
2021,Rural regions,West,SPD,0.10896,361,3763,0.09901,0.11892
2021,Rural regions,West,CDU/CSU,0.17124,632,3763,0.15920,0.18328
2021,Rural regions,West,FDP,0.03393,108,3763,0.02815,0.03972
2021,Rural regions,West,Bündnis90/Grüne,0.09631,378,3763,0.08688,0.10574
2021,Rural regions,West,PDS/Linke,0.01072,54,3763,0.00743,0.01401
2021,Rural regions,West,AfD,0.01757,51,3763,0.01337,0.02177
2021,Rural regions,West,Others,0.00964,47,3763,0.00652,0.01276
2021,Rural regions,East,Not leaning towards specific party,0.65258,1502,2309,0.63316,0.67201
2021,Rural regions,East,SPD,0.05221,119,2309,0.04314,0.06129
2021,Rural regions,East,CDU/CSU,0.08785,261,2309,0.07630,0.09940
2021,Rural regions,East,FDP,0.03214,61,2309,0.02495,0.03934
2021,Rural regions,East,Bündnis90/Grüne,0.04858,112,2309,0.03981,0.05735
2021,Rural regions,East,PDS/Linke,0.06317,149,2309,0.05324,0.07309
2021,Rural regions,East,AfD,0.05479,105,2309,0.04551,0.06408
2022,Urban regions,West,Not leaning towards specific party,0.51153,8383,15267,0.50360,0.51946
2022,Urban regions,West,SPD,0.11517,1513,15267,0.11011,0.12023
2022,Urban regions,West,CDU/CSU,0.13919,1719,15267,0.13370,0.14468
2022,Urban regions,West,FDP,0.02887,470,15267,0.02621,0.03153
2022,Urban regions,West,Bündnis90/Grüne,0.16151,2541,15267,0.15567,0.16735
2022,Urban regions,West,PDS/Linke,0.01619,275,15267,0.01418,0.01819
2022,Urban regions,West,AfD,0.01594,200,15267,0.01395,0.01793
2022,Urban regions,West,Others,0.01102,166,15267,0.00937,0.01268
2022,Urban regions,East,Not leaning towards specific party,0.57915,1287,2097,0.55802,0.60029
2022,Urban regions,East,SPD,0.08790,145,2097,0.07578,0.10003
2022,Urban regions,East,CDU/CSU,0.07371,142,2097,0.06252,0.08489
2022,Urban regions,East,FDP,0.02417,43,2097,0.01759,0.03074
2022,Urban regions,East,Bündnis90/Grüne,0.11390,259,2097,0.10030,0.12750
2022,Urban regions,East,PDS/Linke,0.07289,146,2097,0.06176,0.08401
2022,Urban regions,East,AfD,0.04265,75,2097,0.03400,0.05130
2022,Rural regions,West,Not leaning towards specific party,0.53454,2661,4858,0.52051,0.54857
2022,Rural regions,West,SPD,0.11770,475,4858,0.10864,0.12677
2022,Rural regions,West,CDU/CSU,0.16602,780,4858,0.15555,0.17648
2022,Rural regions,West,FDP,0.02749,119,4858,0.02289,0.03209
2022,Rural regions,West,Bündnis90/Grüne,0.10667,569,4858,0.09799,0.11535
2022,Rural regions,West,PDS/Linke,0.01061,68,4858,0.00773,0.01349
2022,Rural regions,West,AfD,0.02622,127,4858,0.02173,0.03072
2022,Rural regions,West,Others,0.01041,59,4858,0.00756,0.01327
2022,Rural regions,East,Not leaning towards specific party,0.63590,2151,3396,0.61971,0.65209
2022,Rural regions,East,SPD,0.07587,216,3396,0.06696,0.08478
2022,Rural regions,East,CDU/CSU,0.10737,339,3396,0.09695,0.11778
2022,Rural regions,East,FDP,0.01715,77,3396,0.01278,0.02152
2022,Rural regions,East,Bündnis90/Grüne,0.04396,160,3396,0.03706,0.05085
2022,Rural regions,East,PDS/Linke,0.04403,179,3396,0.03713,0.05093
2022,Rural regions,East,AfD,0.06162,230,3396,0.05353,0.06971
2022,Rural regions,East,Others,0.01358,44,3396,0.00969,0.01747
