year,quintil_oecd,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,3rd Quintile,Urban regions,Bündnis90/Grüne,0.02294,91,2775,0.01737,0.02851
2001,3rd Quintile,Urban regions,PDS/Linke,0.01189,46,2775,0.00786,0.01593
2001,3rd Quintile,Rural regions,Not leaning towards specific party,0.48712,1032,1637,0.46290,0.51134
2001,3rd Quintile,Rural regions,SPD,0.13949,262,1637,0.12270,0.15628
2001,3rd Quintile,Rural regions,CDU/CSU,0.14087,275,1637,0.12401,0.15773
2001,3rd Quintile,Rural regions,PDS/Linke,0.03481,68,1637,0.02593,0.04370
2001,4th Quintile,Urban regions,Not leaning towards specific party,0.41924,1503,2927,0.40136,0.43712
2001,4th Quintile,Urban regions,SPD,0.20592,715,2927,0.19127,0.22058
2001,4th Quintile,Urban regions,CDU/CSU,0.14733,505,2927,0.13449,0.16018
2001,4th Quintile,Urban regions,FDP,0.01302,37,2927,0.00891,0.01713
2001,4th Quintile,Urban regions,Bündnis90/Grüne,0.03562,126,2927,0.02890,0.04233
2001,4th Quintile,Urban regions,PDS/Linke,0.01078,41,2927,0.00704,0.01452
2001,4th Quintile,Rural regions,Not leaning towards specific party,0.47243,946,1580,0.44781,0.49705
2001,4th Quintile,Rural regions,SPD,0.14491,257,1580,0.12755,0.16227
2001,4th Quintile,Rural regions,CDU/CSU,0.16652,270,1580,0.14814,0.18490
2001,4th Quintile,Rural regions,Bündnis90/Grüne,0.02646,45,1580,0.01854,0.03437
2001,4th Quintile,Rural regions,PDS/Linke,0.03371,62,1580,0.02481,0.04262
2001,5th Quintile,Urban regions,Not leaning towards specific party,0.36417,1464,3353,0.34788,0.38047
2001,5th Quintile,Urban regions,SPD,0.19676,730,3353,0.18330,0.21022
2001,5th Quintile,Urban regions,CDU/CSU,0.22873,815,3353,0.21451,0.24295
2001,5th Quintile,Urban regions,FDP,0.03284,118,3353,0.02681,0.03887
2001,5th Quintile,Urban regions,Bündnis90/Grüne,0.04539,194,3353,0.03835,0.05244
2001,5th Quintile,Urban regions,PDS/Linke,0.00517,32,3353,0.00275,0.00760
2001,5th Quintile,Rural regions,Not leaning towards specific party,0.39365,518,1037,0.36390,0.42341
2001,5th Quintile,Rural regions,SPD,0.16924,200,1037,0.14640,0.19207
2001,5th Quintile,Rural regions,CDU/CSU,0.25646,281,1037,0.22987,0.28305
2001,5th Quintile,Rural regions,FDP,0.03765,38,1037,0.02606,0.04924
2002,1st Quintile,Urban regions,Not leaning towards specific party,0.50257,1466,2071,0.48103,0.52411
2002,1st Quintile,Urban regions,SPD,0.12578,338,2071,0.11150,0.14007
2002,1st Quintile,Urban regions,CDU/CSU,0.08234,223,2071,0.07050,0.09418
2002,1st Quintile,Urban regions,Bündnis90/Grüne,0.01900,44,2071,0.01312,0.02488
2002,1st Quintile,Rural regions,Not leaning towards specific party,0.53201,931,1252,0.50436,0.55966
2002,1st Quintile,Rural regions,SPD,0.09596,130,1252,0.07964,0.11229
2002,1st Quintile,Rural regions,CDU/CSU,0.08851,127,1252,0.07277,0.10425
2002,1st Quintile,Rural regions,PDS/Linke,0.03461,64,1252,0.02448,0.04473
2002,2nd Quintile,Urban regions,Not leaning towards specific party,0.46929,1464,2318,0.44897,0.48961
2002,2nd Quintile,Urban regions,SPD,0.17092,483,2318,0.15559,0.18625
2002,2nd Quintile,Urban regions,CDU/CSU,0.10726,288,2318,0.09466,0.11986
2002,2nd Quintile,Urban regions,Bündnis90/Grüne,0.01392,43,2318,0.00915,0.01869
2002,2nd Quintile,Urban regions,PDS/Linke,0.01358,40,2318,0.00887,0.01829
2002,2nd Quintile,Rural regions,Not leaning towards specific party,0.53780,1026,1500,0.51256,0.56304
2002,2nd Quintile,Rural regions,SPD,0.10189,182,1500,0.08658,0.11721
2002,2nd Quintile,Rural regions,CDU/CSU,0.11544,231,1500,0.09926,0.13162
2002,2nd Quintile,Rural regions,PDS/Linke,0.02802,61,1500,0.01967,0.03638
2002,3rd Quintile,Urban regions,Not leaning towards specific party,0.42728,1405,2503,0.40790,0.44666
2002,3rd Quintile,Urban regions,SPD,0.18087,544,2503,0.16579,0.19595
2002,3rd Quintile,Urban regions,CDU/CSU,0.13731,410,2503,0.12382,0.15079
2002,3rd Quintile,Urban regions,Bündnis90/Grüne,0.02708,84,2503,0.02072,0.03344
2002,3rd Quintile,Urban regions,PDS/Linke,0.01441,60,2503,0.00974,0.01908
2002,3rd Quintile,Rural regions,Not leaning towards specific party,0.53432,945,1406,0.50824,0.56041
2002,3rd Quintile,Rural regions,SPD,0.11391,200,1406,0.09729,0.13052
2002,3rd Quintile,Rural regions,CDU/CSU,0.10513,183,1406,0.08909,0.12117
2002,3rd Quintile,Rural regions,PDS/Linke,0.03923,78,1406,0.02908,0.04939
2002,4th Quintile,Urban regions,Not leaning towards specific party,0.42750,1376,2708,0.40886,0.44614
2002,4th Quintile,Urban regions,SPD,0.19265,618,2708,0.17779,0.20750
2002,4th Quintile,Urban regions,CDU/CSU,0.15876,509,2708,0.14499,0.17253
2002,4th Quintile,Urban regions,FDP,0.01382,37,2708,0.00942,0.01822
2002,4th Quintile,Urban regions,Bündnis90/Grüne,0.03626,119,2708,0.02922,0.04330
2002,4th Quintile,Urban regions,PDS/Linke,0.01415,49,2708,0.00970,0.01859
2002,4th Quintile,Rural regions,Not leaning towards specific party,0.47464,919,1535,0.44965,0.49963
2002,4th Quintile,Rural regions,SPD,0.13892,257,1535,0.12161,0.15623
2002,4th Quintile,Rural regions,CDU/CSU,0.17564,300,1535,0.15660,0.19468
2002,4th Quintile,Rural regions,PDS/Linke,0.02988,59,1535,0.02136,0.03840
2002,5th Quintile,Urban regions,Not leaning towards specific party,0.36214,1525,3618,0.34647,0.37780
2002,5th Quintile,Urban regions,SPD,0.20444,832,3618,0.19130,0.21758
2002,5th Quintile,Urban regions,CDU/CSU,0.24210,899,3618,0.22814,0.25606
2002,5th Quintile,Urban regions,FDP,0.03672,131,3618,0.03059,0.04285
2002,5th Quintile,Urban regions,Bündnis90/Grüne,0.03977,189,3618,0.03341,0.04614
2002,5th Quintile,Urban regions,PDS/Linke,0.00839,42,3618,0.00542,0.01137
2002,5th Quintile,Rural regions,Not leaning towards specific party,0.43182,658,1226,0.40408,0.45956
2002,5th Quintile,Rural regions,SPD,0.16065,199,1226,0.14009,0.18122
2002,5th Quintile,Rural regions,CDU/CSU,0.25946,337,1226,0.23491,0.28400
2002,5th Quintile,Rural regions,FDP,0.01745,32,1226,0.01011,0.02478
2003,1st Quintile,Urban regions,Not leaning towards specific party,0.47533,1412,2110,0.45401,0.49664
2003,1st Quintile,Urban regions,SPD,0.13160,342,2110,0.11717,0.14603
2003,1st Quintile,Urban regions,CDU/CSU,0.10665,264,2110,0.09348,0.11983
2003,1st Quintile,Urban regions,Bündnis90/Grüne,0.03806,92,2110,0.02990,0.04623
2003,1st Quintile,Rural regions,Not leaning towards specific party,0.53141,868,1177,0.50289,0.55993
2003,1st Quintile,Rural regions,SPD,0.08616,110,1177,0.07012,0.10220
2003,1st Quintile,Rural regions,CDU/CSU,0.10689,161,1177,0.08923,0.12455
2003,1st Quintile,Rural regions,PDS/Linke,0.02460,38,1177,0.01575,0.03345
2003,2nd Quintile,Urban regions,Not leaning towards specific party,0.43193,1326,2218,0.41131,0.45255
2003,2nd Quintile,Urban regions,SPD,0.16690,439,2218,0.15138,0.18242
2003,2nd Quintile,Urban regions,CDU/CSU,0.13703,387,2218,0.12271,0.15134
2003,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02601,66,2218,0.01938,0.03263
2003,2nd Quintile,Rural regions,Not leaning towards specific party,0.51957,990,1501,0.49429,0.54486
2003,2nd Quintile,Rural regions,SPD,0.09964,184,1501,0.08449,0.11480
2003,2nd Quintile,Rural regions,CDU/CSU,0.14413,278,1501,0.12636,0.16191
2003,2nd Quintile,Rural regions,PDS/Linke,0.01955,49,1501,0.01254,0.02656
2003,3rd Quintile,Urban regions,Not leaning towards specific party,0.41582,1395,2466,0.39636,0.43528
2003,3rd Quintile,Urban regions,SPD,0.17741,528,2466,0.16233,0.19249
2003,3rd Quintile,Urban regions,CDU/CSU,0.15200,435,2466,0.13783,0.16618
2003,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03638,108,2466,0.02899,0.04377
2003,3rd Quintile,Rural regions,Not leaning towards specific party,0.48719,885,1410,0.46109,0.51329
2003,3rd Quintile,Rural regions,SPD,0.12668,210,1410,0.10931,0.14405
2003,3rd Quintile,Rural regions,CDU/CSU,0.14537,260,1410,0.12697,0.16378
2003,3rd Quintile,Rural regions,PDS/Linke,0.02699,55,1410,0.01852,0.03545
2003,4th Quintile,Urban regions,Not leaning towards specific party,0.41928,1456,2854,0.40117,0.43738
2003,4th Quintile,Urban regions,SPD,0.18955,601,2854,0.17517,0.20393
2003,4th Quintile,Urban regions,CDU/CSU,0.16885,559,2854,0.15511,0.18260
2003,4th Quintile,Urban regions,FDP,0.01532,43,2854,0.01082,0.01983
2003,4th Quintile,Urban regions,Bündnis90/Grüne,0.03933,152,2854,0.03220,0.04646
2003,4th Quintile,Urban regions,PDS/Linke,0.01041,43,2854,0.00669,0.01414
2003,4th Quintile,Rural regions,Not leaning towards specific party,0.44937,828,1518,0.42434,0.47440
2003,4th Quintile,Rural regions,SPD,0.13091,249,1518,0.11394,0.14789
2003,4th Quintile,Rural regions,CDU/CSU,0.20522,344,1518,0.18489,0.22554
2003,4th Quintile,Rural regions,Bündnis90/Grüne,0.02578,44,1518,0.01780,0.03375
2003,4th Quintile,Rural regions,PDS/Linke,0.02848,53,1518,0.02011,0.03685
2003,5th Quintile,Urban regions,Not leaning towards specific party,0.30622,1625,4717,0.29307,0.31938
2003,5th Quintile,Urban regions,SPD,0.17212,955,4717,0.16134,0.18289
2003,5th Quintile,Urban regions,CDU/CSU,0.27782,1449,4717,0.26503,0.29060
2003,5th Quintile,Urban regions,FDP,0.03973,214,4717,0.03416,0.04531
2003,5th Quintile,Urban regions,Bündnis90/Grüne,0.07030,392,4717,0.06300,0.07760
2003,5th Quintile,Urban regions,PDS/Linke,0.00635,32,4717,0.00408,0.00861
2003,5th Quintile,Urban regions,Party combinations,0.01059,50,4717,0.00767,0.01351
2003,5th Quintile,Rural regions,Not leaning towards specific party,0.35190,623,1547,0.32809,0.37570
2003,5th Quintile,Rural regions,SPD,0.16524,270,1547,0.14672,0.18375
2003,5th Quintile,Rural regions,CDU/CSU,0.29993,494,1547,0.27709,0.32278
2003,5th Quintile,Rural regions,FDP,0.03246,51,1547,0.02362,0.04129
2003,5th Quintile,Rural regions,Bündnis90/Grüne,0.02761,69,1547,0.01944,0.03577
2003,5th Quintile,Rural regions,PDS/Linke,0.01544,40,1547,0.00930,0.02159
2004,1st Quintile,Urban regions,Not leaning towards specific party,0.54748,1462,1991,0.52561,0.56934
2004,1st Quintile,Urban regions,SPD,0.09498,257,1991,0.08210,0.10787
2004,1st Quintile,Urban regions,CDU/CSU,0.07947,194,1991,0.06759,0.09136
2004,1st Quintile,Urban regions,Bündnis90/Grüne,0.03229,78,1991,0.02453,0.04006
2004,1st Quintile,Rural regions,Not leaning towards specific party,0.58936,919,1150,0.56092,0.61781
2004,1st Quintile,Rural regions,SPD,0.06121,70,1150,0.04735,0.07507
2004,1st Quintile,Rural regions,CDU/CSU,0.08796,126,1150,0.07158,0.10434
2004,1st Quintile,Rural regions,PDS/Linke,0.02032,35,1150,0.01216,0.02847
2004,2nd Quintile,Urban regions,Not leaning towards specific party,0.49844,1523,2245,0.47775,0.51913
2004,2nd Quintile,Urban regions,SPD,0.12912,345,2245,0.11525,0.14300
2004,2nd Quintile,Urban regions,CDU/CSU,0.12310,323,2245,0.10950,0.13669
2004,2nd Quintile,Urban regions,Bündnis90/Grüne,0.01783,54,2245,0.01235,0.02330
2004,2nd Quintile,Rural regions,Not leaning towards specific party,0.57309,1029,1411,0.54727,0.59891
2004,2nd Quintile,Rural regions,SPD,0.08374,139,1411,0.06929,0.09820
2004,2nd Quintile,Rural regions,CDU/CSU,0.11865,201,1411,0.10177,0.13553
2004,2nd Quintile,Rural regions,PDS/Linke,0.01899,42,1411,0.01187,0.02612
2004,3rd Quintile,Urban regions,Not leaning towards specific party,0.47847,1536,2427,0.45860,0.49835
2004,3rd Quintile,Urban regions,SPD,0.14590,407,2427,0.13185,0.15994
2004,3rd Quintile,Urban regions,CDU/CSU,0.13975,405,2427,0.12595,0.15355
2004,3rd Quintile,Urban regions,Bündnis90/Grüne,0.02938,79,2427,0.02266,0.03610
2004,3rd Quintile,Rural regions,Not leaning towards specific party,0.54037,979,1435,0.51457,0.56616
2004,3rd Quintile,Rural regions,SPD,0.10289,157,1435,0.08716,0.11861
2004,3rd Quintile,Rural regions,CDU/CSU,0.13768,233,1435,0.11984,0.15551
2004,3rd Quintile,Rural regions,PDS/Linke,0.03009,66,1435,0.02125,0.03893
2004,4th Quintile,Urban regions,Not leaning towards specific party,0.46261,1527,2799,0.44413,0.48108
2004,4th Quintile,Urban regions,SPD,0.15634,525,2799,0.14288,0.16979
2004,4th Quintile,Urban regions,CDU/CSU,0.16220,516,2799,0.14854,0.17586
2004,4th Quintile,Urban regions,FDP,0.01065,41,2799,0.00684,0.01445
2004,4th Quintile,Urban regions,Bündnis90/Grüne,0.03947,144,2799,0.03225,0.04668
2004,4th Quintile,Urban regions,PDS/Linke,0.01258,46,2799,0.00845,0.01671
2004,4th Quintile,Rural regions,Not leaning towards specific party,0.51163,893,1473,0.48609,0.53717
2004,4th Quintile,Rural regions,SPD,0.09453,175,1473,0.07959,0.10948
2004,4th Quintile,Rural regions,CDU/CSU,0.17918,296,1473,0.15958,0.19877
2004,4th Quintile,Rural regions,Bündnis90/Grüne,0.01872,37,1473,0.01180,0.02564
2004,4th Quintile,Rural regions,PDS/Linke,0.03871,72,1473,0.02885,0.04856
2004,5th Quintile,Urban regions,Not leaning towards specific party,0.37868,1919,4548,0.36458,0.39278
2004,5th Quintile,Urban regions,SPD,0.15767,793,4548,0.14708,0.16826
2004,5th Quintile,Urban regions,CDU/CSU,0.24701,1263,4548,0.23447,0.25954
2004,5th Quintile,Urban regions,FDP,0.03693,185,4548,0.03145,0.04241
2004,5th Quintile,Urban regions,Bündnis90/Grüne,0.06219,345,4548,0.05517,0.06921
2004,5th Quintile,Urban regions,PDS/Linke,0.00815,43,4548,0.00554,0.01076
2004,5th Quintile,Rural regions,Not leaning towards specific party,0.41208,737,1555,0.38761,0.43656
2004,5th Quintile,Rural regions,SPD,0.12853,212,1555,0.11189,0.14517
2004,5th Quintile,Rural regions,CDU/CSU,0.28175,454,1555,0.25938,0.30411
2004,5th Quintile,Rural regions,FDP,0.02591,43,1555,0.01801,0.03381
2004,5th Quintile,Rural regions,Bündnis90/Grüne,0.03075,76,1555,0.02216,0.03933
2004,5th Quintile,Rural regions,PDS/Linke,0.00929,33,1555,0.00452,0.01406
2005,1st Quintile,Urban regions,Not leaning towards specific party,0.52985,1417,1988,0.50790,0.55179
2005,1st Quintile,Urban regions,SPD,0.10978,269,1988,0.09603,0.12352
2005,1st Quintile,Urban regions,CDU/CSU,0.08074,196,1988,0.06876,0.09271
2005,1st Quintile,Urban regions,Bündnis90/Grüne,0.03083,71,1988,0.02323,0.03843
2005,1st Quintile,Urban regions,PDS/Linke,0.01289,35,1988,0.00793,0.01785
2005,1st Quintile,Rural regions,Not leaning towards specific party,0.59023,839,1049,0.56046,0.62001
2005,1st Quintile,Rural regions,SPD,0.05528,77,1049,0.04144,0.06912
2005,1st Quintile,Rural regions,CDU/CSU,0.07353,96,1049,0.05773,0.08934
2005,1st Quintile,Rural regions,PDS/Linke,0.02280,37,1049,0.01376,0.03184
2005,2nd Quintile,Urban regions,Not leaning towards specific party,0.48897,1351,2129,0.46773,0.51020
2005,2nd Quintile,Urban regions,SPD,0.14828,394,2129,0.13318,0.16338
2005,2nd Quintile,Urban regions,CDU/CSU,0.11035,280,2129,0.09704,0.12366
2005,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02718,72,2129,0.02027,0.03409
2005,2nd Quintile,Urban regions,PDS/Linke,0.01011,32,2129,0.00586,0.01436
2005,2nd Quintile,Rural regions,Not leaning towards specific party,0.57133,1002,1377,0.54518,0.59748
2005,2nd Quintile,Rural regions,SPD,0.09481,151,1377,0.07933,0.11029
2005,2nd Quintile,Rural regions,CDU/CSU,0.10272,176,1377,0.08668,0.11877
2005,2nd Quintile,Rural regions,PDS/Linke,0.02786,48,1377,0.01917,0.03656
2005,3rd Quintile,Urban regions,Not leaning towards specific party,0.45935,1324,2266,0.43882,0.47987
2005,3rd Quintile,Urban regions,SPD,0.16269,454,2266,0.14749,0.17789
2005,3rd Quintile,Urban regions,CDU/CSU,0.13207,367,2266,0.11813,0.14601
2005,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03317,88,2266,0.02579,0.04054
2005,3rd Quintile,Urban regions,PDS/Linke,0.00878,33,2266,0.00494,0.01263
2005,3rd Quintile,Rural regions,Not leaning towards specific party,0.54514,909,1362,0.51868,0.57160
2005,3rd Quintile,Rural regions,SPD,0.09371,159,1362,0.07822,0.10919
2005,3rd Quintile,Rural regions,CDU/CSU,0.13812,222,1362,0.11979,0.15645
2005,3rd Quintile,Rural regions,PDS/Linke,0.02999,72,1362,0.02093,0.03905
2005,4th Quintile,Urban regions,Not leaning towards specific party,0.45171,1484,2741,0.43308,0.47034
2005,4th Quintile,Urban regions,SPD,0.17864,545,2741,0.16429,0.19298
2005,4th Quintile,Urban regions,CDU/CSU,0.16113,496,2741,0.14736,0.17489
2005,4th Quintile,Urban regions,FDP,0.01169,39,2741,0.00767,0.01572
2005,4th Quintile,Urban regions,Bündnis90/Grüne,0.04374,139,2741,0.03608,0.05139
2005,4th Quintile,Urban regions,PDS/Linke,0.00975,38,2741,0.00607,0.01343
2005,4th Quintile,Rural regions,Not leaning towards specific party,0.48074,853,1454,0.45505,0.50644
2005,4th Quintile,Rural regions,SPD,0.10125,183,1454,0.08574,0.11676
2005,4th Quintile,Rural regions,CDU/CSU,0.19394,306,1454,0.17361,0.21427
2005,4th Quintile,Rural regions,Bündnis90/Grüne,0.02963,48,1454,0.02091,0.03835
2005,4th Quintile,Rural regions,PDS/Linke,0.02879,64,1454,0.02019,0.03739
2005,5th Quintile,Urban regions,Not leaning towards specific party,0.35908,1724,4355,0.34483,0.37333
2005,5th Quintile,Urban regions,SPD,0.16871,830,4355,0.15759,0.17984
2005,5th Quintile,Urban regions,CDU/CSU,0.24127,1193,4355,0.22856,0.25398
2005,5th Quintile,Urban regions,FDP,0.03446,181,4355,0.02904,0.03988
2005,5th Quintile,Urban regions,Bündnis90/Grüne,0.07325,351,4355,0.06551,0.08099
2005,5th Quintile,Urban regions,PDS/Linke,0.00741,40,4355,0.00487,0.00996
2005,5th Quintile,Urban regions,Party combinations,0.00540,36,4355,0.00322,0.00757
2005,5th Quintile,Rural regions,Not leaning towards specific party,0.38134,638,1413,0.35601,0.40668
2005,5th Quintile,Rural regions,SPD,0.14655,212,1413,0.12810,0.16499
2005,5th Quintile,Rural regions,CDU/CSU,0.28173,415,1413,0.25826,0.30519
2005,5th Quintile,Rural regions,FDP,0.02413,43,1413,0.01612,0.03213
2005,5th Quintile,Rural regions,Bündnis90/Grüne,0.03179,69,1413,0.02264,0.04094
2005,5th Quintile,Rural regions,PDS/Linke,0.01206,36,1413,0.00637,0.01776
2006,1st Quintile,Urban regions,Not leaning towards specific party,0.51598,1228,1856,0.49324,0.53872
2006,1st Quintile,Urban regions,SPD,0.13092,307,1856,0.11557,0.14627
2006,1st Quintile,Urban regions,CDU/CSU,0.07524,196,1856,0.06323,0.08724
2006,1st Quintile,Urban regions,Bündnis90/Grüne,0.03111,74,1856,0.02321,0.03901
2006,1st Quintile,Urban regions,PDS/Linke,0.02241,51,1856,0.01567,0.02914
2006,1st Quintile,Rural regions,Not leaning towards specific party,0.54272,748,992,0.51170,0.57373
2006,1st Quintile,Rural regions,SPD,0.08054,93,992,0.06360,0.09748
2006,1st Quintile,Rural regions,CDU/CSU,0.07876,111,992,0.06199,0.09553
2006,1st Quintile,Rural regions,PDS/Linke,0.03736,40,992,0.02556,0.04917
2006,2nd Quintile,Urban regions,Not leaning towards specific party,0.45444,1212,1966,0.43243,0.47646
2006,2nd Quintile,Urban regions,SPD,0.15845,383,1966,0.14231,0.17460
2006,2nd Quintile,Urban regions,CDU/CSU,0.12774,281,1966,0.11299,0.14250
2006,2nd Quintile,Urban regions,Bündnis90/Grüne,0.01806,48,1966,0.01218,0.02395
2006,2nd Quintile,Urban regions,PDS/Linke,0.01378,42,1966,0.00862,0.01893
2006,2nd Quintile,Rural regions,Not leaning towards specific party,0.50415,830,1244,0.47635,0.53194
2006,2nd Quintile,Rural regions,SPD,0.09892,152,1244,0.08232,0.11552
2006,2nd Quintile,Rural regions,CDU/CSU,0.12527,193,1244,0.10687,0.14368
2006,2nd Quintile,Rural regions,PDS/Linke,0.04119,69,1244,0.03014,0.05224
2006,3rd Quintile,Urban regions,Not leaning towards specific party,0.43667,1207,2106,0.41549,0.45786
2006,3rd Quintile,Urban regions,SPD,0.16682,421,2106,0.15089,0.18275
2006,3rd Quintile,Urban regions,CDU/CSU,0.13256,343,2106,0.11807,0.14704
2006,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03092,78,2106,0.02352,0.03831
2006,3rd Quintile,Urban regions,PDS/Linke,0.01710,57,2106,0.01156,0.02264
2006,3rd Quintile,Rural regions,Not leaning towards specific party,0.49235,830,1325,0.46542,0.51928
2006,3rd Quintile,Rural regions,SPD,0.11773,181,1325,0.10037,0.13509
2006,3rd Quintile,Rural regions,CDU/CSU,0.14716,236,1325,0.12808,0.16624
2006,3rd Quintile,Rural regions,PDS/Linke,0.03667,78,1325,0.02655,0.04680
2006,4th Quintile,Urban regions,Not leaning towards specific party,0.40970,1256,2581,0.39072,0.42867
2006,4th Quintile,Urban regions,SPD,0.18292,564,2581,0.16800,0.19783
2006,4th Quintile,Urban regions,CDU/CSU,0.16646,529,2581,0.15209,0.18083
2006,4th Quintile,Urban regions,FDP,0.01480,44,2581,0.01014,0.01946
2006,4th Quintile,Urban regions,Bündnis90/Grüne,0.04245,132,2581,0.03467,0.05023
2006,4th Quintile,Urban regions,PDS/Linke,0.01573,56,2581,0.01093,0.02053
2006,4th Quintile,Rural regions,Not leaning towards specific party,0.46087,729,1298,0.43375,0.48800
2006,4th Quintile,Rural regions,SPD,0.13599,214,1298,0.11733,0.15464
2006,4th Quintile,Rural regions,CDU/CSU,0.17708,262,1298,0.15631,0.19786
2006,4th Quintile,Rural regions,Bündnis90/Grüne,0.01605,33,1298,0.00921,0.02289
2006,4th Quintile,Rural regions,PDS/Linke,0.03326,60,1298,0.02350,0.04301
2006,5th Quintile,Urban regions,Not leaning towards specific party,0.34071,1471,4046,0.32611,0.35532
2006,5th Quintile,Urban regions,SPD,0.17285,809,4046,0.16120,0.18450
2006,5th Quintile,Urban regions,CDU/CSU,0.25010,1179,4046,0.23675,0.26344
2006,5th Quintile,Urban regions,FDP,0.04552,219,4046,0.03909,0.05194
2006,5th Quintile,Urban regions,Bündnis90/Grüne,0.06528,313,4046,0.05767,0.07289
2006,5th Quintile,Urban regions,PDS/Linke,0.01228,55,4046,0.00888,0.01567
2006,5th Quintile,Rural regions,Not leaning towards specific party,0.35901,565,1379,0.33369,0.38434
2006,5th Quintile,Rural regions,SPD,0.14247,217,1379,0.12402,0.16093
2006,5th Quintile,Rural regions,CDU/CSU,0.29784,436,1379,0.27369,0.32198
2006,5th Quintile,Rural regions,FDP,0.03359,52,1379,0.02408,0.04310
2006,5th Quintile,Rural regions,Bündnis90/Grüne,0.03426,68,1379,0.02466,0.04386
2006,5th Quintile,Rural regions,PDS/Linke,0.01863,41,1379,0.01149,0.02576
2007,1st Quintile,Urban regions,Not leaning towards specific party,0.53798,1392,1970,0.51596,0.56000
2007,1st Quintile,Urban regions,SPD,0.10760,273,1970,0.09391,0.12129
2007,1st Quintile,Urban regions,CDU/CSU,0.07943,187,1970,0.06749,0.09138
2007,1st Quintile,Urban regions,Bündnis90/Grüne,0.03565,78,1970,0.02746,0.04384
2007,1st Quintile,Urban regions,PDS/Linke,0.01497,40,1970,0.00960,0.02033
2007,1st Quintile,Rural regions,Not leaning towards specific party,0.60806,902,1122,0.57948,0.63663
2007,1st Quintile,Rural regions,SPD,0.05426,81,1122,0.04100,0.06752
2007,1st Quintile,Rural regions,CDU/CSU,0.06858,95,1122,0.05378,0.08337
2007,1st Quintile,Rural regions,PDS/Linke,0.03288,44,1122,0.02244,0.04332
2007,2nd Quintile,Urban regions,Not leaning towards specific party,0.48852,1339,2086,0.46706,0.50998
2007,2nd Quintile,Urban regions,SPD,0.14152,378,2086,0.12656,0.15649
2007,2nd Quintile,Urban regions,CDU/CSU,0.10634,273,2086,0.09310,0.11957
2007,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02345,56,2086,0.01696,0.02995
2007,2nd Quintile,Urban regions,PDS/Linke,0.01217,40,2086,0.00747,0.01688
2007,2nd Quintile,Rural regions,Not leaning towards specific party,0.55124,972,1329,0.52449,0.57799
2007,2nd Quintile,Rural regions,SPD,0.08026,129,1329,0.06565,0.09488
2007,2nd Quintile,Rural regions,CDU/CSU,0.09950,160,1329,0.08340,0.11560
2007,2nd Quintile,Rural regions,PDS/Linke,0.04006,68,1329,0.02951,0.05061
2007,3rd Quintile,Urban regions,Not leaning towards specific party,0.47419,1367,2291,0.45374,0.49464
2007,3rd Quintile,Urban regions,SPD,0.15524,437,2291,0.14040,0.17007
2007,3rd Quintile,Urban regions,CDU/CSU,0.12041,361,2291,0.10708,0.13374
2007,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03053,81,2291,0.02348,0.03758
2007,3rd Quintile,Urban regions,PDS/Linke,0.01567,45,2291,0.01058,0.02075
2007,3rd Quintile,Rural regions,Not leaning towards specific party,0.54973,974,1443,0.52405,0.57541
2007,3rd Quintile,Rural regions,SPD,0.09514,166,1443,0.07999,0.11028
2007,3rd Quintile,Rural regions,CDU/CSU,0.13055,218,1443,0.11316,0.14794
2007,3rd Quintile,Rural regions,PDS/Linke,0.03882,85,1443,0.02885,0.04879
2007,4th Quintile,Urban regions,Not leaning towards specific party,0.45760,1493,2751,0.43898,0.47622
2007,4th Quintile,Urban regions,SPD,0.16384,535,2751,0.15001,0.17767
2007,4th Quintile,Urban regions,CDU/CSU,0.14058,467,2751,0.12759,0.15357
2007,4th Quintile,Urban regions,FDP,0.01059,46,2751,0.00676,0.01442
2007,4th Quintile,Urban regions,Bündnis90/Grüne,0.04110,138,2751,0.03368,0.04852
2007,4th Quintile,Urban regions,PDS/Linke,0.01853,72,2751,0.01349,0.02357
2007,4th Quintile,Rural regions,Not leaning towards specific party,0.47822,879,1462,0.45260,0.50383
2007,4th Quintile,Rural regions,SPD,0.12576,200,1462,0.10875,0.14276
2007,4th Quintile,Rural regions,CDU/CSU,0.16535,274,1462,0.14631,0.18440
2007,4th Quintile,Rural regions,Bündnis90/Grüne,0.02477,56,1462,0.01680,0.03275
2007,4th Quintile,Rural regions,PDS/Linke,0.02563,53,1462,0.01753,0.03373
2007,5th Quintile,Urban regions,Not leaning towards specific party,0.36112,1624,4082,0.34638,0.37586
2007,5th Quintile,Urban regions,SPD,0.15563,730,4082,0.14451,0.16675
2007,5th Quintile,Urban regions,CDU/CSU,0.22437,1105,4082,0.21157,0.23717
2007,5th Quintile,Urban regions,FDP,0.04233,230,4082,0.03615,0.04850
2007,5th Quintile,Urban regions,Bündnis90/Grüne,0.07717,332,4082,0.06898,0.08535
2007,5th Quintile,Urban regions,PDS/Linke,0.01436,61,4082,0.01071,0.01801
