year,migback,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Direct migration background,East,Not leaning towards specific party,0.75368,612,669,0.72101,0.78636
2017,Direct migration background,East,CDU/CSU,0.07166,57,669,0.05210,0.09122
2017,Indirect migration background,West,Not leaning towards specific party,0.72247,1077,1465,0.69954,0.74541
2017,Indirect migration background,West,SPD,0.11139,158,1465,0.09528,0.12751
2017,Indirect migration background,West,CDU/CSU,0.05711,116,1465,0.04522,0.06900
2017,Indirect migration background,West,Bündnis90/Grüne,0.04181,69,1465,0.03156,0.05206
2017,Indirect migration background,West,PDS/Linke,0.03943,45,1465,0.02946,0.04940
2017,Indirect migration background,East,Not leaning towards specific party,0.78917,73,73,0.69495,0.88339
2018,No migration background,West,Not leaning towards specific party,0.49741,7058,14144,0.48917,0.50565
2018,No migration background,West,SPD,0.13664,1874,14144,0.13098,0.14230
2018,No migration background,West,CDU/CSU,0.19601,2655,14144,0.18947,0.20255
2018,No migration background,West,FDP,0.02635,393,14144,0.02371,0.02899
2018,No migration background,West,Bündnis90/Grüne,0.07964,1294,14144,0.07518,0.08410
2018,No migration background,West,PDS/Linke,0.02352,353,14144,0.02103,0.02602
2018,No migration background,West,AfD,0.02652,360,14144,0.02387,0.02917
2018,No migration background,West,Others,0.00827,106,14144,0.00678,0.00976
2018,No migration background,West,Party combinations,0.00499,51,14144,0.00383,0.00615
2018,No migration background,East,Not leaning towards specific party,0.65221,3236,4881,0.63885,0.66557
2018,No migration background,East,SPD,0.05799,288,4881,0.05143,0.06455
2018,No migration background,East,CDU/CSU,0.09777,486,4881,0.08944,0.10610
2018,No migration background,East,FDP,0.01256,67,4881,0.00944,0.01569
2018,No migration background,East,Bündnis90/Grüne,0.03120,153,4881,0.02633,0.03608
2018,No migration background,East,PDS/Linke,0.08093,421,4881,0.07328,0.08858
2018,No migration background,East,AfD,0.05701,230,4881,0.05051,0.06352
2018,Direct migration background,West,Not leaning towards specific party,0.72144,5313,6836,0.71081,0.73207
2018,Direct migration background,West,SPD,0.09494,355,6836,0.08799,0.10189
2018,Direct migration background,West,CDU/CSU,0.09597,716,6836,0.08899,0.10295
2018,Direct migration background,West,FDP,0.00892,48,6836,0.00669,0.01115
2018,Direct migration background,West,Bündnis90/Grüne,0.03127,201,6836,0.02714,0.03539
2018,Direct migration background,West,PDS/Linke,0.02095,111,6836,0.01755,0.02435
2018,Direct migration background,West,AfD,0.02209,92,6836,0.01860,0.02557
2018,Direct migration background,East,Not leaning towards specific party,0.78184,668,746,0.75219,0.81150
2018,Direct migration background,East,CDU/CSU,0.09076,78,746,0.07013,0.11139
2018,Indirect migration background,West,Not leaning towards specific party,0.66768,1010,1418,0.64315,0.69220
2018,Indirect migration background,West,SPD,0.10841,165,1418,0.09222,0.12460
2018,Indirect migration background,West,CDU/CSU,0.06522,110,1418,0.05236,0.07808
2018,Indirect migration background,West,Bündnis90/Grüne,0.06124,78,1418,0.04876,0.07373
2018,Indirect migration background,West,PDS/Linke,0.04857,55,1418,0.03738,0.05976
2018,Indirect migration background,East,Not leaning towards specific party,0.76099,89,89,0.67188,0.85010
2019,No migration background,West,Not leaning towards specific party,0.50060,6996,14654,0.49250,0.50870
2019,No migration background,West,SPD,0.10730,1491,14654,0.10229,0.11231
2019,No migration background,West,CDU/CSU,0.17328,2693,14654,0.16715,0.17941
2019,No migration background,West,FDP,0.02510,494,14654,0.02257,0.02764
2019,No migration background,West,Bündnis90/Grüne,0.12064,2031,14654,0.11537,0.12592
2019,No migration background,West,PDS/Linke,0.02392,342,14654,0.02144,0.02639
2019,No migration background,West,AfD,0.02945,362,14654,0.02672,0.03219
2019,No migration background,West,Others,0.01131,192,14654,0.00960,0.01302
2019,No migration background,West,Party combinations,0.00758,53,14654,0.00617,0.00898
2019,No migration background,East,Not leaning towards specific party,0.63324,3081,5002,0.61989,0.64660
2019,No migration background,East,SPD,0.05163,255,5002,0.04549,0.05776
2019,No migration background,East,CDU/CSU,0.09437,571,5002,0.08627,0.10247
2019,No migration background,East,FDP,0.01398,100,5002,0.01073,0.01724
2019,No migration background,East,Bündnis90/Grüne,0.04735,274,5002,0.04147,0.05324
2019,No migration background,East,PDS/Linke,0.08457,412,5002,0.07685,0.09228
2019,No migration background,East,AfD,0.06052,268,5002,0.05392,0.06713
2019,No migration background,East,Others,0.00750,41,5002,0.00511,0.00989
2019,Direct migration background,West,Not leaning towards specific party,0.71565,2653,3648,0.70101,0.73029
2019,Direct migration background,West,SPD,0.08033,236,3648,0.07151,0.08915
2019,Direct migration background,West,CDU/CSU,0.09087,370,3648,0.08154,0.10020
2019,Direct migration background,West,FDP,0.01070,40,3648,0.00736,0.01403
2019,Direct migration background,West,Bündnis90/Grüne,0.05414,198,3648,0.04679,0.06148
2019,Direct migration background,West,PDS/Linke,0.02142,75,3648,0.01672,0.02612
2019,Direct migration background,West,AfD,0.02132,76,3648,0.01663,0.02600
2019,Direct migration background,East,Not leaning towards specific party,0.79765,239,239,0.74661,0.84870
2019,Indirect migration background,West,Not leaning towards specific party,0.71056,954,1373,0.68656,0.73456
2019,Indirect migration background,West,SPD,0.07418,109,1373,0.06031,0.08805
2019,Indirect migration background,West,CDU/CSU,0.05502,110,1373,0.04296,0.06709
2019,Indirect migration background,West,Bündnis90/Grüne,0.08636,159,1373,0.07150,0.10123
2019,Indirect migration background,West,PDS/Linke,0.03254,41,1373,0.02315,0.04193
2019,Indirect migration background,East,Not leaning towards specific party,0.75176,79,79,0.65589,0.84763
2020,No migration background,West,Not leaning towards specific party,0.48736,6361,13595,0.47896,0.49576
2020,No migration background,West,SPD,0.10894,1405,13595,0.10370,0.11418
2020,No migration background,West,CDU/CSU,0.18542,2602,13595,0.17889,0.19195
2020,No migration background,West,FDP,0.01872,343,13595,0.01644,0.02100
2020,No migration background,West,Bündnis90/Grüne,0.13118,2048,13595,0.12550,0.13685
2020,No migration background,West,PDS/Linke,0.02380,303,13595,0.02124,0.02636
2020,No migration background,West,AfD,0.02382,269,13595,0.02126,0.02639
2020,No migration background,West,Others,0.01283,166,13595,0.01094,0.01473
2020,No migration background,West,Party combinations,0.00776,98,13595,0.00628,0.00923
2020,No migration background,East,Not leaning towards specific party,0.61106,2759,4660,0.59706,0.62506
2020,No migration background,East,SPD,0.04670,233,4660,0.04065,0.05276
2020,No migration background,East,CDU/CSU,0.10353,531,4660,0.09478,0.11228
2020,No migration background,East,FDP,0.01449,77,4660,0.01106,0.01792
2020,No migration background,East,Bündnis90/Grüne,0.04966,286,4660,0.04342,0.05590
2020,No migration background,East,PDS/Linke,0.09399,429,4660,0.08561,0.10237
2020,No migration background,East,AfD,0.06327,272,4660,0.05628,0.07026
2020,No migration background,East,Others,0.00933,39,4660,0.00657,0.01209
2020,No migration background,East,Party combinations,0.00745,34,4660,0.00498,0.00992
2020,Direct migration background,West,Not leaning towards specific party,0.75573,6133,7401,0.74594,0.76552
2020,Direct migration background,West,SPD,0.05847,244,7401,0.05313,0.06382
2020,Direct migration background,West,CDU/CSU,0.08830,577,7401,0.08183,0.09476
2020,Direct migration background,West,FDP,0.00748,39,7401,0.00552,0.00945
2020,Direct migration background,West,Bündnis90/Grüne,0.05163,270,7401,0.04658,0.05667
2020,Direct migration background,West,PDS/Linke,0.01581,77,7401,0.01297,0.01865
2020,Direct migration background,West,AfD,0.01560,61,7401,0.01277,0.01842
2020,Direct migration background,East,Not leaning towards specific party,0.79772,757,847,0.77065,0.82479
2020,Direct migration background,East,CDU/CSU,0.07897,59,847,0.06080,0.09715
2020,Direct migration background,East,Bündnis90/Grüne,0.03941,31,847,0.02630,0.05252
2020,Indirect migration background,West,Not leaning towards specific party,0.66677,914,1342,0.64154,0.69200
2020,Indirect migration background,West,SPD,0.08484,110,1342,0.06993,0.09975
2020,Indirect migration background,West,CDU/CSU,0.07315,113,1342,0.05921,0.08709
2020,Indirect migration background,West,Bündnis90/Grüne,0.10811,168,1342,0.09149,0.12473
2020,Indirect migration background,West,PDS/Linke,0.02555,37,1342,0.01711,0.03400
2020,Indirect migration background,East,Not leaning towards specific party,0.76422,78,78,0.66941,0.85904
2021,No migration background,West,Not leaning towards specific party,0.47078,4285,9648,0.46082,0.48074
2021,No migration background,West,SPD,0.11589,1111,9648,0.10950,0.12228
2021,No migration background,West,CDU/CSU,0.17805,1726,9648,0.17042,0.18568
2021,No migration background,West,FDP,0.03640,409,9648,0.03266,0.04014
2021,No migration background,West,Bündnis90/Grüne,0.14500,1620,9648,0.13797,0.15203
2021,No migration background,West,PDS/Linke,0.02135,221,9648,0.01847,0.02424
2021,No migration background,West,AfD,0.01958,146,9648,0.01682,0.02235
2021,No migration background,West,Others,0.01268,130,9648,0.01045,0.01491
2021,No migration background,East,Not leaning towards specific party,0.60206,1861,3196,0.58509,0.61903
2021,No migration background,East,SPD,0.06633,218,3196,0.05770,0.07496
2021,No migration background,East,CDU/CSU,0.09057,346,3196,0.08062,0.10053
2021,No migration background,East,FDP,0.03180,90,3196,0.02572,0.03789
2021,No migration background,East,Bündnis90/Grüne,0.06947,248,3196,0.06065,0.07829
2021,No migration background,East,PDS/Linke,0.07769,254,3196,0.06841,0.08697
2021,No migration background,East,AfD,0.05256,141,3196,0.04482,0.06030
2021,No migration background,East,Others,0.00932,38,3196,0.00599,0.01266
2021,Direct migration background,West,Not leaning towards specific party,0.70020,3606,4616,0.68698,0.71342
2021,Direct migration background,West,SPD,0.08753,266,4616,0.07938,0.09569
2021,Direct migration background,West,CDU/CSU,0.09579,360,4616,0.08730,0.10428
2021,Direct migration background,West,FDP,0.01518,54,4616,0.01166,0.01871
2021,Direct migration background,West,Bündnis90/Grüne,0.06534,237,4616,0.05821,0.07247
2021,Direct migration background,West,PDS/Linke,0.01313,53,4616,0.00985,0.01642
2021,Direct migration background,West,AfD,0.01465,40,4616,0.01119,0.01812
2021,Direct migration background,East,Not leaning towards specific party,0.75997,419,489,0.72207,0.79786
2021,Direct migration background,East,CDU/CSU,0.06123,32,489,0.03996,0.08251
2021,Direct migration background,East,Bündnis90/Grüne,0.06751,38,489,0.04525,0.08977
2021,Indirect migration background,West,Not leaning towards specific party,0.64509,514,781,0.61151,0.67867
2021,Indirect migration background,West,SPD,0.07163,61,781,0.05353,0.08973
2021,Indirect migration background,West,CDU/CSU,0.06525,70,781,0.04792,0.08259
2021,Indirect migration background,West,FDP,0.03832,33,781,0.02485,0.05179
2021,Indirect migration background,West,Bündnis90/Grüne,0.09886,103,781,0.07792,0.11981
2021,Indirect migration background,East,Not leaning towards specific party,0.68379,49,49,0.55224,0.81534
2022,No migration background,West,Not leaning towards specific party,0.45921,6018,13322,0.45075,0.46767
2022,No migration background,West,SPD,0.12802,1573,13322,0.12235,0.13369
2022,No migration background,West,CDU/CSU,0.16877,2065,13322,0.16241,0.17513
2022,No migration background,West,FDP,0.03249,490,13322,0.02948,0.03550
2022,No migration background,West,Bündnis90/Grüne,0.16580,2535,13322,0.15948,0.17211
2022,No migration background,West,PDS/Linke,0.01410,225,13322,0.01210,0.01610
2022,No migration background,West,AfD,0.01850,238,13322,0.01621,0.02079
2022,No migration background,West,Others,0.01248,178,13322,0.01060,0.01437
2022,No migration background,East,Not leaning towards specific party,0.59908,2738,4585,0.58490,0.61327
2022,No migration background,East,SPD,0.08314,319,4585,0.07515,0.09113
2022,No migration background,East,CDU/CSU,0.09865,442,4585,0.09002,0.10728
2022,No migration background,East,FDP,0.02165,110,4585,0.01743,0.02586
2022,No migration background,East,Bündnis90/Grüne,0.07134,347,4585,0.06388,0.07879
2022,No migration background,East,PDS/Linke,0.05686,291,4585,0.05015,0.06356
2022,No migration background,East,AfD,0.05781,285,4585,0.05105,0.06457
2022,No migration background,East,Others,0.01111,53,4585,0.00808,0.01415
2022,Direct migration background,West,Not leaning towards specific party,0.70840,4306,5527,0.69642,0.72038
2022,Direct migration background,West,SPD,0.07770,303,5527,0.07065,0.08476
2022,Direct migration background,West,CDU/CSU,0.07610,316,5527,0.06911,0.08309
2022,Direct migration background,West,FDP,0.01499,62,5527,0.01178,0.01819
2022,Direct migration background,West,Bündnis90/Grüne,0.08178,354,5527,0.07456,0.08901
2022,Direct migration background,West,PDS/Linke,0.01602,91,5527,0.01271,0.01933
2022,Direct migration background,West,AfD,0.01985,63,5527,0.01617,0.02353
2022,Direct migration background,West,Others,0.00491,32,5527,0.00306,0.00675
2022,Direct migration background,East,Not leaning towards specific party,0.72327,593,685,0.68974,0.75680
2022,Direct migration background,East,SPD,0.06743,31,685,0.04864,0.08623
2022,Direct migration background,East,Bündnis90/Grüne,0.07423,61,685,0.05459,0.09388
2022,Indirect migration background,West,Not leaning towards specific party,0.61645,712,1200,0.58893,0.64397
2022,Indirect migration background,West,SPD,0.09050,112,1200,0.07426,0.10674
2022,Indirect migration background,West,CDU/CSU,0.09595,118,1200,0.07928,0.11262
2022,Indirect migration background,West,FDP,0.02295,37,1200,0.01448,0.03143
2022,Indirect migration background,West,Bündnis90/Grüne,0.12981,221,1200,0.11079,0.14884
2022,Indirect migration background,East,Not leaning towards specific party,0.68710,101,101,0.59622,0.77798
