"party","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"SPD","2001","16-34 Jahre alt","direkter Migrationshintergrund","62","0.0664850793208257","0.0495671066978443","0.0834030519438071"
"SPD","2001","16-34 Jahre alt","indirekter Migrationshintergrund","88","0.120456167281838","0.0955291275948003","0.145383206968875"
"SPD","2001","35-65 Jahre alt","kein Migrationshintergrund","2267","0.229353349189082","0.221262835576465","0.237443862801698"
"SPD","2001","35-65 Jahre alt","direkter Migrationshintergrund","278","0.171153183922036","0.153586800031124","0.188719567812947"
"SPD","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","2001","66 und älter","kein Migrationshintergrund","700","0.227485156509537","0.212651426781263","0.242318886237811"
"SPD","2001","66 und älter","direkter Migrationshintergrund","57","0.176409102202761","0.135952708640136","0.216865495765385"
"SPD","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2001","16-34 Jahre alt","kein Migrationshintergrund","64","0.014148350452501","0.010801693529992","0.01749500737501"
"FDP","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2001","35-65 Jahre alt","kein Migrationshintergrund","170","0.0185546437792865","0.0159577434897872","0.0211515440687857"
"FDP","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2001","66 und älter","kein Migrationshintergrund","62","0.022891580132697","0.0175994602094474","0.0281837000559465"
"FDP","2001","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2001","16-34 Jahre alt","kein Migrationshintergrund","213","0.0510395930945859","0.0448032477937851","0.0572759383953866"
"Grüne","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2001","35-65 Jahre alt","kein Migrationshintergrund","426","0.0419564482734353","0.0380982202903008","0.0458146762565698"
"Grüne","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2001","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","2001","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2001","16-34 Jahre alt","kein Migrationshintergrund","86","0.0169831998389923","0.0133218372847859","0.0206445623931987"
"PDS/Linke","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2001","35-65 Jahre alt","kein Migrationshintergrund","227","0.0172055726726808","0.0147031434045868","0.0197080019407747"
"PDS/Linke","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2001","66 und älter","kein Migrationshintergrund","108","0.0276551842239981","0.0218526348732855","0.0334577335747106"
"PDS/Linke","2001","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2001","16-34 Jahre alt","kein Migrationshintergrund","45","0.0084286541731832","0.00583809446108424","0.0110192138852822"
"Rechtsextrem","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2001","35-65 Jahre alt","kein Migrationshintergrund","49","0.00335249063627679","0.00224011752668593","0.00446486374586764"
"Rechtsextrem","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2001","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2001","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2001","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2001","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2001","66 und älter","kein Migrationshintergrund","","","",""
"AfD","2001","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2001","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2001","35-65 Jahre alt","kein Migrationshintergrund","42","0.0050405538582677","0.00367773629583466","0.00640337142070074"
"Sonstige","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2001","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2001","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2002","16-34 Jahre alt","kein Migrationshintergrund","3159","0.655075240530729","0.641595601950642","0.668554879110816"
"keine PI","2002","16-34 Jahre alt","direkter Migrationshintergrund","578","0.80200097633644","0.773367070257214","0.830634882415665"
"keine PI","2002","16-34 Jahre alt","indirekter Migrationshintergrund","459","0.7129920574852","0.677862904494861","0.748121210475539"
"keine PI","2002","35-65 Jahre alt","kein Migrationshintergrund","5560","0.514670454304985","0.505494423668313","0.523846484941656"
"keine PI","2002","35-65 Jahre alt","direkter Migrationshintergrund","1152","0.68251994499322","0.660508304641187","0.704531585345252"
"keine PI","2002","35-65 Jahre alt","indirekter Migrationshintergrund","63","0.511154235343143","0.425225518798032","0.597082951888253"
"keine PI","2002","66 und älter","kein Migrationshintergrund","1351","0.416832453069203","0.399879292660606","0.433785613477801"
"keine PI","2002","66 und älter","direkter Migrationshintergrund","196","0.526916414557718","0.474832868855563","0.578999960259872"
"keine PI","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2002","16-34 Jahre alt","kein Migrationshintergrund","550","0.109115679261433","0.100274204563192","0.117957153959675"
"CDU/CSU","2002","16-34 Jahre alt","direkter Migrationshintergrund","73","0.0941176757045156","0.0731363409546966","0.115099010454335"
"CDU/CSU","2002","16-34 Jahre alt","indirekter Migrationshintergrund","43","0.0663036789089928","0.0469817708261107","0.0856255869918748"
"CDU/CSU","2002","35-65 Jahre alt","kein Migrationshintergrund","2230","0.18214595552843","0.175059655439714","0.189232255617145"
"CDU/CSU","2002","35-65 Jahre alt","direkter Migrationshintergrund","229","0.123655431032572","0.108089304411564","0.139221557653579"
"CDU/CSU","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2002","66 und älter","kein Migrationshintergrund","906","0.280437558075402","0.264991218890926","0.295883897259879"
"CDU/CSU","2002","66 und älter","direkter Migrationshintergrund","92","0.271746029937","0.225339000169632","0.318153059704368"
"CDU/CSU","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2002","16-34 Jahre alt","kein Migrationshintergrund","608","0.133224346120875","0.123587928319992","0.142860763921757"
"SPD","2002","16-34 Jahre alt","direkter Migrationshintergrund","68","0.0744382009331866","0.0555773071988822","0.093299094667491"
"SPD","2002","16-34 Jahre alt","indirekter Migrationshintergrund","103","0.148448786203109","0.120838425108755","0.176059147297462"
"SPD","2002","35-65 Jahre alt","kein Migrationshintergrund","2385","0.21186951349496","0.204367027920955","0.219371999068965"
"SPD","2002","35-65 Jahre alt","direkter Migrationshintergrund","273","0.150538165947638","0.133628627362413","0.167447704532863"
"SPD","2002","35-65 Jahre alt","indirekter Migrationshintergrund","32","0.193721499465651","0.125784264750006","0.261658734181297"
"SPD","2002","66 und älter","kein Migrationshintergrund","743","0.235466190507942","0.220876843234783","0.250055537781101"
"SPD","2002","66 und älter","direkter Migrationshintergrund","55","0.171926826576586","0.13256575443553","0.211287898717641"
"SPD","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2002","16-34 Jahre alt","kein Migrationshintergrund","108","0.0221940694426699","0.0180165808355085","0.0263715580498313"
"FDP","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2002","35-65 Jahre alt","kein Migrationshintergrund","298","0.0205890971805363","0.0179819053320241","0.0231962890290484"
"FDP","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2002","66 und älter","kein Migrationshintergrund","81","0.0236983692051407","0.0184680948155845","0.0289286435946969"
"FDP","2002","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2002","16-34 Jahre alt","kein Migrationshintergrund","176","0.0429550143263341","0.0372053355710082","0.04870469308166"
"Grüne","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2002","35-65 Jahre alt","kein Migrationshintergrund","535","0.0404242019485101","0.0368081701483427","0.0440402337486775"
"Grüne","2002","35-65 Jahre alt","direkter Migrationshintergrund","30","0.020414563858523","0.0137276192748768","0.0271015084421691"
"Grüne","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2002","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","2002","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2002","16-34 Jahre alt","kein Migrationshintergrund","112","0.0214051474844889","0.0173009235741866","0.0255093713947912"
"PDS/Linke","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2002","35-65 Jahre alt","kein Migrationshintergrund","299","0.0216460505754124","0.0189742182099672","0.0243178829408576"
"PDS/Linke","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2002","66 und älter","kein Migrationshintergrund","132","0.0336887306665544","0.0274846979201431","0.0398927634129657"
"PDS/Linke","2002","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2002","16-34 Jahre alt","kein Migrationshintergrund","39","0.0104254109473679","0.00754508703994549","0.0133057348547904"
"Rechtsextrem","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2002","35-65 Jahre alt","kein Migrationshintergrund","34","0.00281192192994131","0.00183970755325313","0.00378413630662949"
"Rechtsextrem","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2002","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2002","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2002","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2002","66 und älter","kein Migrationshintergrund","","","",""
"AfD","2002","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2002","35-65 Jahre alt","kein Migrationshintergrund","55","0.00584280503722505","0.00444350740833743","0.00724210266611267"
"Sonstige","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2002","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2002","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2003","16-34 Jahre alt","kein Migrationshintergrund","2789","0.599605871092889","0.585350036953295","0.613861705232484"
"keine PI","2003","16-34 Jahre alt","direkter Migrationshintergrund","506","0.721706788078719","0.688022657958996","0.755390918198443"
"keine PI","2003","16-34 Jahre alt","indirekter Migrationshintergrund","439","0.702703952265443","0.667153756687981","0.738254147842905"
"keine PI","2003","35-65 Jahre alt","kein Migrationshintergrund","5041","0.483600671482905","0.474214028132653","0.492987314833158"
"keine PI","2003","35-65 Jahre alt","direkter Migrationshintergrund","1082","0.673829928288932","0.65085864263467","0.696801213943194"
"keine PI","2003","35-65 Jahre alt","indirekter Migrationshintergrund","67","0.517511437335182","0.433837290068723","0.601185584601641"
"keine PI","2003","66 und älter","kein Migrationshintergrund","1341","0.400730489288625","0.384031021702564","0.417429956874686"
"keine PI","2003","66 und älter","direkter Migrationshintergrund","209","0.544270358808366","0.492823623522858","0.595717094093873"
"keine PI","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2003","16-34 Jahre alt","kein Migrationshintergrund","701","0.150860279764393","0.140446871924696","0.161273687604091"
"CDU/CSU","2003","16-34 Jahre alt","direkter Migrationshintergrund","95","0.137325915753898","0.111456104369051","0.163195727138746"
"CDU/CSU","2003","16-34 Jahre alt","indirekter Migrationshintergrund","50","0.0861336645851136","0.0643119419979894","0.107955387172238"
"CDU/CSU","2003","35-65 Jahre alt","kein Migrationshintergrund","2473","0.213275205956637","0.205581144717842","0.220969267195433"
"CDU/CSU","2003","35-65 Jahre alt","direkter Migrationshintergrund","237","0.139699741340283","0.122712966610282","0.156686516070285"
"CDU/CSU","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2003","66 und älter","kein Migrationshintergrund","977","0.296734782029402","0.281167631043547","0.312301933015257"
"CDU/CSU","2003","66 und älter","direkter Migrationshintergrund","92","0.266789772921883","0.221102452597727","0.312477093246039"
"CDU/CSU","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2003","16-34 Jahre alt","kein Migrationshintergrund","540","0.122704613851124","0.113158662550629","0.132250565151618"
"SPD","2003","16-34 Jahre alt","direkter Migrationshintergrund","50","0.0754322892682832","0.0555831517842009","0.0952814267523656"
"SPD","2003","16-34 Jahre alt","indirekter Migrationshintergrund","89","0.128193730510558","0.102191858556683","0.154195602464433"
"SPD","2003","35-65 Jahre alt","kein Migrationshintergrund","2170","0.20525206219613","0.19766571867398","0.212838405718281"
"SPD","2003","35-65 Jahre alt","direkter Migrationshintergrund","223","0.129831403537453","0.113361931442933","0.146300875631973"
"SPD","2003","35-65 Jahre alt","indirekter Migrationshintergrund","30","0.189021319796302","0.123459964675463","0.254582674917141"
"SPD","2003","66 und älter","kein Migrationshintergrund","764","0.241734162842381","0.227144505200112","0.25632382048465"
"SPD","2003","66 und älter","direkter Migrationshintergrund","48","0.157454211551688","0.119829711531234","0.195078711572141"
"SPD","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2003","16-34 Jahre alt","kein Migrationshintergrund","114","0.0271848705020875","0.0224534163334686","0.0319163246707063"
"FDP","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2003","35-65 Jahre alt","kein Migrationshintergrund","257","0.0196269374026365","0.0170214079395968","0.0222324668656762"
"FDP","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2003","66 und älter","kein Migrationshintergrund","63","0.018040963580279","0.0135052889665589","0.0225766381939991"
"FDP","2003","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2003","16-34 Jahre alt","kein Migrationshintergrund","264","0.0700575172988374","0.0626312383104301","0.0774837962872447"
"Grüne","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2003","16-34 Jahre alt","indirekter Migrationshintergrund","44","0.066242746761783","0.0468986975375498","0.0855867959860162"
"Grüne","2003","35-65 Jahre alt","kein Migrationshintergrund","667","0.0568115025401953","0.0524634836666091","0.0611595214137814"
"Grüne","2003","35-65 Jahre alt","direkter Migrationshintergrund","35","0.0334558679051314","0.0246446671908517","0.0422670686194111"
"Grüne","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2003","66 und älter","kein Migrationshintergrund","42","0.0111489230515984","0.00757086613203341","0.0147269799711634"
"Grüne","2003","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2003","16-34 Jahre alt","kein Migrationshintergrund","73","0.0147176545791162","0.0112140466647085","0.0182212624935239"
"PDS/Linke","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2003","35-65 Jahre alt","kein Migrationshintergrund","203","0.0142130108163737","0.0119896568008783","0.016436364831869"
"PDS/Linke","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2003","66 und älter","kein Migrationshintergrund","111","0.0271614040108405","0.021622015263446","0.0327007927582351"
"PDS/Linke","2003","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2003","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2003","35-65 Jahre alt","kein Migrationshintergrund","34","0.00324156719084235","0.00217387391348261","0.0043092604682021"
"Rechtsextrem","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2003","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2003","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2003","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2003","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2003","66 und älter","kein Migrationshintergrund","","","",""
"AfD","2003","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2003","16-34 Jahre alt","kein Migrationshintergrund","30","0.0074454925797133","0.00494434253603397","0.00994664262339262"
"Sonstige","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2003","35-65 Jahre alt","kein Migrationshintergrund","43","0.00397904241427911","0.0027965521943326","0.00516153263422563"
"Sonstige","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2003","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2003","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2004","16-34 Jahre alt","kein Migrationshintergrund","2958","0.669812029590871","0.655849581453419","0.683774477728324"
"keine PI","2004","16-34 Jahre alt","direkter Migrationshintergrund","481","0.733291252836473","0.698648068371059","0.767934437301887"
"keine PI","2004","16-34 Jahre alt","indirekter Migrationshintergrund","491","0.777471805565206","0.745396804579086","0.809546806551326"
"keine PI","2004","35-65 Jahre alt","kein Migrationshintergrund","5615","0.558100345263275","0.548612324027861","0.567588366498689"
"keine PI","2004","35-65 Jahre alt","direkter Migrationshintergrund","1105","0.717579167731977","0.695211197814245","0.739947137649709"
"keine PI","2004","35-65 Jahre alt","indirekter Migrationshintergrund","91","0.57676799711832","0.49822343474148","0.655312559495159"
"keine PI","2004","66 und älter","kein Migrationshintergrund","1618","0.474628471019145","0.457887824674056","0.491369117364234"
"keine PI","2004","66 und älter","direkter Migrationshintergrund","234","0.620842551480219","0.571136635440669","0.670548467519769"
"keine PI","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2004","16-34 Jahre alt","kein Migrationshintergrund","547","0.12625689335101","0.116395826369601","0.136117960332419"
"CDU/CSU","2004","16-34 Jahre alt","direkter Migrationshintergrund","83","0.152072127474739","0.123942421615667","0.180201833333812"
"CDU/CSU","2004","16-34 Jahre alt","indirekter Migrationshintergrund","49","0.0652662257742505","0.0462195122805218","0.0843129392679792"
"CDU/CSU","2004","35-65 Jahre alt","kein Migrationshintergrund","2108","0.186415799020105","0.178975330512026","0.193856267528184"
"CDU/CSU","2004","35-65 Jahre alt","direkter Migrationshintergrund","209","0.124103326425177","0.107721533030084","0.140485119820271"
"CDU/CSU","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2004","66 und älter","kein Migrationshintergrund","930","0.27112748844786","0.256224456817347","0.286030520078372"
"CDU/CSU","2004","66 und älter","direkter Migrationshintergrund","79","0.234350480967235","0.190953903467913","0.277747058466557"
"CDU/CSU","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2004","16-34 Jahre alt","kein Migrationshintergrund","424","0.102394058402992","0.0933931837081466","0.111394933097837"
"SPD","2004","16-34 Jahre alt","direkter Migrationshintergrund","33","0.0579491984011824","0.0396462185103944","0.0762521782919705"
"SPD","2004","16-34 Jahre alt","indirekter Migrationshintergrund","75","0.0968560348439391","0.0740487457765691","0.119663323911309"
"SPD","2004","35-65 Jahre alt","kein Migrationshintergrund","1703","0.162761988626925","0.155709236285855","0.169814740967994"
"SPD","2004","35-65 Jahre alt","direkter Migrationshintergrund","178","0.118101475870851","0.102066058619135","0.134136893122567"
"SPD","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","2004","66 und älter","kein Migrationshintergrund","619","0.190978616764728","0.177801074013076","0.20415615951638"
"SPD","2004","66 und älter","direkter Migrationshintergrund","41","0.114398188077059","0.0817892715200678","0.14700710463405"
"SPD","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2004","16-34 Jahre alt","kein Migrationshintergrund","94","0.0235658729608774","0.01906219094825","0.0280695549735047"
"FDP","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2004","35-65 Jahre alt","kein Migrationshintergrund","210","0.0157428177303188","0.0133645913005048","0.0181210441601329"
"FDP","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2004","66 und älter","kein Migrationshintergrund","68","0.0207000246850118","0.0159268715784194","0.0254731777916042"
"FDP","2004","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2004","16-34 Jahre alt","kein Migrationshintergrund","218","0.051190606530997","0.044647422977701","0.0577337900842931"
"Grüne","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2004","35-65 Jahre alt","kein Migrationshintergrund","579","0.0506070227445716","0.0464192213921164","0.0547948240970267"
"Grüne","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","2004","66 und älter","kein Migrationshintergrund","51","0.0118948017474945","0.00826032196089226","0.0155292815340967"
"Grüne","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2004","16-34 Jahre alt","kein Migrationshintergrund","67","0.0137047380109649","0.0102529563238724","0.0171565196980574"
"PDS/Linke","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2004","35-65 Jahre alt","kein Migrationshintergrund","221","0.0169807796041192","0.0145123685157355","0.019449190692503"
"PDS/Linke","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2004","66 und älter","kein Migrationshintergrund","120","0.0270405238325262","0.0216028019898396","0.0324782456752129"
"PDS/Linke","2004","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2004","35-65 Jahre alt","kein Migrationshintergrund","36","0.00430163165512209","0.00305126271006914","0.00555200060017504"
"Rechtsextrem","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2004","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2004","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2004","66 und älter","kein Migrationshintergrund","","","",""
"AfD","2004","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
