year,bula_h,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Mecklenburg-Western Pomerania,2nd Quintile,Not leaning towards specific party,0.72747,89,89,0.63444,0.82051
2004,Mecklenburg-Western Pomerania,3rd Quintile,Not leaning towards specific party,0.71106,68,68,0.60252,0.81960
2004,Mecklenburg-Western Pomerania,4th Quintile,Not leaning towards specific party,0.67323,62,62,0.55552,0.79093
2004,Mecklenburg-Western Pomerania,5th Quintile,Not leaning towards specific party,0.43779,34,34,0.26852,0.60706
2004,Saxony,1st Quintile,Not leaning towards specific party,0.71082,224,259,0.65550,0.76614
2004,Saxony,1st Quintile,CDU/CSU,0.12122,35,259,0.08140,0.16105
2004,Saxony,2nd Quintile,Not leaning towards specific party,0.72259,296,336,0.67464,0.77053
2004,Saxony,2nd Quintile,CDU/CSU,0.12797,40,336,0.09220,0.16374
2004,Saxony,3rd Quintile,Not leaning towards specific party,0.71113,281,329,0.66208,0.76018
2004,Saxony,3rd Quintile,CDU/CSU,0.11431,48,329,0.07987,0.14874
2004,Saxony,4th Quintile,Not leaning towards specific party,0.63389,173,235,0.57217,0.69562
2004,Saxony,4th Quintile,CDU/CSU,0.10100,31,235,0.06239,0.13961
2004,Saxony,4th Quintile,PDS/Linke,0.13591,31,235,0.09200,0.17982
2004,Saxony,5th Quintile,Not leaning towards specific party,0.53761,117,163,0.46083,0.61439
2004,Saxony,5th Quintile,CDU/CSU,0.25746,46,163,0.19013,0.32479
2004,Saxony-Anhalt,1st Quintile,Not leaning towards specific party,0.79831,133,133,0.72986,0.86677
2004,Saxony-Anhalt,2nd Quintile,Not leaning towards specific party,0.66913,158,189,0.60187,0.73639
2004,Saxony-Anhalt,2nd Quintile,SPD,0.14913,31,189,0.09821,0.20005
2004,Saxony-Anhalt,3rd Quintile,Not leaning towards specific party,0.73743,148,148,0.66630,0.80857
2004,Saxony-Anhalt,4th Quintile,Not leaning towards specific party,0.66258,140,140,0.58398,0.74119
2004,Saxony-Anhalt,5th Quintile,Not leaning towards specific party,0.52489,71,71,0.40790,0.64187
2004,Thuringa,1st Quintile,Not leaning towards specific party,0.82839,160,160,0.76978,0.88700
2004,Thuringa,2nd Quintile,Not leaning towards specific party,0.68798,158,191,0.62210,0.75386
2004,Thuringa,2nd Quintile,CDU/CSU,0.12758,33,191,0.08014,0.17502
2004,Thuringa,3rd Quintile,Not leaning towards specific party,0.66599,153,191,0.59892,0.73305
2004,Thuringa,3rd Quintile,CDU/CSU,0.16197,38,191,0.10959,0.21436
2004,Thuringa,4th Quintile,Not leaning towards specific party,0.61950,115,115,0.53037,0.70862
2004,Thuringa,5th Quintile,Not leaning towards specific party,0.58080,71,107,0.48687,0.67474
2004,Thuringa,5th Quintile,CDU/CSU,0.28879,36,107,0.20251,0.37506
2005,Schleswig-Holstein,1st Quintile,Not leaning towards specific party,0.73200,51,51,0.60923,0.85477
2005,Schleswig-Holstein,2nd Quintile,Not leaning towards specific party,0.63693,65,65,0.51911,0.75475
2005,Schleswig-Holstein,3rd Quintile,Not leaning towards specific party,0.66902,70,70,0.55799,0.78006
2005,Schleswig-Holstein,4th Quintile,Not leaning towards specific party,0.38387,48,81,0.27730,0.49044
2005,Schleswig-Holstein,4th Quintile,SPD,0.29378,33,81,0.19397,0.39359
2005,Schleswig-Holstein,5th Quintile,Not leaning towards specific party,0.37601,81,199,0.30854,0.44348
2005,Schleswig-Holstein,5th Quintile,SPD,0.22858,54,199,0.17009,0.28707
2005,Schleswig-Holstein,5th Quintile,CDU/CSU,0.27101,64,199,0.20910,0.33292
2005,Hamburg,5th Quintile,SPD,0.31564,37,37,0.16381,0.46746
2005,Lower Saxony,1st Quintile,Not leaning towards specific party,0.73468,176,208,0.67453,0.79482
2005,Lower Saxony,1st Quintile,SPD,0.13147,32,208,0.08544,0.17751
2005,Lower Saxony,2nd Quintile,Not leaning towards specific party,0.53355,141,246,0.47108,0.59602
2005,Lower Saxony,2nd Quintile,SPD,0.26916,64,246,0.21362,0.32470
2005,Lower Saxony,2nd Quintile,CDU/CSU,0.13443,41,246,0.09171,0.17714
2005,Lower Saxony,3rd Quintile,Not leaning towards specific party,0.55380,175,305,0.49792,0.60969
2005,Lower Saxony,3rd Quintile,SPD,0.19553,64,305,0.15095,0.24012
2005,Lower Saxony,3rd Quintile,CDU/CSU,0.20461,66,305,0.15926,0.24996
2005,Lower Saxony,4th Quintile,Not leaning towards specific party,0.44595,184,371,0.39530,0.49659
2005,Lower Saxony,4th Quintile,SPD,0.22113,91,371,0.17885,0.26342
2005,Lower Saxony,4th Quintile,CDU/CSU,0.24678,96,371,0.20285,0.29071
2005,Lower Saxony,5th Quintile,Not leaning towards specific party,0.39786,217,495,0.35470,0.44102
2005,Lower Saxony,5th Quintile,SPD,0.16562,105,495,0.13284,0.19840
2005,Lower Saxony,5th Quintile,CDU/CSU,0.35282,173,495,0.31068,0.39495
2005,North Rhine-Westphalia,1st Quintile,Not leaning towards specific party,0.68905,465,628,0.65282,0.72528
2005,North Rhine-Westphalia,1st Quintile,SPD,0.13844,87,628,0.11141,0.16548
2005,North Rhine-Westphalia,1st Quintile,CDU/CSU,0.13242,76,628,0.10589,0.15895
2005,North Rhine-Westphalia,2nd Quintile,Not leaning towards specific party,0.57713,425,673,0.53978,0.61448
2005,North Rhine-Westphalia,2nd Quintile,SPD,0.23989,159,673,0.20761,0.27218
2005,North Rhine-Westphalia,2nd Quintile,CDU/CSU,0.10670,89,673,0.08336,0.13005
2005,North Rhine-Westphalia,3rd Quintile,Not leaning towards specific party,0.50426,353,685,0.46679,0.54173
2005,North Rhine-Westphalia,3rd Quintile,SPD,0.23408,161,685,0.20235,0.26581
2005,North Rhine-Westphalia,3rd Quintile,CDU/CSU,0.20074,138,685,0.17072,0.23076
2005,North Rhine-Westphalia,3rd Quintile,Bündnis90/Grüne,0.04268,33,685,0.02753,0.05782
2005,North Rhine-Westphalia,4th Quintile,Not leaning towards specific party,0.52283,462,854,0.48931,0.55635
2005,North Rhine-Westphalia,4th Quintile,SPD,0.20923,194,854,0.18194,0.23653
2005,North Rhine-Westphalia,4th Quintile,CDU/CSU,0.19641,160,854,0.16975,0.22307
2005,North Rhine-Westphalia,4th Quintile,Bündnis90/Grüne,0.04516,38,854,0.03123,0.05910
2005,North Rhine-Westphalia,5th Quintile,Not leaning towards specific party,0.37398,490,1351,0.34817,0.39980
2005,North Rhine-Westphalia,5th Quintile,SPD,0.18824,256,1351,0.16739,0.20909
2005,North Rhine-Westphalia,5th Quintile,CDU/CSU,0.29575,430,1351,0.27140,0.32009
2005,North Rhine-Westphalia,5th Quintile,FDP,0.04277,76,1351,0.03198,0.05356
2005,North Rhine-Westphalia,5th Quintile,Bündnis90/Grüne,0.08210,99,1351,0.06746,0.09674
2005,Hesse,1st Quintile,Not leaning towards specific party,0.64343,115,147,0.56574,0.72113
2005,Hesse,1st Quintile,SPD,0.17583,32,147,0.11408,0.23758
2005,Hesse,2nd Quintile,Not leaning towards specific party,0.63689,112,112,0.54743,0.72636
2005,Hesse,3rd Quintile,Not leaning towards specific party,0.51817,133,233,0.45387,0.58247
2005,Hesse,3rd Quintile,SPD,0.30600,59,233,0.24670,0.36530
2005,Hesse,3rd Quintile,CDU/CSU,0.15338,41,233,0.10701,0.19975
2005,Hesse,4th Quintile,Not leaning towards specific party,0.58699,166,263,0.52736,0.64661
2005,Hesse,4th Quintile,SPD,0.20131,56,263,0.15275,0.24986
2005,Hesse,4th Quintile,CDU/CSU,0.14349,41,263,0.10104,0.18594
2005,Hesse,5th Quintile,Not leaning towards specific party,0.41579,186,450,0.37020,0.46137
2005,Hesse,5th Quintile,SPD,0.25090,116,450,0.21080,0.29100
2005,Hesse,5th Quintile,CDU/CSU,0.20758,106,450,0.17006,0.24509
2005,Hesse,5th Quintile,Bündnis90/Grüne,0.08040,42,450,0.05525,0.10555
2005,"Rhineland-Palatinate, Saarland",1st Quintile,Not leaning towards specific party,0.71990,139,139,0.64498,0.79482
2005,"Rhineland-Palatinate, Saarland",2nd Quintile,Not leaning towards specific party,0.73404,155,155,0.66425,0.80382
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,Not leaning towards specific party,0.63860,156,195,0.57100,0.70621
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,CDU/CSU,0.16306,39,195,0.11107,0.21504
2005,"Rhineland-Palatinate, Saarland",4th Quintile,Not leaning towards specific party,0.58084,151,252,0.51979,0.64188
2005,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.16305,45,252,0.11735,0.20875
2005,"Rhineland-Palatinate, Saarland",4th Quintile,CDU/CSU,0.18512,56,252,0.13707,0.23317
2005,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.51877,149,283,0.46046,0.57709
2005,"Rhineland-Palatinate, Saarland",5th Quintile,SPD,0.13822,46,283,0.09794,0.17851
2005,"Rhineland-Palatinate, Saarland",5th Quintile,CDU/CSU,0.25273,88,283,0.20201,0.30346
2005,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.65630,227,302,0.60265,0.70996
2005,Baden-Wuerttemberg,1st Quintile,SPD,0.12304,42,302,0.08593,0.16015
2005,Baden-Wuerttemberg,1st Quintile,CDU/CSU,0.12739,33,302,0.08972,0.16506
2005,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.66116,256,360,0.61220,0.71012
2005,Baden-Wuerttemberg,2nd Quintile,SPD,0.12469,63,360,0.09051,0.15886
2005,Baden-Wuerttemberg,2nd Quintile,CDU/CSU,0.14526,41,360,0.10881,0.18171
2005,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.64761,295,418,0.60176,0.69346
2005,Baden-Wuerttemberg,3rd Quintile,SPD,0.12193,62,418,0.09052,0.15333
2005,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.15690,61,418,0.12199,0.19181
2005,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.54924,308,518,0.50635,0.59213
2005,Baden-Wuerttemberg,4th Quintile,SPD,0.19633,103,518,0.16209,0.23057
2005,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.18502,107,518,0.15155,0.21849
2005,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.42059,348,804,0.38645,0.45474
2005,Baden-Wuerttemberg,5th Quintile,SPD,0.16912,150,804,0.14319,0.19504
2005,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.24329,196,804,0.21361,0.27297
2005,Baden-Wuerttemberg,5th Quintile,FDP,0.04920,34,804,0.03424,0.06416
2005,Baden-Wuerttemberg,5th Quintile,Bündnis90/Grüne,0.10388,76,804,0.08277,0.12498
2005,Bavaria,1st Quintile,Not leaning towards specific party,0.75652,224,262,0.70445,0.80859
2005,Bavaria,1st Quintile,CDU/CSU,0.11834,38,262,0.07916,0.15753
2005,Bavaria,2nd Quintile,Not leaning towards specific party,0.64845,276,417,0.60257,0.69433
2005,Bavaria,2nd Quintile,SPD,0.09525,43,417,0.06704,0.12346
2005,Bavaria,2nd Quintile,CDU/CSU,0.22684,98,417,0.18659,0.26708
2005,Bavaria,3rd Quintile,Not leaning towards specific party,0.61064,284,450,0.56554,0.65574
2005,Bavaria,3rd Quintile,SPD,0.12553,67,450,0.09488,0.15618
2005,Bavaria,3rd Quintile,CDU/CSU,0.20844,99,450,0.17087,0.24601
2005,Bavaria,4th Quintile,Not leaning towards specific party,0.50965,332,581,0.46897,0.55034
2005,Bavaria,4th Quintile,SPD,0.11740,74,581,0.09120,0.14359
2005,Bavaria,4th Quintile,CDU/CSU,0.30850,175,581,0.27091,0.34609
2005,Bavaria,5th Quintile,Not leaning towards specific party,0.41289,440,1004,0.38242,0.44336
2005,Bavaria,5th Quintile,SPD,0.15420,149,1004,0.13185,0.17655
2005,Bavaria,5th Quintile,CDU/CSU,0.34235,332,1004,0.31298,0.37171
2005,Bavaria,5th Quintile,Bündnis90/Grüne,0.05663,83,1004,0.04232,0.07093
2005,Berlin,1st Quintile,Not leaning towards specific party,0.61688,113,113,0.52685,0.70692
2005,Berlin,2nd Quintile,Not leaning towards specific party,0.59033,71,71,0.47512,0.70553
2005,Berlin,3rd Quintile,Not leaning towards specific party,0.52136,63,94,0.41983,0.62289
2005,Berlin,3rd Quintile,SPD,0.23365,31,94,0.14765,0.31965
2005,Berlin,4th Quintile,Not leaning towards specific party,0.54307,79,79,0.43251,0.65362
2005,Berlin,5th Quintile,Not leaning towards specific party,0.38029,82,160,0.30483,0.45574
2005,Berlin,5th Quintile,SPD,0.21315,39,160,0.14949,0.27681
2005,Berlin,5th Quintile,CDU/CSU,0.22252,39,160,0.15786,0.28717
2005,Brandenburg,1st Quintile,Not leaning towards specific party,0.75242,115,115,0.67319,0.83165
2005,Brandenburg,2nd Quintile,Not leaning towards specific party,0.72691,156,156,0.65677,0.79705
2005,Brandenburg,3rd Quintile,Not leaning towards specific party,0.65571,106,106,0.56483,0.74659
2005,Brandenburg,4th Quintile,Not leaning towards specific party,0.53990,112,112,0.44718,0.63262
2005,Brandenburg,5th Quintile,Not leaning towards specific party,0.52648,63,63,0.40220,0.65077
2005,Mecklenburg-Western Pomerania,1st Quintile,Not leaning towards specific party,0.82563,83,83,0.74350,0.90775
2005,Mecklenburg-Western Pomerania,2nd Quintile,Not leaning towards specific party,0.78339,109,109,0.70570,0.86108
2005,Mecklenburg-Western Pomerania,3rd Quintile,Not leaning towards specific party,0.63555,56,56,0.50835,0.76274
2005,Mecklenburg-Western Pomerania,4th Quintile,Not leaning towards specific party,0.69378,56,56,0.57196,0.81560
2005,Mecklenburg-Western Pomerania,5th Quintile,Not leaning towards specific party,0.43417,35,35,0.26756,0.60077
2005,Saxony,1st Quintile,Not leaning towards specific party,0.71355,234,265,0.65901,0.76808
2005,Saxony,1st Quintile,CDU/CSU,0.07788,31,265,0.04555,0.11020
2005,Saxony,2nd Quintile,Not leaning towards specific party,0.72302,259,308,0.67296,0.77308
2005,Saxony,2nd Quintile,CDU/CSU,0.13236,49,308,0.09445,0.17027
2005,Saxony,3rd Quintile,Not leaning towards specific party,0.69781,234,301,0.64585,0.74978
2005,Saxony,3rd Quintile,SPD,0.08606,31,301,0.05432,0.11780
2005,Saxony,3rd Quintile,CDU/CSU,0.08700,36,301,0.05511,0.11890
2005,Saxony,4th Quintile,Not leaning towards specific party,0.61095,188,229,0.54767,0.67424
2005,Saxony,4th Quintile,CDU/CSU,0.16596,41,229,0.11767,0.21426
2005,Saxony,5th Quintile,Not leaning towards specific party,0.45721,105,156,0.37878,0.53564
2005,Saxony,5th Quintile,CDU/CSU,0.27606,51,156,0.20568,0.34644
2005,Saxony-Anhalt,1st Quintile,Not leaning towards specific party,0.72425,127,127,0.64622,0.80228
2005,Saxony-Anhalt,2nd Quintile,Not leaning towards specific party,0.59320,134,165,0.51801,0.66838
2005,Saxony-Anhalt,2nd Quintile,SPD,0.15227,31,165,0.09728,0.20726
2005,Saxony-Anhalt,3rd Quintile,Not leaning towards specific party,0.73444,162,162,0.66622,0.80266
2005,Saxony-Anhalt,4th Quintile,Not leaning towards specific party,0.67457,121,121,0.59074,0.75840
2005,Saxony-Anhalt,5th Quintile,Not leaning towards specific party,0.41624,64,64,0.29451,0.53796
2005,Thuringa,1st Quintile,Not leaning towards specific party,0.73253,146,146,0.66048,0.80458
2005,Thuringa,2nd Quintile,Not leaning towards specific party,0.70128,162,162,0.63058,0.77198
2005,Thuringa,3rd Quintile,Not leaning towards specific party,0.57701,111,152,0.49821,0.65581
2005,Thuringa,3rd Quintile,CDU/CSU,0.18556,41,152,0.12356,0.24757
2005,Thuringa,4th Quintile,Not leaning towards specific party,0.65485,102,102,0.56213,0.74757
2005,Thuringa,5th Quintile,Not leaning towards specific party,0.67993,68,68,0.56823,0.79164
2006,Schleswig-Holstein,1st Quintile,Not leaning towards specific party,0.63931,45,45,0.49742,0.78120
2006,Schleswig-Holstein,2nd Quintile,Not leaning towards specific party,0.55339,47,47,0.40972,0.69706
2006,Schleswig-Holstein,3rd Quintile,Not leaning towards specific party,0.52359,55,55,0.39037,0.65680
2006,Schleswig-Holstein,4th Quintile,Not leaning towards specific party,0.44795,68,100,0.35000,0.54591
2006,Schleswig-Holstein,4th Quintile,SPD,0.22240,32,100,0.14048,0.30432
2006,Schleswig-Holstein,5th Quintile,Not leaning towards specific party,0.35738,50,163,0.28358,0.43118
2006,Schleswig-Holstein,5th Quintile,SPD,0.22412,40,163,0.15991,0.28833
2006,Schleswig-Holstein,5th Quintile,CDU/CSU,0.31464,73,163,0.24313,0.38615
2006,Hamburg,5th Quintile,SPD,0.32172,34,34,0.16233,0.48110
2006,Lower Saxony,1st Quintile,Not leaning towards specific party,0.67568,139,173,0.60572,0.74564
2006,Lower Saxony,1st Quintile,SPD,0.16105,34,173,0.10612,0.21599
2006,Lower Saxony,2nd Quintile,Not leaning towards specific party,0.54362,149,259,0.48284,0.60440
2006,Lower Saxony,2nd Quintile,SPD,0.25238,70,259,0.19938,0.30539
2006,Lower Saxony,2nd Quintile,CDU/CSU,0.14956,40,259,0.10604,0.19308
2006,Lower Saxony,3rd Quintile,Not leaning towards specific party,0.44648,135,275,0.38762,0.50535
2006,Lower Saxony,3rd Quintile,SPD,0.26936,63,275,0.21683,0.32189
2006,Lower Saxony,3rd Quintile,CDU/CSU,0.23622,77,275,0.18592,0.28651
2006,Lower Saxony,4th Quintile,Not leaning towards specific party,0.43932,171,360,0.38798,0.49066
2006,Lower Saxony,4th Quintile,SPD,0.28146,107,360,0.23494,0.32798
2006,Lower Saxony,4th Quintile,CDU/CSU,0.21900,82,360,0.17622,0.26179
2006,Lower Saxony,5th Quintile,Not leaning towards specific party,0.33264,161,462,0.28963,0.37565
2006,Lower Saxony,5th Quintile,SPD,0.16488,118,462,0.13101,0.19876
2006,Lower Saxony,5th Quintile,CDU/CSU,0.41640,183,462,0.37140,0.46140
2006,North Rhine-Westphalia,1st Quintile,Not leaning towards specific party,0.68297,421,598,0.64564,0.72029
2006,North Rhine-Westphalia,1st Quintile,SPD,0.17358,109,598,0.14320,0.20397
2006,North Rhine-Westphalia,1st Quintile,CDU/CSU,0.10247,68,598,0.07814,0.12680
2006,North Rhine-Westphalia,2nd Quintile,Not leaning towards specific party,0.56326,374,590,0.52321,0.60332
2006,North Rhine-Westphalia,2nd Quintile,SPD,0.21097,124,590,0.17802,0.24392
2006,North Rhine-Westphalia,2nd Quintile,CDU/CSU,0.15291,92,590,0.12384,0.18197
2006,North Rhine-Westphalia,3rd Quintile,Not leaning towards specific party,0.50131,356,621,0.46195,0.54067
2006,North Rhine-Westphalia,3rd Quintile,SPD,0.24408,149,621,0.21027,0.27789
2006,North Rhine-Westphalia,3rd Quintile,CDU/CSU,0.17211,116,621,0.14240,0.20183
2006,North Rhine-Westphalia,4th Quintile,Not leaning towards specific party,0.49607,361,749,0.46023,0.53190
2006,North Rhine-Westphalia,4th Quintile,SPD,0.21935,185,749,0.18969,0.24900
2006,North Rhine-Westphalia,4th Quintile,CDU/CSU,0.20553,171,749,0.17657,0.23449
2006,North Rhine-Westphalia,4th Quintile,Bündnis90/Grüne,0.03029,32,749,0.01800,0.04257
2006,North Rhine-Westphalia,5th Quintile,Not leaning towards specific party,0.35939,438,1269,0.33298,0.38580
2006,North Rhine-Westphalia,5th Quintile,SPD,0.19263,253,1269,0.17093,0.21434
2006,North Rhine-Westphalia,5th Quintile,CDU/CSU,0.30180,416,1269,0.27653,0.32706
2006,North Rhine-Westphalia,5th Quintile,FDP,0.05434,81,1269,0.04186,0.06682
2006,North Rhine-Westphalia,5th Quintile,Bündnis90/Grüne,0.06545,81,1269,0.05183,0.07906
2006,Hesse,1st Quintile,Not leaning towards specific party,0.54262,92,128,0.45597,0.62926
2006,Hesse,1st Quintile,SPD,0.20768,36,128,0.13713,0.27823
2006,Hesse,2nd Quintile,Not leaning towards specific party,0.61302,92,123,0.52659,0.69945
2006,Hesse,2nd Quintile,SPD,0.19832,31,123,0.12757,0.26908
2006,Hesse,3rd Quintile,Not leaning towards specific party,0.61066,128,214,0.54517,0.67614
2006,Hesse,3rd Quintile,SPD,0.19316,46,214,0.14015,0.24618
2006,Hesse,3rd Quintile,CDU/CSU,0.16371,40,214,0.11402,0.21340
2006,Hesse,4th Quintile,Not leaning towards specific party,0.53489,128,226,0.46972,0.60006
2006,Hesse,4th Quintile,SPD,0.21939,57,226,0.16531,0.27346
2006,Hesse,4th Quintile,CDU/CSU,0.16091,41,226,0.11289,0.20892
2006,Hesse,5th Quintile,Not leaning towards specific party,0.45682,188,438,0.41011,0.50352
2006,Hesse,5th Quintile,SPD,0.21975,102,438,0.18092,0.25857
2006,Hesse,5th Quintile,CDU/CSU,0.16638,102,438,0.13146,0.20130
2006,Hesse,5th Quintile,Bündnis90/Grüne,0.08207,46,438,0.05634,0.10781
2006,"Rhineland-Palatinate, Saarland",1st Quintile,Not leaning towards specific party,0.64201,115,115,0.55401,0.73002
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,Not leaning towards specific party,0.63790,137,178,0.56710,0.70870
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,CDU/CSU,0.19504,41,178,0.13667,0.25342
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,Not leaning towards specific party,0.62102,140,172,0.54831,0.69374
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,SPD,0.13990,32,172,0.08791,0.19189
2006,"Rhineland-Palatinate, Saarland",4th Quintile,Not leaning towards specific party,0.56724,126,223,0.50206,0.63241
2006,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.18935,47,223,0.13782,0.24089
2006,"Rhineland-Palatinate, Saarland",4th Quintile,CDU/CSU,0.19087,50,223,0.13917,0.24256
2006,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.45398,135,279,0.39546,0.51251
2006,"Rhineland-Palatinate, Saarland",5th Quintile,SPD,0.18692,56,279,0.14109,0.23275
2006,"Rhineland-Palatinate, Saarland",5th Quintile,CDU/CSU,0.27123,88,279,0.21896,0.32349
2006,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.57356,180,268,0.51424,0.63289
2006,Baden-Wuerttemberg,1st Quintile,SPD,0.19178,53,268,0.14455,0.23900
2006,Baden-Wuerttemberg,1st Quintile,CDU/CSU,0.11806,35,268,0.07936,0.15677
2006,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.61233,237,341,0.56054,0.66411
2006,Baden-Wuerttemberg,2nd Quintile,SPD,0.20838,70,341,0.16521,0.25155
2006,Baden-Wuerttemberg,2nd Quintile,CDU/CSU,0.13940,34,341,0.10258,0.17621
2006,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.60659,239,361,0.55612,0.65705
2006,Baden-Wuerttemberg,3rd Quintile,SPD,0.15329,66,361,0.11608,0.19051
2006,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.14794,56,361,0.11127,0.18462
2006,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.50372,280,520,0.46070,0.54673
2006,Baden-Wuerttemberg,4th Quintile,SPD,0.14890,88,520,0.11827,0.17953
2006,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.23660,118,520,0.20004,0.27317
2006,Baden-Wuerttemberg,4th Quintile,Bündnis90/Grüne,0.07107,34,520,0.04896,0.09317
2006,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.40438,329,783,0.36999,0.43878
2006,Baden-Wuerttemberg,5th Quintile,SPD,0.18125,138,783,0.15425,0.20825
2006,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.25404,206,783,0.22353,0.28455
2006,Baden-Wuerttemberg,5th Quintile,FDP,0.05496,43,783,0.03898,0.07093
2006,Baden-Wuerttemberg,5th Quintile,Bündnis90/Grüne,0.08247,67,783,0.06319,0.10176
2006,Bavaria,1st Quintile,Not leaning towards specific party,0.69510,219,307,0.64351,0.74668
2006,Bavaria,1st Quintile,SPD,0.13183,37,307,0.09392,0.16973
2006,Bavaria,1st Quintile,CDU/CSU,0.11244,51,307,0.07704,0.14784
2006,Bavaria,2nd Quintile,Not leaning towards specific party,0.61323,218,353,0.56235,0.66410
2006,Bavaria,2nd Quintile,SPD,0.12926,53,353,0.09421,0.16431
2006,Bavaria,2nd Quintile,CDU/CSU,0.23357,82,353,0.18937,0.27777
2006,Bavaria,3rd Quintile,Not leaning towards specific party,0.54674,272,450,0.50069,0.59278
2006,Bavaria,3rd Quintile,SPD,0.17033,75,450,0.13556,0.20510
2006,Bavaria,3rd Quintile,CDU/CSU,0.20880,103,450,0.17120,0.24639
2006,Bavaria,4th Quintile,Not leaning towards specific party,0.51621,298,545,0.47421,0.55820
2006,Bavaria,4th Quintile,SPD,0.16159,89,545,0.13066,0.19252
2006,Bavaria,4th Quintile,CDU/CSU,0.26056,158,545,0.22368,0.29745
2006,Bavaria,5th Quintile,Not leaning towards specific party,0.38443,346,914,0.35287,0.41598
2006,Bavaria,5th Quintile,SPD,0.12877,138,914,0.10704,0.15050
2006,Bavaria,5th Quintile,CDU/CSU,0.35430,313,914,0.32328,0.38533
2006,Bavaria,5th Quintile,FDP,0.05153,43,914,0.03719,0.06587
2006,Bavaria,5th Quintile,Bündnis90/Grüne,0.06031,74,914,0.04487,0.07576
2006,Berlin,1st Quintile,Not leaning towards specific party,0.61882,83,83,0.51370,0.72394
2006,Berlin,2nd Quintile,Not leaning towards specific party,0.45688,59,92,0.35453,0.55923
2006,Berlin,2nd Quintile,SPD,0.29151,33,92,0.19814,0.38489
2006,Berlin,3rd Quintile,Not leaning towards specific party,0.54092,57,57,0.41040,0.67143
2006,Berlin,4th Quintile,Not leaning towards specific party,0.46689,64,99,0.36811,0.56567
2006,Berlin,4th Quintile,SPD,0.24530,35,99,0.16011,0.33049
2006,Berlin,5th Quintile,Not leaning towards specific party,0.33660,60,144,0.25915,0.41405
2006,Berlin,5th Quintile,SPD,0.22952,43,144,0.16059,0.29844
2006,Berlin,5th Quintile,CDU/CSU,0.21402,41,144,0.14680,0.28124
2006,Brandenburg,1st Quintile,Not leaning towards specific party,0.84206,117,117,0.77570,0.90843
2006,Brandenburg,2nd Quintile,Not leaning towards specific party,0.66431,137,137,0.58494,0.74368
2006,Brandenburg,3rd Quintile,Not leaning towards specific party,0.69780,123,154,0.62504,0.77057
2006,Brandenburg,3rd Quintile,SPD,0.11486,31,154,0.06434,0.16538
2006,Brandenburg,4th Quintile,Not leaning towards specific party,0.42225,69,69,0.30485,0.53964
2006,Brandenburg,5th Quintile,Not leaning towards specific party,0.58141,62,62,0.45761,0.70521
2006,Mecklenburg-Western Pomerania,1st Quintile,Not leaning towards specific party,0.73111,85,85,0.63629,0.82593
2006,Mecklenburg-Western Pomerania,2nd Quintile,Not leaning towards specific party,0.65999,81,81,0.55618,0.76380
2006,Mecklenburg-Western Pomerania,3rd Quintile,Not leaning towards specific party,0.73278,58,58,0.61790,0.84766
2006,Mecklenburg-Western Pomerania,4th Quintile,Not leaning towards specific party,0.64718,39,39,0.49525,0.79912
2006,Mecklenburg-Western Pomerania,5th Quintile,Not leaning towards specific party,0.36751,38,70,0.25375,0.48127
2006,Mecklenburg-Western Pomerania,5th Quintile,CDU/CSU,0.29855,32,70,0.19057,0.40652
2006,Saxony,1st Quintile,Not leaning towards specific party,0.70962,218,250,0.65323,0.76600
2006,Saxony,1st Quintile,CDU/CSU,0.08792,32,250,0.05274,0.12309
2006,Saxony,2nd Quintile,Not leaning towards specific party,0.62566,220,286,0.56947,0.68184
2006,Saxony,2nd Quintile,SPD,0.09856,31,286,0.06395,0.13316
2006,Saxony,2nd Quintile,CDU/CSU,0.11533,35,286,0.07824,0.15241
