year,bula_h,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Brandenburg,No migration background,CDU/CSU,0.06897,59,755,0.05088,0.08706
2008,Brandenburg,No migration background,PDS/Linke,0.11153,84,755,0.08906,0.13400
2008,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.69456,320,460,0.65243,0.73670
2008,Mecklenburg-Western Pomerania,No migration background,SPD,0.07538,40,460,0.05122,0.09953
2008,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.12726,65,460,0.09677,0.15774
2008,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.07191,35,460,0.04828,0.09555
2008,Saxony,No migration background,Not leaning towards specific party,0.65473,964,1381,0.62965,0.67982
2008,Saxony,No migration background,SPD,0.07395,95,1381,0.06014,0.08776
2008,Saxony,No migration background,CDU/CSU,0.11517,151,1381,0.09833,0.13201
2008,Saxony,No migration background,FDP,0.02795,33,1381,0.01926,0.03665
2008,Saxony,No migration background,Bündnis90/Grüne,0.02794,33,1381,0.01924,0.03663
2008,Saxony,No migration background,PDS/Linke,0.07812,105,1381,0.06396,0.09227
2008,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.63674,534,761,0.60255,0.67094
2008,Saxony-Anhalt,No migration background,SPD,0.08327,70,761,0.06363,0.10292
2008,Saxony-Anhalt,No migration background,CDU/CSU,0.09538,82,761,0.07449,0.11626
2008,Saxony-Anhalt,No migration background,PDS/Linke,0.13121,75,761,0.10720,0.15521
2008,Thuringa,No migration background,Not leaning towards specific party,0.71916,607,812,0.68823,0.75009
2008,Thuringa,No migration background,SPD,0.06312,52,812,0.04638,0.07985
2008,Thuringa,No migration background,CDU/CSU,0.10393,101,812,0.08293,0.12494
2008,Thuringa,No migration background,PDS/Linke,0.05932,52,812,0.04306,0.07558
2009,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.57728,234,412,0.52952,0.62503
2009,Schleswig-Holstein,No migration background,SPD,0.17724,85,412,0.14032,0.21416
2009,Schleswig-Holstein,No migration background,CDU/CSU,0.17657,93,412,0.13970,0.21343
2009,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.71246,33,33,0.55564,0.86928
2009,Hamburg,No migration background,Not leaning towards specific party,0.44629,87,192,0.37579,0.51679
2009,Hamburg,No migration background,SPD,0.21229,57,192,0.15430,0.27029
2009,Hamburg,No migration background,CDU/CSU,0.17246,48,192,0.11889,0.22604
2009,Lower Saxony,No migration background,Not leaning towards specific party,0.47209,662,1417,0.44609,0.49810
2009,Lower Saxony,No migration background,SPD,0.18232,281,1417,0.16221,0.20243
2009,Lower Saxony,No migration background,CDU/CSU,0.24180,353,1417,0.21950,0.26410
2009,Lower Saxony,No migration background,FDP,0.03993,54,1417,0.02973,0.05013
2009,Lower Saxony,No migration background,Bündnis90/Grüne,0.03599,67,1417,0.02628,0.04569
2009,Lower Saxony,Direct migration background,Not leaning towards specific party,0.66558,82,82,0.56284,0.76833
2009,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.84133,31,31,0.71059,0.97208
2009,Bremen,No migration background,Not leaning towards specific party,0.41556,49,49,0.27614,0.55498
2009,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.52224,1447,2928,0.50415,0.54034
2009,North Rhine-Westphalia,No migration background,SPD,0.17301,530,2928,0.15931,0.18672
2009,North Rhine-Westphalia,No migration background,CDU/CSU,0.20197,661,2928,0.18742,0.21651
2009,North Rhine-Westphalia,No migration background,FDP,0.03165,120,2928,0.02531,0.03800
2009,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.04110,136,2928,0.03391,0.04829
2009,North Rhine-Westphalia,No migration background,PDS/Linke,0.01366,34,2928,0.00945,0.01786
2009,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.74340,323,420,0.70158,0.78522
2009,North Rhine-Westphalia,Direct migration background,SPD,0.06581,35,420,0.04207,0.08955
2009,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.12214,62,420,0.09079,0.15349
2009,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.71509,144,144,0.64111,0.78907
2009,Hesse,No migration background,Not leaning towards specific party,0.50905,472,970,0.47757,0.54052
2009,Hesse,No migration background,SPD,0.19319,193,970,0.16833,0.21805
2009,Hesse,No migration background,CDU/CSU,0.14737,158,970,0.12506,0.16969
2009,Hesse,No migration background,FDP,0.04045,60,970,0.02805,0.05286
2009,Hesse,No migration background,Bündnis90/Grüne,0.08986,87,970,0.07186,0.10787
2009,Hesse,Direct migration background,Not leaning towards specific party,0.68821,105,105,0.59918,0.77724
2009,Hesse,Indirect migration background,Not leaning towards specific party,0.69834,42,42,0.55784,0.83883
2009,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.60098,472,762,0.56619,0.63578
2009,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.11244,108,762,0.08999,0.13488
2009,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.17557,151,762,0.14854,0.20260
2009,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.03619,31,762,0.02292,0.04946
2009,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.83746,100,100,0.76479,0.91014
2009,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.76167,48,48,0.63986,0.88348
2009,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.58363,904,1563,0.55918,0.60808
2009,Baden-Wuerttemberg,No migration background,SPD,0.10949,174,1563,0.09400,0.12497
2009,Baden-Wuerttemberg,No migration background,CDU/CSU,0.16733,290,1563,0.14882,0.18584
2009,Baden-Wuerttemberg,No migration background,FDP,0.04681,86,1563,0.03634,0.05729
2009,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.06608,109,1563,0.05376,0.07840
2009,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.72531,249,330,0.67707,0.77354
2009,Baden-Wuerttemberg,Direct migration background,SPD,0.12272,41,330,0.08727,0.15818
2009,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.09101,40,330,0.05993,0.12209
2009,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.75984,120,120,0.68308,0.83659
2009,Bavaria,No migration background,Not leaning towards specific party,0.57427,1183,2149,0.55336,0.59518
2009,Bavaria,No migration background,SPD,0.09959,252,2149,0.08693,0.11226
2009,Bavaria,No migration background,CDU/CSU,0.23151,513,2149,0.21368,0.24935
2009,Bavaria,No migration background,FDP,0.03328,83,2149,0.02569,0.04087
2009,Bavaria,No migration background,Bündnis90/Grüne,0.03497,118,2149,0.02720,0.04274
2009,Bavaria,Direct migration background,Not leaning towards specific party,0.79369,188,188,0.73569,0.85169
2009,Bavaria,Indirect migration background,Not leaning towards specific party,0.81621,91,91,0.73619,0.89623
2009,Berlin,No migration background,Not leaning towards specific party,0.48700,279,583,0.44639,0.52761
2009,Berlin,No migration background,SPD,0.19545,120,583,0.16323,0.22767
2009,Berlin,No migration background,CDU/CSU,0.09802,71,583,0.07386,0.12218
2009,Berlin,No migration background,Bündnis90/Grüne,0.10648,60,583,0.08142,0.13154
2009,Berlin,No migration background,PDS/Linke,0.08597,53,583,0.06320,0.10875
2009,Berlin,Direct migration background,Not leaning towards specific party,0.71903,34,34,0.56567,0.87239
2009,Brandenburg,No migration background,Not leaning towards specific party,0.68828,497,714,0.65428,0.72228
2009,Brandenburg,No migration background,SPD,0.08141,80,714,0.06134,0.10148
2009,Brandenburg,No migration background,CDU/CSU,0.06992,60,714,0.05120,0.08864
2009,Brandenburg,No migration background,PDS/Linke,0.10192,77,714,0.07971,0.12413
2009,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.70658,314,440,0.66399,0.74918
2009,Mecklenburg-Western Pomerania,No migration background,SPD,0.06427,31,440,0.04133,0.08721
2009,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.12617,60,440,0.09511,0.15724
2009,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.07134,35,440,0.04727,0.09542
2009,Saxony,No migration background,Not leaning towards specific party,0.65209,914,1308,0.62627,0.67791
2009,Saxony,No migration background,SPD,0.05049,75,1308,0.03862,0.06236
2009,Saxony,No migration background,CDU/CSU,0.09943,138,1308,0.08320,0.11565
2009,Saxony,No migration background,FDP,0.04819,43,1308,0.03658,0.05980
2009,Saxony,No migration background,Bündnis90/Grüne,0.02780,37,1308,0.01889,0.03671
2009,Saxony,No migration background,PDS/Linke,0.08523,101,1308,0.07009,0.10037
2009,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.66376,513,715,0.62910,0.69841
2009,Saxony-Anhalt,No migration background,SPD,0.07351,57,715,0.05437,0.09265
2009,Saxony-Anhalt,No migration background,CDU/CSU,0.10338,84,715,0.08104,0.12571
2009,Saxony-Anhalt,No migration background,PDS/Linke,0.10146,61,715,0.07932,0.12361
2009,Thuringa,No migration background,Not leaning towards specific party,0.72634,575,768,0.69478,0.75789
2009,Thuringa,No migration background,SPD,0.06504,53,768,0.04759,0.08249
2009,Thuringa,No migration background,CDU/CSU,0.08601,82,768,0.06617,0.10586
2009,Thuringa,No migration background,PDS/Linke,0.07427,58,768,0.05571,0.09283
2010,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.46693,286,573,0.42604,0.50781
2010,Schleswig-Holstein,No migration background,SPD,0.22757,118,573,0.19322,0.26193
2010,Schleswig-Holstein,No migration background,CDU/CSU,0.19659,128,573,0.16402,0.22916
2010,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.04319,41,573,0.02653,0.05985
2010,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.61278,53,53,0.48038,0.74518
2010,Hamburg,No migration background,Not leaning towards specific party,0.36331,115,282,0.30708,0.41955
2010,Hamburg,No migration background,SPD,0.18144,60,282,0.13638,0.22650
2010,Hamburg,No migration background,CDU/CSU,0.21032,58,282,0.16267,0.25797
2010,Hamburg,No migration background,Bündnis90/Grüne,0.12800,49,282,0.08893,0.16706
2010,Hamburg,Direct migration background,Not leaning towards specific party,0.72631,37,37,0.58067,0.87196
2010,Lower Saxony,No migration background,Not leaning towards specific party,0.43411,828,1837,0.41144,0.45678
2010,Lower Saxony,No migration background,SPD,0.20933,377,1837,0.19072,0.22793
2010,Lower Saxony,No migration background,CDU/CSU,0.24198,426,1837,0.22239,0.26157
2010,Lower Saxony,No migration background,FDP,0.03895,58,1837,0.03010,0.04780
2010,Lower Saxony,No migration background,Bündnis90/Grüne,0.04660,114,1837,0.03695,0.05624
2010,Lower Saxony,No migration background,PDS/Linke,0.01259,34,1837,0.00749,0.01769
2010,Lower Saxony,Direct migration background,Not leaning towards specific party,0.60596,136,182,0.53477,0.67715
2010,Lower Saxony,Direct migration background,CDU/CSU,0.18305,46,182,0.12671,0.23938
2010,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.66747,37,37,0.51358,0.82137
2010,Bremen,No migration background,Not leaning towards specific party,0.44696,67,67,0.32701,0.56691
2010,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.44269,1665,3662,0.42660,0.45878
2010,North Rhine-Westphalia,No migration background,SPD,0.20713,679,3662,0.19401,0.22026
2010,North Rhine-Westphalia,No migration background,CDU/CSU,0.21429,816,3662,0.20100,0.22758
2010,North Rhine-Westphalia,No migration background,FDP,0.02894,138,3662,0.02351,0.03438
2010,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.06797,301,3662,0.05981,0.07612
2010,North Rhine-Westphalia,No migration background,PDS/Linke,0.02243,63,3662,0.01763,0.02723
2010,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.65994,613,833,0.62775,0.69213
2010,North Rhine-Westphalia,Direct migration background,SPD,0.12723,108,833,0.10459,0.14988
2010,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.14381,112,833,0.11996,0.16765
2010,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.59487,211,264,0.53554,0.65421
2010,North Rhine-Westphalia,Indirect migration background,SPD,0.20632,53,264,0.15741,0.25522
2010,Hesse,No migration background,Not leaning towards specific party,0.45504,544,1193,0.42677,0.48331
2010,Hesse,No migration background,SPD,0.20746,228,1193,0.18444,0.23048
2010,Hesse,No migration background,CDU/CSU,0.17032,230,1193,0.14898,0.19167
2010,Hesse,No migration background,FDP,0.03663,60,1193,0.02597,0.04729
2010,Hesse,No migration background,Bündnis90/Grüne,0.09968,131,1193,0.08267,0.11669
2010,Hesse,Direct migration background,Not leaning towards specific party,0.65910,196,288,0.60425,0.71394
2010,Hesse,Direct migration background,SPD,0.15695,51,288,0.11487,0.19904
2010,Hesse,Direct migration background,CDU/CSU,0.10061,41,288,0.06581,0.13541
2010,Hesse,Indirect migration background,Not leaning towards specific party,0.64473,60,60,0.52261,0.76686
2010,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.51860,543,1003,0.48767,0.54954
2010,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.14760,155,1003,0.12564,0.16956
2010,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.20907,197,1003,0.18389,0.23425
2010,"Rhineland-Palatinate, Saarland",No migration background,FDP,0.03610,41,1003,0.02455,0.04765
2010,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.04347,67,1003,0.03084,0.05609
2010,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.76661,136,171,0.70302,0.83019
2010,"Rhineland-Palatinate, Saarland",Direct migration background,CDU/CSU,0.14294,35,171,0.09032,0.19555
2010,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.63779,53,53,0.50715,0.76843
2010,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.50703,1073,2091,0.48560,0.52847
2010,Baden-Wuerttemberg,No migration background,SPD,0.11778,242,2091,0.10396,0.13160
2010,Baden-Wuerttemberg,No migration background,CDU/CSU,0.20116,425,2091,0.18397,0.21834
2010,Baden-Wuerttemberg,No migration background,FDP,0.03857,99,2091,0.03031,0.04682
2010,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.09783,252,2091,0.08509,0.11057
2010,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.63671,344,470,0.59318,0.68023
2010,Baden-Wuerttemberg,Direct migration background,SPD,0.17538,53,470,0.14096,0.20980
2010,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.14053,73,470,0.10908,0.17199
2010,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.72635,151,151,0.65500,0.79769
2010,Bavaria,No migration background,Not leaning towards specific party,0.51851,1512,2855,0.50018,0.53684
2010,Bavaria,No migration background,SPD,0.11705,339,2855,0.10525,0.12884
2010,Bavaria,No migration background,CDU/CSU,0.24228,670,2855,0.22656,0.25800
2010,Bavaria,No migration background,FDP,0.03286,87,2855,0.02632,0.03940
2010,Bavaria,No migration background,Bündnis90/Grüne,0.05678,210,2855,0.04829,0.06527
2010,Bavaria,No migration background,Others,0.01079,37,2855,0.00700,0.01457
2010,Bavaria,Direct migration background,Not leaning towards specific party,0.74037,314,409,0.69783,0.78291
2010,Bavaria,Direct migration background,SPD,0.08810,45,409,0.06059,0.11560
2010,Bavaria,Direct migration background,CDU/CSU,0.08485,50,409,0.05781,0.11189
2010,Bavaria,Indirect migration background,Not leaning towards specific party,0.79980,114,114,0.72602,0.87358
2010,Berlin,No migration background,Not leaning towards specific party,0.43019,316,718,0.39395,0.46643
2010,Berlin,No migration background,SPD,0.18869,126,718,0.16005,0.21733
2010,Berlin,No migration background,CDU/CSU,0.10402,82,718,0.08167,0.12636
2010,Berlin,No migration background,Bündnis90/Grüne,0.10822,108,718,0.08548,0.13096
2010,Berlin,No migration background,PDS/Linke,0.12797,86,718,0.10352,0.15242
2010,Berlin,Direct migration background,Not leaning towards specific party,0.69759,75,75,0.59294,0.80224
2010,Brandenburg,No migration background,Not leaning towards specific party,0.60666,514,863,0.57405,0.63927
2010,Brandenburg,No migration background,SPD,0.10862,117,863,0.08785,0.12939
2010,Brandenburg,No migration background,CDU/CSU,0.07593,82,863,0.05825,0.09361
2010,Brandenburg,No migration background,Bündnis90/Grüne,0.02197,31,863,0.01219,0.03176
2010,Brandenburg,No migration background,PDS/Linke,0.13782,119,863,0.11480,0.16083
2010,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.66046,370,534,0.62026,0.70066
2010,Mecklenburg-Western Pomerania,No migration background,SPD,0.06213,36,534,0.04163,0.08262
2010,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.14485,79,534,0.11497,0.17473
2010,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.09861,49,534,0.07329,0.12392
2010,Saxony,No migration background,Not leaning towards specific party,0.58038,982,1562,0.55590,0.60486
2010,Saxony,No migration background,SPD,0.06764,111,1562,0.05518,0.08010
2010,Saxony,No migration background,CDU/CSU,0.14099,232,1562,0.12372,0.15825
2010,Saxony,No migration background,FDP,0.01622,38,1562,0.00995,0.02248
2010,Saxony,No migration background,Bündnis90/Grüne,0.03464,62,1562,0.02557,0.04371
2010,Saxony,No migration background,PDS/Linke,0.10414,137,1562,0.08899,0.11929
2010,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.57144,546,817,0.53748,0.60539
2010,Saxony-Anhalt,No migration background,SPD,0.09226,78,817,0.07240,0.11212
2010,Saxony-Anhalt,No migration background,CDU/CSU,0.11814,100,817,0.09599,0.14028
2010,Saxony-Anhalt,No migration background,PDS/Linke,0.15330,93,817,0.12858,0.17802
2010,Thuringa,No migration background,Not leaning towards specific party,0.63377,599,858,0.60152,0.66603
2010,Thuringa,No migration background,SPD,0.07172,54,858,0.05444,0.08899
2010,Thuringa,No migration background,CDU/CSU,0.12958,122,858,0.10710,0.15207
2010,Thuringa,No migration background,PDS/Linke,0.09035,83,858,0.07115,0.10954
2011,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.49161,276,530,0.44901,0.53422
2011,Schleswig-Holstein,No migration background,SPD,0.17447,100,530,0.14213,0.20681
2011,Schleswig-Holstein,No migration background,CDU/CSU,0.20491,111,530,0.17052,0.23931
2011,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.06146,43,530,0.04099,0.08192
2011,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.73465,47,47,0.60706,0.86224
2011,Hamburg,No migration background,Not leaning towards specific party,0.36105,88,245,0.30078,0.42132
2011,Hamburg,No migration background,SPD,0.26801,75,245,0.21244,0.32359
2011,Hamburg,No migration background,CDU/CSU,0.17581,51,245,0.12805,0.22358
2011,Hamburg,No migration background,Bündnis90/Grüne,0.09178,31,245,0.05555,0.12800
2011,Lower Saxony,No migration background,Not leaning towards specific party,0.50050,811,1604,0.47602,0.52498
2011,Lower Saxony,No migration background,SPD,0.19239,314,1604,0.17309,0.21168
2011,Lower Saxony,No migration background,CDU/CSU,0.21501,359,1604,0.19490,0.23512
2011,Lower Saxony,No migration background,Bündnis90/Grüne,0.06285,120,1604,0.05097,0.07473
2011,Lower Saxony,Direct migration background,Not leaning towards specific party,0.64951,118,118,0.56305,0.73596
2011,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.68805,36,36,0.53456,0.84154
2011,Bremen,No migration background,Not leaning towards specific party,0.51133,50,50,0.37137,0.65129
2011,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.47753,1578,3243,0.46033,0.49472
2011,North Rhine-Westphalia,No migration background,SPD,0.20218,630,3243,0.18835,0.21600
2011,North Rhine-Westphalia,No migration background,CDU/CSU,0.20013,705,3243,0.18636,0.21390
2011,North Rhine-Westphalia,No migration background,FDP,0.01300,56,3243,0.00910,0.01690
2011,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.08143,274,3243,0.07201,0.09084
2011,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.67312,376,518,0.63269,0.71356
2011,North Rhine-Westphalia,Direct migration background,SPD,0.11504,61,518,0.08754,0.14255
2011,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.13364,81,518,0.10431,0.16297
2011,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.66078,151,151,0.58501,0.73655
2011,Hesse,No migration background,Not leaning towards specific party,0.45157,527,1063,0.42164,0.48150
2011,Hesse,No migration background,SPD,0.20356,206,1063,0.17935,0.22778
2011,Hesse,No migration background,CDU/CSU,0.16204,191,1063,0.13987,0.18420
2011,Hesse,No migration background,Bündnis90/Grüne,0.12986,139,1063,0.10965,0.15008
2011,Hesse,Direct migration background,Not leaning towards specific party,0.72963,129,129,0.65268,0.80657
2011,Hesse,Indirect migration background,Not leaning towards specific party,0.75801,55,55,0.64377,0.87224
2011,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.54266,536,929,0.51060,0.57471
2011,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.14575,150,929,0.12305,0.16846
2011,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.18888,170,929,0.16369,0.21406
2011,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.06739,73,929,0.05126,0.08352
2011,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.77674,113,113,0.69961,0.85386
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.74228,52,52,0.62224,0.86232
2011,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.51973,980,1894,0.49723,0.54224
2011,Baden-Wuerttemberg,No migration background,SPD,0.11610,219,1894,0.10166,0.13053
2011,Baden-Wuerttemberg,No migration background,CDU/CSU,0.22006,415,1894,0.20140,0.23873
2011,Baden-Wuerttemberg,No migration background,FDP,0.01548,44,1894,0.00992,0.02105
2011,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.11376,236,1894,0.09946,0.12806
2011,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.65194,250,344,0.60153,0.70235
2011,Baden-Wuerttemberg,Direct migration background,SPD,0.15063,44,344,0.11278,0.18849
2011,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.10838,50,344,0.07548,0.14127
2011,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.66686,118,118,0.58146,0.75227
2011,Bavaria,No migration background,Not leaning towards specific party,0.54123,1415,2624,0.52216,0.56030
2011,Bavaria,No migration background,SPD,0.11427,312,2624,0.10209,0.12644
2011,Bavaria,No migration background,CDU/CSU,0.22248,619,2624,0.20656,0.23839
2011,Bavaria,No migration background,FDP,0.01275,42,2624,0.00845,0.01704
2011,Bavaria,No migration background,Bündnis90/Grüne,0.07600,236,2624,0.06586,0.08614
2011,Bavaria,Direct migration background,Not leaning towards specific party,0.75254,228,262,0.70019,0.80490
2011,Bavaria,Direct migration background,CDU/CSU,0.07179,34,262,0.04047,0.10311
2011,Bavaria,Indirect migration background,Not leaning towards specific party,0.75101,90,90,0.66117,0.84085
2011,Berlin,No migration background,Not leaning towards specific party,0.44599,295,668,0.40826,0.48371
2011,Berlin,No migration background,SPD,0.18099,130,668,0.15177,0.21021
2011,Berlin,No migration background,CDU/CSU,0.11097,91,668,0.08713,0.13480
2011,Berlin,No migration background,Bündnis90/Grüne,0.11969,88,668,0.09506,0.14432
2011,Berlin,No migration background,PDS/Linke,0.09713,64,668,0.07466,0.11961
2011,Berlin,Direct migration background,Not leaning towards specific party,0.62883,32,32,0.45876,0.79890
2011,Brandenburg,No migration background,Not leaning towards specific party,0.69620,562,803,0.66437,0.72803
2011,Brandenburg,No migration background,SPD,0.08451,86,803,0.06525,0.10376
2011,Brandenburg,No migration background,CDU/CSU,0.07089,60,803,0.05313,0.08865
2011,Brandenburg,No migration background,PDS/Linke,0.10669,95,803,0.08532,0.12806
2011,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.65491,329,473,0.61202,0.69779
2011,Mecklenburg-Western Pomerania,No migration background,SPD,0.06703,38,473,0.04447,0.08959
2011,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.12939,66,473,0.09911,0.15967
2011,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.09962,40,473,0.07260,0.12664
2011,Saxony,No migration background,Not leaning towards specific party,0.68599,924,1310,0.66085,0.71114
2011,Saxony,No migration background,SPD,0.04970,83,1310,0.03792,0.06147
2011,Saxony,No migration background,CDU/CSU,0.12999,165,1310,0.11178,0.14821
2011,Saxony,No migration background,Bündnis90/Grüne,0.02640,39,1310,0.01772,0.03509
2011,Saxony,No migration background,PDS/Linke,0.06895,99,1310,0.05522,0.08267
2011,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.62306,540,792,0.58928,0.65683
2011,Saxony-Anhalt,No migration background,SPD,0.08171,76,792,0.06262,0.10080
2011,Saxony-Anhalt,No migration background,CDU/CSU,0.12297,106,792,0.10008,0.14585
2011,Saxony-Anhalt,No migration background,PDS/Linke,0.12038,70,792,0.09770,0.14306
2011,Thuringa,No migration background,Not leaning towards specific party,0.69723,609,818,0.66572,0.72873
2011,Thuringa,No migration background,SPD,0.09029,64,818,0.07064,0.10995
2011,Thuringa,No migration background,CDU/CSU,0.11151,94,818,0.08993,0.13309
2011,Thuringa,No migration background,PDS/Linke,0.05259,51,818,0.03728,0.06789
2012,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.51954,293,551,0.47779,0.56130
2012,Schleswig-Holstein,No migration background,SPD,0.16863,100,551,0.13734,0.19992
2012,Schleswig-Holstein,No migration background,CDU/CSU,0.20281,110,551,0.16921,0.23641
2012,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.07183,48,551,0.05025,0.09341
2012,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.67566,39,39,0.52682,0.82450
2012,Hamburg,No migration background,Not leaning towards specific party,0.35184,106,262,0.29390,0.40977
2012,Hamburg,No migration background,SPD,0.22919,71,262,0.17820,0.28018
2012,Hamburg,No migration background,CDU/CSU,0.18188,46,262,0.13508,0.22868
2012,Hamburg,No migration background,Bündnis90/Grüne,0.14598,39,262,0.10314,0.18882
2012,Lower Saxony,No migration background,Not leaning towards specific party,0.46149,736,1575,0.43686,0.48612
2012,Lower Saxony,No migration background,SPD,0.21007,341,1575,0.18994,0.23019
2012,Lower Saxony,No migration background,CDU/CSU,0.22761,387,1575,0.20689,0.24832
2012,Lower Saxony,No migration background,Bündnis90/Grüne,0.06173,111,1575,0.04984,0.07362
2012,Lower Saxony,Direct migration background,Not leaning towards specific party,0.69497,114,114,0.61008,0.77986
2012,Bremen,No migration background,Not leaning towards specific party,0.56787,52,52,0.43191,0.70382
2012,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.48776,1563,3196,0.47043,0.50509
2012,North Rhine-Westphalia,No migration background,SPD,0.20622,654,3196,0.19219,0.22025
2012,North Rhine-Westphalia,No migration background,CDU/CSU,0.19339,653,3196,0.17970,0.20709
2012,North Rhine-Westphalia,No migration background,FDP,0.01218,55,3196,0.00838,0.01598
2012,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.06756,235,3196,0.05886,0.07627
2012,North Rhine-Westphalia,No migration background,Others,0.01274,36,3196,0.00885,0.01663
2012,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.66893,362,504,0.62781,0.71006
2012,North Rhine-Westphalia,Direct migration background,SPD,0.11739,62,504,0.08926,0.14552
2012,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.13308,80,504,0.10339,0.16276
2012,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.65550,133,133,0.57443,0.73657
2012,Hesse,No migration background,Not leaning towards specific party,0.49530,544,1069,0.46532,0.52529
2012,Hesse,No migration background,SPD,0.19043,197,1069,0.16689,0.21398
