year,migback,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,Urban regions,PDS/Linke,0.01774,230,10806,0.01525,0.02023
2012,No migration background,Urban regions,Far right parties,0.00446,47,10806,0.00320,0.00572
2012,No migration background,Urban regions,Others,0.01201,155,10806,0.00996,0.01406
2012,No migration background,Urban regions,Party combinations,0.00598,52,10806,0.00452,0.00743
2012,No migration background,Rural regions,Not leaning towards specific party,0.47100,4065,6696,0.45904,0.48296
2012,No migration background,Rural regions,SPD,0.09174,785,6696,0.08483,0.09866
2012,No migration background,Rural regions,CDU/CSU,0.14045,1136,6696,0.13212,0.14877
2012,No migration background,Rural regions,FDP,0.00746,52,6696,0.00540,0.00952
2012,No migration background,Rural regions,Bündnis90/Grüne,0.02771,284,6696,0.02378,0.03164
2012,No migration background,Rural regions,PDS/Linke,0.02662,262,6696,0.02276,0.03047
2012,No migration background,Rural regions,Far right parties,0.00523,35,6696,0.00350,0.00696
2012,No migration background,Rural regions,Others,0.00929,77,6696,0.00699,0.01159
2012,Direct migration background,Urban regions,Not leaning towards specific party,0.57475,1012,1436,0.54917,0.60033
2012,Direct migration background,Urban regions,SPD,0.09413,164,1436,0.07902,0.10924
2012,Direct migration background,Urban regions,CDU/CSU,0.10345,205,1436,0.08770,0.11921
2012,Direct migration background,Urban regions,Bündnis90/Grüne,0.03264,55,1436,0.02344,0.04183
2012,Direct migration background,Rural regions,Not leaning towards specific party,0.64212,360,469,0.59868,0.68555
2012,Direct migration background,Rural regions,SPD,0.07804,42,469,0.05374,0.10234
2012,Direct migration background,Rural regions,CDU/CSU,0.07643,67,469,0.05236,0.10051
2012,Indirect migration background,Urban regions,Not leaning towards specific party,0.26795,428,601,0.23251,0.30339
2012,Indirect migration background,Urban regions,SPD,0.05466,81,601,0.03647,0.07285
2012,Indirect migration background,Urban regions,CDU/CSU,0.03398,52,601,0.01948,0.04848
2012,Indirect migration background,Urban regions,Bündnis90/Grüne,0.02686,40,601,0.01393,0.03980
2012,Indirect migration background,Rural regions,Not leaning towards specific party,0.31704,120,120,0.23344,0.40065
2013,No migration background,Urban regions,Not leaning towards specific party,0.39650,5112,10306,0.38706,0.40595
2013,No migration background,Urban regions,SPD,0.13236,1676,10306,0.12582,0.13891
2013,No migration background,Urban regions,CDU/CSU,0.15694,2048,10306,0.14991,0.16396
2013,No migration background,Urban regions,FDP,0.01096,181,10306,0.00895,0.01298
2013,No migration background,Urban regions,Bündnis90/Grüne,0.06596,908,10306,0.06117,0.07075
2013,No migration background,Urban regions,PDS/Linke,0.01409,201,10306,0.01181,0.01636
2013,No migration background,Urban regions,Far right parties,0.00329,35,10306,0.00218,0.00439
2013,No migration background,Urban regions,Others,0.00716,89,10306,0.00553,0.00879
2013,No migration background,Urban regions,Party combinations,0.00470,56,10306,0.00338,0.00602
2013,No migration background,Rural regions,Not leaning towards specific party,0.46278,3678,6190,0.45035,0.47520
2013,No migration background,Rural regions,SPD,0.08835,713,6190,0.08128,0.09542
2013,No migration background,Rural regions,CDU/CSU,0.14797,1169,6190,0.13913,0.15682
2013,No migration background,Rural regions,FDP,0.00489,48,6190,0.00315,0.00663
2013,No migration background,Rural regions,Bündnis90/Grüne,0.03286,296,6190,0.02842,0.03730
2013,No migration background,Rural regions,PDS/Linke,0.02571,237,6190,0.02177,0.02965
2013,No migration background,Rural regions,Others,0.00819,49,6190,0.00594,0.01043
2013,Direct migration background,Urban regions,Not leaning towards specific party,0.62412,2971,4031,0.60917,0.63908
2013,Direct migration background,Urban regions,SPD,0.10743,408,4031,0.09787,0.11699
2013,Direct migration background,Urban regions,CDU/CSU,0.10572,450,4031,0.09623,0.11522
2013,Direct migration background,Urban regions,Bündnis90/Grüne,0.03486,143,4031,0.02920,0.04053
2013,Direct migration background,Urban regions,PDS/Linke,0.01503,59,4031,0.01127,0.01878
2013,Direct migration background,Rural regions,Not leaning towards specific party,0.66124,1013,1259,0.63508,0.68739
2013,Direct migration background,Rural regions,SPD,0.07345,91,1259,0.05903,0.08786
2013,Direct migration background,Rural regions,CDU/CSU,0.11377,155,1259,0.09622,0.13131
2013,Indirect migration background,Urban regions,Not leaning towards specific party,0.27897,895,1273,0.25432,0.30362
2013,Indirect migration background,Urban regions,SPD,0.06237,192,1273,0.04908,0.07566
2013,Indirect migration background,Urban regions,CDU/CSU,0.03319,100,1273,0.02334,0.04303
2013,Indirect migration background,Urban regions,Bündnis90/Grüne,0.03218,86,1273,0.02248,0.04188
2013,Indirect migration background,Rural regions,Not leaning towards specific party,0.34809,204,204,0.28256,0.41362
2014,No migration background,Urban regions,Not leaning towards specific party,0.39180,5653,12099,0.38310,0.40050
2014,No migration background,Urban regions,SPD,0.14898,1972,12099,0.14263,0.15532
2014,No migration background,Urban regions,CDU/CSU,0.18025,2501,12099,0.17340,0.18710
2014,No migration background,Urban regions,FDP,0.01226,197,12099,0.01029,0.01422
2014,No migration background,Urban regions,Bündnis90/Grüne,0.06718,1104,12099,0.06272,0.07164
2014,No migration background,Urban regions,PDS/Linke,0.02234,346,12099,0.01971,0.02498
2014,No migration background,Urban regions,Far right parties,0.00408,49,12099,0.00294,0.00521
2014,No migration background,Urban regions,AfD,0.00739,117,12099,0.00586,0.00891
2014,No migration background,Urban regions,Others,0.00598,99,12099,0.00461,0.00736
2014,No migration background,Urban regions,Party combinations,0.00725,61,12099,0.00574,0.00876
2014,No migration background,Rural regions,Not leaning towards specific party,0.46062,4263,7638,0.44944,0.47179
2014,No migration background,Rural regions,SPD,0.10786,905,7638,0.10090,0.11481
2014,No migration background,Rural regions,CDU/CSU,0.17691,1519,7638,0.16835,0.18547
2014,No migration background,Rural regions,FDP,0.00717,66,7638,0.00528,0.00906
2014,No migration background,Rural regions,Bündnis90/Grüne,0.03342,340,7638,0.02939,0.03745
2014,No migration background,Rural regions,PDS/Linke,0.04002,382,7638,0.03562,0.04441
2014,No migration background,Rural regions,Far right parties,0.00507,38,7638,0.00347,0.00666
2014,No migration background,Rural regions,AfD,0.00671,63,7638,0.00488,0.00854
2014,No migration background,Rural regions,Others,0.00713,62,7638,0.00524,0.00901
2014,Direct migration background,Urban regions,Not leaning towards specific party,0.65116,2764,3853,0.63611,0.66622
2014,Direct migration background,Urban regions,SPD,0.10150,371,3853,0.09197,0.11104
2014,Direct migration background,Urban regions,CDU/CSU,0.11774,462,3853,0.10756,0.12791
2014,Direct migration background,Urban regions,Bündnis90/Grüne,0.04027,140,3853,0.03406,0.04648
2014,Direct migration background,Urban regions,PDS/Linke,0.02675,116,3853,0.02165,0.03184
2014,Direct migration background,Rural regions,Not leaning towards specific party,0.71201,996,1263,0.68703,0.73700
2014,Direct migration background,Rural regions,SPD,0.09289,100,1263,0.07688,0.10891
2014,Direct migration background,Rural regions,CDU/CSU,0.11485,167,1263,0.09726,0.13244
2014,Indirect migration background,Urban regions,Not leaning towards specific party,0.30820,902,1323,0.28331,0.33309
2014,Indirect migration background,Urban regions,SPD,0.06873,184,1323,0.05509,0.08237
2014,Indirect migration background,Urban regions,CDU/CSU,0.03182,102,1323,0.02236,0.04128
2014,Indirect migration background,Urban regions,Bündnis90/Grüne,0.03649,91,1323,0.02638,0.04660
2014,Indirect migration background,Urban regions,PDS/Linke,0.01936,44,1323,0.01193,0.02679
2014,Indirect migration background,Rural regions,Not leaning towards specific party,0.37786,232,265,0.31937,0.43635
2014,Indirect migration background,Rural regions,SPD,0.03369,33,265,0.01192,0.05545
2015,No migration background,Urban regions,Not leaning towards specific party,0.42560,5861,11488,0.41656,0.43464
2015,No migration background,Urban regions,SPD,0.13215,1685,11488,0.12595,0.13834
2015,No migration background,Urban regions,CDU/CSU,0.16980,2160,11488,0.16293,0.17666
2015,No migration background,Urban regions,FDP,0.01207,181,11488,0.01007,0.01407
2015,No migration background,Urban regions,Bündnis90/Grüne,0.06414,951,11488,0.05966,0.06862
2015,No migration background,Urban regions,PDS/Linke,0.02074,309,11488,0.01813,0.02334
2015,No migration background,Urban regions,Far right parties,0.00368,46,11488,0.00257,0.00479
2015,No migration background,Urban regions,AfD,0.01262,149,11488,0.01057,0.01466
2015,No migration background,Urban regions,Others,0.00581,82,11488,0.00442,0.00720
2015,No migration background,Urban regions,Party combinations,0.00610,64,11488,0.00468,0.00753
2015,No migration background,Rural regions,Not leaning towards specific party,0.50428,4445,7335,0.49284,0.51572
2015,No migration background,Rural regions,SPD,0.08673,734,7335,0.08029,0.09317
2015,No migration background,Rural regions,CDU/CSU,0.16189,1286,7335,0.15346,0.17032
2015,No migration background,Rural regions,FDP,0.00591,54,7335,0.00416,0.00767
2015,No migration background,Rural regions,Bündnis90/Grüne,0.02940,307,7335,0.02553,0.03326
2015,No migration background,Rural regions,PDS/Linke,0.03336,325,7335,0.02925,0.03747
2015,No migration background,Rural regions,Far right parties,0.00589,40,7335,0.00414,0.00764
2015,No migration background,Rural regions,AfD,0.01181,97,7335,0.00934,0.01428
2015,No migration background,Rural regions,Others,0.00548,47,7335,0.00379,0.00717
2015,Direct migration background,Urban regions,Not leaning towards specific party,0.69930,3503,4427,0.68579,0.71281
2015,Direct migration background,Urban regions,SPD,0.08349,314,4427,0.07534,0.09164
2015,Direct migration background,Urban regions,CDU/CSU,0.10399,388,4427,0.09500,0.11299
2015,Direct migration background,Urban regions,Bündnis90/Grüne,0.03635,117,4427,0.03083,0.04186
2015,Direct migration background,Urban regions,PDS/Linke,0.02088,105,4427,0.01667,0.02509
2015,Direct migration background,Rural regions,Not leaning towards specific party,0.71970,1217,1492,0.69690,0.74250
2015,Direct migration background,Rural regions,SPD,0.06587,65,1492,0.05328,0.07846
2015,Direct migration background,Rural regions,CDU/CSU,0.10684,165,1492,0.09116,0.12252
2015,Direct migration background,Rural regions,PDS/Linke,0.02232,45,1492,0.01482,0.02982
2015,Indirect migration background,Urban regions,Not leaning towards specific party,0.34652,915,1257,0.32021,0.37284
2015,Indirect migration background,Urban regions,SPD,0.05192,136,1257,0.03965,0.06419
2015,Indirect migration background,Urban regions,CDU/CSU,0.03493,100,1257,0.02478,0.04509
2015,Indirect migration background,Urban regions,Bündnis90/Grüne,0.02697,72,1257,0.01801,0.03593
2015,Indirect migration background,Urban regions,PDS/Linke,0.01493,34,1257,0.00822,0.02163
2015,Indirect migration background,Rural regions,Not leaning towards specific party,0.36265,232,232,0.30065,0.42465
2016,No migration background,Urban regions,Not leaning towards specific party,0.44017,5554,10696,0.43076,0.44957
2016,No migration background,Urban regions,SPD,0.11320,1395,10696,0.10719,0.11920
2016,No migration background,Urban regions,CDU/CSU,0.15565,1936,10696,0.14877,0.16252
2016,No migration background,Urban regions,FDP,0.01433,193,10696,0.01207,0.01658
2016,No migration background,Urban regions,Bündnis90/Grüne,0.07257,957,10696,0.06765,0.07749
2016,No migration background,Urban regions,PDS/Linke,0.02208,295,10696,0.01929,0.02486
2016,No migration background,Urban regions,AfD,0.02058,236,10696,0.01789,0.02328
2016,No migration background,Urban regions,Others,0.00604,82,10696,0.00458,0.00751
2016,No migration background,Urban regions,Party combinations,0.00322,48,10696,0.00214,0.00429
2016,No migration background,Rural regions,Not leaning towards specific party,0.51001,4127,6766,0.49810,0.52193
2016,No migration background,Rural regions,SPD,0.07650,600,6766,0.07017,0.08284
2016,No migration background,Rural regions,CDU/CSU,0.15297,1171,6766,0.14439,0.16155
2016,No migration background,Rural regions,FDP,0.00588,53,6766,0.00406,0.00770
2016,No migration background,Rural regions,Bündnis90/Grüne,0.03290,312,6766,0.02865,0.03715
2016,No migration background,Rural regions,PDS/Linke,0.02639,256,6766,0.02257,0.03021
2016,No migration background,Rural regions,AfD,0.02382,207,6766,0.02018,0.02745
2016,No migration background,Rural regions,Others,0.00560,40,6766,0.00383,0.00738
2016,Direct migration background,Urban regions,Not leaning towards specific party,0.69410,2842,3669,0.67918,0.70901
2016,Direct migration background,Urban regions,SPD,0.07473,258,3669,0.06622,0.08324
2016,Direct migration background,Urban regions,CDU/CSU,0.08914,329,3669,0.07992,0.09836
2016,Direct migration background,Urban regions,Bündnis90/Grüne,0.03417,125,3669,0.02829,0.04005
2016,Direct migration background,Urban regions,PDS/Linke,0.01503,79,3669,0.01109,0.01896
2016,Direct migration background,Urban regions,AfD,0.00514,36,3669,0.00282,0.00745
2016,Direct migration background,Rural regions,Not leaning towards specific party,0.68541,1043,1225,0.65940,0.71143
2016,Direct migration background,Rural regions,SPD,0.07977,65,1225,0.06460,0.09495
2016,Direct migration background,Rural regions,CDU/CSU,0.07887,117,1225,0.06377,0.09397
2016,Indirect migration background,Urban regions,Not leaning towards specific party,0.34939,830,1131,0.32159,0.37719
2016,Indirect migration background,Urban regions,SPD,0.05834,119,1131,0.04467,0.07201
2016,Indirect migration background,Urban regions,CDU/CSU,0.02806,79,1131,0.01843,0.03768
2016,Indirect migration background,Urban regions,Bündnis90/Grüne,0.02774,67,1131,0.01816,0.03732
2016,Indirect migration background,Urban regions,PDS/Linke,0.01660,36,1131,0.00915,0.02405
2016,Indirect migration background,Rural regions,Not leaning towards specific party,0.38553,225,225,0.32179,0.44927
2017,No migration background,Urban regions,Not leaning towards specific party,0.43350,6264,12062,0.42465,0.44234
2017,No migration background,Urban regions,SPD,0.13352,1771,12062,0.12745,0.13959
2017,No migration background,Urban regions,CDU/CSU,0.15004,2117,12062,0.14367,0.15642
2017,No migration background,Urban regions,FDP,0.01945,288,12062,0.01698,0.02191
2017,No migration background,Urban regions,Bündnis90/Grüne,0.05284,857,12062,0.04885,0.05684
2017,No migration background,Urban regions,PDS/Linke,0.02529,353,12062,0.02248,0.02809
2017,No migration background,Urban regions,Far right parties,0.00241,41,12062,0.00154,0.00329
2017,No migration background,Urban regions,AfD,0.02215,256,12062,0.01952,0.02478
2017,No migration background,Urban regions,Others,0.00450,62,12062,0.00330,0.00569
2017,No migration background,Urban regions,Party combinations,0.00483,53,12062,0.00359,0.00607
2017,No migration background,Rural regions,Not leaning towards specific party,0.50565,4724,7652,0.49445,0.51685
2017,No migration background,Rural regions,SPD,0.09166,818,7652,0.08519,0.09812
2017,No migration background,Rural regions,CDU/CSU,0.14613,1229,7652,0.13822,0.15405
2017,No migration background,Rural regions,FDP,0.00744,85,7652,0.00552,0.00937
2017,No migration background,Rural regions,Bündnis90/Grüne,0.02993,301,7652,0.02611,0.03375
2017,No migration background,Rural regions,PDS/Linke,0.02512,274,7652,0.02162,0.02863
2017,No migration background,Rural regions,Far right parties,0.00385,38,7652,0.00246,0.00523
2017,No migration background,Rural regions,AfD,0.02104,183,7652,0.01783,0.02426
2017,Direct migration background,Urban regions,Not leaning towards specific party,0.65859,3806,5008,0.64546,0.67173
2017,Direct migration background,Urban regions,SPD,0.09477,330,5008,0.08666,0.10288
2017,Direct migration background,Urban regions,CDU/CSU,0.09106,567,5008,0.08309,0.09903
2017,Direct migration background,Urban regions,FDP,0.01054,34,5008,0.00771,0.01337
2017,Direct migration background,Urban regions,Bündnis90/Grüne,0.02749,128,5008,0.02296,0.03202
2017,Direct migration background,Urban regions,PDS/Linke,0.02436,104,5008,0.02009,0.02863
2017,Direct migration background,Urban regions,AfD,0.01064,39,5008,0.00780,0.01348
2017,Direct migration background,Rural regions,Not leaning towards specific party,0.70109,1519,1762,0.67970,0.72247
2017,Direct migration background,Rural regions,SPD,0.07349,78,1762,0.06131,0.08568
2017,Direct migration background,Rural regions,CDU/CSU,0.07714,165,1762,0.06467,0.08960
2017,Indirect migration background,Urban regions,Not leaning towards specific party,0.36615,942,1286,0.33981,0.39249
2017,Indirect migration background,Urban regions,SPD,0.05809,140,1286,0.04530,0.07088
2017,Indirect migration background,Urban regions,CDU/CSU,0.02801,95,1286,0.01899,0.03703
2017,Indirect migration background,Urban regions,Bündnis90/Grüne,0.01850,62,1286,0.01113,0.02587
2017,Indirect migration background,Urban regions,PDS/Linke,0.02275,47,1286,0.01460,0.03090
2017,Indirect migration background,Rural regions,Not leaning towards specific party,0.34901,208,208,0.28408,0.41395
2018,No migration background,Urban regions,Not leaning towards specific party,0.42795,5887,11718,0.41900,0.43691
2018,No migration background,Urban regions,SPD,0.11133,1484,11718,0.10563,0.11702
2018,No migration background,Urban regions,CDU/CSU,0.15473,2000,11718,0.14819,0.16128
2018,No migration background,Urban regions,FDP,0.02330,340,11718,0.02057,0.02603
2018,No migration background,Urban regions,Bündnis90/Grüne,0.07135,1088,11718,0.06668,0.07601
2018,No migration background,Urban regions,PDS/Linke,0.03101,465,11718,0.02787,0.03415
2018,No migration background,Urban regions,AfD,0.02550,325,11718,0.02265,0.02836
2018,No migration background,Urban regions,Others,0.00520,76,11718,0.00390,0.00650
2018,No migration background,Urban regions,Party combinations,0.00427,53,11718,0.00309,0.00545
2018,No migration background,Rural regions,Not leaning towards specific party,0.49199,4407,7333,0.48055,0.50344
2018,No migration background,Rural regions,SPD,0.08635,678,7333,0.07992,0.09278
2018,No migration background,Rural regions,CDU/CSU,0.14040,1141,7333,0.13245,0.14835
2018,No migration background,Rural regions,FDP,0.01392,120,7333,0.01124,0.01661
2018,No migration background,Rural regions,Bündnis90/Grüne,0.03698,359,7333,0.03266,0.04130
2018,No migration background,Rural regions,PDS/Linke,0.02815,309,7333,0.02436,0.03194
2018,No migration background,Rural regions,AfD,0.03231,265,7333,0.02826,0.03635
2018,No migration background,Rural regions,Others,0.00847,54,7333,0.00638,0.01057
2018,Direct migration background,Urban regions,Not leaning towards specific party,0.66180,4336,5648,0.64947,0.67414
2018,Direct migration background,Urban regions,SPD,0.09505,304,5648,0.08740,0.10270
2018,Direct migration background,Urban regions,CDU/CSU,0.09386,612,5648,0.08626,0.10147
2018,Direct migration background,Urban regions,FDP,0.00939,43,5648,0.00687,0.01190
2018,Direct migration background,Urban regions,Bündnis90/Grüne,0.02858,190,5648,0.02424,0.03293
2018,Direct migration background,Urban regions,PDS/Linke,0.02286,98,5648,0.01896,0.02676
2018,Direct migration background,Urban regions,AfD,0.01874,65,5648,0.01520,0.02228
2018,Direct migration background,Rural regions,Not leaning towards specific party,0.73821,1645,1969,0.71879,0.75764
2018,Direct migration background,Rural regions,SPD,0.05128,70,1969,0.04154,0.06103
2018,Direct migration background,Rural regions,CDU/CSU,0.07216,182,1969,0.06073,0.08359
2018,Direct migration background,Rural regions,Bündnis90/Grüne,0.03186,36,1969,0.02410,0.03962
2018,Direct migration background,Rural regions,AfD,0.02514,36,1969,0.01823,0.03206
2018,Indirect migration background,Urban regions,Not leaning towards specific party,0.34457,872,1240,0.31810,0.37103
2018,Indirect migration background,Urban regions,SPD,0.05332,146,1240,0.04081,0.06583
2018,Indirect migration background,Urban regions,CDU/CSU,0.03278,96,1240,0.02286,0.04269
2018,Indirect migration background,Urban regions,Bündnis90/Grüne,0.03095,70,1240,0.02131,0.04060
2018,Indirect migration background,Urban regions,PDS/Linke,0.02788,56,1240,0.01871,0.03705
2018,Indirect migration background,Rural regions,Not leaning towards specific party,0.34501,227,227,0.28303,0.40699
2019,No migration background,Urban regions,Not leaning towards specific party,0.42697,5752,11942,0.41809,0.43584
2019,No migration background,Urban regions,SPD,0.08822,1157,11942,0.08313,0.09330
2019,No migration background,Urban regions,CDU/CSU,0.13626,2006,11942,0.13010,0.14241
2019,No migration background,Urban regions,FDP,0.02126,432,11942,0.01867,0.02384
2019,No migration background,Urban regions,Bündnis90/Grüne,0.10333,1660,11942,0.09787,0.10879
2019,No migration background,Urban regions,PDS/Linke,0.02939,408,11942,0.02636,0.03242
2019,No migration background,Urban regions,AfD,0.02909,336,11942,0.02607,0.03210
2019,No migration background,Urban regions,Others,0.00934,141,11942,0.00762,0.01107
2019,No migration background,Urban regions,Party combinations,0.00629,50,11942,0.00487,0.00771
2019,No migration background,Rural regions,Not leaning towards specific party,0.48889,4173,7299,0.47742,0.50036
2019,No migration background,Rural regions,SPD,0.06772,536,7299,0.06195,0.07348
2019,No migration background,Rural regions,CDU/CSU,0.12985,1222,7299,0.12214,0.13756
2019,No migration background,Rural regions,FDP,0.01514,143,7299,0.01234,0.01794
2019,No migration background,Rural regions,Bündnis90/Grüne,0.05837,555,7299,0.05299,0.06375
2019,No migration background,Rural regions,PDS/Linke,0.02939,302,7299,0.02552,0.03327
2019,No migration background,Rural regions,AfD,0.03316,289,7299,0.02905,0.03727
2019,No migration background,Rural regions,Others,0.00731,79,7299,0.00536,0.00927
2019,Direct migration background,Urban regions,Not leaning towards specific party,0.63990,2088,2913,0.62247,0.65734
2019,Direct migration background,Urban regions,SPD,0.07428,206,2913,0.06475,0.08380
2019,Direct migration background,Urban regions,CDU/CSU,0.08183,291,2913,0.07187,0.09178
2019,Direct migration background,Urban regions,FDP,0.01070,37,2913,0.00696,0.01444
2019,Direct migration background,Urban regions,Bündnis90/Grüne,0.04976,177,2913,0.04186,0.05765
2019,Direct migration background,Urban regions,PDS/Linke,0.02380,68,2913,0.01826,0.02934
2019,Direct migration background,Urban regions,AfD,0.01488,46,2913,0.01048,0.01927
2019,Direct migration background,Rural regions,Not leaning towards specific party,0.66004,791,994,0.63058,0.68950
2019,Direct migration background,Rural regions,SPD,0.04940,36,994,0.03592,0.06288
2019,Direct migration background,Rural regions,CDU/CSU,0.07338,97,994,0.05716,0.08959
2019,Direct migration background,Rural regions,Bündnis90/Grüne,0.03976,34,994,0.02761,0.05192
2019,Direct migration background,Rural regions,AfD,0.03693,36,994,0.02520,0.04866
2019,Indirect migration background,Urban regions,Not leaning towards specific party,0.35994,821,1179,0.33253,0.38735
2019,Indirect migration background,Urban regions,SPD,0.03763,91,1179,0.02676,0.04849
2019,Indirect migration background,Urban regions,CDU/CSU,0.02720,86,1179,0.01791,0.03649
2019,Indirect migration background,Urban regions,Bündnis90/Grüne,0.04290,142,1179,0.03133,0.05448
2019,Indirect migration background,Urban regions,PDS/Linke,0.01885,39,1179,0.01109,0.02662
2019,Indirect migration background,Rural regions,Not leaning towards specific party,0.37529,205,238,0.31364,0.43693
2019,Indirect migration background,Rural regions,CDU/CSU,0.02951,33,238,0.00796,0.05105
2020,No migration background,Urban regions,Not leaning towards specific party,0.41084,5280,11406,0.40181,0.41987
2020,No migration background,Urban regions,SPD,0.08864,1137,11406,0.08342,0.09386
2020,No migration background,Urban regions,CDU/CSU,0.14330,1980,11406,0.13687,0.14973
2020,No migration background,Urban regions,FDP,0.01724,325,11406,0.01485,0.01963
2020,No migration background,Urban regions,Bündnis90/Grüne,0.11575,1771,11406,0.10988,0.12162
2020,No migration background,Urban regions,PDS/Linke,0.03187,431,11406,0.02864,0.03509
2020,No migration background,Urban regions,AfD,0.02228,263,11406,0.01957,0.02499
2020,No migration background,Urban regions,Others,0.01054,124,11406,0.00867,0.01241
2020,No migration background,Urban regions,Party combinations,0.00767,95,11406,0.00606,0.00927
2020,No migration background,Rural regions,Not leaning towards specific party,0.47338,3840,6849,0.46155,0.48520
2020,No migration background,Rural regions,SPD,0.06738,501,6849,0.06144,0.07331
2020,No migration background,Rural regions,CDU/CSU,0.14060,1153,6849,0.13237,0.14884
2020,No migration background,Rural regions,FDP,0.01104,95,6849,0.00856,0.01351
2020,No migration background,Rural regions,Bündnis90/Grüne,0.06113,563,6849,0.05545,0.06680
2020,No migration background,Rural regions,PDS/Linke,0.03285,301,6849,0.02863,0.03708
2020,No migration background,Rural regions,AfD,0.03554,278,6849,0.03115,0.03992
2020,No migration background,Rural regions,Others,0.00965,81,6849,0.00733,0.01196
2020,No migration background,Rural regions,Party combinations,0.00432,37,6849,0.00277,0.00588
2020,Direct migration background,Urban regions,Not leaning towards specific party,0.69419,5095,6182,0.68270,0.70568
2020,Direct migration background,Urban regions,SPD,0.05906,215,6182,0.05319,0.06494
2020,Direct migration background,Urban regions,CDU/CSU,0.07986,471,6182,0.07311,0.08662
2020,Direct migration background,Urban regions,FDP,0.00657,35,6182,0.00456,0.00859
2020,Direct migration background,Urban regions,Bündnis90/Grüne,0.05263,250,6182,0.04707,0.05820
2020,Direct migration background,Urban regions,PDS/Linke,0.01700,72,6182,0.01378,0.02023
2020,Direct migration background,Urban regions,AfD,0.01181,44,6182,0.00911,0.01450
2020,Direct migration background,Rural regions,Not leaning towards specific party,0.72479,1795,2056,0.70548,0.74410
2020,Direct migration background,Rural regions,SPD,0.02895,45,2056,0.02170,0.03620
2020,Direct migration background,Rural regions,CDU/CSU,0.08590,165,2056,0.07378,0.09801
2020,Direct migration background,Rural regions,Bündnis90/Grüne,0.02717,51,2056,0.02014,0.03420
2020,Indirect migration background,Urban regions,Not leaning towards specific party,0.33094,789,1174,0.30401,0.35787
2020,Indirect migration background,Urban regions,SPD,0.04576,102,1174,0.03380,0.05772
2020,Indirect migration background,Urban regions,CDU/CSU,0.03615,91,1174,0.02547,0.04683
2020,Indirect migration background,Urban regions,Bündnis90/Grüne,0.05536,157,1174,0.04227,0.06845
2020,Indirect migration background,Urban regions,PDS/Linke,0.01360,35,1174,0.00697,0.02023
2020,Indirect migration background,Rural regions,Not leaning towards specific party,0.33994,203,239,0.27976,0.40012
2020,Indirect migration background,Rural regions,CDU/CSU,0.03855,36,239,0.01409,0.06300
2021,No migration background,Urban regions,Not leaning towards specific party,0.38809,3550,8090,0.37747,0.39871
2021,No migration background,Urban regions,SPD,0.09483,917,8090,0.08845,0.10122
2021,No migration background,Urban regions,CDU/CSU,0.13806,1298,8090,0.13054,0.14557
2021,No migration background,Urban regions,FDP,0.02977,351,8090,0.02607,0.03347
2021,No migration background,Urban regions,Bündnis90/Grüne,0.12867,1428,8090,0.12138,0.13597
2021,No migration background,Urban regions,PDS/Linke,0.02770,286,8090,0.02413,0.03128
2021,No migration background,Urban regions,AfD,0.01915,153,8090,0.01616,0.02214
2021,No migration background,Urban regions,Others,0.01120,107,8090,0.00890,0.01349
2021,No migration background,Rural regions,Not leaning towards specific party,0.46692,2596,4753,0.45273,0.48110
2021,No migration background,Rural regions,SPD,0.07640,411,4753,0.06885,0.08395
2021,No migration background,Rural regions,CDU/CSU,0.12725,774,4753,0.11778,0.13673
2021,No migration background,Rural regions,FDP,0.02951,148,4753,0.02469,0.03432
2021,No migration background,Rural regions,Bündnis90/Grüne,0.07169,440,4753,0.06435,0.07902
2021,No migration background,Rural regions,PDS/Linke,0.02661,189,4753,0.02204,0.03119
2021,No migration background,Rural regions,AfD,0.02701,134,4753,0.02240,0.03162
2021,No migration background,Rural regions,Others,0.00792,61,4753,0.00540,0.01044
2021,Direct migration background,Urban regions,Not leaning towards specific party,0.63541,3117,3973,0.62044,0.65038
2021,Direct migration background,Urban regions,SPD,0.07689,222,3973,0.06860,0.08517
2021,Direct migration background,Urban regions,CDU/CSU,0.08931,292,3973,0.08044,0.09817
2021,Direct migration background,Urban regions,FDP,0.01666,49,3973,0.01268,0.02064
2021,Direct migration background,Urban regions,Bündnis90/Grüne,0.06872,236,3973,0.06085,0.07659
2021,Direct migration background,Urban regions,PDS/Linke,0.01634,57,3973,0.01240,0.02028
2021,Direct migration background,Rural regions,Not leaning towards specific party,0.68445,908,1108,0.65708,0.71183
2021,Direct migration background,Rural regions,SPD,0.07719,61,1108,0.06147,0.09291
2021,Direct migration background,Rural regions,CDU/CSU,0.07423,100,1108,0.05879,0.08968
2021,Direct migration background,Rural regions,Bündnis90/Grüne,0.03023,39,1108,0.02014,0.04032
2021,Indirect migration background,Urban regions,Not leaning towards specific party,0.29584,433,650,0.26073,0.33096
2021,Indirect migration background,Urban regions,SPD,0.03660,55,650,0.02215,0.05104
2021,Indirect migration background,Urban regions,CDU/CSU,0.03159,60,650,0.01814,0.04505
2021,Indirect migration background,Urban regions,Bündnis90/Grüne,0.05010,102,650,0.03332,0.06688
2021,Indirect migration background,Rural regions,Not leaning towards specific party,0.31200,130,130,0.23205,0.39195
2022,No migration background,Urban regions,Not leaning towards specific party,0.37792,4974,11037,0.36887,0.38697
